id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,guess,guessLastChangedAt,submit,submitLastChangedAt
01HMFF0HB2Z924Y7CNQDRFTKY3,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:37:59.394938661Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:37:59.394938661Z,01HMFEN9SXC01SBMCHNE3FRBKA,2024-01-18T23:37:59.394938661Z,01HMFENA3FHWDCPP6VQQH05D5X,2024-01-18T23:37:59.394938661Z,01HMFEE3AYQN8MXPF0V6TK5T18,2024-01-18T23:37:59.394938661Z,57,2024-01-18T23:38:05.508327065Z,true,2024-01-18T23:38:05.522695364Z
01HMFF0HC03HEVF8Z8F9302T72,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:37:59.424377118Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:37:59.424377118Z,01HMFEN9SXC01SBMCHNE3FRBKA,2024-01-18T23:37:59.424377118Z,01HMFENA3FHWDCPP6VQQH05D5X,2024-01-18T23:37:59.424377118Z,01HMFEEFHW3XM8Z64QVBTPV8P8,2024-01-18T23:37:59.424377118Z,42,2024-01-18T23:38:12.264571891Z,true,2024-01-18T23:38:12.279419931Z
01HMFF0HCQ8NHTZGT5FXW0AH6C,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:37:59.447311592Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:37:59.447311592Z,01HMFEN9SXC01SBMCHNE3FRBKA,2024-01-18T23:37:59.447311592Z,01HMFENA3FHWDCPP6VQQH05D5X,2024-01-18T23:37:59.447311592Z,01HMFEF3DRQ6YVMRCCXEGCTX23,2024-01-18T23:37:59.447311592Z,57,2024-01-18T23:38:11.736928589Z,true,2024-01-18T23:38:11.75267946Z
01HMFF0NTZ1QFS1GXFYN0D37JB,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:38:03.999867085Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:38:03.999867085Z,01HMFEY09JPWSDEM5HJ2X3R53C,2024-01-18T23:38:03.999867085Z,01HMFEY190GJMJ31DG0QGMX57T,2024-01-18T23:38:03.999867085Z,01HMFEFVQF2XS29MG02ZFS3WXW,2024-01-18T23:38:03.999867085Z,33,2024-01-18T23:38:19.349629486Z,true,2024-01-18T23:38:19.333217627Z
01HMFF0NVM52J6XFRNRXHEFW17,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:38:04.020419795Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:38:04.020419795Z,01HMFEY09JPWSDEM5HJ2X3R53C,2024-01-18T23:38:04.020419795Z,01HMFEY190GJMJ31DG0QGMX57T,2024-01-18T23:38:04.020419795Z,01HMFEM1VY9ZN0Q63JNHSRP4CC,2024-01-18T23:38:04.020419795Z,32,2024-01-18T23:38:17.053773758Z,true,2024-01-18T23:38:17.069052954Z
01HMFF0NW9BD2K72PCRFFZ2837,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:38:04.041952195Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:38:04.041952195Z,01HMFEY09JPWSDEM5HJ2X3R53C,2024-01-18T23:38:04.041952195Z,01HMFEY190GJMJ31DG0QGMX57T,2024-01-18T23:38:04.041952195Z,01HMFEMQ0F119WTY511R6NG34R,2024-01-18T23:38:04.041952195Z,10,2024-01-18T23:38:23.098715026Z,true,2024-01-18T23:38:23.113716799Z
01HMFF0NWZ33T0NH93YG60C5X7,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:38:04.063451345Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:38:04.063451345Z,01HMFEY09JPWSDEM5HJ2X3R53C,2024-01-18T23:38:04.063451345Z,01HMFEY190GJMJ31DG0QGMX57T,2024-01-18T23:38:04.063451345Z,01HMFENKV5CDAV7X4QEKH1YCET,2024-01-18T23:38:04.063451345Z,5,2024-01-18T23:38:15.597742657Z,true,2024-01-18T23:38:15.612673579Z
01HMFF0QYFJA9YPBH9BC2WKK1Q,01HMFDVJ3MJN1ZHWTX2ZGTBW4K,2024-01-18T23:38:06.160029201Z,01HMFDVJ3YBPRDTPQKQH84E7GZ,2024-01-18T23:38:06.160029201Z,01HMFEXE1CMRT2KZB0K30E0ZWZ,2024-01-18T23:38:06.160029201Z,01HMFEXEJF06YZ0AEV7Q9NBP3F,2024-01-18T23:38:06.160029201Z,01HMFEDRZEW34H432YMVG8R1PG,2024-01-18T23:38:06.160029201Z,,,,
01HMFF0QZ4PVT3Q9AHMA68ZY8N,01HMFDVJ3MJN1ZHWTX2ZGTBW4K,2024-01-18T23:38:06.180070821Z,01HMFDVJ3YBPRDTPQKQH84E7GZ,2024-01-18T23:38:06.180070821Z,01HMFEXE1CMRT2KZB0K30E0ZWZ,2024-01-18T23:38:06.180070821Z,01HMFEXEJF06YZ0AEV7Q9NBP3F,2024-01-18T23:38:06.180070821Z,01HMFEG2WNPD670QVQ3W96B2CY,2024-01-18T23:38:06.180070821Z,,,,
01HMFF0QZS6MXMSYYMMSRSGS5H,01HMFDVJ3MJN1ZHWTX2ZGTBW4K,2024-01-18T23:38:06.201273651Z,01HMFDVJ3YBPRDTPQKQH84E7GZ,2024-01-18T23:38:06.201273651Z,01HMFEXE1CMRT2KZB0K30E0ZWZ,2024-01-18T23:38:06.201273651Z,01HMFEXEJF06YZ0AEV7Q9NBP3F,2024-01-18T23:38:06.201273651Z,01HMFEQ6AD5CT52KGE3CBRQBB9,2024-01-18T23:38:06.201273651Z,,,,
01HMFF0R0D9E79VTHQER5PSB0Y,01HMFDVJ3MJN1ZHWTX2ZGTBW4K,2024-01-18T23:38:06.221143638Z,01HMFDVJ3YBPRDTPQKQH84E7GZ,2024-01-18T23:38:06.221143638Z,01HMFEXE1CMRT2KZB0K30E0ZWZ,2024-01-18T23:38:06.221143638Z,01HMFEXEJF06YZ0AEV7Q9NBP3F,2024-01-18T23:38:06.221143638Z,01HMFEQ7928C546PJE0NQ4FK26,2024-01-18T23:38:06.221143638Z,,,,
01HMFF0R62QNVB7Q57NKC9GBG9,01HMFD72N0KSDT2MWAV2KSF27S,2024-01-18T23:38:06.404785326Z,01HMFD72NDC7J8P5J6Y5B47X5S,2024-01-18T23:38:06.404785326Z,01HMFEJQXSF12S5NFKCAXVS7AK,2024-01-18T23:38:06.404785326Z,01HMFEJRB1T5XPEF099RC683VD,2024-01-18T23:38:06.404785326Z,01HMFE5J62245HR9TE6YM8RW93,2024-01-18T23:38:06.404785326Z,4,2024-01-18T23:38:16.635422543Z,true,2024-01-18T23:38:16.651576079Z
01HMFF0R6TF5J2P4WHFEPXJSTC,01HMFD72N0KSDT2MWAV2KSF27S,2024-01-18T23:38:06.426870602Z,01HMFD72NDC7J8P5J6Y5B47X5S,2024-01-18T23:38:06.426870602Z,01HMFEJQXSF12S5NFKCAXVS7AK,2024-01-18T23:38:06.426870602Z,01HMFEJRB1T5XPEF099RC683VD,2024-01-18T23:38:06.426870602Z,01HMFEDG8DJHPDDYK6D1RH3HRJ,2024-01-18T23:38:06.426870602Z,20,2024-01-18T23:38:13.878141561Z,true,2024-01-18T23:38:13.893331871Z
01HMFF0R7GFAT84VNWYE90PDQR,01HMFD72N0KSDT2MWAV2KSF27S,2024-01-18T23:38:06.448386493Z,01HMFD72NDC7J8P5J6Y5B47X5S,2024-01-18T23:38:06.448386493Z,01HMFEJQXSF12S5NFKCAXVS7AK,2024-01-18T23:38:06.448386493Z,01HMFEJRB1T5XPEF099RC683VD,2024-01-18T23:38:06.448386493Z,01HMFEE3VEDWE4FS5J47TQR8GB,2024-01-18T23:38:06.448386493Z,10,2024-01-18T23:38:13.862337802Z,true,2024-01-18T23:38:13.848194366Z
01HMFF0R88V3SFNC12S2HAEZ2Z,01HMFD72N0KSDT2MWAV2KSF27S,2024-01-18T23:38:06.472151991Z,01HMFD72NDC7J8P5J6Y5B47X5S,2024-01-18T23:38:06.472151991Z,01HMFEJQXSF12S5NFKCAXVS7AK,2024-01-18T23:38:06.472151991Z,01HMFEJRB1T5XPEF099RC683VD,2024-01-18T23:38:06.472151991Z,01HMFEE8KEX5A79WN59YX71QCK,2024-01-18T23:38:06.472151991Z,0,2024-01-18T23:38:13.007262607Z,true,2024-01-18T23:38:13.050844428Z
01HMFF0Y840YD906MM40QZ25Z9,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:38:12.612506736Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:38:12.612506736Z,01HMFEN9TA7586MAA2T0C24DZS,2024-01-18T23:38:12.612506736Z,01HMFENA33Z3760HBRK1361WYE,2024-01-18T23:38:12.612506736Z,01HMFEDWHM6Q23NN7XB8B65GTS,2024-01-18T23:38:12.612506736Z,,,,
01HMFF0Y99YTPME6YFTREYB3EN,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:38:12.649532326Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:38:12.649532326Z,01HMFEN9TA7586MAA2T0C24DZS,2024-01-18T23:38:12.649532326Z,01HMFENA33Z3760HBRK1361WYE,2024-01-18T23:38:12.649532326Z,01HMFEE3AYQN8MXPF0V6TK5T18,2024-01-18T23:38:12.649532326Z,,,,
01HMFF0YB4VK5WX7J6X3A0NSQP,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:38:12.70862238Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:38:12.70862238Z,01HMFEN9TA7586MAA2T0C24DZS,2024-01-18T23:38:12.70862238Z,01HMFENA33Z3760HBRK1361WYE,2024-01-18T23:38:12.70862238Z,01HMFEEFHW3XM8Z64QVBTPV8P8,2024-01-18T23:38:12.70862238Z,,,,
01HMFF0YCE2B5E99MZ761Y8KMF,01HMFD73YXEFTXWKNZ1J93H4PP,2024-01-18T23:38:12.750092217Z,01HMFD73Z56CY2716AEC4SB2D5,2024-01-18T23:38:12.750092217Z,01HMFEN9TA7586MAA2T0C24DZS,2024-01-18T23:38:12.750092217Z,01HMFENA33Z3760HBRK1361WYE,2024-01-18T23:38:12.750092217Z,01HMFEF3DRQ6YVMRCCXEGCTX23,2024-01-18T23:38:12.750092217Z,,,,
01HMFF11DF62MC0R8VNJFH7K3S,01HMFEGHPG22WHGMB8MQYB8N6S,2024-01-18T23:38:15.855483028Z,01HMFEGHQ06YTN6Q0SRFEYTGN7,2024-01-18T23:38:15.855483028Z,01HMFF0YVS7W77HWPGXBHH3RKH,2024-01-18T23:38:15.855483028Z,01HMFF0ZPP0P385VJBAMQMTVN1,2024-01-18T23:38:15.855483028Z,01HMFEKQWNQ2BQ6YY66XFM0RJ3,2024-01-18T23:38:15.855483028Z,,,,
01HMFF11EFTSZW044ZH2DA7RNF,01HMFEGHPG22WHGMB8MQYB8N6S,2024-01-18T23:38:15.887316266Z,01HMFEGHQ06YTN6Q0SRFEYTGN7,2024-01-18T23:38:15.887316266Z,01HMFF0YVS7W77HWPGXBHH3RKH,2024-01-18T23:38:15.887316266Z,01HMFF0ZPP0P385VJBAMQMTVN1,2024-01-18T23:38:15.887316266Z,01HMFENY9CRZ95R85QKMCAHMGJ,2024-01-18T23:38:15.887316266Z,,,,
01HMFF11G284T74973DTPRR084,01HMFEGHPG22WHGMB8MQYB8N6S,2024-01-18T23:38:15.939057193Z,01HMFEGHQ06YTN6Q0SRFEYTGN7,2024-01-18T23:38:15.939057193Z,01HMFF0YVS7W77HWPGXBHH3RKH,2024-01-18T23:38:15.939057193Z,01HMFF0ZPP0P385VJBAMQMTVN1,2024-01-18T23:38:15.939057193Z,01HMFEP4XHNFKWZFA7DZM89YXB,2024-01-18T23:38:15.939057193Z,,,,
01HMFF11H3TKKYKB2PYV8CYQ77,01HMFEGHPG22WHGMB8MQYB8N6S,2024-01-18T23:38:15.971241803Z,01HMFEGHQ06YTN6Q0SRFEYTGN7,2024-01-18T23:38:15.971241803Z,01HMFF0YVS7W77HWPGXBHH3RKH,2024-01-18T23:38:15.971241803Z,01HMFF0ZPP0P385VJBAMQMTVN1,2024-01-18T23:38:15.971241803Z,01HMFER0MNRYSJ9Y7CAZP9N158,2024-01-18T23:38:15.971241803Z,,,,
01HMFF11P4FMT7YM52730CSNE2,01HMFDQYMZHQ0WPEVKND58J3HX,2024-01-18T23:38:16.132624601Z,01HMFDQYN7E395K4PX546HP71J,2024-01-18T23:38:16.132624601Z,01HMFEVK5CEKYAK7AHD26BK1E6,2024-01-18T23:38:16.132624601Z,01HMFEVKKYJG9RWXTQDTAHP7Y7,2024-01-18T23:38:16.132624601Z,01HMFEDQQAS0TP16T4R08GCSNZ,2024-01-18T23:38:16.132624601Z,,,,
01HMFF11PT4KTEFRV3859GRMV4,01HMFDQYMZHQ0WPEVKND58J3HX,2024-01-18T23:38:16.154730747Z,01HMFDQYN7E395K4PX546HP71J,2024-01-18T23:38:16.154730747Z,01HMFEVK5CEKYAK7AHD26BK1E6,2024-01-18T23:38:16.154730747Z,01HMFEVKKYJG9RWXTQDTAHP7Y7,2024-01-18T23:38:16.154730747Z,01HMFEEY9EYR2RRK2C22Q4ZRCZ,2024-01-18T23:38:16.154730747Z,,,,
01HMFF11QG62CS9YEDY58W7BX8,01HMFDQYMZHQ0WPEVKND58J3HX,2024-01-18T23:38:16.176089839Z,01HMFDQYN7E395K4PX546HP71J,2024-01-18T23:38:16.176089839Z,01HMFEVK5CEKYAK7AHD26BK1E6,2024-01-18T23:38:16.176089839Z,01HMFEVKKYJG9RWXTQDTAHP7Y7,2024-01-18T23:38:16.176089839Z,01HMFENQAQ5T4Y0VZNFPR0ZHKR,2024-01-18T23:38:16.176089839Z,,,,
01HMFF11R6J2836BPGCSZ92HHN,01HMFDQYMZHQ0WPEVKND58J3HX,2024-01-18T23:38:16.198119534Z,01HMFDQYN7E395K4PX546HP71J,2024-01-18T23:38:16.198119534Z,01HMFEVK5CEKYAK7AHD26BK1E6,2024-01-18T23:38:16.198119534Z,01HMFEVKKYJG9RWXTQDTAHP7Y7,2024-01-18T23:38:16.198119534Z,01HMFEQBJW0XJV0E6V9KR0E2FP,2024-01-18T23:38:16.198119534Z,,,,
01HMFF14V5FQHNFHT4EM4B2JBT,01HMFDQRTPPNXP0AM4X8RX23TT,2024-01-18T23:38:19.365173579Z,01HMFDQRTY0GEB4167ANBTNY6K,2024-01-18T23:38:19.365173579Z,01HMFEP782FGY4W284JA7QB6B8,2024-01-18T23:38:19.365173579Z,01HMFEP7H9QZQFN5N75ADA71Q2,2024-01-18T23:38:19.365173579Z,01HMFEDYW1FF3N6F1YXBKT4BH2,2024-01-18T23:38:19.365173579Z,80,2024-01-18T23:38:29.713814604Z,true,2024-01-18T23:38:29.729025932Z
01HMFF14VVMGRN5M5VPDXVJV5T,01HMFDQRTPPNXP0AM4X8RX23TT,2024-01-18T23:38:19.387144345Z,01HMFDQRTY0GEB4167ANBTNY6K,2024-01-18T23:38:19.387144345Z,01HMFEP782FGY4W284JA7QB6B8,2024-01-18T23:38:19.387144345Z,01HMFEP7H9QZQFN5N75ADA71Q2,2024-01-18T23:38:19.387144345Z,01HMFEE20HRFEJGSWSGEW1VFBE,2024-01-18T23:38:19.387144345Z,8,2024-01-18T23:38:25.903537541Z,true,2024-01-18T23:38:25.919057708Z
01HMFF14WGJMR8R9782AFTGWTX,01HMFDQRTPPNXP0AM4X8RX23TT,2024-01-18T23:38:19.40872113Z,01HMFDQRTY0GEB4167ANBTNY6K,2024-01-18T23:38:19.40872113Z,01HMFEP782FGY4W284JA7QB6B8,2024-01-18T23:38:19.40872113Z,01HMFEP7H9QZQFN5N75ADA71Q2,2024-01-18T23:38:19.40872113Z,01HMFEEKH2D8SYSA11DG00QPDZ,2024-01-18T23:38:19.40872113Z,10,2024-01-18T23:38:42.992442879Z,true,2024-01-18T23:38:43.008415214Z
01HMFF14X6341KCEEF34VKSTJK,01HMFDQRTPPNXP0AM4X8RX23TT,2024-01-18T23:38:19.430189991Z,01HMFDQRTY0GEB4167ANBTNY6K,2024-01-18T23:38:19.430189991Z,01HMFEP782FGY4W284JA7QB6B8,2024-01-18T23:38:19.430189991Z,01HMFEP7H9QZQFN5N75ADA71Q2,2024-01-18T23:38:19.430189991Z,01HMFEFP43AVVRBAE25YBTDK8X,2024-01-18T23:38:19.430189991Z,73,2024-01-18T23:38:26.733263696Z,true,2024-01-18T23:38:26.717025058Z
01HMFF18TV2HPT1AEW42T5SM4Z,01HMFDQTMQ1TVM1KJT4GQS9GXK,2024-01-18T23:38:23.451133471Z,01HMFDQTMZG27ZNCPS41G2YD6B,2024-01-18T23:38:23.451133471Z,01HMFESK1YA3YSGNYJG3HM1FT4,2024-01-18T23:38:23.451133471Z,01HMFESKJAYPTQ7VSD20NTBMGT,2024-01-18T23:38:23.451133471Z,01HMFEDBCS7HA4YYYBVHQTQK3K,2024-01-18T23:38:23.451133471Z,90,2024-01-18T23:38:31.412876051Z,true,2024-01-18T23:38:31.396418619Z
01HMFF18VT40T9PFVYAQ7VJAVH,01HMFDQTMQ1TVM1KJT4GQS9GXK,2024-01-18T23:38:23.482747526Z,01HMFDQTMZG27ZNCPS41G2YD6B,2024-01-18T23:38:23.482747526Z,01HMFESK1YA3YSGNYJG3HM1FT4,2024-01-18T23:38:23.482747526Z,01HMFESKJAYPTQ7VSD20NTBMGT,2024-01-18T23:38:23.482747526Z,01HMFEDSARRA7M9NTFT4PGY8MD,2024-01-18T23:38:23.482747526Z,50,2024-01-18T23:38:37.187028118Z,true,2024-01-18T23:38:37.170720012Z
01HMFF18WXKFRRX8MSDDRHAE8Z,01HMFDQTMQ1TVM1KJT4GQS9GXK,2024-01-18T23:38:23.517415742Z,01HMFDQTMZG27ZNCPS41G2YD6B,2024-01-18T23:38:23.517415742Z,01HMFESK1YA3YSGNYJG3HM1FT4,2024-01-18T23:38:23.517415742Z,01HMFESKJAYPTQ7VSD20NTBMGT,2024-01-18T23:38:23.517415742Z,01HMFEDSGD5T59Y3AK9VJR3YJ5,2024-01-18T23:38:23.517415742Z,35,2024-01-18T23:38:40.747195859Z,true,2024-01-18T23:38:40.730641774Z
01HMFF18XDPEHDZRQHT0WJVCZG,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:38:23.533552646Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:38:23.533552646Z,01HMFEY09XDK85W6W4GCZAFDMS,2024-01-18T23:38:23.533552646Z,01HMFEY0ZW187R4703GC0BX37K,2024-01-18T23:38:23.533552646Z,01HMFEFVQF2XS29MG02ZFS3WXW,2024-01-18T23:38:23.533552646Z,,,,
01HMFF18Y9JYSPTNF68AWR9RAP,01HMFDQTMQ1TVM1KJT4GQS9GXK,2024-01-18T23:38:23.561844859Z,01HMFDQTMZG27ZNCPS41G2YD6B,2024-01-18T23:38:23.561844859Z,01HMFESK1YA3YSGNYJG3HM1FT4,2024-01-18T23:38:23.561844859Z,01HMFESKJAYPTQ7VSD20NTBMGT,2024-01-18T23:38:23.561844859Z,01HMFEH6J753Z1ACSWRXQG4H6K,2024-01-18T23:38:23.561844859Z,45,2024-01-18T23:38:39.98995472Z,true,2024-01-18T23:38:40.005397031Z
01HMFF18ZHMV3SNWKRFS44207V,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:38:23.601569491Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:38:23.601569491Z,01HMFEY09XDK85W6W4GCZAFDMS,2024-01-18T23:38:23.601569491Z,01HMFEY0ZW187R4703GC0BX37K,2024-01-18T23:38:23.601569491Z,01HMFEM1VY9ZN0Q63JNHSRP4CC,2024-01-18T23:38:23.601569491Z,,,,
01HMFF19086T59C5BW6V8CJ9HJ,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:38:23.624284942Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:38:23.624284942Z,01HMFEY09XDK85W6W4GCZAFDMS,2024-01-18T23:38:23.624284942Z,01HMFEY0ZW187R4703GC0BX37K,2024-01-18T23:38:23.624284942Z,01HMFEMQ0F119WTY511R6NG34R,2024-01-18T23:38:23.624284942Z,,,,
01HMFF1924VS5HA73BH3VJ7XTG,01HMFDVMT4C07DWNY1TDAGM3BD,2024-01-18T23:38:23.684548286Z,01HMFDVMTCTMVT8WT2HBCKZRKD,2024-01-18T23:38:23.684548286Z,01HMFEY09XDK85W6W4GCZAFDMS,2024-01-18T23:38:23.684548286Z,01HMFEY0ZW187R4703GC0BX37K,2024-01-18T23:38:23.684548286Z,01HMFENKV5CDAV7X4QEKH1YCET,2024-01-18T23:38:23.684548286Z,,,,
01HMFF1EBZB1XV0KYBSDXM8E50,01HMFDQWKQY4717X3C3YNF2X27,2024-01-18T23:38:29.119207303Z,01HMFDQWM0TVBQ64MNRDXMFXTD,2024-01-18T23:38:29.119207303Z,01HMFET7THYV4S7K6ZSK169NNM,2024-01-18T23:38:29.119207303Z,01HMFET87S8VKKYC72YXMBFBWG,2024-01-18T23:38:29.119207303Z,01HMFEF5FGHDGFVPRYXJ7AP9NM,2024-01-18T23:38:29.119207303Z,,,,
01HMFF1ECRYKCWADMDXR9BZHAN,01HMFDQWKQY4717X3C3YNF2X27,2024-01-18T23:38:29.14484499Z,01HMFDQWM0TVBQ64MNRDXMFXTD,2024-01-18T23:38:29.14484499Z,01HMFET7THYV4S7K6ZSK169NNM,2024-01-18T23:38:29.14484499Z,01HMFET87S8VKKYC72YXMBFBWG,2024-01-18T23:38:29.14484499Z,01HMFEGK0KF96HQNZDNHSHMGMF,2024-01-18T23:38:29.14484499Z,,,,
01HMFF1EDFYMA3XAMWWZ0BZESN,01HMFDQWKQY4717X3C3YNF2X27,2024-01-18T23:38:29.167922969Z,01HMFDQWM0TVBQ64MNRDXMFXTD,2024-01-18T23:38:29.167922969Z,01HMFET7THYV4S7K6ZSK169NNM,2024-01-18T23:38:29.167922969Z,01HMFET87S8VKKYC72YXMBFBWG,2024-01-18T23:38:29.167922969Z,01HMFEK9XSTSZ3NQVC62XFSZDM,2024-01-18T23:38:29.167922969Z,,,,
01HMFF1EE631DTE3021C40ZQ64,01HMFDQWKQY4717X3C3YNF2X27,2024-01-18T23:38:29.190381342Z,01HMFDQWM0TVBQ64MNRDXMFXTD,2024-01-18T23:38:29.190381342Z,01HMFET7THYV4S7K6ZSK169NNM,2024-01-18T23:38:29.190381342Z,01HMFET87S8VKKYC72YXMBFBWG,2024-01-18T23:38:29.190381342Z,01HMFEPC7RX4KS1K7MM9KP6XKZ,2024-01-18T23:38:29.190381342Z,,,,
01HMFF1EMM3MMTBBVN0NMT0SR8,01HMFDVEERMP43H77P5S06K23X,2024-01-18T23:38:29.396506532Z,01HMFDVEF4Q71T6JQQR0VWT5BZ,2024-01-18T23:38:29.396506532Z,01HMFEWRKEBFGFXMEAAHCF8K02,2024-01-18T23:38:29.396506532Z,01HMFEWS0SFSA0PR90WAZJQG6F,2024-01-18T23:38:29.396506532Z,01HMFEPCC9H1EV1FD6P9K1DKQX,2024-01-18T23:38:29.396506532Z,60,2024-01-18T23:38:44.79899029Z,true,2024-01-18T23:38:44.814982491Z
01HMFF1ENFKSQ1CRC28GC3PFXW,01HMFDVEERMP43H77P5S06K23X,2024-01-18T23:38:29.42367336Z,01HMFDVEF4Q71T6JQQR0VWT5BZ,2024-01-18T23:38:29.42367336Z,01HMFEWRKEBFGFXMEAAHCF8K02,2024-01-18T23:38:29.42367336Z,01HMFEWS0SFSA0PR90WAZJQG6F,2024-01-18T23:38:29.42367336Z,01HMFEQJ2A18VYC9VAJBGV2HG5,2024-01-18T23:38:29.42367336Z,33,2024-01-18T23:38:45.328776151Z,true,2024-01-18T23:38:45.344951091Z
01HMFF1EP8XEYGTZ2TDGXH8M6Z,01HMFDVEERMP43H77P5S06K23X,2024-01-18T23:38:29.448288017Z,01HMFDVEF4Q71T6JQQR0VWT5BZ,2024-01-18T23:38:29.448288017Z,01HMFEWRKEBFGFXMEAAHCF8K02,2024-01-18T23:38:29.448288017Z,01HMFEWS0SFSA0PR90WAZJQG6F,2024-01-18T23:38:29.448288017Z,01HMFEQR7YQJZTY12F3ZCH0X0G,2024-01-18T23:38:29.448288017Z,25,2024-01-18T23:38:53.410622648Z,true,2024-01-18T23:38:53.395057179Z
01HMFF1EPYRENQJPBW0RWFW6QW,01HMFDVEERMP43H77P5S06K23X,2024-01-18T23:38:29.4707681Z,01HMFDVEF4Q71T6JQQR0VWT5BZ,2024-01-18T23:38:29.4707681Z,01HMFEWRKEBFGFXMEAAHCF8K02,2024-01-18T23:38:29.4707681Z,01HMFEWS0SFSA0PR90WAZJQG6F,2024-01-18T23:38:29.4707681Z,01HMFERK050DT3ZW9PJA17J2FQ,2024-01-18T23:38:29.4707681Z,80,2024-01-18T23:38:45.499663433Z,true,2024-01-18T23:38:45.517814077Z
01HMFF1NE0VXJPXB7GZTEA993X,01HMFDVJ3MJN1ZHWTX2ZGTBW4K,2024-01-18T23:38:36.352089827Z,01HMFDVJ3YBPRDTPQKQH84E7GZ,2024-01-18T23:38:36.352089827Z,01HMFEXE1CMRT2KZB0K30E0ZWZ,2024-01-18T23:38:36.352089827Z,01HMFEXET245ETV1531SB56A0S,2024-01-18T23:38:36.352089827Z,01HMFEDRZEW34H432YMVG8R1PG,2024-01-18T23:38:36.352089827Z,40,2024-01-18T23:39:01.931661228Z,true,2024-01-18T23:39:02.083812915Z
01HMFF1NERB76JRDRYE80ND9YE,01HMFDVJ3MJN1ZHWTX2ZGTBW4K,2024-01-18T23:38:36.376729745Z,01HMFDVJ3YBPRDTPQKQH84E7GZ,2024-01-18T23:38:36.376729745Z,01HMFEXE1CMRT2KZB0K30E0ZWZ,2024-01-18T23:38:36.376729745Z,01HMFEXET245ETV1531SB56A0S,2024-01-18T23:38:36.376729745Z,01HMFEG2WNPD670QVQ3W96B2CY,2024-01-18T23:38:36.376729745Z,25,2024-01-18T23:38:49.018990033Z,true,2024-01-18T23:38:49.001027775Z
01HMFF1NFDFMWC04EZB3RKPJQM,01HMFDVJ3MJN1ZHWTX2ZGTBW4K,2024-01-18T23:38:36.397888233Z,01HMFDVJ3YBPRDTPQKQH84E7GZ,2024-01-18T23:38:36.397888233Z,01HMFEXE1CMRT2KZB0K30E0ZWZ,2024-01-18T23:38:36.397888233Z,01HMFEXET245ETV1531SB56A0S,2024-01-18T23:38:36.397888233Z,01HMFEQ6AD5CT52KGE3CBRQBB9,2024-01-18T23:38:36.397888233Z,30,2024-01-18T23:38:52.974104483Z,true,2024-01-18T23:38:52.991406959Z
01HMFF1NG388YPQF89JNTVAQ68,01HMFDVJ3MJN1ZHWTX2ZGTBW4K,2024-01-18T23:38:36.419454966Z,01HMFDVJ3YBPRDTPQKQH84E7GZ,2024-01-18T23:38:36.419454966Z,01HMFEXE1CMRT2KZB0K30E0ZWZ,2024-01-18T23:38:36.419454966Z,01HMFEXET245ETV1531SB56A0S,2024-01-18T23:38:36.419454966Z,01HMFEQ7928C546PJE0NQ4FK26,2024-01-18T23:38:36.419454966Z,46,2024-01-18T23:39:04.313233073Z,true,2024-01-18T23:39:04.330355409Z
