id,stageIndex,stageIndexLastChangedAt,name,nameLastChangedAt,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,idx,idxLastChangedAt,index,indexLastChangedAt,task,taskLastChangedAt,gameID,gameIDLastChangedAt,start,startLastChangedAt
01HMFDA9BW46WSC2QZNJ6NCSTY,2,2024-01-18T23:08:21.879045061Z,Round 1 / 9,2024-01-18T23:08:21.756272357Z,01HMFD6NFNF5A82J4TFGX97VBB,2024-01-18T23:08:21.756272357Z,true,2024-01-18T23:09:01.362526026Z,1,2024-01-18T23:08:21.756272357Z,0,2024-01-18T23:08:21.756272357Z,Chat,2024-01-18T23:08:21.756272357Z,01HMFD6NG3J7CA3Y2NKT362RRC,2024-01-18T23:08:21.756272357Z,true,2024-01-18T23:08:22.032308152Z
01HMFDA9BW46WSC2QZP437H4SF,2,2024-01-18T23:08:21.873076007Z,Round 5 / 9,2024-01-18T23:08:21.756729024Z,01HMFD6NFNF5A82J4TFGX97VBB,2024-01-18T23:08:21.756729024Z,true,2024-01-18T23:11:53.285318444Z,5,2024-01-18T23:08:21.756729024Z,4,2024-01-18T23:08:21.756729024Z,Chat,2024-01-18T23:08:21.756729024Z,01HMFD6NG3J7CA3Y2NKT362RRC,2024-01-18T23:08:21.756729024Z,true,2024-01-18T23:11:15.632469714Z
01HMFDA9BX88MKGW8D5ZEXMPFQ,2,2024-01-18T23:08:21.879843101Z,Round 6 / 9,2024-01-18T23:08:21.757079706Z,01HMFD6NFNF5A82J4TFGX97VBB,2024-01-18T23:08:21.757079706Z,true,2024-01-18T23:12:53.443484522Z,6,2024-01-18T23:08:21.757079706Z,5,2024-01-18T23:08:21.757079706Z,Chat,2024-01-18T23:08:21.757079706Z,01HMFD6NG3J7CA3Y2NKT362RRC,2024-01-18T23:08:21.757079706Z,true,2024-01-18T23:11:53.295751224Z
01HMFDA9BX88MKGW8D67BBV57A,2,2024-01-18T23:08:21.870976039Z,Round 3 / 9,2024-01-18T23:08:21.757328598Z,01HMFD6NFNF5A82J4TFGX97VBB,2024-01-18T23:08:21.757328598Z,true,2024-01-18T23:10:32.864853979Z,3,2024-01-18T23:08:21.757328598Z,2,2024-01-18T23:08:21.757328598Z,Chat,2024-01-18T23:08:21.757328598Z,01HMFD6NG3J7CA3Y2NKT362RRC,2024-01-18T23:08:21.757328598Z,true,2024-01-18T23:09:53.423498073Z
01HMFDA9BX88MKGW8D6YR4K5V0,2,2024-01-18T23:08:21.870976039Z,Round 2 / 9,2024-01-18T23:08:21.757623479Z,01HMFD6NFNF5A82J4TFGX97VBB,2024-01-18T23:08:21.757623479Z,true,2024-01-18T23:09:53.410256232Z,2,2024-01-18T23:08:21.757623479Z,1,2024-01-18T23:08:21.757623479Z,Chat,2024-01-18T23:08:21.757623479Z,01HMFD6NG3J7CA3Y2NKT362RRC,2024-01-18T23:08:21.757623479Z,true,2024-01-18T23:09:01.376512064Z
01HMFDA9BX88MKGW8D7G33GXHF,2,2024-01-18T23:08:21.876790122Z,Round 4 / 9,2024-01-18T23:08:21.757912313Z,01HMFD6NFNF5A82J4TFGX97VBB,2024-01-18T23:08:21.757912313Z,true,2024-01-18T23:11:15.623485934Z,4,2024-01-18T23:08:21.757912313Z,3,2024-01-18T23:08:21.757912313Z,Chat,2024-01-18T23:08:21.757912313Z,01HMFD6NG3J7CA3Y2NKT362RRC,2024-01-18T23:08:21.757912313Z,true,2024-01-18T23:10:32.879487722Z
01HMFDA9BYCG9KDWN22787G1HZ,2,2024-01-18T23:08:21.876790122Z,Round 8 / 9,2024-01-18T23:08:21.758232708Z,01HMFD6NFNF5A82J4TFGX97VBB,2024-01-18T23:08:21.758232708Z,true,2024-01-18T23:14:28.164629194Z,8,2024-01-18T23:08:21.758232708Z,7,2024-01-18T23:08:21.758232708Z,Chat,2024-01-18T23:08:21.758232708Z,01HMFD6NG3J7CA3Y2NKT362RRC,2024-01-18T23:08:21.758232708Z,true,2024-01-18T23:13:41.018202094Z
01HMFDA9BYCG9KDWN22PGFTKZG,2,2024-01-18T23:08:21.876790122Z,Round 7 / 9,2024-01-18T23:08:21.758575922Z,01HMFD6NFNF5A82J4TFGX97VBB,2024-01-18T23:08:21.758575922Z,true,2024-01-18T23:13:41.00750897Z,7,2024-01-18T23:08:21.758575922Z,6,2024-01-18T23:08:21.758575922Z,Chat,2024-01-18T23:08:21.758575922Z,01HMFD6NG3J7CA3Y2NKT362RRC,2024-01-18T23:08:21.758575922Z,true,2024-01-18T23:12:53.457580403Z
01HMFDA9BZAHYKWQJ0JKN07CBV,2,2024-01-18T23:08:22.016814432Z,Round 9 / 9,2024-01-18T23:08:21.759516849Z,01HMFD6NFNF5A82J4TFGX97VBB,2024-01-18T23:08:21.759516849Z,true,2024-01-18T23:15:28.323524777Z,9,2024-01-18T23:08:21.759516849Z,8,2024-01-18T23:08:21.759516849Z,Chat,2024-01-18T23:08:21.759516849Z,01HMFD6NG3J7CA3Y2NKT362RRC,2024-01-18T23:08:21.759516849Z,true,2024-01-18T23:14:28.175924171Z
01HMFDZ8K8CMYJ3EK3Q2TTQRMX,2,2024-01-18T23:19:49.240098239Z,Round 1 / 9,2024-01-18T23:19:49.096115618Z,01HMFD6Y3806KPQMFM316V0X9R,2024-01-18T23:19:49.096115618Z,true,2024-01-18T23:20:45.557488247Z,1,2024-01-18T23:19:49.096115618Z,0,2024-01-18T23:19:49.096115618Z,Chat,2024-01-18T23:19:49.096115618Z,01HMFD6Y3K9VY9SR4HBJ8529TQ,2024-01-18T23:19:49.096115618Z,true,2024-01-18T23:19:49.371160037Z
01HMFDZ8K9278BE70Z3DQ7QGTV,2,2024-01-18T23:19:49.237069713Z,Round 9 / 9,2024-01-18T23:19:49.097315569Z,01HMFD6Y3806KPQMFM316V0X9R,2024-01-18T23:19:49.097315569Z,true,2024-01-18T23:27:58.184769008Z,9,2024-01-18T23:19:49.097315569Z,8,2024-01-18T23:19:49.097315569Z,Chat,2024-01-18T23:19:49.097315569Z,01HMFD6Y3K9VY9SR4HBJ8529TQ,2024-01-18T23:19:49.097315569Z,true,2024-01-18T23:27:07.413308248Z
01HMFDZ8KCT2EJV6ZFJVKXFBJ5,2,2024-01-18T23:19:49.237069713Z,Round 8 / 9,2024-01-18T23:19:49.100262779Z,01HMFD6Y3806KPQMFM316V0X9R,2024-01-18T23:19:49.100262779Z,true,2024-01-18T23:27:07.388947883Z,8,2024-01-18T23:19:49.100262779Z,7,2024-01-18T23:19:49.100262779Z,Chat,2024-01-18T23:19:49.100262779Z,01HMFD6Y3K9VY9SR4HBJ8529TQ,2024-01-18T23:19:49.100262779Z,true,2024-01-18T23:26:10.619430739Z
01HMFDZ8KCT2EJV6ZFK8DPH4YT,2,2024-01-18T23:19:49.226933032Z,Round 5 / 9,2024-01-18T23:19:49.100901342Z,01HMFD6Y3806KPQMFM316V0X9R,2024-01-18T23:19:49.100901342Z,true,2024-01-18T23:24:24.723183596Z,5,2024-01-18T23:19:49.100901342Z,4,2024-01-18T23:19:49.100901342Z,Chat,2024-01-18T23:19:49.100901342Z,01HMFD6Y3K9VY9SR4HBJ8529TQ,2024-01-18T23:19:49.100901342Z,true,2024-01-18T23:23:29.887930714Z
01HMFDZ8KDR77QHE1TPF4ADSH6,2,2024-01-18T23:19:49.228271423Z,Round 6 / 9,2024-01-18T23:19:49.101879257Z,01HMFD6Y3806KPQMFM316V0X9R,2024-01-18T23:19:49.101879257Z,true,2024-01-18T23:25:10.359411338Z,6,2024-01-18T23:19:49.101879257Z,5,2024-01-18T23:19:49.101879257Z,Chat,2024-01-18T23:19:49.101879257Z,01HMFD6Y3K9VY9SR4HBJ8529TQ,2024-01-18T23:19:49.101879257Z,true,2024-01-18T23:24:24.73944247Z
01HMFDZ8KEEGBQ2M5D4QNJHWKX,2,2024-01-18T23:19:49.229056352Z,Round 7 / 9,2024-01-18T23:19:49.102479126Z,01HMFD6Y3806KPQMFM316V0X9R,2024-01-18T23:19:49.102479126Z,true,2024-01-18T23:26:10.605607899Z,7,2024-01-18T23:19:49.102479126Z,6,2024-01-18T23:19:49.102479126Z,Chat,2024-01-18T23:19:49.102479126Z,01HMFD6Y3K9VY9SR4HBJ8529TQ,2024-01-18T23:19:49.102479126Z,true,2024-01-18T23:25:10.374161432Z
01HMFDZ8KFQ5BZX1KTZS65X0KV,2,2024-01-18T23:19:49.229056352Z,Round 4 / 9,2024-01-18T23:19:49.103148278Z,01HMFD6Y3806KPQMFM316V0X9R,2024-01-18T23:19:49.103148278Z,true,2024-01-18T23:23:29.875304818Z,4,2024-01-18T23:19:49.103148278Z,3,2024-01-18T23:19:49.103148278Z,Chat,2024-01-18T23:19:49.103148278Z,01HMFD6Y3K9VY9SR4HBJ8529TQ,2024-01-18T23:19:49.103148278Z,true,2024-01-18T23:22:37.704739191Z
01HMFDZ8KFQ5BZX1KV08SHMCJ4,2,2024-01-18T23:19:49.234229732Z,Round 2 / 9,2024-01-18T23:19:49.103751166Z,01HMFD6Y3806KPQMFM316V0X9R,2024-01-18T23:19:49.103751166Z,true,2024-01-18T23:21:45.708113727Z,2,2024-01-18T23:19:49.103751166Z,1,2024-01-18T23:19:49.103751166Z,Chat,2024-01-18T23:19:49.103751166Z,01HMFD6Y3K9VY9SR4HBJ8529TQ,2024-01-18T23:19:49.103751166Z,true,2024-01-18T23:20:45.566936865Z
01HMFDZ8KGGWWGNEC97CZY7N48,2,2024-01-18T23:19:49.237069713Z,Round 3 / 9,2024-01-18T23:19:49.104456944Z,01HMFD6Y3806KPQMFM316V0X9R,2024-01-18T23:19:49.104456944Z,true,2024-01-18T23:22:37.695087481Z,3,2024-01-18T23:19:49.104456944Z,2,2024-01-18T23:19:49.104456944Z,Chat,2024-01-18T23:19:49.104456944Z,01HMFD6Y3K9VY9SR4HBJ8529TQ,2024-01-18T23:19:49.104456944Z,true,2024-01-18T23:21:45.717111411Z
01HMFE07K6RKC8VQNRTNFAT1GQ,2,2024-01-18T23:20:20.945325959Z,Round 1 / 9,2024-01-18T23:20:20.838297384Z,01HMFD71SXN1WKYF55K19NRT0D,2024-01-18T23:20:20.838297384Z,true,2024-01-18T23:21:15.240216886Z,1,2024-01-18T23:20:20.838297384Z,0,2024-01-18T23:20:20.838297384Z,Chat,2024-01-18T23:20:20.838297384Z,01HMFD71T5DSAFQWX4BE1MVEKN,2024-01-18T23:20:20.838297384Z,true,2024-01-18T23:20:21.024108844Z
01HMFE07KA2JK28J48Q9BEWA4C,2,2024-01-18T23:20:21.019630709Z,Round 4 / 9,2024-01-18T23:20:20.842257236Z,01HMFD71SXN1WKYF55K19NRT0D,2024-01-18T23:20:20.842257236Z,true,2024-01-18T23:23:53.943958517Z,4,2024-01-18T23:20:20.842257236Z,3,2024-01-18T23:20:20.842257236Z,Chat,2024-01-18T23:20:20.842257236Z,01HMFD71T5DSAFQWX4BE1MVEKN,2024-01-18T23:20:20.842257236Z,true,2024-01-18T23:23:12.956641578Z
01HMFE07KBWYQYTCD113EAM7RM,2,2024-01-18T23:20:20.946949712Z,Round 2 / 9,2024-01-18T23:20:20.846406212Z,01HMFD71SXN1WKYF55K19NRT0D,2024-01-18T23:20:20.846406212Z,true,2024-01-18T23:22:12.768573437Z,2,2024-01-18T23:20:20.846406212Z,1,2024-01-18T23:20:20.846406212Z,Chat,2024-01-18T23:20:20.846406212Z,01HMFD71T5DSAFQWX4BE1MVEKN,2024-01-18T23:20:20.846406212Z,true,2024-01-18T23:21:15.257954009Z
01HMFE07KFSQKXBQNCRREKHBRG,2,2024-01-18T23:20:21.007072291Z,Round 8 / 9,2024-01-18T23:20:20.847586483Z,01HMFD71SXN1WKYF55K19NRT0D,2024-01-18T23:20:20.847586483Z,true,2024-01-18T23:26:38.314594154Z,8,2024-01-18T23:20:20.847586483Z,7,2024-01-18T23:20:20.847586483Z,Chat,2024-01-18T23:20:20.847586483Z,01HMFD71T5DSAFQWX4BE1MVEKN,2024-01-18T23:20:20.847586483Z,true,2024-01-18T23:25:55.623450856Z
01HMFE07KG8P6BWVC85JVGKNAX,2,2024-01-18T23:20:21.007072291Z,Round 9 / 9,2024-01-18T23:20:20.848548751Z,01HMFD71SXN1WKYF55K19NRT0D,2024-01-18T23:20:20.848548751Z,true,2024-01-18T23:27:20.727123122Z,9,2024-01-18T23:20:20.848548751Z,8,2024-01-18T23:20:20.848548751Z,Chat,2024-01-18T23:20:20.848548751Z,01HMFD71T5DSAFQWX4BE1MVEKN,2024-01-18T23:20:20.848548751Z,true,2024-01-18T23:26:38.335340498Z
01HMFE07KR0YEGKW1CY5HYRQC6,2,2024-01-18T23:20:20.991428214Z,Round 6 / 9,2024-01-18T23:20:20.856553994Z,01HMFD71SXN1WKYF55K19NRT0D,2024-01-18T23:20:20.856553994Z,true,2024-01-18T23:25:14.846491873Z,6,2024-01-18T23:20:20.856553994Z,5,2024-01-18T23:20:20.856553994Z,Chat,2024-01-18T23:20:20.856553994Z,01HMFD71T5DSAFQWX4BE1MVEKN,2024-01-18T23:20:20.856553994Z,true,2024-01-18T23:24:34.358402048Z
01HMFE07KTPE1SJRD11J90NSCY,2,2024-01-18T23:20:21.011402016Z,Round 7 / 9,2024-01-18T23:20:20.85855343Z,01HMFD71SXN1WKYF55K19NRT0D,2024-01-18T23:20:20.85855343Z,true,2024-01-18T23:25:55.607542224Z,7,2024-01-18T23:20:20.85855343Z,6,2024-01-18T23:20:20.85855343Z,Chat,2024-01-18T23:20:20.85855343Z,01HMFD71T5DSAFQWX4BE1MVEKN,2024-01-18T23:20:20.85855343Z,true,2024-01-18T23:25:14.871251729Z
01HMFE07KVS0H3MACAJ5FCHKVX,2,2024-01-18T23:20:20.992292366Z,Round 5 / 9,2024-01-18T23:20:20.859580618Z,01HMFD71SXN1WKYF55K19NRT0D,2024-01-18T23:20:20.859580618Z,true,2024-01-18T23:24:34.345774753Z,5,2024-01-18T23:20:20.859580618Z,4,2024-01-18T23:20:20.859580618Z,Chat,2024-01-18T23:20:20.859580618Z,01HMFD71T5DSAFQWX4BE1MVEKN,2024-01-18T23:20:20.859580618Z,true,2024-01-18T23:23:53.959462574Z
01HMFE07KWQW2MAV6DMEGQK8M8,2,2024-01-18T23:20:21.011402016Z,Round 3 / 9,2024-01-18T23:20:20.860477438Z,01HMFD71SXN1WKYF55K19NRT0D,2024-01-18T23:20:20.860477438Z,true,2024-01-18T23:23:12.943266806Z,3,2024-01-18T23:20:20.860477438Z,2,2024-01-18T23:20:20.860477438Z,Chat,2024-01-18T23:20:20.860477438Z,01HMFD71T5DSAFQWX4BE1MVEKN,2024-01-18T23:20:20.860477438Z,true,2024-01-18T23:22:12.783436941Z
01HMFE17V48BW25P4BSZ434F7X,2,2024-01-18T23:20:53.951170907Z,Round 1 / 9,2024-01-18T23:20:53.860883533Z,01HMFD73A9PRM6GDXAVSW2JFCE,2024-01-18T23:20:53.860883533Z,true,2024-01-18T23:21:54.411727382Z,1,2024-01-18T23:20:53.860883533Z,0,2024-01-18T23:20:53.860883533Z,Chat,2024-01-18T23:20:53.860883533Z,01HMFD73AHKVRGWCJT555465A6,2024-01-18T23:20:53.860883533Z,true,2024-01-18T23:20:54.155590526Z
01HMFE17V5BXMQ5E3MF9WB12PZ,2,2024-01-18T23:20:53.981940407Z,Round 3 / 9,2024-01-18T23:20:53.861966629Z,01HMFD73A9PRM6GDXAVSW2JFCE,2024-01-18T23:20:53.861966629Z,true,2024-01-18T23:23:54.791458399Z,3,2024-01-18T23:20:53.861966629Z,2,2024-01-18T23:20:53.861966629Z,Chat,2024-01-18T23:20:53.861966629Z,01HMFD73AHKVRGWCJT555465A6,2024-01-18T23:20:53.861966629Z,true,2024-01-18T23:22:54.615978402Z
01HMFE17V7FT8QNW90FWZK7Z1T,2,2024-01-18T23:20:53.957469779Z,Round 2 / 9,2024-01-18T23:20:53.863155026Z,01HMFD73A9PRM6GDXAVSW2JFCE,2024-01-18T23:20:53.863155026Z,true,2024-01-18T23:22:54.601888624Z,2,2024-01-18T23:20:53.863155026Z,1,2024-01-18T23:20:53.863155026Z,Chat,2024-01-18T23:20:53.863155026Z,01HMFD73AHKVRGWCJT555465A6,2024-01-18T23:20:53.863155026Z,true,2024-01-18T23:21:54.430616261Z
01HMFE17V8Z0TNZJKTCMHX6PGF,2,2024-01-18T23:20:53.981940407Z,Round 4 / 9,2024-01-18T23:20:53.864188758Z,01HMFD73A9PRM6GDXAVSW2JFCE,2024-01-18T23:20:53.864188758Z,true,2024-01-18T23:24:53.787601976Z,4,2024-01-18T23:20:53.864188758Z,3,2024-01-18T23:20:53.864188758Z,Chat,2024-01-18T23:20:53.864188758Z,01HMFD73AHKVRGWCJT555465A6,2024-01-18T23:20:53.864188758Z,true,2024-01-18T23:23:54.807510625Z
01HMFE17V975NFAVNVTGV7ZFSD,2,2024-01-18T23:20:53.988396815Z,Round 5 / 9,2024-01-18T23:20:53.865606729Z,01HMFD73A9PRM6GDXAVSW2JFCE,2024-01-18T23:20:53.865606729Z,true,2024-01-18T23:25:50.107471651Z,5,2024-01-18T23:20:53.865606729Z,4,2024-01-18T23:20:53.865606729Z,Chat,2024-01-18T23:20:53.865606729Z,01HMFD73AHKVRGWCJT555465A6,2024-01-18T23:20:53.865606729Z,true,2024-01-18T23:24:53.802252142Z
01HMFE17VAHB0GXPYY0F6MBQDX,2,2024-01-18T23:20:53.966668712Z,Round 7 / 9,2024-01-18T23:20:53.86657892Z,01HMFD73A9PRM6GDXAVSW2JFCE,2024-01-18T23:20:53.86657892Z,true,2024-01-18T23:27:39.823520243Z,7,2024-01-18T23:20:53.86657892Z,6,2024-01-18T23:20:53.86657892Z,Chat,2024-01-18T23:20:53.86657892Z,01HMFD73AHKVRGWCJT555465A6,2024-01-18T23:20:53.86657892Z,true,2024-01-18T23:26:46.207940494Z
01HMFE17VB1CWXCQ3V07NA22TB,2,2024-01-18T23:20:53.966668712Z,Round 6 / 9,2024-01-18T23:20:53.867785536Z,01HMFD73A9PRM6GDXAVSW2JFCE,2024-01-18T23:20:53.867785536Z,true,2024-01-18T23:26:46.187263028Z,6,2024-01-18T23:20:53.867785536Z,5,2024-01-18T23:20:53.867785536Z,Chat,2024-01-18T23:20:53.867785536Z,01HMFD73AHKVRGWCJT555465A6,2024-01-18T23:20:53.867785536Z,true,2024-01-18T23:25:50.121388007Z
01HMFE17VFE0MYW84RXAJWZZ0X,2,2024-01-18T23:20:53.984800676Z,Round 9 / 9,2024-01-18T23:20:53.871793879Z,01HMFD73A9PRM6GDXAVSW2JFCE,2024-01-18T23:20:53.871793879Z,true,2024-01-18T23:29:32.63683129Z,9,2024-01-18T23:20:53.871793879Z,8,2024-01-18T23:20:53.871793879Z,Chat,2024-01-18T23:20:53.871793879Z,01HMFD73AHKVRGWCJT555465A6,2024-01-18T23:20:53.871793879Z,true,2024-01-18T23:28:32.404849302Z
01HMFE17VGD7MHQSJDYRHRQ698,2,2024-01-18T23:20:53.984016565Z,Round 8 / 9,2024-01-18T23:20:53.872872212Z,01HMFD73A9PRM6GDXAVSW2JFCE,2024-01-18T23:20:53.872872212Z,true,2024-01-18T23:28:32.389590097Z,8,2024-01-18T23:20:53.872872212Z,7,2024-01-18T23:20:53.872872212Z,Chat,2024-01-18T23:20:53.872872212Z,01HMFD73AHKVRGWCJT555465A6,2024-01-18T23:20:53.872872212Z,true,2024-01-18T23:27:39.843433506Z
01HMFE21M5SFM6EPQ6957SMGJ7,2,2024-01-18T23:21:20.376098509Z,Round 1 / 9,2024-01-18T23:21:20.261340456Z,01HMFD74H40JDEDWD2A6PHQQ08,2024-01-18T23:21:20.261340456Z,true,2024-01-18T23:22:01.472329586Z,1,2024-01-18T23:21:20.261340456Z,0,2024-01-18T23:21:20.261340456Z,Chat,2024-01-18T23:21:20.261340456Z,01HMFD74HGSH5K3VR680F097TF,2024-01-18T23:21:20.261340456Z,true,2024-01-18T23:21:20.4889019Z
01HMFE21M6R72FRKR81N89RFFZ,2,2024-01-18T23:21:20.364210244Z,Round 4 / 9,2024-01-18T23:21:20.262664262Z,01HMFD74H40JDEDWD2A6PHQQ08,2024-01-18T23:21:20.262664262Z,true,2024-01-18T23:24:02.407178789Z,4,2024-01-18T23:21:20.262664262Z,3,2024-01-18T23:21:20.262664262Z,Chat,2024-01-18T23:21:20.262664262Z,01HMFD74HGSH5K3VR680F097TF,2024-01-18T23:21:20.262664262Z,true,2024-01-18T23:23:25.570902741Z
01HMFE21M7WYSYQK9GN3832ANB,2,2024-01-18T23:21:20.378260809Z,Round 3 / 9,2024-01-18T23:21:20.263853007Z,01HMFD74H40JDEDWD2A6PHQQ08,2024-01-18T23:21:20.263853007Z,true,2024-01-18T23:23:25.555973708Z,3,2024-01-18T23:21:20.263853007Z,2,2024-01-18T23:21:20.263853007Z,Chat,2024-01-18T23:21:20.263853007Z,01HMFD74HGSH5K3VR680F097TF,2024-01-18T23:21:20.263853007Z,true,2024-01-18T23:22:42.455660644Z
01HMFE21M8E60AH61G4NKKYF9J,2,2024-01-18T23:21:20.364210244Z,Round 5 / 9,2024-01-18T23:21:20.26472348Z,01HMFD74H40JDEDWD2A6PHQQ08,2024-01-18T23:21:20.26472348Z,true,2024-01-18T23:24:42.286796601Z,5,2024-01-18T23:21:20.26472348Z,4,2024-01-18T23:21:20.26472348Z,Chat,2024-01-18T23:21:20.26472348Z,01HMFD74HGSH5K3VR680F097TF,2024-01-18T23:21:20.26472348Z,true,2024-01-18T23:24:02.429681913Z
01HMFE21M9ZNP13P6C7Z68PQ90,2,2024-01-18T23:21:20.369068846Z,Round 2 / 9,2024-01-18T23:21:20.265693572Z,01HMFD74H40JDEDWD2A6PHQQ08,2024-01-18T23:21:20.265693572Z,true,2024-01-18T23:22:42.439773852Z,2,2024-01-18T23:21:20.265693572Z,1,2024-01-18T23:21:20.265693572Z,Chat,2024-01-18T23:21:20.265693572Z,01HMFD74HGSH5K3VR680F097TF,2024-01-18T23:21:20.265693572Z,true,2024-01-18T23:22:01.490763379Z
01HMFE21MARM9PW3P61A9R9WE6,2,2024-01-18T23:21:20.498381718Z,Round 6 / 9,2024-01-18T23:21:20.266697592Z,01HMFD74H40JDEDWD2A6PHQQ08,2024-01-18T23:21:20.266697592Z,true,2024-01-18T23:25:19.849953097Z,6,2024-01-18T23:21:20.266697592Z,5,2024-01-18T23:21:20.266697592Z,Chat,2024-01-18T23:21:20.266697592Z,01HMFD74HGSH5K3VR680F097TF,2024-01-18T23:21:20.266697592Z,true,2024-01-18T23:24:42.300189386Z
01HMFE21MBNVTKF3MC3QR4GTCZ,2,2024-01-18T23:21:20.4889019Z,Round 7 / 9,2024-01-18T23:21:20.26776023Z,01HMFD74H40JDEDWD2A6PHQQ08,2024-01-18T23:21:20.26776023Z,true,2024-01-18T23:26:08.101088126Z,7,2024-01-18T23:21:20.26776023Z,6,2024-01-18T23:21:20.26776023Z,Chat,2024-01-18T23:21:20.26776023Z,01HMFD74HGSH5K3VR680F097TF,2024-01-18T23:21:20.26776023Z,true,2024-01-18T23:25:19.865354482Z
01HMFE21MDSKAMWT7SEY82X7H7,2,2024-01-18T23:21:20.4889019Z,Round 8 / 9,2024-01-18T23:21:20.269200926Z,01HMFD74H40JDEDWD2A6PHQQ08,2024-01-18T23:21:20.269200926Z,true,2024-01-18T23:26:54.420038508Z,8,2024-01-18T23:21:20.269200926Z,7,2024-01-18T23:21:20.269200926Z,Chat,2024-01-18T23:21:20.269200926Z,01HMFD74HGSH5K3VR680F097TF,2024-01-18T23:21:20.269200926Z,true,2024-01-18T23:26:08.119722288Z
01HMFE21MF0G9GM64ZP1MX1WBH,2,2024-01-18T23:21:20.490457091Z,Round 9 / 9,2024-01-18T23:21:20.271652681Z,01HMFD74H40JDEDWD2A6PHQQ08,2024-01-18T23:21:20.271652681Z,true,2024-01-18T23:27:49.150621004Z,9,2024-01-18T23:21:20.271652681Z,8,2024-01-18T23:21:20.271652681Z,Chat,2024-01-18T23:21:20.271652681Z,01HMFD74HGSH5K3VR680F097TF,2024-01-18T23:21:20.271652681Z,true,2024-01-18T23:26:54.435800394Z
01HMFE48Q66A1VHEM92MPB9HHA,2,2024-01-18T23:22:33.178287187Z,Round 4 / 9,2024-01-18T23:22:33.06214907Z,01HMFDQPX0VMWWEN88X3WFBKPV,2024-01-18T23:22:33.06214907Z,true,2024-01-18T23:26:03.367637094Z,4,2024-01-18T23:22:33.06214907Z,3,2024-01-18T23:22:33.06214907Z,Chat,2024-01-18T23:22:33.06214907Z,01HMFDQPXBVXSBMV3SA29YT50D,2024-01-18T23:22:33.06214907Z,true,2024-01-18T23:25:11.745413956Z
01HMFE48Q87SM29AEQ2BRBFZT2,2,2024-01-18T23:22:33.179768986Z,Round 1 / 9,2024-01-18T23:22:33.064367971Z,01HMFDQPX0VMWWEN88X3WFBKPV,2024-01-18T23:22:33.064367971Z,true,2024-01-18T23:23:30.823215565Z,1,2024-01-18T23:22:33.064367971Z,0,2024-01-18T23:22:33.064367971Z,Chat,2024-01-18T23:22:33.064367971Z,01HMFDQPXBVXSBMV3SA29YT50D,2024-01-18T23:22:33.064367971Z,true,2024-01-18T23:22:33.3268307Z
01HMFE48Q9DRK91CGQMDH121KB,2,2024-01-18T23:22:33.179768986Z,Round 2 / 9,2024-01-18T23:22:33.065557695Z,01HMFDQPX0VMWWEN88X3WFBKPV,2024-01-18T23:22:33.065557695Z,true,2024-01-18T23:24:20.483490229Z,2,2024-01-18T23:22:33.065557695Z,1,2024-01-18T23:22:33.065557695Z,Chat,2024-01-18T23:22:33.065557695Z,01HMFDQPXBVXSBMV3SA29YT50D,2024-01-18T23:22:33.065557695Z,true,2024-01-18T23:23:30.842613854Z
01HMFE48QA7HAZVN122D01HGJY,2,2024-01-18T23:22:33.196969663Z,Round 3 / 9,2024-01-18T23:22:33.066877303Z,01HMFDQPX0VMWWEN88X3WFBKPV,2024-01-18T23:22:33.066877303Z,true,2024-01-18T23:25:11.730452528Z,3,2024-01-18T23:22:33.066877303Z,2,2024-01-18T23:22:33.066877303Z,Chat,2024-01-18T23:22:33.066877303Z,01HMFDQPXBVXSBMV3SA29YT50D,2024-01-18T23:22:33.066877303Z,true,2024-01-18T23:24:20.498519504Z
01HMFE48QCQE0J9QAMNVTJ7W99,2,2024-01-18T23:22:33.198368387Z,Round 5 / 9,2024-01-18T23:22:33.068151327Z,01HMFDQPX0VMWWEN88X3WFBKPV,2024-01-18T23:22:33.068151327Z,true,2024-01-18T23:26:51.954716726Z,5,2024-01-18T23:22:33.068151327Z,4,2024-01-18T23:22:33.068151327Z,Chat,2024-01-18T23:22:33.068151327Z,01HMFDQPXBVXSBMV3SA29YT50D,2024-01-18T23:22:33.068151327Z,true,2024-01-18T23:26:03.389400987Z
01HMFE48QDY548G6TS1XWKCF17,2,2024-01-18T23:22:33.205553885Z,Round 6 / 9,2024-01-18T23:22:33.069446322Z,01HMFDQPX0VMWWEN88X3WFBKPV,2024-01-18T23:22:33.069446322Z,true,2024-01-18T23:27:39.031487416Z,6,2024-01-18T23:22:33.069446322Z,5,2024-01-18T23:22:33.069446322Z,Chat,2024-01-18T23:22:33.069446322Z,01HMFDQPXBVXSBMV3SA29YT50D,2024-01-18T23:22:33.069446322Z,true,2024-01-18T23:26:51.969203936Z
01HMFE48QEKSPKMADQN1ZC83K5,2,2024-01-18T23:22:33.205553885Z,Round 7 / 9,2024-01-18T23:22:33.070753167Z,01HMFDQPX0VMWWEN88X3WFBKPV,2024-01-18T23:22:33.070753167Z,true,2024-01-18T23:28:29.822543327Z,7,2024-01-18T23:22:33.070753167Z,6,2024-01-18T23:22:33.070753167Z,Chat,2024-01-18T23:22:33.070753167Z,01HMFDQPXBVXSBMV3SA29YT50D,2024-01-18T23:22:33.070753167Z,true,2024-01-18T23:27:39.046911277Z
