id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JGQGMRDRMC800R2XA3YR9E8M,01JGQF64FQ60MKCJXCWAV9MP24,2025-01-04T01:59:57.112089848Z,,,01JGQF64HTK4H45CGGHMXTP4J3,2025-01-04T01:59:57.112089848Z,,,01JGQFMFQWMHRDTBA1YWKGMRT9,2025-01-04T01:59:57.112089848Z,01JGQGBCWY6XSTT6N133KBN3N7,2025-01-04T01:59:57.112089848Z,01JGQGBDQ3Y5GFGVFW74NSTFZX,2025-01-04T01:59:57.112089848Z,,
01JGQH61D88KRS0GN99TNYQP18,01JGQF61VKXPET2M34DKYATY7V,2025-01-04T02:09:23.368848561Z,,,01JGQF61XBJA64364MXPDRBV86,2025-01-04T02:09:23.368848561Z,,,01JGQGR0JP1G4W835TNK9NQAFR,2025-01-04T02:09:23.368848561Z,01JGQGZP6499RPKJ6GSPSF0YY4,2025-01-04T02:09:23.368848561Z,01JGQGZQ953HMBEFEY84X6BZ2J,2025-01-04T02:09:23.368848561Z,,
01JGQHC40V2YAZKYHNRRR8T6K2,01JGQF60GRHBQJ05MPFCZ4DJ01,2025-01-04T02:12:42.651741555Z,,,01JGQF60JA28F8C5Q7W5DC439V,2025-01-04T02:12:42.651741555Z,,,01JGQGRGN4C1S88RS2DZNMZB5T,2025-01-04T02:12:42.651741555Z,01JGQHBZBSXYQTRGA1BY4F4EFJ,2025-01-04T02:12:42.651741555Z,01JGQHC0WPV58DHB8E1MWXP7M5,2025-01-04T02:12:42.651741555Z,,
01JGQHC8BH5MTYWQ22KXR5P14S,01JGQF6159NQ6DB9AGYYNF5433,2025-01-04T02:12:47.089394668Z,94,2025-01-04T02:12:56.349366557Z,01JGQF616FQH7BVFNE475HBQ1T,2025-01-04T02:12:47.089394668Z,17,2025-01-04T02:12:56.387742509Z,01JGQG85PQYEZPEKVSBPHWJN4A,2025-01-04T02:12:47.089394668Z,01JGQH23J7M9KS3F554F2HTEEA,2025-01-04T02:12:47.089394668Z,01JGQH25B2QPM2PRB592XQQP2X,2025-01-04T02:12:47.089394668Z,true,2025-01-04T02:12:56.416037108Z
01JGQHKZ1CN1TH0BQFQTATP9AF,01JGQF5Z46SWXSZV85X4MB0E74,2025-01-04T02:16:59.692604362Z,100,2025-01-04T02:17:19.564612382Z,01JGQF5Z65G5BCC7G2QCFVGF2E,2025-01-04T02:16:59.692604362Z,10,2025-01-04T02:17:19.5046274Z,01JGQGRTAFEVYQP5696XBPG2FC,2025-01-04T02:16:59.692604362Z,01JGQHHYXHH4K5Y56BJYQH2474,2025-01-04T02:16:59.692604362Z,01JGQHJ2DK2Z8H14RB0NCM8WR8,2025-01-04T02:16:59.692604362Z,true,2025-01-04T02:17:19.534326404Z
01JGQHP5BGERMQ7PS6RKM6ZKXA,01JGQF5ZTDZDZ3T9J3HDT8F03P,2025-01-04T02:18:11.69606118Z,,,01JGQF5ZV5GA0Y6FFEPK1JZXV0,2025-01-04T02:18:11.69606118Z,,,01JGQH54ZX9ZS7E4DRMT0Q4E5G,2025-01-04T02:18:11.69606118Z,01JGQHBEW60PRS66QY6JA07H3Q,2025-01-04T02:18:11.69606118Z,01JGQHBG6CHE4M1W5RKPBV4CJC,2025-01-04T02:18:11.69606118Z,,
01JGQM47WFZZC6KCFKK795S3DT,01JGQK8325C2W0J5QES1R4M118,2025-01-04T03:00:50.191273548Z,,,01JGQK834G7Y4YZEMR70F8EX6G,2025-01-04T03:00:50.191273548Z,,,01JGQKA6AAJW14KYEJ1R7A29KX,2025-01-04T03:00:50.191273548Z,01JGQM24CS8FSVFX4GZPSBXZDF,2025-01-04T03:00:50.191273548Z,01JGQM2ANY2153HTMSA5V7RVP5,2025-01-04T03:00:50.191273548Z,,
01JGQEMACCSM2B0AXKHJS9RRGJ,01JGQANQGMHWT4J1G3T2BBQG01,2025-01-04T01:24:45.58086176Z,,,01JGQANQGVE346QDA661D4WMZB,2025-01-04T01:24:45.58086176Z,,,01JGQE4SXPAZHBDBV5AYX8VP7S,2025-01-04T01:24:45.58086176Z,01JGQEHH2MAPE7XY1MCXBNF8DB,2025-01-04T01:24:45.58086176Z,01JGQEHHAMBWT2WAWW23G2T0H4,2025-01-04T01:24:45.58086176Z,,
01JGQES1TAAEDXWHBZQJQ308S9,01JGQANQ1TNTSD6JYM8SV3GAXG,2025-01-04T01:27:20.650749378Z,,,01JGQANQ25RPT5KWDFFEJAKMWE,2025-01-04T01:27:20.650749378Z,,,01JGQEDJM61J8X7XAG3JXFN65T,2025-01-04T01:27:20.650749378Z,01JGQER38W0RFSJE6D1SMNW63T,2025-01-04T01:27:20.650749378Z,01JGQER40GNQ9WPPNSD17DTFS1,2025-01-04T01:27:20.650749378Z,,
01JGQF2DJV6GABDV1Y3N6VVXYQ,01JGQANPKB5GK46FQH7NGB2DA8,2025-01-04T01:32:27.611591627Z,50,2025-01-04T01:32:43.088132588Z,01JGQANPKJQ1XA71CTYN26E24H,2025-01-04T01:32:27.611591627Z,73,2025-01-04T01:32:43.102880055Z,01JGQEDYMTFBA798GS8DDW91DJ,2025-01-04T01:32:27.611591627Z,01JGQEX2A829NGATHF249K3BK1,2025-01-04T01:32:27.611591627Z,01JGQEX2QJ2WS3ZF2RPQW1640W,2025-01-04T01:32:27.611591627Z,true,2025-01-04T01:32:43.129550212Z
