id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,treatment,treatmentLastChangedAt,roundIndex,roundIndexLastChangedAt,starting,startingLastChangedAt,groupID,groupIDLastChangedAt,treatmentName,treatmentNameLastChangedAt,ended,endedLastChangedAt,stageID,stageIDLastChangedAt,messages,messagesLastChangedAt,endedReason,endedReasonLastChangedAt,start,startLastChangedAt,status,statusLastChangedAt
01HNDD7AZXPA9QVBYN9RJC9KCG,01HNDD7AZ71N8E9Q8R5MXCW09X,2024-01-30T14:43:58.077319971Z,"[{""text"":""i see one squirrel"",""likes"":{},""time"":1706625960578,""round"":1,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""i see 2 of each"",""likes"":{},""time"":1706625964385,""round"":1,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""1 rabbit"",""likes"":{},""time"":1706625966146,""round"":1,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""4 squ 2 rab"",""likes"":{},""time"":1706625968192,""round"":1,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""5 squirrels"",""likes"":{},""time"":1706626003217,""round"":2,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626006135,""round"":2,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""i see 2 of each"",""likes"":{},""time"":1706626008238,""round"":2,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""1 rabbit"",""likes"":{},""time"":1706626024377,""round"":2,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""i see 2 of each"",""likes"":{},""time"":1706626050661,""round"":3,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626050259,""round"":3,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""4 squ  2 rabs"",""likes"":{},""time"":1706626054747,""round"":3,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""5 squirrels"",""likes"":{},""time"":1706626059643,""round"":3,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""4 squ  2 rabs"",""likes"":{},""time"":1706626095339,""round"":4,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""1 rabbit"",""likes"":{},""time"":1706626095992,""round"":4,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626098543,""round"":4,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""i see two of each"",""likes"":{},""time"":1706626108327,""round"":4,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""4 squ  2 rabs"",""likes"":{},""time"":1706626143034,""round"":5,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626145854,""round"":5,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""i see two of each"",""likes"":{},""time"":1706626150577,""round"":5,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""4 squirrels, 1 rabbit"",""likes"":{},""time"":1706626166102,""round"":5,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""4 squ  2 rabs"",""likes"":{},""time"":1706626185698,""round"":6,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""i see two of each"",""likes"":{},""time"":1706626189188,""round"":6,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""i see 4 squ  2 rabs"",""likes"":{},""time"":1706626228450,""round"":7,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""5 s, 1 r"",""likes"":{},""time"":1706626229851,""round"":7,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626229509,""round"":7,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""i see two of each"",""likes"":{},""time"":1706626234788,""round"":7,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626288977,""round"":8,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""4 squ    2 rabs"",""likes"":{},""time"":1706626292633,""round"":8,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""i see two of each"",""likes"":{},""time"":1706626296701,""round"":8,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""4 squ  2 rabs"",""likes"":{},""time"":1706626345385,""round"":9,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626351463,""round"":9,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""i see two of each"",""likes"":{},""time"":1706626355228,""round"":9,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}}]",2024-01-30T14:52:34.516096266Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:43:58.077319971Z,8,2024-01-30T14:45:42.487280004Z,true,2024-01-30T14:45:42.433398454Z,01HNDD7B0A21DFNVZ2FNX9NYK1,2024-01-30T14:43:58.101615014Z,experiment2-interactive,2024-01-30T14:43:58.077319971Z,true,2024-01-30T14:53:04.980053243Z,,2024-01-30T14:53:04.980053243Z,"[{""text"":""i see one squirrel"",""likes"":{},""time"":1706625960578,""round"":1,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""i see 2 of each"",""likes"":{},""time"":1706625964385,""round"":1,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""1 rabbit"",""likes"":{},""time"":1706625966146,""round"":1,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""4 squ 2 rab"",""likes"":{},""time"":1706625968192,""round"":1,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""5 squirrels"",""likes"":{},""time"":1706626003217,""round"":2,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626006135,""round"":2,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""i see 2 of each"",""likes"":{},""time"":1706626008238,""round"":2,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""1 rabbit"",""likes"":{},""time"":1706626024377,""round"":2,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""i see 2 of each"",""likes"":{},""time"":1706626050661,""round"":3,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626050259,""round"":3,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""4 squ  2 rabs"",""likes"":{},""time"":1706626054747,""round"":3,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""5 squirrels"",""likes"":{},""time"":1706626059643,""round"":3,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""4 squ  2 rabs"",""likes"":{},""time"":1706626095339,""round"":4,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""1 rabbit"",""likes"":{},""time"":1706626095992,""round"":4,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626098543,""round"":4,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""i see two of each"",""likes"":{},""time"":1706626108327,""round"":4,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""4 squ  2 rabs"",""likes"":{},""time"":1706626143034,""round"":5,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626145854,""round"":5,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""i see two of each"",""likes"":{},""time"":1706626150577,""round"":5,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""4 squirrels, 1 rabbit"",""likes"":{},""time"":1706626166102,""round"":5,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""4 squ  2 rabs"",""likes"":{},""time"":1706626185698,""round"":6,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""i see two of each"",""likes"":{},""time"":1706626189188,""round"":6,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""i see 4 squ  2 rabs"",""likes"":{},""time"":1706626228450,""round"":7,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""5 s, 1 r"",""likes"":{},""time"":1706626229851,""round"":7,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""name"":""player 1""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626229509,""round"":7,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""i see two of each"",""likes"":{},""time"":1706626234788,""round"":7,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626288977,""round"":8,""recipient"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""4 squ    2 rabs"",""likes"":{},""time"":1706626292633,""round"":8,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""i see two of each"",""likes"":{},""time"":1706626296701,""round"":8,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}},{""text"":""4 squ  2 rabs"",""likes"":{},""time"":1706626345385,""round"":9,""recipient"":""01HNDD7GSTBCP5G8NMPDW7TYVK"",""sender"":{""id"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""name"":""player 4""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706626351463,""round"":9,""recipient"":""01HNDD8AGKW8Z1BRD69BWD09TP"",""sender"":{""id"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""name"":""player 3""}},{""text"":""i see two of each"",""likes"":{},""time"":1706626355228,""round"":9,""recipient"":""01HNDD83HFM2TJ0B66MCZBQ5ZH"",""sender"":{""id"":""01HNDD7K31VFMZB9KAXG9MPVQJ"",""name"":""player 2""}}]",2024-01-30T14:52:34.524531032Z,end of game,2024-01-30T14:53:04.992985604Z,true,2024-01-30T14:45:42.433398454Z,ended,2024-01-30T14:53:04.992985604Z
01HNDD7AZY23WCQMN4GZSP230E,01HNDD7AZ71N8E9Q8R5MXCW09X,2024-01-30T14:43:58.078722125Z,"[{""text"":""I think the population is 48% rabbits"",""time"":1706625874142,""recipient"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""round"":2,""sender"":{""id"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""name"":""player 1""}},{""text"":""I think the population is 20% rabbits"",""time"":1706625875198,""recipient"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""round"":2,""sender"":{""id"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""name"":""player 4""}},{""text"":""I think the population is 16% rabbits"",""time"":1706625883714,""recipient"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""round"":2,""sender"":{""id"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""name"":""player 2""}},{""text"":""I think the population is 63% rabbits"",""time"":1706625885424,""recipient"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""round"":2,""sender"":{""id"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""name"":""player 3""}},{""text"":""I think the population is 38% rabbits"",""time"":1706625891946,""recipient"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""round"":3,""sender"":{""id"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""name"":""player 3""}},{""text"":""I think the population is 18% rabbits"",""time"":1706625895183,""recipient"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""round"":3,""sender"":{""id"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""name"":""player 2""}},{""text"":""I think the population is 17% rabbits"",""time"":1706625895921,""recipient"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""round"":3,""sender"":{""id"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""name"":""player 1""}},{""text"":""I think the population is 20% rabbits"",""time"":1706625901670,""recipient"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""round"":3,""sender"":{""id"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""name"":""player 4""}},{""text"":""I think the population is 20% rabbits"",""time"":1706625907030,""recipient"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""round"":4,""sender"":{""id"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""name"":""player 4""}},{""text"":""I think the population is 25% rabbits"",""time"":1706625910082,""recipient"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""round"":4,""sender"":{""id"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""name"":""player 2""}},{""text"":""I think the population is 14% rabbits"",""time"":1706625912550,""recipient"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""round"":4,""sender"":{""id"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""name"":""player 1""}},{""text"":""I think the population is 17% rabbits"",""time"":1706625915013,""recipient"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""round"":4,""sender"":{""id"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""name"":""player 3""}},{""text"":""I think the population is 20% rabbits"",""time"":1706625919638,""recipient"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""round"":5,""sender"":{""id"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""name"":""player 4""}},{""text"":""I think the population is 31% rabbits"",""time"":1706625920692,""recipient"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""round"":5,""sender"":{""id"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""name"":""player 1""}},{""text"":""I think the population is 21% rabbits"",""time"":1706625925099,""recipient"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""round"":5,""sender"":{""id"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""name"":""player 2""}},{""text"":""I think the population is 25% rabbits"",""time"":1706625928867,""recipient"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""round"":5,""sender"":{""id"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""name"":""player 3""}},{""text"":""I think the population is 36% rabbits"",""time"":1706625934713,""recipient"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""round"":6,""sender"":{""id"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""name"":""player 1""}},{""text"":""I think the population is 20% rabbits"",""time"":1706625935014,""recipient"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""round"":6,""sender"":{""id"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""name"":""player 4""}},{""text"":""I think the population is 22% rabbits"",""time"":1706625938676,""recipient"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""round"":6,""sender"":{""id"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""name"":""player 2""}},{""text"":""I think the population is 28% rabbits"",""time"":1706625940161,""recipient"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""round"":6,""sender"":{""id"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""name"":""player 3""}},{""text"":""I think the population is 20% rabbits"",""time"":1706625944630,""recipient"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""round"":7,""sender"":{""id"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""name"":""player 4""}},{""text"":""I think the population is 43% rabbits"",""time"":1706625946087,""recipient"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""round"":7,""sender"":{""id"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""name"":""player 1""}},{""text"":""I think the population is 25% rabbits"",""time"":1706625947439,""recipient"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""round"":7,""sender"":{""id"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""name"":""player 2""}},{""text"":""I think the population is 20% rabbits"",""time"":1706625947173,""recipient"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""round"":7,""sender"":{""id"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""name"":""player 3""}},{""text"":""I think the population is 20% rabbits"",""time"":1706625950862,""recipient"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""round"":8,""sender"":{""id"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""name"":""player 4""}},{""text"":""I think the population is 23% rabbits"",""time"":1706625952689,""recipient"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""round"":8,""sender"":{""id"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""name"":""player 3""}},{""text"":""I think the population is 25% rabbits"",""time"":1706625954189,""recipient"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""round"":8,""sender"":{""id"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""name"":""player 2""}},{""text"":""I think the population is 36% rabbits"",""time"":1706625956014,""recipient"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""round"":8,""sender"":{""id"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""name"":""player 1""}},{""text"":""I think the population is 20% rabbits"",""time"":1706625959446,""recipient"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""round"":9,""sender"":{""id"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""name"":""player 4""}},{""text"":""I think the population is 23% rabbits"",""time"":1706625961996,""recipient"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""round"":9,""sender"":{""id"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""name"":""player 2""}},{""text"":""I think the population is 32% rabbits"",""time"":1706625964388,""recipient"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""round"":9,""sender"":{""id"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""name"":""player 1""}},{""text"":""I think the population is 32% rabbits"",""time"":1706625966229,""recipient"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""round"":9,""sender"":{""id"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""name"":""player 3""}},{""text"":""I think the population is 20% rabbits"",""time"":1706625970142,""recipient"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""round"":10,""sender"":{""id"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""name"":""player 4""}},{""text"":""I think the population is 27% rabbits"",""time"":1706625972415,""recipient"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""round"":10,""sender"":{""id"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""name"":""player 2""}},{""text"":""I think the population is 12% rabbits"",""time"":1706625972563,""recipient"":""01HNDD7HD6J9S6RBZRF9SC8XBZ"",""round"":10,""sender"":{""id"":""01HNDD7GW14FYRCSXZ1M9VB29Y"",""name"":""player 1""}},{""text"":""I think the population is 20% rabbits"",""time"":1706625974197,""recipient"":""01HNDD7MN4T1GFS9DPR5PM3T1K"",""round"":10,""sender"":{""id"":""01HNDD7HF5Y7597Q7RV8DDPP9B"",""name"":""player 3""}}]",2024-01-30T14:46:15.237687725Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:43:58.078722125Z,8,2024-01-30T14:44:28.993160079Z,true,2024-01-30T14:44:28.955762015Z,01HNDD7B0Z89WXP2H95Q6G600C,2024-01-30T14:43:58.125819863Z,experiment2-slider,2024-01-30T14:43:58.078722125Z,true,2024-01-30T14:46:15.263494894Z,,2024-01-30T14:46:15.263494894Z,,,end of game,2024-01-30T14:46:15.272697929Z,true,2024-01-30T14:44:28.955762015Z,ended,2024-01-30T14:46:15.272697929Z
