id,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,idx,idxLastChangedAt,index,indexLastChangedAt,name,nameLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,task,taskLastChangedAt
01JHBK9PTBC3A0YJHD9RCG7RTT,01JHBJNM1QYTD8BKCA6DQ3XQAY,2025-01-11T21:11:09.387071863Z,true,2025-01-11T21:17:12.17763681Z,01JHBJNM2Z81X5RA34SGWAXE17,2025-01-11T21:11:09.387071863Z,8,2025-01-11T21:11:09.387071863Z,7,2025-01-11T21:11:09.387071863Z,Round 8 / 8,2025-01-11T21:11:09.387071863Z,1,2025-01-11T21:11:09.676206178Z,true,2025-01-11T21:16:42.040114276Z,Chat,2025-01-11T21:11:09.387071863Z
01JHBM9Q6P067QYKMN91FEQNWZ,01JHBJNFD7XBGWXCMYDT9DFBYC,2025-01-11T21:28:38.358577353Z,true,2025-01-11T21:31:10.314372337Z,01JHBJNFE9QAFYPJNJ8C78YX8R,2025-01-11T21:28:38.358577353Z,4,2025-01-11T21:28:38.358577353Z,3,2025-01-11T21:28:38.358577353Z,Round 4 / 8,2025-01-11T21:28:38.358577353Z,1,2025-01-11T21:28:38.49639758Z,true,2025-01-11T21:30:40.100974965Z,Chat,2025-01-11T21:28:38.358577353Z
01JHBGH4PRGGBD9JMMQ7C8KB64,01JHBFAGXN30WV5D270Z21CVXB,2025-01-11T20:22:47.256419618Z,true,2025-01-11T20:30:19.486931499Z,01JHBFAGXXJPS2Z91X6C49KYN9,2025-01-11T20:22:47.256419618Z,7,2025-01-11T20:22:47.256419618Z,6,2025-01-11T20:22:47.256419618Z,Round 7 / 8,2025-01-11T20:22:47.256419618Z,2,2025-01-11T20:22:47.363759763Z,true,2025-01-11T20:29:19.322084752Z,Chat,2025-01-11T20:22:47.256419618Z
01JHBGSDB98TKWXW0MGDYEVHYZ,01JHBFAE2WYMD2FZ3QZFAQ03DY,2025-01-11T20:27:18.24972239Z,true,2025-01-11T20:34:22.843493035Z,01JHBFAE33Z9CTTGFV33AR7SPV,2025-01-11T20:27:18.24972239Z,8,2025-01-11T20:27:18.24972239Z,7,2025-01-11T20:27:18.24972239Z,Round 8 / 8,2025-01-11T20:27:18.24972239Z,2,2025-01-11T20:27:18.416265214Z,true,2025-01-11T20:33:43.437579458Z,Chat,2025-01-11T20:27:18.24972239Z
01JHBGW3AC3VTVF532Y50X1AJR,01JHBFADHQQN5VS6RX38VMZ3N3,2025-01-11T20:28:46.284995911Z,true,2025-01-11T20:36:30.827577239Z,01JHBFADHY69D5J6H6M9B5JNND,2025-01-11T20:28:46.284995911Z,8,2025-01-11T20:28:46.284995911Z,7,2025-01-11T20:28:46.284995911Z,Round 8 / 8,2025-01-11T20:28:46.284995911Z,2,2025-01-11T20:28:46.454692954Z,true,2025-01-11T20:35:49.781881056Z,Chat,2025-01-11T20:28:46.284995911Z
01JHBHJPN6XRCCXT729DENR019,01JHBFAABQS8HGQ62YJG50ENJ3,2025-01-11T20:41:06.982596109Z,true,2025-01-11T20:49:07.57242931Z,01JHBFAABZ9YSTVZJP6918FH5Y,2025-01-11T20:41:06.982596109Z,8,2025-01-11T20:41:06.982596109Z,7,2025-01-11T20:41:06.982596109Z,Round 8 / 8,2025-01-11T20:41:06.982596109Z,2,2025-01-11T20:41:07.220573983Z,true,2025-01-11T20:48:14.111821602Z,Chat,2025-01-11T20:41:06.982596109Z
01JHBGSDBBW6JC5NZKVHZR7A37,01JHBFAE2WYMD2FZ3QZFAQ03DY,2025-01-11T20:27:18.251761334Z,true,2025-01-11T20:32:24.305225235Z,01JHBFAE33Z9CTTGFV33AR7SPV,2025-01-11T20:27:18.251761334Z,5,2025-01-11T20:27:18.251761334Z,4,2025-01-11T20:27:18.251761334Z,Round 5 / 8,2025-01-11T20:27:18.251761334Z,2,2025-01-11T20:27:18.353549767Z,true,2025-01-11T20:31:27.124263902Z,Chat,2025-01-11T20:27:18.251761334Z
01JHBHF2MQWZJ9X8KMG8K9C7Q0,01JHBFAB4585M0W1JWWA730J16,2025-01-11T20:39:08.183764081Z,true,2025-01-11T20:41:28.687051208Z,01JHBFAB4DCTPW9TNXJP11PJJC,2025-01-11T20:39:08.183764081Z,2,2025-01-11T20:39:08.183764081Z,1,2025-01-11T20:39:08.183764081Z,Round 2 / 8,2025-01-11T20:39:08.183764081Z,2,2025-01-11T20:39:08.280904782Z,true,2025-01-11T20:40:39.020149933Z,Chat,2025-01-11T20:39:08.183764081Z
01JHBFS64WHWA4THZB9Y9BR28A,01JHBFAJ4PJBNNAD4GB7D7MYV0,2025-01-11T20:09:42.300153715Z,true,2025-01-11T20:14:39.484036253Z,01JHBFAJ4Y01AFAN65Y7AZV68E,2025-01-11T20:09:42.300153715Z,5,2025-01-11T20:09:42.300153715Z,4,2025-01-11T20:09:42.300153715Z,Round 5 / 8,2025-01-11T20:09:42.300153715Z,2,2025-01-11T20:09:42.367199981Z,true,2025-01-11T20:13:55.35837464Z,Chat,2025-01-11T20:09:42.300153715Z
01JHBGGJN7A17C9J9YKTKX9EZV,01JHBFAG3TE026EWZBP039MZG2,2025-01-11T20:22:28.775852954Z,true,2025-01-11T20:27:38.576547109Z,01JHBFAG414RHSPDDNWH0KQDHD,2025-01-11T20:22:28.775852954Z,5,2025-01-11T20:22:28.775852954Z,4,2025-01-11T20:22:28.775852954Z,Round 5 / 8,2025-01-11T20:22:28.775852954Z,2,2025-01-11T20:22:28.861335683Z,true,2025-01-11T20:26:40.530707792Z,Chat,2025-01-11T20:22:28.775852954Z
