id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,confidence,confidenceLastChangedAt,guess,guessLastChangedAt,submit,submitLastChangedAt
01HVSWVDAYAYCV9XYAF6J528M3,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:08.606791106Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:42:08.606791106Z,01HVSWRMEY93VWM91XQ79GX6NN,2024-04-19T00:42:08.606791106Z,01HVSWRMK0XRG2VHWGF5DNDT2P,2024-04-19T00:42:08.606791106Z,01HVSWJ302J1YDDDSZSSZZV2EA,2024-04-19T00:42:08.606791106Z,41,2024-04-19T00:42:20.898989011Z,76,2024-04-19T00:42:20.89654658Z,true,2024-04-19T00:42:20.901101292Z
01HVSWVDB7PR5C35R2J2JT348H,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:08.615545394Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:42:08.615545394Z,01HVSWRMEY93VWM91XQ79GX6NN,2024-04-19T00:42:08.615545394Z,01HVSWRMK0XRG2VHWGF5DNDT2P,2024-04-19T00:42:08.615545394Z,01HVSWJWVBV7M0NNTVCP90PA50,2024-04-19T00:42:08.615545394Z,30,2024-04-19T00:42:18.976422376Z,68,2024-04-19T00:42:18.973865433Z,true,2024-04-19T00:42:19.055821334Z
01HVSWVPVG3NSCRVQ7GGYW5W2V,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:18.352420291Z,01HVSTV1N6WBW5MRZ4D3M9XR6W,2024-04-19T00:42:18.352420291Z,01HVSWVP3NKVM79V620D0Q44VP,2024-04-19T00:42:18.352420291Z,01HVSWVP8W4S2WRN2AGYKX9PS9,2024-04-19T00:42:18.352420291Z,01HVSWNY9S5CW04X30ZJ8MMCA7,2024-04-19T00:42:18.352420291Z,,,,,,
01HVSWVPVTBMCG33W2BGMAYDCH,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:18.362605651Z,01HVSTV1N6WBW5MRZ4D3M9XR6W,2024-04-19T00:42:18.362605651Z,01HVSWVP3NKVM79V620D0Q44VP,2024-04-19T00:42:18.362605651Z,01HVSWVP8W4S2WRN2AGYKX9PS9,2024-04-19T00:42:18.362605651Z,01HVSWPF59YG2N2VB6QDVWT5GH,2024-04-19T00:42:18.362605651Z,,,,,,
01HVSWVPW0ZE43TRVH6A3RRW2G,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:18.368950929Z,01HVSTV1N6WBW5MRZ4D3M9XR6W,2024-04-19T00:42:18.368950929Z,01HVSWVP3NKVM79V620D0Q44VP,2024-04-19T00:42:18.368950929Z,01HVSWVP8W4S2WRN2AGYKX9PS9,2024-04-19T00:42:18.368950929Z,01HVSWQ0YCRD3GTFAXGPZF1NW5,2024-04-19T00:42:18.368950929Z,,,,,,
01HVSWVPW6K8NF2099FDF2NQ58,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:18.374747543Z,01HVSTV1N6WBW5MRZ4D3M9XR6W,2024-04-19T00:42:18.374747543Z,01HVSWVP3NKVM79V620D0Q44VP,2024-04-19T00:42:18.374747543Z,01HVSWVP8W4S2WRN2AGYKX9PS9,2024-04-19T00:42:18.374747543Z,01HVSWREQB72075AEV4R3GZXVE,2024-04-19T00:42:18.374747543Z,,,,,,
01HVSWVTTQ46EBDZGGHYJV3C6R,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:22.424016592Z,01HVSW64SS8Z7234QSQC65QRNW,2024-04-19T00:42:22.424016592Z,01HVSWT88835TFP170REZBVKBA,2024-04-19T00:42:22.424016592Z,01HVSWT8DXX17RHP8EV9G4JJM1,2024-04-19T00:42:22.424016592Z,01HVSWCKBAT607WV4MXVMZ3K5S,2024-04-19T00:42:22.424016592Z,,,,,,
01HVSWVTTZ3M7SCVBZV1AS0P9E,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:22.431737829Z,01HVSW64SS8Z7234QSQC65QRNW,2024-04-19T00:42:22.431737829Z,01HVSWT88835TFP170REZBVKBA,2024-04-19T00:42:22.431737829Z,01HVSWT8DXX17RHP8EV9G4JJM1,2024-04-19T00:42:22.431737829Z,01HVSWDK4G6KVS359GPSATGH0Z,2024-04-19T00:42:22.431737829Z,,,,,,
01HVSWVTV6524HHTW9QT747GZ3,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:22.43855821Z,01HVSW64SS8Z7234QSQC65QRNW,2024-04-19T00:42:22.43855821Z,01HVSWT88835TFP170REZBVKBA,2024-04-19T00:42:22.43855821Z,01HVSWT8DXX17RHP8EV9G4JJM1,2024-04-19T00:42:22.43855821Z,01HVSWHR2WNBA97YVECQXPZW7D,2024-04-19T00:42:22.43855821Z,,,,,,
01HVSWVTVE32JQERCH5R2HCG2Y,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:22.446244854Z,01HVSW64SS8Z7234QSQC65QRNW,2024-04-19T00:42:22.446244854Z,01HVSWT88835TFP170REZBVKBA,2024-04-19T00:42:22.446244854Z,01HVSWT8DXX17RHP8EV9G4JJM1,2024-04-19T00:42:22.446244854Z,01HVSWJW1A8QZW28XM2W5CWMAN,2024-04-19T00:42:22.446244854Z,,,,,,
01HVSWVVJ80FW6110X1CBTWE72,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:23.176499239Z,01HVSTV1N6WBW5MRZ4CQYC6701,2024-04-19T00:42:23.176499239Z,01HVSWVV0C02FJR2STWQ2527Y4,2024-04-19T00:42:23.176499239Z,01HVSWVV5626VYSGQEXTJD8X3Z,2024-04-19T00:42:23.176499239Z,01HVSWBS5NSCJXS4V2B9C1S0Q8,2024-04-19T00:42:23.176499239Z,,,,,,
01HVSWVVJFPBC37QYQ8R2A9EDC,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:23.18401653Z,01HVSTV1N6WBW5MRZ4CQYC6701,2024-04-19T00:42:23.18401653Z,01HVSWVV0C02FJR2STWQ2527Y4,2024-04-19T00:42:23.18401653Z,01HVSWVV5626VYSGQEXTJD8X3Z,2024-04-19T00:42:23.18401653Z,01HVSWKGDBWMCMXSSM9GV9APF6,2024-04-19T00:42:23.18401653Z,,,,,,
01HVSWVVJQJHZGPVQDJTEG4PW7,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:23.19138328Z,01HVSTV1N6WBW5MRZ4CQYC6701,2024-04-19T00:42:23.19138328Z,01HVSWVV0C02FJR2STWQ2527Y4,2024-04-19T00:42:23.19138328Z,01HVSWVV5626VYSGQEXTJD8X3Z,2024-04-19T00:42:23.19138328Z,01HVSWP5RC22DY2PR4MJWAG5HC,2024-04-19T00:42:23.19138328Z,,,,,,
01HVSWVVJYXRNF2GGJMD1F0PSP,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:23.198991064Z,01HVSTV1N6WBW5MRZ4CQYC6701,2024-04-19T00:42:23.198991064Z,01HVSWVV0C02FJR2STWQ2527Y4,2024-04-19T00:42:23.198991064Z,01HVSWVV5626VYSGQEXTJD8X3Z,2024-04-19T00:42:23.198991064Z,01HVSWPXZANZQE951VBANB1TY9,2024-04-19T00:42:23.198991064Z,,,,,,
01HVSWVZEVARV706Y71MSQVF92,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:27.163717881Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:42:27.163717881Z,01HVSWRMF576WT1FTM7FMZJ5K7,2024-04-19T00:42:27.163717881Z,01HVSWRMKFVFFWPMYB6PYD8YXA,2024-04-19T00:42:27.163717881Z,01HVSWDMNPX8SWQPDTRXXKBBG7,2024-04-19T00:42:27.163717881Z,,,,,,
01HVSWVZF195N73BWVECFXD9XC,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:27.16971616Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:42:27.16971616Z,01HVSWRMF576WT1FTM7FMZJ5K7,2024-04-19T00:42:27.16971616Z,01HVSWRMKFVFFWPMYB6PYD8YXA,2024-04-19T00:42:27.16971616Z,01HVSWGG7SWGFQXN40GNKDS25C,2024-04-19T00:42:27.16971616Z,,,,,,
01HVSWVZFANADR2R65PR8QQG0C,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:27.178305462Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:42:27.178305462Z,01HVSWRMF576WT1FTM7FMZJ5K7,2024-04-19T00:42:27.178305462Z,01HVSWRMKFVFFWPMYB6PYD8YXA,2024-04-19T00:42:27.178305462Z,01HVSWJ302J1YDDDSZSSZZV2EA,2024-04-19T00:42:27.178305462Z,,,,,,
01HVSWVZFGQNV82B0N3JRKFPX6,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:27.18439197Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:42:27.18439197Z,01HVSWRMF576WT1FTM7FMZJ5K7,2024-04-19T00:42:27.18439197Z,01HVSWRMKFVFFWPMYB6PYD8YXA,2024-04-19T00:42:27.18439197Z,01HVSWJWVBV7M0NNTVCP90PA50,2024-04-19T00:42:27.18439197Z,,,,,,
01HVSWW5NFEKA3QB1D63GHVSSY,01HVSV8QW7XZKM9MB3RQY9MSBZ,2024-04-19T00:42:33.51982432Z,01HVSV8QWHJP2RQK7VZT3JH0WX,2024-04-19T00:42:33.51982432Z,01HVSWGREMKWKPN412Z60876FA,2024-04-19T00:42:33.51982432Z,01HVSWGRQ8GNNH8WV6QBS83RXD,2024-04-19T00:42:33.51982432Z,01HVSW11KHWTJNDAN1VYJNNNCS,2024-04-19T00:42:33.51982432Z,100,2024-04-19T00:42:38.570408958Z,81,2024-04-19T00:42:38.565470502Z,true,2024-04-19T00:42:38.575918137Z
01HVSWW5NPVAN2KJTAEQZ2SBQ0,01HVSV8QW7XZKM9MB3RQY9MSBZ,2024-04-19T00:42:33.526263451Z,01HVSV8QWHJP2RQK7VZT3JH0WX,2024-04-19T00:42:33.526263451Z,01HVSWGREMKWKPN412Z60876FA,2024-04-19T00:42:33.526263451Z,01HVSWGRQ8GNNH8WV6QBS83RXD,2024-04-19T00:42:33.526263451Z,01HVSW64TSWM9W163CE5ZJV532,2024-04-19T00:42:33.526263451Z,69,2024-04-19T00:42:40.858690554Z,70,2024-04-19T00:42:40.853223066Z,true,2024-04-19T00:42:40.855939912Z
01HVSWW5NXR6BNR1W41N4Z4RWE,01HVSV8QW7XZKM9MB3RQY9MSBZ,2024-04-19T00:42:33.533762685Z,01HVSV8QWHJP2RQK7VZT3JH0WX,2024-04-19T00:42:33.533762685Z,01HVSWGREMKWKPN412Z60876FA,2024-04-19T00:42:33.533762685Z,01HVSWGRQ8GNNH8WV6QBS83RXD,2024-04-19T00:42:33.533762685Z,01HVSW72QHPTG90J5RBXFXCXNV,2024-04-19T00:42:33.533762685Z,100,2024-04-19T00:42:39.309075398Z,85,2024-04-19T00:42:39.30136822Z,true,2024-04-19T00:42:39.306631289Z
01HVSWW5P4NPND8JC2QYZ89VV3,01HVSV8QW7XZKM9MB3RQY9MSBZ,2024-04-19T00:42:33.540177407Z,01HVSV8QWHJP2RQK7VZT3JH0WX,2024-04-19T00:42:33.540177407Z,01HVSWGREMKWKPN412Z60876FA,2024-04-19T00:42:33.540177407Z,01HVSWGRQ8GNNH8WV6QBS83RXD,2024-04-19T00:42:33.540177407Z,01HVSWC9AZ9VDMC1KSEVCP2YYM,2024-04-19T00:42:33.540177407Z,85,2024-04-19T00:42:40.421719249Z,62,2024-04-19T00:42:40.412720857Z,true,2024-04-19T00:42:40.41825681Z
01HVSWWCY7TP4QYJSHXA6SAVQZ,01HVSV8QW7XZKM9MB3RQY9MSBZ,2024-04-19T00:42:40.967893432Z,01HVSV8QWHJP2RQK7VZT3JH0WX,2024-04-19T00:42:40.967893432Z,01HVSWGRETRDZHFEY3JXGK5VVV,2024-04-19T00:42:40.967893432Z,01HVSWGRQ7PHMX91ENY1C0ZKPB,2024-04-19T00:42:40.967893432Z,01HVSW11KHWTJNDAN1VYJNNNCS,2024-04-19T00:42:40.967893432Z,,,,,,
01HVSWWCYE4Q2DR32SZ53HA99X,01HVSV8QW7XZKM9MB3RQY9MSBZ,2024-04-19T00:42:40.974751025Z,01HVSV8QWHJP2RQK7VZT3JH0WX,2024-04-19T00:42:40.974751025Z,01HVSWGRETRDZHFEY3JXGK5VVV,2024-04-19T00:42:40.974751025Z,01HVSWGRQ7PHMX91ENY1C0ZKPB,2024-04-19T00:42:40.974751025Z,01HVSW64TSWM9W163CE5ZJV532,2024-04-19T00:42:40.974751025Z,,,,,,
01HVSWWCYNZBJW3WKPT8DVESB7,01HVSV8QW7XZKM9MB3RQY9MSBZ,2024-04-19T00:42:40.981365731Z,01HVSV8QWHJP2RQK7VZT3JH0WX,2024-04-19T00:42:40.981365731Z,01HVSWGRETRDZHFEY3JXGK5VVV,2024-04-19T00:42:40.981365731Z,01HVSWGRQ7PHMX91ENY1C0ZKPB,2024-04-19T00:42:40.981365731Z,01HVSW72QHPTG90J5RBXFXCXNV,2024-04-19T00:42:40.981365731Z,,,,,,
01HVSWWCYVFVCTS8RRZ3RY2AE4,01HVSV8QW7XZKM9MB3RQY9MSBZ,2024-04-19T00:42:40.98757053Z,01HVSV8QWHJP2RQK7VZT3JH0WX,2024-04-19T00:42:40.98757053Z,01HVSWGRETRDZHFEY3JXGK5VVV,2024-04-19T00:42:40.98757053Z,01HVSWGRQ7PHMX91ENY1C0ZKPB,2024-04-19T00:42:40.98757053Z,01HVSWC9AZ9VDMC1KSEVCP2YYM,2024-04-19T00:42:40.98757053Z,,,,,,
01HVSWWM7666GX1CQKAQMC7Q2H,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:48.423790698Z,01HVSTV1N6WBW5MRZ4D3M9XR6W,2024-04-19T00:42:48.423790698Z,01HVSWVP3NKVM79V620D0Q44VP,2024-04-19T00:42:48.423790698Z,01HVSWVP917XEHK8MZ7X5PBDSA,2024-04-19T00:42:48.423790698Z,01HVSWNY9S5CW04X30ZJ8MMCA7,2024-04-19T00:42:48.423790698Z,82,2024-04-19T00:43:10.104526591Z,76,2024-04-19T00:43:10.107521229Z,true,2024-04-19T00:43:10.204678213Z
01HVSWWM7FPMKVF6DZVKGRGA77,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:48.431331618Z,01HVSTV1N6WBW5MRZ4D3M9XR6W,2024-04-19T00:42:48.431331618Z,01HVSWVP3NKVM79V620D0Q44VP,2024-04-19T00:42:48.431331618Z,01HVSWVP917XEHK8MZ7X5PBDSA,2024-04-19T00:42:48.431331618Z,01HVSWPF59YG2N2VB6QDVWT5GH,2024-04-19T00:42:48.431331618Z,76,2024-04-19T00:43:09.463047749Z,71,2024-04-19T00:43:09.46023353Z,true,2024-04-19T00:43:09.465959728Z
01HVSWWM7RVW062310ZWHGSS88,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:48.440727652Z,01HVSTV1N6WBW5MRZ4D3M9XR6W,2024-04-19T00:42:48.440727652Z,01HVSWVP3NKVM79V620D0Q44VP,2024-04-19T00:42:48.440727652Z,01HVSWVP917XEHK8MZ7X5PBDSA,2024-04-19T00:42:48.440727652Z,01HVSWQ0YCRD3GTFAXGPZF1NW5,2024-04-19T00:42:48.440727652Z,,,,,,
01HVSWWM7Y3VZ5M4TB22EZPW01,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:48.446798872Z,01HVSTV1N6WBW5MRZ4D3M9XR6W,2024-04-19T00:42:48.446798872Z,01HVSWVP3NKVM79V620D0Q44VP,2024-04-19T00:42:48.446798872Z,01HVSWVP917XEHK8MZ7X5PBDSA,2024-04-19T00:42:48.446798872Z,01HVSWREQB72075AEV4R3GZXVE,2024-04-19T00:42:48.446798872Z,100,2024-04-19T00:42:57.913876751Z,50,2024-04-19T00:42:57.911140522Z,true,2024-04-19T00:42:58.023054138Z
01HVSWWR6R7P7ZQDWDVZER4W3F,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:52.504209761Z,01HVSW64SS8Z7234QSQC65QRNW,2024-04-19T00:42:52.504209761Z,01HVSWT88835TFP170REZBVKBA,2024-04-19T00:42:52.504209761Z,01HVSWT8E229FE158C5TDPPR83,2024-04-19T00:42:52.504209761Z,01HVSWCKBAT607WV4MXVMZ3K5S,2024-04-19T00:42:52.504209761Z,44,2024-04-19T00:43:05.647486113Z,60,2024-04-19T00:43:05.653680009Z,true,2024-04-19T00:43:05.650739085Z
01HVSWWR7084FWHS29Q48ZH4EG,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:52.512475092Z,01HVSW64SS8Z7234QSQC65QRNW,2024-04-19T00:42:52.512475092Z,01HVSWT88835TFP170REZBVKBA,2024-04-19T00:42:52.512475092Z,01HVSWT8E229FE158C5TDPPR83,2024-04-19T00:42:52.512475092Z,01HVSWDK4G6KVS359GPSATGH0Z,2024-04-19T00:42:52.512475092Z,60,2024-04-19T00:43:07.226773489Z,50,2024-04-19T00:43:07.229230167Z,true,2024-04-19T00:43:07.223572356Z
01HVSWWR77SVPS40SEWF5NZY0E,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:52.519350086Z,01HVSW64SS8Z7234QSQC65QRNW,2024-04-19T00:42:52.519350086Z,01HVSWT88835TFP170REZBVKBA,2024-04-19T00:42:52.519350086Z,01HVSWT8E229FE158C5TDPPR83,2024-04-19T00:42:52.519350086Z,01HVSWHR2WNBA97YVECQXPZW7D,2024-04-19T00:42:52.519350086Z,100,2024-04-19T00:42:59.230575378Z,50,2024-04-19T00:42:59.217392495Z,true,2024-04-19T00:42:59.245809608Z
01HVSWWR7F5FDWFEC8XQZ3AAT3,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:52.527309517Z,01HVSW64SS8Z7234QSQC65QRNW,2024-04-19T00:42:52.527309517Z,01HVSWT88835TFP170REZBVKBA,2024-04-19T00:42:52.527309517Z,01HVSWT8E229FE158C5TDPPR83,2024-04-19T00:42:52.527309517Z,01HVSWJW1A8QZW28XM2W5CWMAN,2024-04-19T00:42:52.527309517Z,100,2024-04-19T00:42:59.76099332Z,100,2024-04-19T00:42:59.755814178Z,true,2024-04-19T00:42:59.752937201Z
01HVSWWRY6MHE8YF4SCNFFW46B,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:53.254566894Z,01HVSTV1N6WBW5MRZ4CQYC6701,2024-04-19T00:42:53.254566894Z,01HVSWVV0C02FJR2STWQ2527Y4,2024-04-19T00:42:53.254566894Z,01HVSWVV5XFNSFBYPJZH2J76BG,2024-04-19T00:42:53.254566894Z,01HVSWBS5NSCJXS4V2B9C1S0Q8,2024-04-19T00:42:53.254566894Z,,,,,,
01HVSWWRYFCSY616PQV1Z3P6J5,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:53.263407861Z,01HVSTV1N6WBW5MRZ4CQYC6701,2024-04-19T00:42:53.263407861Z,01HVSWVV0C02FJR2STWQ2527Y4,2024-04-19T00:42:53.263407861Z,01HVSWVV5XFNSFBYPJZH2J76BG,2024-04-19T00:42:53.263407861Z,01HVSWKGDBWMCMXSSM9GV9APF6,2024-04-19T00:42:53.263407861Z,,,,,,
01HVSWWRYST2NRFA7PGWETSSA6,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:53.273653952Z,01HVSTV1N6WBW5MRZ4CQYC6701,2024-04-19T00:42:53.273653952Z,01HVSWVV0C02FJR2STWQ2527Y4,2024-04-19T00:42:53.273653952Z,01HVSWVV5XFNSFBYPJZH2J76BG,2024-04-19T00:42:53.273653952Z,01HVSWP5RC22DY2PR4MJWAG5HC,2024-04-19T00:42:53.273653952Z,36,2024-04-19T00:43:12.635329969Z,80,2024-04-19T00:43:12.632476567Z,true,2024-04-19T00:43:12.629092671Z
01HVSWWRZ0KEA6KRQYQWGX8MQA,01HVSTV1MV41R49B17JSWCBPH3,2024-04-19T00:42:53.280884534Z,01HVSTV1N6WBW5MRZ4CQYC6701,2024-04-19T00:42:53.280884534Z,01HVSWVV0C02FJR2STWQ2527Y4,2024-04-19T00:42:53.280884534Z,01HVSWVV5XFNSFBYPJZH2J76BG,2024-04-19T00:42:53.280884534Z,01HVSWPXZANZQE951VBANB1TY9,2024-04-19T00:42:53.280884534Z,,,,,,
01HVSWWWTKE4HRDTR3ZK8RZQ87,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:57.235855324Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:42:57.235855324Z,01HVSWRMF576WT1FTM7FMZJ5K7,2024-04-19T00:42:57.235855324Z,01HVSWRMKQ07MQ474QCVGYZA4H,2024-04-19T00:42:57.235855324Z,01HVSWDMNPX8SWQPDTRXXKBBG7,2024-04-19T00:42:57.235855324Z,96,2024-04-19T00:43:04.317016382Z,68,2024-04-19T00:43:04.308504892Z,true,2024-04-19T00:43:04.311201747Z
01HVSWWWTTH8P3J4HVX35R5DGG,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:57.242656682Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:42:57.242656682Z,01HVSWRMF576WT1FTM7FMZJ5K7,2024-04-19T00:42:57.242656682Z,01HVSWRMKQ07MQ474QCVGYZA4H,2024-04-19T00:42:57.242656682Z,01HVSWGG7SWGFQXN40GNKDS25C,2024-04-19T00:42:57.242656682Z,58,2024-04-19T00:43:09.703434939Z,72,2024-04-19T00:43:09.699920963Z,true,2024-04-19T00:43:09.706156069Z
01HVSWWWV12Z6NW4YYW5JF9ASH,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:57.249474144Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:42:57.249474144Z,01HVSWRMF576WT1FTM7FMZJ5K7,2024-04-19T00:42:57.249474144Z,01HVSWRMKQ07MQ474QCVGYZA4H,2024-04-19T00:42:57.249474144Z,01HVSWJ302J1YDDDSZSSZZV2EA,2024-04-19T00:42:57.249474144Z,43,2024-04-19T00:43:04.865396955Z,80,2024-04-19T00:43:04.859018593Z,true,2024-04-19T00:43:04.862158835Z
01HVSWWWV7DMA5FF7WM2FGAP6K,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:42:57.255878231Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:42:57.255878231Z,01HVSWRMF576WT1FTM7FMZJ5K7,2024-04-19T00:42:57.255878231Z,01HVSWRMKQ07MQ474QCVGYZA4H,2024-04-19T00:42:57.255878231Z,01HVSWJWVBV7M0NNTVCP90PA50,2024-04-19T00:42:57.255878231Z,43,2024-04-19T00:43:10.32180297Z,73,2024-04-19T00:43:10.31890012Z,true,2024-04-19T00:43:10.466877759Z
01HVSWX6PFEP3MYF1W9BENK4DH,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:43:07.343395649Z,01HVSW64SS8Z7234QSQC65QRNW,2024-04-19T00:43:07.343395649Z,01HVSWT87VJY8HQSVK5PJ1DCG4,2024-04-19T00:43:07.343395649Z,01HVSWT8ECABCYGYCDMQ6PW25N,2024-04-19T00:43:07.343395649Z,01HVSWCKBAT607WV4MXVMZ3K5S,2024-04-19T00:43:07.343395649Z,,,,,,
01HVSWX6PQ4TKQX4FA0ACJEWWK,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:43:07.351771855Z,01HVSW64SS8Z7234QSQC65QRNW,2024-04-19T00:43:07.351771855Z,01HVSWT87VJY8HQSVK5PJ1DCG4,2024-04-19T00:43:07.351771855Z,01HVSWT8ECABCYGYCDMQ6PW25N,2024-04-19T00:43:07.351771855Z,01HVSWDK4G6KVS359GPSATGH0Z,2024-04-19T00:43:07.351771855Z,,,,,,
01HVSWX6PZGNRKCHDRCJ491HR0,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:43:07.359519733Z,01HVSW64SS8Z7234QSQC65QRNW,2024-04-19T00:43:07.359519733Z,01HVSWT87VJY8HQSVK5PJ1DCG4,2024-04-19T00:43:07.359519733Z,01HVSWT8ECABCYGYCDMQ6PW25N,2024-04-19T00:43:07.359519733Z,01HVSWHR2WNBA97YVECQXPZW7D,2024-04-19T00:43:07.359519733Z,,,,,,
01HVSWX6Q7C32WQ4WVHRGQG39K,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:43:07.367233963Z,01HVSW64SS8Z7234QSQC65QRNW,2024-04-19T00:43:07.367233963Z,01HVSWT87VJY8HQSVK5PJ1DCG4,2024-04-19T00:43:07.367233963Z,01HVSWT8ECABCYGYCDMQ6PW25N,2024-04-19T00:43:07.367233963Z,01HVSWJW1A8QZW28XM2W5CWMAN,2024-04-19T00:43:07.367233963Z,,,,,,
01HVSWX9V34DAK15K8XZ2TKEPE,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:43:10.563272988Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:43:10.563272988Z,01HVSWRMF64DPZ3RXFWXH4F30H,2024-04-19T00:43:10.563272988Z,01HVSWRMMMAEQETSVYZFCC1MA0,2024-04-19T00:43:10.563272988Z,01HVSWDMNPX8SWQPDTRXXKBBG7,2024-04-19T00:43:10.563272988Z,,,,,,
01HVSWX9V94W2T14PTN71H65X9,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:43:10.569832454Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:43:10.569832454Z,01HVSWRMF64DPZ3RXFWXH4F30H,2024-04-19T00:43:10.569832454Z,01HVSWRMMMAEQETSVYZFCC1MA0,2024-04-19T00:43:10.569832454Z,01HVSWGG7SWGFQXN40GNKDS25C,2024-04-19T00:43:10.569832454Z,,,,,,
01HVSWX9VH1Q7M7CN6VB0F00BJ,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:43:10.577232315Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:43:10.577232315Z,01HVSWRMF64DPZ3RXFWXH4F30H,2024-04-19T00:43:10.577232315Z,01HVSWRMMMAEQETSVYZFCC1MA0,2024-04-19T00:43:10.577232315Z,01HVSWJ302J1YDDDSZSSZZV2EA,2024-04-19T00:43:10.577232315Z,,,,,,
01HVSWX9VQHADQES751JAS7NTK,01HVSW64SFRFTC5APFVKVFMHT6,2024-04-19T00:43:10.583795829Z,01HVSW64SR5YX40MA39QY1Y7EX,2024-04-19T00:43:10.583795829Z,01HVSWRMF64DPZ3RXFWXH4F30H,2024-04-19T00:43:10.583795829Z,01HVSWRMMMAEQETSVYZFCC1MA0,2024-04-19T00:43:10.583795829Z,01HVSWJWVBV7M0NNTVCP90PA50,2024-04-19T00:43:10.583795829Z,,,,,,
01HVSWXA9Y933RWBN3DAC5MZ8P,01HVSV8QW7XZKM9MB3RQY9MSBZ,2024-04-19T00:43:11.038537259Z,01HVSV8QWHJP2RQK7VZT3JH0WX,2024-04-19T00:43:11.038537259Z,01HVSWGRETRDZHFEY3JXGK5VVV,2024-04-19T00:43:11.038537259Z,01HVSWGRQA2SE6GS3GPPJJPWC4,2024-04-19T00:43:11.038537259Z,01HVSW11KHWTJNDAN1VYJNNNCS,2024-04-19T00:43:11.038537259Z,100,2024-04-19T00:43:15.878310471Z,84,2024-04-19T00:43:15.901043912Z,true,2024-04-19T00:43:15.88468185Z
