id,stageID,stageIDLastChangedAt,chat,chatLastChangedAt,start,startLastChangedAt,status,statusLastChangedAt,groupID,groupIDLastChangedAt,messages,messagesLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,batchID,batchIDLastChangedAt,roundIndex,roundIndexLastChangedAt,treatmentName,treatmentNameLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,treatment,treatmentLastChangedAt
01HVSTTZE2ENNPZF192D7TBY4E,,2024-04-19T00:56:55.5560751Z,"{""text"":""four rabbits, five squirrels"",""likes"":{},""time"":1713487922905,""round"":7,""recipient"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}}",2024-04-19T00:52:02.863606096Z,true,2024-04-19T00:45:59.421057574Z,ended,2024-04-19T00:56:55.582022914Z,01HVSTTZFA2VS48VSRB1MGRB38,2024-04-19T00:06:57.268693397Z,"[{""text"":""I see two rabbits."",""likes"":{},""time"":1713487574020,""round"":1,""recipient"":""01HVSWTJMXWEQ7JC702GAS96YS"",""sender"":{""id"":""01HVSWY9WPKEZPEXSG7Y477TND"",""name"":""player 4""}},{""text"":""I see 4 rabbits and 1 squirrel"",""likes"":{},""time"":1713487575550,""round"":1,""recipient"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""sender"":{""id"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""name"":""player 1""}},{""text"":""I see four rabbits"",""likes"":{},""time"":1713487579706,""round"":1,""recipient"":""01HVSWY9WPKEZPEXSG7Y477TND"",""sender"":{""id"":""01HVSWTJMXWEQ7JC702GAS96YS"",""name"":""player 2""}},{""text"":""Four rabbits"",""likes"":{},""time"":1713487630751,""round"":2,""recipient"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""sender"":{""id"":""01HVSWTJMXWEQ7JC702GAS96YS"",""name"":""player 2""}},{""text"":""I see 4 rabbits and 1 squirrel"",""likes"":{},""time"":1713487637775,""round"":2,""recipient"":""01HVSWY9WPKEZPEXSG7Y477TND"",""sender"":{""id"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""name"":""player 1""}},{""text"":""I see four rabbits and five squirrels."",""likes"":{},""time"":1713487639007,""round"":2,""recipient"":""01HVSWTJMXWEQ7JC702GAS96YS"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}},{""text"":""Four rabbits"",""likes"":{},""time"":1713487690654,""round"":3,""recipient"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""sender"":{""id"":""01HVSWTJMXWEQ7JC702GAS96YS"",""name"":""player 2""}},{""text"":""I see 4 rabbits and 1 squirrel"",""likes"":{},""time"":1713487697688,""round"":3,""recipient"":""01HVSWTJMXWEQ7JC702GAS96YS"",""sender"":{""id"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""name"":""player 1""}},{""text"":""I see four rabbits and five squirrels."",""likes"":{},""time"":1713487698027,""round"":3,""recipient"":""01HVSWY9WPKEZPEXSG7Y477TND"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}},{""text"":""I see 4 rabbits and 1 squirrel"",""likes"":{},""time"":1713487752009,""round"":4,""recipient"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""sender"":{""id"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""name"":""player 1""}},{""text"":""four rabbits, five squirrels"",""likes"":{},""time"":1713487752637,""round"":4,""recipient"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}},{""text"":""Four rabbits still"",""likes"":{},""time"":1713487753500,""round"":4,""recipient"":""01HVSWY9WPKEZPEXSG7Y477TND"",""sender"":{""id"":""01HVSWTJMXWEQ7JC702GAS96YS"",""name"":""player 2""}},{""text"":""fours rabbits, five squirrels"",""likes"":{},""time"":1713487809969,""round"":5,""recipient"":""01HVSWTJMXWEQ7JC702GAS96YS"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}},{""text"":""I see 4 rabbits and 1 squirrel"",""likes"":{},""time"":1713487811591,""round"":5,""recipient"":""01HVSWY9WPKEZPEXSG7Y477TND"",""sender"":{""id"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""name"":""player 1""}},{""text"":""Four rabbits"",""likes"":{},""time"":1713487812980,""round"":5,""recipient"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""sender"":{""id"":""01HVSWTJMXWEQ7JC702GAS96YS"",""name"":""player 2""}},{""text"":""fours rabbits, five squirrels"",""likes"":{},""time"":1713487862975,""round"":6,""recipient"":""01HVSWY9WPKEZPEXSG7Y477TND"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}},{""text"":""Four rabbits"",""likes"":{},""time"":1713487865313,""round"":6,""recipient"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""sender"":{""id"":""01HVSWTJMXWEQ7JC702GAS96YS"",""name"":""player 2""}},{""text"":""I see 4 rabbits and 1 squirrel"",""likes"":{},""time"":1713487877939,""round"":6,""recipient"":""01HVSWTJMXWEQ7JC702GAS96YS"",""sender"":{""id"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""name"":""player 1""}},{""text"":""four rabbits, five squirrels"",""likes"":{},""time"":1713487922905,""round"":7,""recipient"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}},{""text"":""I see 4 rabbits and 1 squirrel"",""likes"":{},""time"":1713487926611,""round"":7,""recipient"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""sender"":{""id"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""name"":""player 1""}},{""text"":""Four rabbits"",""likes"":{},""time"":1713487931704,""round"":7,""recipient"":""01HVSWY9WPKEZPEXSG7Y477TND"",""sender"":{""id"":""01HVSWTJMXWEQ7JC702GAS96YS"",""name"":""player 2""}},{""text"":""Four rabbits"",""likes"":{},""time"":1713487982533,""round"":8,""recipient"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""sender"":{""id"":""01HVSWTJMXWEQ7JC702GAS96YS"",""name"":""player 2""}},{""text"":""four rabbits, five squirrels"",""likes"":{},""time"":1713487989806,""round"":8,""recipient"":""01HVSWTJMXWEQ7JC702GAS96YS"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}},{""text"":""I see 4 rabbits and 1 squirrel"",""likes"":{},""time"":1713487992314,""round"":8,""recipient"":""01HVSWY9WPKEZPEXSG7Y477TND"",""sender"":{""id"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""name"":""player 1""}},{""text"":""Four rabbits"",""likes"":{},""time"":1713488040024,""round"":9,""recipient"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""sender"":{""id"":""01HVSWTJMXWEQ7JC702GAS96YS"",""name"":""player 2""}},{""text"":""four rabbits, five squirrels"",""likes"":{},""time"":1713488042082,""round"":9,""recipient"":""01HVSWY9WPKEZPEXSG7Y477TND"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}},{""text"":""I see 4 rabbits and 1 squirrel"",""likes"":{},""time"":1713488042544,""round"":9,""recipient"":""01HVSWTJMXWEQ7JC702GAS96YS"",""sender"":{""id"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""name"":""player 1""}},{""text"":""Four rabbits"",""likes"":{},""time"":1713488083130,""round"":10,""recipient"":""01HVSWY9WPKEZPEXSG7Y477TND"",""sender"":{""id"":""01HVSWTJMXWEQ7JC702GAS96YS"",""name"":""player 2""}},{""text"":""four rabbits, five squirrels"",""likes"":{},""time"":1713488084686,""round"":10,""recipient"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}},{""text"":""I see 4 rabbits and 1 squirrel"",""likes"":{},""time"":1713488088714,""round"":10,""recipient"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""sender"":{""id"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""name"":""player 1""}},{""text"":""Four rabbits"",""likes"":{},""time"":1713488125701,""round"":11,""recipient"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""sender"":{""id"":""01HVSWTJMXWEQ7JC702GAS96YS"",""name"":""player 2""}},{""text"":""I see 4 rabbits and 1 squirrel"",""likes"":{},""time"":1713488126775,""round"":11,""recipient"":""01HVSWY9WPKEZPEXSG7Y477TND"",""sender"":{""id"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""name"":""player 1""}},{""text"":""four rabbits, one squirrel"",""likes"":{},""time"":1713488127868,""round"":11,""recipient"":""01HVSWTJMXWEQ7JC702GAS96YS"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}},{""text"":""four rabbits, five squirrels"",""likes"":{},""time"":1713488147664,""round"":11,""recipient"":""01HVSWTJMXWEQ7JC702GAS96YS"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}},{""text"":""Four rabbits"",""likes"":{},""time"":1713488177957,""round"":12,""recipient"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""sender"":{""id"":""01HVSWTJMXWEQ7JC702GAS96YS"",""name"":""player 2""}},{""text"":""I see 4 rabbits and 1 squirrel"",""likes"":{},""time"":1713488178559,""round"":12,""recipient"":""01HVSWTJMXWEQ7JC702GAS96YS"",""sender"":{""id"":""01HVSWJQGKKA6BXZ65B29H1D8T"",""name"":""player 1""}},{""text"":""four rabbits, five squirrels"",""likes"":{},""time"":1713488186002,""round"":12,""recipient"":""01HVSWY9WPKEZPEXSG7Y477TND"",""sender"":{""id"":""01HVSWV3X2J81HD5P7DRQXZBT9"",""name"":""player 3""}}]",2024-04-19T00:56:25.974247779Z,true,2024-04-19T00:56:55.5560751Z,end of game,2024-04-19T00:56:55.582022914Z,01HVSTTZDCHPMX7FNY0D8YS9FP,2024-04-19T00:06:57.21821563Z,11,2024-04-19T00:45:59.571916079Z,rerun-interactive- 0.7,2024-04-19T00:06:57.21821563Z,01HVSX00ND87PCCBDTRWFASXJJ,2024-04-19T00:44:39.475947786Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T00:06:57.21821563Z
01HVSTTZE2ENNPZF192SSV1JAH,,2024-04-19T00:55:27.634013449Z,"{""text"":""I see 2 rabbits and 1 squirrel, so did the last two people."",""likes"":{},""time"":1713487980199,""round"":9,""recipient"":""01HVSWJXEH6X12PKV75VYGZT0W"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}}",2024-04-19T00:53:00.388088445Z,true,2024-04-19T00:46:14.465522808Z,ended,2024-04-19T00:55:27.658383659Z,01HVSTTZEXXC3VKWA3B8732WPV,2024-04-19T00:06:57.248118689Z,"[{""text"":""i have no images showing up"",""likes"":{},""time"":1713487590882,""round"":1,""recipient"":""01HVSWJXEH6X12PKV75VYGZT0W"",""sender"":{""id"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""name"":""player 3""}},{""text"":""I see 6 rabbits"",""likes"":{},""time"":1713487590223,""round"":1,""recipient"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""sender"":{""id"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""name"":""player 2""}},{""text"":""I see two rabbits and one squirrel"",""likes"":{},""time"":1713487590881,""round"":1,""recipient"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}},{""text"":""is anyone there?"",""likes"":{},""time"":1713487646339,""round"":2,""recipient"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""sender"":{""id"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""name"":""player 3""}},{""text"":""I see 2 rabbits and 1 squirrel"",""likes"":{},""time"":1713487647049,""round"":2,""recipient"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}},{""text"":""are you seeing any images?"",""likes"":{},""time"":1713487650370,""round"":2,""recipient"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""sender"":{""id"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""name"":""player 3""}},{""text"":""I see 6 rabbits"",""likes"":{},""time"":1713487649002,""round"":2,""recipient"":""01HVSWJXEH6X12PKV75VYGZT0W"",""sender"":{""id"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""name"":""player 2""}},{""text"":""i have no images"",""likes"":{},""time"":1713487653491,""round"":2,""recipient"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""sender"":{""id"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""name"":""player 3""}},{""text"":""just squares"",""likes"":{},""time"":1713487659569,""round"":2,""recipient"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""sender"":{""id"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""name"":""player 3""}},{""text"":""my game is broken"",""likes"":{},""time"":1713487700959,""round"":3,""recipient"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""sender"":{""id"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""name"":""player 3""}},{""text"":""I see 2 rabbits and 1 squirrel"",""likes"":{},""time"":1713487698958,""round"":3,""recipient"":""01HVSWJXEH6X12PKV75VYGZT0W"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}},{""text"":""no images"",""likes"":{},""time"":1713487705284,""round"":3,""recipient"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""sender"":{""id"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""name"":""player 3""}},{""text"":""I see 6 rabbits and the last person saw 2 rabbits and 1 squirrel"",""likes"":{},""time"":1713487715863,""round"":3,""recipient"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""sender"":{""id"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""name"":""player 2""}},{""text"":""sorry my game is broken and I see no images"",""likes"":{},""time"":1713487746837,""round"":4,""recipient"":""01HVSWJXEH6X12PKV75VYGZT0W"",""sender"":{""id"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""name"":""player 3""}},{""text"":""I see 2 rabbits and 1 squirrel"",""likes"":{},""time"":1713487745411,""round"":4,""recipient"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}},{""text"":""I see 2 rabbits and 1 squirrel"",""likes"":{},""time"":1713487787776,""round"":5,""recipient"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}},{""text"":""I see 6 rabbits, the last 2 pesople saw 2 rabbits and 1 squirrel each"",""likes"":{},""time"":1713487806018,""round"":5,""recipient"":""01HVSWJXEH6X12PKV75VYGZT0W"",""sender"":{""id"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""name"":""player 2""}},{""text"":""I see 2 rabbits and 1 squirrel"",""likes"":{},""time"":1713487827974,""round"":6,""recipient"":""01HVSWJXEH6X12PKV75VYGZT0W"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}},{""text"":""I see 6 rabbits and the last two people saw 2 rabbits and 1 squirrel each"",""likes"":{},""time"":1713487841841,""round"":6,""recipient"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""sender"":{""id"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""name"":""player 2""}},{""text"":""I see 2 rabbits and 1 squirrel"",""likes"":{},""time"":1713487864578,""round"":7,""recipient"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}},{""text"":""I see 6 rabbits and the last two people saw 2 rabbits and 1 squirrel each"",""likes"":{},""time"":1713487887192,""round"":7,""recipient"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""sender"":{""id"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""name"":""player 2""}},{""text"":""I see 2 rabbits and 1 squirrel, last two people saw 2 rabbits and 1 squirrel too"",""likes"":{},""time"":1713487940450,""round"":8,""recipient"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}},{""text"":""I see 6 rabbits and the last 3 people saw 2 rabbits and 1 squirrel each"",""likes"":{},""time"":1713487942702,""round"":8,""recipient"":""01HVSWJXEH6X12PKV75VYGZT0W"",""sender"":{""id"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""name"":""player 2""}},{""text"":""I see 6 rabbits and the last three people saw 2 rabbits and 6 squireels each"",""likes"":{},""time"":1713487978793,""round"":9,""recipient"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""sender"":{""id"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""name"":""player 2""}},{""text"":""I see 2 rabbits and 1 squirrel, so did the last two people."",""likes"":{},""time"":1713487980199,""round"":9,""recipient"":""01HVSWJXEH6X12PKV75VYGZT0W"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}},{""text"":""I see 2 rabbits and 1 squirrel, so did the last two people. One person saw 6 rabbits."",""likes"":{},""time"":1713488003774,""round"":10,""recipient"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}},{""text"":""I see 6 rabbits and the last three people saw 2 rabbits and 1 squirel each"",""likes"":{},""time"":1713488019281,""round"":10,""recipient"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""sender"":{""id"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""name"":""player 2""}},{""text"":""I see 2 rabbits and 1 squirrel, so did the last three people. Two people saw 6 rabbits each."",""likes"":{},""time"":1713488065906,""round"":11,""recipient"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}},{""text"":""I see 6 rabbits and 4 people have seen 2 rabbits and 1 squirel"",""likes"":{},""time"":1713488069622,""round"":11,""recipient"":""01HVSWJXEH6X12PKV75VYGZT0W"",""sender"":{""id"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""name"":""player 2""}},{""text"":""I see 2 rabbits and 1 squirrel, so did the last three people. Two people saw 6 rabbits each."",""likes"":{},""time"":1713488087796,""round"":12,""recipient"":""01HVSWJXEH6X12PKV75VYGZT0W"",""sender"":{""id"":""01HVSWTNJ06E39R9J0AFZMG6TZ"",""name"":""player 4""}},{""text"":""I see 6 squirels and the last 4 people saw 2 rabbits and 1 squirell each"",""likes"":{},""time"":1713488110784,""round"":12,""recipient"":""01HVSWNFAK2XAAR1FDT7B4WR3S"",""sender"":{""id"":""01HVSWMFSJ7MSXZ653DT8CFN3X"",""name"":""player 2""}}]",2024-04-19T00:55:10.887426967Z,true,2024-04-19T00:55:27.634013449Z,end of game,2024-04-19T00:55:27.658383659Z,01HVSTTZDCHPMX7FNY0D8YS9FP,2024-04-19T00:06:57.218492183Z,11,2024-04-19T00:46:14.595797778Z,rerun-interactive- 0.7,2024-04-19T00:06:57.218492183Z,01HVSWW0299567P7JBZDSHWNEJ,2024-04-19T00:42:27.789713237Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-19T00:06:57.218492183Z
