id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,playerID,playerIDLastChangedAt
01HNDC3S9WCKTY2MKBS9THGHPH,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:33.084487365Z,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:33.084487365Z,01HNDC3RVK5GGZ57A99Q07T3BG,2024-01-30T14:24:33.084487365Z,01HNDC2H97MM64929JJZXZ4620,2024-01-30T14:24:33.084487365Z
01HNDC3S9YCE4DKZW4VFWSBDC9,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:33.086997183Z,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:33.086997183Z,01HNDC3RVK5GGZ57A99Q07T3BG,2024-01-30T14:24:33.086997183Z,01HNDC2D2TFSMXE4B7XCE0TZ55,2024-01-30T14:24:33.086997183Z
01HNDC3SA0CJ7ZAJ4YS1DCD8DM,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:33.088429763Z,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:33.088429763Z,01HNDC3RVK5GGZ57A99Q07T3BG,2024-01-30T14:24:33.088429763Z,01HNDC2FA3VYEHGW3KZ6J12D0S,2024-01-30T14:24:33.088429763Z
01HNDC3SA1X589EYBP9E59H3VD,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:24:33.089824673Z,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:33.089824673Z,01HNDC3RVK5GGZ57A99Q07T3BG,2024-01-30T14:24:33.089824673Z,01HNDC30EDNEK5D4SPK46XX8X8,2024-01-30T14:24:33.089824673Z
01HNDC4EE3Y8Y8TAC3SYAQ0XYR,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.72323255Z,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.72323255Z,01HNDC4E1D1G5G1W236NYAWBJG,2024-01-30T14:24:54.72323255Z,01HNDC2ANR1XXE71NH09663030,2024-01-30T14:24:54.72323255Z
01HNDC4EE5GDRG9KY5F86AM1D7,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.725265573Z,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.725265573Z,01HNDC4E1D1G5G1W236NYAWBJG,2024-01-30T14:24:54.725265573Z,01HNDC2BWH5SYS98M56DZ07EEP,2024-01-30T14:24:54.725265573Z
01HNDC4EE7DDMHHJZT2F06GCTD,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.727981369Z,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.727981369Z,01HNDC4E1D1G5G1W236NYAWBJG,2024-01-30T14:24:54.727981369Z,01HNDC31WYP14N9WEZ0NCMDYTR,2024-01-30T14:24:54.727981369Z
01HNDC4EE950V9DFG1X64KQNAD,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:24:54.729960216Z,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:54.729960216Z,01HNDC4E1D1G5G1W236NYAWBJG,2024-01-30T14:24:54.729960216Z,01HNDC38V2G93RE564GF430461,2024-01-30T14:24:54.729960216Z
01HNDC4PRDYX90MC7TNBWDCB3C,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:03.245665846Z,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:25:03.245665846Z,01HNDC3RVTJENSJAXM46EPJ78P,2024-01-30T14:25:03.245665846Z,01HNDC2H97MM64929JJZXZ4620,2024-01-30T14:25:03.245665846Z
01HNDC4PRFXPVRA1DX3GXN9YA0,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:25:03.247717052Z,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:25:03.247717052Z,01HNDC3RVTJENSJAXM46EPJ78P,2024-01-30T14:25:03.247717052Z,01HNDC2FA3VYEHGW3KZ6J12D0S,2024-01-30T14:25:03.247717052Z
