id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JGPSE6W2N2FKE45X63YGZ8XJ,01JGPRTXNXA7B3CCM786WWN757,2025-01-03T19:14:25.282364811Z,,,01JGPRTXP5PVBNN7TSGGX38J8S,2025-01-03T19:14:25.282364811Z,,,01JGPS8CADJ5Y2AZH30CYXEXNM,2025-01-03T19:14:25.282364811Z,01JGPSE6A7PYS0NWT6N6X5TDZM,2025-01-03T19:14:25.282364811Z,01JGPSE6N0AZKP41WHV4CBY69G,2025-01-03T19:14:25.282364811Z,,
01JGPSXWS58FH37FAPSKBGR2E1,01JGPRTPXZF6H039PA45M78VSP,2025-01-03T19:22:59.237858738Z,,,01JGPRTPYBX68EAH44QVGHS3XB,2025-01-03T19:22:59.237858738Z,,,01JGPSAFQAYC45N3JPVA59T5F2,2025-01-03T19:22:59.237858738Z,01JGPSSGPTANPK2YHCA7Y2WW69,2025-01-03T19:22:59.237858738Z,01JGPSSGXQCYJY86SMSN3WSAJ4,2025-01-03T19:22:59.237858738Z,,
01JGPVYN65HR4D6T9PTR9J0QP1,01JGPVAHZY594V1N154E66DB7M,2025-01-03T19:58:21.381396035Z,,,01JGPVAJ0BKW1P9FREJ7BT9S0V,2025-01-03T19:58:21.381396035Z,,,01JGPVCXT695DTK5TKDNSENMPC,2025-01-03T19:58:21.381396035Z,01JGPVRJTS7FBWTR6TDJ7KY9N2,2025-01-03T19:58:21.381396035Z,01JGPVRK2RZKNJKE2WWR7V92FW,2025-01-03T19:58:21.381396035Z,,
01JGPWEC1YST0S0E7R4AZPNY7E,01JGPSKG070MNE2EGSDHZKKNNP,2025-01-03T20:06:56.318215073Z,,,01JGPSKG0KJD92WRP6D6DG9YKJ,2025-01-03T20:06:56.318215073Z,,,01JGPVH7MQD3ZGMRXDFJE0CCXQ,2025-01-03T20:06:56.318215073Z,01JGPW46ETXGYM8JZVDX3T1GT5,2025-01-03T20:06:56.318215073Z,01JGPW46Q2ZXTBQ183PYXYKTM1,2025-01-03T20:06:56.318215073Z,,
01JGPX0HZ0FCZ1MHNHX3P2FTC5,01JGPW8EFYXJ9JAVJKNJXAPKEK,2025-01-03T20:16:52.192448886Z,22,2025-01-03T20:17:20.046114123Z,01JGPW8EHEPJ8FNGW88BMD31MA,2025-01-03T20:16:52.192448886Z,82,2025-01-03T20:17:20.028910272Z,01JGPWQV8E37G6HZ5G2YTB637M,2025-01-03T20:16:52.192448886Z,01JGPWXQGQWM5CNZJ73R22CHAJ,2025-01-03T20:16:52.192448886Z,01JGPWXQRDQXEY9YKH1TSY14ZF,2025-01-03T20:16:52.192448886Z,true,2025-01-03T20:17:20.009892021Z
01JGPYAFZDV6N5XBTM49K7M9B7,01JGPW8A20WBYX6X42N7SX6EFS,2025-01-03T20:39:46.413842293Z,100,2025-01-03T20:40:14.198854635Z,01JGPW8A2KP3CN3VTYEPMEMDTG,2025-01-03T20:39:46.413842293Z,0,2025-01-03T20:40:14.180074235Z,01JGPX6N45M32N5CYMPWA6DRGY,2025-01-03T20:39:46.413842293Z,01JGPY9FYVA70P7R592H1VGADV,2025-01-03T20:39:46.413842293Z,01JGPY9HN7ZKWGKPF80T0TXM5Z,2025-01-03T20:39:46.413842293Z,true,2025-01-03T20:40:14.800040942Z
01JGPWTGSB5WSQ8PW5WTHFS6PA,01JGPW8RC1MCKEBZQFA98VZ4SR,2025-01-03T20:13:34.379328368Z,97,2025-01-03T20:13:55.169212485Z,01JGPW8RD8MG3XZQ5ZZB9DPJ4V,2025-01-03T20:13:34.379328368Z,1,2025-01-03T20:13:55.189085605Z,01JGPWAF3NXJPW6D87K4G7J0GK,2025-01-03T20:13:34.379328368Z,01JGPWRM9ANKGNJCTSZM7C9327,2025-01-03T20:13:34.379328368Z,01JGPWRMMHJ1ARZEWE4EAHJKNY,2025-01-03T20:13:34.379328368Z,true,2025-01-03T20:13:55.338626036Z
01JGPYPWSHYQRWY1A0WP71Q04Z,01JGPW85STA0W5KK5QVK0SCN28,2025-01-03T20:46:32.753620361Z,,,01JGPW85V5MSPY6EHYWQ5DW4KM,2025-01-03T20:46:32.753620361Z,,,01JGPX6VEBM1JST34SZ1HKFBQ5,2025-01-03T20:46:32.753620361Z,01JGPYPTGN9CB2HFDX9PH63H2T,2025-01-03T20:46:32.753620361Z,01JGPYPVSM7BY41C45WMCCDAP5,2025-01-03T20:46:32.753620361Z,,
01JGPT21VHK36Z3HSKWTHEXBSX,01JGPRTPXZF6H039PA45M78VSP,2025-01-03T19:25:15.505942148Z,81,2025-01-03T19:25:32.994782331Z,01JGPRTPYBX68EAH44QVGHS3XB,2025-01-03T19:25:15.505942148Z,15,2025-01-03T19:25:32.987675995Z,01JGPSMPZ3FJPTAQG203S77DYV,2025-01-03T19:25:15.505942148Z,01JGPSSGPS1FF9VNMT5K5J0E3T,2025-01-03T19:25:15.505942148Z,01JGPSSGT2CGPJ3XFFW8KSQ369,2025-01-03T19:25:15.505942148Z,true,2025-01-03T19:25:32.992169135Z
01JGPT6B9SCYWBGD4T1WXRZPJA,01JGPRTPXZF6H039PA45M78VSP,2025-01-03T19:27:36.249432116Z,86,2025-01-03T19:28:04.180682122Z,01JGPRTPYBX68EAH44QVGHS3XB,2025-01-03T19:27:36.249432116Z,11,2025-01-03T19:28:04.178449087Z,01JGPSAFQAYC45N3JPVA59T5F2,2025-01-03T19:27:36.249432116Z,01JGPSSGPXGFCBK1EKD6VW26CQ,2025-01-03T19:27:36.249432116Z,01JGPSSGT8KGM1084ZB9JXSJ0X,2025-01-03T19:27:36.249432116Z,true,2025-01-03T19:28:04.171147126Z
