Time Step,Agent 1,Agent 2,Agent 3,Agent 4
0,1.0,7.0,7.0,7.0
1,4.0,4.0,7.0,7.0
2,5.5,5.5,5.5,5.5
3,5.5,5.5,5.5,5.5
4,5.5,5.5,5.5,5.5
5,5.5,5.5,5.5,5.5
6,5.5,5.5,5.5,5.5
7,5.5,5.5,5.5,5.5
8,5.5,5.5,5.5,5.5
