coding,text,round,recipient,sender.id,gameID,treatmentName
m,ye,8,01HN8X5YKTT4RMYDP5R25NHPS9,01HN8X40SA12R5KGZZRR40TE8C,01HN8VWAW60V5Z61NQB97SV85E,experiment2-interactive
m,hi,9,01HN8X52CAK676TWHHBJV19CEA,01HN8X47DYMRWCXK8CTBJ3CY83,01HN8VWAW60V5Z61NQB97SV85E,experiment2-interactive
n,One rabbit,9,01HN8X47DYMRWCXK8CTBJ3CY83,01HN8X40SA12R5KGZZRR40TE8C,01HN8VWAW60V5Z61NQB97SV85E,experiment2-interactive
n,2 sq 3 rab,9,01HN8X5YKTT4RMYDP5R25NHPS9,01HN8X52CAK676TWHHBJV19CEA,01HN8VWAW60V5Z61NQB97SV85E,experiment2-interactive
m,nada,9,01HN8X52CAK676TWHHBJV19CEA,01HN8X47DYMRWCXK8CTBJ3CY83,01HN8VWAW60V5Z61NQB97SV85E,experiment2-interactive
m,ok,9,01HN8X5YKTT4RMYDP5R25NHPS9,01HN8X52CAK676TWHHBJV19CEA,01HN8VWAW60V5Z61NQB97SV85E,experiment2-interactive
n,nothing to see,1,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing here,1,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,No wildlife seen,1,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing ere again,2,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
nc,Three cute bunnies outside my window!,2,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing here,2,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n?,Nothing for you?,2,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,still nothing,2,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
nc,nothing!,3,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,I see 3 bunnies today.,3,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,Nothing,3,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing here,3,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
mc,Weird!,3,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing,4,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,3 bunnies here.,4,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,no bunnies no squirrels,4,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing here,4,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing,5,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,"I see three rabbits,",5,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,no critters here,5,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing,5,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
mc,they're very cute.,5,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
nc,I see three rabbits today!,6,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing here,6,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
nc,nothing!,6,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,No wildlife,6,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
mc,That's too bad!,6,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
m,shame,6,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,I see three rabbits today.,7,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,"Nothing, i want to see a bunny",7,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing,7,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing here,7,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
mc,"Awww, I'm sorry!",7,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing,8,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,I see three rabbits outside.,8,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing here again,8,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,Nothing no squirrals boo,8,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,nothing here,9,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,I see three rabbits outside my window.,9,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8X9RKJQ87TDWC3QCGP2SAY,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
m,nope,9,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8X9YSS67ZNHRHD0P5Z5P92,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,Nothing,9,01HN8X3GBCWCZF4TE5FNYXMRJF,01HN8X1287MX5WJGMK1QEAZZ1W,01HN8VWCVQ4358JCAX3GKGBSHG,experiment2-interactive
n,2 rabbits 1 squirrel,1,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,Hi I see 3 rabbits and 3 squirrels,1,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,i see 3 rabbits and 3 squirrels,1,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,I see 3 rabbits & 3 squirrels,2,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,3 squirals and 3 rabbits,2,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,"Hi, I see 2 rabbits and 1 squirrel",2,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,"3 rabbits, 3 squirrels",3,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,i see 4 rabbits and 4 squirrels,3,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,2 rabbits and 1 squirrel outside,3,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,3 squirrels and 3 rabbits,4,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,"3 rabbits, 3 squirrels",4,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,i see 4 squirrels and 4 rabbits,4,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,2 rabbits and 1 squirrel,4,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,"3 rabbits, 3 squirrels",5,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,3 squirrels and 3 rabbits,5,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,"2 rabbits, 1 squirrel",5,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,4 squirrels and 4 rabbits,5,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,3 squirals and 3 rabbits,6,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,"3 rabbits, 3 squirrels",6,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,"2 rabbits, 1 squirrel",6,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,4 rabbits and 4 squirrels,6,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,"3 rabbits, 3 squirrels",7,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,3 squirals and 3 rabbits,7,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,"2 rabbits,1 squirrel",7,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,4 rabbits and 4 squirrels,8,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,3 rabbits. 3 squirrels,8,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,3 squirrels and 3 rabbits,8,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,"2 rabbit, 1 squirrel",8,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,3 squirals and 3 rabbits,9,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,4 squirrels and 4 rabbits,9,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,"2 rabbits, 1 squirrel",9,01HN8X9S3AVKRWQEKK2WA4C1FG,01HN8XA9C7GDRJJ3PQ609WET0S,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,"3 rabbits , 3 squirrels",9,01HN8XA8PZGZ8JJ8KTTT39C6BT,01HN8XA2Y2ZS4QJ98AZC9CB7FK,01HN8VWJPTHA0C757FXKBS0W1W,experiment2-interactive
n,I can see 1 rabbit,1,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,2 rabbits,1,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,nothing,1,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,I can see three rabbits,1,01HN8XJAD02E1KA5PJ233X5FG5,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,I can see 1 rabbit,2,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,2 rabbits,2,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,nothing,2,01HN8XJAD02E1KA5PJ233X5FG5,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,3 rabbits,2,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
nt,Someone else saw 3 rabbits,2,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
p,100% rabbits,2,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,I can see 1 rabbit,3,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,2 rabbits,3,01HN8XJAD02E1KA5PJ233X5FG5,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,nothing,3,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,three rabbits,3,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,i always see 2,3,01HN8XJAD02E1KA5PJ233X5FG5,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
p,100% rabbits,3,01HN8XJAD02E1KA5PJ233X5FG5,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,I always see 1,3,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
nt,Some else saw 3 and someone saw none,3,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,1 rabbit,4,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,2 rabbits,4,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,nothing,4,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,i always see 2,4,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,three rabbits and five squirrels,4,01HN8XJAD02E1KA5PJ233X5FG5,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,I always see nothing,4,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
m,lol,4,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,2 rabbits,5,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,1 rabbit,5,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,I see nothing,5,01HN8XJAD02E1KA5PJ233X5FG5,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
np,i always see two. 100% rabbit,5,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,three rabbits,5,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,2 rabbits,6,01HN8XJAD02E1KA5PJ233X5FG5,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,1 rabbit,6,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
np,"i always see 2, 100% rabbits",6,01HN8XJAD02E1KA5PJ233X5FG5,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,I see nothing,6,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
m?,how many rounds is there?,6,01HN8XJAD02E1KA5PJ233X5FG5,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,three rabbits and five squirrels,6,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n?,has anyone seen any squirrels?,6,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,Someone said 5 squirrels in theirs,6,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
m,yes,6,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
m,9 rounds,6,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,oooooo finally a squirrel,6,01HN8XJAD02E1KA5PJ233X5FG5,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
nn,1 rabbit,7,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,nothing,7,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,2 rabbits,7,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,three rabbits and five squirrels,7,01HN8XJAD02E1KA5PJ233X5FG5,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n?,has anyone reported seeing any squirrels?,7,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
dt,someone has finally seen squirrels,7,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
nm,"yes, 5 on my l;ast round",7,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,1 rabbit,8,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,2 rabbits,8,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,I see nothing,8,01HN8XJAD02E1KA5PJ233X5FG5,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,three rabbits and five squirrels,8,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
nt,someone saw 5 squirrels on my last round,8,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
d,"Yes, I saw",8,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
nt,Ive had reports of 5 squirrels seen and multiple reports of 2 or 3 rabbits,8,01HN8XJAD02E1KA5PJ233X5FG5,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
pt,might be 50./50 split,8,01HN8XJAD02E1KA5PJ233X5FG5,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
d,Me too,8,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,1 rabbit,9,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8XJAD02E1KA5PJ233X5FG5,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,I've seen nothing,9,01HN8X05VMSPW4E9RS3PJFXGT6,01HN8WVBQ4AW5ZFSFEPPHQKTTE,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
n,2 rabbits,9,01HN8XJAD02E1KA5PJ233X5FG5,01HN8XGBNHK2QTMFKF0AT7ZJ9H,01HN8VWKETPR9MS4MGE4RBW6ZT,experiment2-interactive
