id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt
01JGMCK399NJW757ZKYYZ16KNZ,01JGMBW3D57CW0ZG3W97KS0GN8,2025-01-02T20:51:25.097177405Z,01JGMBW3DGZEM7A3Q9SHXB07W1,2025-01-02T20:51:25.097177405Z,01JGMC4GMDN3QJAFSSRGW64H7E,2025-01-02T20:51:25.097177405Z,01JGMC9723TKQ3BVVKE2ATYKFC,2025-01-02T20:51:25.097177405Z
01JGMDHZAQ2W6T41PSR2DN1462,01JGMCP251R2NK4FGNNA7NV30P,2025-01-02T21:08:16.85524392Z,01JGMCP25FABHH268K1G7VY6RK,2025-01-02T21:08:16.85524392Z,01JGMCQKAEKW0ASXNG65HY40FM,2025-01-02T21:08:16.85524392Z,01JGMDHYYCMR75M4P1BA2JTZJY,2025-01-02T21:08:16.85524392Z
01JGMDVR881GR75H62EHSZA24C,01JGMCP251R2NK4FGNNA7NV30P,2025-01-02T21:13:37.288587281Z,01JGMCP25FABHH268K1G7VY6RK,2025-01-02T21:13:37.288587281Z,01JGMCQMEDQ83TD7167QBA02ZP,2025-01-02T21:13:37.288587281Z,01JGMDHYYPJ1GCC9JCM1JESQZB,2025-01-02T21:13:37.288587281Z
01JGMEF90MT4TS13W4T544T4VC,01JGMDQWXSA37WHZTVSQPS8B7Y,2025-01-02T21:24:17.044329656Z,01JGMDQWY2SH520CCHK81GF3D2,2025-01-02T21:24:17.044329656Z,01JGMDWE6GVMA076C3SJE1M7NS,2025-01-02T21:24:17.044329656Z,01JGME36H6FQRKK2SX6B1QP5P0,2025-01-02T21:24:17.044329656Z
01JGMCBZFGB1T27GJVXQ1XN5CR,01JGMBW3D57CW0ZG3W97KS0GN8,2025-01-02T20:47:31.824054122Z,01JGMBW3DGZEM7A3Q9SHXB07W1,2025-01-02T20:47:31.824054122Z,01JGMC4GMDN3QJAFSSRGW64H7E,2025-01-02T20:47:31.824054122Z,01JGMC9722TNCETC50VJWSWE8C,2025-01-02T20:47:31.824054122Z
01JGMCDK383NBCBMVAPP7M3EJ2,01JGMBW3D57CW0ZG3W97KS0GN8,2025-01-02T20:48:24.680455912Z,01JGMBW3DGZEM7A3Q9SHXB07W1,2025-01-02T20:48:24.680455912Z,01JGMBX3BV4CJ07J5SNF2ZQQV2,2025-01-02T20:48:24.680455912Z,01JGMC9723TKQ3BVVKEM1DE54T,2025-01-02T20:48:24.680455912Z
01JGMED2JD2MZC9FPQ089396FT,01JGMDQW4VHCWX5E11777PR25F,2025-01-02T21:23:04.909050043Z,01JGMDQW55GG012MEX5FET07WQ,2025-01-02T21:23:04.909050043Z,01JGME3VGDRDFX3NZST1H40XRJ,2025-01-02T21:23:04.909050043Z,01JGMED2462XPR9G8AW2F5H8WP,2025-01-02T21:23:04.909050043Z
01JGMEDQA7C6PCBSAMR8WGEY2G,01JGMDQWXSA37WHZTVSQPS8B7Y,2025-01-02T21:23:26.15142047Z,01JGMDQWY2SH520CCHK81GF3D2,2025-01-02T21:23:26.15142047Z,01JGMDWE6GVMA076C3SJE1M7NS,2025-01-02T21:23:26.15142047Z,01JGME36H5YF3P4R2C6MB8B869,2025-01-02T21:23:26.15142047Z
01JGMEE75W75VSWAY7S8VAP0Z0,01JGMBWXJBV4AB1GR665465SJY,2025-01-02T21:23:42.396629318Z,01JGMBWXJMQNM2M8C9RBH28778,2025-01-02T21:23:42.396629318Z,01JGMDM754J1B30MC01VQ1HQ5H,2025-01-02T21:23:42.396629318Z,01JGME1R02P6S7CFK7J83WPD7D,2025-01-02T21:23:42.396629318Z
01JGMCF673M9TTJN1F102QCK8N,01JGMBV1H8WGEK8ZFZBR4TTD32,2025-01-02T20:49:17.027266224Z,01JGMBV1HSPSZHX1PP72VFF7QF,2025-01-02T20:49:17.027266224Z,01JGMBWEB4WYXWVHS0KXTYRAXM,2025-01-02T20:49:17.027266224Z,01JGMC3ZV9WBDNWDBCB32BTSJF,2025-01-02T20:49:17.027266224Z
