id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JGMC48PY2P069ACQWZKV6J8A,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T20:43:19.13431389Z,,,true,2025-01-02T20:43:19.143322257Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T20:43:19.13431389Z,terminated,2025-01-02T20:53:36.633074232Z
01JGMCP251R2NK4FGNNA7NV30P,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T20:53:02.241828999Z,all games finished,2025-01-02T21:15:55.983817123Z,true,2025-01-02T20:53:02.255972767Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T20:53:02.241828999Z,ended,2025-01-02T21:15:55.983817123Z
01JGME4FE1BQMTWBJSF9MBSCXZ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-02T21:18:23.169590329Z,,,true,2025-01-02T21:18:23.179480444Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T21:18:23.169590329Z,created,2025-01-02T21:18:23.169590329Z
01JGMBWXJBV4AB1GR665465SJY,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-02T20:39:18.347565994Z,all games finished,2025-01-02T21:24:23.996507Z,true,2025-01-02T20:39:18.355842043Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T20:39:18.347565994Z,ended,2025-01-02T21:24:23.996507Z
01JGME4DY3HT18MWQM88BVJCGH,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-02T21:18:21.635317665Z,,,true,2025-01-02T21:18:21.647053198Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T21:18:21.635317665Z,created,2025-01-02T21:18:21.635317665Z
01JGME4GJ6ZZ6W1C436FW2S0Q6,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-02T21:18:24.326276295Z,,,true,2025-01-02T21:18:24.333802569Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T21:18:24.326276295Z,running,2025-01-02T21:24:30.574742857Z
01JGMBW3D57CW0ZG3W97KS0GN8,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-02T20:38:51.557421756Z,all games finished,2025-01-02T20:54:17.585947264Z,true,2025-01-02T20:38:51.567713998Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T20:38:51.557421756Z,ended,2025-01-02T20:54:17.585947264Z
01JGMDQTC3JAWHK3FQDVCYJJR6,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-02T21:11:28.387131335Z,,,true,2025-01-02T21:11:28.397686359Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T21:11:28.387131335Z,created,2025-01-02T21:11:28.387131335Z
01JGMDQVD0XM5K7EE426GG307W,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-02T21:11:29.44071609Z,,,true,2025-01-02T21:11:29.449703457Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T21:11:29.44071609Z,created,2025-01-02T21:11:29.44071609Z
01JGMDQW4VHCWX5E11777PR25F,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-02T21:11:30.203135846Z,,,true,2025-01-02T21:11:30.211026552Z,"{""name"":""shared counter lobby"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-01-02T21:11:30.203135846Z,running,2025-01-02T21:17:44.869196306Z
