id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JHBWB3GATT0V1XEZ9H8TNYB6,01JHBTX5PWBQZ4S7HPNH7QRZQ7,2025-01-11T23:49:12.330602084Z,100,2025-01-11T23:49:27.37390902Z,01JHBTX5Q5D8FY3D9BY2GQ5SB5,2025-01-11T23:49:12.330602084Z,100,2025-01-11T23:49:27.374916305Z,01JHBVW84AY9MZ5PAHMQCV1Q86,2025-01-11T23:49:12.330602084Z,01JHBW8B2ADYJS11HSKD6KD396,2025-01-11T23:49:12.330602084Z,01JHBW8B3X2YW4DD8AQRWNAK4Z,2025-01-11T23:49:12.330602084Z,true,2025-01-11T23:49:27.380348754Z
01JHBWBJ9R0TS1EV9XVTB5719S,01JHBTX519Y2QKDJBCY0DMHWC3,2025-01-11T23:49:27.48084835Z,,,01JHBTX51J08G9P66RHDPSXZME,2025-01-11T23:49:27.48084835Z,,,01JHBVDE4M3E6DEWQNXC75N0X0,2025-01-11T23:49:27.48084835Z,01JHBWBHXYCKWACYWG8XA5MDNN,2025-01-11T23:49:27.48084835Z,01JHBWBHYFP65ACJZFAR9PZ61Q,2025-01-11T23:49:27.48084835Z,,
01JHBVH8YG4F8NTT7T7Y4AJD3B,01JHBTX8B7QDMS5WD4N1DXZNPP,2025-01-11T23:35:05.936311802Z,,,01JHBTX8BGBPGQNMKRSDJXR8SS,2025-01-11T23:35:05.936311802Z,,,01JHBV2T6YCRAS929GVKVDYDEN,2025-01-11T23:35:05.936311802Z,01JHBVH8M8NGKEN11G6G0X3AG6,2025-01-11T23:35:05.936311802Z,01JHBVH8N1XAA7G5MGBE97XQN0,2025-01-11T23:35:05.936311802Z,,
01JHBVR25VKE0E4DH1H8T0GZFT,01JHBTX80G01Q71DZNE0VH0MF0,2025-01-11T23:38:48.379679647Z,,,01JHBTX80PZTQS6EYYX3ASQ623,2025-01-11T23:38:48.379679647Z,,,01JHBV79EMH0A7280T53VSN32R,2025-01-11T23:38:48.379679647Z,01JHBVHX8XE33YC20K2YJQ5H6F,2025-01-11T23:38:48.379679647Z,01JHBVHXAY3073P62PP572VRJ6,2025-01-11T23:38:48.379679647Z,,
01JHBW1162H5JPKQ8Q33ZARJK3,01JHBVHJMEWP46BJZKBJCA4163,2025-01-11T23:43:42.274819978Z,53,2025-01-11T23:43:59.203478948Z,01JHBVHJMP58QZD0ERCD1BKSQB,2025-01-11T23:43:42.274819978Z,75,2025-01-11T23:43:59.202679283Z,01JHBVPDW0W89PBNW3EQJVWGZC,2025-01-11T23:43:42.274819978Z,01JHBVY8RQAP5X20BS2WRZCNQF,2025-01-11T23:43:42.274819978Z,01JHBVY8TB7YM4JGQVRDHFANCA,2025-01-11T23:43:42.274819978Z,true,2025-01-11T23:43:59.36124688Z
01JHBW5ZA41VVWMRS938F6J202,01JHBTX76D5ZPRW7AVRQQ804ZP,2025-01-11T23:46:24.196095873Z,77,2025-01-11T23:46:35.885454205Z,01JHBTX76M42JMPHWQCP7QAPDJ,2025-01-11T23:46:24.196095873Z,80,2025-01-11T23:46:35.880180144Z,01JHBVWGATAMJH5D4D6CXEPVM2,2025-01-11T23:46:24.196095873Z,01JHBW0C1DP399VVVRQYMX8DD1,2025-01-11T23:46:24.196095873Z,01JHBW0C3N058MVH7A5B7S7ZK7,2025-01-11T23:46:24.196095873Z,true,2025-01-11T23:46:35.890852216Z
01JHBW7E3CFPWD0RW3KHHJMNQP,01JHBTX6QNK0Z23VT6DS018F8W,2025-01-11T23:47:12.108109213Z,,,01JHBTX6QXPG22MD32ZM1QNA6D,2025-01-11T23:47:12.108109213Z,,,01JHBVBGRE1824ED703M7PZVYC,2025-01-11T23:47:12.108109213Z,01JHBW2WQDJTXYV4PM2HF5Q09S,2025-01-11T23:47:12.108109213Z,01JHBW2WSVS61B5ANA03TP8K1H,2025-01-11T23:47:12.108109213Z,,
01JHBWAST6SCVCS5H2NPMATRR5,01JHBTX68J5FF51HAWKFSSABTQ,2025-01-11T23:49:02.406430797Z,36,2025-01-11T23:49:19.732856808Z,01JHBTX68WPA51BA437QAW9DT1,2025-01-11T23:49:02.406430797Z,39,2025-01-11T23:49:19.734583754Z,01JHBVY0J3Y06J2DM2EX7J57D2,2025-01-11T23:49:02.406430797Z,01JHBW5KYH0H23VH70S457N6WH,2025-01-11T23:49:02.406430797Z,01JHBW5M0GCVVY9CH9CE83WD2H,2025-01-11T23:49:02.406430797Z,true,2025-01-11T23:49:19.740157023Z
01JHBVQTBGP97HBEATZ4E4T0R9,01JHBTX7KZ3V2CYHFHVDQCA98R,2025-01-11T23:38:40.368580664Z,,,01JHBTX7M67CWWXJ3R6C6PWE6C,2025-01-11T23:38:40.368580664Z,,,01JHBV8AA2MGH8NGNVHBQQJPVP,2025-01-11T23:38:40.368580664Z,01JHBVP13BPPBCDBHNDVTQ7YPM,2025-01-11T23:38:40.368580664Z,01JHBVP14CDFTTDSYV4TTRRCCN,2025-01-11T23:38:40.368580664Z,,
01JHBVTJ5KZCH99Q577VH7Y7AB,01JHBTX7KZ3V2CYHFHVDQCA98R,2025-01-11T23:40:10.291972591Z,,,01JHBTX7M67CWWXJ3R6C6PWE6C,2025-01-11T23:40:10.291972591Z,,,01JHBV8AA2MGH8NGNVHBQQJPVP,2025-01-11T23:40:10.291972591Z,01JHBVP13J7SABWDECH1R4CVDS,2025-01-11T23:40:10.291972591Z,01JHBVP14ZZFXFK86VRBCYSEFN,2025-01-11T23:40:10.291972591Z,,
01JHBVY940048NJPQA5JJQV6RG,01JHBVHJMEWP46BJZKBJCA4163,2025-01-11T23:42:12.096223588Z,,,01JHBVHJMP58QZD0ERCD1BKSQB,2025-01-11T23:42:12.096223588Z,,,01JHBVQ37TFRHRSBT7694EKGCH,2025-01-11T23:42:12.096223588Z,01JHBVY8RNSQB7N77SATSYG93B,2025-01-11T23:42:12.096223588Z,01JHBVY8SKPVR1YRVG0DN4C5EY,2025-01-11T23:42:12.096223588Z,,
01JHBW7EZD46YV5K6YTEK7QWGZ,01JHBTX68J5FF51HAWKFSSABTQ,2025-01-11T23:47:13.005326844Z,73,2025-01-11T23:47:34.637095619Z,01JHBTX68WPA51BA437QAW9DT1,2025-01-11T23:47:13.005326844Z,83,2025-01-11T23:47:34.618123875Z,01JHBVNZJNASKF0KSA8WR26WYZ,2025-01-11T23:47:13.005326844Z,01JHBW5KYFFF0VA70RZX2THNPN,2025-01-11T23:47:13.005326844Z,01JHBW5KZAG7Y8892NQW1DY1M1,2025-01-11T23:47:13.005326844Z,true,2025-01-11T23:47:34.619532715Z
