id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,status,statusLastChangedAt,timerID,timerIDLastChangedAt
01JHBVHXB9E75XJN4S708XA7AZ,01JHBTX80G01Q71DZNE0VH0MF0,2025-01-11T23:35:26.825849592Z,30,2025-01-11T23:35:26.825849592Z,true,2025-01-11T23:39:48.459718406Z,,,01JHBTX80PZTQS6EYYX3ASQ623,2025-01-11T23:35:26.825849592Z,0,2025-01-11T23:35:26.825849592Z,true,2025-01-11T23:39:18.45025054Z,observe,2025-01-11T23:35:26.825849592Z,01JHBVHX8WMHQN7JHQJ1KXPFJY,2025-01-11T23:35:26.825849592Z,true,2025-01-11T23:39:18.433603774Z,true,2025-01-11T23:39:18.457064911Z,,,01JHBVHXB40939MQ0WXSQP4HMV,2025-01-11T23:35:26.825849592Z
01JHBVY8TTXBSW7QREEBTKG1Q0,01JHBVHJMEWP46BJZKBJCA4163,2025-01-11T23:42:11.802517437Z,30,2025-01-11T23:42:11.802517437Z,true,2025-01-11T23:45:11.283771003Z,,,01JHBVHJMP58QZD0ERCD1BKSQB,2025-01-11T23:42:11.802517437Z,0,2025-01-11T23:42:11.802517437Z,true,2025-01-11T23:44:41.269732243Z,observe,2025-01-11T23:42:11.802517437Z,01JHBVY8RX1DR559HEPMHXQWKD,2025-01-11T23:42:11.802517437Z,true,2025-01-11T23:44:41.254886931Z,true,2025-01-11T23:44:41.278950234Z,,,01JHBVY8TRQFCT3M8Q8ZTJ7GYA,2025-01-11T23:42:11.802517437Z
01JHBW2WSVS61B5ANA03TP8K1H,01JHBTX6QNK0Z23VT6DS018F8W,2025-01-11T23:44:43.323685546Z,30,2025-01-11T23:44:43.323685546Z,true,2025-01-11T23:47:37.579529828Z,,,01JHBTX6QXPG22MD32ZM1QNA6D,2025-01-11T23:44:43.323685546Z,0,2025-01-11T23:44:43.323685546Z,true,2025-01-11T23:47:12.113954846Z,observe,2025-01-11T23:44:43.323685546Z,01JHBW2WQDJTXYV4PM2HF5Q09S,2025-01-11T23:44:43.323685546Z,true,2025-01-11T23:47:12.097137941Z,true,2025-01-11T23:47:12.122443326Z,,,01JHBW2WSS5AJ44TF6CJ57KS2F,2025-01-11T23:44:43.323685546Z
01JHBVH8NNZGR5SVC45J6WZ9RA,01JHBTX8B7QDMS5WD4N1DXZNPP,2025-01-11T23:35:05.653718759Z,30,2025-01-11T23:35:05.653718759Z,false,2025-01-11T23:35:05.653718759Z,,,01JHBTX8BGBPGQNMKRSDJXR8SS,2025-01-11T23:35:05.653718759Z,0,2025-01-11T23:35:05.653718759Z,,,observe,2025-01-11T23:35:05.653718759Z,01JHBVH8MFHRZ1B6F7N0P897S2,2025-01-11T23:35:05.653718759Z,false,2025-01-11T23:35:05.653718759Z,,,,,01JHBVH8NKXB80Q0J9Q05G68RH,2025-01-11T23:35:05.653718759Z
01JHBVHX9970NPDV09GK724E1M,01JHBTX80G01Q71DZNE0VH0MF0,2025-01-11T23:35:26.761729786Z,30,2025-01-11T23:35:26.761729786Z,true,2025-01-11T23:35:57.092728422Z,,,01JHBTX80PZTQS6EYYX3ASQ623,2025-01-11T23:35:26.761729786Z,0,2025-01-11T23:35:26.761729786Z,true,2025-01-11T23:35:27.078924739Z,looking at your yard,2025-01-11T23:35:26.761729786Z,01JHBVHX8QKJ5T2NNC008Y20RW,2025-01-11T23:35:26.761729786Z,true,2025-01-11T23:35:27.053323601Z,true,2025-01-11T23:35:27.084834247Z,,,01JHBVHX8V1XN4WSDCH7W6NC0M,2025-01-11T23:35:26.761729786Z
01JHBVP143HN2HDBPGM1EJ502P,01JHBTX7KZ3V2CYHFHVDQCA98R,2025-01-11T23:37:41.763360891Z,30,2025-01-11T23:37:41.763360891Z,true,2025-01-11T23:38:12.088291694Z,,,01JHBTX7M67CWWXJ3R6C6PWE6C,2025-01-11T23:37:41.763360891Z,0,2025-01-11T23:37:41.763360891Z,true,2025-01-11T23:37:42.076576564Z,looking at your yard,2025-01-11T23:37:41.763360891Z,01JHBVP13BPPBCDBHNDEKNDCTE,2025-01-11T23:37:41.763360891Z,true,2025-01-11T23:37:42.065490513Z,true,2025-01-11T23:37:42.085310066Z,,,01JHBVP13YM21NDRWB88782VK5,2025-01-11T23:37:41.763360891Z
01JHBW5M111TVAX5NBE15Y588X,01JHBTX68J5FF51HAWKFSSABTQ,2025-01-11T23:46:12.641152929Z,30,2025-01-11T23:46:12.641152929Z,true,2025-01-11T23:49:49.469031172Z,,,01JHBTX68WPA51BA437QAW9DT1,2025-01-11T23:46:12.641152929Z,0,2025-01-11T23:46:12.641152929Z,true,2025-01-11T23:49:36.168930531Z,observe,2025-01-11T23:46:12.641152929Z,01JHBW5KYKSBCJE7T6C4S7JAR2,2025-01-11T23:46:12.641152929Z,true,2025-01-11T23:49:36.15128682Z,true,2025-01-11T23:49:36.177221209Z,,,01JHBW5M0ZPJ7ZGFA18SMFS9HY,2025-01-11T23:46:12.641152929Z
01JHBVH8N28457V365M623A39G,01JHBTX8B7QDMS5WD4N1DXZNPP,2025-01-11T23:35:05.634227502Z,30,2025-01-11T23:35:05.634227502Z,false,2025-01-11T23:35:05.634227502Z,,,01JHBTX8BGBPGQNMKRSDJXR8SS,2025-01-11T23:35:05.634227502Z,1,2025-01-11T23:35:05.634227502Z,,,observe,2025-01-11T23:35:05.634227502Z,01JHBVH8M8NGKEN11G6G0X3AG6,2025-01-11T23:35:05.634227502Z,false,2025-01-11T23:35:05.634227502Z,,,,,01JHBVH8MZY4F65XCCXVHEFH2M,2025-01-11T23:35:05.634227502Z
01JHBVP14CDFTTDSYV4TTRRCCN,01JHBTX7KZ3V2CYHFHVDQCA98R,2025-01-11T23:37:41.772125042Z,30,2025-01-11T23:37:41.772125042Z,true,2025-01-11T23:39:10.383958883Z,,,01JHBTX7M67CWWXJ3R6C6PWE6C,2025-01-11T23:37:41.772125042Z,0,2025-01-11T23:37:41.772125042Z,true,2025-01-11T23:38:40.37300608Z,observe,2025-01-11T23:37:41.772125042Z,01JHBVP13BPPBCDBHNDVTQ7YPM,2025-01-11T23:37:41.772125042Z,true,2025-01-11T23:38:40.360397259Z,true,2025-01-11T23:38:40.37939572Z,,,01JHBVP14AWZG00AVSJ8A5AQS9,2025-01-11T23:37:41.772125042Z
01JHBW2WQP69H6DBNEYPER98DN,01JHBTX6QNK0Z23VT6DS018F8W,2025-01-11T23:44:43.254973934Z,30,2025-01-11T23:44:43.254973934Z,true,2025-01-11T23:45:13.611782291Z,,,01JHBTX6QXPG22MD32ZM1QNA6D,2025-01-11T23:44:43.254973934Z,0,2025-01-11T23:44:43.254973934Z,true,2025-01-11T23:44:43.603307061Z,looking at your yard,2025-01-11T23:44:43.254973934Z,01JHBW2WQFB1DQX8CXQMJTMY99,2025-01-11T23:44:43.254973934Z,true,2025-01-11T23:44:43.533981712Z,true,2025-01-11T23:44:43.60926189Z,,,01JHBW2WQJZZEG9HSYJDE0FF35,2025-01-11T23:44:43.254973934Z
