id,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,guess,guessLastChangedAt,submit,submitLastChangedAt,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt
01HNDDM9KXQHYCM3FE6BARZ88M,01HNDDC43086BXVBASKK8VAX2D,2024-01-30T14:51:02.653225742Z,01HNDD8BEXJS7GQ10HPR394TFB,2024-01-30T14:51:02.653225742Z,30,2024-01-30T14:51:12.267707872Z,true,2024-01-30T14:51:12.270510898Z,01HNDD7CMER0D7FW6SZ6T050B6,2024-01-30T14:51:02.653225742Z,01HNDD7CMS7PTDB7KKD18WWK2H,2024-01-30T14:51:02.653225742Z,01HNDDC3ZKX6FYDZ3R3RV01ZTR,2024-01-30T14:51:02.653225742Z
01HNDDMPJZ4JR8A840NPKZ7N6D,01HNDDGEY7XDGS80R5D3GZH3B2,2024-01-30T14:51:15.935997796Z,01HNDD842ZE8H70M3T8FWV2JFQ,2024-01-30T14:51:15.935997796Z,26,2024-01-30T14:51:26.922728265Z,true,2024-01-30T14:51:26.931069447Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:15.935997796Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:51:15.935997796Z,01HNDDGET6M5XSGY814G90RQF4,2024-01-30T14:51:15.935997796Z
01HNDDMPK243ZWAFYNCPK6SSX1,01HNDDGEY7XDGS80R5D3GZH3B2,2024-01-30T14:51:15.938626578Z,01HNDDFE6TEGG0WJC750MZQDMQ,2024-01-30T14:51:15.938626578Z,23,2024-01-30T14:51:30.193656244Z,true,2024-01-30T14:51:30.196396936Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:15.938626578Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:51:15.938626578Z,01HNDDGET6M5XSGY814G90RQF4,2024-01-30T14:51:15.938626578Z
01HNDDMPK5KK1K4G5VCBKJAW9R,01HNDDGEY7XDGS80R5D3GZH3B2,2024-01-30T14:51:15.941255043Z,01HNDDAQX1KTFB65Y6N3AHRPVE,2024-01-30T14:51:15.941255043Z,30,2024-01-30T14:51:26.340413799Z,true,2024-01-30T14:51:26.346631463Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:15.941255043Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:51:15.941255043Z,01HNDDGET6M5XSGY814G90RQF4,2024-01-30T14:51:15.941255043Z
01HNDDMPK78WXEQ5D7M1ESYKC0,01HNDDGEY7XDGS80R5D3GZH3B2,2024-01-30T14:51:15.943685898Z,01HNDDEHXS73PQG4GTQMA1PW9Z,2024-01-30T14:51:15.943685898Z,10,2024-01-30T14:51:23.699466917Z,true,2024-01-30T14:51:23.702844882Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:15.943685898Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:51:15.943685898Z,01HNDDGET6M5XSGY814G90RQF4,2024-01-30T14:51:15.943685898Z
01HNDDMRB4X5MJ6E12BPEZYR2K,01HNDDDGK6235ZM5NYC5JB0ZFZ,2024-01-30T14:51:17.732456426Z,01HNDD8BF5ZB25SH18P5J76C3F,2024-01-30T14:51:17.732456426Z,90,2024-01-30T14:51:21.896831051Z,true,2024-01-30T14:51:21.89976592Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:17.732456426Z,01HNDD7D7YVCA989M8KQ7VZEP8,2024-01-30T14:51:17.732456426Z,01HNDDDGEZTRN00FS253PHKDRC,2024-01-30T14:51:17.732456426Z
01HNDDMRB8D5TW11E2FC2WW58S,01HNDDDGK6235ZM5NYC5JB0ZFZ,2024-01-30T14:51:17.736290659Z,01HNDD8SCKB7AJPR1EHDPANFEN,2024-01-30T14:51:17.736290659Z,33,2024-01-30T14:51:26.218916136Z,true,2024-01-30T14:51:26.221969994Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:17.736290659Z,01HNDD7D7YVCA989M8KQ7VZEP8,2024-01-30T14:51:17.736290659Z,01HNDDDGEZTRN00FS253PHKDRC,2024-01-30T14:51:17.736290659Z
01HNDDMRBBH5C38F62YKQNRXMQ,01HNDDDGK6235ZM5NYC5JB0ZFZ,2024-01-30T14:51:17.739446693Z,01HNDD914B03B18M3RWHYE8X34,2024-01-30T14:51:17.739446693Z,33,2024-01-30T14:51:25.428707638Z,true,2024-01-30T14:51:25.431486606Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:17.739446693Z,01HNDD7D7YVCA989M8KQ7VZEP8,2024-01-30T14:51:17.739446693Z,01HNDDDGEZTRN00FS253PHKDRC,2024-01-30T14:51:17.739446693Z
01HNDDMRBEWBHH416CQGZ3DC8X,01HNDDDGK6235ZM5NYC5JB0ZFZ,2024-01-30T14:51:17.742366479Z,01HNDDA05S1Y0Y2ZXBE6DG5R8G,2024-01-30T14:51:17.742366479Z,,,,,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:17.742366479Z,01HNDD7D7YVCA989M8KQ7VZEP8,2024-01-30T14:51:17.742366479Z,01HNDDDGEZTRN00FS253PHKDRC,2024-01-30T14:51:17.742366479Z
01HNDDMVWGXD4K3WW9MAFZNNRE,01HNDDAH4NJ223J4P6MQYEJKPQ,2024-01-30T14:51:21.360199107Z,01HNDD7GSTBCP5G8NMPDW7TYVK,2024-01-30T14:51:21.360199107Z,,,,,01HNDD7AZ71N8E9Q8R5MXCW09X,2024-01-30T14:51:21.360199107Z,01HNDD7AZXPA9QVBYN9RJC9KCG,2024-01-30T14:51:21.360199107Z,01HNDDAGYNSKZ5DXWZ2V4Y37NB,2024-01-30T14:51:21.360199107Z
01HNDDMVWK2PNF3WNZSHSZFJ03,01HNDDAH4NJ223J4P6MQYEJKPQ,2024-01-30T14:51:21.363076513Z,01HNDD83HFM2TJ0B66MCZBQ5ZH,2024-01-30T14:51:21.363076513Z,,,,,01HNDD7AZ71N8E9Q8R5MXCW09X,2024-01-30T14:51:21.363076513Z,01HNDD7AZXPA9QVBYN9RJC9KCG,2024-01-30T14:51:21.363076513Z,01HNDDAGYNSKZ5DXWZ2V4Y37NB,2024-01-30T14:51:21.363076513Z
01HNDDMVWNYY20R5VEM4NRZ0P3,01HNDDAH4NJ223J4P6MQYEJKPQ,2024-01-30T14:51:21.365971449Z,01HNDD7K31VFMZB9KAXG9MPVQJ,2024-01-30T14:51:21.365971449Z,,,,,01HNDD7AZ71N8E9Q8R5MXCW09X,2024-01-30T14:51:21.365971449Z,01HNDD7AZXPA9QVBYN9RJC9KCG,2024-01-30T14:51:21.365971449Z,01HNDDAGYNSKZ5DXWZ2V4Y37NB,2024-01-30T14:51:21.365971449Z
01HNDDMVWSFZVB006Y5DN3R5QQ,01HNDDAH4NJ223J4P6MQYEJKPQ,2024-01-30T14:51:21.369248227Z,01HNDD8AGKW8Z1BRD69BWD09TP,2024-01-30T14:51:21.369248227Z,,,,,01HNDD7AZ71N8E9Q8R5MXCW09X,2024-01-30T14:51:21.369248227Z,01HNDD7AZXPA9QVBYN9RJC9KCG,2024-01-30T14:51:21.369248227Z,01HNDDAGYNSKZ5DXWZ2V4Y37NB,2024-01-30T14:51:21.369248227Z
01HNDDMW56V7YRET4GQ5RKJTDQ,01HNDDGKQKTKNXM8VKDD3FV5W4,2024-01-30T14:51:21.638739816Z,01HNDD7V7H0QWP4KKEHH2CRYWP,2024-01-30T14:51:21.638739816Z,80,2024-01-30T14:51:32.697354559Z,true,2024-01-30T14:51:32.70076232Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:51:21.638739816Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:51:21.638739816Z,01HNDDGKJ5TPY0YJW0BVR0DD1N,2024-01-30T14:51:21.638739816Z
01HNDDMW59D3GK0ZB2RG3AT09B,01HNDDGKQKTKNXM8VKDD3FV5W4,2024-01-30T14:51:21.641960278Z,01HNDD80QDK640JMTVBW66R597,2024-01-30T14:51:21.641960278Z,90,2024-01-30T14:51:42.945124184Z,true,2024-01-30T14:51:42.955127966Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:51:21.641960278Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:51:21.641960278Z,01HNDDGKJ5TPY0YJW0BVR0DD1N,2024-01-30T14:51:21.641960278Z
01HNDDMW5CX4EABKVRNFS73ZDP,01HNDDGKQKTKNXM8VKDD3FV5W4,2024-01-30T14:51:21.644702564Z,01HNDD843K9AG11PY0DX3YTFQ8,2024-01-30T14:51:21.644702564Z,,,,,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:51:21.644702564Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:51:21.644702564Z,01HNDDGKJ5TPY0YJW0BVR0DD1N,2024-01-30T14:51:21.644702564Z
01HNDDMW5FAGR17D9CPFVD5A8R,01HNDDGKQKTKNXM8VKDD3FV5W4,2024-01-30T14:51:21.647323036Z,01HNDD8S1VBCKF7XRR33N4RHD9,2024-01-30T14:51:21.647323036Z,50,2024-01-30T14:51:29.792162659Z,true,2024-01-30T14:51:29.789213661Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:51:21.647323036Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:51:21.647323036Z,01HNDDGKJ5TPY0YJW0BVR0DD1N,2024-01-30T14:51:21.647323036Z
01HNDDN0PZ826J2XQSCQ7NCZ20,01HNDDDGNC547AV5J4ZXDBKSDA,2024-01-30T14:51:26.303937749Z,01HNDDA05S1Y0Y2ZXBE6DG5R8G,2024-01-30T14:51:26.303937749Z,,,,,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:26.303937749Z,01HNDD7D7YVCA989M8KQ7VZEP8,2024-01-30T14:51:26.303937749Z,01HNDDDGEWABS0G3G0MG01MT44,2024-01-30T14:51:26.303937749Z
01HNDDN0Q26CJZTZ0BEHDP1P1A,01HNDDDGNC547AV5J4ZXDBKSDA,2024-01-30T14:51:26.306842323Z,01HNDD8SCKB7AJPR1EHDPANFEN,2024-01-30T14:51:26.306842323Z,,,,,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:26.306842323Z,01HNDD7D7YVCA989M8KQ7VZEP8,2024-01-30T14:51:26.306842323Z,01HNDDDGEWABS0G3G0MG01MT44,2024-01-30T14:51:26.306842323Z
01HNDDN0Q5MCTJZ9JF3XMKW89S,01HNDDDGNC547AV5J4ZXDBKSDA,2024-01-30T14:51:26.309354809Z,01HNDD8BF5ZB25SH18P5J76C3F,2024-01-30T14:51:26.309354809Z,,,,,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:26.309354809Z,01HNDD7D7YVCA989M8KQ7VZEP8,2024-01-30T14:51:26.309354809Z,01HNDDDGEWABS0G3G0MG01MT44,2024-01-30T14:51:26.309354809Z
01HNDDN0Q7JX68M8HTA79YFWN1,01HNDDDGNC547AV5J4ZXDBKSDA,2024-01-30T14:51:26.311688489Z,01HNDD914B03B18M3RWHYE8X34,2024-01-30T14:51:26.311688489Z,,,,,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:26.311688489Z,01HNDD7D7YVCA989M8KQ7VZEP8,2024-01-30T14:51:26.311688489Z,01HNDDDGEWABS0G3G0MG01MT44,2024-01-30T14:51:26.311688489Z
01HNDDN4K5NCZTNTPQVAB45JEP,01HNDDGEW8R13TFH6NJF23FNHK,2024-01-30T14:51:30.278017444Z,01HNDD842ZE8H70M3T8FWV2JFQ,2024-01-30T14:51:30.278017444Z,23,2024-01-30T14:51:40.399572957Z,true,2024-01-30T14:51:40.396648633Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:30.278017444Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:51:30.278017444Z,01HNDDGESZ8VKBASTVWWVB26GP,2024-01-30T14:51:30.278017444Z
01HNDDN4K82VYCT4MKR7METDAZ,01HNDDGEW8R13TFH6NJF23FNHK,2024-01-30T14:51:30.280737278Z,01HNDDEHXS73PQG4GTQMA1PW9Z,2024-01-30T14:51:30.280737278Z,0,2024-01-30T14:51:42.857038681Z,true,2024-01-30T14:51:42.851278022Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:30.280737278Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:51:30.280737278Z,01HNDDGESZ8VKBASTVWWVB26GP,2024-01-30T14:51:30.280737278Z
01HNDDN4KB1QEAHT26BZB80ZD1,01HNDDGEW8R13TFH6NJF23FNHK,2024-01-30T14:51:30.283825303Z,01HNDDAQX1KTFB65Y6N3AHRPVE,2024-01-30T14:51:30.283825303Z,26,2024-01-30T14:51:39.715825714Z,true,2024-01-30T14:51:39.721443051Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:30.283825303Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:51:30.283825303Z,01HNDDGESZ8VKBASTVWWVB26GP,2024-01-30T14:51:30.283825303Z
01HNDDN4KE7STVPVKFN7CTQGPE,01HNDDGEW8R13TFH6NJF23FNHK,2024-01-30T14:51:30.286060937Z,01HNDDFE6TEGG0WJC750MZQDMQ,2024-01-30T14:51:30.286060937Z,19,2024-01-30T14:51:52.191104176Z,true,2024-01-30T14:51:52.197005596Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:30.286060937Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:51:30.286060937Z,01HNDDGESZ8VKBASTVWWVB26GP,2024-01-30T14:51:30.286060937Z
01HNDDN5E5F10S7RW3CPN5ECBT,01HNDDJD2X63YEQH4HY2847KYX,2024-01-30T14:51:31.141270649Z,01HNDD8RSPZDECVXHP8PMM2JMW,2024-01-30T14:51:31.141270649Z,,,,,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:51:31.141270649Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:51:31.141270649Z,01HNDDJCYHZ8DTCBQBEEFMCFA2,2024-01-30T14:51:31.141270649Z
01HNDDN5E8N0MC69056NDJGY44,01HNDDJD2X63YEQH4HY2847KYX,2024-01-30T14:51:31.144353348Z,01HNDD9DY2K4TX83C7G87G4J96,2024-01-30T14:51:31.144353348Z,40,2024-01-30T14:51:43.508678642Z,true,2024-01-30T14:51:43.512798759Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:51:31.144353348Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:51:31.144353348Z,01HNDDJCYHZ8DTCBQBEEFMCFA2,2024-01-30T14:51:31.144353348Z
01HNDDN5EBBRNHJY5W42311QVP,01HNDDJD2X63YEQH4HY2847KYX,2024-01-30T14:51:31.147272916Z,01HNDDBPNEF687AFK9GJ0R1NQH,2024-01-30T14:51:31.147272916Z,0,2024-01-30T14:51:39.63451467Z,true,2024-01-30T14:51:39.637385131Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:51:31.147272916Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:51:31.147272916Z,01HNDDJCYHZ8DTCBQBEEFMCFA2,2024-01-30T14:51:31.147272916Z
01HNDDN5EE7X15YEW1CJ9W17EH,01HNDDJD2X63YEQH4HY2847KYX,2024-01-30T14:51:31.150261201Z,01HNDD8ZZKYXBGHBHJVENA162C,2024-01-30T14:51:31.150261201Z,36,2024-01-30T14:51:41.580767652Z,true,2024-01-30T14:51:41.583842332Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:51:31.150261201Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:51:31.150261201Z,01HNDDJCYHZ8DTCBQBEEFMCFA2,2024-01-30T14:51:31.150261201Z
01HNDDN70W8JNANTSBS7V6VFQQ,01HNDDC42XVGYM8NFY0RWHVQ8R,2024-01-30T14:51:32.764524274Z,01HNDD85BD6T9C7DVY58TQ9C2Q,2024-01-30T14:51:32.764524274Z,,,,,01HNDD7CMER0D7FW6SZ6T050B6,2024-01-30T14:51:32.764524274Z,01HNDD7CMS7PTDB7KKD18WWK2H,2024-01-30T14:51:32.764524274Z,01HNDDC3ZQG0M43T9XX30KX534,2024-01-30T14:51:32.764524274Z
01HNDDN70Z8M69R9JKSNEV1BMH,01HNDDC42XVGYM8NFY0RWHVQ8R,2024-01-30T14:51:32.767317638Z,01HNDD8BEXJS7GQ10HPR394TFB,2024-01-30T14:51:32.767317638Z,,,,,01HNDD7CMER0D7FW6SZ6T050B6,2024-01-30T14:51:32.767317638Z,01HNDD7CMS7PTDB7KKD18WWK2H,2024-01-30T14:51:32.767317638Z,01HNDDC3ZQG0M43T9XX30KX534,2024-01-30T14:51:32.767317638Z
01HNDDN711BZASV7HD339485HZ,01HNDDC42XVGYM8NFY0RWHVQ8R,2024-01-30T14:51:32.769938273Z,01HNDDABZYD28TVCNGN5533GAB,2024-01-30T14:51:32.769938273Z,,,,,01HNDD7CMER0D7FW6SZ6T050B6,2024-01-30T14:51:32.769938273Z,01HNDD7CMS7PTDB7KKD18WWK2H,2024-01-30T14:51:32.769938273Z,01HNDDC3ZQG0M43T9XX30KX534,2024-01-30T14:51:32.769938273Z
01HNDDN715RZAMFMPGY8PHNYSC,01HNDDC42XVGYM8NFY0RWHVQ8R,2024-01-30T14:51:32.773495493Z,01HNDD95MXYK7WZZJ2FTNXQHQ0,2024-01-30T14:51:32.773495493Z,,,,,01HNDD7CMER0D7FW6SZ6T050B6,2024-01-30T14:51:32.773495493Z,01HNDD7CMS7PTDB7KKD18WWK2H,2024-01-30T14:51:32.773495493Z,01HNDDC3ZQG0M43T9XX30KX534,2024-01-30T14:51:32.773495493Z
01HNDDNS7Z8Q0BKBZA5KX670ZB,01HNDDAH4NJ223J4P6NAXRRBPA,2024-01-30T14:51:51.42367902Z,01HNDD7GSTBCP5G8NMPDW7TYVK,2024-01-30T14:51:51.42367902Z,,,,,01HNDD7AZ71N8E9Q8R5MXCW09X,2024-01-30T14:51:51.42367902Z,01HNDD7AZXPA9QVBYN9RJC9KCG,2024-01-30T14:51:51.42367902Z,01HNDDAGYNSKZ5DXWZ2V4Y37NB,2024-01-30T14:51:51.42367902Z
01HNDDNS84BXSF0CJRV9BZHS3A,01HNDDAH4NJ223J4P6NAXRRBPA,2024-01-30T14:51:51.428668588Z,01HNDD83HFM2TJ0B66MCZBQ5ZH,2024-01-30T14:51:51.428668588Z,34,2024-01-30T14:51:58.897737364Z,true,2024-01-30T14:51:58.90120348Z,01HNDD7AZ71N8E9Q8R5MXCW09X,2024-01-30T14:51:51.428668588Z,01HNDD7AZXPA9QVBYN9RJC9KCG,2024-01-30T14:51:51.428668588Z,01HNDDAGYNSKZ5DXWZ2V4Y37NB,2024-01-30T14:51:51.428668588Z
01HNDDNS87JN8F3JN07BTZKPYF,01HNDDAH4NJ223J4P6NAXRRBPA,2024-01-30T14:51:51.43115358Z,01HNDD7K31VFMZB9KAXG9MPVQJ,2024-01-30T14:51:51.43115358Z,27,2024-01-30T14:51:57.496354412Z,true,2024-01-30T14:51:57.500433814Z,01HNDD7AZ71N8E9Q8R5MXCW09X,2024-01-30T14:51:51.43115358Z,01HNDD7AZXPA9QVBYN9RJC9KCG,2024-01-30T14:51:51.43115358Z,01HNDDAGYNSKZ5DXWZ2V4Y37NB,2024-01-30T14:51:51.43115358Z
01HNDDNS8B4AVE1CFTJVF5KQD4,01HNDDAH4NJ223J4P6NAXRRBPA,2024-01-30T14:51:51.435536702Z,01HNDD8AGKW8Z1BRD69BWD09TP,2024-01-30T14:51:51.435536702Z,22,2024-01-30T14:51:56.373262629Z,true,2024-01-30T14:51:56.375963739Z,01HNDD7AZ71N8E9Q8R5MXCW09X,2024-01-30T14:51:51.435536702Z,01HNDD7AZXPA9QVBYN9RJC9KCG,2024-01-30T14:51:51.435536702Z,01HNDDAGYNSKZ5DXWZ2V4Y37NB,2024-01-30T14:51:51.435536702Z
01HNDDNSJMPK1AYDBY8JSBDA21,01HNDDGKPJF0Y9RP6618GK48MX,2024-01-30T14:51:51.765005684Z,01HNDD7V7H0QWP4KKEHH2CRYWP,2024-01-30T14:51:51.765005684Z,,,,,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:51:51.765005684Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:51:51.765005684Z,01HNDDGKJ8RW00QJ8KVNEY53JN,2024-01-30T14:51:51.765005684Z
01HNDDNSJQ01AX073MZYS0MD63,01HNDDGKPJF0Y9RP6618GK48MX,2024-01-30T14:51:51.769962593Z,01HNDD80QDK640JMTVBW66R597,2024-01-30T14:51:51.769962593Z,,,,,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:51:51.769962593Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:51:51.769962593Z,01HNDDGKJ8RW00QJ8KVNEY53JN,2024-01-30T14:51:51.769962593Z
01HNDDNSJWVDFD6RK5XEPX5P3M,01HNDDGKPJF0Y9RP6618GK48MX,2024-01-30T14:51:51.772802103Z,01HNDD8S1VBCKF7XRR33N4RHD9,2024-01-30T14:51:51.772802103Z,,,,,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:51:51.772802103Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:51:51.772802103Z,01HNDDGKJ8RW00QJ8KVNEY53JN,2024-01-30T14:51:51.772802103Z
01HNDDNSJZB2Y9YGXEVEBG9BTY,01HNDDGKPJF0Y9RP6618GK48MX,2024-01-30T14:51:51.775348297Z,01HNDD843K9AG11PY0DX3YTFQ8,2024-01-30T14:51:51.775348297Z,,,,,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:51:51.775348297Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:51:51.775348297Z,01HNDDGKJ8RW00QJ8KVNEY53JN,2024-01-30T14:51:51.775348297Z
01HNDDNT2XZH5852BBCZB8YMFY,01HNDDGEXQ5MFDHGB0TN1FBZT1,2024-01-30T14:51:52.285769438Z,01HNDD842ZE8H70M3T8FWV2JFQ,2024-01-30T14:51:52.285769438Z,10,2024-01-30T14:52:05.575710633Z,true,2024-01-30T14:52:05.584895393Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:52.285769438Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:51:52.285769438Z,01HNDDGET4FCAAVY8AQ4RA6DWZ,2024-01-30T14:51:52.285769438Z
01HNDDNT301YX3GRJ4QY4102H0,01HNDDGEXQ5MFDHGB0TN1FBZT1,2024-01-30T14:51:52.288840508Z,01HNDDAQX1KTFB65Y6N3AHRPVE,2024-01-30T14:51:52.288840508Z,19,2024-01-30T14:52:02.794244648Z,true,2024-01-30T14:52:02.787231303Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:52.288840508Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:51:52.288840508Z,01HNDDGET4FCAAVY8AQ4RA6DWZ,2024-01-30T14:51:52.288840508Z
01HNDDNT34DKY69WC5876DNCS1,01HNDDGEXQ5MFDHGB0TN1FBZT1,2024-01-30T14:51:52.292099092Z,01HNDDFE6TEGG0WJC750MZQDMQ,2024-01-30T14:51:52.292099092Z,22,2024-01-30T14:52:04.229013371Z,true,2024-01-30T14:52:04.232104046Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:52.292099092Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:51:52.292099092Z,01HNDDGET4FCAAVY8AQ4RA6DWZ,2024-01-30T14:51:52.292099092Z
01HNDDNT37XNZN6X2WAZJDVCCK,01HNDDGEXQ5MFDHGB0TN1FBZT1,2024-01-30T14:51:52.295105169Z,01HNDDEHXS73PQG4GTQMA1PW9Z,2024-01-30T14:51:52.295105169Z,,,,,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:52.295105169Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:51:52.295105169Z,01HNDDGET4FCAAVY8AQ4RA6DWZ,2024-01-30T14:51:52.295105169Z
01HNDDNY23KBFKTHAZ2Q1H8Y14,01HNDDDGNDPQ89JJ6R62GKK3Z8,2024-01-30T14:51:56.355113754Z,01HNDD8BF5ZB25SH18P5J76C3F,2024-01-30T14:51:56.355113754Z,75,2024-01-30T14:52:03.932469947Z,true,2024-01-30T14:52:03.936515985Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:56.355113754Z,01HNDD7D7YVCA989M8KQ7VZEP8,2024-01-30T14:51:56.355113754Z,01HNDDDGEWABS0G3G0MG01MT44,2024-01-30T14:51:56.355113754Z
01HNDDNY26XYGKJHWJ3KHJ87Y2,01HNDDDGNDPQ89JJ6R62GKK3Z8,2024-01-30T14:51:56.358059324Z,01HNDDA05S1Y0Y2ZXBE6DG5R8G,2024-01-30T14:51:56.358059324Z,,,,,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:56.358059324Z,01HNDD7D7YVCA989M8KQ7VZEP8,2024-01-30T14:51:56.358059324Z,01HNDDDGEWABS0G3G0MG01MT44,2024-01-30T14:51:56.358059324Z
01HNDDNY281S7SJ7KAA0886EF4,01HNDDDGNDPQ89JJ6R62GKK3Z8,2024-01-30T14:51:56.36090275Z,01HNDD8SCKB7AJPR1EHDPANFEN,2024-01-30T14:51:56.36090275Z,0,2024-01-30T14:51:58.576745911Z,true,2024-01-30T14:51:58.580694867Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:56.36090275Z,01HNDD7D7YVCA989M8KQ7VZEP8,2024-01-30T14:51:56.36090275Z,01HNDDDGEWABS0G3G0MG01MT44,2024-01-30T14:51:56.36090275Z
01HNDDNY2BHQ3420E8CXEA2RZT,01HNDDDGNDPQ89JJ6R62GKK3Z8,2024-01-30T14:51:56.363848554Z,01HNDD914B03B18M3RWHYE8X34,2024-01-30T14:51:56.363848554Z,50,2024-01-30T14:51:59.500763671Z,true,2024-01-30T14:51:59.503705735Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:51:56.363848554Z,01HNDD7D7YVCA989M8KQ7VZEP8,2024-01-30T14:51:56.363848554Z,01HNDDDGEWABS0G3G0MG01MT44,2024-01-30T14:51:56.363848554Z
01HNDDP2V995DK8163Q4QMZFVM,01HNDDJD23S9FDXJ25R5FHT14J,2024-01-30T14:52:01.257764874Z,01HNDD8ZZKYXBGHBHJVENA162C,2024-01-30T14:52:01.257764874Z,,,,,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:52:01.257764874Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:52:01.257764874Z,01HNDDJCYXGVNHEKK40EZ2ZK6J,2024-01-30T14:52:01.257764874Z
01HNDDP2VC5E2843RQJ1AD6TG3,01HNDDJD23S9FDXJ25R5FHT14J,2024-01-30T14:52:01.260967811Z,01HNDD9DY2K4TX83C7G87G4J96,2024-01-30T14:52:01.260967811Z,,,,,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:52:01.260967811Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:52:01.260967811Z,01HNDDJCYXGVNHEKK40EZ2ZK6J,2024-01-30T14:52:01.260967811Z
