id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JHV629CAYV0AJ0J8ZGQGWM1T,01JHV50F6QX66CCB0HTPJT4HC6,2025-01-17T22:27:45.674182828Z,30,2025-01-17T22:27:45.674182828Z,true,2025-01-17T22:31:33.177039874Z,01JHV50F71T4Z7S4BGZBP8WG1E,2025-01-17T22:27:45.674182828Z,0,2025-01-17T22:27:45.674182828Z,true,2025-01-17T22:31:14.859112308Z,observe,2025-01-17T22:27:45.674182828Z,01JHV629B0XY58E28PJZWN535Q,2025-01-17T22:27:45.674182828Z,true,2025-01-17T22:31:14.840662867Z,true,2025-01-17T22:31:14.865181025Z,01JHV629C8T31VGQQRBQ8F5GTQ,2025-01-17T22:27:45.674182828Z
01JHV6PPRSNF00E0JJ6N400B7X,01JHV69VE2MZBSS2WPDC24SC99,2025-01-17T22:38:54.74575484Z,30,2025-01-17T22:38:54.74575484Z,true,2025-01-17T22:40:13.210227667Z,01JHV69VEDAAXJYYZSSJQD86ZX,2025-01-17T22:38:54.74575484Z,0,2025-01-17T22:38:54.74575484Z,true,2025-01-17T22:39:49.281338068Z,observe,2025-01-17T22:38:54.74575484Z,01JHV6PPR6DG9PB8QEMDZJ53HK,2025-01-17T22:38:54.74575484Z,true,2025-01-17T22:39:49.266757309Z,true,2025-01-17T22:39:49.287300122Z,01JHV6PPRR5FRATJJ3ZH11XM1R,2025-01-17T22:38:54.74575484Z
01JHV5QW4J6C396HN4WHCH62WQ,01JHV50FPJZ7ERW5C47WHC0622,2025-01-17T22:22:04.43471376Z,30,2025-01-17T22:22:04.43471376Z,true,2025-01-17T22:22:53.939122062Z,01JHV50FPVFR8Z1QHNZWY5QBZT,2025-01-17T22:22:04.43471376Z,1,2025-01-17T22:22:04.43471376Z,true,2025-01-17T22:22:34.698262255Z,observe,2025-01-17T22:22:04.43471376Z,01JHV5QW41443F4HJ72KE20G9H,2025-01-17T22:22:04.43471376Z,true,2025-01-17T22:22:34.685295449Z,true,2025-01-17T22:22:34.704458326Z,01JHV5QW4FCXTKZQ86PGRKGY3Q,2025-01-17T22:22:04.43471376Z
01JHV5QW4ZH6SF2TY8TSG9ZERQ,01JHV50FPJZ7ERW5C47WHC0622,2025-01-17T22:22:04.447778836Z,30,2025-01-17T22:22:04.447778836Z,true,2025-01-17T22:23:41.396530736Z,01JHV50FPVFR8Z1QHNZWY5QBZT,2025-01-17T22:22:04.447778836Z,0,2025-01-17T22:22:04.447778836Z,true,2025-01-17T22:23:24.035024661Z,observe,2025-01-17T22:22:04.447778836Z,01JHV5QW4322P9824RE8T3RGCA,2025-01-17T22:22:04.447778836Z,true,2025-01-17T22:23:24.021571192Z,true,2025-01-17T22:23:24.04127563Z,01JHV5QW4XD9WVKMG9ST86QG7V,2025-01-17T22:22:04.447778836Z
01JHV5WB1KRG85Y8ANZMTF3P4M,01JHV57NQJ604KR99FW78YYC5P,2025-01-17T22:24:30.771892445Z,30,2025-01-17T22:24:30.771892445Z,true,2025-01-17T22:27:45.491843261Z,01JHV57NQW2C25054EM8FXPG3N,2025-01-17T22:24:30.771892445Z,0,2025-01-17T22:24:30.771892445Z,true,2025-01-17T22:27:21.645865086Z,observe,2025-01-17T22:24:30.771892445Z,01JHV5WB0DD63R4RZHB4ATYYY7,2025-01-17T22:24:30.771892445Z,true,2025-01-17T22:27:21.633791831Z,true,2025-01-17T22:27:21.650864462Z,01JHV5WB1JM2QYWYEEDYT47HCV,2025-01-17T22:24:30.771892445Z
01JHV6PPSYH3MHZJRKBA89NNWA,01JHV69VE2MZBSS2WPDC24SC99,2025-01-17T22:38:54.782745771Z,30,2025-01-17T22:38:54.782745771Z,true,2025-01-17T22:42:46.474513659Z,01JHV69VEDAAXJYYZSSJQD86ZX,2025-01-17T22:38:54.782745771Z,0,2025-01-17T22:38:54.782745771Z,true,2025-01-17T22:42:25.054195653Z,observe,2025-01-17T22:38:54.782745771Z,01JHV6PPR7HW5KTZ4KSYHS5W4Y,2025-01-17T22:38:54.782745771Z,true,2025-01-17T22:42:25.042014Z,true,2025-01-17T22:42:25.061306173Z,01JHV6PPSXHMA3E8B072ZQ4TCN,2025-01-17T22:38:54.782745771Z
01JHV6PPRG7S1F3HSY2DKXKZAJ,01JHV69VE2MZBSS2WPDC24SC99,2025-01-17T22:38:54.736771392Z,30,2025-01-17T22:38:54.736771392Z,true,2025-01-17T22:39:49.231569256Z,01JHV69VEDAAXJYYZSSJQD86ZX,2025-01-17T22:38:54.736771392Z,1,2025-01-17T22:38:54.736771392Z,true,2025-01-17T22:39:25.007055382Z,observe,2025-01-17T22:38:54.736771392Z,01JHV6PPR184RTRCY8B31PQ5S2,2025-01-17T22:38:54.736771392Z,true,2025-01-17T22:39:24.996456155Z,true,2025-01-17T22:39:25.013201152Z,01JHV6PPRDGH4YR4SC339DRDM2,2025-01-17T22:38:54.736771392Z
01JHV5QW4SFJTKPQFGESN0ZGWG,01JHV50FPJZ7ERW5C47WHC0622,2025-01-17T22:22:04.441643352Z,30,2025-01-17T22:22:04.441643352Z,true,2025-01-17T22:23:23.992941436Z,01JHV50FPVFR8Z1QHNZWY5QBZT,2025-01-17T22:22:04.441643352Z,0,2025-01-17T22:22:04.441643352Z,true,2025-01-17T22:22:53.983361961Z,observe,2025-01-17T22:22:04.441643352Z,01JHV5QW41443F4HJ73645ZR26,2025-01-17T22:22:04.441643352Z,true,2025-01-17T22:22:53.969718726Z,true,2025-01-17T22:22:53.989184754Z,01JHV5QW4QRYQH413WDWAZ373N,2025-01-17T22:22:04.441643352Z
01JHV5QW5FEKDTFN8TQ2X61HPX,01JHV50FPJZ7ERW5C47WHC0622,2025-01-17T22:22:04.463642318Z,30,2025-01-17T22:22:04.463642318Z,true,2025-01-17T22:24:23.772398478Z,01JHV50FPVFR8Z1QHNZWY5QBZT,2025-01-17T22:22:04.463642318Z,0,2025-01-17T22:22:04.463642318Z,true,2025-01-17T22:24:01.49068777Z,observe,2025-01-17T22:22:04.463642318Z,01JHV5QW423M55N4612YM7EQ2T,2025-01-17T22:22:04.463642318Z,true,2025-01-17T22:24:01.474522037Z,true,2025-01-17T22:24:01.500579753Z,01JHV5QW5C8PBS8WSD3STGN3SX,2025-01-17T22:22:04.463642318Z
01JHV5QW69NK1RACK8VG77A6ZT,01JHV50FPJZ7ERW5C47WHC0622,2025-01-17T22:22:04.489680884Z,30,2025-01-17T22:22:04.489680884Z,true,2025-01-17T22:25:39.40744878Z,01JHV50FPVFR8Z1QHNZWY5QBZT,2025-01-17T22:22:04.489680884Z,0,2025-01-17T22:22:04.489680884Z,true,2025-01-17T22:25:09.395898482Z,observe,2025-01-17T22:22:04.489680884Z,01JHV5QW423M55N4614Q130V8S,2025-01-17T22:22:04.489680884Z,true,2025-01-17T22:25:09.380481322Z,true,2025-01-17T22:25:09.403371033Z,01JHV5QW67WBEATTTF3HC2QGVG,2025-01-17T22:22:04.489680884Z
