id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JHV0Y3DRT073XRQYK1HNND0F,01JHTZVVZ4CV5NPTM1YT383DJJ,2025-01-17T20:58:05.624614386Z,21,2025-01-17T20:58:23.62562489Z,01JHTZVVZCV9EEP59HNP8RGY4M,2025-01-17T20:58:05.624614386Z,18,2025-01-17T20:58:23.473359614Z,01JHV0NMPNTG3PDWJ6W2Q1Y6MD,2025-01-17T20:58:05.624614386Z,01JHV0VB4JRWZS144D3FZV42FQ,2025-01-17T20:58:05.624614386Z,01JHV0VB5G98YPZXJQQAKDRY3D,2025-01-17T20:58:05.624614386Z,true,2025-01-17T20:58:23.629037025Z
01JHV16291JCJHPRKCN08R6PVC,01JHTZVTY2BH6PA7FG2K7GCXAJ,2025-01-17T21:02:26.594001382Z,,,01JHTZVTYBEPD5ENGBSTHKH3C5,2025-01-17T21:02:26.594001382Z,,,01JHV0X5840H5NVXFB3GPVGD4R,2025-01-17T21:02:26.594001382Z,01JHV1620WW59177XSFGNQ9Z8W,2025-01-17T21:02:26.594001382Z,01JHV1621F38PEWANSXVHNA2WR,2025-01-17T21:02:26.594001382Z,,
01JHV1RM3Z0NJGJP58XK4JYA9D,01JHTZVSR277TNYCAVABY7D2H3,2025-01-17T21:12:34.687900181Z,34,2025-01-17T21:12:55.880444151Z,01JHTZVSRB1RFPC4TVC0XG9ZA2,2025-01-17T21:12:34.687900181Z,29,2025-01-17T21:12:55.879415011Z,01JHV11HJSHMZ175XR7EN8GFGW,2025-01-17T21:12:34.687900181Z,01JHV1MZ5YB9H2PYQZCXN412K0,2025-01-17T21:12:34.687900181Z,01JHV1MZ71XJW3G2PDVDEPERA5,2025-01-17T21:12:34.687900181Z,true,2025-01-17T21:12:55.885868707Z
01JHV0RVPNCFRT8TJBH53P7HYQ,01JHTZVWD7TTKQEXXT0619B1XR,2025-01-17T20:55:13.877961604Z,39,2025-01-17T20:55:41.695248431Z,01JHTZVWDEDPAG6PW0G7FF8J50,2025-01-17T20:55:13.877961604Z,68,2025-01-17T20:55:41.694384753Z,01JHV0CRH03JS42QW8BW28EGBV,2025-01-17T20:55:13.877961604Z,01JHV0P4841GJJ72EV4G790VNX,2025-01-17T20:55:13.877961604Z,01JHV0P496ST355AG7SGKD25PC,2025-01-17T20:55:13.877961604Z,true,2025-01-17T20:55:41.845326826Z
01JHV16290N0725GN9B2P6411G,01JHTZVTY2BH6PA7FG2K7GCXAJ,2025-01-17T21:02:26.592115587Z,,,01JHTZVTYBEPD5ENGBSTHKH3C5,2025-01-17T21:02:26.592115587Z,,,01JHV0ZEVX4ZARQ1BWSKYG0TP6,2025-01-17T21:02:26.592115587Z,01JHV1620WW59177XSFGNQ9Z8W,2025-01-17T21:02:26.592115587Z,01JHV1621F38PEWANSXVHNA2WR,2025-01-17T21:02:26.592115587Z,,
01JHV24V33A8E909XXCA3F065S,01JHTZVR71WVY5D8T7C00VZJ1H,2025-01-17T21:19:15.043267143Z,46,2025-01-17T21:19:24.587363783Z,01JHTZVR7HF6BMF2X1ZCXF5VQ4,2025-01-17T21:19:15.043267143Z,100,2025-01-17T21:19:24.586097674Z,01JHV1HZZ852RMCXMYBD3H03ZX,2025-01-17T21:19:15.043267143Z,01JHV1Z6ZVHFCSM7VW64C6RE34,2025-01-17T21:19:15.043267143Z,01JHV1Z71S9170RQG1AS225QBR,2025-01-17T21:19:15.043267143Z,true,2025-01-17T21:19:24.596877013Z
01JHV0P4GWXQADZ64801A8A6SY,01JHTZVWD7TTKQEXXT0619B1XR,2025-01-17T20:53:44.604581917Z,,,01JHTZVWDEDPAG6PW0G7FF8J50,2025-01-17T20:53:44.604581917Z,,,01JHV0CRH03JS42QW8BW28EGBV,2025-01-17T20:53:44.604581917Z,01JHV0P483NWR8AP903VVAHFB6,2025-01-17T20:53:44.604581917Z,01JHV0P48TM55BGMSH4PVSQEVH,2025-01-17T20:53:44.604581917Z,,
01JHV16ZDTTMJ4TW404JA0QM2K,01JHTZVVDFMVHHA2T5M9CZ1092,2025-01-17T21:02:56.442176754Z,46,2025-01-17T21:03:13.527197739Z,01JHTZVVDP3Y4116VVEK9V998Y,2025-01-17T21:02:56.442176754Z,35,2025-01-17T21:03:13.525737803Z,01JHV0NW35PJEM6C33Q9D607HT,2025-01-17T21:02:56.442176754Z,01JHV115XWA32A9DGGV7RFR01V,2025-01-17T21:02:56.442176754Z,01JHV115ZCB6MH5VEW2DP85M5D,2025-01-17T21:02:56.442176754Z,true,2025-01-17T21:03:13.527721926Z
01JHV1DV01SPN0TP4CP021JABK,01JHTZVTBJMV04PPKHSG1V1YQS,2025-01-17T21:06:41.281556025Z,,,01JHTZVTBWK92ZX1AA5BAGPHRS,2025-01-17T21:06:41.281556025Z,,,01JHV104A58690FH4GSNXM0Y8Z,2025-01-17T21:06:41.281556025Z,01JHV1A5BGW4Y6GH7FYK7CCGFQ,2025-01-17T21:06:41.281556025Z,01JHV1A5CH5MH8T0YJQVVJT8J3,2025-01-17T21:06:41.281556025Z,,
01JHV1NWQYC8KF56PHH5AAHDGK,01JHTZVSR277TNYCAVABY7D2H3,2025-01-17T21:11:05.214078648Z,100,2025-01-17T21:11:34.510536685Z,01JHTZVSRB1RFPC4TVC0XG9ZA2,2025-01-17T21:11:05.214078648Z,8,2025-01-17T21:11:34.509783654Z,01JHV1DTBH9C0BMNW2J32MFQAV,2025-01-17T21:11:05.214078648Z,01JHV1MZ5VJ5H2563X8DF377G2,2025-01-17T21:11:05.214078648Z,01JHV1MZ6BK9YHSD04A5RMZJ5W,2025-01-17T21:11:05.214078648Z,true,2025-01-17T21:11:34.511131998Z
