id,ended,endedLastChangedAt,index,indexLastChangedAt,batchID,batchIDLastChangedAt,task,taskLastChangedAt,stageIndex,stageIndexLastChangedAt,name,nameLastChangedAt,gameID,gameIDLastChangedAt,start,startLastChangedAt,idx,idxLastChangedAt
01HW3PX9DCXAKNG4WZSKF75RKH,true,2024-04-22T20:13:10.663393386Z,5,2024-04-22T20:10:42.988439633Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:42.988439633Z,Chat,2024-04-22T20:10:42.988439633Z,1,2024-04-22T20:10:43.120975342Z,Round 6 / 12,2024-04-22T20:10:42.988439633Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:42.988439633Z,true,2024-04-22T20:12:50.39597594Z,6,2024-04-22T20:10:42.988439633Z
01HW3Q37NQHT7JJF8KASC3Y2XY,true,2024-04-22T20:14:28.323539323Z,0,2024-04-22T20:13:57.81574743Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.81574743Z,Chat,2024-04-22T20:13:57.81574743Z,1,2024-04-22T20:13:57.896031987Z,Round 1 / 12,2024-04-22T20:13:57.81574743Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.81574743Z,true,2024-04-22T20:13:58.047948039Z,1,2024-04-22T20:13:57.81574743Z
01HW3Q37NSNC4AX3KJHZJ0VT8G,true,2024-04-22T20:15:16.928795413Z,2,2024-04-22T20:13:57.817488593Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.817488593Z,Chat,2024-04-22T20:13:57.817488593Z,1,2024-04-22T20:13:57.923457499Z,Round 3 / 12,2024-04-22T20:13:57.817488593Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.817488593Z,true,2024-04-22T20:14:48.86917416Z,3,2024-04-22T20:13:57.817488593Z
01HW3Q37NVKXJMVHHZKBTMEBZE,true,2024-04-22T20:15:47.094098504Z,3,2024-04-22T20:13:57.819349112Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.819349112Z,Chat,2024-04-22T20:13:57.819349112Z,1,2024-04-22T20:13:57.93115647Z,Round 4 / 12,2024-04-22T20:13:57.819349112Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.819349112Z,true,2024-04-22T20:15:16.942858745Z,4,2024-04-22T20:13:57.819349112Z
01HW3Q37NWP9K1AW6KV4KKJHG5,true,2024-04-22T20:16:02.474255227Z,4,2024-04-22T20:13:57.820868089Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.820868089Z,Chat,2024-04-22T20:13:57.820868089Z,1,2024-04-22T20:13:57.97505073Z,Round 5 / 12,2024-04-22T20:13:57.820868089Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.820868089Z,true,2024-04-22T20:15:47.106017415Z,5,2024-04-22T20:13:57.820868089Z
01HW3Q37NXXTJMFSJJSYS9VWKH,true,2024-04-22T20:16:42.083353656Z,6,2024-04-22T20:13:57.821952267Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.821952267Z,Chat,2024-04-22T20:13:57.821952267Z,1,2024-04-22T20:13:57.896031987Z,Round 7 / 12,2024-04-22T20:13:57.821952267Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.821952267Z,true,2024-04-22T20:16:20.163202222Z,7,2024-04-22T20:13:57.821952267Z
01HW3Q37NZ3R612SRJ1SQ4QNTG,true,2024-04-22T20:16:20.150486341Z,5,2024-04-22T20:13:57.823145995Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.823145995Z,Chat,2024-04-22T20:13:57.823145995Z,1,2024-04-22T20:13:57.880027231Z,Round 6 / 12,2024-04-22T20:13:57.823145995Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.823145995Z,true,2024-04-22T20:16:02.515050906Z,6,2024-04-22T20:13:57.823145995Z
01HW3Q37P0RFJCXADHBTDAQE73,true,2024-04-22T20:17:40.777334028Z,9,2024-04-22T20:13:57.82423051Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.82423051Z,Chat,2024-04-22T20:13:57.82423051Z,1,2024-04-22T20:13:57.959800823Z,Round 10 / 12,2024-04-22T20:13:57.82423051Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.82423051Z,true,2024-04-22T20:17:29.726056661Z,10,2024-04-22T20:13:57.82423051Z
01HW3Q37P11P9YRWY6THQ7V942,true,2024-04-22T20:18:21.771428479Z,11,2024-04-22T20:13:57.825519548Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.825519548Z,Chat,2024-04-22T20:13:57.825519548Z,1,2024-04-22T20:13:57.967514223Z,Round 12 / 12,2024-04-22T20:13:57.825519548Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.825519548Z,true,2024-04-22T20:18:09.099070675Z,12,2024-04-22T20:13:57.825519548Z
01HW3Q37P23C48G4PDYZ553ZH8,true,2024-04-22T20:17:29.711042791Z,8,2024-04-22T20:13:57.826550807Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.826550807Z,Chat,2024-04-22T20:13:57.826550807Z,1,2024-04-22T20:13:58.069657027Z,Round 9 / 12,2024-04-22T20:13:57.826550807Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.826550807Z,true,2024-04-22T20:16:59.587752066Z,9,2024-04-22T20:13:57.826550807Z
01HW3Q37P581M4HNKPKBFWTDKD,true,2024-04-22T20:18:09.084935761Z,10,2024-04-22T20:13:57.82909785Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.82909785Z,Chat,2024-04-22T20:13:57.82909785Z,1,2024-04-22T20:13:57.959800823Z,Round 11 / 12,2024-04-22T20:13:57.82909785Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.82909785Z,true,2024-04-22T20:17:40.813175576Z,11,2024-04-22T20:13:57.82909785Z
01HW3Q37P6KDT3BP6BB5YHY554,true,2024-04-22T20:16:59.570637391Z,7,2024-04-22T20:13:57.830088238Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.830088238Z,Chat,2024-04-22T20:13:57.830088238Z,1,2024-04-22T20:13:57.959800823Z,Round 8 / 12,2024-04-22T20:13:57.830088238Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.830088238Z,true,2024-04-22T20:16:42.097614677Z,8,2024-04-22T20:13:57.830088238Z
01HW3Q37P700Y82J8GACG07F9N,true,2024-04-22T20:14:48.853055123Z,1,2024-04-22T20:13:57.831342125Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.831342125Z,Chat,2024-04-22T20:13:57.831342125Z,1,2024-04-22T20:13:57.96356301Z,Round 2 / 12,2024-04-22T20:13:57.831342125Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.831342125Z,true,2024-04-22T20:14:28.349319644Z,2,2024-04-22T20:13:57.831342125Z
01HW3Q8K5VX8970RAR9YB9Y4KB,true,2024-04-22T20:17:24.060685361Z,0,2024-04-22T20:16:53.435705039Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.435705039Z,Chat,2024-04-22T20:16:53.435705039Z,1,2024-04-22T20:16:53.576690931Z,Round 1 / 12,2024-04-22T20:16:53.435705039Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.435705039Z,true,2024-04-22T20:16:53.731136485Z,1,2024-04-22T20:16:53.435705039Z
01HW3Q8K5ZWRXM39DG5VNV4D6M,true,2024-04-22T20:21:14.096059332Z,10,2024-04-22T20:16:53.439999416Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.439999416Z,Chat,2024-04-22T20:16:53.439999416Z,1,2024-04-22T20:16:53.625324331Z,Round 11 / 12,2024-04-22T20:16:53.439999416Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.439999416Z,true,2024-04-22T20:20:59.244151359Z,11,2024-04-22T20:16:53.439999416Z
01HW3Q8K61CHYQPZP9QR1M2K1N,true,2024-04-22T20:18:20.501084555Z,2,2024-04-22T20:16:53.441592798Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.441592798Z,Chat,2024-04-22T20:16:53.441592798Z,1,2024-04-22T20:16:53.526293813Z,Round 3 / 12,2024-04-22T20:16:53.441592798Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.441592798Z,true,2024-04-22T20:17:50.879718448Z,3,2024-04-22T20:16:53.441592798Z
01HW3Q8K628FQX2X7S66P8CH81,true,2024-04-22T20:18:49.239435931Z,3,2024-04-22T20:16:53.442953808Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.442953808Z,Chat,2024-04-22T20:16:53.442953808Z,1,2024-04-22T20:16:53.584324067Z,Round 4 / 12,2024-04-22T20:16:53.442953808Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.442953808Z,true,2024-04-22T20:18:20.521588121Z,4,2024-04-22T20:16:53.442953808Z
01HW3Q8K64MZERDNB8XHHDBYPD,true,2024-04-22T20:19:14.379451298Z,4,2024-04-22T20:16:53.44452506Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.44452506Z,Chat,2024-04-22T20:16:53.44452506Z,1,2024-04-22T20:16:53.717924147Z,Round 5 / 12,2024-04-22T20:16:53.44452506Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.44452506Z,true,2024-04-22T20:18:49.263972256Z,5,2024-04-22T20:16:53.44452506Z
01HW3Q8K66BTX54K7RDPX3M73E,true,2024-04-22T20:19:30.600834602Z,5,2024-04-22T20:16:53.446039912Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.446039912Z,Chat,2024-04-22T20:16:53.446039912Z,1,2024-04-22T20:16:53.707633574Z,Round 6 / 12,2024-04-22T20:16:53.446039912Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.446039912Z,true,2024-04-22T20:19:14.40336863Z,6,2024-04-22T20:16:53.446039912Z
01HW3Q8K67CCT564FQR2MXA1JS,true,2024-04-22T20:20:00.743477094Z,6,2024-04-22T20:16:53.447417307Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.447417307Z,Chat,2024-04-22T20:16:53.447417307Z,1,2024-04-22T20:16:53.702464044Z,Round 7 / 12,2024-04-22T20:16:53.447417307Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.447417307Z,true,2024-04-22T20:19:30.616776829Z,7,2024-04-22T20:16:53.447417307Z
01HW3Q8K68QHXTJTCNMRFPT2H3,true,2024-04-22T20:20:16.694559351Z,7,2024-04-22T20:16:53.448726924Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.448726924Z,Chat,2024-04-22T20:16:53.448726924Z,1,2024-04-22T20:16:53.702464044Z,Round 8 / 12,2024-04-22T20:16:53.448726924Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.448726924Z,true,2024-04-22T20:20:00.77027872Z,8,2024-04-22T20:16:53.448726924Z
01HW3Q8K6AZ124BZM8GV1EB327,true,2024-04-22T20:20:37.613932883Z,8,2024-04-22T20:16:53.450188843Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.450188843Z,Chat,2024-04-22T20:16:53.450188843Z,1,2024-04-22T20:16:53.526293813Z,Round 9 / 12,2024-04-22T20:16:53.450188843Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.450188843Z,true,2024-04-22T20:20:16.706616906Z,9,2024-04-22T20:16:53.450188843Z
01HW3Q8K6BPP9Q6QQ1ZRDGKH2Y,true,2024-04-22T20:20:59.225293064Z,9,2024-04-22T20:16:53.451833061Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.451833061Z,Chat,2024-04-22T20:16:53.451833061Z,1,2024-04-22T20:16:53.537428922Z,Round 10 / 12,2024-04-22T20:16:53.451833061Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.451833061Z,true,2024-04-22T20:20:37.636538213Z,10,2024-04-22T20:16:53.451833061Z
01HW3Q8K6E2R18DR7VW96SW77S,true,2024-04-22T20:17:50.850540657Z,1,2024-04-22T20:16:53.454332746Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.454332746Z,Chat,2024-04-22T20:16:53.454332746Z,1,2024-04-22T20:16:53.537428922Z,Round 2 / 12,2024-04-22T20:16:53.454332746Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.454332746Z,true,2024-04-22T20:17:24.095810103Z,2,2024-04-22T20:16:53.454332746Z
01HW3Q8K6FB5RS1EWKSQ9M8HA6,true,2024-04-22T20:21:26.244239711Z,11,2024-04-22T20:16:53.455854712Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.455854712Z,Chat,2024-04-22T20:16:53.455854712Z,1,2024-04-22T20:16:53.634154364Z,Round 12 / 12,2024-04-22T20:16:53.455854712Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.455854712Z,true,2024-04-22T20:21:14.122510291Z,12,2024-04-22T20:16:53.455854712Z
01HW3QD7YGBTX139JVRF87AGR1,true,2024-04-22T20:19:56.355161409Z,0,2024-04-22T20:19:25.776822548Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.776822548Z,Chat,2024-04-22T20:19:25.776822548Z,1,2024-04-22T20:19:25.865599091Z,Round 1 / 12,2024-04-22T20:19:25.776822548Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.776822548Z,true,2024-04-22T20:19:25.959318414Z,1,2024-04-22T20:19:25.776822548Z
01HW3QD7YNQGN7S0Z30GMKXM5F,true,2024-04-22T20:20:15.595381621Z,1,2024-04-22T20:19:25.781078169Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.781078169Z,Chat,2024-04-22T20:19:25.781078169Z,1,2024-04-22T20:19:25.898383135Z,Round 2 / 12,2024-04-22T20:19:25.781078169Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.781078169Z,true,2024-04-22T20:19:56.370487492Z,2,2024-04-22T20:19:25.781078169Z
01HW3QD7YRZVRNN106PEB1Q0ZY,true,2024-04-22T20:20:43.799375915Z,2,2024-04-22T20:19:25.784728592Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.784728592Z,Chat,2024-04-22T20:19:25.784728592Z,1,2024-04-22T20:19:25.898383135Z,Round 3 / 12,2024-04-22T20:19:25.784728592Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.784728592Z,true,2024-04-22T20:20:15.613080464Z,3,2024-04-22T20:19:25.784728592Z
01HW3QD7YXQ9ZE8YSGHE6GT07S,true,2024-04-22T20:20:59.410821872Z,3,2024-04-22T20:19:25.789741899Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.789741899Z,Chat,2024-04-22T20:19:25.789741899Z,1,2024-04-22T20:19:25.98859202Z,Round 4 / 12,2024-04-22T20:19:25.789741899Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.789741899Z,true,2024-04-22T20:20:43.816754726Z,4,2024-04-22T20:19:25.789741899Z
01HW3QD7YZRV9M337CVTB17675,true,2024-04-22T20:21:16.885416019Z,4,2024-04-22T20:19:25.791840221Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.791840221Z,Chat,2024-04-22T20:19:25.791840221Z,1,2024-04-22T20:19:25.934749036Z,Round 5 / 12,2024-04-22T20:19:25.791840221Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.791840221Z,true,2024-04-22T20:20:59.433366964Z,5,2024-04-22T20:19:25.791840221Z
01HW3QD7Z2KF0WAJV76ZNVYPD1,true,2024-04-22T20:21:27.475490055Z,5,2024-04-22T20:19:25.794327647Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.794327647Z,Chat,2024-04-22T20:19:25.794327647Z,1,2024-04-22T20:19:25.898383135Z,Round 6 / 12,2024-04-22T20:19:25.794327647Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.794327647Z,true,2024-04-22T20:21:16.900998259Z,6,2024-04-22T20:19:25.794327647Z
01HW3QD7Z452SYTG2YZDRJA0RR,true,2024-04-22T20:22:00.723900543Z,7,2024-04-22T20:19:25.796947287Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.796947287Z,Chat,2024-04-22T20:19:25.796947287Z,1,2024-04-22T20:19:25.990144302Z,Round 8 / 12,2024-04-22T20:19:25.796947287Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.796947287Z,true,2024-04-22T20:21:49.533163173Z,8,2024-04-22T20:19:25.796947287Z
01HW3QD7Z6SE6HCEDMHVGADB6E,true,2024-04-22T20:21:49.511505079Z,6,2024-04-22T20:19:25.798811417Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.798811417Z,Chat,2024-04-22T20:19:25.798811417Z,1,2024-04-22T20:19:25.898383135Z,Round 7 / 12,2024-04-22T20:19:25.798811417Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.798811417Z,true,2024-04-22T20:21:27.491520784Z,7,2024-04-22T20:19:25.798811417Z
01HW3QD7Z915ZPBCQ9189H1MXY,true,2024-04-22T20:22:14.479715227Z,8,2024-04-22T20:19:25.80123526Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.80123526Z,Chat,2024-04-22T20:19:25.80123526Z,1,2024-04-22T20:19:25.898383135Z,Round 9 / 12,2024-04-22T20:19:25.80123526Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.80123526Z,true,2024-04-22T20:22:00.751432556Z,9,2024-04-22T20:19:25.80123526Z
01HW3QD7ZB1GZJWXPNDXT1AJGN,true,2024-04-22T20:22:25.007880467Z,9,2024-04-22T20:19:25.803577176Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.803577176Z,Chat,2024-04-22T20:19:25.803577176Z,1,2024-04-22T20:19:26.008612719Z,Round 10 / 12,2024-04-22T20:19:25.803577176Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.803577176Z,true,2024-04-22T20:22:14.50010684Z,10,2024-04-22T20:19:25.803577176Z
01HW3QD7ZE5FQSZY5PGJ2DX4AK,true,2024-04-22T20:22:39.538571611Z,10,2024-04-22T20:19:25.806657073Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.806657073Z,Chat,2024-04-22T20:19:25.806657073Z,1,2024-04-22T20:19:25.996256137Z,Round 11 / 12,2024-04-22T20:19:25.806657073Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.806657073Z,true,2024-04-22T20:22:25.023802321Z,11,2024-04-22T20:19:25.806657073Z
01HW3QD7ZG10NBXJ729RG0HGE6,true,2024-04-22T20:22:47.413168116Z,11,2024-04-22T20:19:25.808817513Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.808817513Z,Chat,2024-04-22T20:19:25.808817513Z,1,2024-04-22T20:19:26.074414116Z,Round 12 / 12,2024-04-22T20:19:25.808817513Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.808817513Z,true,2024-04-22T20:22:39.558774186Z,12,2024-04-22T20:19:25.808817513Z
01HW3QNTWQ6BA3H39WHQEXJF3V,true,2024-04-22T20:24:37.932825859Z,0,2024-04-22T20:24:07.319444231Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.319444231Z,Chat,2024-04-22T20:24:07.319444231Z,1,2024-04-22T20:24:07.41688007Z,Round 1 / 12,2024-04-22T20:24:07.319444231Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.319444231Z,true,2024-04-22T20:24:07.463043992Z,1,2024-04-22T20:24:07.319444231Z
01HW3QNTWTPJ3FTEZTBH1FSVJ1,true,2024-04-22T20:25:04.426357835Z,1,2024-04-22T20:24:07.322638138Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.322638138Z,Chat,2024-04-22T20:24:07.322638138Z,1,2024-04-22T20:24:07.436536995Z,Round 2 / 12,2024-04-22T20:24:07.322638138Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.322638138Z,true,2024-04-22T20:24:37.952059378Z,2,2024-04-22T20:24:07.322638138Z
01HW3QNTWZB42M0NDCGSSQ9R2X,true,2024-04-22T20:25:23.141748682Z,2,2024-04-22T20:24:07.327355367Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.327355367Z,Chat,2024-04-22T20:24:07.327355367Z,1,2024-04-22T20:24:07.436536995Z,Round 3 / 12,2024-04-22T20:24:07.327355367Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.327355367Z,true,2024-04-22T20:25:04.452635635Z,3,2024-04-22T20:24:07.327355367Z
01HW3QNTX1RCNZNCN1ZH4A3PMM,true,2024-04-22T20:25:53.323815258Z,3,2024-04-22T20:24:07.330105218Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.330105218Z,Chat,2024-04-22T20:24:07.330105218Z,1,2024-04-22T20:24:07.436536995Z,Round 4 / 12,2024-04-22T20:24:07.330105218Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.330105218Z,true,2024-04-22T20:25:23.160675021Z,4,2024-04-22T20:24:07.330105218Z
01HW3QNTX72TRQ7EGPSK4S8ZA0,true,2024-04-22T20:26:06.610756766Z,4,2024-04-22T20:24:07.335422163Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.335422163Z,Chat,2024-04-22T20:24:07.335422163Z,1,2024-04-22T20:24:07.446785946Z,Round 5 / 12,2024-04-22T20:24:07.335422163Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.335422163Z,true,2024-04-22T20:25:53.357550881Z,5,2024-04-22T20:24:07.335422163Z
01HW3QNTXAJF1GKDF69AS3X7J6,true,2024-04-22T20:26:31.097960746Z,5,2024-04-22T20:24:07.338309234Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.338309234Z,Chat,2024-04-22T20:24:07.338309234Z,1,2024-04-22T20:24:07.436536995Z,Round 6 / 12,2024-04-22T20:24:07.338309234Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.338309234Z,true,2024-04-22T20:26:06.631582609Z,6,2024-04-22T20:24:07.338309234Z
01HW3QNTXE3CADR5PNVB7Z7TWZ,true,2024-04-22T20:26:56.934904545Z,6,2024-04-22T20:24:07.342234593Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.342234593Z,Chat,2024-04-22T20:24:07.342234593Z,1,2024-04-22T20:24:07.50124926Z,Round 7 / 12,2024-04-22T20:24:07.342234593Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.342234593Z,true,2024-04-22T20:26:31.121902329Z,7,2024-04-22T20:24:07.342234593Z
01HW3QNTXH3SSCMNMTVAP37BD8,true,2024-04-22T20:27:26.099420553Z,7,2024-04-22T20:24:07.345304788Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.345304788Z,Chat,2024-04-22T20:24:07.345304788Z,1,2024-04-22T20:24:07.577052833Z,Round 8 / 12,2024-04-22T20:24:07.345304788Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.345304788Z,true,2024-04-22T20:26:56.954590683Z,8,2024-04-22T20:24:07.345304788Z
01HW3QNTXN24SJBEVE5ER863SP,true,2024-04-22T20:27:43.135522587Z,8,2024-04-22T20:24:07.349734932Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.349734932Z,Chat,2024-04-22T20:24:07.349734932Z,1,2024-04-22T20:24:07.532483548Z,Round 9 / 12,2024-04-22T20:24:07.349734932Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.349734932Z,true,2024-04-22T20:27:26.142708305Z,9,2024-04-22T20:24:07.349734932Z
01HW3QNTXSQMTHCM4N2KBM2H8A,true,2024-04-22T20:28:13.331945326Z,9,2024-04-22T20:24:07.35345231Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.35345231Z,Chat,2024-04-22T20:24:07.35345231Z,1,2024-04-22T20:24:07.509590546Z,Round 10 / 12,2024-04-22T20:24:07.35345231Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.35345231Z,true,2024-04-22T20:27:43.154297819Z,10,2024-04-22T20:24:07.35345231Z
01HW3QNTXV4Q7N4JCH42XXESXZ,true,2024-04-22T20:28:40.298050295Z,10,2024-04-22T20:24:07.355888435Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.355888435Z,Chat,2024-04-22T20:24:07.355888435Z,1,2024-04-22T20:24:07.522767248Z,Round 11 / 12,2024-04-22T20:24:07.355888435Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.355888435Z,true,2024-04-22T20:28:13.354049844Z,11,2024-04-22T20:24:07.355888435Z
01HW3QNTXYD31B6SV2ZHQ65KE1,true,2024-04-22T20:28:51.624155772Z,11,2024-04-22T20:24:07.358252766Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.358252766Z,Chat,2024-04-22T20:24:07.358252766Z,1,2024-04-22T20:24:07.522767248Z,Round 12 / 12,2024-04-22T20:24:07.358252766Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.358252766Z,true,2024-04-22T20:28:40.340110089Z,12,2024-04-22T20:24:07.358252766Z
01HW3QQ2CXNR41QH9K1RNFB8T3,true,2024-04-22T20:25:18.503554801Z,0,2024-04-22T20:24:47.773726127Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:24:47.773726127Z,Chat,2024-04-22T20:24:47.773726127Z,1,2024-04-22T20:24:47.857258606Z,Round 1 / 12,2024-04-22T20:24:47.773726127Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:24:47.773726127Z,true,2024-04-22T20:24:47.901290423Z,1,2024-04-22T20:24:47.773726127Z
01HW3QQ2D641KWW1GCE82JA6EY,true,2024-04-22T20:25:48.13463625Z,1,2024-04-22T20:24:47.78214097Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:24:47.78214097Z,Chat,2024-04-22T20:24:47.78214097Z,1,2024-04-22T20:24:47.866194829Z,Round 2 / 12,2024-04-22T20:24:47.78214097Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:24:47.78214097Z,true,2024-04-22T20:25:18.519500638Z,2,2024-04-22T20:24:47.78214097Z
