id,name,nameLastChangedAt,start,startLastChangedAt,ended,endedLastChangedAt,roundID,roundIDLastChangedAt,timerID,timerIDLastChangedAt,index,indexLastChangedAt,duration,durationLastChangedAt,gameID,gameIDLastChangedAt,batchID,batchIDLastChangedAt,initialized,initializedLastChangedAt,started,startedLastChangedAt,status,statusLastChangedAt,endedReason,endedReasonLastChangedAt
01HW3PSJ383XG9HSX80YETD75K,observe,2024-04-22T20:08:40.808585777Z,true,2024-04-22T20:11:45.866520997Z,true,2024-04-22T20:12:00.022663553Z,01HW3PSHZWE95G629W3KJDA0HX,2024-04-22T20:08:40.808585777Z,01HW3PSJ27YS30BEVPS9NGBV3Z,2024-04-22T20:08:40.808585777Z,0,2024-04-22T20:08:40.808585777Z,30,2024-04-22T20:08:40.808585777Z,01HW3PE9R68Y9AQWRWZPQZD4JK,2024-04-22T20:08:40.808585777Z,01HW3PE9QTEKARXDQWMQZCY713,2024-04-22T20:08:40.808585777Z,true,2024-04-22T20:11:45.909029538Z,true,2024-04-22T20:11:45.922635678Z,,,,
01HW3PSJ3DYMKZA992BB9B0RMX,observe,2024-04-22T20:08:40.81323391Z,true,2024-04-22T20:10:44.493838729Z,true,2024-04-22T20:11:05.456626804Z,01HW3PSHZWE95G629W45SBZYG5,2024-04-22T20:08:40.81323391Z,01HW3PSJ26HJMXZ2982AJ32ZY2,2024-04-22T20:08:40.81323391Z,0,2024-04-22T20:08:40.81323391Z,30,2024-04-22T20:08:40.81323391Z,01HW3PE9R68Y9AQWRWZPQZD4JK,2024-04-22T20:08:40.81323391Z,01HW3PE9QTEKARXDQWMQZCY713,2024-04-22T20:08:40.81323391Z,true,2024-04-22T20:10:44.519032929Z,true,2024-04-22T20:10:44.529108273Z,,,,
01HW3PSJ3F382M9W2JJQ8YQ0FJ,observe,2024-04-22T20:08:40.815872167Z,true,2024-04-22T20:11:33.523120203Z,true,2024-04-22T20:11:45.785918193Z,01HW3PSHZVP50XNPEH7CRRD11Q,2024-04-22T20:08:40.815872167Z,01HW3PSJ27YS30BEVPS5T6HR4G,2024-04-22T20:08:40.815872167Z,0,2024-04-22T20:08:40.815872167Z,30,2024-04-22T20:08:40.815872167Z,01HW3PE9R68Y9AQWRWZPQZD4JK,2024-04-22T20:08:40.815872167Z,01HW3PE9QTEKARXDQWMQZCY713,2024-04-22T20:08:40.815872167Z,true,2024-04-22T20:11:33.548773132Z,true,2024-04-22T20:11:33.559715595Z,,,,
01HW3PSJ6T3T3VSYZF0FTJKT65,observe,2024-04-22T20:08:40.922681882Z,true,2024-04-22T20:12:00.097374995Z,true,2024-04-22T20:12:15.653484096Z,01HW3PSJ00CY1418MKQ1FTBGJC,2024-04-22T20:08:40.922681882Z,01HW3PSJ27YS30BEVPSJSG08Y8,2024-04-22T20:08:40.922681882Z,0,2024-04-22T20:08:40.922681882Z,30,2024-04-22T20:08:40.922681882Z,01HW3PE9R68Y9AQWRWZPQZD4JK,2024-04-22T20:08:40.922681882Z,01HW3PE9QTEKARXDQWMQZCY713,2024-04-22T20:08:40.922681882Z,true,2024-04-22T20:12:00.124017606Z,true,2024-04-22T20:12:00.14376858Z,,,,
01HW3PSJ6WP21AREGF9W1TJZBJ,observe,2024-04-22T20:08:40.924206162Z,true,2024-04-22T20:10:13.311728841Z,true,2024-04-22T20:10:25.446774742Z,01HW3PSJ018C9FA74C82KM9NZR,2024-04-22T20:08:40.924206162Z,01HW3PSJ27YS30BEVPSMWDE8FV,2024-04-22T20:08:40.924206162Z,0,2024-04-22T20:08:40.924206162Z,30,2024-04-22T20:08:40.924206162Z,01HW3PE9R68Y9AQWRWZPQZD4JK,2024-04-22T20:08:40.924206162Z,01HW3PE9QTEKARXDQWMQZCY713,2024-04-22T20:08:40.924206162Z,true,2024-04-22T20:10:13.347081718Z,true,2024-04-22T20:10:13.363715951Z,,,,
01HW3PSJ6YYBJ3QSNE379G3Q7H,observe,2024-04-22T20:08:40.926742265Z,true,2024-04-22T20:11:17.925740106Z,true,2024-04-22T20:11:33.457082319Z,01HW3PSHZSV0SJ99Q338TH15G4,2024-04-22T20:08:40.926742265Z,01HW3PSJ2986W0FR93VDB08W6P,2024-04-22T20:08:40.926742265Z,0,2024-04-22T20:08:40.926742265Z,30,2024-04-22T20:08:40.926742265Z,01HW3PE9R68Y9AQWRWZPQZD4JK,2024-04-22T20:08:40.926742265Z,01HW3PE9QTEKARXDQWMQZCY713,2024-04-22T20:08:40.926742265Z,true,2024-04-22T20:11:17.954112374Z,true,2024-04-22T20:11:17.965394195Z,,,,
01HW3PX9FYMV06MFZEDDJQRGHN,observe,2024-04-22T20:10:43.07046403Z,true,2024-04-22T20:10:43.358768414Z,true,2024-04-22T20:11:13.443448947Z,01HW3PX9CXQ4SVTCZZQ9HPKVV7,2024-04-22T20:10:43.07046403Z,01HW3PX9FPQRCPHT3CM8TZ2HQN,2024-04-22T20:10:43.07046403Z,0,2024-04-22T20:10:43.07046403Z,30,2024-04-22T20:10:43.07046403Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:43.07046403Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:43.07046403Z,true,2024-04-22T20:10:43.426626205Z,true,2024-04-22T20:10:43.439190695Z,,,,
01HW3PX9GJWMKRADNSFDSSP26Y,observe,2024-04-22T20:10:43.090995497Z,true,2024-04-22T20:11:40.008840908Z,true,2024-04-22T20:12:05.531168482Z,01HW3PX9D0KGVWXVY43MNVYYBF,2024-04-22T20:10:43.090995497Z,01HW3PX9FRAT6QGA0FNRAF43JH,2024-04-22T20:10:43.090995497Z,0,2024-04-22T20:10:43.090995497Z,30,2024-04-22T20:10:43.090995497Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:43.090995497Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:43.090995497Z,true,2024-04-22T20:11:40.039521303Z,true,2024-04-22T20:11:40.05214165Z,,,,
01HW3PX9GPTBW5DYC080VTKWBA,observe,2024-04-22T20:10:43.094049661Z,true,2024-04-22T20:11:13.512017227Z,true,2024-04-22T20:11:39.937992958Z,01HW3PX9CZ9481E2DQW5HE8XDD,2024-04-22T20:10:43.094049661Z,01HW3PX9FQKA1XEJP1560BP605,2024-04-22T20:10:43.094049661Z,0,2024-04-22T20:10:43.094049661Z,30,2024-04-22T20:10:43.094049661Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:43.094049661Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:43.094049661Z,true,2024-04-22T20:11:13.54343974Z,true,2024-04-22T20:11:13.553630569Z,,,,
01HW3PX9GV987CFNVR0JF6AFCP,observe,2024-04-22T20:10:43.099067402Z,true,2024-04-22T20:14:24.862404932Z,true,2024-04-22T20:14:37.616223261Z,01HW3PX9D3GKHX52P20A3NM86T,2024-04-22T20:10:43.099067402Z,01HW3PX9FZ4E6ARX21W4GS7P39,2024-04-22T20:10:43.099067402Z,0,2024-04-22T20:10:43.099067402Z,30,2024-04-22T20:10:43.099067402Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:43.099067402Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:43.099067402Z,true,2024-04-22T20:14:24.927621451Z,true,2024-04-22T20:14:24.946328032Z,,,,
01HW3PX9GV987CFNVR13FE7HW2,observe,2024-04-22T20:10:43.099830228Z,true,2024-04-22T20:13:32.264433582Z,true,2024-04-22T20:13:58.550360499Z,01HW3PX9DA4T13WTQ0PWH55CG6,2024-04-22T20:10:43.099830228Z,01HW3PX9FZ4E6ARX21W6ZQTPJQ,2024-04-22T20:10:43.099830228Z,0,2024-04-22T20:10:43.099830228Z,30,2024-04-22T20:10:43.099830228Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:43.099830228Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:43.099830228Z,true,2024-04-22T20:13:32.296764327Z,true,2024-04-22T20:13:32.314126074Z,,,,
01HW3PX9GWCMHHQTK3X8BNTCXS,observe,2024-04-22T20:10:43.100441934Z,true,2024-04-22T20:13:58.609407127Z,true,2024-04-22T20:14:12.184894575Z,01HW3PX9D6G3PQ2FA3M7AW66V1,2024-04-22T20:10:43.100441934Z,01HW3PX9FZ4E6ARX21W9ES6R3Y,2024-04-22T20:10:43.100441934Z,0,2024-04-22T20:10:43.100441934Z,30,2024-04-22T20:10:43.100441934Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:43.100441934Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:43.100441934Z,true,2024-04-22T20:13:58.637099509Z,true,2024-04-22T20:13:58.650007132Z,,,,
01HW3PX9H2H96YDB6H6PBP5G1G,observe,2024-04-22T20:10:43.106460445Z,true,2024-04-22T20:14:12.274226711Z,true,2024-04-22T20:14:24.746989638Z,01HW3PX9D5TZN1A9Q4T9P323XZ,2024-04-22T20:10:43.106460445Z,01HW3PX9FZ4E6ARX21W9ZVH1YA,2024-04-22T20:10:43.106460445Z,0,2024-04-22T20:10:43.106460445Z,30,2024-04-22T20:10:43.106460445Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:43.106460445Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:43.106460445Z,true,2024-04-22T20:14:12.306069258Z,true,2024-04-22T20:14:12.32181743Z,,,,
01HW3PX9HBN4Q4AZE332APHV5V,observe,2024-04-22T20:10:43.115945913Z,true,2024-04-22T20:13:10.731882724Z,true,2024-04-22T20:13:32.184682336Z,01HW3PX9D92ZS6TDQ0R77ATGGS,2024-04-22T20:10:43.115945913Z,01HW3PX9GC7SYTYXQFRYS9XE1C,2024-04-22T20:10:43.115945913Z,0,2024-04-22T20:10:43.115945913Z,30,2024-04-22T20:10:43.115945913Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:43.115945913Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:43.115945913Z,true,2024-04-22T20:13:10.765281278Z,true,2024-04-22T20:13:10.77698378Z,,,,
01HW3PX9HC801TCRYPK1MPP5P3,observe,2024-04-22T20:10:43.116847883Z,true,2024-04-22T20:12:50.464615824Z,true,2024-04-22T20:13:10.647889511Z,01HW3PX9DCXAKNG4WZSKF75RKH,2024-04-22T20:10:43.116847883Z,01HW3PX9GC7SYTYXQFS10N9NZC,2024-04-22T20:10:43.116847883Z,0,2024-04-22T20:10:43.116847883Z,30,2024-04-22T20:10:43.116847883Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:43.116847883Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:43.116847883Z,true,2024-04-22T20:12:50.523670344Z,true,2024-04-22T20:12:50.543023934Z,,,,
01HW3PX9HF6C7BARTJWTNXDW1G,observe,2024-04-22T20:10:43.119962214Z,true,2024-04-22T20:12:29.951577119Z,true,2024-04-22T20:12:50.354891569Z,01HW3PX9D7CM8PF2JXKZFNXM6A,2024-04-22T20:10:43.119962214Z,01HW3PX9GC7SYTYXQFRZB47CBN,2024-04-22T20:10:43.119962214Z,0,2024-04-22T20:10:43.119962214Z,30,2024-04-22T20:10:43.119962214Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:43.119962214Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:43.119962214Z,true,2024-04-22T20:12:29.995981332Z,true,2024-04-22T20:12:30.015426401Z,,,,
01HW3PX9HJKPD88Q89P3TW1EEC,observe,2024-04-22T20:10:43.122669719Z,true,2024-04-22T20:14:37.69065081Z,true,2024-04-22T20:14:50.630373856Z,01HW3PX9D26SNN1G95RN68R05C,2024-04-22T20:10:43.122669719Z,01HW3PX9GEPHPW9J0SGSQWTBX0,2024-04-22T20:10:43.122669719Z,0,2024-04-22T20:10:43.122669719Z,30,2024-04-22T20:10:43.122669719Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:43.122669719Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:43.122669719Z,true,2024-04-22T20:14:37.723994025Z,true,2024-04-22T20:14:37.743521714Z,,,,
01HW3PX9MPHJW6HEXN42XHM901,observe,2024-04-22T20:10:43.222707768Z,true,2024-04-22T20:12:05.654317185Z,true,2024-04-22T20:12:29.851236073Z,01HW3PX9DBKYFFDQJ6NXD4GP2R,2024-04-22T20:10:43.222707768Z,01HW3PX9GGZ70YJ3081XST4F5K,2024-04-22T20:10:43.222707768Z,0,2024-04-22T20:10:43.222707768Z,30,2024-04-22T20:10:43.222707768Z,01HW3P14566GAGD7QQT89CRJ3R,2024-04-22T20:10:43.222707768Z,01HW3P144W8XP2A8F4CWWHDNRK,2024-04-22T20:10:43.222707768Z,true,2024-04-22T20:12:05.698816509Z,true,2024-04-22T20:12:05.720061196Z,,,,
01HW3Q37QMHHHYM2DNH9A0A622,observe,2024-04-22T20:13:57.876173686Z,true,2024-04-22T20:16:02.601845672Z,true,2024-04-22T20:16:20.139750921Z,01HW3Q37NZ3R612SRJ1SQ4QNTG,2024-04-22T20:13:57.876173686Z,01HW3Q37PKWHZF6Q0WGX5KX0KG,2024-04-22T20:13:57.876173686Z,0,2024-04-22T20:13:57.876173686Z,30,2024-04-22T20:13:57.876173686Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.876173686Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.876173686Z,true,2024-04-22T20:16:02.662791982Z,true,2024-04-22T20:16:02.692121462Z,,,,
01HW3Q37QZB9XWV5SZYJDMCK6Q,observe,2024-04-22T20:13:57.887167148Z,true,2024-04-22T20:16:20.207739885Z,true,2024-04-22T20:16:42.067403639Z,01HW3Q37NXXTJMFSJJSYS9VWKH,2024-04-22T20:13:57.887167148Z,01HW3Q37PRTY1VBKHTZQWCM50K,2024-04-22T20:13:57.887167148Z,0,2024-04-22T20:13:57.887167148Z,30,2024-04-22T20:13:57.887167148Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.887167148Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.887167148Z,true,2024-04-22T20:16:20.240930755Z,true,2024-04-22T20:16:20.251127689Z,,,,
01HW3Q37R8B6JNBE2ZKKFBP9NG,observe,2024-04-22T20:13:57.896956952Z,true,2024-04-22T20:13:58.2422605Z,true,2024-04-22T20:14:28.304483315Z,01HW3Q37NQHT7JJF8KASC3Y2XY,2024-04-22T20:13:57.896956952Z,01HW3Q37QE7KFJ3KYQ9XZ9ZEZZ,2024-04-22T20:13:57.896956952Z,0,2024-04-22T20:13:57.896956952Z,30,2024-04-22T20:13:57.896956952Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.896956952Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.896956952Z,true,2024-04-22T20:13:58.284706372Z,true,2024-04-22T20:13:58.297638416Z,,,,
01HW3Q37S22VKA6DJQ9MG5YVJY,observe,2024-04-22T20:13:57.922145249Z,true,2024-04-22T20:14:48.945725388Z,true,2024-04-22T20:15:16.906175321Z,01HW3Q37NSNC4AX3KJHZJ0VT8G,2024-04-22T20:13:57.922145249Z,01HW3Q37R1826PV5W4SBFC01HJ,2024-04-22T20:13:57.922145249Z,0,2024-04-22T20:13:57.922145249Z,30,2024-04-22T20:13:57.922145249Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.922145249Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.922145249Z,true,2024-04-22T20:14:48.986253784Z,true,2024-04-22T20:14:49.002381974Z,,,,
01HW3Q37S9964NZH66F4ZC40SM,observe,2024-04-22T20:13:57.929288383Z,true,2024-04-22T20:15:17.017529012Z,true,2024-04-22T20:15:47.080932994Z,01HW3Q37NVKXJMVHHZKBTMEBZE,2024-04-22T20:13:57.929288383Z,01HW3Q37R48CJ9DP72H2FJAN3H,2024-04-22T20:13:57.929288383Z,0,2024-04-22T20:13:57.929288383Z,30,2024-04-22T20:13:57.929288383Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.929288383Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.929288383Z,true,2024-04-22T20:15:17.063117087Z,true,2024-04-22T20:15:17.075839292Z,,,,
01HW3Q37T3EP3BNXESY4W9T5EM,observe,2024-04-22T20:13:57.955382575Z,true,2024-04-22T20:17:40.94211658Z,true,2024-04-22T20:18:09.070424848Z,01HW3Q37P581M4HNKPKBFWTDKD,2024-04-22T20:13:57.955382575Z,01HW3Q37RS64R6EM0J0HNJCVDH,2024-04-22T20:13:57.955382575Z,0,2024-04-22T20:13:57.955382575Z,30,2024-04-22T20:13:57.955382575Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.955382575Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.955382575Z,true,2024-04-22T20:17:41.043137033Z,true,2024-04-22T20:17:41.077444714Z,,,,
01HW3Q37T45F28RGCZ8D85X480,observe,2024-04-22T20:13:57.956702801Z,true,2024-04-22T20:16:42.142796979Z,true,2024-04-22T20:16:59.554037678Z,01HW3Q37P6KDT3BP6BB5YHY554,2024-04-22T20:13:57.956702801Z,01HW3Q37RS64R6EM0J0MGHHQP1,2024-04-22T20:13:57.956702801Z,0,2024-04-22T20:13:57.956702801Z,30,2024-04-22T20:13:57.956702801Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.956702801Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.956702801Z,true,2024-04-22T20:16:42.176050311Z,true,2024-04-22T20:16:42.18936243Z,,,,
01HW3Q37T9N1RJHTP8MHP3RNF5,observe,2024-04-22T20:13:57.961344515Z,true,2024-04-22T20:17:29.831949575Z,true,2024-04-22T20:17:40.733259506Z,01HW3Q37P0RFJCXADHBTDAQE73,2024-04-22T20:13:57.961344515Z,01HW3Q37RS64R6EM0J0MS1XKEX,2024-04-22T20:13:57.961344515Z,0,2024-04-22T20:13:57.961344515Z,30,2024-04-22T20:13:57.961344515Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.961344515Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.961344515Z,true,2024-04-22T20:17:29.909865718Z,true,2024-04-22T20:17:29.94053568Z,,,,
01HW3Q37TC21TQ0SFQK4WBREXM,observe,2024-04-22T20:13:57.964620733Z,true,2024-04-22T20:14:28.406623544Z,true,2024-04-22T20:14:48.833761674Z,01HW3Q37P700Y82J8GACG07F9N,2024-04-22T20:13:57.964620733Z,01HW3Q37RRMMKGKB9PYZV5H52M,2024-04-22T20:13:57.964620733Z,0,2024-04-22T20:13:57.964620733Z,30,2024-04-22T20:13:57.964620733Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.964620733Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.964620733Z,true,2024-04-22T20:14:28.447077102Z,true,2024-04-22T20:14:28.461797651Z,,,,
01HW3Q37TETDZJ75R0RX2HVEV4,observe,2024-04-22T20:13:57.966083149Z,true,2024-04-22T20:18:09.151447494Z,true,2024-04-22T20:18:21.754516418Z,01HW3Q37P11P9YRWY6THQ7V942,2024-04-22T20:13:57.966083149Z,01HW3Q37RVH6FB63DTET3J93WN,2024-04-22T20:13:57.966083149Z,0,2024-04-22T20:13:57.966083149Z,30,2024-04-22T20:13:57.966083149Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.966083149Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.966083149Z,true,2024-04-22T20:18:09.18203404Z,true,2024-04-22T20:18:09.195605147Z,,,,
01HW3Q37TKS4F1VSJKDG50CH4A,observe,2024-04-22T20:13:57.971748352Z,true,2024-04-22T20:15:47.148810891Z,true,2024-04-22T20:16:02.439754007Z,01HW3Q37NWP9K1AW6KV4KKJHG5,2024-04-22T20:13:57.971748352Z,01HW3Q37S0BMBP2W0CD1NHQPY7,2024-04-22T20:13:57.971748352Z,0,2024-04-22T20:13:57.971748352Z,30,2024-04-22T20:13:57.971748352Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:57.971748352Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:57.971748352Z,true,2024-04-22T20:15:47.184197081Z,true,2024-04-22T20:15:47.199721466Z,,,,
01HW3Q37XRFSZG8GDQSA9E0681,observe,2024-04-22T20:13:58.072263858Z,true,2024-04-22T20:16:59.638346757Z,true,2024-04-22T20:17:29.696002552Z,01HW3Q37P23C48G4PDYZ553ZH8,2024-04-22T20:13:58.072263858Z,01HW3Q37S1Y3E3EEZR91PMHFM4,2024-04-22T20:13:58.072263858Z,0,2024-04-22T20:13:58.072263858Z,30,2024-04-22T20:13:58.072263858Z,01HW3P1328TQXPJ14PMT99G2H0,2024-04-22T20:13:58.072263858Z,01HW3P1321ATJ6HHMZGF6HTHGN,2024-04-22T20:13:58.072263858Z,true,2024-04-22T20:16:59.675351266Z,true,2024-04-22T20:16:59.691469208Z,,,,
01HW3Q8K8E93CWJ678YRYVAQK6,observe,2024-04-22T20:16:53.51891765Z,true,2024-04-22T20:20:16.759419877Z,true,2024-04-22T20:20:37.594294357Z,01HW3Q8K6AZ124BZM8GV1EB327,2024-04-22T20:16:53.51891765Z,01HW3Q8K7HBC3E3F0C8279K91A,2024-04-22T20:16:53.51891765Z,0,2024-04-22T20:16:53.51891765Z,30,2024-04-22T20:16:53.51891765Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.51891765Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.51891765Z,true,2024-04-22T20:20:16.793823113Z,true,2024-04-22T20:20:16.810879087Z,,,,
01HW3Q8K8T7Z9N5CBWFY2SZ9J4,observe,2024-04-22T20:16:53.53043162Z,true,2024-04-22T20:20:37.693151067Z,true,2024-04-22T20:20:59.208633562Z,01HW3Q8K6BPP9Q6QQ1ZRDGKH2Y,2024-04-22T20:16:53.53043162Z,01HW3Q8K7RSVCZD76HSTEP4AZB,2024-04-22T20:16:53.53043162Z,0,2024-04-22T20:16:53.53043162Z,30,2024-04-22T20:16:53.53043162Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.53043162Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.53043162Z,true,2024-04-22T20:20:37.730476623Z,true,2024-04-22T20:20:37.747991259Z,,,,
01HW3Q8K95S3Q5RY94X7JWKJ5Z,observe,2024-04-22T20:16:53.541440119Z,true,2024-04-22T20:17:24.205589767Z,true,2024-04-22T20:17:50.821351333Z,01HW3Q8K6E2R18DR7VW96SW77S,2024-04-22T20:16:53.541440119Z,01HW3Q8K7VTW56331R8ZVNP10D,2024-04-22T20:16:53.541440119Z,0,2024-04-22T20:16:53.541440119Z,30,2024-04-22T20:16:53.541440119Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.541440119Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.541440119Z,true,2024-04-22T20:17:24.306241684Z,true,2024-04-22T20:17:24.358695077Z,,,,
01HW3Q8KAABQ54JKCZ34MWNS3E,observe,2024-04-22T20:16:53.578831354Z,true,2024-04-22T20:16:53.948607666Z,true,2024-04-22T20:17:24.026795001Z,01HW3Q8K5VX8970RAR9YB9Y4KB,2024-04-22T20:16:53.578831354Z,01HW3Q8K6M7NBAWMKYS0JRP0D8,2024-04-22T20:16:53.578831354Z,0,2024-04-22T20:16:53.578831354Z,30,2024-04-22T20:16:53.578831354Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.578831354Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.578831354Z,true,2024-04-22T20:16:53.992827082Z,true,2024-04-22T20:16:54.018296676Z,,,,
01HW3Q8KAJVB3MV8N15XTZT2R3,observe,2024-04-22T20:16:53.586263991Z,true,2024-04-22T20:17:50.985052943Z,true,2024-04-22T20:18:20.484099322Z,01HW3Q8K61CHYQPZP9QR1M2K1N,2024-04-22T20:16:53.586263991Z,01HW3Q8K6N783VZNWFNJZ6QY1W,2024-04-22T20:16:53.586263991Z,0,2024-04-22T20:16:53.586263991Z,30,2024-04-22T20:16:53.586263991Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.586263991Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.586263991Z,true,2024-04-22T20:17:51.07833258Z,true,2024-04-22T20:17:51.107708375Z,,,,
01HW3Q8KANG82GC3YRG4MCBVBY,observe,2024-04-22T20:16:53.589712761Z,true,2024-04-22T20:18:20.574882395Z,true,2024-04-22T20:18:49.2127151Z,01HW3Q8K628FQX2X7S66P8CH81,2024-04-22T20:16:53.589712761Z,01HW3Q8K97B5Q54JTCHPJBWGWB,2024-04-22T20:16:53.589712761Z,0,2024-04-22T20:16:53.589712761Z,30,2024-04-22T20:16:53.589712761Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.589712761Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.589712761Z,true,2024-04-22T20:18:20.607358671Z,true,2024-04-22T20:18:20.639491097Z,,,,
01HW3Q8KAYNE5VCA8MDDEQYTPH,observe,2024-04-22T20:16:53.598475805Z,true,2024-04-22T20:18:49.356002905Z,true,2024-04-22T20:19:14.359702091Z,01HW3Q8K64MZERDNB8XHHDBYPD,2024-04-22T20:16:53.598475805Z,01HW3Q8K998F4C9PP4HKHGY3EQ,2024-04-22T20:16:53.598475805Z,0,2024-04-22T20:16:53.598475805Z,30,2024-04-22T20:16:53.598475805Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.598475805Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.598475805Z,true,2024-04-22T20:18:49.433509781Z,true,2024-04-22T20:18:49.451538421Z,,,,
01HW3Q8KBQBCN5WCAQB4DNNJ89,observe,2024-04-22T20:16:53.623138782Z,true,2024-04-22T20:20:59.305430871Z,true,2024-04-22T20:21:14.07549542Z,01HW3Q8K5ZWRXM39DG5VNV4D6M,2024-04-22T20:16:53.623138782Z,01HW3Q8KA12FE6F9S525FX0KZT,2024-04-22T20:16:53.623138782Z,0,2024-04-22T20:16:53.623138782Z,30,2024-04-22T20:16:53.623138782Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.623138782Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.623138782Z,true,2024-04-22T20:20:59.34488709Z,true,2024-04-22T20:20:59.363747463Z,,,,
01HW3Q8KBXHSWZZ6V68M6HVZ5S,observe,2024-04-22T20:16:53.629417816Z,true,2024-04-22T20:21:14.198613975Z,true,2024-04-22T20:21:26.222258837Z,01HW3Q8K6FB5RS1EWKSQ9M8HA6,2024-04-22T20:16:53.629417816Z,01HW3Q8KA84ZNAGGSXWQ77KGRM,2024-04-22T20:16:53.629417816Z,0,2024-04-22T20:16:53.629417816Z,30,2024-04-22T20:16:53.629417816Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.629417816Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.629417816Z,true,2024-04-22T20:21:14.248335704Z,true,2024-04-22T20:21:14.270277366Z,,,,
