id,name,nameLastChangedAt,start,startLastChangedAt,ended,endedLastChangedAt,roundID,roundIDLastChangedAt,timerID,timerIDLastChangedAt,index,indexLastChangedAt,duration,durationLastChangedAt,gameID,gameIDLastChangedAt,batchID,batchIDLastChangedAt,initialized,initializedLastChangedAt,started,startedLastChangedAt,status,statusLastChangedAt,endedReason,endedReasonLastChangedAt
01HW3Q8KECAQRQVFWM0BS50AWY,observe,2024-04-22T20:16:53.708987173Z,true,2024-04-22T20:19:30.662217858Z,true,2024-04-22T20:20:00.72241333Z,01HW3Q8K67CCT564FQR2MXA1JS,2024-04-22T20:16:53.708987173Z,01HW3Q8K9CJ92E1M2X0WB0ZEGW,2024-04-22T20:16:53.708987173Z,0,2024-04-22T20:16:53.708987173Z,30,2024-04-22T20:16:53.708987173Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.708987173Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.708987173Z,true,2024-04-22T20:19:30.696126565Z,true,2024-04-22T20:19:30.719539678Z,,,,
01HW3Q8KEG0E5YYNWZJARHBW8Z,observe,2024-04-22T20:16:53.712227848Z,true,2024-04-22T20:20:00.836277198Z,true,2024-04-22T20:20:16.680796979Z,01HW3Q8K68QHXTJTCNMRFPT2H3,2024-04-22T20:16:53.712227848Z,01HW3Q8K9F5A2SE9J1QYZ7BFP6,2024-04-22T20:16:53.712227848Z,0,2024-04-22T20:16:53.712227848Z,30,2024-04-22T20:16:53.712227848Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.712227848Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.712227848Z,true,2024-04-22T20:20:00.885062085Z,true,2024-04-22T20:20:00.90612679Z,,,,
01HW3Q8KEJP4S5XWJTXDB682GK,observe,2024-04-22T20:16:53.714082241Z,true,2024-04-22T20:19:14.468948178Z,true,2024-04-22T20:19:30.588239082Z,01HW3Q8K66BTX54K7RDPX3M73E,2024-04-22T20:16:53.714082241Z,01HW3Q8K9BV6E2JEGW5GSRXD7W,2024-04-22T20:16:53.714082241Z,0,2024-04-22T20:16:53.714082241Z,30,2024-04-22T20:16:53.714082241Z,01HW3P10W35XT40GJBY4ZSG46V,2024-04-22T20:16:53.714082241Z,01HW3P10VTQB26PYVGJZ0ZDYB7,2024-04-22T20:16:53.714082241Z,true,2024-04-22T20:19:14.514506326Z,true,2024-04-22T20:19:14.535575699Z,,,,
01HW3QD7ZS0Z1633NDEN4EPKK0,observe,2024-04-22T20:19:25.81773951Z,true,2024-04-22T20:19:26.23579181Z,true,2024-04-22T20:19:56.340728776Z,01HW3QD7YGBTX139JVRF87AGR1,2024-04-22T20:19:25.81773951Z,01HW3QD7YXQ9ZE8YSGHB7VS4G1,2024-04-22T20:19:25.81773951Z,0,2024-04-22T20:19:25.81773951Z,30,2024-04-22T20:19:25.81773951Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.81773951Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.81773951Z,true,2024-04-22T20:19:26.323645716Z,true,2024-04-22T20:19:26.339272599Z,,,,
01HW3QD81J1SCZF7Q3VG8XDY7P,observe,2024-04-22T20:19:25.874271234Z,true,2024-04-22T20:21:27.550017901Z,true,2024-04-22T20:21:49.489766706Z,01HW3QD7Z6SE6HCEDMHVGADB6E,2024-04-22T20:19:25.874271234Z,01HW3QD7ZYN955KSBFD932XNPP,2024-04-22T20:19:25.874271234Z,0,2024-04-22T20:19:25.874271234Z,30,2024-04-22T20:19:25.874271234Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.874271234Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.874271234Z,true,2024-04-22T20:21:27.60205782Z,true,2024-04-22T20:21:27.620798595Z,,,,
01HW3QD81R2E4T4YKVMQ7CXX3M,observe,2024-04-22T20:19:25.880956534Z,true,2024-04-22T20:19:56.421073056Z,true,2024-04-22T20:20:15.576392531Z,01HW3QD7YNQGN7S0Z30GMKXM5F,2024-04-22T20:19:25.880956534Z,01HW3QD7ZZ703MF2SJMTSZHAFE,2024-04-22T20:19:25.880956534Z,0,2024-04-22T20:19:25.880956534Z,30,2024-04-22T20:19:25.880956534Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.880956534Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.880956534Z,true,2024-04-22T20:19:56.458208794Z,true,2024-04-22T20:19:56.47201453Z,,,,
01HW3QD81W9JQ5TZ0X7MX2C8GE,observe,2024-04-22T20:19:25.884170879Z,true,2024-04-22T20:21:16.968072897Z,true,2024-04-22T20:21:27.457037923Z,01HW3QD7Z2KF0WAJV76ZNVYPD1,2024-04-22T20:19:25.884170879Z,01HW3QD80595CEVP4HQ8SC3T9P,2024-04-22T20:19:25.884170879Z,0,2024-04-22T20:19:25.884170879Z,30,2024-04-22T20:19:25.884170879Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.884170879Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.884170879Z,true,2024-04-22T20:21:17.018190421Z,true,2024-04-22T20:21:17.043430922Z,,,,
01HW3QD81ZGJZ23Q962YTQX0P5,observe,2024-04-22T20:19:25.887077456Z,true,2024-04-22T20:22:00.847417018Z,true,2024-04-22T20:22:14.46127407Z,01HW3QD7Z915ZPBCQ9189H1MXY,2024-04-22T20:19:25.887077456Z,01HW3QD809BYE0R40SME9GPPTY,2024-04-22T20:19:25.887077456Z,0,2024-04-22T20:19:25.887077456Z,30,2024-04-22T20:19:25.887077456Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.887077456Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.887077456Z,true,2024-04-22T20:22:00.912081853Z,true,2024-04-22T20:22:00.93331409Z,,,,
01HW3QD82784XD7W0A8WAHYA98,observe,2024-04-22T20:19:25.895545027Z,true,2024-04-22T20:20:15.671628079Z,true,2024-04-22T20:20:43.781491494Z,01HW3QD7YRZVRNN106PEB1Q0ZY,2024-04-22T20:19:25.895545027Z,01HW3QD818JY11VGAEMY0S6EY2,2024-04-22T20:19:25.895545027Z,0,2024-04-22T20:19:25.895545027Z,30,2024-04-22T20:19:25.895545027Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.895545027Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.895545027Z,true,2024-04-22T20:20:15.711319511Z,true,2024-04-22T20:20:15.726448876Z,,,,
01HW3QD83MWRBRFHZG3F4N21P0,observe,2024-04-22T20:19:25.940652894Z,true,2024-04-22T20:20:59.482674532Z,true,2024-04-22T20:21:16.870171359Z,01HW3QD7YZRV9M337CVTB17675,2024-04-22T20:19:25.940652894Z,01HW3QD7ZV4567W0Z55QRT72G1,2024-04-22T20:19:25.940652894Z,0,2024-04-22T20:19:25.940652894Z,30,2024-04-22T20:19:25.940652894Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.940652894Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.940652894Z,true,2024-04-22T20:20:59.519178444Z,true,2024-04-22T20:20:59.538676033Z,,,,
01HW3QD841TD7HGCKYAAB8DR6Y,observe,2024-04-22T20:19:25.953513011Z,true,2024-04-22T20:20:43.872098782Z,true,2024-04-22T20:20:59.397444506Z,01HW3QD7YXQ9ZE8YSGHE6GT07S,2024-04-22T20:19:25.953513011Z,01HW3QD8232XQJXTAWVJCTDBFP,2024-04-22T20:19:25.953513011Z,0,2024-04-22T20:19:25.953513011Z,30,2024-04-22T20:19:25.953513011Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.953513011Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.953513011Z,true,2024-04-22T20:20:43.912934535Z,true,2024-04-22T20:20:43.931783507Z,,,,
01HW3QD85702RJE1EH30WMDBGP,observe,2024-04-22T20:19:25.991578643Z,true,2024-04-22T20:21:49.588547643Z,true,2024-04-22T20:22:00.692036627Z,01HW3QD7Z452SYTG2YZDRJA0RR,2024-04-22T20:19:25.991578643Z,01HW3QD82784XD7W0A8W849D86,2024-04-22T20:19:25.991578643Z,0,2024-04-22T20:19:25.991578643Z,30,2024-04-22T20:19:25.991578643Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:25.991578643Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:25.991578643Z,true,2024-04-22T20:21:49.62598262Z,true,2024-04-22T20:21:49.643257418Z,,,,
01HW3QD85G1JEV99WDPTF2P904,observe,2024-04-22T20:19:26.001013205Z,true,2024-04-22T20:22:25.090183114Z,true,2024-04-22T20:22:39.517473597Z,01HW3QD7ZE5FQSZY5PGJ2DX4AK,2024-04-22T20:19:26.001013205Z,01HW3QD83RD0JYC0M44Z3H3CNK,2024-04-22T20:19:26.001013205Z,0,2024-04-22T20:19:26.001013205Z,30,2024-04-22T20:19:26.001013205Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:26.001013205Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:26.001013205Z,true,2024-04-22T20:22:25.134607824Z,true,2024-04-22T20:22:25.170408243Z,,,,
01HW3QD85TD6J4MV551MBD18Q4,observe,2024-04-22T20:19:26.01076498Z,true,2024-04-22T20:22:14.554531891Z,true,2024-04-22T20:22:24.986608524Z,01HW3QD7ZB1GZJWXPNDXT1AJGN,2024-04-22T20:19:26.01076498Z,01HW3QD83WBY07KD4X5KK86XDR,2024-04-22T20:19:26.01076498Z,0,2024-04-22T20:19:26.01076498Z,30,2024-04-22T20:19:26.01076498Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:26.01076498Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:26.01076498Z,true,2024-04-22T20:22:14.590508531Z,true,2024-04-22T20:22:14.606370232Z,,,,
01HW3QD87VDBW41J2WRXFEZ0A9,observe,2024-04-22T20:19:26.076333529Z,true,2024-04-22T20:22:39.614440514Z,true,2024-04-22T20:22:47.392706494Z,01HW3QD7ZG10NBXJ729RG0HGE6,2024-04-22T20:19:26.076333529Z,01HW3QD847GEPZD9N1VSYH0KPN,2024-04-22T20:19:26.076333529Z,0,2024-04-22T20:19:26.076333529Z,30,2024-04-22T20:19:26.076333529Z,01HW3P0ZRV6TYF4CRG5RDQYDYJ,2024-04-22T20:19:26.076333529Z,01HW3P0ZRH92VYEKK6SJBR2FPH,2024-04-22T20:19:26.076333529Z,true,2024-04-22T20:22:39.65979688Z,true,2024-04-22T20:22:39.679663037Z,,,,
01HW3QNTZV4GMSP39J64HTQC33,observe,2024-04-22T20:24:07.419726224Z,true,2024-04-22T20:24:07.793392559Z,true,2024-04-22T20:24:37.913733023Z,01HW3QNTWQ6BA3H39WHQEXJF3V,2024-04-22T20:24:07.419726224Z,01HW3QNTYNCRRT6CS7CK03KZQG,2024-04-22T20:24:07.419726224Z,0,2024-04-22T20:24:07.419726224Z,30,2024-04-22T20:24:07.419726224Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.419726224Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.419726224Z,true,2024-04-22T20:24:07.893862902Z,true,2024-04-22T20:24:07.910067124Z,,,,
01HW3QNV00VXST0EBR92WTCDET,observe,2024-04-22T20:24:07.42460796Z,true,2024-04-22T20:25:23.22139219Z,true,2024-04-22T20:25:53.300856658Z,01HW3QNTX1RCNZNCN1ZH4A3PMM,2024-04-22T20:24:07.42460796Z,01HW3QNTYNCRRT6CS7CH73TFM1,2024-04-22T20:24:07.42460796Z,0,2024-04-22T20:24:07.42460796Z,30,2024-04-22T20:24:07.42460796Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.42460796Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.42460796Z,true,2024-04-22T20:25:23.265734309Z,true,2024-04-22T20:25:23.288215944Z,,,,
01HW3QNV031590Q9E464KFMD6V,observe,2024-04-22T20:24:07.427659464Z,true,2024-04-22T20:26:06.703357027Z,true,2024-04-22T20:26:31.077887791Z,01HW3QNTXAJF1GKDF69AS3X7J6,2024-04-22T20:24:07.427659464Z,01HW3QNTYRMYAZPANQG1DGNN5M,2024-04-22T20:24:07.427659464Z,0,2024-04-22T20:24:07.427659464Z,30,2024-04-22T20:24:07.427659464Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.427659464Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.427659464Z,true,2024-04-22T20:26:06.748551567Z,true,2024-04-22T20:26:06.763689883Z,,,,
01HW3QNV062P6TNZYB3G3HM7VF,observe,2024-04-22T20:24:07.430635003Z,true,2024-04-22T20:24:38.018671853Z,true,2024-04-22T20:25:04.396429889Z,01HW3QNTWTPJ3FTEZTBH1FSVJ1,2024-04-22T20:24:07.430635003Z,01HW3QNTYRMYAZPANQG4P7DV1N,2024-04-22T20:24:07.430635003Z,0,2024-04-22T20:24:07.430635003Z,30,2024-04-22T20:24:07.430635003Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.430635003Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.430635003Z,true,2024-04-22T20:24:38.071479033Z,true,2024-04-22T20:24:38.087968242Z,,,,
01HW3QNV0FVPN1GWDEW4W6VT24,observe,2024-04-22T20:24:07.439364268Z,true,2024-04-22T20:25:04.569341506Z,true,2024-04-22T20:25:23.12397083Z,01HW3QNTWZB42M0NDCGSSQ9R2X,2024-04-22T20:24:07.439364268Z,01HW3QNTYTPCK7F0TEZ8G9ER1J,2024-04-22T20:24:07.439364268Z,0,2024-04-22T20:24:07.439364268Z,30,2024-04-22T20:24:07.439364268Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.439364268Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.439364268Z,true,2024-04-22T20:25:04.647340153Z,true,2024-04-22T20:25:04.675897743Z,,,,
01HW3QNV0S7HD21YMWSHBVWPEN,observe,2024-04-22T20:24:07.449895075Z,true,2024-04-22T20:25:53.444839339Z,true,2024-04-22T20:26:06.591457812Z,01HW3QNTX72TRQ7EGPSK4S8ZA0,2024-04-22T20:24:07.449895075Z,01HW3QNTZN1EHT7MK87B39BKSC,2024-04-22T20:24:07.449895075Z,0,2024-04-22T20:24:07.449895075Z,30,2024-04-22T20:24:07.449895075Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.449895075Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.449895075Z,true,2024-04-22T20:25:53.522539005Z,true,2024-04-22T20:25:53.551921458Z,,,,
01HW3QNV2FZDSS29R9SHZKYW17,observe,2024-04-22T20:24:07.503837434Z,true,2024-04-22T20:26:31.188794271Z,true,2024-04-22T20:26:56.916112304Z,01HW3QNTXE3CADR5PNVB7Z7TWZ,2024-04-22T20:24:07.503837434Z,01HW3QNV0C9G8MBDCDQ1V2N6AH,2024-04-22T20:24:07.503837434Z,0,2024-04-22T20:24:07.503837434Z,30,2024-04-22T20:24:07.503837434Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.503837434Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.503837434Z,true,2024-04-22T20:26:31.241213286Z,true,2024-04-22T20:26:31.261352288Z,,,,
01HW3QNV2J9407EMEQW48KWCC5,observe,2024-04-22T20:24:07.506538171Z,true,2024-04-22T20:27:43.228658154Z,true,2024-04-22T20:28:13.307425214Z,01HW3QNTXSQMTHCM4N2KBM2H8A,2024-04-22T20:24:07.506538171Z,01HW3QNV10ESHV0C1XBV152JA5,2024-04-22T20:24:07.506538171Z,0,2024-04-22T20:24:07.506538171Z,30,2024-04-22T20:24:07.506538171Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.506538171Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.506538171Z,true,2024-04-22T20:27:43.278416069Z,true,2024-04-22T20:27:43.302150144Z,,,,
01HW3QNV2XAAW8SNBWVCPTR5AW,observe,2024-04-22T20:24:07.517658239Z,true,2024-04-22T20:28:13.424366972Z,true,2024-04-22T20:28:40.250581863Z,01HW3QNTXV4Q7N4JCH42XXESXZ,2024-04-22T20:24:07.517658239Z,01HW3QNV1FHYV8961RQCSPKHBN,2024-04-22T20:24:07.517658239Z,0,2024-04-22T20:24:07.517658239Z,30,2024-04-22T20:24:07.517658239Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.517658239Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.517658239Z,true,2024-04-22T20:28:13.477608335Z,true,2024-04-22T20:28:13.498157226Z,,,,
01HW3QNV2Z2W6MB3HAQWN3Z2V2,observe,2024-04-22T20:24:07.520010729Z,true,2024-04-22T20:28:40.469079916Z,true,2024-04-22T20:28:51.601193849Z,01HW3QNTXYD31B6SV2ZHQ65KE1,2024-04-22T20:24:07.520010729Z,01HW3QNV1P4FX0WV21E7MPV087,2024-04-22T20:24:07.520010729Z,0,2024-04-22T20:24:07.520010729Z,30,2024-04-22T20:24:07.520010729Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.520010729Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.520010729Z,true,2024-04-22T20:28:40.589649223Z,true,2024-04-22T20:28:40.627009452Z,,,,
01HW3QNV3A6G6ACADHASXJ81K0,observe,2024-04-22T20:24:07.530276906Z,true,2024-04-22T20:27:26.257504532Z,true,2024-04-22T20:27:43.115853082Z,01HW3QNTXN24SJBEVE5ER863SP,2024-04-22T20:24:07.530276906Z,01HW3QNTYZ2VK3PX0KDM59BFT9,2024-04-22T20:24:07.530276906Z,0,2024-04-22T20:24:07.530276906Z,30,2024-04-22T20:24:07.530276906Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.530276906Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.530276906Z,true,2024-04-22T20:27:26.337408025Z,true,2024-04-22T20:27:26.370637507Z,,,,
01HW3QNV4WNSDMGX5KJGQ862CP,observe,2024-04-22T20:24:07.580650438Z,true,2024-04-22T20:26:57.019532123Z,true,2024-04-22T20:27:26.06805972Z,01HW3QNTXH3SSCMNMTVAP37BD8,2024-04-22T20:24:07.580650438Z,01HW3QNV0EQH29TDFDPQTWDXMT,2024-04-22T20:24:07.580650438Z,0,2024-04-22T20:24:07.580650438Z,30,2024-04-22T20:24:07.580650438Z,01HW3P0YMB0CSCS6TZJERT85DX,2024-04-22T20:24:07.580650438Z,01HW3P0YKZDT5NS0817N9DTQ1N,2024-04-22T20:24:07.580650438Z,true,2024-04-22T20:26:57.06971797Z,true,2024-04-22T20:26:57.086318507Z,,,,
01HW3QQ2FK4RDCE9Y56QB8Q50S,observe,2024-04-22T20:24:47.859939898Z,true,2024-04-22T20:24:48.329125256Z,true,2024-04-22T20:25:18.488008767Z,01HW3QQ2CXNR41QH9K1RNFB8T3,2024-04-22T20:24:47.859939898Z,01HW3QQ2EJVX3HXW72AAHBNN16,2024-04-22T20:24:47.859939898Z,0,2024-04-22T20:24:47.859939898Z,30,2024-04-22T20:24:47.859939898Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:24:47.859939898Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:24:47.859939898Z,true,2024-04-22T20:24:48.45815844Z,true,2024-04-22T20:24:48.478180711Z,,,,
01HW3QQ2FQ9JDYB0ANFPWGYHMR,observe,2024-04-22T20:24:47.863363475Z,true,2024-04-22T20:25:18.58014207Z,true,2024-04-22T20:25:48.115477605Z,01HW3QQ2D641KWW1GCE82JA6EY,2024-04-22T20:24:47.863363475Z,01HW3QQ2EJVX3HXW72AA2EY88Y,2024-04-22T20:24:47.863363475Z,0,2024-04-22T20:24:47.863363475Z,30,2024-04-22T20:24:47.863363475Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:24:47.863363475Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:24:47.863363475Z,true,2024-04-22T20:25:18.616107372Z,true,2024-04-22T20:25:18.630124841Z,,,,
01HW3QQ2FX3SH8ZBPH8TTVB9T3,observe,2024-04-22T20:24:47.869124927Z,true,2024-04-22T20:26:32.717366477Z,true,2024-04-22T20:27:02.790934334Z,01HW3QQ2DHXSS41ZBZE1EF8VJB,2024-04-22T20:24:47.869124927Z,01HW3QQ2ERR9D3RDYTZFKRM4H7,2024-04-22T20:24:47.869124927Z,0,2024-04-22T20:24:47.869124927Z,30,2024-04-22T20:24:47.869124927Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:24:47.869124927Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:24:47.869124927Z,true,2024-04-22T20:26:32.762967454Z,true,2024-04-22T20:26:32.779082844Z,,,,
01HW3QQ2GFZYX9BQTHF7VW46RS,observe,2024-04-22T20:24:47.887724219Z,true,2024-04-22T20:26:09.055456757Z,true,2024-04-22T20:26:32.615282412Z,01HW3QQ2D84H9QE53FX3Z8PA7F,2024-04-22T20:24:47.887724219Z,01HW3QQ2FFNBJTCKS04QGJ7SJ3,2024-04-22T20:24:47.887724219Z,0,2024-04-22T20:24:47.887724219Z,30,2024-04-22T20:24:47.887724219Z,01HW3QBNAKC288GF6W7C58AV9S,2024-04-22T20:24:47.887724219Z,01HW3QBNA4F8HTVNXSMY3HVMF9,2024-04-22T20:24:47.887724219Z,true,2024-04-22T20:26:09.099178223Z,true,2024-04-22T20:26:09.115592222Z,,,,
01HW3PDVN4DVMTWDJMRJN4W7B1,observe,2024-04-22T20:02:17.380228273Z,false,2024-04-22T20:02:17.380228273Z,false,2024-04-22T20:02:17.380228273Z,01HW3PDVJN0FW3DWAYCG081HAC,2024-04-22T20:02:17.380228273Z,01HW3PDVMCJVC84R11RWV4XRBA,2024-04-22T20:02:17.380228273Z,0,2024-04-22T20:02:17.380228273Z,30,2024-04-22T20:02:17.380228273Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:17.380228273Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:17.380228273Z,,,,,,,,
01HW3PDVN6M43Z9767R8DXNTF7,observe,2024-04-22T20:02:17.382494325Z,false,2024-04-22T20:02:17.382494325Z,false,2024-04-22T20:02:17.382494325Z,01HW3PDVJP63P0RQ6M0G6QB3YQ,2024-04-22T20:02:17.382494325Z,01HW3PDVMH5255S207WZP6FBK3,2024-04-22T20:02:17.382494325Z,0,2024-04-22T20:02:17.382494325Z,30,2024-04-22T20:02:17.382494325Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:17.382494325Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:17.382494325Z,,,,,,,,
01HW3PDVNAVKFEPJ1QY3KWBZKC,observe,2024-04-22T20:02:17.386712612Z,false,2024-04-22T20:02:17.386712612Z,false,2024-04-22T20:02:17.386712612Z,01HW3PDVJP63P0RQ6M11NE1C8N,2024-04-22T20:02:17.386712612Z,01HW3PDVMSQ990T3954YDA405V,2024-04-22T20:02:17.386712612Z,0,2024-04-22T20:02:17.386712612Z,30,2024-04-22T20:02:17.386712612Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:17.386712612Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:17.386712612Z,,,,,,,,
01HW3PDVNK63WXAXTB9ZVKP63D,observe,2024-04-22T20:02:17.395708288Z,false,2024-04-22T20:02:17.395708288Z,false,2024-04-22T20:02:17.395708288Z,01HW3PDVJKTXNP7PKXRA3THNXT,2024-04-22T20:02:17.395708288Z,01HW3PDVNDYRW8WPTYYXWJ93FV,2024-04-22T20:02:17.395708288Z,0,2024-04-22T20:02:17.395708288Z,30,2024-04-22T20:02:17.395708288Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:17.395708288Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:17.395708288Z,,,,,,,,
01HW3PDVNNCG56EYZJSD3351CJ,observe,2024-04-22T20:02:17.397720031Z,false,2024-04-22T20:02:17.397720031Z,false,2024-04-22T20:02:17.397720031Z,01HW3PDVJJ9WBJV8KYWA5TV5DR,2024-04-22T20:02:17.397720031Z,01HW3PDVNDYRW8WPTYYTRFKD0S,2024-04-22T20:02:17.397720031Z,0,2024-04-22T20:02:17.397720031Z,30,2024-04-22T20:02:17.397720031Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:17.397720031Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:17.397720031Z,,,,,,,,
01HW3PDVNTP6F2P8YJ0G43X90M,observe,2024-04-22T20:02:17.402306504Z,true,2024-04-22T20:02:17.802399028Z,true,2024-04-22T20:02:47.867774201Z,01HW3PDVJ8FWBB2P2RKAG5HMCK,2024-04-22T20:02:17.402306504Z,01HW3PDVMZN20YYB7AA5H8P0RW,2024-04-22T20:02:17.402306504Z,0,2024-04-22T20:02:17.402306504Z,30,2024-04-22T20:02:17.402306504Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:17.402306504Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:17.402306504Z,true,2024-04-22T20:02:17.852566831Z,true,2024-04-22T20:02:17.86220053Z,,,,
01HW3PDVQPYYAS7NG9C7RFHZF8,observe,2024-04-22T20:02:17.462980406Z,false,2024-04-22T20:02:17.462980406Z,false,2024-04-22T20:02:17.462980406Z,01HW3PDVJJ9WBJV8KYVQQZWMKZ,2024-04-22T20:02:17.462980406Z,01HW3PDVNE273438ETBEK475BP,2024-04-22T20:02:17.462980406Z,0,2024-04-22T20:02:17.462980406Z,30,2024-04-22T20:02:17.462980406Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:17.462980406Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:17.462980406Z,,,,,,,,
01HW3PDVQY1YW9YND248PQ1YT5,observe,2024-04-22T20:02:17.470932968Z,true,2024-04-22T20:02:47.92749894Z,true,2024-04-22T20:03:07.282690532Z,01HW3PDVJH777HQK4E83NGYF7V,2024-04-22T20:02:17.470932968Z,01HW3PDVNFXGXZW8P2WNW9S52E,2024-04-22T20:02:17.470932968Z,0,2024-04-22T20:02:17.470932968Z,30,2024-04-22T20:02:17.470932968Z,01HW3P173ZXEK1M8YGPFDKAETQ,2024-04-22T20:02:17.470932968Z,01HW3P173J50NZHDPVMGM7JDN5,2024-04-22T20:02:17.470932968Z,true,2024-04-22T20:02:47.95807814Z,true,2024-04-22T20:02:47.969467859Z,ended,2024-04-22T20:03:07.139677524Z,batch ended,2024-04-22T20:03:07.139677524Z
