id,idx,idxLastChangedAt,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,index,indexLastChangedAt,start,startLastChangedAt,stageIndex,stageIndexLastChangedAt,name,nameLastChangedAt,gameID,gameIDLastChangedAt,task,taskLastChangedAt
01HN8XQ488K5Q87BNTW9TEQH8G,7,2024-01-28T20:56:00.520589353Z,01HN8VWMZP8WDGHG3SGQ41JSP7,2024-01-28T20:56:00.520589353Z,true,2024-01-28T21:02:17.57894691Z,6,2024-01-28T20:56:00.520589353Z,true,2024-01-28T21:01:32.310494632Z,2,2024-01-28T20:56:01.420459395Z,Round 7 / 9,2024-01-28T20:56:00.520589353Z,01HN8VWN02CWAC9YZRF9HQ6N7V,2024-01-28T20:56:00.520589353Z,Chat,2024-01-28T20:56:00.520589353Z
01HN8XQ48SP4PS80TM4FTHQJ6E,9,2024-01-28T20:56:00.537535704Z,01HN8VWMZP8WDGHG3SGQ41JSP7,2024-01-28T20:56:00.537535704Z,true,2024-01-28T21:03:45.981391354Z,8,2024-01-28T20:56:00.537535704Z,true,2024-01-28T21:03:07.202132295Z,2,2024-01-28T20:56:01.420459395Z,Round 9 / 9,2024-01-28T20:56:00.537535704Z,01HN8VWN02CWAC9YZRF9HQ6N7V,2024-01-28T20:56:00.537535704Z,Chat,2024-01-28T20:56:00.537535704Z
01HN8XQ7AP8TSJE2DBFRX6RWHA,1,2024-01-28T20:56:03.67101989Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:56:03.67101989Z,true,2024-01-28T20:56:34.452815558Z,0,2024-01-28T20:56:03.67101989Z,true,2024-01-28T20:56:04.65607667Z,1,2024-01-28T20:56:04.354836435Z,Round 1 / 9,2024-01-28T20:56:03.67101989Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:56:03.67101989Z,Chat,2024-01-28T20:56:03.67101989Z
01HN8XQ7B7BQNK253TBHCP5059,2,2024-01-28T20:56:03.687280994Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:56:03.687280994Z,true,2024-01-28T20:57:01.725931763Z,1,2024-01-28T20:56:03.687280994Z,true,2024-01-28T20:56:34.49757643Z,1,2024-01-28T20:56:04.405514209Z,Round 2 / 9,2024-01-28T20:56:03.687280994Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:56:03.687280994Z,Chat,2024-01-28T20:56:03.687280994Z
01HN8XQ7BPPKYKXXMA0RZEH884,7,2024-01-28T20:56:03.703013818Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:56:03.703013818Z,true,2024-01-28T20:59:26.799515937Z,6,2024-01-28T20:56:03.703013818Z,true,2024-01-28T20:58:56.579988347Z,1,2024-01-28T20:56:04.435250246Z,Round 7 / 9,2024-01-28T20:56:03.703013818Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:56:03.703013818Z,Chat,2024-01-28T20:56:03.703013818Z
01HN8XQ7CF1NYM77V7SEX5KE21,6,2024-01-28T20:56:03.727753476Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:56:03.727753476Z,true,2024-01-28T20:58:56.417410439Z,5,2024-01-28T20:56:03.727753476Z,true,2024-01-28T20:58:35.251449792Z,1,2024-01-28T20:56:04.465457999Z,Round 6 / 9,2024-01-28T20:56:03.727753476Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:56:03.727753476Z,Chat,2024-01-28T20:56:03.727753476Z
01HN8XQ7CYSNM1MJ21NRWGG34J,5,2024-01-28T20:56:03.742220664Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:56:03.742220664Z,true,2024-01-28T20:58:34.488144445Z,4,2024-01-28T20:56:03.742220664Z,true,2024-01-28T20:58:01.626199271Z,1,2024-01-28T20:56:04.496900513Z,Round 5 / 9,2024-01-28T20:56:03.742220664Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:56:03.742220664Z,Chat,2024-01-28T20:56:03.742220664Z
01HN8XQ7DCSRFNTZA6G42AY9MX,4,2024-01-28T20:56:03.756364515Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:56:03.756364515Z,true,2024-01-28T20:58:01.423865268Z,3,2024-01-28T20:56:03.756364515Z,true,2024-01-28T20:57:34.334478366Z,1,2024-01-28T20:56:04.513782669Z,Round 4 / 9,2024-01-28T20:56:03.756364515Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:56:03.756364515Z,Chat,2024-01-28T20:56:03.756364515Z
01HN8XQ7E0N3F8X5VS5ZT9N7F8,3,2024-01-28T20:56:03.776476344Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:56:03.776476344Z,true,2024-01-28T20:57:34.141218351Z,2,2024-01-28T20:56:03.776476344Z,true,2024-01-28T20:57:01.854952403Z,1,2024-01-28T20:56:04.545204629Z,Round 3 / 9,2024-01-28T20:56:03.776476344Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:56:03.776476344Z,Chat,2024-01-28T20:56:03.776476344Z
01HN8XQ7EN37YZ75SGCQMHHEHG,8,2024-01-28T20:56:03.797125859Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:56:03.797125859Z,true,2024-01-28T20:59:57.450146903Z,7,2024-01-28T20:56:03.797125859Z,true,2024-01-28T20:59:26.920466834Z,1,2024-01-28T20:56:04.591366032Z,Round 8 / 9,2024-01-28T20:56:03.797125859Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:56:03.797125859Z,Chat,2024-01-28T20:56:03.797125859Z
01HN8XQ7G284T1CCZFV2MCFY2K,9,2024-01-28T20:56:03.842440128Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:56:03.842440128Z,true,2024-01-28T21:00:11.948830413Z,8,2024-01-28T20:56:03.842440128Z,true,2024-01-28T20:59:57.673482634Z,1,2024-01-28T20:56:04.638525319Z,Round 9 / 9,2024-01-28T20:56:03.842440128Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:56:03.842440128Z,Chat,2024-01-28T20:56:03.842440128Z
01HN8XQG5JW7MV26J3W5CETCZA,2,2024-01-28T20:56:12.72285249Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:56:12.72285249Z,true,2024-01-28T20:57:44.418354017Z,1,2024-01-28T20:56:12.72285249Z,true,2024-01-28T20:57:00.260727243Z,2,2024-01-28T20:56:13.403794686Z,Round 2 / 9,2024-01-28T20:56:12.72285249Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:56:12.72285249Z,Chat,2024-01-28T20:56:12.72285249Z
01HN8XQG62K5RHX315PKHMWBDT,1,2024-01-28T20:56:12.738552665Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:56:12.738552665Z,true,2024-01-28T20:57:00.212030999Z,0,2024-01-28T20:56:12.738552665Z,true,2024-01-28T20:56:13.840449212Z,2,2024-01-28T20:56:13.435785138Z,Round 1 / 9,2024-01-28T20:56:12.738552665Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:56:12.738552665Z,Chat,2024-01-28T20:56:12.738552665Z
01HN8XQG6H3A4REHV54QPC1SQX,4,2024-01-28T20:56:12.753472272Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:56:12.753472272Z,true,2024-01-28T20:59:37.593187741Z,3,2024-01-28T20:56:12.753472272Z,true,2024-01-28T20:58:43.430281865Z,2,2024-01-28T20:56:13.463694318Z,Round 4 / 9,2024-01-28T20:56:12.753472272Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:56:12.753472272Z,Chat,2024-01-28T20:56:12.753472272Z
01HN8XQG6ZHM0K5KGR56QH9TAE,3,2024-01-28T20:56:12.768027522Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:56:12.768027522Z,true,2024-01-28T20:58:43.374604236Z,2,2024-01-28T20:56:12.768027522Z,true,2024-01-28T20:57:44.468661974Z,2,2024-01-28T20:56:13.477254088Z,Round 3 / 9,2024-01-28T20:56:12.768027522Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:56:12.768027522Z,Chat,2024-01-28T20:56:12.768027522Z
01HN8XQG7FY4BA4N7T2M4BRN16,5,2024-01-28T20:56:12.783273721Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:56:12.783273721Z,true,2024-01-28T21:00:20.157070709Z,4,2024-01-28T20:56:12.783273721Z,true,2024-01-28T20:59:37.67292211Z,2,2024-01-28T20:56:13.504781692Z,Round 5 / 9,2024-01-28T20:56:12.783273721Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:56:12.783273721Z,Chat,2024-01-28T20:56:12.783273721Z
01HN8XQG7Y80HJ37T4MKCRT41C,7,2024-01-28T20:56:12.798175874Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:56:12.798175874Z,true,2024-01-28T21:01:50.300411848Z,6,2024-01-28T20:56:12.798175874Z,true,2024-01-28T21:01:03.336571712Z,2,2024-01-28T20:56:13.533030372Z,Round 7 / 9,2024-01-28T20:56:12.798175874Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:56:12.798175874Z,Chat,2024-01-28T20:56:12.798175874Z
01HN8XQG8CGZGVS5H4AAY8VJNW,8,2024-01-28T20:56:12.812468331Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:56:12.812468331Z,true,2024-01-28T21:02:34.249910758Z,7,2024-01-28T20:56:12.812468331Z,true,2024-01-28T21:01:51.486584022Z,2,2024-01-28T20:56:13.560347868Z,Round 8 / 9,2024-01-28T20:56:12.812468331Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:56:12.812468331Z,Chat,2024-01-28T20:56:12.812468331Z
01HN8XQG8VFV80AE9X8X7G2WHB,9,2024-01-28T20:56:12.827431043Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:56:12.827431043Z,true,2024-01-28T21:03:15.442524415Z,8,2024-01-28T20:56:12.827431043Z,true,2024-01-28T21:02:34.904053817Z,2,2024-01-28T20:56:13.587334706Z,Round 9 / 9,2024-01-28T20:56:12.827431043Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:56:12.827431043Z,Chat,2024-01-28T20:56:12.827431043Z
01HN8XQG9TJ9WGHY7TY8TF2F6J,6,2024-01-28T20:56:12.858387377Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:56:12.858387377Z,true,2024-01-28T21:01:03.244536951Z,5,2024-01-28T20:56:12.858387377Z,true,2024-01-28T21:00:20.226094386Z,2,2024-01-28T20:56:13.614845154Z,Round 6 / 9,2024-01-28T20:56:12.858387377Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:56:12.858387377Z,Chat,2024-01-28T20:56:12.858387377Z
01HN8XS6683ER7V00CCXEPR9CQ,1,2024-01-28T20:57:08.040716949Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:08.040716949Z,true,2024-01-28T20:57:40.282041862Z,0,2024-01-28T20:57:08.040716949Z,true,2024-01-28T20:57:09.065533759Z,1,2024-01-28T20:57:08.721729781Z,Round 1 / 9,2024-01-28T20:57:08.040716949Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:57:08.040716949Z,Chat,2024-01-28T20:57:08.040716949Z
01HN8XS66TAZ7GCDH0J9SS0BQS,3,2024-01-28T20:57:08.058215614Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:08.058215614Z,true,2024-01-28T20:58:37.751309592Z,2,2024-01-28T20:57:08.058215614Z,true,2024-01-28T20:58:11.120832589Z,1,2024-01-28T20:57:08.777040598Z,Round 3 / 9,2024-01-28T20:57:08.058215614Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:57:08.058215614Z,Chat,2024-01-28T20:57:08.058215614Z
01HN8XS67AAE7EQ4MVGGC3XFKH,2,2024-01-28T20:57:08.07408116Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:08.07408116Z,true,2024-01-28T20:58:11.0660365Z,1,2024-01-28T20:57:08.07408116Z,true,2024-01-28T20:57:40.331050007Z,1,2024-01-28T20:57:08.809341908Z,Round 2 / 9,2024-01-28T20:57:08.07408116Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:57:08.07408116Z,Chat,2024-01-28T20:57:08.07408116Z
01HN8XS67X5Y9BM37FGGK5ZS0Q,5,2024-01-28T20:57:08.094004499Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:08.094004499Z,true,2024-01-28T20:59:31.443182091Z,4,2024-01-28T20:57:08.094004499Z,true,2024-01-28T20:59:08.282884636Z,1,2024-01-28T20:57:08.8605043Z,Round 5 / 9,2024-01-28T20:57:08.094004499Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:57:08.094004499Z,Chat,2024-01-28T20:57:08.094004499Z
01HN8XS68FE5ENK1HY24D08XNW,6,2024-01-28T20:57:08.111683275Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:08.111683275Z,true,2024-01-28T20:59:52.269380812Z,5,2024-01-28T20:57:08.111683275Z,true,2024-01-28T20:59:31.509244344Z,1,2024-01-28T20:57:08.8605043Z,Round 6 / 9,2024-01-28T20:57:08.111683275Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:57:08.111683275Z,Chat,2024-01-28T20:57:08.111683275Z
01HN8XS690153EGESKZHYTC6SX,7,2024-01-28T20:57:08.128652884Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:08.128652884Z,true,2024-01-28T21:00:15.479453553Z,6,2024-01-28T20:57:08.128652884Z,true,2024-01-28T20:59:52.382283096Z,1,2024-01-28T20:57:08.910901026Z,Round 7 / 9,2024-01-28T20:57:08.128652884Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:57:08.128652884Z,Chat,2024-01-28T20:57:08.128652884Z
01HN8XS69Q8271NS0TKJP4D239,9,2024-01-28T20:57:08.151113177Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:08.151113177Z,true,2024-01-28T21:01:07.706339144Z,8,2024-01-28T20:57:08.151113177Z,true,2024-01-28T21:00:37.912251926Z,1,2024-01-28T20:57:08.944415529Z,Round 9 / 9,2024-01-28T20:57:08.151113177Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:57:08.151113177Z,Chat,2024-01-28T20:57:08.151113177Z
01HN8XS6A9SG977EG3HDQWS89F,8,2024-01-28T20:57:08.16990518Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:08.16990518Z,true,2024-01-28T21:00:37.790428894Z,7,2024-01-28T20:57:08.16990518Z,true,2024-01-28T21:00:17.093662978Z,1,2024-01-28T20:57:08.978107954Z,Round 8 / 9,2024-01-28T20:57:08.16990518Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:57:08.16990518Z,Chat,2024-01-28T20:57:08.16990518Z
01HN8XS6AVGJZFCYMZQEHKRT22,4,2024-01-28T20:57:08.187756043Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:08.187756043Z,true,2024-01-28T20:59:08.226160332Z,3,2024-01-28T20:57:08.187756043Z,true,2024-01-28T20:58:37.804042316Z,1,2024-01-28T20:57:09.012470818Z,Round 4 / 9,2024-01-28T20:57:08.187756043Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:57:08.187756043Z,Chat,2024-01-28T20:57:08.187756043Z
01HN8XS9CZ7DKAG0BAREBRNJSY,7,2024-01-28T20:57:11.327600443Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:11.327600443Z,true,2024-01-28T21:03:50.299724449Z,6,2024-01-28T20:57:11.327600443Z,true,2024-01-28T21:03:05.474088497Z,2,2024-01-28T20:57:12.285636941Z,Round 7 / 9,2024-01-28T20:57:11.327600443Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:11.327600443Z,Chat,2024-01-28T20:57:11.327600443Z
01HN8XS9DN2SRDXE9VK1S7HCQ2,9,2024-01-28T20:57:11.34926703Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:11.34926703Z,true,2024-01-28T21:05:41.766449715Z,8,2024-01-28T20:57:11.34926703Z,true,2024-01-28T21:04:43.01885442Z,2,2024-01-28T20:57:12.366011969Z,Round 9 / 9,2024-01-28T20:57:11.34926703Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:11.34926703Z,Chat,2024-01-28T20:57:11.34926703Z
01HN8XS9EBC2W366TZNC4NKG7N,8,2024-01-28T20:57:11.372022686Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:11.372022686Z,true,2024-01-28T21:04:42.915671003Z,7,2024-01-28T20:57:11.372022686Z,true,2024-01-28T21:03:50.407632665Z,2,2024-01-28T20:57:12.366011969Z,Round 8 / 9,2024-01-28T20:57:11.372022686Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:11.372022686Z,Chat,2024-01-28T20:57:11.372022686Z
01HN8XS9F0ZVTZK87TE06HH5HR,5,2024-01-28T20:57:11.392236131Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:11.392236131Z,true,2024-01-28T21:02:02.497352772Z,4,2024-01-28T20:57:11.392236131Z,true,2024-01-28T21:01:16.394626077Z,2,2024-01-28T20:57:12.366011969Z,Round 5 / 9,2024-01-28T20:57:11.392236131Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:11.392236131Z,Chat,2024-01-28T20:57:11.392236131Z
01HN8XS9G9ZTNZQQ67K8SB4CHV,6,2024-01-28T20:57:11.433687032Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:11.433687032Z,true,2024-01-28T21:03:05.370114932Z,5,2024-01-28T20:57:11.433687032Z,true,2024-01-28T21:02:02.601506961Z,2,2024-01-28T20:57:12.438542317Z,Round 6 / 9,2024-01-28T20:57:11.433687032Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:11.433687032Z,Chat,2024-01-28T20:57:11.433687032Z
01HN8XS9GZX3WCKHF2VRNCQV13,4,2024-01-28T20:57:11.455080678Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:11.455080678Z,true,2024-01-28T21:01:16.319276555Z,3,2024-01-28T20:57:11.455080678Z,true,2024-01-28T21:00:18.326533909Z,2,2024-01-28T20:57:12.438542317Z,Round 4 / 9,2024-01-28T20:57:11.455080678Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:11.455080678Z,Chat,2024-01-28T20:57:11.455080678Z
01HN8XS9HJB9RP58TQN5F37B4Z,2,2024-01-28T20:57:11.474563186Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:11.474563186Z,true,2024-01-28T20:59:16.234297257Z,1,2024-01-28T20:57:11.474563186Z,true,2024-01-28T20:58:15.393191477Z,2,2024-01-28T20:57:12.49241554Z,Round 2 / 9,2024-01-28T20:57:11.474563186Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:11.474563186Z,Chat,2024-01-28T20:57:11.474563186Z
01HN8XS9J4THKK39Y9F170GC3D,3,2024-01-28T20:57:11.492666744Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:11.492666744Z,true,2024-01-28T21:00:16.224107986Z,2,2024-01-28T20:57:11.492666744Z,true,2024-01-28T20:59:16.306014231Z,2,2024-01-28T20:57:12.516989161Z,Round 3 / 9,2024-01-28T20:57:11.492666744Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:11.492666744Z,Chat,2024-01-28T20:57:11.492666744Z
01HN8XS9JNHMTT6JECG0RYSNA1,1,2024-01-28T20:57:11.509724179Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:11.509724179Z,true,2024-01-28T20:58:15.340194042Z,0,2024-01-28T20:57:11.509724179Z,true,2024-01-28T20:57:13.343632185Z,2,2024-01-28T20:57:12.597513979Z,Round 1 / 9,2024-01-28T20:57:11.509724179Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:11.509724179Z,Chat,2024-01-28T20:57:11.509724179Z
01HN8XSWBVE0ASYJZ7XCS32AZ5,1,2024-01-28T20:57:30.747463049Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:57:30.747463049Z,true,2024-01-28T20:58:35.942530504Z,0,2024-01-28T20:57:30.747463049Z,true,2024-01-28T20:57:32.276226644Z,2,2024-01-28T20:57:31.929594977Z,Round 1 / 9,2024-01-28T20:57:30.747463049Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:57:30.747463049Z,Chat,2024-01-28T20:57:30.747463049Z
01HN8XSWCGDVDS5PDGW7S8J9HN,3,2024-01-28T20:57:30.768854155Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:57:30.768854155Z,true,2024-01-28T21:00:37.169893625Z,2,2024-01-28T20:57:30.768854155Z,true,2024-01-28T20:59:36.920566387Z,2,2024-01-28T20:57:32.024967676Z,Round 3 / 9,2024-01-28T20:57:30.768854155Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:57:30.768854155Z,Chat,2024-01-28T20:57:30.768854155Z
01HN8XSWDX5NCH9PE8QGYCXSYP,2,2024-01-28T20:57:30.813101452Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:57:30.813101452Z,true,2024-01-28T20:59:36.726319995Z,1,2024-01-28T20:57:30.813101452Z,true,2024-01-28T20:58:36.137320287Z,2,2024-01-28T20:57:32.042789091Z,Round 2 / 9,2024-01-28T20:57:30.813101452Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:57:30.813101452Z,Chat,2024-01-28T20:57:30.813101452Z
01HN8XSWEGAX92D35H6X14Z7CC,4,2024-01-28T20:57:30.832833313Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:57:30.832833313Z,true,2024-01-28T21:01:39.047221115Z,3,2024-01-28T20:57:30.832833313Z,true,2024-01-28T21:00:37.240962041Z,2,2024-01-28T20:57:32.078810991Z,Round 4 / 9,2024-01-28T20:57:30.832833313Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:57:30.832833313Z,Chat,2024-01-28T20:57:30.832833313Z
01HN8XSWF341KQE399AR0G9E71,7,2024-01-28T20:57:30.851176933Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:57:30.851176933Z,true,2024-01-28T21:04:25.951566274Z,6,2024-01-28T20:57:30.851176933Z,true,2024-01-28T21:03:33.563211637Z,2,2024-01-28T20:57:32.113909426Z,Round 7 / 9,2024-01-28T20:57:30.851176933Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:57:30.851176933Z,Chat,2024-01-28T20:57:30.851176933Z
01HN8XSWFRW89HGCK5RQHJGVDS,5,2024-01-28T20:57:30.872614959Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:57:30.872614959Z,true,2024-01-28T21:02:35.460228984Z,4,2024-01-28T20:57:30.872614959Z,true,2024-01-28T21:01:39.170180134Z,2,2024-01-28T20:57:32.186153206Z,Round 5 / 9,2024-01-28T20:57:30.872614959Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:57:30.872614959Z,Chat,2024-01-28T20:57:30.872614959Z
01HN8XSWGG3X1VXK66AXVKGPVN,6,2024-01-28T20:57:30.896319688Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:57:30.896319688Z,true,2024-01-28T21:03:33.19048871Z,5,2024-01-28T20:57:30.896319688Z,true,2024-01-28T21:02:35.607569579Z,2,2024-01-28T20:57:32.186153206Z,Round 6 / 9,2024-01-28T20:57:30.896319688Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:57:30.896319688Z,Chat,2024-01-28T20:57:30.896319688Z
01HN8XSWHNRPP5BRW0274DR9JB,9,2024-01-28T20:57:30.93399372Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:57:30.93399372Z,true,2024-01-28T21:05:59.813311224Z,8,2024-01-28T20:57:30.93399372Z,true,2024-01-28T21:05:15.080358534Z,2,2024-01-28T20:57:32.203628479Z,Round 9 / 9,2024-01-28T20:57:30.93399372Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:57:30.93399372Z,Chat,2024-01-28T20:57:30.93399372Z
01HN8XSWJ9KM2DA1JVZWN3FT0P,8,2024-01-28T20:57:30.953867941Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:57:30.953867941Z,true,2024-01-28T21:05:14.69712427Z,7,2024-01-28T20:57:30.953867941Z,true,2024-01-28T21:04:27.310513469Z,2,2024-01-28T20:57:32.239613969Z,Round 8 / 9,2024-01-28T20:57:30.953867941Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:57:30.953867941Z,Chat,2024-01-28T20:57:30.953867941Z
01HN8XTPW78NM51CS63FVSBYZE,1,2024-01-28T20:57:57.895569365Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:57.895569365Z,true,2024-01-28T20:59:05.502364289Z,0,2024-01-28T20:57:57.895569365Z,true,2024-01-28T20:57:59.178493794Z,2,2024-01-28T20:57:58.822728391Z,Round 1 / 9,2024-01-28T20:57:57.895569365Z,01HN8VX08G3BGCG1QZ1G1QV9TR,2024-01-28T20:57:57.895569365Z,Chat,2024-01-28T20:57:57.895569365Z
01HN8XTPWVJJXHYVDFYC6K4AXZ,3,2024-01-28T20:57:57.915572895Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:57.915572895Z,true,2024-01-28T21:00:40.537520367Z,2,2024-01-28T20:57:57.915572895Z,true,2024-01-28T20:59:51.043264536Z,2,2024-01-28T20:57:58.861214722Z,Round 3 / 9,2024-01-28T20:57:57.915572895Z,01HN8VX08G3BGCG1QZ1G1QV9TR,2024-01-28T20:57:57.915572895Z,Chat,2024-01-28T20:57:57.915572895Z
01HN8XTPXFW4Q2DW54X7KRQ8RA,2,2024-01-28T20:57:57.936020405Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:57.936020405Z,true,2024-01-28T20:59:50.666660949Z,1,2024-01-28T20:57:57.936020405Z,true,2024-01-28T20:59:05.566538335Z,2,2024-01-28T20:57:58.878977349Z,Round 2 / 9,2024-01-28T20:57:57.936020405Z,01HN8VX08G3BGCG1QZ1G1QV9TR,2024-01-28T20:57:57.936020405Z,Chat,2024-01-28T20:57:57.936020405Z
01HN8XTPY6VXZD7BNK894KV2MB,5,2024-01-28T20:57:57.958449895Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:57.958449895Z,true,2024-01-28T21:02:24.682015709Z,4,2024-01-28T20:57:57.958449895Z,true,2024-01-28T21:01:35.126123374Z,2,2024-01-28T20:57:58.915329446Z,Round 5 / 9,2024-01-28T20:57:57.958449895Z,01HN8VX08G3BGCG1QZ1G1QV9TR,2024-01-28T20:57:57.958449895Z,Chat,2024-01-28T20:57:57.958449895Z
