id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,treatment,treatmentLastChangedAt,ended,endedLastChangedAt,status,statusLastChangedAt,groupID,groupIDLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,messages,messagesLastChangedAt,treatmentName,treatmentNameLastChangedAt,endedReason,endedReasonLastChangedAt,roundIndex,roundIndexLastChangedAt
01HN8VW4M051ARWX18T7EKNNT8,01HN8VW4KDXDSK4543MZEH5MVR,2024-01-28T20:23:47.584612072Z,"[{""text"":""2 rabbits"",""likes"":{},""time"":1706474655013,""round"":1,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""3 rabits only"",""likes"":{},""time"":1706474655659,""round"":1,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""i see 1 rabbit and 1 squirl"",""likes"":{},""time"":1706474656408,""round"":1,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""no squirl?"",""likes"":{},""time"":1706474664112,""round"":1,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""what do you see?"",""likes"":{},""time"":1706474668400,""round"":1,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""No"",""likes"":{},""time"":1706474669503,""round"":1,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""ok"",""likes"":{},""time"":1706474672464,""round"":1,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""i see 2 rabbit 1 squirrel"",""likes"":{},""time"":1706474714864,""round"":2,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""3 rabitts only"",""likes"":{},""time"":1706474716301,""round"":2,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474716808,""round"":2,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""sorry"",""likes"":{},""time"":1706474718320,""round"":2,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""1 rabbit 1 squir;l"",""likes"":{},""time"":1706474720840,""round"":2,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""any other animals?"",""likes"":{},""time"":1706474723561,""round"":2,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""no i see 1 rabbit 1 squirrel"",""likes"":{},""time"":1706474729160,""round"":2,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""3 rabitts"",""likes"":{},""time"":1706474774889,""round"":3,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""1 rabbit 1 squirrel"",""likes"":{},""time"":1706474776144,""round"":3,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474776572,""round"":3,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""5 rabbits"",""likes"":{},""time"":1706474777305,""round"":3,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}},{""text"":""1 rabbit 1 squirrel"",""likes"":{},""time"":1706474826580,""round"":4,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""3 rabitts"",""likes"":{},""time"":1706474832057,""round"":4,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474832705,""round"":4,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""5 rabbits, 1 squirrel"",""likes"":{},""time"":1706474835785,""round"":4,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}},{""text"":""1 rabbit 1 squirrel"",""likes"":{},""time"":1706474863481,""round"":5,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""3 rabitts"",""likes"":{},""time"":1706474864003,""round"":5,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""5 rabbits"",""likes"":{},""time"":1706474864650,""round"":5,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474867047,""round"":5,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""3 rabitts"",""likes"":{},""time"":1706474905566,""round"":6,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474906934,""round"":6,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""1 rabbit 1 squirrel"",""likes"":{},""time"":1706474907664,""round"":6,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706474908966,""round"":6,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}},{""text"":""1 rabbit 1 squirrel"",""likes"":{},""time"":1706474940248,""round"":7,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""5 rabbits"",""likes"":{},""time"":1706474941775,""round"":7,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474942847,""round"":7,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""3 rabitts"",""likes"":{},""time"":1706474943643,""round"":7,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""have i spoke to u before"",""likes"":{},""time"":1706474954737,""round"":7,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""5 rabbits"",""likes"":{},""time"":1706474984210,""round"":8,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}},{""text"":""3 rabbits"",""likes"":{},""time"":1706474985577,""round"":8,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""1 rabbit 1 suirrel"",""likes"":{},""time"":1706474986784,""round"":8,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474987491,""round"":8,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""1 rabbit 1 squireel"",""likes"":{},""time"":1706475019424,""round"":9,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""3 rabbtis"",""likes"":{},""time"":1706475020374,""round"":9,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706475022073,""round"":9,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""5 rabbits 1 squirrel"",""likes"":{},""time"":1706475024046,""round"":9,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}}]",2024-01-28T20:50:24.129928833Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-01-28T20:23:47.584612072Z,true,2024-01-28T20:51:10.985761726Z,ended,2024-01-28T20:51:11.000881776Z,01HN8VW4MNYA7C7GC4W8XRMREF,2024-01-28T20:23:47.610160869Z,,2024-01-28T20:51:10.985761726Z,true,2024-01-28T20:44:08.226442346Z,true,2024-01-28T20:44:08.226442346Z,"[{""text"":""2 rabbits"",""likes"":{},""time"":1706474655013,""round"":1,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""3 rabits only"",""likes"":{},""time"":1706474655659,""round"":1,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""i see 1 rabbit and 1 squirl"",""likes"":{},""time"":1706474656408,""round"":1,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""no squirl?"",""likes"":{},""time"":1706474664112,""round"":1,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""what do you see?"",""likes"":{},""time"":1706474668400,""round"":1,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""No"",""likes"":{},""time"":1706474669503,""round"":1,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""ok"",""likes"":{},""time"":1706474672464,""round"":1,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""i see 2 rabbit 1 squirrel"",""likes"":{},""time"":1706474714864,""round"":2,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""3 rabitts only"",""likes"":{},""time"":1706474716301,""round"":2,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474716808,""round"":2,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""sorry"",""likes"":{},""time"":1706474718320,""round"":2,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""1 rabbit 1 squir;l"",""likes"":{},""time"":1706474720840,""round"":2,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""any other animals?"",""likes"":{},""time"":1706474723561,""round"":2,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""no i see 1 rabbit 1 squirrel"",""likes"":{},""time"":1706474729160,""round"":2,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""3 rabitts"",""likes"":{},""time"":1706474774889,""round"":3,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""1 rabbit 1 squirrel"",""likes"":{},""time"":1706474776144,""round"":3,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474776572,""round"":3,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""5 rabbits"",""likes"":{},""time"":1706474777305,""round"":3,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}},{""text"":""1 rabbit 1 squirrel"",""likes"":{},""time"":1706474826580,""round"":4,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""3 rabitts"",""likes"":{},""time"":1706474832057,""round"":4,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474832705,""round"":4,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""5 rabbits, 1 squirrel"",""likes"":{},""time"":1706474835785,""round"":4,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}},{""text"":""1 rabbit 1 squirrel"",""likes"":{},""time"":1706474863481,""round"":5,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""3 rabitts"",""likes"":{},""time"":1706474864003,""round"":5,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""5 rabbits"",""likes"":{},""time"":1706474864650,""round"":5,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474867047,""round"":5,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""3 rabitts"",""likes"":{},""time"":1706474905566,""round"":6,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474906934,""round"":6,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""1 rabbit 1 squirrel"",""likes"":{},""time"":1706474907664,""round"":6,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""1 squirrel"",""likes"":{},""time"":1706474908966,""round"":6,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}},{""text"":""1 rabbit 1 squirrel"",""likes"":{},""time"":1706474940248,""round"":7,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""5 rabbits"",""likes"":{},""time"":1706474941775,""round"":7,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474942847,""round"":7,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""3 rabitts"",""likes"":{},""time"":1706474943643,""round"":7,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""have i spoke to u before"",""likes"":{},""time"":1706474954737,""round"":7,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""5 rabbits"",""likes"":{},""time"":1706474984210,""round"":8,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}},{""text"":""3 rabbits"",""likes"":{},""time"":1706474985577,""round"":8,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""1 rabbit 1 suirrel"",""likes"":{},""time"":1706474986784,""round"":8,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706474987491,""round"":8,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""1 rabbit 1 squireel"",""likes"":{},""time"":1706475019424,""round"":9,""recipient"":""01HN8WVXFEX730WAJDDJWD9D7C"",""sender"":{""id"":""01HN8WQEJZRX09DPVACEVBQB5A"",""name"":""player 2""}},{""text"":""3 rabbtis"",""likes"":{},""time"":1706475020374,""round"":9,""recipient"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""sender"":{""id"":""01HN8WVXFEX730WAJDDJWD9D7C"",""name"":""player 3""}},{""text"":""2 rabbits"",""likes"":{},""time"":1706475022073,""round"":9,""recipient"":""01HN8WFS0FP014KCJK7JJDSJQP"",""sender"":{""id"":""01HN8WWNZQ0VB9XQN3V18JVK1F"",""name"":""player 4""}},{""text"":""5 rabbits 1 squirrel"",""likes"":{},""time"":1706475024046,""round"":9,""recipient"":""01HN8WQEJZRX09DPVACEVBQB5A"",""sender"":{""id"":""01HN8WFS0FP014KCJK7JJDSJQP"",""name"":""player 1""}}]",2024-01-28T20:50:24.134343489Z,experiment2-interactive,2024-01-28T20:23:47.584612072Z,end of game,2024-01-28T20:51:11.000881776Z,8,2024-01-28T20:44:08.25993526Z
01HN8VW4M12YPXWM797PV50HD0,01HN8VW4KDXDSK4543MZEH5MVR,2024-01-28T20:23:47.585997561Z,"[{""text"":""I think the population is 80% rabbits"",""time"":1706474602929,""recipient"":""01HN8WKCFXXW3159FQBM9SSZ1S"",""round"":2,""sender"":{""id"":""01HN8WH3THS26GR664GHZ4SJVH"",""name"":""player 1""}},{""text"":""I think the population is 80% rabbits"",""time"":1706474627077,""recipient"":""01HN8WKCFXXW3159FQBM9SSZ1S"",""round"":3,""sender"":{""id"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""name"":""player 4""}},{""text"":""I think the population is 90% rabbits"",""time"":1706474632274,""recipient"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""round"":3,""sender"":{""id"":""01HN8WH3THS26GR664GHZ4SJVH"",""name"":""player 1""}},{""text"":""I think the population is 90% rabbits"",""time"":1706474665444,""recipient"":""01HN8WKAMZASB0QZ4J9133AV7J"",""round"":4,""sender"":{""id"":""01HN8WH3THS26GR664GHZ4SJVH"",""name"":""player 1""}},{""text"":""I think the population is 85% rabbits"",""time"":1706474665198,""recipient"":""01HN8WH3THS26GR664GHZ4SJVH"",""round"":4,""sender"":{""id"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""name"":""player 4""}},{""text"":""I think the population is 5% rabbits"",""time"":1706474708259,""recipient"":""01HN8WKCFXXW3159FQBM9SSZ1S"",""round"":4,""sender"":{""id"":""01HN8WKAMZASB0QZ4J9133AV7J"",""name"":""player 2""}},{""text"":""I think the population is 85% rabbits"",""time"":1706474689556,""recipient"":""01HN8WKCFXXW3159FQBM9SSZ1S"",""round"":5,""sender"":{""id"":""01HN8WH3THS26GR664GHZ4SJVH"",""name"":""player 1""}},{""text"":""I think the population is 90% rabbits"",""time"":1706474689562,""recipient"":""01HN8WKAMZASB0QZ4J9133AV7J"",""round"":5,""sender"":{""id"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""name"":""player 4""}},{""text"":""I think the population is 7% rabbits"",""time"":1706474730404,""recipient"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""round"":5,""sender"":{""id"":""01HN8WKAMZASB0QZ4J9133AV7J"",""name"":""player 2""}},{""text"":""I think the population is 7% rabbits"",""time"":1706474743650,""recipient"":""01HN8WH3THS26GR664GHZ4SJVH"",""round"":6,""sender"":{""id"":""01HN8WKAMZASB0QZ4J9133AV7J"",""name"":""player 2""}},{""text"":""I think the population is 80% rabbits"",""time"":1706474710775,""recipient"":""01HN8WKCFXXW3159FQBM9SSZ1S"",""round"":6,""sender"":{""id"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""name"":""player 4""}},{""text"":""I think the population is 85% rabbits"",""time"":1706474711781,""recipient"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""round"":6,""sender"":{""id"":""01HN8WH3THS26GR664GHZ4SJVH"",""name"":""player 1""}},{""text"":""I think the population is 80% rabbits"",""time"":1706474716199,""recipient"":""01HN8WH3THS26GR664GHZ4SJVH"",""round"":7,""sender"":{""id"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""name"":""player 4""}},{""text"":""I think the population is 85% rabbits"",""time"":1706474725929,""recipient"":""01HN8WKAMZASB0QZ4J9133AV7J"",""round"":7,""sender"":{""id"":""01HN8WH3THS26GR664GHZ4SJVH"",""name"":""player 1""}},{""text"":""I think the population is 10% rabbits"",""time"":1706474767810,""recipient"":""01HN8WKCFXXW3159FQBM9SSZ1S"",""round"":7,""sender"":{""id"":""01HN8WKAMZASB0QZ4J9133AV7J"",""name"":""player 2""}},{""text"":""I think the population is 85% rabbits"",""time"":1706474751079,""recipient"":""01HN8WKAMZASB0QZ4J9133AV7J"",""round"":8,""sender"":{""id"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""name"":""player 4""}},{""text"":""I think the population is 90% rabbits"",""time"":1706474787850,""recipient"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""round"":8,""sender"":{""id"":""01HN8WKAMZASB0QZ4J9133AV7J"",""name"":""player 2""}},{""text"":""I think the population is 85% rabbits"",""time"":1706474755034,""recipient"":""01HN8WKCFXXW3159FQBM9SSZ1S"",""round"":8,""sender"":{""id"":""01HN8WH3THS26GR664GHZ4SJVH"",""name"":""player 1""}},{""text"":""I think the population is 90% rabbits"",""time"":1706474761864,""recipient"":""01HN8WKCFXXW3159FQBM9SSZ1S"",""round"":9,""sender"":{""id"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""name"":""player 4""}},{""text"":""I think the population is 90% rabbits"",""time"":1706474798930,""recipient"":""01HN8WH3THS26GR664GHZ4SJVH"",""round"":9,""sender"":{""id"":""01HN8WKAMZASB0QZ4J9133AV7J"",""name"":""player 2""}},{""text"":""I think the population is 85% rabbits"",""time"":1706474774731,""recipient"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""round"":9,""sender"":{""id"":""01HN8WH3THS26GR664GHZ4SJVH"",""name"":""player 1""}},{""text"":""I think the population is 85% rabbits"",""time"":1706474788997,""recipient"":""01HN8WKAMZASB0QZ4J9133AV7J"",""round"":10,""sender"":{""id"":""01HN8WH3THS26GR664GHZ4SJVH"",""name"":""player 1""}},{""text"":""I think the population is 90% rabbits"",""time"":1706474832845,""recipient"":""01HN8WKCFXXW3159FQBM9SSZ1S"",""round"":10,""sender"":{""id"":""01HN8WKAMZASB0QZ4J9133AV7J"",""name"":""player 2""}},{""text"":""I think the population is 75% rabbits"",""time"":1706474799875,""recipient"":""01HN8WH3THS26GR664GHZ4SJVH"",""round"":10,""sender"":{""id"":""01HN8WT5FY22ZT4J7X4VVXCHKB"",""name"":""player 4""}}]",2024-01-28T20:46:40.195888194Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-01-28T20:23:47.585997561Z,true,2024-01-28T20:46:40.222713872Z,ended,2024-01-28T20:46:40.236753754Z,01HN8VW4N39RR3WBW8X66RC161,2024-01-28T20:23:47.625676608Z,,2024-01-28T20:46:40.222713872Z,true,2024-01-28T20:43:07.497626384Z,true,2024-01-28T20:43:07.497626384Z,,,experiment2-slider,2024-01-28T20:23:47.585997561Z,end of game,2024-01-28T20:46:40.236753754Z,8,2024-01-28T20:43:07.537424572Z
