gameID,players,total_nRabbits,total_nSquirrels,mleGame,total_nCritters,entropy,representation
18,"[{""playerID"": 70, ""nRabbits"": 1, ""nSquirrels"": 1}, {""playerID"": 70, ""nRabbits"": 4, ""nSquirrels"": 1}, {""playerID"": 70, ""nRabbits"": 2, ""nSquirrels"": 0}, {""playerID"": 70, ""nRabbits"": 0, ""nSquirrels"": 1}]",7,3,0.7,10,0.6108643020548935,0.325
18,"[{""playerID"": 71, ""nRabbits"": 2, ""nSquirrels"": 1}, {""playerID"": 71, ""nRabbits"": 3, ""nSquirrels"": 2}, {""playerID"": 71, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 71, ""nRabbits"": 1, ""nSquirrels"": 0}]",7,3,0.7,10,0.6108643020548935,0.18333333333333335
18,"[{""playerID"": 72, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 72, ""nRabbits"": 3, ""nSquirrels"": 0}, {""playerID"": 72, ""nRabbits"": 2, ""nSquirrels"": 1}, {""playerID"": 72, ""nRabbits"": 5, ""nSquirrels"": 0}]",11,1,0.9166666666666666,12,0.2868359830561607,0.12500000000000003
19,"[{""playerID"": 73, ""nRabbits"": 4, ""nSquirrels"": 0}, {""playerID"": 73, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 73, ""nRabbits"": 2, ""nSquirrels"": 2}, {""playerID"": 73, ""nRabbits"": 2, ""nSquirrels"": 0}]",9,2,0.8181818181818182,11,0.47413931305783735,0.21590909090909088
19,"[{""playerID"": 74, ""nRabbits"": 0, ""nSquirrels"": 1}, {""playerID"": 74, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 74, ""nRabbits"": 0, ""nSquirrels"": 1}, {""playerID"": 74, ""nRabbits"": 9, ""nSquirrels"": 2}]",10,4,0.7142857142857143,14,0.5982695885852573,0.4545454545454546
19,"[{""playerID"": 75, ""nRabbits"": 0, ""nSquirrels"": 2}, {""playerID"": 75, ""nRabbits"": 3, ""nSquirrels"": 0}, {""playerID"": 75, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 75, ""nRabbits"": 1, ""nSquirrels"": 3}]",5,5,0.5,10,0.6931471805599453,0.4375
19,"[{""playerID"": 76, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 76, ""nRabbits"": 10, ""nSquirrels"": 1}, {""playerID"": 76, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 76, ""nRabbits"": 6, ""nSquirrels"": 0}]",18,1,0.9473684210526315,19,0.20619205063323187,0.04904306220095697
20,"[{""playerID"": 77, ""nRabbits"": 2, ""nSquirrels"": 0}, {""playerID"": 77, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 77, ""nRabbits"": 0, ""nSquirrels"": 1}, {""playerID"": 77, ""nRabbits"": 3, ""nSquirrels"": 4}]",6,5,0.5454545454545454,11,0.6890092384766586,0.39285714285714285
20,"[{""playerID"": 78, ""nRabbits"": 10, ""nSquirrels"": 3}, {""playerID"": 78, ""nRabbits"": 6, ""nSquirrels"": 1}, {""playerID"": 78, ""nRabbits"": 0, ""nSquirrels"": 1}, {""playerID"": 78, ""nRabbits"": 0, ""nSquirrels"": 2}]",16,7,0.6956521739130435,23,0.6145033203107282,0.4065934065934066
20,"[{""playerID"": 79, ""nRabbits"": 5, ""nSquirrels"": 0}, {""playerID"": 79, ""nRabbits"": 5, ""nSquirrels"": 0}, {""playerID"": 79, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 79, ""nRabbits"": 3, ""nSquirrels"": 1}]",14,1,0.9333333333333333,15,0.24493002679463532,0.09583333333333333
20,"[{""playerID"": 80, ""nRabbits"": 12, ""nSquirrels"": 5}, {""playerID"": 80, ""nRabbits"": 0, ""nSquirrels"": 1}, {""playerID"": 80, ""nRabbits"": 0, ""nSquirrels"": 1}, {""playerID"": 80, ""nRabbits"": 0, ""nSquirrels"": 1}]",12,8,0.6,20,0.6730116670092565,0.4764705882352941
21,"[{""playerID"": 81, ""nRabbits"": 0, ""nSquirrels"": 3}, {""playerID"": 81, ""nRabbits"": 0, ""nSquirrels"": 1}, {""playerID"": 81, ""nRabbits"": 2, ""nSquirrels"": 1}, {""playerID"": 81, ""nRabbits"": 3, ""nSquirrels"": 0}]",5,5,0.5,10,0.6931471805599453,0.41666666666666663
21,"[{""playerID"": 82, ""nRabbits"": 11, ""nSquirrels"": 0}, {""playerID"": 82, ""nRabbits"": 0, ""nSquirrels"": 1}, {""playerID"": 82, ""nRabbits"": 7, ""nSquirrels"": 0}, {""playerID"": 82, ""nRabbits"": 3, ""nSquirrels"": 1}]",21,2,0.9130434782608695,23,0.2954391918721161,0.3125
21,"[{""playerID"": 83, ""nRabbits"": 4, ""nSquirrels"": 1}, {""playerID"": 83, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 83, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 83, ""nRabbits"": 4, ""nSquirrels"": 0}]",10,1,0.9090909090909091,11,0.30463609734923813,0.09545454545454546
21,"[{""playerID"": 84, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 84, ""nRabbits"": 4, ""nSquirrels"": 0}, {""playerID"": 84, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 84, ""nRabbits"": 1, ""nSquirrels"": 0}]",7,0,1.0,7,-0.0,0.0
22,"[{""playerID"": 85, ""nRabbits"": 1, ""nSquirrels"": 1}, {""playerID"": 85, ""nRabbits"": 2, ""nSquirrels"": 1}, {""playerID"": 85, ""nRabbits"": 1, ""nSquirrels"": 2}, {""playerID"": 85, ""nRabbits"": 1, ""nSquirrels"": 1}]",5,5,0.5,10,0.6931471805599453,0.08333333333333333
22,"[{""playerID"": 86, ""nRabbits"": 7, ""nSquirrels"": 0}, {""playerID"": 86, ""nRabbits"": 0, ""nSquirrels"": 1}, {""playerID"": 86, ""nRabbits"": 9, ""nSquirrels"": 0}, {""playerID"": 86, ""nRabbits"": 6, ""nSquirrels"": 1}]",22,2,0.9166666666666666,24,0.2868359830561607,0.28571428571428575
22,"[{""playerID"": 87, ""nRabbits"": 0, ""nSquirrels"": 1}, {""playerID"": 87, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 87, ""nRabbits"": 3, ""nSquirrels"": 0}, {""playerID"": 87, ""nRabbits"": 9, ""nSquirrels"": 0}]",13,1,0.9285714285714286,14,0.25731864054383163,0.2857142857142857
22,"[{""playerID"": 88, ""nRabbits"": 9, ""nSquirrels"": 0}, {""playerID"": 88, ""nRabbits"": 3, ""nSquirrels"": 0}, {""playerID"": 88, ""nRabbits"": 4, ""nSquirrels"": 0}, {""playerID"": 88, ""nRabbits"": 0, ""nSquirrels"": 1}]",16,1,0.9411764705882353,17,0.22371807606583377,0.27941176470588236
23,"[{""playerID"": 89, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 89, ""nRabbits"": 2, ""nSquirrels"": 0}, {""playerID"": 89, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 89, ""nRabbits"": 4, ""nSquirrels"": 0}]",8,0,1.0,8,-0.0,0.0
23,"[{""playerID"": 90, ""nRabbits"": 2, ""nSquirrels"": 0}, {""playerID"": 90, ""nRabbits"": 2, ""nSquirrels"": 0}, {""playerID"": 90, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 90, ""nRabbits"": 1, ""nSquirrels"": 0}]",6,0,1.0,6,-0.0,0.0
23,"[{""playerID"": 91, ""nRabbits"": 14, ""nSquirrels"": 0}, {""playerID"": 91, ""nRabbits"": 1, ""nSquirrels"": 1}, {""playerID"": 91, ""nRabbits"": 28, ""nSquirrels"": 2}, {""playerID"": 91, ""nRabbits"": 0, ""nSquirrels"": 1}]",43,4,0.9148936170212766,47,0.2910671247036172,0.35833333333333334
23,"[{""playerID"": 92, ""nRabbits"": 8, ""nSquirrels"": 0}, {""playerID"": 92, ""nRabbits"": 3, ""nSquirrels"": 1}, {""playerID"": 92, ""nRabbits"": 0, ""nSquirrels"": 1}, {""playerID"": 92, ""nRabbits"": 12, ""nSquirrels"": 0}]",23,2,0.92,25,0.2787693717685874,0.3125
24,"[{""playerID"": 93, ""nRabbits"": 0, ""nSquirrels"": 1}, {""playerID"": 93, ""nRabbits"": 16, ""nSquirrels"": 0}, {""playerID"": 93, ""nRabbits"": 6, ""nSquirrels"": 0}, {""playerID"": 93, ""nRabbits"": 0, ""nSquirrels"": 1}]",22,2,0.9166666666666666,24,0.2868359830561607,0.5
24,"[{""playerID"": 94, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 94, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 94, ""nRabbits"": 1, ""nSquirrels"": 1}, {""playerID"": 94, ""nRabbits"": 1, ""nSquirrels"": 0}]",4,1,0.8,5,0.5004024235381879,0.22499999999999998
24,"[{""playerID"": 95, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 95, ""nRabbits"": 1, ""nSquirrels"": 0}, {""playerID"": 95, ""nRabbits"": 2, ""nSquirrels"": 0}, {""playerID"": 95, ""nRabbits"": 1, ""nSquirrels"": 0}]",5,0,1.0,5,-0.0,0.0
