id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt
01JGQD2PA37EJDRE2WFGYMYAAE,01JGQAPMYNCNBJS85ADZTV8X7J,2025-01-04T00:57:39.395252723Z,01JGQAPMYXXFNA2BAX36EJ0CJG,2025-01-04T00:57:39.395252723Z,01JGQCMEGFHC5CXTCHQHQW3BZ1,2025-01-04T00:57:39.395252723Z,01JGQCWYXCT68JMZ4T5AQVVXSQ,2025-01-04T00:57:39.395252723Z
01JGQEC9EK8Q88S0AQX70D2KJW,01JGQANR02BRRMWPPRDS1WAW86,2025-01-04T01:20:22.483072821Z,01JGQANR0BSA9XDCPAAR7EDB2C,2025-01-04T01:20:22.483072821Z,01JGQDVX136NNX2CRD59RW5FBE,2025-01-04T01:20:22.483072821Z,01JGQEC8KDMKWK2NZSZBBQQJYV,2025-01-04T01:20:22.483072821Z
01JGQEZ2J7W39BDFP3E8BDHP06,01JGQANQ1TNTSD6JYM8SV3GAXG,2025-01-04T01:30:38.023128917Z,01JGQANQ25RPT5KWDFFEJAKMWE,2025-01-04T01:30:38.023128917Z,01JGQEDJM61J8X7XAG3JXFN65T,2025-01-04T01:30:38.023128917Z,01JGQER3AV7N5KR0QQ1EEZ5A40,2025-01-04T01:30:38.023128917Z
01JGQF3CX335MRW7PFXM3HQRG2,01JGQANP3JF3EN73SEM4EV0B29,2025-01-04T01:32:59.683344854Z,01JGQANP3VKD3DNR432VAZVMW8,2025-01-04T01:32:59.683344854Z,01JGQEQE45VZ4FZWFZ05QMR66X,2025-01-04T01:32:59.683344854Z,01JGQF1GRRDMAJNWXFC9APNW4W,2025-01-04T01:32:59.683344854Z
01JGQHCXV1Y198QF983PRAQM6V,01JGQF6159NQ6DB9AGYYNF5433,2025-01-04T02:13:09.089163814Z,01JGQF616FQH7BVFNE475HBQ1T,2025-01-04T02:13:09.089163814Z,01JGQGRM82E4F9RTHWK5QN8253,2025-01-04T02:13:09.089163814Z,01JGQH23HCA5G0G2BGDXH2F7PK,2025-01-04T02:13:09.089163814Z
01JGQB2A7ABMB6VX61NPXNJZPT,01JGQAPTG44XVMCBBZRX3B3F2M,2025-01-04T00:22:29.866931491Z,01JGQAPTGBFPAHC7D2HNSX01XV,2025-01-04T00:22:29.866931491Z,01JGQARST7K07GPE781AG7DVH2,2025-01-04T00:22:29.866931491Z,01JGQAZHPTE7SJNZR8GAK63779,2025-01-04T00:22:29.866931491Z
01JGQCZ10HH6Y62CG3TF88AHFE,01JGQAPNH0ZAYS3JS2A66X0YYM,2025-01-04T00:55:39.281131153Z,01JGQAPNHASHXGTC3SWD424E15,2025-01-04T00:55:39.281131153Z,01JGQC3DFS9H4ZJ5FSBEV5EFMQ,2025-01-04T00:55:39.281131153Z,01JGQCR4WAWSYV9KMK4HMVWTN3,2025-01-04T00:55:39.281131153Z
01JGQE2MAJVAT7TX8VREQAGXJ3,01JGQANSF16FK7Q9A7KD4G9GD3,2025-01-04T01:15:05.938310553Z,01JGQANSF9AD083RFF3YCDWG6Q,2025-01-04T01:15:05.938310553Z,01JGQDJT8V4GHJAZJGX94GZGGE,2025-01-04T01:15:05.938310553Z,01JGQDXZN0D70RXV1NYY2BD364,2025-01-04T01:15:05.938310553Z
01JGQEC9FMN592G29406F3ZTS6,01JGQANR02BRRMWPPRDS1WAW86,2025-01-04T01:20:22.516275337Z,01JGQANR0BSA9XDCPAAR7EDB2C,2025-01-04T01:20:22.516275337Z,01JGQE59KCV1WADEA0QWJ0XTEY,2025-01-04T01:20:22.516275337Z,01JGQEC8KDMKWK2NZSZBBQQJYV,2025-01-04T01:20:22.516275337Z
01JGQFN3NT1B7DSSH9CEF285NB,01JGQANJE07FFPTE44EWVFSKEX,2025-01-04T01:42:40.058152559Z,01JGQANJEM780NAH3QGN2TAVPX,2025-01-04T01:42:40.058152559Z,01JGQE6BWQX9KDY226H202PHTB,2025-01-04T01:42:40.058152559Z,01JGQFFNCMV7A43N710SYA1BTB,2025-01-04T01:42:40.058152559Z
