id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JGQANQGMHWT4J1G3T2BBQG01,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-04T00:15:37.492498007Z,all games finished,2025-01-04T01:27:34.991411281Z,true,2025-01-04T00:15:37.499676699Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T00:15:37.492498007Z,ended,2025-01-04T01:27:34.991411281Z
01JGQAPQ7YAX5VCC22AFE557K3,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T00:16:09.982694931Z,all games finished,2025-01-04T00:45:07.307666626Z,true,2025-01-04T00:16:09.98978022Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T00:16:09.982694931Z,ended,2025-01-04T00:45:07.307666626Z
01JGQF5Z46SWXSZV85X4MB0E74,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-04T01:34:23.878688132Z,all games finished,2025-01-04T02:23:27.340938267Z,true,2025-01-04T01:34:23.901647848Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T01:34:23.878688132Z,ended,2025-01-04T02:23:27.340938267Z
01JGQF60GRHBQJ05MPFCZ4DJ01,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-04T01:34:25.304270269Z,all games finished,2025-01-04T02:20:17.345182676Z,true,2025-01-04T01:34:25.34138406Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T01:34:25.304270269Z,ended,2025-01-04T02:20:17.345182676Z
01JGQF62HHA2466HVWY9M4PFJK,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-04T01:34:27.377517794Z,all games finished,2025-01-04T02:12:25.57084661Z,true,2025-01-04T01:34:27.43335495Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T01:34:27.377517794Z,ended,2025-01-04T02:12:25.57084661Z
01JGQF64FQ60MKCJXCWAV9MP24,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-04T01:34:29.367639325Z,all games finished,2025-01-04T02:02:30.782351293Z,true,2025-01-04T01:34:29.415945608Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T01:34:29.367639325Z,ended,2025-01-04T02:02:30.782351293Z
01JGQK7Y81WFAMVXQP8WWRKF9B,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T02:45:22.817831357Z,,,true,2025-01-04T02:45:22.902867036Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T02:45:22.817831357Z,created,2025-01-04T02:45:22.817831357Z
01JGQANSF16FK7Q9A7KD4G9GD3,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-04T00:15:39.489538146Z,all games finished,2025-01-04T01:16:06.174003261Z,true,2025-01-04T00:15:39.497002778Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T00:15:39.489538146Z,ended,2025-01-04T01:16:06.174003261Z
01JGQAPPN2QSF04PVY1ZR8H4FP,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T00:16:09.378602101Z,all games finished,2025-01-04T00:47:44.889961082Z,true,2025-01-04T00:16:09.388263151Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T00:16:09.378602101Z,ended,2025-01-04T00:47:44.889961082Z
01JGQK7W6K0JS3FE17RVDA1KAV,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T02:45:20.723387347Z,,,true,2025-01-04T02:45:20.790405349Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T02:45:20.723387347Z,created,2025-01-04T02:45:20.723387347Z
01JGQK7WWGZ2X2TGV0WF5TV26B,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T02:45:21.424218049Z,,,true,2025-01-04T02:45:21.492543008Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T02:45:21.424218049Z,created,2025-01-04T02:45:21.424218049Z
01JGQANSYAZNHFBMK35EEAN70K,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-04T00:15:39.978994818Z,,,true,2025-01-04T00:15:39.985843385Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T00:15:39.978994818Z,terminated,2025-01-04T01:06:59.653206218Z
01JGQAPGCCKXY3DN53ZTFF7XPA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T00:16:02.957022895Z,all games finished,2025-01-04T01:08:39.889167975Z,true,2025-01-04T00:16:02.967134026Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T00:16:02.957022895Z,ended,2025-01-04T01:08:39.889167975Z
01JGQF5YD1VME705ME2XYY253H,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-04T01:34:23.137045028Z,all games finished,2025-01-04T02:27:15.007314024Z,true,2025-01-04T01:34:23.209276322Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T01:34:23.137045028Z,ended,2025-01-04T02:27:15.007314024Z
01JGQF5ZTDZDZ3T9J3HDT8F03P,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-04T01:34:24.589815441Z,all games finished,2025-01-04T02:18:52.352935755Z,true,2025-01-04T01:34:24.627215847Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T01:34:24.589815441Z,ended,2025-01-04T02:18:52.352935755Z
01JGQF6159NQ6DB9AGYYNF5433,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-04T01:34:25.961318347Z,all games finished,2025-01-04T02:14:43.81775914Z,true,2025-01-04T01:34:25.985384794Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T01:34:25.961318347Z,ended,2025-01-04T02:14:43.81775914Z
01JGQANN1WN7HHZCEQSBS2JBZW,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-04T00:15:34.972749631Z,,,true,2025-01-04T00:15:34.984469775Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T00:15:34.972749631Z,terminated,2025-01-04T01:38:59.271698817Z
01JGQK810PMFBND4VZHK89AYVM,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-04T02:45:25.654890413Z,,,true,2025-01-04T02:45:25.767771706Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T02:45:25.654890413Z,created,2025-01-04T02:45:25.654890413Z
01JGQANNJVMF4PQDAE2FD6AAX0,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-04T00:15:35.516036078Z,all games finished,2025-01-04T01:37:23.741739642Z,true,2025-01-04T00:15:35.526165921Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-04T00:15:35.516036078Z,ended,2025-01-04T01:37:23.741739642Z
