id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,messages,messagesLastChangedAt,roundIndex,roundIndexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JH75BY8576J4V1FNAHN7872E,4,2025-01-10T04:04:12.485017703Z,01JH75BY7XY51JV3SC0TENR5RV,2025-01-10T03:50:44.741718292Z,"[{""text"":""I think the population is 1% rabbits"",""likes"":{},""time"":1736481889917,""round"":1,""recipient"":""01JH75V3MAVW1WC2507AD1W0FP"",""sender"":{""id"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""name"":""player 4"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75ZNQYRHHRWXQT85B1EXQJ""}},{""text"":""I think the population is 0% rabbits"",""likes"":{},""time"":1736481891098,""round"":1,""recipient"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""sender"":{""id"":""01JH75V3MAVW1WC2507AD1W0FP"",""name"":""player 2"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75V3MAVW1WC2507AD1W0FP""}},{""text"":""I think the population is 0% rabbits"",""likes"":{},""time"":1736481892874,""round"":1,""recipient"":""01JH75S8A0JTD1PJNHB20M96PY"",""sender"":{""id"":""01JH75XRED75XDX3HVPH6YK28E"",""name"":""player 3"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75XRED75XDX3HVPH6YK28E""}},{""text"":""I think the population is 50% rabbits"",""likes"":{},""time"":1736481910516,""round"":2,""recipient"":""01JH75XRED75XDX3HVPH6YK28E"",""sender"":{""id"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""name"":""player 4"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75ZNQYRHHRWXQT85B1EXQJ""}},{""text"":""I think the population is 0% rabbits"",""likes"":{},""time"":1736481911845,""round"":2,""recipient"":""01JH75V3MAVW1WC2507AD1W0FP"",""sender"":{""id"":""01JH75XRED75XDX3HVPH6YK28E"",""name"":""player 3"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75XRED75XDX3HVPH6YK28E""}},{""text"":""I think the population is 57% rabbits"",""likes"":{},""time"":1736481919456,""round"":2,""recipient"":""01JH75S8A0JTD1PJNHB20M96PY"",""sender"":{""id"":""01JH75V3MAVW1WC2507AD1W0FP"",""name"":""player 2"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75V3MAVW1WC2507AD1W0FP""}},{""text"":""I think the population is 82% rabbits"",""likes"":{},""time"":1736481934882,""round"":3,""recipient"":""01JH75XRED75XDX3HVPH6YK28E"",""sender"":{""id"":""01JH75V3MAVW1WC2507AD1W0FP"",""name"":""player 2"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75V3MAVW1WC2507AD1W0FP""}},{""text"":""I think the population is 0% rabbits"",""likes"":{},""time"":1736481938396,""round"":3,""recipient"":""01JH75S8A0JTD1PJNHB20M96PY"",""sender"":{""id"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""name"":""player 4"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75ZNQYRHHRWXQT85B1EXQJ""}},{""text"":""I think the population is 0% rabbits"",""likes"":{},""time"":1736481943461,""round"":3,""recipient"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""sender"":{""id"":""01JH75XRED75XDX3HVPH6YK28E"",""name"":""player 3"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75XRED75XDX3HVPH6YK28E""}},{""text"":""I think the population is 50% rabbits"",""likes"":{},""time"":1736481954248,""round"":4,""recipient"":""01JH75V3MAVW1WC2507AD1W0FP"",""sender"":{""id"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""name"":""player 4"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75ZNQYRHHRWXQT85B1EXQJ""}},{""text"":""I think the population is 0% rabbits"",""likes"":{},""time"":1736481960455,""round"":4,""recipient"":""01JH75S8A0JTD1PJNHB20M96PY"",""sender"":{""id"":""01JH75XRED75XDX3HVPH6YK28E"",""name"":""player 3"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75XRED75XDX3HVPH6YK28E""}},{""text"":""I think the population is 24% rabbits"",""likes"":{},""time"":1736481970143,""round"":4,""recipient"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""sender"":{""id"":""01JH75V3MAVW1WC2507AD1W0FP"",""name"":""player 2"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75V3MAVW1WC2507AD1W0FP""}}]",2025-01-10T04:06:10.591294628Z,true,2025-01-10T04:06:22.211457763Z,batch ended,2025-01-10T04:06:22.086307142Z,01JH75BY8JWCQN8AB5MBE5FN52,2025-01-10T03:50:44.75598073Z,01JH760NV6Y7JJYWEKEKJ41X6B,2025-01-10T04:02:04.266325Z,"[{""text"":""I think the population is 1% rabbits"",""likes"":{},""time"":1736481889917,""round"":1,""recipient"":""01JH75V3MAVW1WC2507AD1W0FP"",""sender"":{""id"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""name"":""player 4"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75ZNQYRHHRWXQT85B1EXQJ""}},{""text"":""I think the population is 0% rabbits"",""likes"":{},""time"":1736481891098,""round"":1,""recipient"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""sender"":{""id"":""01JH75V3MAVW1WC2507AD1W0FP"",""name"":""player 2"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75V3MAVW1WC2507AD1W0FP""}},{""text"":""I think the population is 0% rabbits"",""likes"":{},""time"":1736481892874,""round"":1,""recipient"":""01JH75S8A0JTD1PJNHB20M96PY"",""sender"":{""id"":""01JH75XRED75XDX3HVPH6YK28E"",""name"":""player 3"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75XRED75XDX3HVPH6YK28E""}},{""text"":""I think the population is 50% rabbits"",""likes"":{},""time"":1736481910516,""round"":2,""recipient"":""01JH75XRED75XDX3HVPH6YK28E"",""sender"":{""id"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""name"":""player 4"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75ZNQYRHHRWXQT85B1EXQJ""}},{""text"":""I think the population is 0% rabbits"",""likes"":{},""time"":1736481911845,""round"":2,""recipient"":""01JH75V3MAVW1WC2507AD1W0FP"",""sender"":{""id"":""01JH75XRED75XDX3HVPH6YK28E"",""name"":""player 3"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75XRED75XDX3HVPH6YK28E""}},{""text"":""I think the population is 57% rabbits"",""likes"":{},""time"":1736481919456,""round"":2,""recipient"":""01JH75S8A0JTD1PJNHB20M96PY"",""sender"":{""id"":""01JH75V3MAVW1WC2507AD1W0FP"",""name"":""player 2"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75V3MAVW1WC2507AD1W0FP""}},{""text"":""I think the population is 82% rabbits"",""likes"":{},""time"":1736481934882,""round"":3,""recipient"":""01JH75XRED75XDX3HVPH6YK28E"",""sender"":{""id"":""01JH75V3MAVW1WC2507AD1W0FP"",""name"":""player 2"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75V3MAVW1WC2507AD1W0FP""}},{""text"":""I think the population is 0% rabbits"",""likes"":{},""time"":1736481938396,""round"":3,""recipient"":""01JH75S8A0JTD1PJNHB20M96PY"",""sender"":{""id"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""name"":""player 4"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75ZNQYRHHRWXQT85B1EXQJ""}},{""text"":""I think the population is 0% rabbits"",""likes"":{},""time"":1736481943461,""round"":3,""recipient"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""sender"":{""id"":""01JH75XRED75XDX3HVPH6YK28E"",""name"":""player 3"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75XRED75XDX3HVPH6YK28E""}},{""text"":""I think the population is 50% rabbits"",""likes"":{},""time"":1736481954248,""round"":4,""recipient"":""01JH75V3MAVW1WC2507AD1W0FP"",""sender"":{""id"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""name"":""player 4"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75ZNQYRHHRWXQT85B1EXQJ""}},{""text"":""I think the population is 0% rabbits"",""likes"":{},""time"":1736481960455,""round"":4,""recipient"":""01JH75S8A0JTD1PJNHB20M96PY"",""sender"":{""id"":""01JH75XRED75XDX3HVPH6YK28E"",""name"":""player 3"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75XRED75XDX3HVPH6YK28E""}},{""text"":""I think the population is 24% rabbits"",""likes"":{},""time"":1736481970143,""round"":4,""recipient"":""01JH75ZNQYRHHRWXQT85B1EXQJ"",""sender"":{""id"":""01JH75V3MAVW1WC2507AD1W0FP"",""name"":""player 2"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JH75V3MAVW1WC2507AD1W0FP""}}]",2025-01-10T04:06:10.586184487Z,7,2025-01-10T04:04:12.544958843Z,null,2025-01-10T04:06:22.211457763Z,true,2025-01-10T04:04:12.485017703Z,true,2025-01-10T04:04:12.485017703Z,terminated,2025-01-10T04:06:22.086307142Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}",2025-01-10T03:50:44.741718292Z,RS_slider,2025-01-10T03:50:44.741718292Z
01JH76E2C68J5S9RYPAY8B0738,,,01JH76E2BWQNSH9W6292WY5JY0,2025-01-10T04:09:23.078833417Z,,,false,2025-01-10T04:09:23.078833417Z,batch ended,2025-01-10T04:10:39.32610794Z,01JH76E2CSZYZXGYWN14P2TBEZ,2025-01-10T04:09:23.099118722Z,,,,,,,,,false,2025-01-10T04:09:23.078833417Z,,,terminated,2025-01-10T04:10:39.32610794Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}",2025-01-10T04:09:23.078833417Z,RS_slider,2025-01-10T04:09:23.078833417Z
01JH7753VMSVMXWXA0VP56SP33,,,01JH7753V6TWTXHBASMN50QB1M,2025-01-10T04:21:58.260984014Z,,,false,2025-01-10T04:21:58.260984014Z,shared lobby timeout,2025-01-10T04:30:35.387164144Z,01JH7753W823BHR87BV9GP0YB3,2025-01-10T04:21:58.281990058Z,01JH77BQWM8JY5JNXAFG5V1SND,2025-01-10T04:25:35.38374966Z,,,,,,,false,2025-01-10T04:21:58.260984014Z,,,failed,2025-01-10T04:30:35.387164144Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}",2025-01-10T04:21:58.260984014Z,SR_slider,2025-01-10T04:21:58.260984014Z
