id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JHBTX3D9K8CA8PG05W35CTHN,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T23:24:04.905206674Z,,,true,2025-01-11T23:24:04.921695491Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-11T23:24:04.905206674Z,terminated,2025-01-11T23:58:47.585372727Z
01JHBTX519Y2QKDJBCY0DMHWC3,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T23:24:06.569226389Z,,,true,2025-01-11T23:24:06.579268569Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-11T23:24:06.569226389Z,terminated,2025-01-11T23:52:13.389638952Z
01JHBTX68J5FF51HAWKFSSABTQ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T23:24:07.826543111Z,all games finished,2025-01-11T23:49:49.50247611Z,true,2025-01-11T23:24:07.836633602Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-11T23:24:07.826543111Z,ended,2025-01-11T23:49:49.50247611Z
01JHBTX6QNK0Z23VT6DS018F8W,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T23:24:08.309963036Z,all games finished,2025-01-11T23:49:07.836939352Z,true,2025-01-11T23:24:08.3177492Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-11T23:24:08.309963036Z,ended,2025-01-11T23:49:07.836939352Z
01JHBTX80G01Q71DZNE0VH0MF0,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T23:24:09.616146145Z,all games finished,2025-01-11T23:39:48.489850756Z,true,2025-01-11T23:24:09.623770504Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-11T23:24:09.616146145Z,ended,2025-01-11T23:39:48.489850756Z
01JHBTX8B7QDMS5WD4N1DXZNPP,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T23:24:09.959574363Z,,,true,2025-01-11T23:24:09.968811241Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-11T23:24:09.959574363Z,terminated,2025-01-11T23:35:18.012179434Z
01JHBWMSK4MF82HGVMB9M5E4AH,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T23:54:29.860231823Z,,,true,2025-01-11T23:54:29.873335814Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-11T23:54:29.860231823Z,terminated,2025-01-11T23:59:46.352337385Z
01JHBTX5PWBQZ4S7HPNH7QRZQ7,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T23:24:07.260194863Z,all games finished,2025-01-11T23:52:12.647309667Z,true,2025-01-11T23:24:07.269870067Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-11T23:24:07.260194863Z,ended,2025-01-11T23:52:12.647309667Z
01JHBTX76D5ZPRW7AVRQQ804ZP,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T23:24:08.781576916Z,all games finished,2025-01-11T23:46:37.850737823Z,true,2025-01-11T23:24:08.789296663Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-11T23:24:08.781576916Z,ended,2025-01-11T23:46:37.850737823Z
01JHBTX7KZ3V2CYHFHVDQCA98R,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-11T23:24:09.21594372Z,all games finished,2025-01-11T23:42:10.559994095Z,true,2025-01-11T23:24:09.223567006Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-11T23:24:09.21594372Z,ended,2025-01-11T23:42:10.559994095Z
