id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,status,statusLastChangedAt,timerID,timerIDLastChangedAt
01JD3EXFD5QQ06K2X5BVR330QE,01JD3ECH0M7WDGW0E8PH2KCWR6,2024-11-20T00:17:51.525365464Z,30,2024-11-20T00:17:51.525365464Z,true,2024-11-20T00:24:10.626996986Z,,,01JD3ECH13EH4B4J8RRRPYQJAA,2024-11-20T00:17:51.525365464Z,1,2024-11-20T00:17:51.525365464Z,true,2024-11-20T00:23:40.584941508Z,observe,2024-11-20T00:17:51.525365464Z,01JD3EXFA988PPP32KJJMBZVWT,2024-11-20T00:17:51.525365464Z,true,2024-11-20T00:23:40.497574158Z,true,2024-11-20T00:23:40.620083371Z,,,01JD3EXFBZA304F3RHB9JVM7KD,2024-11-20T00:17:51.525365464Z
01JD3EXFMDEP8SQVCQFE4WHWG8,01JD3ECH0M7WDGW0E8PH2KCWR6,2024-11-20T00:17:51.758006786Z,30,2024-11-20T00:17:51.758006786Z,true,2024-11-20T00:18:52.161931099Z,,,01JD3ECH13EH4B4J8RRRPYQJAA,2024-11-20T00:17:51.758006786Z,1,2024-11-20T00:17:51.758006786Z,true,2024-11-20T00:18:22.140145977Z,send,2024-11-20T00:17:51.758006786Z,01JD3EXF9P83BRG9Z9ERZZFE7N,2024-11-20T00:17:51.758006786Z,true,2024-11-20T00:18:22.086061574Z,true,2024-11-20T00:18:22.159141077Z,,,01JD3EXFD137GNFFRZ1PYYQHK5,2024-11-20T00:17:51.758006786Z
01JD3GNVRXQ6ZRF9RK3VP88PPA,01JD3FSGE61DV6NGGEHDF9XRX2,2024-11-20T00:48:39.197301981Z,30,2024-11-20T00:48:39.197301981Z,true,2024-11-20T00:55:45.07937264Z,,,01JD3FSGFK02DZYQHYHW38GY7F,2024-11-20T00:48:39.197301981Z,0,2024-11-20T00:48:39.197301981Z,true,2024-11-20T00:55:14.961288173Z,send,2024-11-20T00:48:39.197301981Z,01JD3GNTWMWCK1J61G57JQ6GZ9,2024-11-20T00:48:39.197301981Z,true,2024-11-20T00:55:14.702979972Z,true,2024-11-20T00:55:15.064910791Z,,,01JD3GNV5KBTBM4Z170AGZAS0H,2024-11-20T00:48:39.197301981Z
01JD3HPXHTG6997TVX6MJJK0KE,01JD3GW148JZCG9A784JKRDVE0,2024-11-20T01:06:42.362937177Z,30,2024-11-20T01:06:42.362937177Z,true,2024-11-20T01:09:19.862235913Z,,,01JD3GW16XDBKMYGZPJT5VG0D8,2024-11-20T01:06:42.362937177Z,1,2024-11-20T01:06:42.362937177Z,true,2024-11-20T01:08:50.469643348Z,observe,2024-11-20T01:06:42.362937177Z,01JD3HPTY0EVJ0SDB9SHZFZJP9,2024-11-20T01:06:42.362937177Z,true,2024-11-20T01:08:50.162390339Z,true,2024-11-20T01:08:50.553531442Z,,,01JD3HPWWW2A1QZ76KBCSATP13,2024-11-20T01:06:42.362937177Z
01JD3JBMNM6A12P2E7JJYB1H43,01JD3HG1WFV98TTGZ5Z04MSHYP,2024-11-20T01:18:01.39705085Z,30,2024-11-20T01:18:01.39705085Z,false,2024-11-20T01:18:01.39705085Z,,,01JD3HG1YRM7WRS72J2MEG7A5S,2024-11-20T01:18:01.39705085Z,1,2024-11-20T01:18:01.39705085Z,,,observe,2024-11-20T01:18:01.39705085Z,01JD3JBHWVACFY18GNCN6YQ0KE,2024-11-20T01:18:01.39705085Z,false,2024-11-20T01:18:01.39705085Z,,,,,01JD3JBK8V4Q5DDT3GHZZ6Z8PK,2024-11-20T01:18:01.39705085Z
01JD3G2QHVEQE8HX3WA9GEF2TM,01JD3FQ50BN016VYWKD9291MTS,2024-11-20T00:38:12.283331654Z,30,2024-11-20T00:38:12.283331654Z,true,2024-11-20T00:43:34.886322046Z,,,01JD3FQ523B2ED01H4G9YW7PH0,2024-11-20T00:38:12.283331654Z,1,2024-11-20T00:38:12.283331654Z,true,2024-11-20T00:43:07.679890733Z,observe,2024-11-20T00:38:12.283331654Z,01JD3G2PJKBHVWKYZFP57AED3Z,2024-11-20T00:38:12.283331654Z,true,2024-11-20T00:43:07.569021861Z,true,2024-11-20T00:43:07.720785572Z,,,01JD3G2PZZRSBVJ6A3Q567N08R,2024-11-20T00:38:12.283331654Z
01JD3DPBGEB1S03GK01NA1YKSA,01JD3D1SPC04V3F559VERF859M,2024-11-19T23:56:29.58257416Z,30,2024-11-19T23:56:29.58257416Z,true,2024-11-19T23:58:30.173746793Z,,,01JD3D1SPN6GE3Y3N7VKJBF8WD,2024-11-19T23:56:29.58257416Z,0,2024-11-19T23:56:29.58257416Z,true,2024-11-19T23:58:00.155621656Z,send,2024-11-19T23:56:29.58257416Z,01JD3DPBDTTMSDNVAP7Z452J9G,2024-11-19T23:56:29.58257416Z,true,2024-11-19T23:58:00.119589015Z,true,2024-11-19T23:58:00.171648035Z,,,01JD3DPBFAX3PSN63FDQ0MX3GE,2024-11-19T23:56:29.58257416Z
01JD3E6XYHZD0NPY54TRSM3B7E,01JD3DPTPE6QRD6M4SQZ04WYBT,2024-11-20T00:05:32.753890529Z,30,2024-11-20T00:05:32.753890529Z,true,2024-11-20T00:08:03.63617925Z,,,01JD3DPTPS3F900VWX7X0G3YCS,2024-11-20T00:05:32.753890529Z,1,2024-11-20T00:05:32.753890529Z,true,2024-11-20T00:07:33.613318299Z,observe,2024-11-20T00:05:32.753890529Z,01JD3E6XTK7MEMZ6R1SR5S99M6,2024-11-20T00:05:32.753890529Z,true,2024-11-20T00:07:33.575883221Z,true,2024-11-20T00:07:33.631187545Z,,,01JD3E6XX71M7PBQP5386WSWH2,2024-11-20T00:05:32.753890529Z
01JD3EPR6SVMZWHAYCSK8HPA0H,01JD3E7JHPRTB40HWDQ4DKMJ18,2024-11-20T00:14:11.161438681Z,30,2024-11-20T00:14:11.161438681Z,true,2024-11-20T00:15:11.902155153Z,,,01JD3E7JJ890A3ER4YTHP6WDP8,2024-11-20T00:14:11.161438681Z,1,2024-11-20T00:14:11.161438681Z,true,2024-11-20T00:14:41.873035399Z,send,2024-11-20T00:14:11.161438681Z,01JD3EPR1WENG67V04E1GAYKXT,2024-11-20T00:14:11.161438681Z,true,2024-11-20T00:14:41.820364471Z,true,2024-11-20T00:14:41.896044247Z,,,01JD3EPR4SN2EPDZ99AB9KTZMY,2024-11-20T00:14:11.161438681Z
01JD3EPRDKGSEDVYQ6F691YTZ3,01JD3E7JHPRTB40HWDQ4DKMJ18,2024-11-20T00:14:11.379072796Z,30,2024-11-20T00:14:11.379072796Z,false,2024-11-20T00:14:11.379072796Z,,,01JD3E7JJ890A3ER4YTHP6WDP8,2024-11-20T00:14:11.379072796Z,0,2024-11-20T00:14:11.379072796Z,,,send,2024-11-20T00:14:11.379072796Z,01JD3EPR3G8BYTAHHWSH33V87M,2024-11-20T00:14:11.379072796Z,false,2024-11-20T00:14:11.379072796Z,,,,,01JD3EPR5F3ZABJGF86N05H0Y1,2024-11-20T00:14:11.379072796Z
