id,ended,endedLastChangedAt,idx,idxLastChangedAt,index,indexLastChangedAt,start,startLastChangedAt,stageIndex,stageIndexLastChangedAt,gameID,gameIDLastChangedAt,batchID,batchIDLastChangedAt,name,nameLastChangedAt,task,taskLastChangedAt
01HW3FJ9X9W76XCA840YAZCNHJ,true,2024-04-22T18:07:24.297590332Z,6,2024-04-22T18:02:23.017431191Z,5,2024-04-22T18:02:23.017431191Z,true,2024-04-22T18:06:42.733794918Z,2,2024-04-22T18:02:23.251594522Z,01HW3F1JCZ21S8AA1411ZE03N6,2024-04-22T18:02:23.017431191Z,01HW3F1JCRW3AZ9CG97D55F2CM,2024-04-22T18:02:23.017431191Z,Round 6 / 12,2024-04-22T18:02:23.017431191Z,Chat,2024-04-22T18:02:23.017431191Z
01HW3FJ9XACKRX4ECBDVFBYZ33,true,2024-04-22T18:08:13.555344164Z,7,2024-04-22T18:02:23.018149777Z,6,2024-04-22T18:02:23.018149777Z,true,2024-04-22T18:07:24.308522579Z,2,2024-04-22T18:02:23.10958308Z,01HW3F1JCZ21S8AA1411ZE03N6,2024-04-22T18:02:23.018149777Z,01HW3F1JCRW3AZ9CG97D55F2CM,2024-04-22T18:02:23.018149777Z,Round 7 / 12,2024-04-22T18:02:23.018149777Z,Chat,2024-04-22T18:02:23.018149777Z
01HW3FJ9XACKRX4ECBECSJ37WM,true,2024-04-22T18:08:57.890800549Z,8,2024-04-22T18:02:23.0188681Z,7,2024-04-22T18:02:23.0188681Z,true,2024-04-22T18:08:13.568029567Z,2,2024-04-22T18:02:23.11397768Z,01HW3F1JCZ21S8AA1411ZE03N6,2024-04-22T18:02:23.0188681Z,01HW3F1JCRW3AZ9CG97D55F2CM,2024-04-22T18:02:23.0188681Z,Round 8 / 12,2024-04-22T18:02:23.0188681Z,Chat,2024-04-22T18:02:23.0188681Z
01HW3FJ9XB86NFEKPBXZ2SMZMC,true,2024-04-22T18:10:42.493073023Z,10,2024-04-22T18:02:23.020040807Z,9,2024-04-22T18:02:23.020040807Z,true,2024-04-22T18:09:53.156035474Z,2,2024-04-22T18:02:23.276801315Z,01HW3F1JCZ21S8AA1411ZE03N6,2024-04-22T18:02:23.020040807Z,01HW3F1JCRW3AZ9CG97D55F2CM,2024-04-22T18:02:23.020040807Z,Round 10 / 12,2024-04-22T18:02:23.020040807Z,Chat,2024-04-22T18:02:23.020040807Z
01HW3FJ9XDYZCTZR8FPJJ5ZHKM,true,2024-04-22T18:09:53.131440163Z,9,2024-04-22T18:02:23.02117945Z,8,2024-04-22T18:02:23.02117945Z,true,2024-04-22T18:08:57.904132648Z,2,2024-04-22T18:02:23.124669223Z,01HW3F1JCZ21S8AA1411ZE03N6,2024-04-22T18:02:23.02117945Z,01HW3F1JCRW3AZ9CG97D55F2CM,2024-04-22T18:02:23.02117945Z,Round 9 / 12,2024-04-22T18:02:23.02117945Z,Chat,2024-04-22T18:02:23.02117945Z
01HW3FJ9XDYZCTZR8FQ3K7YPY9,true,2024-04-22T18:11:24.271747387Z,11,2024-04-22T18:02:23.021871738Z,10,2024-04-22T18:02:23.021871738Z,true,2024-04-22T18:10:42.522018459Z,2,2024-04-22T18:02:23.302880836Z,01HW3F1JCZ21S8AA1411ZE03N6,2024-04-22T18:02:23.021871738Z,01HW3F1JCRW3AZ9CG97D55F2CM,2024-04-22T18:02:23.021871738Z,Round 11 / 12,2024-04-22T18:02:23.021871738Z,Chat,2024-04-22T18:02:23.021871738Z
01HW3FJ9XEWPTDJ42ADMCQ48Q7,true,2024-04-22T18:12:03.537723177Z,12,2024-04-22T18:02:23.022535356Z,11,2024-04-22T18:02:23.022535356Z,true,2024-04-22T18:11:24.284487292Z,2,2024-04-22T18:02:23.334167288Z,01HW3F1JCZ21S8AA1411ZE03N6,2024-04-22T18:02:23.022535356Z,01HW3F1JCRW3AZ9CG97D55F2CM,2024-04-22T18:02:23.022535356Z,Round 12 / 12,2024-04-22T18:02:23.022535356Z,Chat,2024-04-22T18:02:23.022535356Z
01HW3FQ8A3V765VA02MF7TTKVN,true,2024-04-22T18:06:06.064584983Z,1,2024-04-22T18:05:05.219318373Z,0,2024-04-22T18:05:05.219318373Z,true,2024-04-22T18:05:05.581659844Z,2,2024-04-22T18:05:05.467976623Z,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:05:05.219318373Z,01HW3F1HPQE3CMKVMRVKPFJ9J9,2024-04-22T18:05:05.219318373Z,Round 1 / 12,2024-04-22T18:05:05.219318373Z,Chat,2024-04-22T18:05:05.219318373Z
01HW3FQ8A4BM2XSRAN5M2NYJS2,true,2024-04-22T18:08:06.576190969Z,3,2024-04-22T18:05:05.220571027Z,2,2024-04-22T18:05:05.220571027Z,true,2024-04-22T18:07:06.372391501Z,2,2024-04-22T18:05:05.427743242Z,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:05:05.220571027Z,01HW3F1HPQE3CMKVMRVKPFJ9J9,2024-04-22T18:05:05.220571027Z,Round 3 / 12,2024-04-22T18:05:05.220571027Z,Chat,2024-04-22T18:05:05.220571027Z
01HW3FQ8A666AQGD28GZD82JFK,true,2024-04-22T18:09:06.768666958Z,4,2024-04-22T18:05:05.222463324Z,3,2024-04-22T18:05:05.222463324Z,true,2024-04-22T18:08:06.591464882Z,2,2024-04-22T18:05:05.441450173Z,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:05:05.222463324Z,01HW3F1HPQE3CMKVMRVKPFJ9J9,2024-04-22T18:05:05.222463324Z,Round 4 / 12,2024-04-22T18:05:05.222463324Z,Chat,2024-04-22T18:05:05.222463324Z
01HW3FQ8A7YGS0FE41KW7FT093,true,2024-04-22T18:12:06.24246885Z,7,2024-04-22T18:05:05.223344389Z,6,2024-04-22T18:05:05.223344389Z,true,2024-04-22T18:11:06.012588032Z,2,2024-04-22T18:05:05.528055116Z,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:05:05.223344389Z,01HW3F1HPQE3CMKVMRVKPFJ9J9,2024-04-22T18:05:05.223344389Z,Round 7 / 12,2024-04-22T18:05:05.223344389Z,Chat,2024-04-22T18:05:05.223344389Z
01HW3FQ8A8BT8KFHJ481CTQEX6,true,2024-04-22T18:10:07.015635364Z,5,2024-04-22T18:05:05.224532301Z,4,2024-04-22T18:05:05.224532301Z,true,2024-04-22T18:09:06.783379268Z,2,2024-04-22T18:05:05.5245021Z,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:05:05.224532301Z,01HW3F1HPQE3CMKVMRVKPFJ9J9,2024-04-22T18:05:05.224532301Z,Round 5 / 12,2024-04-22T18:05:05.224532301Z,Chat,2024-04-22T18:05:05.224532301Z
01HW3FQ8A9AET1XAMRKAH19KS5,true,2024-04-22T18:11:05.995598356Z,6,2024-04-22T18:05:05.225460958Z,5,2024-04-22T18:05:05.225460958Z,true,2024-04-22T18:10:07.027556928Z,2,2024-04-22T18:05:05.484534209Z,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:05:05.225460958Z,01HW3F1HPQE3CMKVMRVKPFJ9J9,2024-04-22T18:05:05.225460958Z,Round 6 / 12,2024-04-22T18:05:05.225460958Z,Chat,2024-04-22T18:05:05.225460958Z
01HW3FQ8AAJH02K955R0FR87JN,true,2024-04-22T18:14:06.722181697Z,9,2024-04-22T18:05:05.227499296Z,8,2024-04-22T18:05:05.227499296Z,true,2024-04-22T18:13:06.51829782Z,2,2024-04-22T18:05:05.340242621Z,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:05:05.227499296Z,01HW3F1HPQE3CMKVMRVKPFJ9J9,2024-04-22T18:05:05.227499296Z,Round 9 / 12,2024-04-22T18:05:05.227499296Z,Chat,2024-04-22T18:05:05.227499296Z
01HW3FQ8ADVYE1CR43Z0EZFR7K,true,2024-04-22T18:15:44.153997109Z,11,2024-04-22T18:05:05.229661897Z,10,2024-04-22T18:05:05.229661897Z,true,2024-04-22T18:14:56.681673915Z,2,2024-04-22T18:05:05.45001856Z,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:05:05.229661897Z,01HW3F1HPQE3CMKVMRVKPFJ9J9,2024-04-22T18:05:05.229661897Z,Round 11 / 12,2024-04-22T18:05:05.229661897Z,Chat,2024-04-22T18:05:05.229661897Z
01HW3FQ8AEM5KWJBZAZB8NZXZR,true,2024-04-22T18:13:06.504679043Z,8,2024-04-22T18:05:05.231012374Z,7,2024-04-22T18:05:05.231012374Z,true,2024-04-22T18:12:06.256126684Z,2,2024-04-22T18:05:05.340242621Z,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:05:05.231012374Z,01HW3F1HPQE3CMKVMRVKPFJ9J9,2024-04-22T18:05:05.231012374Z,Round 8 / 12,2024-04-22T18:05:05.231012374Z,Chat,2024-04-22T18:05:05.231012374Z
01HW3FQ8AGMAJ7TH9K8GW64YAR,true,2024-04-22T18:07:06.358621664Z,2,2024-04-22T18:05:05.232105628Z,1,2024-04-22T18:05:05.232105628Z,true,2024-04-22T18:06:06.089083449Z,2,2024-04-22T18:05:05.352933007Z,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:05:05.232105628Z,01HW3F1HPQE3CMKVMRVKPFJ9J9,2024-04-22T18:05:05.232105628Z,Round 2 / 12,2024-04-22T18:05:05.232105628Z,Chat,2024-04-22T18:05:05.232105628Z
01HW3FQ8AH5KNPK96CVVZP6383,true,2024-04-22T18:14:56.663426571Z,10,2024-04-22T18:05:05.233456125Z,9,2024-04-22T18:05:05.233456125Z,true,2024-04-22T18:14:06.734626062Z,2,2024-04-22T18:05:05.340242621Z,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:05:05.233456125Z,01HW3F1HPQE3CMKVMRVKPFJ9J9,2024-04-22T18:05:05.233456125Z,Round 10 / 12,2024-04-22T18:05:05.233456125Z,Chat,2024-04-22T18:05:05.233456125Z
01HW3FQ8AKMPX8FK19AGMAPRRZ,true,2024-04-22T18:16:44.423457446Z,12,2024-04-22T18:05:05.235349428Z,11,2024-04-22T18:05:05.235349428Z,true,2024-04-22T18:15:44.169951154Z,2,2024-04-22T18:05:05.455637422Z,01HW3F1HQ3R1NFNYJY9T7GBV94,2024-04-22T18:05:05.235349428Z,01HW3F1HPQE3CMKVMRVKPFJ9J9,2024-04-22T18:05:05.235349428Z,Round 12 / 12,2024-04-22T18:05:05.235349428Z,Chat,2024-04-22T18:05:05.235349428Z
01HW3GBDK0V0JCQH4KXXYTAFPF,true,2024-04-22T18:17:06.790646387Z,1,2024-04-22T18:16:05.984338279Z,0,2024-04-22T18:16:05.984338279Z,true,2024-04-22T18:16:06.239324467Z,2,2024-04-22T18:16:06.11527648Z,01HW3F1GZWNKN08Y80Q5H3H0NA,2024-04-22T18:16:05.984338279Z,01HW3F1GZJ8KHQ51BBP0JB01ED,2024-04-22T18:16:05.984338279Z,Round 1 / 12,2024-04-22T18:16:05.984338279Z,Chat,2024-04-22T18:16:05.984338279Z
01HW3GBDK29CNJDM7SZ1ARDTZ9,true,2024-04-22T18:18:07.117483029Z,2,2024-04-22T18:16:05.98632547Z,1,2024-04-22T18:16:05.98632547Z,true,2024-04-22T18:17:06.813188929Z,2,2024-04-22T18:16:06.262149486Z,01HW3F1GZWNKN08Y80Q5H3H0NA,2024-04-22T18:16:05.98632547Z,01HW3F1GZJ8KHQ51BBP0JB01ED,2024-04-22T18:16:05.98632547Z,Round 2 / 12,2024-04-22T18:16:05.98632547Z,Chat,2024-04-22T18:16:05.98632547Z
01HW3GBDK4PSWG4G747J91Y2QS,true,2024-04-22T18:20:07.742641554Z,4,2024-04-22T18:16:05.988352553Z,3,2024-04-22T18:16:05.988352553Z,true,2024-04-22T18:19:07.485695321Z,2,2024-04-22T18:16:06.270476966Z,01HW3F1GZWNKN08Y80Q5H3H0NA,2024-04-22T18:16:05.988352553Z,01HW3F1GZJ8KHQ51BBP0JB01ED,2024-04-22T18:16:05.988352553Z,Round 4 / 12,2024-04-22T18:16:05.988352553Z,Chat,2024-04-22T18:16:05.988352553Z
01HW3GBDK5NFMZ123QVGCZBX9T,true,2024-04-22T18:19:07.459569372Z,3,2024-04-22T18:16:05.989885207Z,2,2024-04-22T18:16:05.989885207Z,true,2024-04-22T18:18:07.143548595Z,2,2024-04-22T18:16:06.262149486Z,01HW3F1GZWNKN08Y80Q5H3H0NA,2024-04-22T18:16:05.989885207Z,01HW3F1GZJ8KHQ51BBP0JB01ED,2024-04-22T18:16:05.989885207Z,Round 3 / 12,2024-04-22T18:16:05.989885207Z,Chat,2024-04-22T18:16:05.989885207Z
01HW3GBDK7VVVM4D9CKY3W02S6,true,2024-04-22T18:20:51.972474321Z,5,2024-04-22T18:16:05.991556721Z,4,2024-04-22T18:16:05.991556721Z,true,2024-04-22T18:20:07.771480338Z,2,2024-04-22T18:16:06.270476966Z,01HW3F1GZWNKN08Y80Q5H3H0NA,2024-04-22T18:16:05.991556721Z,01HW3F1GZJ8KHQ51BBP0JB01ED,2024-04-22T18:16:05.991556721Z,Round 5 / 12,2024-04-22T18:16:05.991556721Z,Chat,2024-04-22T18:16:05.991556721Z
01HW3GBDK9KMBD2052DX4ZTMRP,true,2024-04-22T18:21:41.793539241Z,6,2024-04-22T18:16:05.993561098Z,5,2024-04-22T18:16:05.993561098Z,true,2024-04-22T18:20:51.989004047Z,2,2024-04-22T18:16:06.07601133Z,01HW3F1GZWNKN08Y80Q5H3H0NA,2024-04-22T18:16:05.993561098Z,01HW3F1GZJ8KHQ51BBP0JB01ED,2024-04-22T18:16:05.993561098Z,Round 6 / 12,2024-04-22T18:16:05.993561098Z,Chat,2024-04-22T18:16:05.993561098Z
01HW3GBDKD1S8KFT52FYZ777GC,true,2024-04-22T18:24:34.714634469Z,9,2024-04-22T18:16:05.997390471Z,8,2024-04-22T18:16:05.997390471Z,true,2024-04-22T18:23:41.832516882Z,2,2024-04-22T18:16:06.268769439Z,01HW3F1GZWNKN08Y80Q5H3H0NA,2024-04-22T18:16:05.997390471Z,01HW3F1GZJ8KHQ51BBP0JB01ED,2024-04-22T18:16:05.997390471Z,Round 9 / 12,2024-04-22T18:16:05.997390471Z,Chat,2024-04-22T18:16:05.997390471Z
01HW3GBDKFJR91Z0XFYK5Y4GGC,true,2024-04-22T18:23:41.81299045Z,8,2024-04-22T18:16:05.999134645Z,7,2024-04-22T18:16:05.999134645Z,true,2024-04-22T18:22:41.54693203Z,2,2024-04-22T18:16:06.288055508Z,01HW3F1GZWNKN08Y80Q5H3H0NA,2024-04-22T18:16:05.999134645Z,01HW3F1GZJ8KHQ51BBP0JB01ED,2024-04-22T18:16:05.999134645Z,Round 8 / 12,2024-04-22T18:16:05.999134645Z,Chat,2024-04-22T18:16:05.999134645Z
01HW3GBDKP762M29F1BGQA4H7D,true,2024-04-22T18:22:41.527451035Z,7,2024-04-22T18:16:06.00720347Z,6,2024-04-22T18:16:06.00720347Z,true,2024-04-22T18:21:41.820370465Z,2,2024-04-22T18:16:06.283032011Z,01HW3F1GZWNKN08Y80Q5H3H0NA,2024-04-22T18:16:06.00720347Z,01HW3F1GZJ8KHQ51BBP0JB01ED,2024-04-22T18:16:06.00720347Z,Round 7 / 12,2024-04-22T18:16:06.00720347Z,Chat,2024-04-22T18:16:06.00720347Z
01HW3GBDKSBY3C57PS5H2NXMV5,true,2024-04-22T18:25:34.976897711Z,10,2024-04-22T18:16:06.009752658Z,9,2024-04-22T18:16:06.009752658Z,true,2024-04-22T18:24:34.739463421Z,2,2024-04-22T18:16:06.205718876Z,01HW3F1GZWNKN08Y80Q5H3H0NA,2024-04-22T18:16:06.009752658Z,01HW3F1GZJ8KHQ51BBP0JB01ED,2024-04-22T18:16:06.009752658Z,Round 10 / 12,2024-04-22T18:16:06.009752658Z,Chat,2024-04-22T18:16:06.009752658Z
01HW3GBDKVEY5X3BKM7WBSZQZX,true,2024-04-22T18:26:32.347661164Z,11,2024-04-22T18:16:06.011393352Z,10,2024-04-22T18:16:06.011393352Z,true,2024-04-22T18:25:35.003703822Z,2,2024-04-22T18:16:06.185491509Z,01HW3F1GZWNKN08Y80Q5H3H0NA,2024-04-22T18:16:06.011393352Z,01HW3F1GZJ8KHQ51BBP0JB01ED,2024-04-22T18:16:06.011393352Z,Round 11 / 12,2024-04-22T18:16:06.011393352Z,Chat,2024-04-22T18:16:06.011393352Z
01HW3GBDKXRMRVZAZE2ZXGDZ4Q,true,2024-04-22T18:27:23.049895758Z,12,2024-04-22T18:16:06.01323992Z,11,2024-04-22T18:16:06.01323992Z,true,2024-04-22T18:26:32.369946954Z,2,2024-04-22T18:16:06.09009826Z,01HW3F1GZWNKN08Y80Q5H3H0NA,2024-04-22T18:16:06.01323992Z,01HW3F1GZJ8KHQ51BBP0JB01ED,2024-04-22T18:16:06.01323992Z,Round 12 / 12,2024-04-22T18:16:06.01323992Z,Chat,2024-04-22T18:16:06.01323992Z
01HW3GFXMF8DNJS6MB93PWEPJR,true,2024-04-22T18:19:22.363478263Z,1,2024-04-22T18:18:33.487679755Z,0,2024-04-22T18:18:33.487679755Z,true,2024-04-22T18:18:34.003511978Z,2,2024-04-22T18:18:33.751110521Z,01HW3G8F7DKP9PPQYYT9Z4V5G4,2024-04-22T18:18:33.487679755Z,01HW3G8F72SF1HM6HQ7V2WG0CT,2024-04-22T18:18:33.487679755Z,Round 1 / 12,2024-04-22T18:18:33.487679755Z,Chat,2024-04-22T18:18:33.487679755Z
01HW3GFXMNWN0QYQJ3G31T0BS0,true,2024-04-22T18:21:54.327369019Z,4,2024-04-22T18:18:33.493279094Z,3,2024-04-22T18:18:33.493279094Z,true,2024-04-22T18:20:54.00240269Z,2,2024-04-22T18:18:33.719937658Z,01HW3G8F7DKP9PPQYYT9Z4V5G4,2024-04-22T18:18:33.493279094Z,01HW3G8F72SF1HM6HQ7V2WG0CT,2024-04-22T18:18:33.493279094Z,Round 4 / 12,2024-04-22T18:18:33.493279094Z,Chat,2024-04-22T18:18:33.493279094Z
01HW3GFXMSP15Z0JR4CFXQXXES,true,2024-04-22T18:20:53.979965399Z,3,2024-04-22T18:18:33.497895773Z,2,2024-04-22T18:18:33.497895773Z,true,2024-04-22T18:20:11.337628244Z,2,2024-04-22T18:18:33.761197775Z,01HW3G8F7DKP9PPQYYT9Z4V5G4,2024-04-22T18:18:33.497895773Z,01HW3G8F72SF1HM6HQ7V2WG0CT,2024-04-22T18:18:33.497895773Z,Round 3 / 12,2024-04-22T18:18:33.497895773Z,Chat,2024-04-22T18:18:33.497895773Z
01HW3GFXMX8Y37VQGKPEFSXPJZ,true,2024-04-22T18:20:11.315499976Z,2,2024-04-22T18:18:33.501434254Z,1,2024-04-22T18:18:33.501434254Z,true,2024-04-22T18:19:22.379212532Z,2,2024-04-22T18:18:33.751110521Z,01HW3G8F7DKP9PPQYYT9Z4V5G4,2024-04-22T18:18:33.501434254Z,01HW3G8F72SF1HM6HQ7V2WG0CT,2024-04-22T18:18:33.501434254Z,Round 2 / 12,2024-04-22T18:18:33.501434254Z,Chat,2024-04-22T18:18:33.501434254Z
01HW3GFXN7STHN2THXT07J2DQZ,true,2024-04-22T18:22:54.585179094Z,5,2024-04-22T18:18:33.511195424Z,4,2024-04-22T18:18:33.511195424Z,true,2024-04-22T18:21:54.347596868Z,2,2024-04-22T18:18:33.728140851Z,01HW3G8F7DKP9PPQYYT9Z4V5G4,2024-04-22T18:18:33.511195424Z,01HW3G8F72SF1HM6HQ7V2WG0CT,2024-04-22T18:18:33.511195424Z,Round 5 / 12,2024-04-22T18:18:33.511195424Z,Chat,2024-04-22T18:18:33.511195424Z
01HW3GFXNAK7MJ70VV3E1BXVTS,true,2024-04-22T18:23:39.345270209Z,6,2024-04-22T18:18:33.514257912Z,5,2024-04-22T18:18:33.514257912Z,true,2024-04-22T18:22:54.613325293Z,2,2024-04-22T18:18:33.761197775Z,01HW3G8F7DKP9PPQYYT9Z4V5G4,2024-04-22T18:18:33.514257912Z,01HW3G8F72SF1HM6HQ7V2WG0CT,2024-04-22T18:18:33.514257912Z,Round 6 / 12,2024-04-22T18:18:33.514257912Z,Chat,2024-04-22T18:18:33.514257912Z
01HW3GFXNE454X3BYG8VSK1RPZ,true,2024-04-22T18:24:21.194302762Z,7,2024-04-22T18:18:33.518334791Z,6,2024-04-22T18:18:33.518334791Z,true,2024-04-22T18:23:39.372997549Z,2,2024-04-22T18:18:33.805951408Z,01HW3G8F7DKP9PPQYYT9Z4V5G4,2024-04-22T18:18:33.518334791Z,01HW3G8F72SF1HM6HQ7V2WG0CT,2024-04-22T18:18:33.518334791Z,Round 7 / 12,2024-04-22T18:18:33.518334791Z,Chat,2024-04-22T18:18:33.518334791Z
01HW3GFXNJND0JS4FXKZPPRBXK,true,2024-04-22T18:25:00.867398257Z,8,2024-04-22T18:18:33.522439956Z,7,2024-04-22T18:18:33.522439956Z,true,2024-04-22T18:24:21.213072992Z,2,2024-04-22T18:18:34.060702398Z,01HW3G8F7DKP9PPQYYT9Z4V5G4,2024-04-22T18:18:33.522439956Z,01HW3G8F72SF1HM6HQ7V2WG0CT,2024-04-22T18:18:33.522439956Z,Round 8 / 12,2024-04-22T18:18:33.522439956Z,Chat,2024-04-22T18:18:33.522439956Z
01HW3GFXNPKXWHC2ZN0CE6SRKD,true,2024-04-22T18:25:39.911139618Z,9,2024-04-22T18:18:33.529527824Z,8,2024-04-22T18:18:33.529527824Z,true,2024-04-22T18:25:00.888475787Z,2,2024-04-22T18:18:33.966584354Z,01HW3G8F7DKP9PPQYYT9Z4V5G4,2024-04-22T18:18:33.529527824Z,01HW3G8F72SF1HM6HQ7V2WG0CT,2024-04-22T18:18:33.529527824Z,Round 9 / 12,2024-04-22T18:18:33.529527824Z,Chat,2024-04-22T18:18:33.529527824Z
01HW3GFXNXK7KS4D5DW7HQNVZF,true,2024-04-22T18:26:18.282768085Z,10,2024-04-22T18:18:33.533129606Z,9,2024-04-22T18:18:33.533129606Z,true,2024-04-22T18:25:39.933983857Z,2,2024-04-22T18:18:33.701625482Z,01HW3G8F7DKP9PPQYYT9Z4V5G4,2024-04-22T18:18:33.533129606Z,01HW3G8F72SF1HM6HQ7V2WG0CT,2024-04-22T18:18:33.533129606Z,Round 10 / 12,2024-04-22T18:18:33.533129606Z,Chat,2024-04-22T18:18:33.533129606Z
01HW3GFXNZH6MQTKKX5T65NVPH,true,2024-04-22T18:27:39.947959963Z,12,2024-04-22T18:18:33.535868064Z,11,2024-04-22T18:18:33.535868064Z,true,2024-04-22T18:27:02.922390964Z,2,2024-04-22T18:18:33.83677805Z,01HW3G8F7DKP9PPQYYT9Z4V5G4,2024-04-22T18:18:33.535868064Z,01HW3G8F72SF1HM6HQ7V2WG0CT,2024-04-22T18:18:33.535868064Z,Round 12 / 12,2024-04-22T18:18:33.535868064Z,Chat,2024-04-22T18:18:33.535868064Z
01HW3GFXP2G2811H9XY7X31MZ5,true,2024-04-22T18:27:02.890056925Z,11,2024-04-22T18:18:33.538936847Z,10,2024-04-22T18:18:33.538936847Z,true,2024-04-22T18:26:18.305099068Z,2,2024-04-22T18:18:33.713659198Z,01HW3G8F7DKP9PPQYYT9Z4V5G4,2024-04-22T18:18:33.538936847Z,01HW3G8F72SF1HM6HQ7V2WG0CT,2024-04-22T18:18:33.538936847Z,Round 11 / 12,2024-04-22T18:18:33.538936847Z,Chat,2024-04-22T18:18:33.538936847Z
01HW3GJ7FYYBV5Q946PWF7GV18,true,2024-04-22T18:20:50.01017375Z,1,2024-04-22T18:19:49.118315038Z,0,2024-04-22T18:19:49.118315038Z,true,2024-04-22T18:19:49.392434959Z,2,2024-04-22T18:19:49.291756521Z,01HW3F1FKMDC9R9R8B23B462VQ,2024-04-22T18:19:49.118315038Z,01HW3F1FKDESJW6VVJQXZ3GHCV,2024-04-22T18:19:49.118315038Z,Round 1 / 12,2024-04-22T18:19:49.118315038Z,Chat,2024-04-22T18:19:49.118315038Z
01HW3GJ7G1KGGVDFP5WB50M73Y,true,2024-04-22T18:27:20.899934628Z,9,2024-04-22T18:19:49.121579587Z,8,2024-04-22T18:19:49.121579587Z,true,2024-04-22T18:26:34.491513268Z,2,2024-04-22T18:19:49.370440407Z,01HW3F1FKMDC9R9R8B23B462VQ,2024-04-22T18:19:49.121579587Z,01HW3F1FKDESJW6VVJQXZ3GHCV,2024-04-22T18:19:49.121579587Z,Round 9 / 12,2024-04-22T18:19:49.121579587Z,Chat,2024-04-22T18:19:49.121579587Z
01HW3GJ7G3J1FGT6MSQJ94EJPW,true,2024-04-22T18:28:21.194560632Z,10,2024-04-22T18:19:49.123687824Z,9,2024-04-22T18:19:49.123687824Z,true,2024-04-22T18:27:20.931389173Z,2,2024-04-22T18:19:49.370440407Z,01HW3F1FKMDC9R9R8B23B462VQ,2024-04-22T18:19:49.123687824Z,01HW3F1FKDESJW6VVJQXZ3GHCV,2024-04-22T18:19:49.123687824Z,Round 10 / 12,2024-04-22T18:19:49.123687824Z,Chat,2024-04-22T18:19:49.123687824Z
01HW3GJ7G5MW06DA0CD6E7X7TW,true,2024-04-22T18:21:47.282178329Z,2,2024-04-22T18:19:49.125718763Z,1,2024-04-22T18:19:49.125718763Z,true,2024-04-22T18:20:50.028327509Z,2,2024-04-22T18:19:49.291756521Z,01HW3F1FKMDC9R9R8B23B462VQ,2024-04-22T18:19:49.125718763Z,01HW3F1FKDESJW6VVJQXZ3GHCV,2024-04-22T18:19:49.125718763Z,Round 2 / 12,2024-04-22T18:19:49.125718763Z,Chat,2024-04-22T18:19:49.125718763Z
01HW3GJ7G9EA612SQ95K5CWCCT,true,2024-04-22T18:25:49.843907155Z,7,2024-04-22T18:19:49.129333614Z,6,2024-04-22T18:19:49.129333614Z,true,2024-04-22T18:25:03.972223636Z,2,2024-04-22T18:19:49.299582749Z,01HW3F1FKMDC9R9R8B23B462VQ,2024-04-22T18:19:49.129333614Z,01HW3F1FKDESJW6VVJQXZ3GHCV,2024-04-22T18:19:49.129333614Z,Round 7 / 12,2024-04-22T18:19:49.129333614Z,Chat,2024-04-22T18:19:49.129333614Z
01HW3GJ7GBTXK7YFJG1VW7V0KA,true,2024-04-22T18:23:30.731366433Z,4,2024-04-22T18:19:49.131465707Z,3,2024-04-22T18:19:49.131465707Z,true,2024-04-22T18:22:35.085077922Z,2,2024-04-22T18:19:49.291756521Z,01HW3F1FKMDC9R9R8B23B462VQ,2024-04-22T18:19:49.131465707Z,01HW3F1FKDESJW6VVJQXZ3GHCV,2024-04-22T18:19:49.131465707Z,Round 4 / 12,2024-04-22T18:19:49.131465707Z,Chat,2024-04-22T18:19:49.131465707Z
01HW3GJ7GD9EKKPXMWWJ5V8QAP,true,2024-04-22T18:24:11.733080151Z,5,2024-04-22T18:19:49.133385228Z,4,2024-04-22T18:19:49.133385228Z,true,2024-04-22T18:23:30.756309081Z,2,2024-04-22T18:19:49.299582749Z,01HW3F1FKMDC9R9R8B23B462VQ,2024-04-22T18:19:49.133385228Z,01HW3F1FKDESJW6VVJQXZ3GHCV,2024-04-22T18:19:49.133385228Z,Round 5 / 12,2024-04-22T18:19:49.133385228Z,Chat,2024-04-22T18:19:49.133385228Z
01HW3GJ7GFRNH9K0A775EX7GYG,true,2024-04-22T18:25:03.937485777Z,6,2024-04-22T18:19:49.135614922Z,5,2024-04-22T18:19:49.135614922Z,true,2024-04-22T18:24:11.757758521Z,2,2024-04-22T18:19:49.335178772Z,01HW3F1FKMDC9R9R8B23B462VQ,2024-04-22T18:19:49.135614922Z,01HW3F1FKDESJW6VVJQXZ3GHCV,2024-04-22T18:19:49.135614922Z,Round 6 / 12,2024-04-22T18:19:49.135614922Z,Chat,2024-04-22T18:19:49.135614922Z
