id,config,configLastChangedAt,status,statusLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,initialized,initializedLastChangedAt,endedReason,endedReasonLastChangedAt
01HW3GN0F574YE36VNKAYEK11B,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T18:21:20.229466702Z,ended,2024-04-22T18:49:13.807081562Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T18:21:20.229466702Z,true,2024-04-22T18:21:20.252726135Z,all games finished,2024-04-22T18:49:13.807081562Z
01HW3GS71NYCXR01HB96D23H5S,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T18:23:38.037315044Z,terminated,2024-04-22T18:36:50.299425848Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T18:23:38.037315044Z,true,2024-04-22T18:23:38.058390956Z,,
01HW3HHEAW2EWC8CKWHR173KMM,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T18:36:51.932118675Z,ended,2024-04-22T18:54:30.754461367Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T18:36:51.932118675Z,true,2024-04-22T18:36:51.950689893Z,all games finished,2024-04-22T18:54:30.754461367Z
01HW3J89YC53S87HFBTH8KCENN,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T18:49:21.10035298Z,ended,2024-04-22T19:04:51.202589196Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T18:49:21.10035298Z,true,2024-04-22T18:49:21.127999581Z,all games finished,2024-04-22T19:04:51.202589196Z
01HW3K8ENATABFQMQ0JG4XSN08,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:06:54.506869575Z,terminated,2024-04-22T19:12:18.20703398Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:06:54.506869575Z,true,2024-04-22T19:06:54.546393423Z,,
01HW3K9AK37HQPCP3C4DEVZG10,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:07:23.107658168Z,running,2024-04-22T19:39:27.626701944Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:07:23.107658168Z,true,2024-04-22T19:07:23.144300131Z,,
01HW3K9BTYJ1RDKYB0WW48Y3F5,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:07:24.382991455Z,terminated,2024-04-22T19:40:00.230065639Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:07:24.382991455Z,true,2024-04-22T19:07:24.417130512Z,,
01HW3K9CT28VD8ESBCAR55P3SR,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:07:25.378345577Z,terminated,2024-04-22T19:39:56.422659562Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:07:25.378345577Z,true,2024-04-22T19:07:25.401981037Z,,
01HW3K9DPZFMBV5GNPXJJHQ96M,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:07:26.30399127Z,terminated,2024-04-22T19:30:34.606588713Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:07:26.30399127Z,true,2024-04-22T19:07:26.326772826Z,,
01HW3K9EH6EVVYG0SQNGN1TRM4,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:07:27.142380475Z,terminated,2024-04-22T19:33:49.003027631Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:07:27.142380475Z,true,2024-04-22T19:07:27.167774569Z,,
01HW3K9FE3N8CRN1VGXDMM0BZ1,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:07:28.067262307Z,ended,2024-04-22T19:26:37.296963064Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:07:28.067262307Z,true,2024-04-22T19:07:28.093153129Z,all games finished,2024-04-22T19:26:37.296963064Z
01HW3K9GE40QD313VKMBD3P4AT,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:07:29.092769713Z,terminated,2024-04-22T19:14:33.164365889Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:07:29.092769713Z,true,2024-04-22T19:07:29.11921045Z,,
01HW3K9HDYVCRB3MMBQXSJTA1H,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:07:30.110041269Z,terminated,2024-04-22T19:14:00.830407275Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:07:30.110041269Z,true,2024-04-22T19:07:30.137630434Z,,
01HW3K9JF2PEHX3R4PW1MVCC3Y,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:07:31.170324349Z,terminated,2024-04-22T19:13:04.993799309Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:07:31.170324349Z,true,2024-04-22T19:07:31.213410876Z,,
01HW3KP3YZMKQ793NB8M2A5VEH,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:14:22.303846765Z,terminated,2024-04-22T19:29:14.406732794Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:14:22.303846765Z,true,2024-04-22T19:14:22.378975758Z,,
01HW3KP50MZK68D7CMMFTXB06E,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:14:23.380968588Z,terminated,2024-04-22T19:33:46.403572616Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:14:23.380968588Z,true,2024-04-22T19:14:23.417982566Z,,
01HW3M56004YZQDEHXFE9JXVVK,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:22:35.904796857Z,terminated,2024-04-22T19:39:53.673227255Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:22:35.904796857Z,true,2024-04-22T19:22:36.525690269Z,,
01HW3MM0X275VRNBXM0ZQYBQD8,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:30:42.210475087Z,terminated,2024-04-22T19:39:50.177871071Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:30:42.210475087Z,true,2024-04-22T19:30:42.426385814Z,,
01HW3MM405BHJ9XPK9T7JVHS0S,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:30:45.381052615Z,terminated,2024-04-22T19:39:44.717559152Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:30:45.381052615Z,true,2024-04-22T19:30:46.14937986Z,,
01HW3MTQZMXZDAFF2EEM4GSGMY,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:34:22.452485905Z,terminated,2024-04-22T19:39:41.931834133Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:34:22.452485905Z,,,,
01HW3MTRSW68THNH9MJVYGM0HQ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:34:23.292100713Z,terminated,2024-04-22T19:39:32.368694682Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:34:23.292100713Z,,,,
01HW3N3R8ZYGD4X3YRNEX6GTPZ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:39:17.663352443Z,terminated,2024-04-22T19:39:37.847477868Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:39:17.663352443Z,,,,
01HW3N539EDF0SXK35HGS4V43E,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:40:01.710893793Z,created,2024-04-22T19:40:01.710893793Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:40:01.710893793Z,,,,
01HW3N54PHV33DFD28X4ZFDMQK,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:40:03.15391892Z,created,2024-04-22T19:40:03.15391892Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:40:03.15391892Z,,,,
01HW3N55RQGN98NGWG94XMQ381,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:40:04.247461072Z,created,2024-04-22T19:40:04.247461072Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:40:04.247461072Z,,,,
01HW3N56MVPESW3TB9VPCGV470,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:40:05.148024577Z,created,2024-04-22T19:40:05.148024577Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:40:05.148024577Z,,,,
01HW3N57DMJ9KSD933NSH1MRCW,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:40:05.940784782Z,created,2024-04-22T19:40:05.940784782Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:40:05.940784782Z,,,,
01HW3N589NN3Z86YT3P7G6N719,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:40:06.837686101Z,created,2024-04-22T19:40:06.837686101Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:40:06.837686101Z,,,,
01HW3N595FVQXH42HAANH7VDYQ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:40:07.727648902Z,created,2024-04-22T19:40:07.727648902Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:40:07.727648902Z,,,,
01HW3N59Z39QDQX401S8F99KY2,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:40:08.547953656Z,created,2024-04-22T19:40:08.547953656Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:40:08.547953656Z,,,,
01HW3NNF8HNB6K4HYGYZX5YGKV,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:48:58.257257164Z,terminated,2024-04-22T19:49:14.049670724Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:48:58.257257164Z,,,,
01HW3NP4WR291PNTJXTK3C6B4A,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-22T19:49:20.408325061Z,created,2024-04-22T19:49:20.408325061Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-22T19:49:20.408325061Z,,,,
