id,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,submit,submitLastChangedAt,confidence,confidenceLastChangedAt,guess,guessLastChangedAt
01HVSEHZBX6HVJV40B1M7F3SH7,01HVSE3C21FBT22S9SNEQPZVGS,2024-04-18T20:32:19.325923035Z,01HVSDQVAVRV8CH98SKHH9X889,2024-04-18T20:32:19.325923035Z,01HVSD1JRJS8330QVK2ENAZB1E,2024-04-18T20:32:19.325923035Z,01HVSD1JRWAKY4XSGA3AHVBSWD,2024-04-18T20:32:19.325923035Z,01HVSE3BYVW2H0VJ653CHPY8Y4,2024-04-18T20:32:19.325923035Z,,,,,,
01HVSEHZCM4W6TRB1X7T6R7E6T,01HVSE3C21FBT22S9SNEQPZVGS,2024-04-18T20:32:19.348459015Z,01HVSDSZWERW6NPSPFXH91PSYJ,2024-04-18T20:32:19.348459015Z,01HVSD1JRJS8330QVK2ENAZB1E,2024-04-18T20:32:19.348459015Z,01HVSD1JRWAKY4XSGA3AHVBSWD,2024-04-18T20:32:19.348459015Z,01HVSE3BYVW2H0VJ653CHPY8Y4,2024-04-18T20:32:19.348459015Z,,,,,,
01HVSEHZDKEFV7RK2T2DCJZ3JP,01HVSE3C21FBT22S9SNEQPZVGS,2024-04-18T20:32:19.379556709Z,01HVSDWS7EF15SKFB4H2ESESX4,2024-04-18T20:32:19.379556709Z,01HVSD1JRJS8330QVK2ENAZB1E,2024-04-18T20:32:19.379556709Z,01HVSD1JRWAKY4XSGA3AHVBSWD,2024-04-18T20:32:19.379556709Z,01HVSE3BYVW2H0VJ653CHPY8Y4,2024-04-18T20:32:19.379556709Z,,,,,,
01HVSEHZE7GS8YHR625HMJHA5F,01HVSE3C21FBT22S9SNEQPZVGS,2024-04-18T20:32:19.399273625Z,01HVSDZMYEA93ZPCRMM98S58MN,2024-04-18T20:32:19.399273625Z,01HVSD1JRJS8330QVK2ENAZB1E,2024-04-18T20:32:19.399273625Z,01HVSD1JRWAKY4XSGA3AHVBSWD,2024-04-18T20:32:19.399273625Z,01HVSE3BYVW2H0VJ653CHPY8Y4,2024-04-18T20:32:19.399273625Z,,,,,,
01HVSEJ7TWK9QNB15ZM1FM1MBN,01HVSEB0G0E3259D1B5M8HCVSH,2024-04-18T20:32:27.996669732Z,01HVSDZZCHG51EKSE9YG238D5W,2024-04-18T20:32:27.996669732Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:32:27.996669732Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:32:27.996669732Z,01HVSEB062KHW702MT805VQ02D,2024-04-18T20:32:27.996669732Z,,,,,,
01HVSEJ7VJ09PVSBM8RBVFK44H,01HVSEB0G0E3259D1B5M8HCVSH,2024-04-18T20:32:28.018058038Z,01HVSE2NK14H4NPD867A7MGXXZ,2024-04-18T20:32:28.018058038Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:32:28.018058038Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:32:28.018058038Z,01HVSEB062KHW702MT805VQ02D,2024-04-18T20:32:28.018058038Z,,,,,,
01HVSEJ7W7S69YS0EM7RQ5QFXH,01HVSEB0G0E3259D1B5M8HCVSH,2024-04-18T20:32:28.039719726Z,01HVSE6Q3EJVH2DM0BBTQ07769,2024-04-18T20:32:28.039719726Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:32:28.039719726Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:32:28.039719726Z,01HVSEB062KHW702MT805VQ02D,2024-04-18T20:32:28.039719726Z,,,,,,
01HVSEJ7X2GHNC0JBWMS4EA1GA,01HVSEB0G0E3259D1B5M8HCVSH,2024-04-18T20:32:28.066088745Z,01HVSE71MFHX0N67ZZ3FQXSSKD,2024-04-18T20:32:28.066088745Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:32:28.066088745Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:32:28.066088745Z,01HVSEB062KHW702MT805VQ02D,2024-04-18T20:32:28.066088745Z,,,,,,
01HVSEJ8VJZY9VD4N27M38Q006,01HVSEH9YP6279M9FCVRBENPQK,2024-04-18T20:32:29.042091737Z,01HVSE4R0S0T81YCCMAF3GTW82,2024-04-18T20:32:29.042091737Z,01HVSD1RGX477EMBTMA5M6ATY5,2024-04-18T20:32:29.042091737Z,01HVSD1RH5HQ2Z73VKW0J8TSD8,2024-04-18T20:32:29.042091737Z,01HVSEH92WYQNM4WJ1ESNY9WNT,2024-04-18T20:32:29.042091737Z,true,2024-04-18T20:33:01.617552835Z,67,2024-04-18T20:33:01.631585569Z,73,2024-04-18T20:33:01.646191503Z
01HVSEJ8W5YH6H1S7DBCS1KS3J,01HVSEH9YP6279M9FCVRBENPQK,2024-04-18T20:32:29.061274043Z,01HVSE70FWQG8BJNPYF66P3DZF,2024-04-18T20:32:29.061274043Z,01HVSD1RGX477EMBTMA5M6ATY5,2024-04-18T20:32:29.061274043Z,01HVSD1RH5HQ2Z73VKW0J8TSD8,2024-04-18T20:32:29.061274043Z,01HVSEH92WYQNM4WJ1ESNY9WNT,2024-04-18T20:32:29.061274043Z,true,2024-04-18T20:32:55.715464674Z,100,2024-04-18T20:32:55.70178657Z,99,2024-04-18T20:32:55.687283413Z
01HVSEJ8WSFJCN65ZTE9RTRS3G,01HVSEH9YP6279M9FCVRBENPQK,2024-04-18T20:32:29.081788848Z,01HVSEC3A7C50J66A77WSSASYB,2024-04-18T20:32:29.081788848Z,01HVSD1RGX477EMBTMA5M6ATY5,2024-04-18T20:32:29.081788848Z,01HVSD1RH5HQ2Z73VKW0J8TSD8,2024-04-18T20:32:29.081788848Z,01HVSEH92WYQNM4WJ1ESNY9WNT,2024-04-18T20:32:29.081788848Z,true,2024-04-18T20:33:00.101881492Z,25,2024-04-18T20:33:00.129811396Z,74,2024-04-18T20:33:00.158482721Z
01HVSEJ8XGJ45SPJQVTX43BG1Y,01HVSEH9YP6279M9FCVRBENPQK,2024-04-18T20:32:29.105040114Z,01HVSEDXY5F6TMCC6CK2X7E3CC,2024-04-18T20:32:29.105040114Z,01HVSD1RGX477EMBTMA5M6ATY5,2024-04-18T20:32:29.105040114Z,01HVSD1RH5HQ2Z73VKW0J8TSD8,2024-04-18T20:32:29.105040114Z,01HVSEH92WYQNM4WJ1ESNY9WNT,2024-04-18T20:32:29.105040114Z,true,2024-04-18T20:32:57.670388012Z,83,2024-04-18T20:32:57.655307594Z,76,2024-04-18T20:32:57.686911825Z
01HVSEJ9BHERGFCR2PN58S8JMA,01HVSEFE885H812D0J35XVA66F,2024-04-18T20:32:29.553241652Z,01HVSE4EWXYS5Z6BDY8KY06SB1,2024-04-18T20:32:29.553241652Z,01HVSD1Q6F3X9BDR1MTKHY4SX3,2024-04-18T20:32:29.553241652Z,01HVSD1Q6TTRCKPAEA83TE94MA,2024-04-18T20:32:29.553241652Z,01HVSEFDQF7S8M47MZK6RGFMKF,2024-04-18T20:32:29.553241652Z,true,2024-04-18T20:32:38.402128739Z,100,2024-04-18T20:32:38.250574055Z,100,2024-04-18T20:32:38.266615577Z
01HVSEJ9CN5C2B02NK2DFB5PMV,01HVSEFE885H812D0J35XVA66F,2024-04-18T20:32:29.589807508Z,01HVSE8WQVW8HC1GN0RZEVMDWQ,2024-04-18T20:32:29.589807508Z,01HVSD1Q6F3X9BDR1MTKHY4SX3,2024-04-18T20:32:29.589807508Z,01HVSD1Q6TTRCKPAEA83TE94MA,2024-04-18T20:32:29.589807508Z,01HVSEFDQF7S8M47MZK6RGFMKF,2024-04-18T20:32:29.589807508Z,true,2024-04-18T20:32:38.656851297Z,37,2024-04-18T20:32:38.520908732Z,62,2024-04-18T20:32:38.505016554Z
01HVSEJ9E06E1Q94C5DDC8N3N1,01HVSEFE885H812D0J35XVA66F,2024-04-18T20:32:29.633040709Z,01HVSEBN3V3BVYGP52E6YTFBKQ,2024-04-18T20:32:29.633040709Z,01HVSD1Q6F3X9BDR1MTKHY4SX3,2024-04-18T20:32:29.633040709Z,01HVSD1Q6TTRCKPAEA83TE94MA,2024-04-18T20:32:29.633040709Z,01HVSEFDQF7S8M47MZK6RGFMKF,2024-04-18T20:32:29.633040709Z,true,2024-04-18T20:32:59.389170476Z,41,2024-04-18T20:32:59.37520294Z,71,2024-04-18T20:32:59.402795995Z
01HVSEJ9ESS8F3N524Z3DAK34S,01HVSE8D85TMSZRF0TEFCA3KPY,2024-04-18T20:32:29.6578361Z,01HVSDXKHY4QPPGSRQD8PE3G8R,2024-04-18T20:32:29.6578361Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:32:29.6578361Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:32:29.6578361Z,01HVSE8CX56PXM7DRYP3C506GV,2024-04-18T20:32:29.6578361Z,true,2024-04-18T20:32:53.624153175Z,52,2024-04-18T20:32:53.639307729Z,63,2024-04-18T20:32:53.605578544Z
01HVSEJ9F8XJ22E5EDHWNKE0S2,01HVSEFE885H812D0J35XVA66F,2024-04-18T20:32:29.673050452Z,01HVSEBW8MCWM7X6B0C5KG9RPQ,2024-04-18T20:32:29.673050452Z,01HVSD1Q6F3X9BDR1MTKHY4SX3,2024-04-18T20:32:29.673050452Z,01HVSD1Q6TTRCKPAEA83TE94MA,2024-04-18T20:32:29.673050452Z,01HVSEFDQF7S8M47MZK6RGFMKF,2024-04-18T20:32:29.673050452Z,true,2024-04-18T20:32:51.63204163Z,24,2024-04-18T20:32:51.617242184Z,50,2024-04-18T20:32:51.59188709Z
01HVSEJ9FSF3TE15XM30XV51NA,01HVSE8D85TMSZRF0TEFCA3KPY,2024-04-18T20:32:29.689667507Z,01HVSE2MQAMK9Z5YTQACPXWCFT,2024-04-18T20:32:29.689667507Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:32:29.689667507Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:32:29.689667507Z,01HVSE8CX56PXM7DRYP3C506GV,2024-04-18T20:32:29.689667507Z,true,2024-04-18T20:32:42.179315559Z,82,2024-04-18T20:32:42.154042574Z,74,2024-04-18T20:32:42.134996503Z
01HVSEJ9GQXNAGW8NPP6P4AZCF,01HVSE8D85TMSZRF0TEFCA3KPY,2024-04-18T20:32:29.71946059Z,01HVSE341FFM18JR7CQ8DA2Q15,2024-04-18T20:32:29.71946059Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:32:29.71946059Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:32:29.71946059Z,01HVSE8CX56PXM7DRYP3C506GV,2024-04-18T20:32:29.71946059Z,true,2024-04-18T20:32:38.913875805Z,28,2024-04-18T20:32:38.899201955Z,34,2024-04-18T20:32:38.927618328Z
01HVSEJ9HRM1M0FCSPKW3BYPZQ,01HVSE8D85TMSZRF0TEFCA3KPY,2024-04-18T20:32:29.753012084Z,01HVSE35VYND9JPS1AXQ1HSXYQ,2024-04-18T20:32:29.753012084Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:32:29.753012084Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:32:29.753012084Z,01HVSE8CX56PXM7DRYP3C506GV,2024-04-18T20:32:29.753012084Z,true,2024-04-18T20:32:34.203795118Z,42,2024-04-18T20:32:34.190779941Z,72,2024-04-18T20:32:34.177344682Z
01HVSEJC4T5WT0DTSNGHCCKCGJ,01HVSED78NHWHC8981YAQ88MRR,2024-04-18T20:32:32.410900601Z,01HVSE7AER20YTAF1AR3F46BH5,2024-04-18T20:32:32.410900601Z,01HVSD1PG6R4T299NFASZ5MHSM,2024-04-18T20:32:32.410900601Z,01HVSD1PGECD6PA5S44NTTRF0N,2024-04-18T20:32:32.410900601Z,01HVSED70XS7AVAXZEVN9T8YH7,2024-04-18T20:32:32.410900601Z,,,,,,
01HVSEJC5GH0MNBGH4MRWTR8XE,01HVSED78NHWHC8981YAQ88MRR,2024-04-18T20:32:32.432485675Z,01HVSE7QS90GE9KB5HZVFWGM11,2024-04-18T20:32:32.432485675Z,01HVSD1PG6R4T299NFASZ5MHSM,2024-04-18T20:32:32.432485675Z,01HVSD1PGECD6PA5S44NTTRF0N,2024-04-18T20:32:32.432485675Z,01HVSED70XS7AVAXZEVN9T8YH7,2024-04-18T20:32:32.432485675Z,,,,,,
01HVSEJC639XRZMXXG6E2VX9K6,01HVSED78NHWHC8981YAQ88MRR,2024-04-18T20:32:32.451616438Z,01HVSE88E11GJN5ED33FEK4FXN,2024-04-18T20:32:32.451616438Z,01HVSD1PG6R4T299NFASZ5MHSM,2024-04-18T20:32:32.451616438Z,01HVSD1PGECD6PA5S44NTTRF0N,2024-04-18T20:32:32.451616438Z,01HVSED70XS7AVAXZEVN9T8YH7,2024-04-18T20:32:32.451616438Z,,,,,,
01HVSEJC6SF6GBR1H24BPGDVMJ,01HVSED78NHWHC8981YAQ88MRR,2024-04-18T20:32:32.473484594Z,01HVSE91HBVVFWJSJ14KYXWS3S,2024-04-18T20:32:32.473484594Z,01HVSD1PG6R4T299NFASZ5MHSM,2024-04-18T20:32:32.473484594Z,01HVSD1PGECD6PA5S44NTTRF0N,2024-04-18T20:32:32.473484594Z,01HVSED70XS7AVAXZEVN9T8YH7,2024-04-18T20:32:32.473484594Z,,,,,,
01HVSEJCSRTNZB4WE7VCBTEN92,01HVSE0QBQQYJ3FAP91XCYSP9R,2024-04-18T20:32:33.080388836Z,01HVSDSAQ4RCYAPKHE0NZZW4BB,2024-04-18T20:32:33.080388836Z,01HVSD1J1C9YS9RAYF54ZXNR5N,2024-04-18T20:32:33.080388836Z,01HVSD1J1Q1BKW919ST5G6J03S,2024-04-18T20:32:33.080388836Z,01HVSE0Q32KCW03QF2Z5DRC0ZY,2024-04-18T20:32:33.080388836Z,true,2024-04-18T20:32:53.709636099Z,89,2024-04-18T20:32:53.693483682Z,73,2024-04-18T20:32:53.679235611Z
01HVSEJCV5E6XZVY065WK49654,01HVSE0QBQQYJ3FAP91XCYSP9R,2024-04-18T20:32:33.125941151Z,01HVSDTMWPD4B7N09MHV61AKF0,2024-04-18T20:32:33.125941151Z,01HVSD1J1C9YS9RAYF54ZXNR5N,2024-04-18T20:32:33.125941151Z,01HVSD1J1Q1BKW919ST5G6J03S,2024-04-18T20:32:33.125941151Z,01HVSE0Q32KCW03QF2Z5DRC0ZY,2024-04-18T20:32:33.125941151Z,true,2024-04-18T20:32:49.003094646Z,97,2024-04-18T20:32:48.988565421Z,84,2024-04-18T20:32:48.970432745Z
01HVSEJCW0ZY1CV6WPQANAMWAE,01HVSE0QBQQYJ3FAP91XCYSP9R,2024-04-18T20:32:33.152895754Z,01HVSDVA5N1HZ8RVFYEJ5QXFAZ,2024-04-18T20:32:33.152895754Z,01HVSD1J1C9YS9RAYF54ZXNR5N,2024-04-18T20:32:33.152895754Z,01HVSD1J1Q1BKW919ST5G6J03S,2024-04-18T20:32:33.152895754Z,01HVSE0Q32KCW03QF2Z5DRC0ZY,2024-04-18T20:32:33.152895754Z,true,2024-04-18T20:32:44.164184545Z,100,2024-04-18T20:32:44.114983618Z,25,2024-04-18T20:32:44.140638913Z
01HVSEJCWPEHSXXJ3KQ1N1JYV1,01HVSE0QBQQYJ3FAP91XCYSP9R,2024-04-18T20:32:33.174629138Z,01HVSDW8BGGQFZ84C2VHEQFZ4F,2024-04-18T20:32:33.174629138Z,01HVSD1J1C9YS9RAYF54ZXNR5N,2024-04-18T20:32:33.174629138Z,01HVSD1J1Q1BKW919ST5G6J03S,2024-04-18T20:32:33.174629138Z,01HVSE0Q32KCW03QF2Z5DRC0ZY,2024-04-18T20:32:33.174629138Z,true,2024-04-18T20:32:53.086120553Z,21,2024-04-18T20:32:53.067393619Z,76,2024-04-18T20:32:53.04634214Z
01HVSEJHD5SVMC88WTWFMZSHNY,01HVSEA1V0YJ1NNYF6D0JHXTEK,2024-04-18T20:32:37.797749987Z,01HVSDY4GVYZ9HJR3ZM9DTES18,2024-04-18T20:32:37.797749987Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:32:37.797749987Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:32:37.797749987Z,01HVSEA1JJNATPHDE7PQMKBNBD,2024-04-18T20:32:37.797749987Z,,,,,,
01HVSEJHDSYR2E7ZW0C6509AV5,01HVSEA1V0YJ1NNYF6D0JHXTEK,2024-04-18T20:32:37.817649781Z,01HVSE5HW2ETP91C1KN84DCC1Q,2024-04-18T20:32:37.817649781Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:32:37.817649781Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:32:37.817649781Z,01HVSEA1JJNATPHDE7PQMKBNBD,2024-04-18T20:32:37.817649781Z,,,,,,
01HVSEJHEEMHG0FR49B9EWRFK5,01HVSEA1V0YJ1NNYF6D0JHXTEK,2024-04-18T20:32:37.838832231Z,01HVSE5KJ8XSQJTMX71294RR94,2024-04-18T20:32:37.838832231Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:32:37.838832231Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:32:37.838832231Z,01HVSEA1JJNATPHDE7PQMKBNBD,2024-04-18T20:32:37.838832231Z,,,,,,
01HVSEJHFTEEJTZZ8RCGZY6RPA,01HVSEA1V0YJ1NNYF6D0JHXTEK,2024-04-18T20:32:37.882151636Z,01HVSE6F71PSFAWSK68ZSKFDS1,2024-04-18T20:32:37.882151636Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:32:37.882151636Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:32:37.882151636Z,01HVSEA1JJNATPHDE7PQMKBNBD,2024-04-18T20:32:37.882151636Z,,,,,,
01HVSEJK9W1MWPE3BB9A4WJGC7,01HVSE687ZQ9B5TRJ02CJFM4SB,2024-04-18T20:32:39.740535498Z,01HVSDXBHKHAM0MHMFVD29M54T,2024-04-18T20:32:39.740535498Z,01HVSD1KEKWDP630QKEVSQYHB5,2024-04-18T20:32:39.740535498Z,01HVSD1KEVSF2BT4ASWZ9RPHYP,2024-04-18T20:32:39.740535498Z,01HVSE67Y6EQ3VSWVDZ83757GX,2024-04-18T20:32:39.740535498Z,,,,,,
01HVSEJKANBWHXZ2FEY8FQBBCD,01HVSE687ZQ9B5TRJ02CJFM4SB,2024-04-18T20:32:39.766043983Z,01HVSDY4YYNM3GE11CSHHMWMZW,2024-04-18T20:32:39.766043983Z,01HVSD1KEKWDP630QKEVSQYHB5,2024-04-18T20:32:39.766043983Z,01HVSD1KEVSF2BT4ASWZ9RPHYP,2024-04-18T20:32:39.766043983Z,01HVSE67Y6EQ3VSWVDZ83757GX,2024-04-18T20:32:39.766043983Z,,,,,,
01HVSEJKBHXJ0NGYE89SFEH2Q2,01HVSE687ZQ9B5TRJ02CJFM4SB,2024-04-18T20:32:39.793122455Z,01HVSDY55GV9CMA3TEFTNHRTC4,2024-04-18T20:32:39.793122455Z,01HVSD1KEKWDP630QKEVSQYHB5,2024-04-18T20:32:39.793122455Z,01HVSD1KEVSF2BT4ASWZ9RPHYP,2024-04-18T20:32:39.793122455Z,01HVSE67Y6EQ3VSWVDZ83757GX,2024-04-18T20:32:39.793122455Z,,,,,,
01HVSEJKCEYS2N61MTGTXTR8PB,01HVSE687ZQ9B5TRJ02CJFM4SB,2024-04-18T20:32:39.822199984Z,01HVSE2C2W47K9NP0VSWYJSB90,2024-04-18T20:32:39.822199984Z,01HVSD1KEKWDP630QKEVSQYHB5,2024-04-18T20:32:39.822199984Z,01HVSD1KEVSF2BT4ASWZ9RPHYP,2024-04-18T20:32:39.822199984Z,01HVSE67Y6EQ3VSWVDZ83757GX,2024-04-18T20:32:39.822199984Z,,,,,,
01HVSEJN0RYS13ZKP8VYRVYERW,01HVSEGRKJ28B9NEQQ20EABN03,2024-04-18T20:32:41.496042059Z,01HVSEAGYF0AQ0W9YXDVPV2899,2024-04-18T20:32:41.496042059Z,01HVSD1QW5QQK1X0H1V6QHQ76Z,2024-04-18T20:32:41.496042059Z,01HVSD1QWDMFKRV8H83KT38NVR,2024-04-18T20:32:41.496042059Z,01HVSEGR0MMFD2SY32B4MCD1H6,2024-04-18T20:32:41.496042059Z,,,,,,
01HVSEJN1F7B4JJ7DRKTKA666N,01HVSEGRKJ28B9NEQQ20EABN03,2024-04-18T20:32:41.519091559Z,01HVSEC6BD1TX1W0YB1K88JVK3,2024-04-18T20:32:41.519091559Z,01HVSD1QW5QQK1X0H1V6QHQ76Z,2024-04-18T20:32:41.519091559Z,01HVSD1QWDMFKRV8H83KT38NVR,2024-04-18T20:32:41.519091559Z,01HVSEGR0MMFD2SY32B4MCD1H6,2024-04-18T20:32:41.519091559Z,,,,,,
01HVSEJN26WSTRKM4G1AVAFG3Z,01HVSEGRKJ28B9NEQQ20EABN03,2024-04-18T20:32:41.542296868Z,01HVSECVBBHFFR09YN12J5V58J,2024-04-18T20:32:41.542296868Z,01HVSD1QW5QQK1X0H1V6QHQ76Z,2024-04-18T20:32:41.542296868Z,01HVSD1QWDMFKRV8H83KT38NVR,2024-04-18T20:32:41.542296868Z,01HVSEGR0MMFD2SY32B4MCD1H6,2024-04-18T20:32:41.542296868Z,,,,,,
01HVSEJN33GAHAGTSY66HH3FAD,01HVSEGRKJ28B9NEQQ20EABN03,2024-04-18T20:32:41.571393033Z,01HVSEDJGBRT2B91XRKY3RF2KS,2024-04-18T20:32:41.571393033Z,01HVSD1QW5QQK1X0H1V6QHQ76Z,2024-04-18T20:32:41.571393033Z,01HVSD1QWDMFKRV8H83KT38NVR,2024-04-18T20:32:41.571393033Z,01HVSEGR0MMFD2SY32B4MCD1H6,2024-04-18T20:32:41.571393033Z,,,,,,
01HVSEJWWRCZ8RH0TZBZMVH23C,01HVSE3C2G6RN1PT720GWAVS18,2024-04-18T20:32:49.560170107Z,01HVSDQVAVRV8CH98SKHH9X889,2024-04-18T20:32:49.560170107Z,01HVSD1JRJS8330QVK2ENAZB1E,2024-04-18T20:32:49.560170107Z,01HVSD1JRWAKY4XSGA3AHVBSWD,2024-04-18T20:32:49.560170107Z,01HVSE3BYVW2H0VJ653CHPY8Y4,2024-04-18T20:32:49.560170107Z,true,2024-04-18T20:32:56.44093351Z,100,2024-04-18T20:32:56.425553146Z,82,2024-04-18T20:32:56.40277847Z
01HVSEJWXGDHYEFJXPQ3W38AWC,01HVSE3C2G6RN1PT720GWAVS18,2024-04-18T20:32:49.58441973Z,01HVSDSZWERW6NPSPFXH91PSYJ,2024-04-18T20:32:49.58441973Z,01HVSD1JRJS8330QVK2ENAZB1E,2024-04-18T20:32:49.58441973Z,01HVSD1JRWAKY4XSGA3AHVBSWD,2024-04-18T20:32:49.58441973Z,01HVSE3BYVW2H0VJ653CHPY8Y4,2024-04-18T20:32:49.58441973Z,true,2024-04-18T20:33:05.662750217Z,47,2024-04-18T20:33:05.680548101Z,44,2024-04-18T20:33:05.698468535Z
01HVSEJWY7GNN3R3T2ZGDACX8H,01HVSE3C2G6RN1PT720GWAVS18,2024-04-18T20:32:49.607669101Z,01HVSDWS7EF15SKFB4H2ESESX4,2024-04-18T20:32:49.607669101Z,01HVSD1JRJS8330QVK2ENAZB1E,2024-04-18T20:32:49.607669101Z,01HVSD1JRWAKY4XSGA3AHVBSWD,2024-04-18T20:32:49.607669101Z,01HVSE3BYVW2H0VJ653CHPY8Y4,2024-04-18T20:32:49.607669101Z,true,2024-04-18T20:33:06.194365834Z,97,2024-04-18T20:33:06.178995389Z,70,2024-04-18T20:33:06.162748725Z
01HVSEJWZ7MQR5T1B9R7H1KHG5,01HVSE3C2G6RN1PT720GWAVS18,2024-04-18T20:32:49.639325179Z,01HVSDZMYEA93ZPCRMM98S58MN,2024-04-18T20:32:49.639325179Z,01HVSD1JRJS8330QVK2ENAZB1E,2024-04-18T20:32:49.639325179Z,01HVSD1JRWAKY4XSGA3AHVBSWD,2024-04-18T20:32:49.639325179Z,01HVSE3BYVW2H0VJ653CHPY8Y4,2024-04-18T20:32:49.639325179Z,true,2024-04-18T20:32:54.489752518Z,80,2024-04-18T20:32:54.469850067Z,77,2024-04-18T20:32:54.455532389Z
01HVSEK1BMXYQEJ2AQ04JTMCQK,01HVSE8D5YABFGNX4S3KZKN1YH,2024-04-18T20:32:54.132892852Z,01HVSDXKHY4QPPGSRQD8PE3G8R,2024-04-18T20:32:54.132892852Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:32:54.132892852Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:32:54.132892852Z,01HVSE8CWHRMXW8AWDSRR3R6QX,2024-04-18T20:32:54.132892852Z,,,,,,
01HVSEK1CMP0RHXH5QWFCKRDT7,01HVSE8D5YABFGNX4S3KZKN1YH,2024-04-18T20:32:54.164397307Z,01HVSE2MQAMK9Z5YTQACPXWCFT,2024-04-18T20:32:54.164397307Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:32:54.164397307Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:32:54.164397307Z,01HVSE8CWHRMXW8AWDSRR3R6QX,2024-04-18T20:32:54.164397307Z,,,,,,
01HVSEK1D74291D7GC18PRHVEQ,01HVSE8D5YABFGNX4S3KZKN1YH,2024-04-18T20:32:54.183718169Z,01HVSE341FFM18JR7CQ8DA2Q15,2024-04-18T20:32:54.183718169Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:32:54.183718169Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:32:54.183718169Z,01HVSE8CWHRMXW8AWDSRR3R6QX,2024-04-18T20:32:54.183718169Z,,,,,,
01HVSEK1DTT76GKH63QABQ3HSF,01HVSE8D5YABFGNX4S3KZKN1YH,2024-04-18T20:32:54.202883673Z,01HVSE35VYND9JPS1AXQ1HSXYQ,2024-04-18T20:32:54.202883673Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:32:54.202883673Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:32:54.202883673Z,01HVSE8CWHRMXW8AWDSRR3R6QX,2024-04-18T20:32:54.202883673Z,,,,,,
01HVSEK7APQ2VNB03GQ99MN29N,01HVSEB0MYTFX547QTKW8DACTB,2024-04-18T20:33:00.246228713Z,01HVSDZZCHG51EKSE9YG238D5W,2024-04-18T20:33:00.246228713Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:33:00.246228713Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:33:00.246228713Z,01HVSEB062KHW702MT805VQ02D,2024-04-18T20:33:00.246228713Z,true,2024-04-18T20:33:23.118534718Z,80,2024-04-18T20:33:23.103173762Z,50,2024-04-18T20:33:23.086958886Z
01HVSEK88KPTMRSC37S4KCPVR3,01HVSEB0MYTFX547QTKW8DACTB,2024-04-18T20:33:01.203608118Z,01HVSE2NK14H4NPD867A7MGXXZ,2024-04-18T20:33:01.203608118Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:33:01.203608118Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:33:01.203608118Z,01HVSEB062KHW702MT805VQ02D,2024-04-18T20:33:01.203608118Z,true,2024-04-18T20:33:24.262184309Z,80,2024-04-18T20:33:24.246619847Z,28,2024-04-18T20:33:24.230526982Z
