id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JDAMQF3GAX1XYH5CTYNYQPG0,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-22T19:14:07.088121405Z,all games finished,2024-11-22T19:38:31.557411368Z,true,2024-11-22T19:14:07.203538463Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T19:14:07.088121405Z,ended,2024-11-22T19:38:31.557411368Z
01JDAQ6VNPGB436EKMS62RZPSR,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-22T19:57:28.630386805Z,,,true,2024-11-22T19:57:29.900178658Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T19:57:28.630386805Z,terminated,2024-11-22T19:57:40.397153782Z
01JDAFKV9C2GZSA71WJVAQ8MG0,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-22T17:44:45.612917113Z,all games finished,2024-11-22T17:55:57.845451857Z,true,2024-11-22T17:44:45.623300702Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T17:44:45.612917113Z,ended,2024-11-22T17:55:57.845451857Z
01JDAGZBERER1FZDMPT7JPWXQH,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-22T18:08:31.192979453Z,all games finished,2024-11-22T18:15:32.821048334Z,true,2024-11-22T18:08:31.206028933Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T18:08:31.192979453Z,ended,2024-11-22T18:15:32.821048334Z
01JDAMQE5W6DNQ1EDAZA8JMW0C,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-22T19:14:06.140912435Z,all games finished,2024-11-22T19:39:24.377265029Z,true,2024-11-22T19:14:06.278008798Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T19:14:06.140912435Z,ended,2024-11-22T19:39:24.377265029Z
01JDAMQSP3SZ365C5HNFRXEAPP,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-22T19:14:17.923512702Z,all games finished,2024-11-22T19:28:46.371609673Z,true,2024-11-22T19:14:18.060029789Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T19:14:17.923512702Z,ended,2024-11-22T19:28:46.371609673Z
01JDAPHHFRWR86NEBBWY8VSKZZ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2024-11-22T19:45:50.0724864Z,all games finished,2024-11-22T19:56:57.224932843Z,true,2024-11-22T19:45:50.357642437Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T19:45:50.0724864Z,ended,2024-11-22T19:56:57.224932843Z
01JDAQ849CEKAZJVSBY9AEYRFH,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-22T19:58:10.220172297Z,,,true,2024-11-22T19:58:10.371665772Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T19:58:10.220172297Z,terminated,2024-11-22T19:58:24.508857251Z
01JDAFJQVHM7XY8DCFS4J903K1,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-22T17:44:09.329237686Z,,,true,2024-11-22T17:44:09.343405703Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T17:44:09.329237686Z,terminated,2024-11-22T18:07:50.673551623Z
01JDAFJVPPWTV619R3YG5KG6RX,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-22T17:44:13.270059839Z,,,true,2024-11-22T17:44:13.277962286Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T17:44:13.270059839Z,terminated,2024-11-22T18:07:38.570596502Z
01JDAHZ75BK18P63NEZMB6WKBY,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2024-11-22T18:25:55.371279946Z,all games finished,2024-11-22T18:38:42.123519476Z,true,2024-11-22T18:25:55.397125999Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2024-11-22T18:25:55.371279946Z,ended,2024-11-22T18:38:42.123519476Z
