id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JDAHPYZJGXN2JXC8AXXJ6Z8B,01JDAHAG5MNBW1J9KNPHXKXD0A,2024-11-22T18:21:24.850347987Z,61,2024-11-22T18:21:38.220239895Z,01JDAHAG5YMTBWKQE264AYH68A,2024-11-22T18:21:24.850347987Z,86,2024-11-22T18:21:38.21602104Z,01JDAH3CAPVDZF2MC2NEDNPGPH,2024-11-22T18:21:24.850347987Z,01JDAHH7TP0X483935C4QKKRX5,2024-11-22T18:21:24.850347987Z,01JDAHH7ZZQ85ENAN6QQA50M83,2024-11-22T18:21:24.850347987Z,true,2024-11-22T18:21:38.230661107Z
01JDANXD7EWQT2C87BFVJNWH5D,01JDAMQF3GAX1XYH5CTYNYQPG0,2024-11-22T19:34:50.350530217Z,100,2024-11-22T19:35:08.357331827Z,01JDAMQF616EH4495AMCF7JPEJ,2024-11-22T19:34:50.350530217Z,100,2024-11-22T19:35:08.284924388Z,01JDANAG2H1JXJ8HA71YF2FX8Y,2024-11-22T19:34:50.350530217Z,01JDANTWH8TCNT60ESRKC3CHAG,2024-11-22T19:34:50.350530217Z,01JDANTZGTWNAH8YB9DEBV0Y1Q,2024-11-22T19:34:50.350530217Z,true,2024-11-22T19:35:08.562603984Z
01JDAJ6V1KEX9GVX86KNPGXZ1Z,01JDAHVQ623BWMFK087YFQW2C9,2024-11-22T18:30:05.107445494Z,90,2024-11-22T18:30:16.584432334Z,01JDAHVQ6M98P9DHBPDWAV5C8H,2024-11-22T18:30:05.107445494Z,94,2024-11-22T18:30:16.57071628Z,01JDAHQJBYT69TZFM605CE8BQC,2024-11-22T18:30:05.107445494Z,01JDAJ1V4MSP99WMYFCKS6AEVA,2024-11-22T18:30:05.107445494Z,01JDAJ1VAYJBRK3PJG1TVVYAX5,2024-11-22T18:30:05.107445494Z,true,2024-11-22T18:30:16.578340707Z
01JDAKJPNK0ZE1AB91M8XB7GJF,01JDAJRRCN9X2G7M34BDMKD2SK,2024-11-22T18:54:02.419865026Z,100,2024-11-22T18:54:22.48248332Z,01JDAJRRE9AET24VV71WQVNN2E,2024-11-22T18:54:02.419865026Z,92,2024-11-22T18:54:22.461809051Z,01JDAJCTET5FXFDMC9F6BRKQTM,2024-11-22T18:54:02.419865026Z,01JDAKDZ8S70GG9YGVYDN36ZEX,2024-11-22T18:54:02.419865026Z,01JDAKE01D9HAQTAB4E5A5V4T0,2024-11-22T18:54:02.419865026Z,true,2024-11-22T18:54:22.547393013Z
01JDAN62YQ45CNRYE8JP5CTT58,01JDAMQX9C38CX4CXHPVXWJ3YS,2024-11-22T19:22:06.167142522Z,,,01JDAMQXG805TB9HT84N1ZC27X,2024-11-22T19:22:06.167142522Z,,,01JDAMD3ZSH3Z2WG1RRA838RPP,2024-11-22T19:22:06.167142522Z,01JDAN4R0A7XCVCR2GY9XWB90K,2024-11-22T19:22:06.167142522Z,01JDAN4X2MRHARZKG51152QZZV,2024-11-22T19:22:06.167142522Z,,
01JDAPBMKAHQCWWBHZS3X1MF0P,01JDAMQ126RYV9ES84ESE6XGX5,2024-11-22T19:42:36.650803916Z,29,2024-11-22T19:42:59.140535133Z,01JDAMQ17QQHBY3CY1J2VJJJZ3,2024-11-22T19:42:36.650803916Z,81,2024-11-22T19:42:59.067279975Z,01JDANTTJZ079S3MN6RCB1ZZE1,2024-11-22T19:42:36.650803916Z,01JDAP6ACX88SRRNQJMXQ9GN8D,2024-11-22T19:42:36.650803916Z,01JDAP6EH09Z9DX874RS0GDZZ9,2024-11-22T19:42:36.650803916Z,true,2024-11-22T19:42:59.311997204Z
01JDARCCA6D7D4WFGFRPFAFTEQ,01JDAPW7JZDDA3WCPQE8BGT691,2024-11-22T20:17:58.086116358Z,84,2024-11-22T20:18:11.383871741Z,01JDAPWCPJMAD34JQQTQE4MBMF,2024-11-22T20:17:58.086116358Z,18,2024-11-22T20:18:11.036859558Z,01JDAQEP1H4B1QE5FHY44BZX7P,2024-11-22T20:17:58.086116358Z,01JDAQYFBE9D089NJYN5PYE318,2024-11-22T20:17:58.086116358Z,01JDAQYR4PM5GTSYE9P0RW4TFS,2024-11-22T20:17:58.086116358Z,true,2024-11-22T20:18:12.078844075Z
01JDARPBTX0JRDY8SNRHCACR4W,01JDAPW4CD5A08H6QZB7ERWYJQ,2024-11-22T20:23:25.277863288Z,,,01JDAPW86BAAKNNS68C5H9WA5C,2024-11-22T20:23:25.277863288Z,,,01JDARA1D3S97YMVGV9JN2RWMA,2024-11-22T20:23:25.277863288Z,01JDARH4WDHH3A5M0AAVZ55PE6,2024-11-22T20:23:25.277863288Z,01JDARHCZNNKQKZ2JVGA311N5S,2024-11-22T20:23:25.277863288Z,,
01JDAM63GN8AM4Y9F959ZENMWY,01JDAKQHNKFC7QHCV09HPR330D,2024-11-22T19:04:38.165677866Z,98,2024-11-22T19:04:54.931125294Z,01JDAKQHPQ6FGJSWB9C9KPECA5,2024-11-22T19:04:38.165677866Z,49,2024-11-22T19:04:54.879732821Z,01JDAKZCRZMFZ3P280Y5362DZV,2024-11-22T19:04:38.165677866Z,01JDAM51HWZPFZPY8VCWSGQJMT,2024-11-22T19:04:38.165677866Z,01JDAM54V7CFFE705HNV14XJPT,2024-11-22T19:04:38.165677866Z,true,2024-11-22T19:04:55.060457466Z
01JDASJC56B785JX23WG1FK5V1,01JDARZKMM0F4AF2HDN325T8KK,2024-11-22T20:38:43.110097536Z,,,01JDARZT45HWB1EH88QFRKY224,2024-11-22T20:38:43.110097536Z,,,01JDARWHFC63Y80C561VPV62X4,2024-11-22T20:38:43.110097536Z,01JDASGYZJVM31ABYSP5GHSEZT,2024-11-22T20:38:43.110097536Z,01JDASHFR780985H5A4AY6525K,2024-11-22T20:38:43.110097536Z,,
