id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt
01JD60024HF69HCDJGF8CY9DEX,01JD5XW4KBXRH4JVGNA84TZAMY,2024-11-20T23:54:50.897828175Z,01JD5XW4KP9ZQD6CFR6N4288X3,2024-11-20T23:54:50.897828175Z,01JD5Z8K0Q7PMR0S0SV5YK9YE0,2024-11-20T23:54:50.897828175Z,01JD5ZJ37DPR142Y3G3G0N841E,2024-11-20T23:54:50.897828175Z
01JD60VYQN32AV55A68R2YJWM1,01JD60NCVWN9QDCDBV3N0WSMYT,2024-11-21T00:10:04.917413226Z,01JD60NDAG05Y2E2ADKNVPR45R,2024-11-21T00:10:04.917413226Z,01JD60FM7ZKFNRNRYTRAZXXW1E,2024-11-21T00:10:04.917413226Z,01JD60RDBQBVFG19STH82CTYWB,2024-11-21T00:10:04.917413226Z
01JD61A5HENGGRTG576CJZE8JM,01JD60N6710HY02WYC4PHA37W5,2024-11-21T00:17:50.638670897Z,01JD60N6CJ8KGDZ8AR05FJMNCE,2024-11-21T00:17:50.638670897Z,01JD60NQ79YW86XTTWG9BQKWE9,2024-11-21T00:17:50.638670897Z,01JD60ZWGS32BVKHZG6GDGJMJZ,2024-11-21T00:17:50.638670897Z
01JD61D3ERG536XT5Z8AVSVD31,01JD60N3WZ0RHSJ5PRS8Z9365Z,2024-11-21T00:19:26.808787406Z,01JD60N42012RAHRDYGAM2NEGC,2024-11-21T00:19:26.808787406Z,01JD60FN5MPDJWWKRGQC4AJ7TH,2024-11-21T00:19:26.808787406Z,01JD612H6Q7BWC372JPB80G2PP,2024-11-21T00:19:26.808787406Z
01JD61YFZMMRPW5AA71XYG9177,01JD60MZ6CPQGET09J2C7XEAB9,2024-11-21T00:28:56.692208151Z,01JD60MZ9RWQ194QE5WWHTTC0N,2024-11-21T00:28:56.692208151Z,01JD6131GFBQYCR9AKVR05TAWP,2024-11-21T00:28:56.692208151Z,01JD61GN4R25ZPAS9HGYFJJZ3F,2024-11-21T00:28:56.692208151Z
01JD5Z6VSSMSPRQSSN6HEP60W6,01JD5XWC5HERT0QD2Y66XQ7KR1,2024-11-20T23:41:05.209506513Z,01JD5XWC5SHH5K6JAG9DR6CGCP,2024-11-20T23:41:05.209506513Z,01JD5YPZWTW3N14CWV66C9C9NH,2024-11-20T23:41:05.209506513Z,01JD5Z27MPXRPE8Q50JN8AYZWA,2024-11-20T23:41:05.209506513Z
01JD5ZY74FN3353FFRJV05W3D9,01JD5XW4KBXRH4JVGNA84TZAMY,2024-11-20T23:53:50.479268161Z,01JD5XW4KP9ZQD6CFR6N4288X3,2024-11-20T23:53:50.479268161Z,01JD5YK2QT226B1ZRZXQS8WYCG,2024-11-20T23:53:50.479268161Z,01JD5ZJ38KJJBMHEJTPJY5KJHZ,2024-11-20T23:53:50.479268161Z
01JD5ZVMTZSVDETEFZ7HRC7MYX,01JD5ZA139SFKYNZ8PRFQZEP1V,2024-11-20T23:52:26.207127349Z,01JD5ZA14KF5W0T8B52MKXMPMK,2024-11-20T23:52:26.207127349Z,01JD5YVAKM5ECWJA0Y9266Z4RG,2024-11-20T23:52:26.207127349Z,01JD5ZFH4Z5T6GFW70TW8F799K,2024-11-20T23:52:26.207127349Z
01JD60WP2ZA4V9QJTWRX6DVVAC,01JD60NA7SN5WMDX1DTX77GFPD,2024-11-21T00:10:28.83201132Z,01JD60NAEX2413HP0GW1AS7MG3,2024-11-21T00:10:28.83201132Z,01JD60KTH02895HGD6NTMDV4A7,2024-11-21T00:10:28.83201132Z,01JD60W9QJ2VE6A8XBYGCVNDVR,2024-11-21T00:10:28.83201132Z
01JD61DC8P1HQ92SNQGNP7138S,01JD60N2JJE740RPZ5MS4ZB5PW,2024-11-21T00:19:35.830486704Z,01JD60N2RDBJBZN5JVWXS6EAFR,2024-11-21T00:19:35.830486704Z,01JD60SHGX1SH7PY62BNBZJMXN,2024-11-21T00:19:35.830486704Z,01JD615VP8ARWJAHZ91FRS6HV5,2024-11-21T00:19:35.830486704Z
01JD61G15BY8ED9S9M5JTMCT2P,01JD60N6710HY02WYC4PHA37W5,2024-11-21T00:21:02.763325513Z,01JD60N6CJ8KGDZ8AR05FJMNCE,2024-11-21T00:21:02.763325513Z,01JD60S13HTW7PYR8CY3Z9XZA4,2024-11-21T00:21:02.763325513Z,01JD60ZWTAANTVP3J0ZYH26P8J,2024-11-21T00:21:02.763325513Z
01JD61Y4403V1RFG34EDXJJM7E,01JD60MYFXED250NQX8PP7HTB1,2024-11-21T00:28:44.544855941Z,01JD60MYHPTR29DQ725QWPX6V5,2024-11-21T00:28:44.544855941Z,01JD61ADB7GNS9SEZ099EXT2VB,2024-11-21T00:28:44.544855941Z,01JD61P7HR0Y5E8GPZWCV2AXWK,2024-11-21T00:28:44.544855941Z
01JD648QQVNGHK9EP1NW12528Z,01JD62N0QAXZ9XC1PNR6N6TX3M,2024-11-21T01:09:29.467401463Z,01JD62NM73SSGWQE0KW7QYD0TV,2024-11-21T01:09:29.467401463Z,01JD63DQAF191XZNJXPFZQWBQ4,2024-11-21T01:09:29.467401463Z,01JD63R9CW01Q35S7KK061655C,2024-11-21T01:09:29.467401463Z
01JD5Z10W5P32PK7WV5FHYYG7T,01JD5XXQ66EY3RN40WK6MEPQVP,2024-11-20T23:37:53.79711861Z,01JD5XXQ6KM5Z6W4T6H1P8YDAV,2024-11-20T23:37:53.79711861Z,01JD5YC31GCM0SP0HWECBJKW3F,2024-11-20T23:37:53.79711861Z,01JD5YN8CJ3AH2GJCPJNWW0353,2024-11-20T23:37:53.79711861Z
01JD5Z3FMDZBN8NCVXR8G5N2J1,01JD5XWEWHEBM6AD4QYYMKY3P4,2024-11-20T23:39:14.445646724Z,01JD5XWEWVNM2618E9YBCY3FBE,2024-11-20T23:39:14.445646724Z,01JD5YHAP12MPJVCS7A15DBRWF,2024-11-20T23:39:14.445646724Z,01JD5YVT8TSQY7Y78DBPJ5M2GH,2024-11-20T23:39:14.445646724Z
01JD68CXF72SPKCFN2AXYWVXN7,01JD60M8CQ32C55ZWX68TDQ62P,2024-11-21T02:21:40.711636369Z,01JD60M8E5CY420FFH3CRPS0F5,2024-11-21T02:21:40.711636369Z,01JD67P6QT18JBKRNWPVF0F3F4,2024-11-21T02:21:40.711636369Z,01JD682MKWQG2S6H4GMYYTV55D,2024-11-21T02:21:40.711636369Z
01JD66GVD034S5CDDR7GYHSPZ6,01JD60MNP50Y5CNX8FJPPVJXCQ,2024-11-21T01:48:52.512597995Z,01JD60MNS7HDE04RDZR59PT714,2024-11-21T01:48:52.512597995Z,01JD64TXYV7TBD2QPWD673QRA4,2024-11-21T01:48:52.512597995Z,01JD651WFT6YR8BG3M6GMZQRNC,2024-11-21T01:48:52.512597995Z
01JD66PM2CGGRMKXT4VVHW2NYE,01JD64ZFE4DFSA7GB721BPD2PX,2024-11-21T01:52:01.612694801Z,01JD64ZGPF1258T1JXXZVFMC3Y,2024-11-21T01:52:01.612694801Z,01JD64ZS2GYKHKBAWXY5R4AR55,2024-11-21T01:52:01.612694801Z,01JD65A61HYFQMV6VKYD1Y2074,2024-11-21T01:52:01.612694801Z
01JD61A8NTJ9FJBCJVD0SPRAJA,01JD60N2JJE740RPZ5MS4ZB5PW,2024-11-21T00:17:53.850159204Z,01JD60N2RDBJBZN5JVWXS6EAFR,2024-11-21T00:17:53.850159204Z,01JD60TB3KRQDRRP08YX37QD6Q,2024-11-21T00:17:53.850159204Z,01JD615VRJ7KQBV2B6FTYXVF1T,2024-11-21T00:17:53.850159204Z
01JD62EA8E706D2EYPQ91TZ81G,01JD60MRVG8ZA0YM8ENS423B2P,2024-11-21T00:37:35.118383358Z,01JD60MS1CY2EM0EZ1P5EV3GF3,2024-11-21T00:37:35.118383358Z,01JD61WQ5XB6YJNZT14683FQ9R,2024-11-21T00:37:35.118383358Z,01JD6270B4ZXEX3CESCZW0MR25,2024-11-21T00:37:35.118383358Z
01JD6486557VFG3JCA32FMEY9Z,01JD62MWKJ1HTCKDY04VTR0GG7,2024-11-21T01:09:11.461953456Z,01JD62N963GBH7B9H4VJKXPP2T,2024-11-21T01:09:11.461953456Z,01JD63EBXBFR8YCYPM3SPFN5JP,2024-11-21T01:09:11.461953456Z,01JD63WJ2PZ5ZR56DZSP61AFJF,2024-11-21T01:09:11.461953456Z
01JD5ZGWTQG3TCGQSKM9ZK70G8,01JD5XWBFX7986F1N93SW7M3JK,2024-11-20T23:46:33.943586949Z,01JD5XWBG9GPVWY0X113KMCHA0,2024-11-20T23:46:33.943586949Z,01JD5YW5SJSVF4M6M0YZN9NY5C,2024-11-20T23:46:33.943586949Z,01JD5Z3FYV773Y349PJTMGXDKB,2024-11-20T23:46:33.943586949Z
01JD6015W25FHSGPTM6EZ6N1CE,01JD5XQ34Z798M3ESKHQDA5RZJ,2024-11-20T23:55:27.490985901Z,01JD5XQ358Y87ET54AH5K8KFPB,2024-11-20T23:55:27.490985901Z,01JD5ZJE1Z6ZWRQTVH5RT7JTJA,2024-11-20T23:55:27.490985901Z,01JD6012XGTNSFCMC4MHVB3F2A,2024-11-20T23:55:27.490985901Z
01JD60512WJS6RMX9DZ8907SGF,01JD5XW304TDFTMPK6MZPMZ4FT,2024-11-20T23:57:33.660714775Z,01JD5XW30T8JCRGFJH3DCJM83J,2024-11-20T23:57:33.660714775Z,01JD5ZH1363P8V6ZT10AFSZPZR,2024-11-20T23:57:33.660714775Z,01JD5ZS9JBB0HZNF9ST86A79ZK,2024-11-20T23:57:33.660714775Z
01JD6A3EQP2FW2E0WJ0HSJV3B0,01JD6066RNTY5M5XW0JR9ZV652,2024-11-21T02:51:27.862813114Z,01JD6066TQNTSYEWP6NTPB2QXT,2024-11-21T02:51:27.862813114Z,01JD68JK1AYN0C420KJCVHSMMG,2024-11-21T02:51:27.862813114Z,01JD68Y20DEEDW5543SH9RBTJY,2024-11-21T02:51:27.862813114Z
01JD60NTE9Z1ZKKHC9RPT7YCFF,01JD60BQQR5T7Z3TAK6SEG54J1,2024-11-21T00:06:43.913292998Z,01JD60BQSCB245AZMDGT5W0YVS,2024-11-21T00:06:43.913292998Z,01JD60FAHXJA1Z89EPG6SCB2TQ,2024-11-21T00:06:43.913292998Z,01JD60NJMZ4AKN8HZDBS04MCRA,2024-11-21T00:06:43.913292998Z
01JD62WW9G47FSAFFYWZYBB962,01JD60MPV0392Q1WZZV3KJZGZK,2024-11-21T00:45:32.336630255Z,01JD60MQ1K1874EFKTD7VW5KM1,2024-11-21T00:45:32.336630255Z,01JD625SYKG5YMYBT106WGBH17,2024-11-21T00:45:32.336630255Z,01JD62D63JD07V2V0NFCHS1PKX,2024-11-21T00:45:32.336630255Z
01JD64GR1E857YC6J38KEJVQ1J,01JD62MY5EH7CHWS35960FWN1N,2024-11-21T01:13:51.918047757Z,01JD62NDCMTCBMZ3T9N156CC17,2024-11-21T01:13:51.918047757Z,01JD63CXQX1ZVA6VXCQMT5SCMX,2024-11-21T01:13:51.918047757Z,01JD63T3N2SBP4XG8DZ04TD3S5,2024-11-21T01:13:51.918047757Z
01JD62FEKWM4AP28QZGDTFPZC7,01JD60MSG2NNDY5MZB4AYDRZA4,2024-11-21T00:38:12.348862798Z,01JD60MSPJCKMXF8XWZ6DFZ568,2024-11-21T00:38:12.348862798Z,01JD61WK2RR7CQS7GZ020S659B,2024-11-21T00:38:12.348862798Z,01JD625X25N89W801HBDH69J6R,2024-11-21T00:38:12.348862798Z
01JD63JHBX92EBQTQASG9NXRSR,01JD62N4FY97KNTKQ6JH99ZTVP,2024-11-21T00:57:22.046125645Z,01JD62NQCTR8W08KWEYE6V1N0S,2024-11-21T00:57:22.046125645Z,01JD632AWQA49RQ7GY6HBZNTHY,2024-11-21T00:57:22.046125645Z,01JD63A1F59GG0GYPT07RZ2E6Z,2024-11-21T00:57:22.046125645Z
01JD5ZZ10240YD1F5ZVYSVGEV2,01JD5XW3TEPJ38TDDHMJWAZ5XG,2024-11-20T23:54:16.962319188Z,01JD5XW3V0F31HK0AYBMG6K9CK,2024-11-20T23:54:16.962319188Z,01JD5ZEGVTKAY0BA33E4YQRCW3,2024-11-20T23:54:16.962319188Z,01JD5ZP4SS7MRDAEYG3XB42DMG,2024-11-20T23:54:16.962319188Z
01JD63WCR0VGN3N741JANA079R,01JD62N5BENVJ530ZS4MD5S0CS,2024-11-21T01:02:44.992484642Z,01JD62NWCK3NA1DDGW566NMQWD,2024-11-21T01:02:44.992484642Z,01JD631XPRX4PGPES39TMSQMDY,2024-11-21T01:02:44.992484642Z,01JD63B2D0Y8SYJ3D260S52G74,2024-11-21T01:02:44.992484642Z
01JD5Z50PT2PAKN9VE7FJAD55V,01JD5XWC5HERT0QD2Y66XQ7KR1,2024-11-20T23:40:04.698754545Z,01JD5XWC5SHH5K6JAG9DR6CGCP,2024-11-20T23:40:04.698754545Z,01JD5YHSASKA0G2A1Y5MQSCVV2,2024-11-20T23:40:04.698754545Z,01JD5Z27MX0QVH3M5DE1TB8MQ1,2024-11-20T23:40:04.698754545Z
01JD5ZGTW8K18SJ2K95CSQ8N6K,01JD5XW6249QBCB3SSYGV9R5W1,2024-11-20T23:46:31.944171187Z,01JD5XW62D6CFBBB4G92PJYSZ2,2024-11-20T23:46:31.944171187Z,01JD5YRHRGFAF5Q2AJJJ52QCSD,2024-11-20T23:46:31.944171187Z,01JD5ZC5FJKB8VVB37QSN85CSJ,2024-11-20T23:46:31.944171187Z
01JD657Y5TAHFA8Q62KTA9HX1R,01JD60MNP50Y5CNX8FJPPVJXCQ,2024-11-21T01:26:31.866522277Z,01JD60MNS7HDE04RDZR59PT714,2024-11-21T01:26:31.866522277Z,01JD64R5T0G770TQ5TV2Z65VTD,2024-11-21T01:26:31.866522277Z,01JD651VKTGH3VEJA42WV9PZ5R,2024-11-21T01:26:31.866522277Z
01JD67WPMQPAGV66ASE66KKHD4,01JD60M9N4ZFV9WGAPB04ZC5ZR,2024-11-21T02:12:49.43110024Z,01JD60M9RYW05JZ76XAQVNXWNX,2024-11-21T02:12:49.43110024Z,01JD677S30T9X3NN27C79GCYJW,2024-11-21T02:12:49.43110024Z,01JD67H4QFTWNX2Z7AJ7V5V08J,2024-11-21T02:12:49.43110024Z
01JD6034N0CPZVKVV3FP28AFHS,01JD5XW20E04P27C9TTYX3PF1Y,2024-11-20T23:56:31.776332992Z,01JD5XW20V3YKDFD28VZR1D9HY,2024-11-20T23:56:31.776332992Z,01JD5Z8TFKHK6MQ95BRS37KT8X,2024-11-20T23:56:31.776332992Z,01JD5ZVAV6M9Z586PHD8CD7Q4D,2024-11-20T23:56:31.776332992Z
01JD60Z39PCTJFT222WQYJNYNF,01JD60N77JCWF3R2WNTV53KSZE,2024-11-21T00:11:47.895038464Z,01JD60N79W8D6H6FRGYDPMWSGZ,2024-11-21T00:11:47.895038464Z,01JD60KT7TW30N9Z8PC5A0Q8CT,2024-11-21T00:11:47.895038464Z,01JD60YPZJ8ZAG4P33GX9G5F9A,2024-11-21T00:11:47.895038464Z
01JD62WW2DAPEPY8FSRKYY494T,01JD60MPV0392Q1WZZV3KJZGZK,2024-11-21T00:45:32.110008788Z,01JD60MQ1K1874EFKTD7VW5KM1,2024-11-21T00:45:32.110008788Z,01JD623V7QC5VZ9BVBPM2RJJ3X,2024-11-21T00:45:32.110008788Z,01JD62D63JD07V2V0NFCHS1PKX,2024-11-21T00:45:32.110008788Z
