id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JH6VMBPFK7BXCR92NS2RRPRV,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-10T01:00:34.895609028Z,all games finished,2025-01-10T01:14:04.321662691Z,true,2025-01-10T01:00:34.99310209Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-10T01:00:34.895609028Z,ended,2025-01-10T01:14:04.321662691Z
01JH6KKST0H8DF6DEXEYSFS11Q,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-09T22:40:27.968313666Z,,,true,2025-01-09T22:40:27.989941481Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-09T22:40:27.968313666Z,terminated,2025-01-09T22:53:54.125889919Z
01JH6VM7R0YW69S3E075406Z2S,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-10T01:00:30.848570248Z,all games finished,2025-01-10T01:44:04.686417146Z,true,2025-01-10T01:00:30.918030805Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-10T01:00:30.848570248Z,ended,2025-01-10T01:44:04.686417146Z
01JH6VMA1XY9ZJMYQBERC6D2M7,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-10T01:00:33.213181747Z,,,true,2025-01-10T01:00:33.308551968Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-10T01:00:33.213181747Z,terminated,2025-01-10T01:26:30.728057451Z
01JH6MCMC83CZG16XMSMBMP1T5,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-09T22:54:01.608850791Z,,,true,2025-01-09T22:54:01.617498555Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-09T22:54:01.608850791Z,terminated,2025-01-09T23:02:52.544395091Z
01JH6VM8B7Q0XFZ5YK6BRT1C4V,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-10T01:00:31.463396169Z,,,true,2025-01-10T01:00:31.556524283Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-10T01:00:31.463396169Z,terminated,2025-01-10T01:47:49.234264479Z
01JH6KTPVJJD7METQF5ZEBMVG8,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-09T22:44:14.32267185Z,,,true,2025-01-09T22:44:14.332466756Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-01-09T22:44:14.32267185Z,terminated,2025-01-09T22:49:31.844147008Z
01JH6RKP5K1E2CKHW3613HT0YT,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-10T00:07:47.123764432Z,,,true,2025-01-10T00:07:47.179466798Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-10T00:07:47.123764432Z,terminated,2025-01-10T00:28:06.029206862Z
01JH6N3BNHCCYE6CK84S50E7VQ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""SR_interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""SquirrelsRabbits""}},""count"":1}]}}",2025-01-09T23:06:26.353727159Z,all games finished,2025-01-09T23:25:41.24245155Z,true,2025-01-09T23:06:26.363348311Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-09T23:06:26.353727159Z,ended,2025-01-09T23:25:41.24245155Z
01JH6RKHH8DRMPKM7YG94D9NWK,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""RS_slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}},""count"":1}]}}",2025-01-10T00:07:42.376714896Z,all games finished,2025-01-10T00:53:42.681723971Z,true,2025-01-10T00:07:42.414052841Z,"{""name"":""this"",""kind"":""shared"",""duration"":900000000000,""strategy"":""fail""}",2025-01-10T00:07:42.376714896Z,ended,2025-01-10T00:53:42.681723971Z
