id,endedReason,endedReasonLastChangedAt,config,configLastChangedAt,status,statusLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,initialized,initializedLastChangedAt
01HNDC24XVX52SMTNY59XNXGAF,all games finished,2024-01-30T14:32:37.218087027Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""experiment2-interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1},{""treatment"":{""name"":""experiment2-slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-01-30T14:23:39.451841018Z,ended,2024-01-30T14:32:37.218087027Z,"{""name"":""Default individual"",""kind"":""individual"",""duration"":300000000000}",2024-01-30T14:23:39.451841018Z,true,2024-01-30T14:23:39.485977521Z
01HNDC2A4FBQ000N9557VJ501H,all games finished,2024-01-30T14:33:36.069663126Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""experiment2-interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1},{""treatment"":{""name"":""experiment2-slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-01-30T14:23:44.783214522Z,ended,2024-01-30T14:33:36.069663126Z,"{""name"":""Default individual"",""kind"":""individual"",""duration"":300000000000}",2024-01-30T14:23:44.783214522Z,true,2024-01-30T14:23:44.798036146Z
01HNDC2AJEJ0PA3YDXT72HTGD2,all games finished,2024-01-30T14:33:13.942971495Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""experiment2-interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1},{""treatment"":{""name"":""experiment2-slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-01-30T14:23:45.230294234Z,ended,2024-01-30T14:33:13.942971495Z,"{""name"":""Default individual"",""kind"":""individual"",""duration"":300000000000}",2024-01-30T14:23:45.230294234Z,true,2024-01-30T14:23:45.24650624Z
01HNDC2AR4JECJS10ED1GS89EN,all games finished,2024-01-30T14:34:13.958866233Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""experiment2-interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1},{""treatment"":{""name"":""experiment2-slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-01-30T14:23:45.41299094Z,ended,2024-01-30T14:34:13.958866233Z,"{""name"":""Default individual"",""kind"":""individual"",""duration"":300000000000}",2024-01-30T14:23:45.41299094Z,true,2024-01-30T14:23:45.423345929Z
01HNDC2AXW25WT5N58811CM7PF,all games finished,2024-01-30T14:34:27.696909895Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""experiment2-interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1},{""treatment"":{""name"":""experiment2-slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-01-30T14:23:45.59620101Z,ended,2024-01-30T14:34:27.696909895Z,"{""name"":""Default individual"",""kind"":""individual"",""duration"":300000000000}",2024-01-30T14:23:45.59620101Z,true,2024-01-30T14:23:45.612212576Z
01HNDC2B2JZM9FDE71GANAG477,all games finished,2024-01-30T14:33:44.395097417Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""experiment2-interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1},{""treatment"":{""name"":""experiment2-slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-01-30T14:23:45.746677671Z,ended,2024-01-30T14:33:44.395097417Z,"{""name"":""Default individual"",""kind"":""individual"",""duration"":300000000000}",2024-01-30T14:23:45.746677671Z,true,2024-01-30T14:23:45.762123632Z
01HNDC2B7TVF69V3JA57K75TE4,all games finished,2024-01-30T14:35:10.646144891Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""experiment2-interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1},{""treatment"":{""name"":""experiment2-slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-01-30T14:23:45.914941946Z,ended,2024-01-30T14:35:10.646144891Z,"{""name"":""Default individual"",""kind"":""individual"",""duration"":300000000000}",2024-01-30T14:23:45.914941946Z,true,2024-01-30T14:23:45.929806583Z
01HNDC2BCF2Q04EJEDP07GAD7W,all games finished,2024-01-30T14:35:16.325100069Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""experiment2-interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1},{""treatment"":{""name"":""experiment2-slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-01-30T14:23:46.063583382Z,ended,2024-01-30T14:35:16.325100069Z,"{""name"":""Default individual"",""kind"":""individual"",""duration"":300000000000}",2024-01-30T14:23:46.063583382Z,true,2024-01-30T14:23:46.081795323Z
01HNDC2BH6A3SBS8BVE2ZJJ5GS,all games finished,2024-01-30T14:35:49.474542856Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""experiment2-interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1},{""treatment"":{""name"":""experiment2-slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-01-30T14:23:46.214889232Z,ended,2024-01-30T14:35:49.474542856Z,"{""name"":""Default individual"",""kind"":""individual"",""duration"":300000000000}",2024-01-30T14:23:46.214889232Z,true,2024-01-30T14:23:46.226678222Z
01HNDC2BPDY9CHK7S2KNGBSVBC,all games finished,2024-01-30T14:35:39.977974851Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""experiment2-interactive"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1},{""treatment"":{""name"":""experiment2-slider"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-01-30T14:23:46.381198483Z,ended,2024-01-30T14:35:39.977974851Z,"{""name"":""Default individual"",""kind"":""individual"",""duration"":300000000000}",2024-01-30T14:23:46.381198483Z,true,2024-01-30T14:23:46.39872937Z
