id,playerID,playerIDLastChangedAt,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt,guess,guessLastChangedAt
01HN8XT60ZW1MRFWPR1NZAV69K,01HN8XEC77XAPMBWPW8K8250M7,2024-01-28T20:57:40.639882744Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:40.639882744Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:57:40.639882744Z,01HN8XS67AAE7EQ4MVGGC3XFKH,2024-01-28T20:57:40.639882744Z,01HN8XS6XS5489GK2NXCYQ06X9,2024-01-28T20:57:40.639882744Z,true,2024-01-28T20:57:47.38892004Z,39,2024-01-28T20:57:47.3689952Z
01HN8XT61J88CJ7NZAM4YM2KQH,01HN8XAVEETWEAVESWS6TQXFQN,2024-01-28T20:57:40.658867487Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:40.658867487Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:57:40.658867487Z,01HN8XS67AAE7EQ4MVGGC3XFKH,2024-01-28T20:57:40.658867487Z,01HN8XS6XS5489GK2NXCYQ06X9,2024-01-28T20:57:40.658867487Z,true,2024-01-28T20:58:01.062770967Z,55,2024-01-28T20:58:01.081285187Z
01HN8XT627Q4MTEQVRASFXN3V2,01HN8XENXDR5YMCNAEQMTG65MN,2024-01-28T20:57:40.679820328Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:57:40.679820328Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:57:40.679820328Z,01HN8XS67AAE7EQ4MVGGC3XFKH,2024-01-28T20:57:40.679820328Z,01HN8XS6XS5489GK2NXCYQ06X9,2024-01-28T20:57:40.679820328Z,,,,
01HN8XT645NRX0A6N8QXT9V3YS,01HN8XGBNHK2QTMFKF0AT7ZJ9H,2024-01-28T20:57:40.741343376Z,01HN8VWKEJBPW738536ADYXF4K,2024-01-28T20:57:40.741343376Z,01HN8VWKETPR9MS4MGE4RBW6ZT,2024-01-28T20:57:40.741343376Z,01HN8XNQ31ZG1WBC89960HYDDZ,2024-01-28T20:57:40.741343376Z,01HN8XNQYZJASSRW5XXV63N031,2024-01-28T20:57:40.741343376Z,true,2024-01-28T20:57:43.855914913Z,100,2024-01-28T20:57:43.874737516Z
01HN8XT64Q0QMBDW8CYDHT9FSJ,01HN8XJAD02E1KA5PJ233X5FG5,2024-01-28T20:57:40.75964143Z,01HN8VWKEJBPW738536ADYXF4K,2024-01-28T20:57:40.75964143Z,01HN8VWKETPR9MS4MGE4RBW6ZT,2024-01-28T20:57:40.75964143Z,01HN8XNQ31ZG1WBC89960HYDDZ,2024-01-28T20:57:40.75964143Z,01HN8XNQYZJASSRW5XXV63N031,2024-01-28T20:57:40.75964143Z,true,2024-01-28T20:57:44.106036227Z,100,2024-01-28T20:57:44.086638521Z
01HN8XT65A6Y3NC46NBDQ5YP3K,01HN8WVBQ4AW5ZFSFEPPHQKTTE,2024-01-28T20:57:40.778050318Z,01HN8VWKEJBPW738536ADYXF4K,2024-01-28T20:57:40.778050318Z,01HN8VWKETPR9MS4MGE4RBW6ZT,2024-01-28T20:57:40.778050318Z,01HN8XNQ31ZG1WBC89960HYDDZ,2024-01-28T20:57:40.778050318Z,01HN8XNQYZJASSRW5XXV63N031,2024-01-28T20:57:40.778050318Z,true,2024-01-28T20:58:04.091590771Z,100,2024-01-28T20:58:04.111912516Z
01HN8XT65WMB192BQZDWDE69YT,01HN8X05VMSPW4E9RS3PJFXGT6,2024-01-28T20:57:40.796405259Z,01HN8VWKEJBPW738536ADYXF4K,2024-01-28T20:57:40.796405259Z,01HN8VWKETPR9MS4MGE4RBW6ZT,2024-01-28T20:57:40.796405259Z,01HN8XNQ31ZG1WBC89960HYDDZ,2024-01-28T20:57:40.796405259Z,01HN8XNQYZJASSRW5XXV63N031,2024-01-28T20:57:40.796405259Z,true,2024-01-28T20:57:56.068385499Z,40,2024-01-28T20:57:56.088904871Z
01HN8XT9YGANBXWJ0KJWH3K3XT,01HN8XHW39EEJ7MSHK7XX8Q3WW,2024-01-28T20:57:44.656690554Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:57:44.656690554Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:57:44.656690554Z,01HN8XQG6ZHM0K5KGR56QH9TAE,2024-01-28T20:57:44.656690554Z,01HN8XQGXK6ECST9SMKXH0BDXM,2024-01-28T20:57:44.656690554Z,,,,
01HN8XT9Z39BPDBA4AZE77GGG5,01HN8XJPAHMSMPZM9T5BJ0C3YY,2024-01-28T20:57:44.676037829Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:57:44.676037829Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:57:44.676037829Z,01HN8XQG6ZHM0K5KGR56QH9TAE,2024-01-28T20:57:44.676037829Z,01HN8XQGXK6ECST9SMKXH0BDXM,2024-01-28T20:57:44.676037829Z,,,,
01HN8XT9ZR19R05410J6EJBHPG,01HN8XK934TFX4N6ECDN4079X0,2024-01-28T20:57:44.696039346Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:57:44.696039346Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:57:44.696039346Z,01HN8XQG6ZHM0K5KGR56QH9TAE,2024-01-28T20:57:44.696039346Z,01HN8XQGXK6ECST9SMKXH0BDXM,2024-01-28T20:57:44.696039346Z,,,,
01HN8XTA0BFW6D1402MH0BPMFJ,01HN8XHCXKHEA0Y3EC3MVM1DC2,2024-01-28T20:57:44.715191391Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:57:44.715191391Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:57:44.715191391Z,01HN8XQG6ZHM0K5KGR56QH9TAE,2024-01-28T20:57:44.715191391Z,01HN8XQGXK6ECST9SMKXH0BDXM,2024-01-28T20:57:44.715191391Z,,,,
01HN8XTADJ10V7V6YD516XHDPP,01HN8XJBSXAJ4Q5N37ZNM1SXHD,2024-01-28T20:57:45.138992277Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:45.138992277Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:45.138992277Z,01HN8XS9JNHMTT6JECG0RYSNA1,2024-01-28T20:57:45.138992277Z,01HN8XSBBDB782S2FEXW0666ET,2024-01-28T20:57:45.138992277Z,true,2024-01-28T20:57:57.798093987Z,100,2024-01-28T20:57:57.578183017Z
01HN8XTAE5WQJKFK8HH28J50P8,01HN8XHQC0ZREF9GKA9NZDRE13,2024-01-28T20:57:45.157710075Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:45.157710075Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:45.157710075Z,01HN8XS9JNHMTT6JECG0RYSNA1,2024-01-28T20:57:45.157710075Z,01HN8XSBBDB782S2FEXW0666ET,2024-01-28T20:57:45.157710075Z,,,,
01HN8XTAERFWG9R593NJE1JP44,01HN8XKBVGY52HZN8094P871VX,2024-01-28T20:57:45.176547063Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:45.176547063Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:45.176547063Z,01HN8XS9JNHMTT6JECG0RYSNA1,2024-01-28T20:57:45.176547063Z,01HN8XSBBDB782S2FEXW0666ET,2024-01-28T20:57:45.176547063Z,true,2024-01-28T20:58:01.137035318Z,100,2024-01-28T20:58:01.118417109Z
01HN8XTAFAYQNKRNPNX2BD3D8Q,01HN8XK3JS4BY10Q5W2Q5VNJM3,2024-01-28T20:57:45.19475917Z,01HN8VWPSPPMXNT892BA7EPQH4,2024-01-28T20:57:45.19475917Z,01HN8VWPSXMVWBA8Z6XQEJBMEF,2024-01-28T20:57:45.19475917Z,01HN8XS9JNHMTT6JECG0RYSNA1,2024-01-28T20:57:45.19475917Z,01HN8XSBBDB782S2FEXW0666ET,2024-01-28T20:57:45.19475917Z,true,2024-01-28T20:58:01.044577331Z,62,2024-01-28T20:58:01.025542928Z
01HN8XTMN2JQQ9YTVDEG9W1SVM,01HN8XJ9NYAE9Q2VMSB40T20KS,2024-01-28T20:57:55.618812621Z,01HN8VWMZP8WDGHG3SGQ41JSP7,2024-01-28T20:57:55.618812621Z,01HN8VWN02CWAC9YZRF9HQ6N7V,2024-01-28T20:57:55.618812621Z,01HN8XQ45BBKEE4JJC51YNYN75,2024-01-28T20:57:55.618812621Z,01HN8XQ4WFV9WX0D4J05G7Z143,2024-01-28T20:57:55.618812621Z,,,,
01HN8XTMNQNESF6YCHNCF95GX7,01HN8XKWVY9BHQS3HWZ4QEDY09,2024-01-28T20:57:55.639289307Z,01HN8VWMZP8WDGHG3SGQ41JSP7,2024-01-28T20:57:55.639289307Z,01HN8VWN02CWAC9YZRF9HQ6N7V,2024-01-28T20:57:55.639289307Z,01HN8XQ45BBKEE4JJC51YNYN75,2024-01-28T20:57:55.639289307Z,01HN8XQ4WFV9WX0D4J05G7Z143,2024-01-28T20:57:55.639289307Z,,,,
01HN8XTMPA7QVWCSRVW0KSB9X9,01HN8XKH75KY738HDE7BPTQKFH,2024-01-28T20:57:55.658995824Z,01HN8VWMZP8WDGHG3SGQ41JSP7,2024-01-28T20:57:55.658995824Z,01HN8VWN02CWAC9YZRF9HQ6N7V,2024-01-28T20:57:55.658995824Z,01HN8XQ45BBKEE4JJC51YNYN75,2024-01-28T20:57:55.658995824Z,01HN8XQ4WFV9WX0D4J05G7Z143,2024-01-28T20:57:55.658995824Z,,,,
01HN8XTMPXF12W4WC042H27KPD,01HN8XJA6AHH4DZPK012Y40ZQ3,2024-01-28T20:57:55.677328815Z,01HN8VWMZP8WDGHG3SGQ41JSP7,2024-01-28T20:57:55.677328815Z,01HN8VWN02CWAC9YZRF9HQ6N7V,2024-01-28T20:57:55.677328815Z,01HN8XQ45BBKEE4JJC51YNYN75,2024-01-28T20:57:55.677328815Z,01HN8XQ4WFV9WX0D4J05G7Z143,2024-01-28T20:57:55.677328815Z,,,,
01HN8XTT6ZRDXHQ5AYZZFAK4Z0,01HN8XGVZ8EXZ9MR02NPAK9VHW,2024-01-28T20:58:01.311286688Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:58:01.311286688Z,01HN8VX08G3BGCG1QZ1G1QV9TR,2024-01-28T20:58:01.311286688Z,01HN8XTPW78NM51CS63FVSBYZE,2024-01-28T20:58:01.311286688Z,01HN8XTQRKMKNMAP94RE3PB2Y5,2024-01-28T20:58:01.311286688Z,,,,
01HN8XTT7K26Z9PHGNN3RV2M6E,01HN8XJ3Q1K9DMP9JDZH54XQC5,2024-01-28T20:58:01.331743875Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:58:01.331743875Z,01HN8VX08G3BGCG1QZ1G1QV9TR,2024-01-28T20:58:01.331743875Z,01HN8XTPW78NM51CS63FVSBYZE,2024-01-28T20:58:01.331743875Z,01HN8XTQRKMKNMAP94RE3PB2Y5,2024-01-28T20:58:01.331743875Z,,,,
01HN8XTT8A7Y911AXF03KG0YKH,01HN8XKYCRWY4GE14QYAECW0NJ,2024-01-28T20:58:01.354602547Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:58:01.354602547Z,01HN8VX08G3BGCG1QZ1G1QV9TR,2024-01-28T20:58:01.354602547Z,01HN8XTPW78NM51CS63FVSBYZE,2024-01-28T20:58:01.354602547Z,01HN8XTQRKMKNMAP94RE3PB2Y5,2024-01-28T20:58:01.354602547Z,,,,
01HN8XTT91JC9NPYACM0621B82,01HN8XNKE07XKJN0YY49J0E8SH,2024-01-28T20:58:01.377205197Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:58:01.377205197Z,01HN8VX08G3BGCG1QZ1G1QV9TR,2024-01-28T20:58:01.377205197Z,01HN8XTPW78NM51CS63FVSBYZE,2024-01-28T20:58:01.377205197Z,01HN8XTQRKMKNMAP94RE3PB2Y5,2024-01-28T20:58:01.377205197Z,,,,
01HN8XTTE4MC1ASW38Z83ZN41S,01HN8X9S3AVKRWQEKK2WA4C1FG,2024-01-28T20:58:01.540378754Z,01HN8VWJPFTCBNZXJQCHQAW402,2024-01-28T20:58:01.540378754Z,01HN8VWJPTHA0C757FXKBS0W1W,2024-01-28T20:58:01.540378754Z,01HN8XHTG5NZERYTJYD18310F5,2024-01-28T20:58:01.540378754Z,01HN8XHTZDPKENHG44EP1G69PM,2024-01-28T20:58:01.540378754Z,true,2024-01-28T20:58:17.662833666Z,48,2024-01-28T20:58:17.640367549Z
01HN8XTTEWRCR5DEY7PWEQ8T03,01HN8XA8PZGZ8JJ8KTTT39C6BT,2024-01-28T20:58:01.564083436Z,01HN8VWJPFTCBNZXJQCHQAW402,2024-01-28T20:58:01.564083436Z,01HN8VWJPTHA0C757FXKBS0W1W,2024-01-28T20:58:01.564083436Z,01HN8XHTG5NZERYTJYD18310F5,2024-01-28T20:58:01.564083436Z,01HN8XHTZDPKENHG44EP1G69PM,2024-01-28T20:58:01.564083436Z,true,2024-01-28T20:58:07.764709579Z,50,2024-01-28T20:58:07.745358865Z
01HN8XTTFFSJVG1AHZVBTBHQFQ,01HN8XA2Y2ZS4QJ98AZC9CB7FK,2024-01-28T20:58:01.583769128Z,01HN8VWJPFTCBNZXJQCHQAW402,2024-01-28T20:58:01.583769128Z,01HN8VWJPTHA0C757FXKBS0W1W,2024-01-28T20:58:01.583769128Z,01HN8XHTG5NZERYTJYD18310F5,2024-01-28T20:58:01.583769128Z,01HN8XHTZDPKENHG44EP1G69PM,2024-01-28T20:58:01.583769128Z,true,2024-01-28T20:58:11.021768299Z,50,2024-01-28T20:58:11.00223704Z
01HN8XTTG47V81PFGWG7DMBWMK,01HN8XA9C7GDRJJ3PQ609WET0S,2024-01-28T20:58:01.604463072Z,01HN8VWJPFTCBNZXJQCHQAW402,2024-01-28T20:58:01.604463072Z,01HN8VWJPTHA0C757FXKBS0W1W,2024-01-28T20:58:01.604463072Z,01HN8XHTG5NZERYTJYD18310F5,2024-01-28T20:58:01.604463072Z,01HN8XHTZDPKENHG44EP1G69PM,2024-01-28T20:58:01.604463072Z,true,2024-01-28T20:58:08.894992717Z,60,2024-01-28T20:58:08.873834807Z
01HN8XTTTM36TXZYDJXVEGFCX5,01HN8XA56ZBKTS277RYFXCHW9P,2024-01-28T20:58:01.940409083Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:58:01.940409083Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:58:01.940409083Z,01HN8XQ7CYSNM1MJ21NRWGG34J,2024-01-28T20:58:01.940409083Z,01HN8XQ842EQ9V5HM0ZXCBDFBY,2024-01-28T20:58:01.940409083Z,true,2024-01-28T20:58:14.458497931Z,80,2024-01-28T20:58:14.437468515Z
01HN8XTTV7RCEZG66EJX97W2TM,01HN8XE57781J3E6KYXQ2WVWRJ,2024-01-28T20:58:01.959788021Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:58:01.959788021Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:58:01.959788021Z,01HN8XQ7CYSNM1MJ21NRWGG34J,2024-01-28T20:58:01.959788021Z,01HN8XQ842EQ9V5HM0ZXCBDFBY,2024-01-28T20:58:01.959788021Z,,,,
01HN8XTTVTWRYQ454Y894EVVTM,01HN8XFPXEX4DV152DKTGN32F8,2024-01-28T20:58:01.978474851Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:58:01.978474851Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:58:01.978474851Z,01HN8XQ7CYSNM1MJ21NRWGG34J,2024-01-28T20:58:01.978474851Z,01HN8XQ842EQ9V5HM0ZXCBDFBY,2024-01-28T20:58:01.978474851Z,true,2024-01-28T20:58:20.790671518Z,50,2024-01-28T20:58:20.831335005Z
01HN8XTTWTEMKNM7JN78MY2R2J,01HN8XBZNDCHH27CSZA12PHAH8,2024-01-28T20:58:02.01058226Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:58:02.01058226Z,01HN8VWYYGDJTH5TS8XS1TDCPE,2024-01-28T20:58:02.01058226Z,01HN8XQ7CYSNM1MJ21NRWGG34J,2024-01-28T20:58:02.01058226Z,01HN8XQ842EQ9V5HM0ZXCBDFBY,2024-01-28T20:58:02.01058226Z,true,2024-01-28T20:58:06.100683266Z,11,2024-01-28T20:58:06.081292036Z
01HN8XTXBD2T9PZXDJWEVVNG96,01HN8WVBQ4AW5ZFSFEPPHQKTTE,2024-01-28T20:58:04.525741005Z,01HN8VWKEJBPW738536ADYXF4K,2024-01-28T20:58:04.525741005Z,01HN8VWKETPR9MS4MGE4RBW6ZT,2024-01-28T20:58:04.525741005Z,01HN8XNQ2MQX1SWR2AWJ3CAG1F,2024-01-28T20:58:04.525741005Z,01HN8XNQP3WKG083R4FGSY1PG3,2024-01-28T20:58:04.525741005Z,,,,
01HN8XTXC24S89CJFBK06980P8,01HN8XJAD02E1KA5PJ233X5FG5,2024-01-28T20:58:04.5463013Z,01HN8VWKEJBPW738536ADYXF4K,2024-01-28T20:58:04.5463013Z,01HN8VWKETPR9MS4MGE4RBW6ZT,2024-01-28T20:58:04.5463013Z,01HN8XNQ2MQX1SWR2AWJ3CAG1F,2024-01-28T20:58:04.5463013Z,01HN8XNQP3WKG083R4FGSY1PG3,2024-01-28T20:58:04.5463013Z,,,,
01HN8XTXCRBD0101SDNC8CPYMN,01HN8X05VMSPW4E9RS3PJFXGT6,2024-01-28T20:58:04.568131223Z,01HN8VWKEJBPW738536ADYXF4K,2024-01-28T20:58:04.568131223Z,01HN8VWKETPR9MS4MGE4RBW6ZT,2024-01-28T20:58:04.568131223Z,01HN8XNQ2MQX1SWR2AWJ3CAG1F,2024-01-28T20:58:04.568131223Z,01HN8XNQP3WKG083R4FGSY1PG3,2024-01-28T20:58:04.568131223Z,,,,
01HN8XTXDBK8F6PFK7HC1FF4GD,01HN8XGBNHK2QTMFKF0AT7ZJ9H,2024-01-28T20:58:04.587856776Z,01HN8VWKEJBPW738536ADYXF4K,2024-01-28T20:58:04.587856776Z,01HN8VWKETPR9MS4MGE4RBW6ZT,2024-01-28T20:58:04.587856776Z,01HN8XNQ2MQX1SWR2AWJ3CAG1F,2024-01-28T20:58:04.587856776Z,01HN8XNQP3WKG083R4FGSY1PG3,2024-01-28T20:58:04.587856776Z,,,,
01HN8XTXKZ3D0VM156RKY00MSN,01HN8XGA717SKWNSQW3S61N1P6,2024-01-28T20:58:04.799330564Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:58:04.799330564Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:58:04.799330564Z,01HN8XSWBVE0ASYJZ7XCS32AZ5,2024-01-28T20:58:04.799330564Z,01HN8XSXG61R0F0ZKS6PZ2YA2Y,2024-01-28T20:58:04.799330564Z,true,2024-01-28T20:58:17.915858418Z,60,2024-01-28T20:58:17.934923213Z
01HN8XTXMKZQJ2QWB1BHXY9CD1,01HN8XMWPV1BEDVMBR8JNTM6M5,2024-01-28T20:58:04.819099012Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:58:04.819099012Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:58:04.819099012Z,01HN8XSWBVE0ASYJZ7XCS32AZ5,2024-01-28T20:58:04.819099012Z,01HN8XSXG61R0F0ZKS6PZ2YA2Y,2024-01-28T20:58:04.819099012Z,true,2024-01-28T20:58:13.613993006Z,50,2024-01-28T20:58:13.63691753Z
01HN8XTXN7APAB4KZ4HR6BT4T8,01HN8XJTH9K6HTXPSX451PY3NV,2024-01-28T20:58:04.839530965Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:58:04.839530965Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:58:04.839530965Z,01HN8XSWBVE0ASYJZ7XCS32AZ5,2024-01-28T20:58:04.839530965Z,01HN8XSXG61R0F0ZKS6PZ2YA2Y,2024-01-28T20:58:04.839530965Z,true,2024-01-28T20:58:35.744168546Z,60,2024-01-28T20:58:35.724772481Z
01HN8XTXNT9GCWX2BY5K60NTC3,01HN8XJ9ABXGQ076C9APEM7CBF,2024-01-28T20:58:04.858417113Z,01HN8VWYY5W1VEZPCPFRWHFR90,2024-01-28T20:58:04.858417113Z,01HN8VWYYF1AEG9431GAAWEHET,2024-01-28T20:58:04.858417113Z,01HN8XSWBVE0ASYJZ7XCS32AZ5,2024-01-28T20:58:04.858417113Z,01HN8XSXG61R0F0ZKS6PZ2YA2Y,2024-01-28T20:58:04.858417113Z,true,2024-01-28T20:58:12.731107731Z,50,2024-01-28T20:58:12.754521018Z
01HN8XV13PAG11AC5CE6GRDNCR,01HN8XNM32023E8A39GS8N4ABK,2024-01-28T20:58:08.37455915Z,01HN8VX105EGHZ6N1SCBJA7BCQ,2024-01-28T20:58:08.37455915Z,01HN8VX10DM71P18HQC5PCPPVZ,2024-01-28T20:58:08.37455915Z,01HN8XTY0D0EK0NP60VAK98J52,2024-01-28T20:58:08.37455915Z,01HN8XTYZ3EVEW0G3A4AP7NJM5,2024-01-28T20:58:08.37455915Z,,,,
01HN8XV1494N5912QFEXBNCM1K,01HN8XKKDAVATMKFYP9KRHXY4W,2024-01-28T20:58:08.393637024Z,01HN8VX105EGHZ6N1SCBJA7BCQ,2024-01-28T20:58:08.393637024Z,01HN8VX10DM71P18HQC5PCPPVZ,2024-01-28T20:58:08.393637024Z,01HN8XTY0D0EK0NP60VAK98J52,2024-01-28T20:58:08.393637024Z,01HN8XTYZ3EVEW0G3A4AP7NJM5,2024-01-28T20:58:08.393637024Z,,,,
01HN8XV150Q2MZEDMPC4B7582H,01HN8XK0YC2CZN2AENP6GJPBMB,2024-01-28T20:58:08.416388492Z,01HN8VX105EGHZ6N1SCBJA7BCQ,2024-01-28T20:58:08.416388492Z,01HN8VX10DM71P18HQC5PCPPVZ,2024-01-28T20:58:08.416388492Z,01HN8XTY0D0EK0NP60VAK98J52,2024-01-28T20:58:08.416388492Z,01HN8XTYZ3EVEW0G3A4AP7NJM5,2024-01-28T20:58:08.416388492Z,,,,
01HN8XV15NZGRK1KB77KRD7J6J,01HN8XNN273YFEVX1WGXP1CTJ7,2024-01-28T20:58:08.437997017Z,01HN8VX105EGHZ6N1SCBJA7BCQ,2024-01-28T20:58:08.437997017Z,01HN8VX10DM71P18HQC5PCPPVZ,2024-01-28T20:58:08.437997017Z,01HN8XTY0D0EK0NP60VAK98J52,2024-01-28T20:58:08.437997017Z,01HN8XTYZ3EVEW0G3A4AP7NJM5,2024-01-28T20:58:08.437997017Z,,,,
01HN8XV3ZFP45VQK96TCZ4HGK7,01HN8X81Q8TWSEZ9WDAX5NRJCG,2024-01-28T20:58:11.311271243Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:58:11.311271243Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:58:11.311271243Z,01HN8XS66TAZ7GCDH0J9SS0BQS,2024-01-28T20:58:11.311271243Z,01HN8XS6WP5T5VNKECA0ZBKR6Q,2024-01-28T20:58:11.311271243Z,true,2024-01-28T20:58:37.668241062Z,39,2024-01-28T20:58:37.627324843Z
01HN8XV4037TWY8P22TSD0HF6K,01HN8XEC77XAPMBWPW8K8250M7,2024-01-28T20:58:11.331918125Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:58:11.331918125Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:58:11.331918125Z,01HN8XS66TAZ7GCDH0J9SS0BQS,2024-01-28T20:58:11.331918125Z,01HN8XS6WP5T5VNKECA0ZBKR6Q,2024-01-28T20:58:11.331918125Z,true,2024-01-28T20:58:30.568220464Z,69,2024-01-28T20:58:30.607232434Z
01HN8XV40Q065HA71W9QQ06YAY,01HN8XENXDR5YMCNAEQMTG65MN,2024-01-28T20:58:11.351984181Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:58:11.351984181Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:58:11.351984181Z,01HN8XS66TAZ7GCDH0J9SS0BQS,2024-01-28T20:58:11.351984181Z,01HN8XS6WP5T5VNKECA0ZBKR6Q,2024-01-28T20:58:11.351984181Z,true,2024-01-28T20:58:29.496119872Z,40,2024-01-28T20:58:29.455001085Z
01HN8XV41D8MHYFSHVH5KFQTD3,01HN8XAVEETWEAVESWS6TQXFQN,2024-01-28T20:58:11.373110181Z,01HN8VX087MEJ7KQVT4Z648FDB,2024-01-28T20:58:11.373110181Z,01HN8VX08HH4QR8KRHRN1087DM,2024-01-28T20:58:11.373110181Z,01HN8XS66TAZ7GCDH0J9SS0BQS,2024-01-28T20:58:11.373110181Z,01HN8XS6WP5T5VNKECA0ZBKR6Q,2024-01-28T20:58:11.373110181Z,true,2024-01-28T20:58:30.421654944Z,50,2024-01-28T20:58:30.441533697Z
01HN8XV7J5932TWPRESC8RMDSR,01HN8XHW39EEJ7MSHK7XX8Q3WW,2024-01-28T20:58:14.98128103Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:58:14.98128103Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:58:14.98128103Z,01HN8XQG6ZHM0K5KGR56QH9TAE,2024-01-28T20:58:14.98128103Z,01HN8XQHARTYP4ZEXMJKVY5MJF,2024-01-28T20:58:14.98128103Z,true,2024-01-28T20:58:23.309692183Z,100,2024-01-28T20:58:23.285690372Z
01HN8XV7JTB4BY46B69808CRC5,01HN8XHCXKHEA0Y3EC3MVM1DC2,2024-01-28T20:58:15.002159342Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:58:15.002159342Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:58:15.002159342Z,01HN8XQG6ZHM0K5KGR56QH9TAE,2024-01-28T20:58:15.002159342Z,01HN8XQHARTYP4ZEXMJKVY5MJF,2024-01-28T20:58:15.002159342Z,true,2024-01-28T20:58:20.906357039Z,0,2024-01-28T20:58:20.926402448Z
01HN8XV7KF4TQR5F7QZ9MJ39JD,01HN8XJPAHMSMPZM9T5BJ0C3YY,2024-01-28T20:58:15.023280394Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:58:15.023280394Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:58:15.023280394Z,01HN8XQG6ZHM0K5KGR56QH9TAE,2024-01-28T20:58:15.023280394Z,01HN8XQHARTYP4ZEXMJKVY5MJF,2024-01-28T20:58:15.023280394Z,true,2024-01-28T20:58:43.290288284Z,80,2024-01-28T20:58:43.268662493Z
01HN8XV7M2RV15SASH40ZECPBS,01HN8XK934TFX4N6ECDN4079X0,2024-01-28T20:58:15.042402805Z,01HN8VWNV14433TW2PTE1T3JQE,2024-01-28T20:58:15.042402805Z,01HN8VWNV9YXJKJSPABE955P3T,2024-01-28T20:58:15.042402805Z,01HN8XQG6ZHM0K5KGR56QH9TAE,2024-01-28T20:58:15.042402805Z,01HN8XQHARTYP4ZEXMJKVY5MJF,2024-01-28T20:58:15.042402805Z,true,2024-01-28T20:58:19.825668788Z,75,2024-01-28T20:58:19.800982992Z
