id,idx,idxLastChangedAt,task,taskLastChangedAt,index,indexLastChangedAt,stageIndex,stageIndexLastChangedAt,gameID,gameIDLastChangedAt,batchID,batchIDLastChangedAt,name,nameLastChangedAt,start,startLastChangedAt,ended,endedLastChangedAt
01HVSEPW1A66RPV147QENH9JG6,5,2024-04-18T20:34:59.75489118Z,Chat,2024-04-18T20:34:59.75489118Z,4,2024-04-18T20:34:59.75489118Z,2,2024-04-18T20:35:01.251258828Z,01HVSD1VSMT2H63561FJGD7SV7,2024-04-18T20:34:59.75489118Z,01HVSD1VS8PZYWW9M5D1EJJAZ3,2024-04-18T20:34:59.75489118Z,Round 5 / 12,2024-04-18T20:34:59.75489118Z,true,2024-04-18T20:39:14.444836998Z,true,2024-04-18T20:40:19.369672681Z
01HVSEPW1Z48MJYVH38EKGEQ9Q,4,2024-04-18T20:34:59.775354862Z,Chat,2024-04-18T20:34:59.775354862Z,3,2024-04-18T20:34:59.775354862Z,2,2024-04-18T20:35:01.314346932Z,01HVSD1VSMT2H63561FJGD7SV7,2024-04-18T20:34:59.775354862Z,01HVSD1VS8PZYWW9M5D1EJJAZ3,2024-04-18T20:34:59.775354862Z,Round 4 / 12,2024-04-18T20:34:59.775354862Z,true,2024-04-18T20:38:11.761230103Z,true,2024-04-18T20:39:14.299418335Z
01HVSEPW2K2YX50N8TTXZE4VY9,6,2024-04-18T20:34:59.79541583Z,Chat,2024-04-18T20:34:59.79541583Z,5,2024-04-18T20:34:59.79541583Z,2,2024-04-18T20:35:01.352607026Z,01HVSD1VSMT2H63561FJGD7SV7,2024-04-18T20:34:59.79541583Z,01HVSD1VS8PZYWW9M5D1EJJAZ3,2024-04-18T20:34:59.79541583Z,Round 6 / 12,2024-04-18T20:34:59.79541583Z,true,2024-04-18T20:40:20.753023556Z,true,2024-04-18T20:41:25.282511082Z
01HVSEPW374WYQKCZHBD3E2X64,7,2024-04-18T20:34:59.815322119Z,Chat,2024-04-18T20:34:59.815322119Z,6,2024-04-18T20:34:59.815322119Z,2,2024-04-18T20:35:01.372337782Z,01HVSD1VSMT2H63561FJGD7SV7,2024-04-18T20:34:59.815322119Z,01HVSD1VS8PZYWW9M5D1EJJAZ3,2024-04-18T20:34:59.815322119Z,Round 7 / 12,2024-04-18T20:34:59.815322119Z,true,2024-04-18T20:41:28.574352753Z,true,2024-04-18T20:43:20.39046793Z
01HVSEPW3VBZZ4SSYJEVB1DXQF,8,2024-04-18T20:34:59.835848383Z,Chat,2024-04-18T20:34:59.835848383Z,7,2024-04-18T20:34:59.835848383Z,2,2024-04-18T20:35:01.415463393Z,01HVSD1VSMT2H63561FJGD7SV7,2024-04-18T20:34:59.835848383Z,01HVSD1VS8PZYWW9M5D1EJJAZ3,2024-04-18T20:34:59.835848383Z,Round 8 / 12,2024-04-18T20:34:59.835848383Z,true,2024-04-18T20:43:22.810962911Z,true,2024-04-18T20:46:04.659535548Z
01HVSEPW4M06B7VFS377NK2BW0,10,2024-04-18T20:34:59.860660362Z,Chat,2024-04-18T20:34:59.860660362Z,9,2024-04-18T20:34:59.860660362Z,2,2024-04-18T20:35:01.477867167Z,01HVSD1VSMT2H63561FJGD7SV7,2024-04-18T20:34:59.860660362Z,01HVSD1VS8PZYWW9M5D1EJJAZ3,2024-04-18T20:34:59.860660362Z,Round 10 / 12,2024-04-18T20:34:59.860660362Z,true,2024-04-18T20:49:15.173422848Z,true,2024-04-18T20:52:52.798361101Z
01HVSEPW5B0WCVKD1M23VVA41M,9,2024-04-18T20:34:59.883250445Z,Chat,2024-04-18T20:34:59.883250445Z,8,2024-04-18T20:34:59.883250445Z,2,2024-04-18T20:35:01.497643073Z,01HVSD1VSMT2H63561FJGD7SV7,2024-04-18T20:34:59.883250445Z,01HVSD1VS8PZYWW9M5D1EJJAZ3,2024-04-18T20:34:59.883250445Z,Round 9 / 12,2024-04-18T20:34:59.883250445Z,true,2024-04-18T20:46:06.124137078Z,true,2024-04-18T20:49:03.81715189Z
01HVSEPW61GTKH60S1WTAET9YZ,12,2024-04-18T20:34:59.905466365Z,Chat,2024-04-18T20:34:59.905466365Z,11,2024-04-18T20:34:59.905466365Z,2,2024-04-18T20:35:01.644953326Z,01HVSD1VSMT2H63561FJGD7SV7,2024-04-18T20:34:59.905466365Z,01HVSD1VS8PZYWW9M5D1EJJAZ3,2024-04-18T20:34:59.905466365Z,Round 12 / 12,2024-04-18T20:34:59.905466365Z,true,2024-04-18T20:55:34.011972939Z,true,2024-04-18T20:58:52.902559201Z
01HVSEPW6RPWEC3DZ7CDS6MJ1G,11,2024-04-18T20:34:59.928749019Z,Chat,2024-04-18T20:34:59.928749019Z,10,2024-04-18T20:34:59.928749019Z,2,2024-04-18T20:35:01.644953326Z,01HVSD1VSMT2H63561FJGD7SV7,2024-04-18T20:34:59.928749019Z,01HVSD1VS8PZYWW9M5D1EJJAZ3,2024-04-18T20:34:59.928749019Z,Round 11 / 12,2024-04-18T20:34:59.928749019Z,true,2024-04-18T20:52:56.697475931Z,true,2024-04-18T20:55:30.199141816Z
01HVSER7S2VNECZZWMV7GKAHCN,3,2024-04-18T20:35:44.547063332Z,Chat,2024-04-18T20:35:44.547063332Z,2,2024-04-18T20:35:44.547063332Z,2,2024-04-18T20:35:46.354239335Z,01HVSD1WDA2D75E2R7WR1FR0A7,2024-04-18T20:35:44.547063332Z,01HVSD1WCZBH2QVM9D2K88EZ9D,2024-04-18T20:35:44.547063332Z,Round 3 / 12,2024-04-18T20:35:44.547063332Z,true,2024-04-18T20:38:03.522781763Z,true,2024-04-18T20:39:06.492422084Z
01HVSER7ST4GSFEADH5N155XWW,2,2024-04-18T20:35:44.570172755Z,Chat,2024-04-18T20:35:44.570172755Z,1,2024-04-18T20:35:44.570172755Z,2,2024-04-18T20:35:46.354239335Z,01HVSD1WDA2D75E2R7WR1FR0A7,2024-04-18T20:35:44.570172755Z,01HVSD1WCZBH2QVM9D2K88EZ9D,2024-04-18T20:35:44.570172755Z,Round 2 / 12,2024-04-18T20:35:44.570172755Z,true,2024-04-18T20:36:59.556651531Z,true,2024-04-18T20:38:03.252997043Z
01HVSER7TTP9KJ4DQNBM4HM7H2,4,2024-04-18T20:35:44.603060357Z,Chat,2024-04-18T20:35:44.603060357Z,3,2024-04-18T20:35:44.603060357Z,2,2024-04-18T20:35:46.378477883Z,01HVSD1WDA2D75E2R7WR1FR0A7,2024-04-18T20:35:44.603060357Z,01HVSD1WCZBH2QVM9D2K88EZ9D,2024-04-18T20:35:44.603060357Z,Round 4 / 12,2024-04-18T20:35:44.603060357Z,true,2024-04-18T20:39:06.647776648Z,true,2024-04-18T20:40:08.818678903Z
01HVSER7VPKYV3MGF6GKDWHVG8,1,2024-04-18T20:35:44.630807591Z,Chat,2024-04-18T20:35:44.630807591Z,0,2024-04-18T20:35:44.630807591Z,2,2024-04-18T20:35:46.448318413Z,01HVSD1WDA2D75E2R7WR1FR0A7,2024-04-18T20:35:44.630807591Z,01HVSD1WCZBH2QVM9D2K88EZ9D,2024-04-18T20:35:44.630807591Z,Round 1 / 12,2024-04-18T20:35:44.630807591Z,true,2024-04-18T20:35:47.299596178Z,true,2024-04-18T20:36:58.00901848Z
01HVSER7WFRYP4WFVQYXY6RXEH,5,2024-04-18T20:35:44.655114449Z,Chat,2024-04-18T20:35:44.655114449Z,4,2024-04-18T20:35:44.655114449Z,2,2024-04-18T20:35:46.493868702Z,01HVSD1WDA2D75E2R7WR1FR0A7,2024-04-18T20:35:44.655114449Z,01HVSD1WCZBH2QVM9D2K88EZ9D,2024-04-18T20:35:44.655114449Z,Round 5 / 12,2024-04-18T20:35:44.655114449Z,true,2024-04-18T20:40:09.655549235Z,true,2024-04-18T20:41:14.646127732Z
01HVSER7X63X1GFF8A6N3E9309,6,2024-04-18T20:35:44.678296492Z,Chat,2024-04-18T20:35:44.678296492Z,5,2024-04-18T20:35:44.678296492Z,2,2024-04-18T20:35:46.537912784Z,01HVSD1WDA2D75E2R7WR1FR0A7,2024-04-18T20:35:44.678296492Z,01HVSD1WCZBH2QVM9D2K88EZ9D,2024-04-18T20:35:44.678296492Z,Round 6 / 12,2024-04-18T20:35:44.678296492Z,true,2024-04-18T20:41:15.904142519Z,true,2024-04-18T20:42:26.997913227Z
01HVSER7XY6MNW172WYQ91N37A,7,2024-04-18T20:35:44.702244144Z,Chat,2024-04-18T20:35:44.702244144Z,6,2024-04-18T20:35:44.702244144Z,2,2024-04-18T20:35:46.581215747Z,01HVSD1WDA2D75E2R7WR1FR0A7,2024-04-18T20:35:44.702244144Z,01HVSD1WCZBH2QVM9D2K88EZ9D,2024-04-18T20:35:44.702244144Z,Round 7 / 12,2024-04-18T20:35:44.702244144Z,true,2024-04-18T20:42:27.73514537Z,true,2024-04-18T20:44:12.475334632Z
01HVSER7YM85GX5MSTQTDM1A0V,10,2024-04-18T20:35:44.724685335Z,Chat,2024-04-18T20:35:44.724685335Z,9,2024-04-18T20:35:44.724685335Z,2,2024-04-18T20:35:46.602787064Z,01HVSD1WDA2D75E2R7WR1FR0A7,2024-04-18T20:35:44.724685335Z,01HVSD1WCZBH2QVM9D2K88EZ9D,2024-04-18T20:35:44.724685335Z,Round 10 / 12,2024-04-18T20:35:44.724685335Z,true,2024-04-18T20:51:03.533548685Z,true,2024-04-18T20:53:20.765462549Z
01HVSER7ZBTPVGRBZWJEKFRN4A,9,2024-04-18T20:35:44.747670979Z,Chat,2024-04-18T20:35:44.747670979Z,8,2024-04-18T20:35:44.747670979Z,2,2024-04-18T20:35:46.70705977Z,01HVSD1WDA2D75E2R7WR1FR0A7,2024-04-18T20:35:44.747670979Z,01HVSD1WCZBH2QVM9D2K88EZ9D,2024-04-18T20:35:44.747670979Z,Round 9 / 12,2024-04-18T20:35:44.747670979Z,true,2024-04-18T20:46:54.77005777Z,true,2024-04-18T20:50:59.405492627Z
01HVSER80JA5NTRT4DHYY2PBGN,8,2024-04-18T20:35:44.786712461Z,Chat,2024-04-18T20:35:44.786712461Z,7,2024-04-18T20:35:44.786712461Z,2,2024-04-18T20:35:46.649146874Z,01HVSD1WDA2D75E2R7WR1FR0A7,2024-04-18T20:35:44.786712461Z,01HVSD1WCZBH2QVM9D2K88EZ9D,2024-04-18T20:35:44.786712461Z,Round 8 / 12,2024-04-18T20:35:44.786712461Z,true,2024-04-18T20:44:16.538401594Z,true,2024-04-18T20:46:51.473512651Z
01HVSER82D9AX0CX51G9CZREAW,11,2024-04-18T20:35:44.845988294Z,Chat,2024-04-18T20:35:44.845988294Z,10,2024-04-18T20:35:44.845988294Z,2,2024-04-18T20:35:46.781705601Z,01HVSD1WDA2D75E2R7WR1FR0A7,2024-04-18T20:35:44.845988294Z,01HVSD1WCZBH2QVM9D2K88EZ9D,2024-04-18T20:35:44.845988294Z,Round 11 / 12,2024-04-18T20:35:44.845988294Z,true,2024-04-18T20:53:23.520986627Z,true,2024-04-18T20:55:43.371808125Z
01HVSER836Q36NGGZTK3P0QPG7,12,2024-04-18T20:35:44.870657141Z,Chat,2024-04-18T20:35:44.870657141Z,11,2024-04-18T20:35:44.870657141Z,2,2024-04-18T20:35:46.804115202Z,01HVSD1WDA2D75E2R7WR1FR0A7,2024-04-18T20:35:44.870657141Z,01HVSD1WCZBH2QVM9D2K88EZ9D,2024-04-18T20:35:44.870657141Z,Round 12 / 12,2024-04-18T20:35:44.870657141Z,true,2024-04-18T20:55:50.833412952Z,true,2024-04-18T20:58:56.133820952Z
01HVSESFD4S66152VTZXR6N0DA,1,2024-04-18T20:36:25.124209149Z,Chat,2024-04-18T20:36:25.124209149Z,0,2024-04-18T20:36:25.124209149Z,2,2024-04-18T20:36:26.85100385Z,01HVSD1X38K3RJG2S0MWZG4TWS,2024-04-18T20:36:25.124209149Z,01HVSD1X2YK1WG1AR4KQ4KGV1W,2024-04-18T20:36:25.124209149Z,Round 1 / 12,2024-04-18T20:36:25.124209149Z,true,2024-04-18T20:36:27.62573021Z,true,2024-04-18T20:37:36.699616183Z
01HVSESFE3VVX8S0HNM0YZABTH,4,2024-04-18T20:36:25.155342392Z,Chat,2024-04-18T20:36:25.155342392Z,3,2024-04-18T20:36:25.155342392Z,2,2024-04-18T20:36:26.984059196Z,01HVSD1X38K3RJG2S0MWZG4TWS,2024-04-18T20:36:25.155342392Z,01HVSD1X2YK1WG1AR4KQ4KGV1W,2024-04-18T20:36:25.155342392Z,Round 4 / 12,2024-04-18T20:36:25.155342392Z,true,2024-04-18T20:39:49.468383638Z,true,2024-04-18T20:40:53.257504292Z
01HVSESFEX5N3X211J2CJKCM37,6,2024-04-18T20:36:25.181760293Z,Chat,2024-04-18T20:36:25.181760293Z,5,2024-04-18T20:36:25.181760293Z,2,2024-04-18T20:36:26.984059196Z,01HVSD1X38K3RJG2S0MWZG4TWS,2024-04-18T20:36:25.181760293Z,01HVSD1X2YK1WG1AR4KQ4KGV1W,2024-04-18T20:36:25.181760293Z,Round 6 / 12,2024-04-18T20:36:25.181760293Z,true,2024-04-18T20:42:16.27350837Z,true,2024-04-18T20:44:09.34347952Z
01HVSESFFQNQXM59EX455VEHSJ,5,2024-04-18T20:36:25.207568031Z,Chat,2024-04-18T20:36:25.207568031Z,4,2024-04-18T20:36:25.207568031Z,2,2024-04-18T20:36:27.037050124Z,01HVSD1X38K3RJG2S0MWZG4TWS,2024-04-18T20:36:25.207568031Z,01HVSD1X2YK1WG1AR4KQ4KGV1W,2024-04-18T20:36:25.207568031Z,Round 5 / 12,2024-04-18T20:36:25.207568031Z,true,2024-04-18T20:40:53.822624093Z,true,2024-04-18T20:42:15.244478141Z
01HVSESFGG0QHETV581S9GXA6P,2,2024-04-18T20:36:25.232832076Z,Chat,2024-04-18T20:36:25.232832076Z,1,2024-04-18T20:36:25.232832076Z,2,2024-04-18T20:36:27.062191579Z,01HVSD1X38K3RJG2S0MWZG4TWS,2024-04-18T20:36:25.232832076Z,01HVSD1X2YK1WG1AR4KQ4KGV1W,2024-04-18T20:36:25.232832076Z,Round 2 / 12,2024-04-18T20:36:25.232832076Z,true,2024-04-18T20:37:40.176427794Z,true,2024-04-18T20:38:44.282409029Z
01HVSESFHAHRR8448RDSF1PNMP,3,2024-04-18T20:36:25.25845448Z,Chat,2024-04-18T20:36:25.25845448Z,2,2024-04-18T20:36:25.25845448Z,2,2024-04-18T20:36:27.110955083Z,01HVSD1X38K3RJG2S0MWZG4TWS,2024-04-18T20:36:25.25845448Z,01HVSD1X2YK1WG1AR4KQ4KGV1W,2024-04-18T20:36:25.25845448Z,Round 3 / 12,2024-04-18T20:36:25.25845448Z,true,2024-04-18T20:38:44.497506292Z,true,2024-04-18T20:39:49.08112441Z
01HVSESFJ4Z2YHC7MPHNJJRQ4E,7,2024-04-18T20:36:25.284369458Z,Chat,2024-04-18T20:36:25.284369458Z,6,2024-04-18T20:36:25.284369458Z,2,2024-04-18T20:36:27.220575147Z,01HVSD1X38K3RJG2S0MWZG4TWS,2024-04-18T20:36:25.284369458Z,01HVSD1X2YK1WG1AR4KQ4KGV1W,2024-04-18T20:36:25.284369458Z,Round 7 / 12,2024-04-18T20:36:25.284369458Z,true,2024-04-18T20:44:12.546276497Z,true,2024-04-18T20:46:54.548852664Z
01HVSESFJXRR8KTX0610P8PN1N,9,2024-04-18T20:36:25.309809229Z,Chat,2024-04-18T20:36:25.309809229Z,8,2024-04-18T20:36:25.309809229Z,2,2024-04-18T20:36:27.268812395Z,01HVSD1X38K3RJG2S0MWZG4TWS,2024-04-18T20:36:25.309809229Z,01HVSD1X2YK1WG1AR4KQ4KGV1W,2024-04-18T20:36:25.309809229Z,Round 9 / 12,2024-04-18T20:36:25.309809229Z,true,2024-04-18T20:51:04.786046362Z,true,2024-04-18T20:53:41.871283416Z
01HVSESFKT58BN96ZJBK4J3SZ9,8,2024-04-18T20:36:25.338844102Z,Chat,2024-04-18T20:36:25.338844102Z,7,2024-04-18T20:36:25.338844102Z,2,2024-04-18T20:36:27.292404616Z,01HVSD1X38K3RJG2S0MWZG4TWS,2024-04-18T20:36:25.338844102Z,01HVSD1X2YK1WG1AR4KQ4KGV1W,2024-04-18T20:36:25.338844102Z,Round 8 / 12,2024-04-18T20:36:25.338844102Z,true,2024-04-18T20:46:57.715862176Z,true,2024-04-18T20:51:01.941354788Z
01HVSESFMN8KX0MK3E831STAT3,10,2024-04-18T20:36:25.365102173Z,Chat,2024-04-18T20:36:25.365102173Z,9,2024-04-18T20:36:25.365102173Z,2,2024-04-18T20:36:27.346998628Z,01HVSD1X38K3RJG2S0MWZG4TWS,2024-04-18T20:36:25.365102173Z,01HVSD1X2YK1WG1AR4KQ4KGV1W,2024-04-18T20:36:25.365102173Z,Round 10 / 12,2024-04-18T20:36:25.365102173Z,true,2024-04-18T20:53:44.629755441Z,true,2024-04-18T20:57:12.000922045Z
01HVSESFNFNSGGJNZM5NJ22MXZ,12,2024-04-18T20:36:25.391686188Z,Chat,2024-04-18T20:36:25.391686188Z,11,2024-04-18T20:36:25.391686188Z,2,2024-04-18T20:36:27.488904389Z,01HVSD1X38K3RJG2S0MWZG4TWS,2024-04-18T20:36:25.391686188Z,01HVSD1X2YK1WG1AR4KQ4KGV1W,2024-04-18T20:36:25.391686188Z,Round 12 / 12,2024-04-18T20:36:25.391686188Z,true,2024-04-18T21:00:25.687129918Z,true,2024-04-18T21:03:35.033169041Z
01HVSESFQPVA759DJ61V8E625V,11,2024-04-18T20:36:25.463024816Z,Chat,2024-04-18T20:36:25.463024816Z,10,2024-04-18T20:36:25.463024816Z,2,2024-04-18T20:36:27.488904389Z,01HVSD1X38K3RJG2S0MWZG4TWS,2024-04-18T20:36:25.463024816Z,01HVSD1X2YK1WG1AR4KQ4KGV1W,2024-04-18T20:36:25.463024816Z,Round 11 / 12,2024-04-18T20:36:25.463024816Z,true,2024-04-18T20:57:18.385184243Z,true,2024-04-18T21:00:21.02695865Z
01HVSETA1VKC5T0KE3BA5T9NAE,3,2024-04-18T20:36:52.411538696Z,Chat,2024-04-18T20:36:52.411538696Z,2,2024-04-18T20:36:52.411538696Z,2,2024-04-18T20:36:54.151526848Z,01HVSD1XT8AWXP2RQVPQ11F6Q1,2024-04-18T20:36:52.411538696Z,01HVSD1XSYNBPZ6N98Y2K1CDDD,2024-04-18T20:36:52.411538696Z,Round 3 / 12,2024-04-18T20:36:52.411538696Z,true,2024-04-18T20:38:58.209840574Z,true,2024-04-18T20:39:52.284376483Z
01HVSETA2N5NJ5B124YTR2HG7Q,2,2024-04-18T20:36:52.43735466Z,Chat,2024-04-18T20:36:52.43735466Z,1,2024-04-18T20:36:52.43735466Z,2,2024-04-18T20:36:54.17796717Z,01HVSD1XT8AWXP2RQVPQ11F6Q1,2024-04-18T20:36:52.43735466Z,01HVSD1XSYNBPZ6N98Y2K1CDDD,2024-04-18T20:36:52.43735466Z,Round 2 / 12,2024-04-18T20:36:52.43735466Z,true,2024-04-18T20:38:03.185926645Z,true,2024-04-18T20:38:58.072380413Z
01HVSETA3F8072YN7NCPMW4MRV,1,2024-04-18T20:36:52.463559305Z,Chat,2024-04-18T20:36:52.463559305Z,0,2024-04-18T20:36:52.463559305Z,2,2024-04-18T20:36:54.263428613Z,01HVSD1XT8AWXP2RQVPQ11F6Q1,2024-04-18T20:36:52.463559305Z,01HVSD1XSYNBPZ6N98Y2K1CDDD,2024-04-18T20:36:52.463559305Z,Round 1 / 12,2024-04-18T20:36:52.463559305Z,true,2024-04-18T20:36:55.224179031Z,true,2024-04-18T20:38:02.866493369Z
01HVSETA4S78Y4CG2VSJH62HTT,4,2024-04-18T20:36:52.505650805Z,Chat,2024-04-18T20:36:52.505650805Z,3,2024-04-18T20:36:52.505650805Z,2,2024-04-18T20:36:54.291315242Z,01HVSD1XT8AWXP2RQVPQ11F6Q1,2024-04-18T20:36:52.505650805Z,01HVSD1XSYNBPZ6N98Y2K1CDDD,2024-04-18T20:36:52.505650805Z,Round 4 / 12,2024-04-18T20:36:52.505650805Z,true,2024-04-18T20:39:52.374446449Z,true,2024-04-18T20:40:47.482279385Z
01HVSETA5M1MVYAS5YXW4BQNMR,5,2024-04-18T20:36:52.532809677Z,Chat,2024-04-18T20:36:52.532809677Z,4,2024-04-18T20:36:52.532809677Z,2,2024-04-18T20:36:54.371384376Z,01HVSD1XT8AWXP2RQVPQ11F6Q1,2024-04-18T20:36:52.532809677Z,01HVSD1XSYNBPZ6N98Y2K1CDDD,2024-04-18T20:36:52.532809677Z,Round 5 / 12,2024-04-18T20:36:52.532809677Z,true,2024-04-18T20:40:47.597846778Z,true,2024-04-18T20:42:03.848565604Z
01HVSETA6PW8EA5WP89C0J0JKP,6,2024-04-18T20:36:52.566503228Z,Chat,2024-04-18T20:36:52.566503228Z,5,2024-04-18T20:36:52.566503228Z,2,2024-04-18T20:36:54.371384376Z,01HVSD1XT8AWXP2RQVPQ11F6Q1,2024-04-18T20:36:52.566503228Z,01HVSD1XSYNBPZ6N98Y2K1CDDD,2024-04-18T20:36:52.566503228Z,Round 6 / 12,2024-04-18T20:36:52.566503228Z,true,2024-04-18T20:42:06.452571063Z,true,2024-04-18T20:44:03.958648759Z
01HVSETA83ZAHBX887A20S5YY2,7,2024-04-18T20:36:52.611774203Z,Chat,2024-04-18T20:36:52.611774203Z,6,2024-04-18T20:36:52.611774203Z,2,2024-04-18T20:36:54.460834335Z,01HVSD1XT8AWXP2RQVPQ11F6Q1,2024-04-18T20:36:52.611774203Z,01HVSD1XSYNBPZ6N98Y2K1CDDD,2024-04-18T20:36:52.611774203Z,Round 7 / 12,2024-04-18T20:36:52.611774203Z,true,2024-04-18T20:44:09.560420248Z,true,2024-04-18T20:46:13.871358262Z
01HVSETA90H5SJT5J13J5MJ0SG,9,2024-04-18T20:36:52.640513934Z,Chat,2024-04-18T20:36:52.640513934Z,8,2024-04-18T20:36:52.640513934Z,2,2024-04-18T20:36:54.511598852Z,01HVSD1XT8AWXP2RQVPQ11F6Q1,2024-04-18T20:36:52.640513934Z,01HVSD1XSYNBPZ6N98Y2K1CDDD,2024-04-18T20:36:52.640513934Z,Round 9 / 12,2024-04-18T20:36:52.640513934Z,true,2024-04-18T20:49:55.873015553Z,true,2024-04-18T20:53:12.263830798Z
01HVSETA9TSAY649ZQ185T44Y6,8,2024-04-18T20:36:52.666554523Z,Chat,2024-04-18T20:36:52.666554523Z,7,2024-04-18T20:36:52.666554523Z,2,2024-04-18T20:36:54.677737253Z,01HVSD1XT8AWXP2RQVPQ11F6Q1,2024-04-18T20:36:52.666554523Z,01HVSD1XSYNBPZ6N98Y2K1CDDD,2024-04-18T20:36:52.666554523Z,Round 8 / 12,2024-04-18T20:36:52.666554523Z,true,2024-04-18T20:46:21.050105946Z,true,2024-04-18T20:49:44.665078465Z
01HVSETAANBGYDMF1W75F2S5SK,10,2024-04-18T20:36:52.69391921Z,Chat,2024-04-18T20:36:52.69391921Z,9,2024-04-18T20:36:52.69391921Z,2,2024-04-18T20:36:54.712697191Z,01HVSD1XT8AWXP2RQVPQ11F6Q1,2024-04-18T20:36:52.69391921Z,01HVSD1XSYNBPZ6N98Y2K1CDDD,2024-04-18T20:36:52.69391921Z,Round 10 / 12,2024-04-18T20:36:52.69391921Z,true,2024-04-18T20:53:14.630686209Z,true,2024-04-18T20:55:39.529325082Z
01HVSETABGAZ4HEYCBTHXM6FB5,11,2024-04-18T20:36:52.721008223Z,Chat,2024-04-18T20:36:52.721008223Z,10,2024-04-18T20:36:52.721008223Z,2,2024-04-18T20:36:54.76834511Z,01HVSD1XT8AWXP2RQVPQ11F6Q1,2024-04-18T20:36:52.721008223Z,01HVSD1XSYNBPZ6N98Y2K1CDDD,2024-04-18T20:36:52.721008223Z,Round 11 / 12,2024-04-18T20:36:52.721008223Z,true,2024-04-18T20:55:47.51405291Z,true,2024-04-18T20:59:01.59429587Z
01HVSETAD9S0W1R5YS0KZ1Q3S9,12,2024-04-18T20:36:52.777594803Z,Chat,2024-04-18T20:36:52.777594803Z,11,2024-04-18T20:36:52.777594803Z,2,2024-04-18T20:36:54.82577968Z,01HVSD1XT8AWXP2RQVPQ11F6Q1,2024-04-18T20:36:52.777594803Z,01HVSD1XSYNBPZ6N98Y2K1CDDD,2024-04-18T20:36:52.777594803Z,Round 12 / 12,2024-04-18T20:36:52.777594803Z,true,2024-04-18T20:59:07.751731217Z,true,2024-04-18T21:02:26.767576348Z
01HVSEVJKSMJY8S75FHANSFZQ3,1,2024-04-18T20:37:33.945458052Z,Chat,2024-04-18T20:37:33.945458052Z,0,2024-04-18T20:37:33.945458052Z,2,2024-04-18T20:37:35.739794447Z,01HVSE1V6WQ2GT16D9N4RYB8WW,2024-04-18T20:37:33.945458052Z,01HVSE1V6DE99TTN2NBSZ5YVAJ,2024-04-18T20:37:33.945458052Z,Round 1 / 12,2024-04-18T20:37:33.945458052Z,true,2024-04-18T20:37:36.520621702Z,true,2024-04-18T20:38:44.072193447Z
01HVSEVJMNZJDAWNTRQQ9QPE95,5,2024-04-18T20:37:33.973765689Z,Chat,2024-04-18T20:37:33.973765689Z,4,2024-04-18T20:37:33.973765689Z,2,2024-04-18T20:37:35.890059744Z,01HVSE1V6WQ2GT16D9N4RYB8WW,2024-04-18T20:37:33.973765689Z,01HVSE1V6DE99TTN2NBSZ5YVAJ,2024-04-18T20:37:33.973765689Z,Round 5 / 12,2024-04-18T20:37:33.973765689Z,true,2024-04-18T20:42:00.792724452Z,true,2024-04-18T20:44:01.100578271Z
01HVSEVJNGFSM6PQNGSJ6H047T,6,2024-04-18T20:37:34.000606273Z,Chat,2024-04-18T20:37:34.000606273Z,5,2024-04-18T20:37:34.000606273Z,2,2024-04-18T20:37:35.890059744Z,01HVSE1V6WQ2GT16D9N4RYB8WW,2024-04-18T20:37:34.000606273Z,01HVSE1V6DE99TTN2NBSZ5YVAJ,2024-04-18T20:37:34.000606273Z,Round 6 / 12,2024-04-18T20:37:34.000606273Z,true,2024-04-18T20:44:06.733457245Z,true,2024-04-18T20:46:03.725526717Z
01HVSEVJPDD0GK4J4YFKPZGWQK,4,2024-04-18T20:37:34.029258784Z,Chat,2024-04-18T20:37:34.029258784Z,3,2024-04-18T20:37:34.029258784Z,2,2024-04-18T20:37:35.890059744Z,01HVSE1V6WQ2GT16D9N4RYB8WW,2024-04-18T20:37:34.029258784Z,01HVSE1V6DE99TTN2NBSZ5YVAJ,2024-04-18T20:37:34.029258784Z,Round 4 / 12,2024-04-18T20:37:34.029258784Z,true,2024-04-18T20:40:44.720399774Z,true,2024-04-18T20:41:59.322666937Z
01HVSEVJQBEM3N1BEFNHR023HM,3,2024-04-18T20:37:34.059184019Z,Chat,2024-04-18T20:37:34.059184019Z,2,2024-04-18T20:37:34.059184019Z,2,2024-04-18T20:37:36.007305401Z,01HVSE1V6WQ2GT16D9N4RYB8WW,2024-04-18T20:37:34.059184019Z,01HVSE1V6DE99TTN2NBSZ5YVAJ,2024-04-18T20:37:34.059184019Z,Round 3 / 12,2024-04-18T20:37:34.059184019Z,true,2024-04-18T20:39:48.664458626Z,true,2024-04-18T20:40:44.354291299Z
01HVSEVJR811TBFHSZCNCJNV2S,2,2024-04-18T20:37:34.088519917Z,Chat,2024-04-18T20:37:34.088519917Z,1,2024-04-18T20:37:34.088519917Z,2,2024-04-18T20:37:36.064889386Z,01HVSE1V6WQ2GT16D9N4RYB8WW,2024-04-18T20:37:34.088519917Z,01HVSE1V6DE99TTN2NBSZ5YVAJ,2024-04-18T20:37:34.088519917Z,Round 2 / 12,2024-04-18T20:37:34.088519917Z,true,2024-04-18T20:38:44.41922416Z,true,2024-04-18T20:39:48.572325688Z
