id,idx,idxLastChangedAt,task,taskLastChangedAt,index,indexLastChangedAt,stageIndex,stageIndexLastChangedAt,gameID,gameIDLastChangedAt,batchID,batchIDLastChangedAt,name,nameLastChangedAt,start,startLastChangedAt,ended,endedLastChangedAt
01HVSE67Y6EQ3VSWVDZ83757GX,8,2024-04-18T20:25:54.886954006Z,Chat,2024-04-18T20:25:54.886954006Z,7,2024-04-18T20:25:54.886954006Z,2,2024-04-18T20:25:55.195794994Z,01HVSD1KEVSF2BT4ASWZ9RPHYP,2024-04-18T20:25:54.886954006Z,01HVSD1KEKWDP630QKEVSQYHB5,2024-04-18T20:25:54.886954006Z,Round 8 / 12,2024-04-18T20:25:54.886954006Z,true,2024-04-18T20:32:39.538297232Z,true,2024-04-18T20:33:40.200026554Z
01HVSE67Y8G4N9Y1QNCH9E7QGK,9,2024-04-18T20:25:54.888946244Z,Chat,2024-04-18T20:25:54.888946244Z,8,2024-04-18T20:25:54.888946244Z,2,2024-04-18T20:25:55.183439959Z,01HVSD1KEVSF2BT4ASWZ9RPHYP,2024-04-18T20:25:54.888946244Z,01HVSD1KEKWDP630QKEVSQYHB5,2024-04-18T20:25:54.888946244Z,Round 9 / 12,2024-04-18T20:25:54.888946244Z,true,2024-04-18T20:33:40.260959883Z,true,2024-04-18T20:34:32.669157568Z
01HVSE67YC3YNAX2HPGCMYRNVA,7,2024-04-18T20:25:54.892295685Z,Chat,2024-04-18T20:25:54.892295685Z,6,2024-04-18T20:25:54.892295685Z,2,2024-04-18T20:25:55.179486821Z,01HVSD1KEVSF2BT4ASWZ9RPHYP,2024-04-18T20:25:54.892295685Z,01HVSD1KEKWDP630QKEVSQYHB5,2024-04-18T20:25:54.892295685Z,Round 7 / 12,2024-04-18T20:25:54.892295685Z,true,2024-04-18T20:31:46.547580751Z,true,2024-04-18T20:32:39.493134556Z
01HVSE67YJV237WVES4N03NSBX,6,2024-04-18T20:25:54.89885572Z,Chat,2024-04-18T20:25:54.89885572Z,5,2024-04-18T20:25:54.89885572Z,2,2024-04-18T20:25:54.979693367Z,01HVSD1KEVSF2BT4ASWZ9RPHYP,2024-04-18T20:25:54.89885572Z,01HVSD1KEKWDP630QKEVSQYHB5,2024-04-18T20:25:54.89885572Z,Round 6 / 12,2024-04-18T20:25:54.89885572Z,true,2024-04-18T20:30:46.121425468Z,true,2024-04-18T20:31:46.511087911Z
01HVSE67YNAAGA1FWQ11M2VYDK,12,2024-04-18T20:25:54.901062213Z,Chat,2024-04-18T20:25:54.901062213Z,11,2024-04-18T20:25:54.901062213Z,2,2024-04-18T20:25:55.140923092Z,01HVSD1KEVSF2BT4ASWZ9RPHYP,2024-04-18T20:25:54.901062213Z,01HVSD1KEKWDP630QKEVSQYHB5,2024-04-18T20:25:54.901062213Z,Round 12 / 12,2024-04-18T20:25:54.901062213Z,true,2024-04-18T20:36:23.060930383Z,true,2024-04-18T20:37:30.211079125Z
01HVSE67YTN511E59EFG13GMCP,11,2024-04-18T20:25:54.906481094Z,Chat,2024-04-18T20:25:54.906481094Z,10,2024-04-18T20:25:54.906481094Z,2,2024-04-18T20:25:55.049670563Z,01HVSD1KEVSF2BT4ASWZ9RPHYP,2024-04-18T20:25:54.906481094Z,01HVSD1KEKWDP630QKEVSQYHB5,2024-04-18T20:25:54.906481094Z,Round 11 / 12,2024-04-18T20:25:54.906481094Z,true,2024-04-18T20:35:24.258713395Z,true,2024-04-18T20:36:22.735484275Z
01HVSE67YX8KTVZB3ET8VBCD00,10,2024-04-18T20:25:54.909202407Z,Chat,2024-04-18T20:25:54.909202407Z,9,2024-04-18T20:25:54.909202407Z,2,2024-04-18T20:25:55.150762187Z,01HVSD1KEVSF2BT4ASWZ9RPHYP,2024-04-18T20:25:54.909202407Z,01HVSD1KEKWDP630QKEVSQYHB5,2024-04-18T20:25:54.909202407Z,Round 10 / 12,2024-04-18T20:25:54.909202407Z,true,2024-04-18T20:34:32.7243654Z,true,2024-04-18T20:35:24.196929372Z
01HVSE8CWDJ0YW2D58A251JMY1,1,2024-04-18T20:27:05.486015791Z,Chat,2024-04-18T20:27:05.486015791Z,0,2024-04-18T20:27:05.486015791Z,2,2024-04-18T20:27:05.655520796Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:27:05.486015791Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:27:05.486015791Z,Round 1 / 12,2024-04-18T20:27:05.486015791Z,true,2024-04-18T20:27:05.73924515Z,true,2024-04-18T20:28:06.452366605Z
01HVSE8CWHRMXW8AWDSRR3R6QX,7,2024-04-18T20:27:05.489151993Z,Chat,2024-04-18T20:27:05.489151993Z,6,2024-04-18T20:27:05.489151993Z,2,2024-04-18T20:27:05.792404796Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:27:05.489151993Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:27:05.489151993Z,Round 7 / 12,2024-04-18T20:27:05.489151993Z,true,2024-04-18T20:32:53.856696441Z,true,2024-04-18T20:33:39.657679323Z
01HVSE8CWPQD3RPT0B7HRGZ8FV,9,2024-04-18T20:27:05.494138064Z,Chat,2024-04-18T20:27:05.494138064Z,8,2024-04-18T20:27:05.494138064Z,2,2024-04-18T20:27:05.73924515Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:27:05.494138064Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:27:05.494138064Z,Round 9 / 12,2024-04-18T20:27:05.494138064Z,true,2024-04-18T20:34:23.873052798Z,true,2024-04-18T20:35:05.95374292Z
01HVSE8CWVHC0HN87FVS4HT6X3,3,2024-04-18T20:27:05.499570111Z,Chat,2024-04-18T20:27:05.499570111Z,2,2024-04-18T20:27:05.499570111Z,2,2024-04-18T20:27:05.771314216Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:27:05.499570111Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:27:05.499570111Z,Round 3 / 12,2024-04-18T20:27:05.499570111Z,true,2024-04-18T20:29:06.742082956Z,true,2024-04-18T20:30:03.773090597Z
01HVSE8CWYT68195WP3DSWZN5Y,4,2024-04-18T20:27:05.502494351Z,Chat,2024-04-18T20:27:05.502494351Z,3,2024-04-18T20:27:05.502494351Z,2,2024-04-18T20:27:05.722270616Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:27:05.502494351Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:27:05.502494351Z,Round 4 / 12,2024-04-18T20:27:05.502494351Z,true,2024-04-18T20:30:03.80108032Z,true,2024-04-18T20:30:57.274404682Z
01HVSE8CX3VN7SJE963MN1Z3X2,5,2024-04-18T20:27:05.507291102Z,Chat,2024-04-18T20:27:05.507291102Z,4,2024-04-18T20:27:05.507291102Z,2,2024-04-18T20:27:05.722270616Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:27:05.507291102Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:27:05.507291102Z,Round 5 / 12,2024-04-18T20:27:05.507291102Z,true,2024-04-18T20:30:57.297080917Z,true,2024-04-18T20:31:58.461008749Z
01HVSE8CX56PXM7DRYP3C506GV,6,2024-04-18T20:27:05.509986857Z,Chat,2024-04-18T20:27:05.509986857Z,5,2024-04-18T20:27:05.509986857Z,2,2024-04-18T20:27:05.785989106Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:27:05.509986857Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:27:05.509986857Z,Round 6 / 12,2024-04-18T20:27:05.509986857Z,true,2024-04-18T20:31:58.546292847Z,true,2024-04-18T20:32:53.783735761Z
01HVSE8CXM33QQNHFDQ0FSPJVQ,8,2024-04-18T20:27:05.524191551Z,Chat,2024-04-18T20:27:05.524191551Z,7,2024-04-18T20:27:05.524191551Z,2,2024-04-18T20:27:05.785989106Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:27:05.524191551Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:27:05.524191551Z,Round 8 / 12,2024-04-18T20:27:05.524191551Z,true,2024-04-18T20:33:39.706417484Z,true,2024-04-18T20:34:23.82092038Z
01HVSE8CXT0214B1QN1YRNWZBX,2,2024-04-18T20:27:05.530565358Z,Chat,2024-04-18T20:27:05.530565358Z,1,2024-04-18T20:27:05.530565358Z,2,2024-04-18T20:27:05.809696509Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:27:05.530565358Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:27:05.530565358Z,Round 2 / 12,2024-04-18T20:27:05.530565358Z,true,2024-04-18T20:28:06.470253179Z,true,2024-04-18T20:29:06.715283848Z
01HVSE8CXXDJ62W12TJ2C2V7BH,12,2024-04-18T20:27:05.533486974Z,Chat,2024-04-18T20:27:05.533486974Z,11,2024-04-18T20:27:05.533486974Z,2,2024-04-18T20:27:05.809696509Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:27:05.533486974Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:27:05.533486974Z,Round 12 / 12,2024-04-18T20:27:05.533486974Z,true,2024-04-18T20:36:44.507148791Z,true,2024-04-18T20:37:46.418674214Z
01HVSE8CY5NRBA4THFCMRFKPQ7,10,2024-04-18T20:27:05.541958871Z,Chat,2024-04-18T20:27:05.541958871Z,9,2024-04-18T20:27:05.541958871Z,2,2024-04-18T20:27:05.785989106Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:27:05.541958871Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:27:05.541958871Z,Round 10 / 12,2024-04-18T20:27:05.541958871Z,true,2024-04-18T20:35:06.079948204Z,true,2024-04-18T20:35:59.000401779Z
01HVSE8CY9ATZV89QKNPK1ACQX,11,2024-04-18T20:27:05.545430296Z,Chat,2024-04-18T20:27:05.545430296Z,10,2024-04-18T20:27:05.545430296Z,2,2024-04-18T20:27:05.809696509Z,01HVSD1M8ZPXT5EBSCNHSS5Y7E,2024-04-18T20:27:05.545430296Z,01HVSD1M8P8DJECNV3N9HPM0R6,2024-04-18T20:27:05.545430296Z,Round 11 / 12,2024-04-18T20:27:05.545430296Z,true,2024-04-18T20:35:59.06027255Z,true,2024-04-18T20:36:44.432511317Z
01HVSEA1J0S495985SRC6HAM5E,1,2024-04-18T20:27:59.424934069Z,Chat,2024-04-18T20:27:59.424934069Z,0,2024-04-18T20:27:59.424934069Z,2,2024-04-18T20:27:59.533783907Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:27:59.424934069Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:27:59.424934069Z,Round 1 / 12,2024-04-18T20:27:59.424934069Z,true,2024-04-18T20:27:59.672745849Z,true,2024-04-18T20:28:56.40842481Z
01HVSEA1J4YJ4EV9M4GPVHQSC9,2,2024-04-18T20:27:59.428798552Z,Chat,2024-04-18T20:27:59.428798552Z,1,2024-04-18T20:27:59.428798552Z,2,2024-04-18T20:27:59.597290394Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:27:59.428798552Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:27:59.428798552Z,Round 2 / 12,2024-04-18T20:27:59.428798552Z,true,2024-04-18T20:28:56.436857189Z,true,2024-04-18T20:29:46.676550312Z
01HVSEA1JBC6F4KW3A1RTNW468,3,2024-04-18T20:27:59.435052157Z,Chat,2024-04-18T20:27:59.435052157Z,2,2024-04-18T20:27:59.435052157Z,2,2024-04-18T20:27:59.612154648Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:27:59.435052157Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:27:59.435052157Z,Round 3 / 12,2024-04-18T20:27:59.435052157Z,true,2024-04-18T20:29:46.703300828Z,true,2024-04-18T20:30:46.995062007Z
01HVSEA1JE6V4THJ71WWHXRSJ8,4,2024-04-18T20:27:59.438350068Z,Chat,2024-04-18T20:27:59.438350068Z,3,2024-04-18T20:27:59.438350068Z,2,2024-04-18T20:27:59.600626623Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:27:59.438350068Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:27:59.438350068Z,Round 4 / 12,2024-04-18T20:27:59.438350068Z,true,2024-04-18T20:30:47.020478492Z,true,2024-04-18T20:31:47.383933077Z
01HVSEA1JJNATPHDE7PQMKBNBD,6,2024-04-18T20:27:59.442827392Z,Chat,2024-04-18T20:27:59.442827392Z,5,2024-04-18T20:27:59.442827392Z,2,2024-04-18T20:27:59.718476323Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:27:59.442827392Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:27:59.442827392Z,Round 6 / 12,2024-04-18T20:27:59.442827392Z,true,2024-04-18T20:32:37.605086846Z,true,2024-04-18T20:33:28.859445299Z
01HVSEA1JQZW6JXA0QKTGKQPEW,9,2024-04-18T20:27:59.447174779Z,Chat,2024-04-18T20:27:59.447174779Z,8,2024-04-18T20:27:59.447174779Z,2,2024-04-18T20:27:59.692626229Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:27:59.447174779Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:27:59.447174779Z,Round 9 / 12,2024-04-18T20:27:59.447174779Z,true,2024-04-18T20:34:58.889261259Z,true,2024-04-18T20:35:38.891368481Z
01HVSEA1K0Z08Y7ARX0JAVXWA0,10,2024-04-18T20:27:59.456599741Z,Chat,2024-04-18T20:27:59.456599741Z,9,2024-04-18T20:27:59.456599741Z,2,2024-04-18T20:27:59.715744203Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:27:59.456599741Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:27:59.456599741Z,Round 10 / 12,2024-04-18T20:27:59.456599741Z,true,2024-04-18T20:35:39.176818576Z,true,2024-04-18T20:36:31.804006852Z
01HVSEA1K6PNBZ7QV3S4ARK971,5,2024-04-18T20:27:59.462291926Z,Chat,2024-04-18T20:27:59.462291926Z,4,2024-04-18T20:27:59.462291926Z,2,2024-04-18T20:27:59.718476323Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:27:59.462291926Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:27:59.462291926Z,Round 5 / 12,2024-04-18T20:27:59.462291926Z,true,2024-04-18T20:31:47.424552304Z,true,2024-04-18T20:32:37.509860191Z
01HVSEA1KCV8C5RJH9KS6Y3P37,8,2024-04-18T20:27:59.468465101Z,Chat,2024-04-18T20:27:59.468465101Z,7,2024-04-18T20:27:59.468465101Z,2,2024-04-18T20:27:59.718476323Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:27:59.468465101Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:27:59.468465101Z,Round 8 / 12,2024-04-18T20:27:59.468465101Z,true,2024-04-18T20:34:18.404082697Z,true,2024-04-18T20:34:58.767866214Z
01HVSEA1KGKYQV93R9F8NF41EJ,7,2024-04-18T20:27:59.472076659Z,Chat,2024-04-18T20:27:59.472076659Z,6,2024-04-18T20:27:59.472076659Z,2,2024-04-18T20:27:59.637951697Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:27:59.472076659Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:27:59.472076659Z,Round 7 / 12,2024-04-18T20:27:59.472076659Z,true,2024-04-18T20:33:28.909438162Z,true,2024-04-18T20:34:18.254734821Z
01HVSEA1KMT8YNA89YP67G7Y69,12,2024-04-18T20:27:59.47661897Z,Chat,2024-04-18T20:27:59.47661897Z,11,2024-04-18T20:27:59.47661897Z,2,2024-04-18T20:27:59.643756016Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:27:59.47661897Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:27:59.47661897Z,Round 12 / 12,2024-04-18T20:27:59.47661897Z,true,2024-04-18T20:37:14.960674039Z,true,2024-04-18T20:37:58.829423273Z
01HVSEA1KRB1JCE7Z1G88P2ERA,11,2024-04-18T20:27:59.480415399Z,Chat,2024-04-18T20:27:59.480415399Z,10,2024-04-18T20:27:59.480415399Z,2,2024-04-18T20:27:59.679600794Z,01HVSD1MZ98TSW329AY3Y1734V,2024-04-18T20:27:59.480415399Z,01HVSD1MZ0HEF4B2BY5CW30BDH,2024-04-18T20:27:59.480415399Z,Round 11 / 12,2024-04-18T20:27:59.480415399Z,true,2024-04-18T20:36:32.077181619Z,true,2024-04-18T20:37:14.883935868Z
01HVSEB05D0RV4A7QB1C2YKYGV,1,2024-04-18T20:28:30.76600797Z,Chat,2024-04-18T20:28:30.76600797Z,0,2024-04-18T20:28:30.76600797Z,2,2024-04-18T20:28:30.910043535Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:28:30.76600797Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:28:30.76600797Z,Round 1 / 12,2024-04-18T20:28:30.76600797Z,true,2024-04-18T20:28:31.018206029Z,true,2024-04-18T20:29:31.702521981Z
01HVSEB05JQ4ECNV3304GV307C,3,2024-04-18T20:28:30.771000198Z,Chat,2024-04-18T20:28:30.771000198Z,2,2024-04-18T20:28:30.771000198Z,2,2024-04-18T20:28:31.024704395Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:28:30.771000198Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:28:30.771000198Z,Round 3 / 12,2024-04-18T20:28:30.771000198Z,true,2024-04-18T20:30:30.084415997Z,true,2024-04-18T20:31:30.462022552Z
01HVSEB05PQY5EDEDJZ6D5PKMH,4,2024-04-18T20:28:30.774757887Z,Chat,2024-04-18T20:28:30.774757887Z,3,2024-04-18T20:28:30.774757887Z,2,2024-04-18T20:28:31.098193296Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:28:30.774757887Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:28:30.774757887Z,Round 4 / 12,2024-04-18T20:28:30.774757887Z,true,2024-04-18T20:31:30.492808087Z,true,2024-04-18T20:32:27.767267676Z
01HVSEB05T06BFPAWXB5CF4FT5,6,2024-04-18T20:28:30.778866537Z,Chat,2024-04-18T20:28:30.778866537Z,5,2024-04-18T20:28:30.778866537Z,2,2024-04-18T20:28:31.108525513Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:28:30.778866537Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:28:30.778866537Z,Round 6 / 12,2024-04-18T20:28:30.778866537Z,true,2024-04-18T20:33:24.504417046Z,true,2024-04-18T20:34:28.960322971Z
01HVSEB062KHW702MT805VQ02D,5,2024-04-18T20:28:30.787440878Z,Chat,2024-04-18T20:28:30.787440878Z,4,2024-04-18T20:28:30.787440878Z,2,2024-04-18T20:28:31.101567825Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:28:30.787440878Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:28:30.787440878Z,Round 5 / 12,2024-04-18T20:28:30.787440878Z,true,2024-04-18T20:32:27.823465866Z,true,2024-04-18T20:33:24.434671992Z
01HVSEB066M9QAH6W1KXX170BR,9,2024-04-18T20:28:30.790946233Z,Chat,2024-04-18T20:28:30.790946233Z,8,2024-04-18T20:28:30.790946233Z,2,2024-04-18T20:28:30.967453725Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:28:30.790946233Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:28:30.790946233Z,Round 9 / 12,2024-04-18T20:28:30.790946233Z,true,2024-04-18T20:36:22.388347426Z,true,2024-04-18T20:37:25.590653848Z
01HVSEB06ATTKKGD26TQXTTXT8,8,2024-04-18T20:28:30.794756172Z,Chat,2024-04-18T20:28:30.794756172Z,7,2024-04-18T20:28:30.794756172Z,2,2024-04-18T20:28:30.983158321Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:28:30.794756172Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:28:30.794756172Z,Round 8 / 12,2024-04-18T20:28:30.794756172Z,true,2024-04-18T20:35:31.01462762Z,true,2024-04-18T20:36:22.078920818Z
01HVSEB06E0KV8V75S9CXXQM9C,2,2024-04-18T20:28:30.798328463Z,Chat,2024-04-18T20:28:30.798328463Z,1,2024-04-18T20:28:30.798328463Z,2,2024-04-18T20:28:30.983158321Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:28:30.798328463Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:28:30.798328463Z,Round 2 / 12,2024-04-18T20:28:30.798328463Z,true,2024-04-18T20:29:31.723299365Z,true,2024-04-18T20:30:30.059346733Z
01HVSEB06KC3NQD48E52Y502NN,10,2024-04-18T20:28:30.803792027Z,Chat,2024-04-18T20:28:30.803792027Z,9,2024-04-18T20:28:30.803792027Z,2,2024-04-18T20:28:30.967453725Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:28:30.803792027Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:28:30.803792027Z,Round 10 / 12,2024-04-18T20:28:30.803792027Z,true,2024-04-18T20:37:25.719533375Z,true,2024-04-18T20:38:15.444551321Z
01HVSEB06QPFZJP5JZB7VVS95D,7,2024-04-18T20:28:30.807519128Z,Chat,2024-04-18T20:28:30.807519128Z,6,2024-04-18T20:28:30.807519128Z,2,2024-04-18T20:28:31.045128411Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:28:30.807519128Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:28:30.807519128Z,Round 7 / 12,2024-04-18T20:28:30.807519128Z,true,2024-04-18T20:34:29.01762674Z,true,2024-04-18T20:35:30.950147198Z
01HVSEB06VW0J43HPGS8JPP8DQ,12,2024-04-18T20:28:30.811252605Z,Chat,2024-04-18T20:28:30.811252605Z,11,2024-04-18T20:28:30.811252605Z,2,2024-04-18T20:28:31.037502666Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:28:30.811252605Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:28:30.811252605Z,Round 12 / 12,2024-04-18T20:28:30.811252605Z,true,2024-04-18T20:39:15.056383201Z,true,2024-04-18T20:40:06.281752819Z
01HVSEB06Y1DRP3A1X26RP6M9W,11,2024-04-18T20:28:30.814842531Z,Chat,2024-04-18T20:28:30.814842531Z,10,2024-04-18T20:28:30.814842531Z,2,2024-04-18T20:28:31.118234215Z,01HVSD1NR78QAHA3KSA16G67V0,2024-04-18T20:28:30.814842531Z,01HVSD1NQYVSEXZ7GDSHDDVGCK,2024-04-18T20:28:30.814842531Z,Round 11 / 12,2024-04-18T20:28:30.814842531Z,true,2024-04-18T20:38:15.609080681Z,true,2024-04-18T20:39:14.912172825Z
01HVSED70MY5CXHFKCCEKSVCME,1,2024-04-18T20:29:43.316766401Z,Chat,2024-04-18T20:29:43.316766401Z,0,2024-04-18T20:29:43.316766401Z,2,2024-04-18T20:29:43.582140993Z,01HVSD1PGECD6PA5S44NTTRF0N,2024-04-18T20:29:43.316766401Z,01HVSD1PG6R4T299NFASZ5MHSM,2024-04-18T20:29:43.316766401Z,Round 1 / 12,2024-04-18T20:29:43.316766401Z,true,2024-04-18T20:29:43.796726698Z,true,2024-04-18T20:30:44.533359919Z
01HVSED70XS7AVAXZEVN9T8YH7,4,2024-04-18T20:29:43.325105878Z,Chat,2024-04-18T20:29:43.325105878Z,3,2024-04-18T20:29:43.325105878Z,2,2024-04-18T20:29:43.582140993Z,01HVSD1PGECD6PA5S44NTTRF0N,2024-04-18T20:29:43.325105878Z,01HVSD1PG6R4T299NFASZ5MHSM,2024-04-18T20:29:43.325105878Z,Round 4 / 12,2024-04-18T20:29:43.325105878Z,true,2024-04-18T20:32:32.236092602Z,true,2024-04-18T20:33:23.642064166Z
01HVSED712V8H1B8WN6EGADF54,2,2024-04-18T20:29:43.330602082Z,Chat,2024-04-18T20:29:43.330602082Z,1,2024-04-18T20:29:43.330602082Z,2,2024-04-18T20:29:43.645825775Z,01HVSD1PGECD6PA5S44NTTRF0N,2024-04-18T20:29:43.330602082Z,01HVSD1PG6R4T299NFASZ5MHSM,2024-04-18T20:29:43.330602082Z,Round 2 / 12,2024-04-18T20:29:43.330602082Z,true,2024-04-18T20:30:44.560899166Z,true,2024-04-18T20:31:40.69662765Z
01HVSED717Z6RH5X9JPRZWMG96,3,2024-04-18T20:29:43.33570263Z,Chat,2024-04-18T20:29:43.33570263Z,2,2024-04-18T20:29:43.33570263Z,2,2024-04-18T20:29:43.655007481Z,01HVSD1PGECD6PA5S44NTTRF0N,2024-04-18T20:29:43.33570263Z,01HVSD1PG6R4T299NFASZ5MHSM,2024-04-18T20:29:43.33570263Z,Round 3 / 12,2024-04-18T20:29:43.33570263Z,true,2024-04-18T20:31:40.753367236Z,true,2024-04-18T20:32:32.194030232Z
01HVSED71CB2R1A2358GYHKXVN,5,2024-04-18T20:29:43.340817945Z,Chat,2024-04-18T20:29:43.340817945Z,4,2024-04-18T20:29:43.340817945Z,2,2024-04-18T20:29:43.582140993Z,01HVSD1PGECD6PA5S44NTTRF0N,2024-04-18T20:29:43.340817945Z,01HVSD1PG6R4T299NFASZ5MHSM,2024-04-18T20:29:43.340817945Z,Round 5 / 12,2024-04-18T20:29:43.340817945Z,true,2024-04-18T20:33:23.704110782Z,true,2024-04-18T20:34:04.066501448Z
01HVSED71NNHKDFTGT1ENTW99F,7,2024-04-18T20:29:43.349368927Z,Chat,2024-04-18T20:29:43.349368927Z,6,2024-04-18T20:29:43.349368927Z,2,2024-04-18T20:29:43.74981379Z,01HVSD1PGECD6PA5S44NTTRF0N,2024-04-18T20:29:43.349368927Z,01HVSD1PG6R4T299NFASZ5MHSM,2024-04-18T20:29:43.349368927Z,Round 7 / 12,2024-04-18T20:29:43.349368927Z,true,2024-04-18T20:34:52.57688187Z,true,2024-04-18T20:35:43.215589408Z
01HVSED71TGE4JNM6JD1F44SDK,6,2024-04-18T20:29:43.354827187Z,Chat,2024-04-18T20:29:43.354827187Z,5,2024-04-18T20:29:43.354827187Z,2,2024-04-18T20:29:43.74981379Z,01HVSD1PGECD6PA5S44NTTRF0N,2024-04-18T20:29:43.354827187Z,01HVSD1PG6R4T299NFASZ5MHSM,2024-04-18T20:29:43.354827187Z,Round 6 / 12,2024-04-18T20:29:43.354827187Z,true,2024-04-18T20:34:04.114539976Z,true,2024-04-18T20:34:52.500331459Z
01HVSED726K6C5HD3D2QEYTBFG,12,2024-04-18T20:29:43.366589042Z,Chat,2024-04-18T20:29:43.366589042Z,11,2024-04-18T20:29:43.366589042Z,2,2024-04-18T20:29:43.796726698Z,01HVSD1PGECD6PA5S44NTTRF0N,2024-04-18T20:29:43.366589042Z,01HVSD1PG6R4T299NFASZ5MHSM,2024-04-18T20:29:43.366589042Z,Round 12 / 12,2024-04-18T20:29:43.366589042Z,true,2024-04-18T20:38:47.590409019Z,true,2024-04-18T20:39:30.378582835Z
