id,submit,submitLastChangedAt,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,guess,guessLastChangedAt
01HNDCA2KTX8A14AFE1N6128TW,,,01HNDC24XVX52SMTNY59XNXGAF,2024-01-30T14:27:59.226166643Z,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:27:59.226166643Z,01HNDC5E4HZ8CTQ0Z1C8ZGP0M4,2024-01-30T14:27:59.226166643Z,01HNDC5E99DF3RFQTKV26P3SAS,2024-01-30T14:27:59.226166643Z,01HNDC3GNAB9KAM86NV8D0A83V,2024-01-30T14:27:59.226166643Z,,
01HNDCA4647X9JKS839SNNGTJJ,,,01HNDC2AJEJ0PA3YDXT72HTGD2,2024-01-30T14:28:00.83679704Z,01HNDC2AJXWT76YQQ38QCXAH1Z,2024-01-30T14:28:00.83679704Z,01HNDC6RRR6PH8R0RTJPH9QYWH,2024-01-30T14:28:00.83679704Z,01HNDC6RX4ARSJ2D4E8Q43SS81,2024-01-30T14:28:00.83679704Z,01HNDC2D8WY368FQYJB3AYA6PD,2024-01-30T14:28:00.83679704Z,,
01HNDCA46BH1WM2BKCC6QJY9MB,,,01HNDC2AJEJ0PA3YDXT72HTGD2,2024-01-30T14:28:00.843472231Z,01HNDC2AJXWT76YQQ38QCXAH1Z,2024-01-30T14:28:00.843472231Z,01HNDC6RRR6PH8R0RTJPH9QYWH,2024-01-30T14:28:00.843472231Z,01HNDC6RX4ARSJ2D4E8Q43SS81,2024-01-30T14:28:00.843472231Z,01HNDC2E1WE7V12AQSA0G9QV1A,2024-01-30T14:28:00.843472231Z,,
01HNDCA46KVMZ0SG4X6KC9HRXS,,,01HNDC2AJEJ0PA3YDXT72HTGD2,2024-01-30T14:28:00.851277932Z,01HNDC2AJXWT76YQQ38QCXAH1Z,2024-01-30T14:28:00.851277932Z,01HNDC6RRR6PH8R0RTJPH9QYWH,2024-01-30T14:28:00.851277932Z,01HNDC6RX4ARSJ2D4E8Q43SS81,2024-01-30T14:28:00.851277932Z,01HNDC32056SVS22YHNWC846HE,2024-01-30T14:28:00.851277932Z,,
01HNDCA46VP0JFRD1NPTZF8XSW,,,01HNDC2AJEJ0PA3YDXT72HTGD2,2024-01-30T14:28:00.859112437Z,01HNDC2AJXWT76YQQ38QCXAH1Z,2024-01-30T14:28:00.859112437Z,01HNDC6RRR6PH8R0RTJPH9QYWH,2024-01-30T14:28:00.859112437Z,01HNDC6RX4ARSJ2D4E8Q43SS81,2024-01-30T14:28:00.859112437Z,01HNDC3ZD7Z4ND0ZB1WQZND0M2,2024-01-30T14:28:00.859112437Z,,
01HNDCA8E079ND2QNQWHX516GX,,,01HNDC2BPDY9CHK7S2KNGBSVBC,2024-01-30T14:28:05.184264366Z,01HNDC2BQ00H9XZGC03T039MMS,2024-01-30T14:28:05.184264366Z,01HNDCA6KE69358R61C2RTHPEJ,2024-01-30T14:28:05.184264366Z,01HNDCA79WYB5287GX3HDRZKQG,2024-01-30T14:28:05.184264366Z,01HNDC497MFXJXTEY7ZXA0E3BW,2024-01-30T14:28:05.184264366Z,,
01HNDCA8ED7FDFTWYG7K0HY41R,,,01HNDC2BPDY9CHK7S2KNGBSVBC,2024-01-30T14:28:05.197301875Z,01HNDC2BQ00H9XZGC03T039MMS,2024-01-30T14:28:05.197301875Z,01HNDCA6KE69358R61C2RTHPEJ,2024-01-30T14:28:05.197301875Z,01HNDCA79WYB5287GX3HDRZKQG,2024-01-30T14:28:05.197301875Z,01HNDC2T6NS2A5F09RNW3GEF2V,2024-01-30T14:28:05.197301875Z,,
01HNDCA8EQA9XV7JP24RFM3JNW,,,01HNDC2BPDY9CHK7S2KNGBSVBC,2024-01-30T14:28:05.207543597Z,01HNDC2BQ00H9XZGC03T039MMS,2024-01-30T14:28:05.207543597Z,01HNDCA6KE69358R61C2RTHPEJ,2024-01-30T14:28:05.207543597Z,01HNDCA79WYB5287GX3HDRZKQG,2024-01-30T14:28:05.207543597Z,01HNDC426S45EHRYBXWQF9H8BR,2024-01-30T14:28:05.207543597Z,,
01HNDCA8F2FNJ0AZ38DKZGB3Q9,,,01HNDC2BPDY9CHK7S2KNGBSVBC,2024-01-30T14:28:05.21888895Z,01HNDC2BQ00H9XZGC03T039MMS,2024-01-30T14:28:05.21888895Z,01HNDCA6KE69358R61C2RTHPEJ,2024-01-30T14:28:05.21888895Z,01HNDCA79WYB5287GX3HDRZKQG,2024-01-30T14:28:05.21888895Z,01HNDC5EHSR57YAB30TXRQR5FA,2024-01-30T14:28:05.21888895Z,,
01HNDCABRV7E30NZX8T4VR8Y9Y,true,2024-01-30T14:28:16.509118841Z,01HNDC2BCF2Q04EJEDP07GAD7W,2024-01-30T14:28:08.60365789Z,01HNDC2BCZKEANV43CSR2SX936,2024-01-30T14:28:08.60365789Z,01HNDC9D5GB8H8ME3APBM391ZA,2024-01-30T14:28:08.60365789Z,01HNDC9DEVMZR50FBTR4X7PFDY,2024-01-30T14:28:08.60365789Z,01HNDC465KVGQYVMC8H6CFZ691,2024-01-30T14:28:08.60365789Z,50,2024-01-30T14:28:16.499505831Z
01HNDCABS60WJVRGMHM7T0F8HF,true,2024-01-30T14:28:20.561625049Z,01HNDC2BCF2Q04EJEDP07GAD7W,2024-01-30T14:28:08.614276Z,01HNDC2BCZKEANV43CSR2SX936,2024-01-30T14:28:08.614276Z,01HNDC9D5GB8H8ME3APBM391ZA,2024-01-30T14:28:08.614276Z,01HNDC9DEVMZR50FBTR4X7PFDY,2024-01-30T14:28:08.614276Z,01HNDC34CKXEPS5QJZ3Y751GYZ,2024-01-30T14:28:08.614276Z,66,2024-01-30T14:28:20.55207434Z
01HNDCABSD8AA6W5W8F0HYHCG1,true,2024-01-30T14:28:13.524460867Z,01HNDC2BCF2Q04EJEDP07GAD7W,2024-01-30T14:28:08.62163674Z,01HNDC2BCZKEANV43CSR2SX936,2024-01-30T14:28:08.62163674Z,01HNDC9D5GB8H8ME3APBM391ZA,2024-01-30T14:28:08.62163674Z,01HNDC9DEVMZR50FBTR4X7PFDY,2024-01-30T14:28:08.62163674Z,01HNDC7EB8H0D79PCRHTWNYV6V,2024-01-30T14:28:08.62163674Z,50,2024-01-30T14:28:13.376465138Z
01HNDCABSNTQK0ERZVNM8QPSYE,,,01HNDC2BCF2Q04EJEDP07GAD7W,2024-01-30T14:28:08.629781552Z,01HNDC2BCZKEANV43CSR2SX936,2024-01-30T14:28:08.629781552Z,01HNDC9D5GB8H8ME3APBM391ZA,2024-01-30T14:28:08.629781552Z,01HNDC9DEVMZR50FBTR4X7PFDY,2024-01-30T14:28:08.629781552Z,01HNDC6F2X9QTEFCW1M76SR000,2024-01-30T14:28:08.629781552Z,,
01HNDCACEXPWQ8AGZ7HYEHVD6G,true,2024-01-30T14:28:19.828972964Z,01HNDC2AR4JECJS10ED1GS89EN,2024-01-30T14:28:09.309594477Z,01HNDC2ARHW1Y947E290943YY2,2024-01-30T14:28:09.309594477Z,01HNDC6AEJ8009H99F8FCS58QK,2024-01-30T14:28:09.309594477Z,01HNDC6AH6EWCW33HAK1812NCQ,2024-01-30T14:28:09.309594477Z,01HNDC2EZ7BJQK05YQG6M48YGR,2024-01-30T14:28:09.309594477Z,30,2024-01-30T14:28:19.793504311Z
01HNDCACF4J3B2YE910NZVPE8M,true,2024-01-30T14:28:20.743000569Z,01HNDC2AR4JECJS10ED1GS89EN,2024-01-30T14:28:09.316876124Z,01HNDC2ARHW1Y947E290943YY2,2024-01-30T14:28:09.316876124Z,01HNDC6AEJ8009H99F8FCS58QK,2024-01-30T14:28:09.316876124Z,01HNDC6AH6EWCW33HAK1812NCQ,2024-01-30T14:28:09.316876124Z,01HNDC2T1DW3BSHDKF0KNXWSPK,2024-01-30T14:28:09.316876124Z,40,2024-01-30T14:28:20.72599693Z
01HNDCACFDWXY993D2ESEHRV0S,true,2024-01-30T14:28:26.224915232Z,01HNDC2AR4JECJS10ED1GS89EN,2024-01-30T14:28:09.325645675Z,01HNDC2ARHW1Y947E290943YY2,2024-01-30T14:28:09.325645675Z,01HNDC6AEJ8009H99F8FCS58QK,2024-01-30T14:28:09.325645675Z,01HNDC6AH6EWCW33HAK1812NCQ,2024-01-30T14:28:09.325645675Z,01HNDC2ZDVQ42CDAZ2XZ7ZMPWK,2024-01-30T14:28:09.325645675Z,40,2024-01-30T14:28:26.196550165Z
01HNDCACFR1CC8FYFTYBE4C38H,true,2024-01-30T14:28:15.391635567Z,01HNDC2AR4JECJS10ED1GS89EN,2024-01-30T14:28:09.33636158Z,01HNDC2ARHW1Y947E290943YY2,2024-01-30T14:28:09.33636158Z,01HNDC6AEJ8009H99F8FCS58QK,2024-01-30T14:28:09.33636158Z,01HNDC6AH6EWCW33HAK1812NCQ,2024-01-30T14:28:09.33636158Z,01HNDC2TN6SV4FH6JBP3BQHT0Y,2024-01-30T14:28:09.33636158Z,75,2024-01-30T14:28:15.450417898Z
01HNDCADPWCN5J7D2BK0W875WK,true,2024-01-30T14:28:15.441080034Z,01HNDC2AXW25WT5N58811CM7PF,2024-01-30T14:28:10.588466879Z,01HNDC2AYEQY9DGCMRSKBS5ZD5,2024-01-30T14:28:10.588466879Z,01HNDC7KHMCNGVX6KGS8621VNM,2024-01-30T14:28:10.588466879Z,01HNDC7KPDB8FP5RZ8M8PXNMBG,2024-01-30T14:28:10.588466879Z,01HNDC2KJ0EXVFC41M8RJD09Q2,2024-01-30T14:28:10.588466879Z,79,2024-01-30T14:28:15.407287968Z
01HNDCADQ48SZC4QS5ZVSNC1W1,true,2024-01-30T14:28:17.257970823Z,01HNDC2AXW25WT5N58811CM7PF,2024-01-30T14:28:10.596497252Z,01HNDC2AYEQY9DGCMRSKBS5ZD5,2024-01-30T14:28:10.596497252Z,01HNDC7KHMCNGVX6KGS8621VNM,2024-01-30T14:28:10.596497252Z,01HNDC7KPDB8FP5RZ8M8PXNMBG,2024-01-30T14:28:10.596497252Z,01HNDC3171AJM2PQR5WBSVZGMK,2024-01-30T14:28:10.596497252Z,0,2024-01-30T14:28:17.220701013Z
01HNDCADQMFAZXZDDWX16VVEHX,true,2024-01-30T14:28:20.233530531Z,01HNDC2AXW25WT5N58811CM7PF,2024-01-30T14:28:10.612644213Z,01HNDC2AYEQY9DGCMRSKBS5ZD5,2024-01-30T14:28:10.612644213Z,01HNDC7KHMCNGVX6KGS8621VNM,2024-01-30T14:28:10.612644213Z,01HNDC7KPDB8FP5RZ8M8PXNMBG,2024-01-30T14:28:10.612644213Z,01HNDC2RN0CR9HQHXP5QMBNE5Z,2024-01-30T14:28:10.612644213Z,80,2024-01-30T14:28:20.22353913Z
01HNDCADR512X7Q9R4J5R581R8,true,2024-01-30T14:28:26.624975188Z,01HNDC2AXW25WT5N58811CM7PF,2024-01-30T14:28:10.629439942Z,01HNDC2AYEQY9DGCMRSKBS5ZD5,2024-01-30T14:28:10.629439942Z,01HNDC7KHMCNGVX6KGS8621VNM,2024-01-30T14:28:10.629439942Z,01HNDC7KPDB8FP5RZ8M8PXNMBG,2024-01-30T14:28:10.629439942Z,01HNDC32VSDAME0NX85G5DCB2M,2024-01-30T14:28:10.629439942Z,40,2024-01-30T14:28:26.633398247Z
01HNDCAF2BTW35YKT068W09J94,,,01HNDC2AXW25WT5N58811CM7PF,2024-01-30T14:28:11.979263863Z,01HNDC2AYD78NVQPS5K3YNYW8T,2024-01-30T14:28:11.979263863Z,01HNDC7M6HK8Z19CGDAQ705HV2,2024-01-30T14:28:11.979263863Z,01HNDC7MGYK8KQWF9BX6NFQJ3Q,2024-01-30T14:28:11.979263863Z,01HNDC2NNYVF7TG91HN1D9G6G1,2024-01-30T14:28:11.979263863Z,,
01HNDCAF2JH9MVP6FJNTYD3NCG,,,01HNDC2AXW25WT5N58811CM7PF,2024-01-30T14:28:11.986716314Z,01HNDC2AYD78NVQPS5K3YNYW8T,2024-01-30T14:28:11.986716314Z,01HNDC7M6HK8Z19CGDAQ705HV2,2024-01-30T14:28:11.986716314Z,01HNDC7MGYK8KQWF9BX6NFQJ3Q,2024-01-30T14:28:11.986716314Z,01HNDC41WAPFC1X05Y4S51AB97,2024-01-30T14:28:11.986716314Z,,
01HNDCAF2VNMKD0EK2FVZD7NZG,,,01HNDC2AXW25WT5N58811CM7PF,2024-01-30T14:28:11.995154624Z,01HNDC2AYD78NVQPS5K3YNYW8T,2024-01-30T14:28:11.995154624Z,01HNDC7M6HK8Z19CGDAQ705HV2,2024-01-30T14:28:11.995154624Z,01HNDC7MGYK8KQWF9BX6NFQJ3Q,2024-01-30T14:28:11.995154624Z,01HNDC5TCV4XRJQR0ZMGE8RH5T,2024-01-30T14:28:11.995154624Z,,
01HNDCAF32ZY74F6KNP9HKNWX7,,,01HNDC2AXW25WT5N58811CM7PF,2024-01-30T14:28:12.002929246Z,01HNDC2AYD78NVQPS5K3YNYW8T,2024-01-30T14:28:12.002929246Z,01HNDC7M6HK8Z19CGDAQ705HV2,2024-01-30T14:28:12.002929246Z,01HNDC7MGYK8KQWF9BX6NFQJ3Q,2024-01-30T14:28:12.002929246Z,01HNDC6B7933V7CM72SWY59YEM,2024-01-30T14:28:12.002929246Z,,
01HNDCAJGMK0M8EBAFQXH4Z6H3,,,01HNDC2SCDA2PS3G1H5HTTA4BW,2024-01-30T14:28:15.508896218Z,01HNDC2SCXASWZV5MN736AMWE2,2024-01-30T14:28:15.508896218Z,01HNDCAGY23HAHBTYQRCNEQ25V,2024-01-30T14:28:15.508896218Z,01HNDCAHDKHXCYNXTKVJH2V93R,2024-01-30T14:28:15.508896218Z,01HNDC2W49FHKX2FGA55N535Z3,2024-01-30T14:28:15.508896218Z,,
01HNDCAJGZFKDVZJEP7G7MEMAV,,,01HNDC2SCDA2PS3G1H5HTTA4BW,2024-01-30T14:28:15.519371457Z,01HNDC2SCXASWZV5MN736AMWE2,2024-01-30T14:28:15.519371457Z,01HNDCAGY23HAHBTYQRCNEQ25V,2024-01-30T14:28:15.519371457Z,01HNDCAHDKHXCYNXTKVJH2V93R,2024-01-30T14:28:15.519371457Z,01HNDC52GPDXSRZQQKT8V134QP,2024-01-30T14:28:15.519371457Z,,
01HNDCAJHG2HX4C3D47VNE8NWB,,,01HNDC2SCDA2PS3G1H5HTTA4BW,2024-01-30T14:28:15.536984088Z,01HNDC2SCXASWZV5MN736AMWE2,2024-01-30T14:28:15.536984088Z,01HNDCAGY23HAHBTYQRCNEQ25V,2024-01-30T14:28:15.536984088Z,01HNDCAHDKHXCYNXTKVJH2V93R,2024-01-30T14:28:15.536984088Z,01HNDC5TAXY2N1AGFGSX9AY5DK,2024-01-30T14:28:15.536984088Z,,
01HNDCAJHV7SDVT427W6PM5HST,,,01HNDC2SCDA2PS3G1H5HTTA4BW,2024-01-30T14:28:15.547076949Z,01HNDC2SCXASWZV5MN736AMWE2,2024-01-30T14:28:15.547076949Z,01HNDCAGY23HAHBTYQRCNEQ25V,2024-01-30T14:28:15.547076949Z,01HNDCAHDKHXCYNXTKVJH2V93R,2024-01-30T14:28:15.547076949Z,01HNDC6R63PP5AXE04CNS7DDKX,2024-01-30T14:28:15.547076949Z,,
01HNDCAJQFB7ZGT7E4GBMM84RB,,,01HNDC2B7TVF69V3JA57K75TE4,2024-01-30T14:28:15.727431855Z,01HNDC2B8DN3C5F3W5HR7P7DG3,2024-01-30T14:28:15.727431855Z,01HNDC8NEPX80221N98Z6EQEP0,2024-01-30T14:28:15.727431855Z,01HNDC8NSEQ5PZF940VA14AGNX,2024-01-30T14:28:15.727431855Z,01HNDC46Y44CB4JPZ3418PN39K,2024-01-30T14:28:15.727431855Z,,
01HNDCAJQRZTV22VMKE6B27611,,,01HNDC2B7TVF69V3JA57K75TE4,2024-01-30T14:28:15.736985582Z,01HNDC2B8DN3C5F3W5HR7P7DG3,2024-01-30T14:28:15.736985582Z,01HNDC8NEPX80221N98Z6EQEP0,2024-01-30T14:28:15.736985582Z,01HNDC8NSEQ5PZF940VA14AGNX,2024-01-30T14:28:15.736985582Z,01HNDC5RQD0G31WP42ZWKTYQTQ,2024-01-30T14:28:15.736985582Z,,
01HNDCAJR2Z4YSQX63RSWXBEG1,,,01HNDC2B7TVF69V3JA57K75TE4,2024-01-30T14:28:15.746197039Z,01HNDC2B8DN3C5F3W5HR7P7DG3,2024-01-30T14:28:15.746197039Z,01HNDC8NEPX80221N98Z6EQEP0,2024-01-30T14:28:15.746197039Z,01HNDC8NSEQ5PZF940VA14AGNX,2024-01-30T14:28:15.746197039Z,01HNDC2WDFPJCZWS8K5W3V3MDB,2024-01-30T14:28:15.746197039Z,,
01HNDCAJRBD7BMMHPN4T4B81GA,,,01HNDC2B7TVF69V3JA57K75TE4,2024-01-30T14:28:15.755775622Z,01HNDC2B8DN3C5F3W5HR7P7DG3,2024-01-30T14:28:15.755775622Z,01HNDC8NEPX80221N98Z6EQEP0,2024-01-30T14:28:15.755775622Z,01HNDC8NSEQ5PZF940VA14AGNX,2024-01-30T14:28:15.755775622Z,01HNDC6D84XCESFNT6AVBCK5QH,2024-01-30T14:28:15.755775622Z,,
01HNDCAN9KF8Y0GWAEK2CN5J14,true,2024-01-30T14:28:31.153271176Z,01HNDC2B2JZM9FDE71GANAG477,2024-01-30T14:28:18.356021197Z,01HNDC2B34SM3WBHSNQC5WFKD8,2024-01-30T14:28:18.356021197Z,01HNDC8451BQGNHYCJHF8AGH86,2024-01-30T14:28:18.356021197Z,01HNDC84G4ETQ2VA3J2B1PAA7W,2024-01-30T14:28:18.356021197Z,01HNDC2W98ZXSTZ1FY1Y2QA804,2024-01-30T14:28:18.356021197Z,30,2024-01-30T14:28:31.162633034Z
01HNDCAN9W8PV7HKYJZJ17JHKS,true,2024-01-30T14:28:32.181061686Z,01HNDC2B2JZM9FDE71GANAG477,2024-01-30T14:28:18.364830771Z,01HNDC2B34SM3WBHSNQC5WFKD8,2024-01-30T14:28:18.364830771Z,01HNDC8451BQGNHYCJHF8AGH86,2024-01-30T14:28:18.364830771Z,01HNDC84G4ETQ2VA3J2B1PAA7W,2024-01-30T14:28:18.364830771Z,01HNDC2RECB5TXN1MNC9WWGEYT,2024-01-30T14:28:18.364830771Z,43,2024-01-30T14:28:32.171736514Z
01HNDCANA90V75VYGW6RK01HHY,true,2024-01-30T14:28:23.751160883Z,01HNDC2B2JZM9FDE71GANAG477,2024-01-30T14:28:18.378025438Z,01HNDC2B34SM3WBHSNQC5WFKD8,2024-01-30T14:28:18.378025438Z,01HNDC8451BQGNHYCJHF8AGH86,2024-01-30T14:28:18.378025438Z,01HNDC84G4ETQ2VA3J2B1PAA7W,2024-01-30T14:28:18.378025438Z,01HNDC3J0W2AMK8Y8KPGS3A7GA,2024-01-30T14:28:18.378025438Z,57,2024-01-30T14:28:23.740623277Z
01HNDCANAJB6553XV5GB8ZWS0J,true,2024-01-30T14:28:41.78624272Z,01HNDC2B2JZM9FDE71GANAG477,2024-01-30T14:28:18.386767182Z,01HNDC2B34SM3WBHSNQC5WFKD8,2024-01-30T14:28:18.386767182Z,01HNDC8451BQGNHYCJHF8AGH86,2024-01-30T14:28:18.386767182Z,01HNDC84G4ETQ2VA3J2B1PAA7W,2024-01-30T14:28:18.386767182Z,01HNDC3RR8BFP7VX4ZFX3KCKNB,2024-01-30T14:28:18.386767182Z,36,2024-01-30T14:28:41.775016614Z
01HNDCAPMQY60H25WBVH3P1719,true,2024-01-30T14:28:30.237295876Z,01HNDC2AJEJ0PA3YDXT72HTGD2,2024-01-30T14:28:19.735197237Z,01HNDC2AJZ3MCJA1MPDB6Y1F62,2024-01-30T14:28:19.735197237Z,01HNDC5TGRFPE68ZFZT1CP29AE,2024-01-30T14:28:19.735197237Z,01HNDC5TKJFCJECCAAAKBPYZFY,2024-01-30T14:28:19.735197237Z,01HNDC2QD17Q0GF0GG9AAYT974,2024-01-30T14:28:19.735197237Z,0,2024-01-30T14:28:30.218089574Z
01HNDCAPMZE8TCR1BTVFW9K85M,true,2024-01-30T14:28:32.317610401Z,01HNDC2AJEJ0PA3YDXT72HTGD2,2024-01-30T14:28:19.743966684Z,01HNDC2AJZ3MCJA1MPDB6Y1F62,2024-01-30T14:28:19.743966684Z,01HNDC5TGRFPE68ZFZT1CP29AE,2024-01-30T14:28:19.743966684Z,01HNDC5TKJFCJECCAAAKBPYZFY,2024-01-30T14:28:19.743966684Z,01HNDC2JEQ45P4PS1GNYHNMQDC,2024-01-30T14:28:19.743966684Z,25,2024-01-30T14:28:32.336830267Z
01HNDCAPN7XEHG3VS284FYTHPF,true,2024-01-30T14:28:27.749308732Z,01HNDC2AJEJ0PA3YDXT72HTGD2,2024-01-30T14:28:19.751983762Z,01HNDC2AJZ3MCJA1MPDB6Y1F62,2024-01-30T14:28:19.751983762Z,01HNDC5TGRFPE68ZFZT1CP29AE,2024-01-30T14:28:19.751983762Z,01HNDC5TKJFCJECCAAAKBPYZFY,2024-01-30T14:28:19.751983762Z,01HNDC2GMYDJ85AZ6HCTM0KCE7,2024-01-30T14:28:19.751983762Z,48,2024-01-30T14:28:27.767025611Z
01HNDCAPNGV1XD63DK5D08MHYP,true,2024-01-30T14:28:25.027485499Z,01HNDC2AJEJ0PA3YDXT72HTGD2,2024-01-30T14:28:19.760783758Z,01HNDC2AJZ3MCJA1MPDB6Y1F62,2024-01-30T14:28:19.760783758Z,01HNDC5TGRFPE68ZFZT1CP29AE,2024-01-30T14:28:19.760783758Z,01HNDC5TKJFCJECCAAAKBPYZFY,2024-01-30T14:28:19.760783758Z,01HNDC2XVA6159MYXXV4NJ8CYP,2024-01-30T14:28:19.760783758Z,50,2024-01-30T14:28:25.056542352Z
01HNDCARSZQ0BDK92X0W8NN9PH,true,2024-01-30T14:28:51.695371166Z,01HNDC2B2JZM9FDE71GANAG477,2024-01-30T14:28:21.951528321Z,01HNDC2B35KCNCB7DCMR0PRVFE,2024-01-30T14:28:21.951528321Z,01HNDC8AFTSM7W89MKHHDV56GQ,2024-01-30T14:28:21.951528321Z,01HNDC8AS7YHJ6G648SRYZAP8K,2024-01-30T14:28:21.951528321Z,01HNDC2EA51NV23G21XTGEAGK8,2024-01-30T14:28:21.951528321Z,60,2024-01-30T14:28:51.674966367Z
01HNDCART7J7Z57GPBQ5WHVM7Y,true,2024-01-30T14:28:36.317318876Z,01HNDC2B2JZM9FDE71GANAG477,2024-01-30T14:28:21.95994416Z,01HNDC2B35KCNCB7DCMR0PRVFE,2024-01-30T14:28:21.95994416Z,01HNDC8AFTSM7W89MKHHDV56GQ,2024-01-30T14:28:21.95994416Z,01HNDC8AS7YHJ6G648SRYZAP8K,2024-01-30T14:28:21.95994416Z,01HNDC7EPC7VTQPXDNX7RPNQSJ,2024-01-30T14:28:21.95994416Z,16,2024-01-30T14:28:36.334800144Z
01HNDCARTG2V1MGCGVRWJ2JJZR,true,2024-01-30T14:28:26.393677909Z,01HNDC2B2JZM9FDE71GANAG477,2024-01-30T14:28:21.968087988Z,01HNDC2B35KCNCB7DCMR0PRVFE,2024-01-30T14:28:21.968087988Z,01HNDC8AFTSM7W89MKHHDV56GQ,2024-01-30T14:28:21.968087988Z,01HNDC8AS7YHJ6G648SRYZAP8K,2024-01-30T14:28:21.968087988Z,01HNDC316ECWM5ZVFX5VYXG1N4,2024-01-30T14:28:21.968087988Z,100,2024-01-30T14:28:26.405451049Z
01HNDCARTR65N67Z1YQAG5H1R3,true,2024-01-30T14:28:31.848605346Z,01HNDC2B2JZM9FDE71GANAG477,2024-01-30T14:28:21.976173078Z,01HNDC2B35KCNCB7DCMR0PRVFE,2024-01-30T14:28:21.976173078Z,01HNDC8AFTSM7W89MKHHDV56GQ,2024-01-30T14:28:21.976173078Z,01HNDC8AS7YHJ6G648SRYZAP8K,2024-01-30T14:28:21.976173078Z,01HNDC37HF50BP15M22SWT48ZV,2024-01-30T14:28:21.976173078Z,100,2024-01-30T14:28:31.812573263Z
01HNDCAW3VWFMPM5PZG5CRPBWB,true,2024-01-30T14:28:48.837374419Z,01HNDC2BH6A3SBS8BVE2ZJJ5GS,2024-01-30T14:28:25.34002835Z,01HNDC2BHM393KXWD5YX385MNA,2024-01-30T14:28:25.34002835Z,01HNDC9X94H89NRMEB1PPA0T10,2024-01-30T14:28:25.34002835Z,01HNDC9XZAQT638PJYN2NENH7P,2024-01-30T14:28:25.34002835Z,01HNDC2KYT94PCT4ZA5Y8BZPBC,2024-01-30T14:28:25.34002835Z,20,2024-01-30T14:28:48.828475743Z
01HNDCAW45R52890V2H3TCVB3D,,,01HNDC2BH6A3SBS8BVE2ZJJ5GS,2024-01-30T14:28:25.3496122Z,01HNDC2BHM393KXWD5YX385MNA,2024-01-30T14:28:25.3496122Z,01HNDC9X94H89NRMEB1PPA0T10,2024-01-30T14:28:25.3496122Z,01HNDC9XZAQT638PJYN2NENH7P,2024-01-30T14:28:25.3496122Z,01HNDC77RXJRB1MGN5JAKRCTDK,2024-01-30T14:28:25.3496122Z,,
01HNDCAW4FDT0X8TV5X5VXW12Q,true,2024-01-30T14:28:36.959370172Z,01HNDC2BH6A3SBS8BVE2ZJJ5GS,2024-01-30T14:28:25.359978491Z,01HNDC2BHM393KXWD5YX385MNA,2024-01-30T14:28:25.359978491Z,01HNDC9X94H89NRMEB1PPA0T10,2024-01-30T14:28:25.359978491Z,01HNDC9XZAQT638PJYN2NENH7P,2024-01-30T14:28:25.359978491Z,01HNDC46455P8KMWFYTTK3GN30,2024-01-30T14:28:25.359978491Z,79,2024-01-30T14:28:36.949038766Z
01HNDCAW4RHR8PVGGHC8VFBDGB,true,2024-01-30T14:28:38.1915572Z,01HNDC2BH6A3SBS8BVE2ZJJ5GS,2024-01-30T14:28:25.368877215Z,01HNDC2BHM393KXWD5YX385MNA,2024-01-30T14:28:25.368877215Z,01HNDC9X94H89NRMEB1PPA0T10,2024-01-30T14:28:25.368877215Z,01HNDC9XZAQT638PJYN2NENH7P,2024-01-30T14:28:25.368877215Z,01HNDC2QT04R8SVHRD9K7K1RZT,2024-01-30T14:28:25.368877215Z,50,2024-01-30T14:28:38.183473503Z
01HNDCAW999J52YQ8FBCPBT75E,true,2024-01-30T14:28:29.559814323Z,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:28:25.513376992Z,01HNDC2A4VNJPH4WH9V4PA3H0M,2024-01-30T14:28:25.513376992Z,01HNDC6E9J99J7BK1TARRXG3FX,2024-01-30T14:28:25.513376992Z,01HNDC6EJE673Y40NQ9470BMDE,2024-01-30T14:28:25.513376992Z,01HNDC40RWJFYYMT8CYTH6KGQS,2024-01-30T14:28:25.513376992Z,43,2024-01-30T14:28:29.571920786Z
01HNDCAW9PB8GE4G25X0ADCGJH,true,2024-01-30T14:28:42.607092493Z,01HNDC2A4FBQ000N9557VJ501H,2024-01-30T14:28:25.526578494Z,01HNDC2A4VNJPH4WH9V4PA3H0M,2024-01-30T14:28:25.526578494Z,01HNDC6E9J99J7BK1TARRXG3FX,2024-01-30T14:28:25.526578494Z,01HNDC6EJE673Y40NQ9470BMDE,2024-01-30T14:28:25.526578494Z,01HNDC54D6T7P37CQA8S39RPW2,2024-01-30T14:28:25.526578494Z,35,2024-01-30T14:28:42.587268821Z
