id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,playerID,playerIDLastChangedAt
01HVSDK41E3230VVT8D7310J8F,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:15:28.302649266Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:15:28.302649266Z,01HVSDK3CZABCDADDQ8C6T661C,2024-04-18T20:15:28.302649266Z,01HVSD7680PC7Q6NKVJ6MGHZQ3,2024-04-18T20:15:28.302649266Z
01HVSDK41J9H0XK48BPKK8MGKB,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:15:28.307001962Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:15:28.307001962Z,01HVSDK3CZABCDADDQ8C6T661C,2024-04-18T20:15:28.307001962Z,01HVSD7KNMTR3G9EX8AFBR0XS0,2024-04-18T20:15:28.307001962Z
01HVSDK41P1QYT5119QA0XXQGV,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:15:28.311024975Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:15:28.311024975Z,01HVSDK3CZABCDADDQ8C6T661C,2024-04-18T20:15:28.311024975Z,01HVSDCK79AC5R26CR9ZT9WRC0,2024-04-18T20:15:28.311024975Z
01HVSDK41VKAKCBYPPZWFQ76Y7,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:15:28.315078316Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:15:28.315078316Z,01HVSDK3CZABCDADDQ8C6T661C,2024-04-18T20:15:28.315078316Z,01HVSDEP9426S7Y9TDP0DD75DT,2024-04-18T20:15:28.315078316Z
01HVSDK41Y3NS3PXKM4DZJVN9T,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:15:28.318934672Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:15:28.318934672Z,01HVSDK3CZABCDADDQ8C6T661C,2024-04-18T20:15:28.318934672Z,01HVSDF9Q1NX6M632F4ZAVKFWB,2024-04-18T20:15:28.318934672Z
01HVSDK422K81XFQRGRACJKXP0,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:15:28.322954863Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:15:28.322954863Z,01HVSDK3CZABCDADDQ8C6T661C,2024-04-18T20:15:28.322954863Z,01HVSDH7FFYJD4H2DBWBVBKHTP,2024-04-18T20:15:28.322954863Z
01HVSDK42708T70DCFEH9YDF25,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:15:28.327745931Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:15:28.327745931Z,01HVSDK3CZABCDADDQ8C6T661C,2024-04-18T20:15:28.327745931Z,01HVSDHQ73RYFKPTX7RHFHAKF2,2024-04-18T20:15:28.327745931Z
01HVSDMYW2RY2YPY4E5Q6W29NX,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:16:28.546581094Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:16:28.546581094Z,01HVSDK3D1AW60E0GWZ0NZ7MD2,2024-04-18T20:16:28.546581094Z,01HVSD7680PC7Q6NKVJ6MGHZQ3,2024-04-18T20:16:28.546581094Z
01HVSDMYW6NGKT5KYEQY0R3TMD,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:16:28.550477359Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:16:28.550477359Z,01HVSDK3D1AW60E0GWZ0NZ7MD2,2024-04-18T20:16:28.550477359Z,01HVSD7KNMTR3G9EX8AFBR0XS0,2024-04-18T20:16:28.550477359Z
01HVSDMYWBEGPCR62ESERJ3KNS,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:16:28.555132069Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:16:28.555132069Z,01HVSDK3D1AW60E0GWZ0NZ7MD2,2024-04-18T20:16:28.555132069Z,01HVSDCK79AC5R26CR9ZT9WRC0,2024-04-18T20:16:28.555132069Z
01HVSDMYWFB8JQ347JB3NY2NAS,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:16:28.559593513Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:16:28.559593513Z,01HVSDK3D1AW60E0GWZ0NZ7MD2,2024-04-18T20:16:28.559593513Z,01HVSDEP9426S7Y9TDP0DD75DT,2024-04-18T20:16:28.559593513Z
01HVSDMYWME8T3D33X2N4YSRBZ,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:16:28.564459027Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:16:28.564459027Z,01HVSDK3D1AW60E0GWZ0NZ7MD2,2024-04-18T20:16:28.564459027Z,01HVSDF9Q1NX6M632F4ZAVKFWB,2024-04-18T20:16:28.564459027Z
01HVSDMYWRQ4TWCGPRQB85Z71B,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:16:28.568321128Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:16:28.568321128Z,01HVSDK3D1AW60E0GWZ0NZ7MD2,2024-04-18T20:16:28.568321128Z,01HVSDH7FFYJD4H2DBWBVBKHTP,2024-04-18T20:16:28.568321128Z
01HVSDMYWXW4T11F2Z2VY1HE8R,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:16:28.573338524Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:16:28.573338524Z,01HVSDK3D1AW60E0GWZ0NZ7MD2,2024-04-18T20:16:28.573338524Z,01HVSDHQ73RYFKPTX7RHFHAKF2,2024-04-18T20:16:28.573338524Z
01HVSDPGC74DCFRQCRFQKK2RSV,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:17:19.239293902Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:17:19.239293902Z,01HVSDK3D2QCPB0ESWSE9K4GNS,2024-04-18T20:17:19.239293902Z,01HVSD7680PC7Q6NKVJ6MGHZQ3,2024-04-18T20:17:19.239293902Z
01HVSDPGCCW5KSG9NCFM7ZCX77,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:17:19.244134311Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:17:19.244134311Z,01HVSDK3D2QCPB0ESWSE9K4GNS,2024-04-18T20:17:19.244134311Z,01HVSD7KNMTR3G9EX8AFBR0XS0,2024-04-18T20:17:19.244134311Z
01HVSDPGCH04ZQEGCJGK4B1EJJ,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:17:19.249112034Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:17:19.249112034Z,01HVSDK3D2QCPB0ESWSE9K4GNS,2024-04-18T20:17:19.249112034Z,01HVSDCK79AC5R26CR9ZT9WRC0,2024-04-18T20:17:19.249112034Z
01HVSDPGCNDHMAMC3NGPTYXM12,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:17:19.253451674Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:17:19.253451674Z,01HVSDK3D2QCPB0ESWSE9K4GNS,2024-04-18T20:17:19.253451674Z,01HVSDEP9426S7Y9TDP0DD75DT,2024-04-18T20:17:19.253451674Z
01HVSDPGCT56WN9JASR99VZAGX,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:17:19.258827144Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:17:19.258827144Z,01HVSDK3D2QCPB0ESWSE9K4GNS,2024-04-18T20:17:19.258827144Z,01HVSDF9Q1NX6M632F4ZAVKFWB,2024-04-18T20:17:19.258827144Z
01HVSDPGD02F6S28XP2KFMXEVW,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:17:19.264764336Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:17:19.264764336Z,01HVSDK3D2QCPB0ESWSE9K4GNS,2024-04-18T20:17:19.264764336Z,01HVSDH7FFYJD4H2DBWBVBKHTP,2024-04-18T20:17:19.264764336Z
01HVSDPGD6E8FP39AX592TVV4F,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:17:19.270429006Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:17:19.270429006Z,01HVSDK3D2QCPB0ESWSE9K4GNS,2024-04-18T20:17:19.270429006Z,01HVSDHQ73RYFKPTX7RHFHAKF2,2024-04-18T20:17:19.270429006Z
01HVSDQS3TSR9YBWYS54HDZ7M7,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:18:00.954466781Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:18:00.954466781Z,01HVSDK3D1AW60E0GWZP0MSKWK,2024-04-18T20:18:00.954466781Z,01HVSD7680PC7Q6NKVJ6MGHZQ3,2024-04-18T20:18:00.954466781Z
01HVSDQS3ZF23YFCEVZJMRYV82,01HVSCMV1ZKTBZGHQ2VRDNTDRW,2024-04-18T20:18:00.959115537Z,01HVSCMV2H420GY45RAV9YF2YE,2024-04-18T20:18:00.959115537Z,01HVSDK3D1AW60E0GWZP0MSKWK,2024-04-18T20:18:00.959115537Z,01HVSD7KNMTR3G9EX8AFBR0XS0,2024-04-18T20:18:00.959115537Z
