id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JH6PXBQ7KXAG91EENM1JP11J,01JH6N38SEQGAZ7QMVEDN2JA95,2025-01-09T23:38:06.95201027Z,,,01JH6N38SQKRZXBDJ2ZEZP5958,2025-01-09T23:38:06.95201027Z,,,01JH6P3HE4DFXYER0RWGWGR2M9,2025-01-09T23:38:06.95201027Z,01JH6PN2AQ0F5WX0XFC37MYJ9S,2025-01-09T23:38:06.95201027Z,01JH6PN2DW7V0J0F8D81TNAZTE,2025-01-09T23:38:06.95201027Z,,
01JH6QKK4DE450823Q106ASF7Z,01JH6N35GGMKBDDBGV29YY11EH,2025-01-09T23:50:15.437388134Z,,,01JH6N35GRM0FY6K39X87EGQQD,2025-01-09T23:50:15.437388134Z,,,01JH6Q45922VYWB20SGKW7QNJ2,2025-01-09T23:50:15.437388134Z,01JH6QF0TA246F98AQJ7Z34WKK,2025-01-09T23:50:15.437388134Z,01JH6QF0YKZ0TFZYHTRABKQ7FC,2025-01-09T23:50:15.437388134Z,,
01JH6R3HK2B9ES0SBVVKZJ32H2,01JH6N34BAT5TFZPMNQ8J884B1,2025-01-09T23:58:58.146126197Z,,,01JH6N34BK7K85MW7VYM5XBZC2,2025-01-09T23:58:58.146126197Z,,,01JH6PANPC5CC2W3WNNP0TFWMH,2025-01-09T23:58:58.146126197Z,01JH6QVP77GBBMRXP5KWWK42N1,2025-01-09T23:58:58.146126197Z,01JH6QVPE0P9DR34CXTBHGFPH3,2025-01-09T23:58:58.146126197Z,,
01JH6X6V77DTYEH04S1KRHCXS4,01JH6VM9GXEPT4J88JHA1VBX5Q,2025-01-10T01:28:09.191925019Z,66,2025-01-10T01:28:24.755525598Z,01JH6VM9KTR8W1KJYPHA9GPZXZ,2025-01-10T01:28:09.191925019Z,20,2025-01-10T01:28:24.668465018Z,01JH6WR6EN9HB9R9Y1DRJ30P3E,2025-01-10T01:28:09.191925019Z,01JH6X5WS2NE3JMFZDR8AFWGEQ,2025-01-10T01:28:09.191925019Z,01JH6X5WVABN1CYXH0QMNCH45X,2025-01-10T01:28:09.191925019Z,true,2025-01-10T01:28:24.769033613Z
01JH6PQCX94XDR9G8SJF63KXVQ,01JH6N39CWGSD9RR06TPM3X4KG,2025-01-09T23:34:51.561026029Z,,,01JH6N39D86CM3Q0A62B1P07K1,2025-01-09T23:34:51.561026029Z,,,01JH6N70BRPP9CNJFVMWGF71KN,2025-01-09T23:34:51.561026029Z,01JH6PDE7VM6NRAKWJR6B0K7GW,2025-01-09T23:34:51.561026029Z,01JH6PDECC0W86AR7Z2K73316R,2025-01-09T23:34:51.561026029Z,,
01JH6PTK4CYBGZ27V8X8SCZWDJ,01JH6N37MWS53T3C7H5MX9W66T,2025-01-09T23:36:36.236128123Z,,,01JH6N37N43Q9TY7HAC2F0HV5N,2025-01-09T23:36:36.236128123Z,,,01JH6PKRH758Y4KBMBE9BJP3XJ,2025-01-09T23:36:36.236128123Z,01JH6PTJ4MA4JK9GEHXYS5HB1Z,2025-01-09T23:36:36.236128123Z,01JH6PTJ5S446BY8SPAVXQ71MD,2025-01-09T23:36:36.236128123Z,,
01JH6PXBA80VAP38RGGY6D1BSS,01JH6N37MWS53T3C7H5MX9W66T,2025-01-09T23:38:06.536462525Z,,,01JH6N37N43Q9TY7HAC2F0HV5N,2025-01-09T23:38:06.536462525Z,,,01JH6PGZ4Z9KKSSKSDSVYHVBT0,2025-01-09T23:38:06.536462525Z,01JH6PTJ4HHGD1KMT9V7SBX9F1,2025-01-09T23:38:06.536462525Z,01JH6PTJ6SCK3C8CJPJWHTNCZD,2025-01-09T23:38:06.536462525Z,,
01JH6PYV6QTYMAPH7795DV4NSZ,01JH6N387KNJX6TJW7KX51TGAA,2025-01-09T23:38:55.575390855Z,,,01JH6N387WPVZ8G2625ZPCC2HT,2025-01-09T23:38:55.575390855Z,,,01JH6PEKSF04YRJSWAEWF2W580,2025-01-09T23:38:55.575390855Z,01JH6PRM69X89Q2W42YAXNA7RN,2025-01-09T23:38:55.575390855Z,01JH6PRM9R9E93N3TB3HHEQQ4E,2025-01-09T23:38:55.575390855Z,,
01JH6Q8Y1SKTY86JT4FD357GEQ,01JH6N3622603A24K1ZPX8CDN6,2025-01-09T23:44:26.169416315Z,,,01JH6N362BF4DKXMH9ABQHYQTE,2025-01-09T23:44:26.169416315Z,,,01JH6PWRVC4Q9QZGHHZBEA7BB6,2025-01-09T23:44:26.169416315Z,01JH6Q8WQDWW0FCQTNNZGKBGE1,2025-01-09T23:44:26.169416315Z,01JH6Q8WS3ECC22Z7DJVT4CXP6,2025-01-09T23:44:26.169416315Z,,
01JH6R5N3RCN1N990QG359J2AD,01JH6N33SQWEDYES9VX609BB0K,2025-01-10T00:00:07.289027996Z,,,01JH6N33T81R0VMPWM1Z1K4PVE,2025-01-10T00:00:07.289027996Z,,,01JH6QSTWK0RYARAC9E819QZD8,2025-01-10T00:00:07.289027996Z,01JH6R2TWYAY4ECDXYXSYNPR25,2025-01-10T00:00:07.289027996Z,01JH6R2V0HYBCDVRV6HYTR2Z3V,2025-01-10T00:00:07.289027996Z,,
