id,treatmentName,treatmentNameLastChangedAt,start,startLastChangedAt,endedReason,endedReasonLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,groupID,groupIDLastChangedAt,chat,chatLastChangedAt,messages,messagesLastChangedAt,stageID,stageIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt
01HW3BMYVYSFB2FDK8C5GW75T1,rerun-interactive- 0.7,2024-04-22T16:53:55.710413788Z,false,2024-04-22T16:53:55.710413788Z,batch ended,2024-04-22T17:01:05.825378216Z,terminated,2024-04-22T17:01:05.825378216Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T16:53:55.710413788Z,01HW3BMYVB392Z9K1SGR6XPEC7,2024-04-22T16:53:55.710413788Z,false,2024-04-22T16:53:55.710413788Z,01HW3BMYWAEEDBV7N8S30SYJWA,2024-04-22T16:53:55.727641629Z,,,,,,,,,,
01HW3BN3J4VDGERJNSDFPH4ZPD,rerun-interactive- 0.7,2024-04-22T16:54:00.516398831Z,true,2024-04-22T17:08:08.512273553Z,end of game,2024-04-22T17:17:13.249076773Z,ended,2024-04-22T17:17:13.249076773Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-22T16:54:00.516398831Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T16:54:00.516398831Z,true,2024-04-22T17:17:13.227955017Z,01HW3BN3JE8866Z0N1EZHTT85X,2024-04-22T16:54:00.53342262Z,"{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713806196313,""round"":12,""recipient"":""01HW3CAK762YQFDSY2K7KQKQWW"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}}",2024-04-22T17:16:42.653115288Z,"[{""text"":""2 squirrels"",""likes"":{},""time"":1713805700119,""round"":1,""recipient"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""sender"":{""id"":""01HW3CCQMKGA0ZNVQ0K46FFDHD"",""name"":""player 4""}},{""text"":""i see two rabbits and two squirrels"",""likes"":{},""time"":1713805704045,""round"":1,""recipient"":""01HW3C78P6PB8ZCR3G55511GKP"",""sender"":{""id"":""01HW3CAK762YQFDSY2K7KQKQWW"",""name"":""player 3""}},{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713805712623,""round"":1,""recipient"":""01HW3CCQMKGA0ZNVQ0K46FFDHD"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}},{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713805758022,""round"":2,""recipient"":""01HW3C78P6PB8ZCR3G55511GKP"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}},{""text"":""two raabist, rwo squirrels"",""likes"":{},""time"":1713805764963,""round"":2,""recipient"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""sender"":{""id"":""01HW3CAK762YQFDSY2K7KQKQWW"",""name"":""player 3""}},{""text"":""2 squirella"",""likes"":{},""time"":1713805767870,""round"":2,""recipient"":""01HW3CAK762YQFDSY2K7KQKQWW"",""sender"":{""id"":""01HW3CCQMKGA0ZNVQ0K46FFDHD"",""name"":""player 4""}},{""text"":""same"",""likes"":{},""time"":1713805821495,""round"":3,""recipient"":""01HW3C78P6PB8ZCR3G55511GKP"",""sender"":{""id"":""01HW3CCQMKGA0ZNVQ0K46FFDHD"",""name"":""player 4""}},{""text"":""one rabbit and a squirrel"",""likes"":{},""time"":1713805822946,""round"":3,""recipient"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""sender"":{""id"":""01HW3C78P6PB8ZCR3G55511GKP"",""name"":""player 1""}},{""text"":""two rabbits, two squirels"",""likes"":{},""time"":1713805823269,""round"":3,""recipient"":""01HW3CCQMKGA0ZNVQ0K46FFDHD"",""sender"":{""id"":""01HW3CAK762YQFDSY2K7KQKQWW"",""name"":""player 3""}},{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713805818619,""round"":3,""recipient"":""01HW3CAK762YQFDSY2K7KQKQWW"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}},{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713805861445,""round"":4,""recipient"":""01HW3CCQMKGA0ZNVQ0K46FFDHD"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}},{""text"":""2 squirels, two rabits"",""likes"":{},""time"":1713805867916,""round"":4,""recipient"":""01HW3C78P6PB8ZCR3G55511GKP"",""sender"":{""id"":""01HW3CAK762YQFDSY2K7KQKQWW"",""name"":""player 3""}},{""text"":""one rabbit and a squirrel"",""likes"":{},""time"":1713805872246,""round"":4,""recipient"":""01HW3CAK762YQFDSY2K7KQKQWW"",""sender"":{""id"":""01HW3C78P6PB8ZCR3G55511GKP"",""name"":""player 1""}},{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713805914422,""round"":5,""recipient"":""01HW3C78P6PB8ZCR3G55511GKP"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}},{""text"":""2 squirrels, 2 rabbits"",""likes"":{},""time"":1713805925744,""round"":5,""recipient"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""sender"":{""id"":""01HW3CAK762YQFDSY2K7KQKQWW"",""name"":""player 3""}},{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713805961412,""round"":6,""recipient"":""01HW3CAK762YQFDSY2K7KQKQWW"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}},{""text"":""2 squirrels, two rabbits"",""likes"":{},""time"":1713805971158,""round"":6,""recipient"":""01HW3CCQMKGA0ZNVQ0K46FFDHD"",""sender"":{""id"":""01HW3CAK762YQFDSY2K7KQKQWW"",""name"":""player 3""}},{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713805997723,""round"":7,""recipient"":""01HW3CCQMKGA0ZNVQ0K46FFDHD"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}},{""text"":""one squirrel, one rabbi"",""likes"":{},""time"":1713806016857,""round"":7,""recipient"":""01HW3CAK762YQFDSY2K7KQKQWW"",""sender"":{""id"":""01HW3C78P6PB8ZCR3G55511GKP"",""name"":""player 1""}},{""text"":""t"",""likes"":{},""time"":1713806017676,""round"":7,""recipient"":""01HW3CAK762YQFDSY2K7KQKQWW"",""sender"":{""id"":""01HW3C78P6PB8ZCR3G55511GKP"",""name"":""player 1""}},{""text"":""two squirrels, two rabbits"",""likes"":{},""time"":1713806019622,""round"":7,""recipient"":""01HW3C78P6PB8ZCR3G55511GKP"",""sender"":{""id"":""01HW3CAK762YQFDSY2K7KQKQWW"",""name"":""player 3""}},{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713806036716,""round"":8,""recipient"":""01HW3C78P6PB8ZCR3G55511GKP"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}},{""text"":""tw sqirrels, two rabbits"",""likes"":{},""time"":1713806047212,""round"":8,""recipient"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""sender"":{""id"":""01HW3CAK762YQFDSY2K7KQKQWW"",""name"":""player 3""}},{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713806080857,""round"":9,""recipient"":""01HW3CAK762YQFDSY2K7KQKQWW"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}},{""text"":""two squirrels, two rabbits"",""likes"":{},""time"":1713806101833,""round"":9,""recipient"":""01HW3CCQMKGA0ZNVQ0K46FFDHD"",""sender"":{""id"":""01HW3CAK762YQFDSY2K7KQKQWW"",""name"":""player 3""}},{""text"":""two squirrels, two rabbits"",""likes"":{},""time"":1713806119942,""round"":10,""recipient"":""01HW3C78P6PB8ZCR3G55511GKP"",""sender"":{""id"":""01HW3CAK762YQFDSY2K7KQKQWW"",""name"":""player 3""}},{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713806117940,""round"":10,""recipient"":""01HW3CCQMKGA0ZNVQ0K46FFDHD"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}},{""text"":""two squirrels, two rabbits"",""likes"":{},""time"":1713806158257,""round"":11,""recipient"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""sender"":{""id"":""01HW3CAK762YQFDSY2K7KQKQWW"",""name"":""player 3""}},{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713806158153,""round"":11,""recipient"":""01HW3C78P6PB8ZCR3G55511GKP"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}},{""text"":""two squirrels, two rabbits"",""likes"":{},""time"":1713806198889,""round"":12,""recipient"":""01HW3CCQMKGA0ZNVQ0K46FFDHD"",""sender"":{""id"":""01HW3CAK762YQFDSY2K7KQKQWW"",""name"":""player 3""}},{""text"":""1 squirrel 3 rabbits"",""likes"":{},""time"":1713806196313,""round"":12,""recipient"":""01HW3CAK762YQFDSY2K7KQKQWW"",""sender"":{""id"":""01HW3C8MMWN3X9FVBHJD3KSBFZ"",""name"":""player 2""}}]",2024-04-22T17:16:42.65431145Z,,2024-04-22T17:17:13.227955017Z,01HW3CBC0MJGTJ14TAT0ZK9X1W,2024-04-22T17:06:10.079922259Z,11,2024-04-22T17:08:08.640136881Z
