id,task,taskLastChangedAt,name,nameLastChangedAt,index,indexLastChangedAt,idx,idxLastChangedAt,gameID,gameIDLastChangedAt,start,startLastChangedAt,stageIndex,stageIndexLastChangedAt,batchID,batchIDLastChangedAt,ended,endedLastChangedAt
01HWBBHK3NA7A4BZVBCRKRHP98,Chat,2024-04-25T19:26:00.821104316Z,Round 10 / 12,2024-04-25T19:26:00.821104316Z,9,2024-04-25T19:26:00.821104316Z,10,2024-04-25T19:26:00.821104316Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:26:00.821104316Z,true,2024-04-25T19:34:48.390684555Z,2,2024-04-25T19:26:00.999253975Z,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:26:00.821104316Z,true,2024-04-25T19:35:45.973670336Z
01HWBBHK3PF4C0X59GS4HAKSHW,Chat,2024-04-25T19:26:00.822064976Z,Round 5 / 12,2024-04-25T19:26:00.822064976Z,4,2024-04-25T19:26:00.822064976Z,5,2024-04-25T19:26:00.822064976Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:26:00.822064976Z,true,2024-04-25T19:30:02.360761181Z,2,2024-04-25T19:26:01.002155565Z,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:26:00.822064976Z,true,2024-04-25T19:31:02.144494543Z
01HWBBHK3QDX6M3JGF29RX61KJ,Chat,2024-04-25T19:26:00.823310714Z,Round 7 / 12,2024-04-25T19:26:00.823310714Z,6,2024-04-25T19:26:00.823310714Z,7,2024-04-25T19:26:00.823310714Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:26:00.823310714Z,true,2024-04-25T19:32:02.425628947Z,2,2024-04-25T19:26:00.916502992Z,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:26:00.823310714Z,true,2024-04-25T19:32:55.504301026Z
01HWBBHK3RRHRHCH7W2ME76XB2,Chat,2024-04-25T19:26:00.824565356Z,Round 2 / 12,2024-04-25T19:26:00.824565356Z,1,2024-04-25T19:26:00.824565356Z,2,2024-04-25T19:26:00.824565356Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:26:00.824565356Z,true,2024-04-25T19:27:01.736662484Z,2,2024-04-25T19:26:00.916502992Z,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:26:00.824565356Z,true,2024-04-25T19:28:01.93268439Z
01HWBBHK3SWTQJ1MSMEDMBD8EJ,Chat,2024-04-25T19:26:00.825635382Z,Round 8 / 12,2024-04-25T19:26:00.825635382Z,7,2024-04-25T19:26:00.825635382Z,8,2024-04-25T19:26:00.825635382Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:26:00.825635382Z,true,2024-04-25T19:32:55.522514254Z,2,2024-04-25T19:26:00.9306953Z,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:26:00.825635382Z,true,2024-04-25T19:33:51.380847165Z
01HWBBHK3V05C04FJ7ZPS4NVTJ,Chat,2024-04-25T19:26:00.827397339Z,Round 12 / 12,2024-04-25T19:26:00.827397339Z,11,2024-04-25T19:26:00.827397339Z,12,2024-04-25T19:26:00.827397339Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:26:00.827397339Z,true,2024-04-25T19:36:37.347094573Z,2,2024-04-25T19:26:01.036630975Z,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:26:00.827397339Z,true,2024-04-25T19:37:34.402432339Z
01HWBBHK3W8QVEJKRMTKRW7E5Q,Chat,2024-04-25T19:26:00.828374904Z,Round 4 / 12,2024-04-25T19:26:00.828374904Z,3,2024-04-25T19:26:00.828374904Z,4,2024-04-25T19:26:00.828374904Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:26:00.828374904Z,true,2024-04-25T19:29:02.15206212Z,2,2024-04-25T19:26:01.032893157Z,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:26:00.828374904Z,true,2024-04-25T19:30:02.348163076Z
01HWBBHK3X0BJMQHHYEBBS0TXE,Chat,2024-04-25T19:26:00.829376914Z,Round 11 / 12,2024-04-25T19:26:00.829376914Z,10,2024-04-25T19:26:00.829376914Z,11,2024-04-25T19:26:00.829376914Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:26:00.829376914Z,true,2024-04-25T19:35:45.987917888Z,2,2024-04-25T19:26:01.032893157Z,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:26:00.829376914Z,true,2024-04-25T19:36:37.330053929Z
01HWBBHK3YJ04ER2GVFTFXYTQZ,Chat,2024-04-25T19:26:00.830493727Z,Round 6 / 12,2024-04-25T19:26:00.830493727Z,5,2024-04-25T19:26:00.830493727Z,6,2024-04-25T19:26:00.830493727Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:26:00.830493727Z,true,2024-04-25T19:31:02.17908165Z,2,2024-04-25T19:26:01.036630975Z,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:26:00.830493727Z,true,2024-04-25T19:32:02.408059458Z
01HWBBMREEQYYEX2TVXN6XW4N1,Chat,2024-04-25T19:27:44.591030677Z,Round 1 / 12,2024-04-25T19:27:44.591030677Z,0,2024-04-25T19:27:44.591030677Z,1,2024-04-25T19:27:44.591030677Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:27:44.591030677Z,true,2024-04-25T19:27:44.838007916Z,1,2024-04-25T19:27:44.698701768Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:27:44.591030677Z,true,2024-04-25T19:28:15.121983273Z
01HWBBMREGVYDEWCZZ9AWZ1YJM,Chat,2024-04-25T19:27:44.592353174Z,Round 7 / 12,2024-04-25T19:27:44.592353174Z,6,2024-04-25T19:27:44.592353174Z,7,2024-04-25T19:27:44.592353174Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:27:44.592353174Z,true,2024-04-25T19:30:04.720883491Z,1,2024-04-25T19:27:44.752994389Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:27:44.592353174Z,true,2024-04-25T19:30:17.902376371Z
01HWBBMREHZXQ5KA7XDMP8P2N0,Chat,2024-04-25T19:27:44.593175146Z,Round 5 / 12,2024-04-25T19:27:44.593175146Z,4,2024-04-25T19:27:44.593175146Z,5,2024-04-25T19:27:44.593175146Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:27:44.593175146Z,true,2024-04-25T19:29:21.761054001Z,1,2024-04-25T19:27:44.832863949Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:27:44.593175146Z,true,2024-04-25T19:29:34.574714468Z
01HWBBMREKY3V9GZDN3C2VD74T,Chat,2024-04-25T19:27:44.595831344Z,Round 8 / 12,2024-04-25T19:27:44.595831344Z,7,2024-04-25T19:27:44.595831344Z,8,2024-04-25T19:27:44.595831344Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:27:44.595831344Z,true,2024-04-25T19:30:17.914943814Z,1,2024-04-25T19:27:44.840873443Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:27:44.595831344Z,true,2024-04-25T19:30:39.761494883Z
01HWBBMRENNPNG5MFJNC8F2WKJ,Chat,2024-04-25T19:27:44.597056877Z,Round 6 / 12,2024-04-25T19:27:44.597056877Z,5,2024-04-25T19:27:44.597056877Z,6,2024-04-25T19:27:44.597056877Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:27:44.597056877Z,true,2024-04-25T19:29:34.584842935Z,1,2024-04-25T19:27:44.752994389Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:27:44.597056877Z,true,2024-04-25T19:30:04.706404153Z
01HWBBMREPE2KBGPJ0JRC8S2G7,Chat,2024-04-25T19:27:44.598425902Z,Round 2 / 12,2024-04-25T19:27:44.598425902Z,1,2024-04-25T19:27:44.598425902Z,2,2024-04-25T19:27:44.598425902Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:27:44.598425902Z,true,2024-04-25T19:28:15.133880225Z,1,2024-04-25T19:27:44.745730795Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:27:44.598425902Z,true,2024-04-25T19:28:31.972093415Z
01HWBBMRERVE8PZ1HN5JC4ERFB,Chat,2024-04-25T19:27:44.600142745Z,Round 3 / 12,2024-04-25T19:27:44.600142745Z,2,2024-04-25T19:27:44.600142745Z,3,2024-04-25T19:27:44.600142745Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:27:44.600142745Z,true,2024-04-25T19:28:31.982961589Z,1,2024-04-25T19:27:44.752994389Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:27:44.600142745Z,true,2024-04-25T19:28:54.788315684Z
01HWBBMRERVE8PZ1HN5ZTZNFM3,Chat,2024-04-25T19:27:44.600969094Z,Round 4 / 12,2024-04-25T19:27:44.600969094Z,3,2024-04-25T19:27:44.600969094Z,4,2024-04-25T19:27:44.600969094Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:27:44.600969094Z,true,2024-04-25T19:28:54.798277488Z,1,2024-04-25T19:27:44.752994389Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:27:44.600969094Z,true,2024-04-25T19:29:21.750290957Z
01HWBBMREVEX7Q0SJ4P56FJNJQ,Chat,2024-04-25T19:27:44.603483322Z,Round 10 / 12,2024-04-25T19:27:44.603483322Z,9,2024-04-25T19:27:44.603483322Z,10,2024-04-25T19:27:44.603483322Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:27:44.603483322Z,true,2024-04-25T19:30:54.244032912Z,1,2024-04-25T19:27:44.687411532Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:27:44.603483322Z,true,2024-04-25T19:31:14.385632375Z
01HWBBMREW32TCP0FZ9QEE3Z9T,Chat,2024-04-25T19:27:44.604503605Z,Round 11 / 12,2024-04-25T19:27:44.604503605Z,10,2024-04-25T19:27:44.604503605Z,11,2024-04-25T19:27:44.604503605Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:27:44.604503605Z,true,2024-04-25T19:31:14.406742747Z,1,2024-04-25T19:27:44.687411532Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:27:44.604503605Z,true,2024-04-25T19:31:24.293872966Z
01HWBBMREX5TKRY77D5J8W9AMM,Chat,2024-04-25T19:27:44.605616642Z,Round 12 / 12,2024-04-25T19:27:44.605616642Z,11,2024-04-25T19:27:44.605616642Z,12,2024-04-25T19:27:44.605616642Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:27:44.605616642Z,true,2024-04-25T19:31:24.307700337Z,1,2024-04-25T19:27:44.687411532Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:27:44.605616642Z,true,2024-04-25T19:31:38.537318979Z
01HWBBMREZX51KMQJ57AB96VVZ,Chat,2024-04-25T19:27:44.60716313Z,Round 9 / 12,2024-04-25T19:27:44.60716313Z,8,2024-04-25T19:27:44.60716313Z,9,2024-04-25T19:27:44.60716313Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:27:44.60716313Z,true,2024-04-25T19:30:39.771692878Z,1,2024-04-25T19:27:44.698701768Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:27:44.60716313Z,true,2024-04-25T19:30:54.22974578Z
01HWBBY5VR9V4JARPDA56ZNGW5,Chat,2024-04-25T19:32:53.240158851Z,Round 1 / 12,2024-04-25T19:32:53.240158851Z,0,2024-04-25T19:32:53.240158851Z,1,2024-04-25T19:32:53.240158851Z,01HWBBDTRBEF7YA4SAYZSD7XET,2024-04-25T19:32:53.240158851Z,true,2024-04-25T19:32:53.473696453Z,1,2024-04-25T19:32:53.347901186Z,01HWBBDTQR13PDZE5MX04YB18Q,2024-04-25T19:32:53.240158851Z,true,2024-04-25T19:33:23.79421177Z
01HWBBY5VT77Q1PJF6GZGS15DV,Chat,2024-04-25T19:32:53.242807032Z,Round 3 / 12,2024-04-25T19:32:53.242807032Z,2,2024-04-25T19:32:53.242807032Z,3,2024-04-25T19:32:53.242807032Z,01HWBBDTRBEF7YA4SAYZSD7XET,2024-04-25T19:32:53.242807032Z,true,2024-04-25T19:33:53.964698452Z,1,2024-04-25T19:32:53.384042067Z,01HWBBDTQR13PDZE5MX04YB18Q,2024-04-25T19:32:53.242807032Z,true,2024-04-25T19:34:24.06019556Z
01HWBBY5VVJ739SG4S86N4F1CX,Chat,2024-04-25T19:32:53.243779794Z,Round 5 / 12,2024-04-25T19:32:53.243779794Z,4,2024-04-25T19:32:53.243779794Z,5,2024-04-25T19:32:53.243779794Z,01HWBBDTRBEF7YA4SAYZSD7XET,2024-04-25T19:32:53.243779794Z,true,2024-04-25T19:34:54.179143275Z,1,2024-04-25T19:32:53.367419772Z,01HWBBDTQR13PDZE5MX04YB18Q,2024-04-25T19:32:53.243779794Z,true,2024-04-25T19:35:24.303975068Z
01HWBBY5VXNN53KPZBMQ77TA9V,Chat,2024-04-25T19:32:53.245582655Z,Round 6 / 12,2024-04-25T19:32:53.245582655Z,5,2024-04-25T19:32:53.245582655Z,6,2024-04-25T19:32:53.245582655Z,01HWBBDTRBEF7YA4SAYZSD7XET,2024-04-25T19:32:53.245582655Z,true,2024-04-25T19:35:24.317234866Z,1,2024-04-25T19:32:53.475574119Z,01HWBBDTQR13PDZE5MX04YB18Q,2024-04-25T19:32:53.245582655Z,true,2024-04-25T19:35:54.430829657Z
01HWBBY5VY9E20VW323BB0F6VS,Chat,2024-04-25T19:32:53.246542779Z,Round 2 / 12,2024-04-25T19:32:53.246542779Z,1,2024-04-25T19:32:53.246542779Z,2,2024-04-25T19:32:53.246542779Z,01HWBBDTRBEF7YA4SAYZSD7XET,2024-04-25T19:32:53.246542779Z,true,2024-04-25T19:33:23.807055348Z,1,2024-04-25T19:32:53.367419772Z,01HWBBDTQR13PDZE5MX04YB18Q,2024-04-25T19:32:53.246542779Z,true,2024-04-25T19:33:53.954305172Z
01HWBBY5VZGH0H3JGBZC1ZCWXB,Chat,2024-04-25T19:32:53.247885984Z,Round 4 / 12,2024-04-25T19:32:53.247885984Z,3,2024-04-25T19:32:53.247885984Z,4,2024-04-25T19:32:53.247885984Z,01HWBBDTRBEF7YA4SAYZSD7XET,2024-04-25T19:32:53.247885984Z,true,2024-04-25T19:34:24.07012366Z,1,2024-04-25T19:32:53.367419772Z,01HWBBDTQR13PDZE5MX04YB18Q,2024-04-25T19:32:53.247885984Z,true,2024-04-25T19:34:54.165793318Z
01HWBBY5W18GD9H8J4YAVJN2GM,Chat,2024-04-25T19:32:53.249754446Z,Round 7 / 12,2024-04-25T19:32:53.249754446Z,6,2024-04-25T19:32:53.249754446Z,7,2024-04-25T19:32:53.249754446Z,01HWBBDTRBEF7YA4SAYZSD7XET,2024-04-25T19:32:53.249754446Z,true,2024-04-25T19:35:54.444719647Z,1,2024-04-25T19:32:53.345242418Z,01HWBBDTQR13PDZE5MX04YB18Q,2024-04-25T19:32:53.249754446Z,true,2024-04-25T19:36:24.562844196Z
01HWBBY5W21CJJ25A3VCZ0DQB6,Chat,2024-04-25T19:32:53.250738855Z,Round 9 / 12,2024-04-25T19:32:53.250738855Z,8,2024-04-25T19:32:53.250738855Z,9,2024-04-25T19:32:53.250738855Z,01HWBBDTRBEF7YA4SAYZSD7XET,2024-04-25T19:32:53.250738855Z,true,2024-04-25T19:36:54.708738548Z,1,2024-04-25T19:32:53.484517635Z,01HWBBDTQR13PDZE5MX04YB18Q,2024-04-25T19:32:53.250738855Z,true,2024-04-25T19:37:24.866243144Z
01HWBBY5W35P303ZQCG5TCH1KF,Chat,2024-04-25T19:32:53.251780226Z,Round 8 / 12,2024-04-25T19:32:53.251780226Z,7,2024-04-25T19:32:53.251780226Z,8,2024-04-25T19:32:53.251780226Z,01HWBBDTRBEF7YA4SAYZSD7XET,2024-04-25T19:32:53.251780226Z,true,2024-04-25T19:36:24.5755158Z,1,2024-04-25T19:32:53.340742405Z,01HWBBDTQR13PDZE5MX04YB18Q,2024-04-25T19:32:53.251780226Z,true,2024-04-25T19:36:54.691259762Z
01HWBBY5W6DJ200AXJZATSNA4T,Chat,2024-04-25T19:32:53.254726114Z,Round 12 / 12,2024-04-25T19:32:53.254726114Z,11,2024-04-25T19:32:53.254726114Z,12,2024-04-25T19:32:53.254726114Z,01HWBBDTRBEF7YA4SAYZSD7XET,2024-04-25T19:32:53.254726114Z,true,2024-04-25T19:38:25.153467617Z,1,2024-04-25T19:32:53.49087044Z,01HWBBDTQR13PDZE5MX04YB18Q,2024-04-25T19:32:53.254726114Z,true,2024-04-25T19:38:55.258636979Z
01HWBBY5WHPJVBMFG9HFSGTAGS,Chat,2024-04-25T19:32:53.265335552Z,Round 11 / 12,2024-04-25T19:32:53.265335552Z,10,2024-04-25T19:32:53.265335552Z,11,2024-04-25T19:32:53.265335552Z,01HWBBDTRBEF7YA4SAYZSD7XET,2024-04-25T19:32:53.265335552Z,true,2024-04-25T19:37:55.022036236Z,1,2024-04-25T19:32:53.49087044Z,01HWBBDTQR13PDZE5MX04YB18Q,2024-04-25T19:32:53.265335552Z,true,2024-04-25T19:38:25.141500783Z
01HWBBY5WP8RNAH3G347RT0W2X,Chat,2024-04-25T19:32:53.270371321Z,Round 10 / 12,2024-04-25T19:32:53.270371321Z,9,2024-04-25T19:32:53.270371321Z,10,2024-04-25T19:32:53.270371321Z,01HWBBDTRBEF7YA4SAYZSD7XET,2024-04-25T19:32:53.270371321Z,true,2024-04-25T19:37:24.8794606Z,1,2024-04-25T19:32:53.49087044Z,01HWBBDTQR13PDZE5MX04YB18Q,2024-04-25T19:32:53.270371321Z,true,2024-04-25T19:37:55.009860999Z
