id,chat,chatLastChangedAt,treatment,treatmentLastChangedAt,ended,endedLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,status,statusLastChangedAt,start,startLastChangedAt,endedReason,endedReasonLastChangedAt,batchID,batchIDLastChangedAt,groupID,groupIDLastChangedAt,roundIndex,roundIndexLastChangedAt,treatmentName,treatmentNameLastChangedAt,stageID,stageIDLastChangedAt,messages,messagesLastChangedAt
01HWB9SVS34WVVX651QBHPKKY0,"{""text"":""I see two rabbits and a chipmunk"",""likes"":{},""time"":1714072133734,""round"":1,""recipient"":""01HWBA972AJ49NS7ZD8BF4DTCH"",""sender"":{""id"":""01HWBA5MRGQX7FHN61Y2K8FH83"",""name"":""player 1""}}",2024-04-25T19:08:53.449481954Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-25T18:55:34.691975717Z,true,2024-04-25T19:09:48.316090001Z,01HWBA8G7JX9RFZ3G6QGSRAX4C,2024-04-25T19:03:34.396251657Z,terminated,2024-04-25T19:09:48.109699847Z,true,2024-04-25T19:08:34.396926963Z,batch ended,2024-04-25T19:09:48.109699847Z,01HWB9SVREZ53JJBCFE6H2KTE8,2024-04-25T18:55:34.691975717Z,01HWB9SVTYGYX6D11BDFA510JP,2024-04-25T18:55:34.760521453Z,11,2024-04-25T19:08:34.57446224Z,rerun-interactive- 0.7,2024-04-25T18:55:34.691975717Z,,2024-04-25T19:09:48.316090001Z,"[{""text"":""I see 2 rabbits"",""likes"":{},""time"":1714072113182,""round"":1,""recipient"":""01HWBABXZMSNR5EBTHEF3JBER9"",""sender"":{""id"":""01HWBA972AJ49NS7ZD8BF4DTCH"",""name"":""player 3""}},{""text"":""I see two rabbits and a chipmunk"",""likes"":{},""time"":1714072133734,""round"":1,""recipient"":""01HWBA972AJ49NS7ZD8BF4DTCH"",""sender"":{""id"":""01HWBA5MRGQX7FHN61Y2K8FH83"",""name"":""player 1""}},{""text"":""Two rabbits and a chipmunk"",""likes"":{},""time"":1714072173509,""round"":2,""recipient"":""01HWBABKET37DZYJ7E3NHVVX2G"",""sender"":{""id"":""01HWBA5MRGQX7FHN61Y2K8FH83"",""name"":""player 1""}},{""text"":""2 rabbits"",""likes"":{},""time"":1714072160415,""round"":2,""recipient"":""01HWBAEJ2C51JGVCYQRZHD39Q6"",""sender"":{""id"":""01HWBA972AJ49NS7ZD8BF4DTCH"",""name"":""player 3""}}]",2024-04-25T19:09:34.443587174Z
01HWB9SVS4SMWJV23JC4ZSHMT9,"{""text"":""i see three rabbits and two squirrels"",""likes"":{},""time"":1714072139765,""round"":3,""recipient"":""01HWBACYHBBN6M2RNFT6RVDYME"",""sender"":{""id"":""01HWBA3A7V3YT5FS2XTCCE1P1T"",""name"":""player 1""}}",2024-04-25T19:08:59.900594606Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-25T18:55:34.692595349Z,true,2024-04-25T19:09:48.301654884Z,01HWBA61KVPK95K8ERKN5KCEK5,2024-04-25T19:02:13.892264012Z,terminated,2024-04-25T19:09:48.109699847Z,true,2024-04-25T19:07:13.895468449Z,batch ended,2024-04-25T19:09:48.109699847Z,01HWB9SVREZ53JJBCFE6H2KTE8,2024-04-25T18:55:34.692595349Z,01HWB9SVT61SHDF579CDQSN773,2024-04-25T18:55:34.732083698Z,11,2024-04-25T19:07:13.962102012Z,rerun-interactive- 0.7,2024-04-25T18:55:34.692595349Z,,2024-04-25T19:09:48.301654884Z,"[{""text"":""i see three rabbits and two squirrels"",""likes"":{},""time"":1714072046948,""round"":1,""recipient"":""01HWBACYHBBN6M2RNFT6RVDYME"",""sender"":{""id"":""01HWBA3A7V3YT5FS2XTCCE1P1T"",""name"":""player 1""}},{""text"":""i see three rabbits and two squirrels"",""likes"":{},""time"":1714072089329,""round"":2,""recipient"":""01HWBAAK6WPSQEHZQW9D1MKCCV"",""sender"":{""id"":""01HWBA3A7V3YT5FS2XTCCE1P1T"",""name"":""player 1""}},{""text"":""i see three rabbits and two squirrels"",""likes"":{},""time"":1714072139765,""round"":3,""recipient"":""01HWBACYHBBN6M2RNFT6RVDYME"",""sender"":{""id"":""01HWBA3A7V3YT5FS2XTCCE1P1T"",""name"":""player 1""}},{""text"":""i see three rabbits and two squirrels"",""likes"":{},""time"":1714072167396,""round"":4,""recipient"":""01HWBAAK6WPSQEHZQW9D1MKCCV"",""sender"":{""id"":""01HWBA3A7V3YT5FS2XTCCE1P1T"",""name"":""player 1""}}]",2024-04-25T19:09:27.538563209Z
01HWB9TEPYPEB5JFKTKR9Q8F01,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-25T18:55:54.07822616Z,false,2024-04-25T18:55:54.07822616Z,,,,,false,2024-04-25T18:55:54.07822616Z,,,01HWB9TEPHKXBYR99HYETYEF7N,2024-04-25T18:55:54.07822616Z,01HWB9TEQQ8ERYWC7QRCQ23CBJ,2024-04-25T18:55:54.110830682Z,,,rerun-slider- 0.3,2024-04-25T18:55:54.07822616Z,,,,
01HWB9TEQ0BB2HG05DYT7727A8,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-25T18:55:54.080072518Z,false,2024-04-25T18:55:54.080072518Z,,,,,false,2024-04-25T18:55:54.080072518Z,,,01HWB9TEPHKXBYR99HYETYEF7N,2024-04-25T18:55:54.080072518Z,01HWB9TEQ8YDYFT9VKZZWYNJXK,2024-04-25T18:55:54.095750573Z,,,rerun-slider- 0.3,2024-04-25T18:55:54.080072518Z,,,,
01HWB9WJEDVZQK46A6JW3N8WXT,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-25T18:57:03.437298789Z,false,2024-04-25T18:57:03.437298789Z,,,terminated,2024-04-25T19:09:59.003884055Z,false,2024-04-25T18:57:03.437298789Z,batch ended,2024-04-25T19:09:59.003884055Z,01HWB9WJE1Y0T7NB7H90YZP8C0,2024-04-25T18:57:03.437298789Z,01HWB9WJEP99Q10TD4SMG68RQP,2024-04-25T18:57:03.450369281Z,,,rerun-interactive- 0.7,2024-04-25T18:57:03.437298789Z,,,,
01HWB9X77MTXQ6W4YH9XZG7Y95,"{""text"":""I think the population is 4% rabbits"",""likes"":{},""time"":1714073324398,""round"":3,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}}",2024-04-25T19:28:43.772683642Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-25T18:57:24.724903416Z,true,2024-04-25T19:31:38.5538295Z,01HWBBH5WEBATNXKW34YF5HYF2,2024-04-25T19:25:47.287252055Z,ended,2024-04-25T19:31:38.565766758Z,true,2024-04-25T19:27:44.533198817Z,end of game,2024-04-25T19:31:38.565766758Z,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T18:57:24.724903416Z,01HWB9X77VAQH4TPQQHHGTY5EA,2024-04-25T18:57:24.734835917Z,11,2024-04-25T19:27:44.60180788Z,rerun-slider- 0.3,2024-04-25T18:57:24.724903416Z,,2024-04-25T19:31:38.5538295Z,"[{""text"":""I think the population is 5% rabbits"",""likes"":{},""time"":1714073288431,""round"":1,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 5% rabbits"",""likes"":{},""time"":1714073293579,""round"":1,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 5% rabbits"",""likes"":{},""time"":1714073311552,""round"":2,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 61% rabbits"",""likes"":{},""time"":1714073311679,""round"":2,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""name"":""player 3""}},{""text"":""I think the population is 5% rabbits"",""likes"":{},""time"":1714073311649,""round"":2,""recipient"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 21% rabbits"",""likes"":{},""time"":1714073311724,""round"":2,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBF8CZX669WEE4ERT37DMD"",""name"":""player 4""}},{""text"":""I think the population is 17% rabbits"",""likes"":{},""time"":1714073320541,""round"":3,""recipient"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""sender"":{""id"":""01HWBBF8CZX669WEE4ERT37DMD"",""name"":""player 4""}},{""text"":""I think the population is 4% rabbits"",""likes"":{},""time"":1714073321868,""round"":3,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 4% rabbits"",""likes"":{},""time"":1714073324398,""round"":3,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 17% rabbits"",""likes"":{},""time"":1714073325549,""round"":3,""recipient"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""sender"":{""id"":""01HWBBF8CZX669WEE4ERT37DMD"",""name"":""player 4""}},{""text"":""I think the population is 4% rabbits"",""likes"":{},""time"":1714073326565,""round"":3,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 4% rabbits"",""likes"":{},""time"":1714073328331,""round"":3,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 67% rabbits"",""likes"":{},""time"":1714073333077,""round"":3,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""name"":""player 3""}},{""text"":""I think the population is 28% rabbits"",""likes"":{},""time"":1714073335135,""round"":3,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 3% rabbits"",""likes"":{},""time"":1714073350178,""round"":4,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 63% rabbits"",""likes"":{},""time"":1714073351030,""round"":4,""recipient"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""sender"":{""id"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""name"":""player 3""}},{""text"":""I think the population is 9% rabbits"",""likes"":{},""time"":1714073352730,""round"":4,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 9% rabbits"",""likes"":{},""time"":1714073356438,""round"":4,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 9% rabbits"",""likes"":{},""time"":1714073359423,""round"":4,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 21% rabbits"",""likes"":{},""time"":1714073361609,""round"":4,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBF8CZX669WEE4ERT37DMD"",""name"":""player 4""}},{""text"":""I think the population is 36% rabbits"",""likes"":{},""time"":1714073371432,""round"":5,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""name"":""player 3""}},{""text"":""I think the population is 15% rabbits"",""likes"":{},""time"":1714073372125,""round"":5,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBF8CZX669WEE4ERT37DMD"",""name"":""player 4""}},{""text"":""I think the population is 4% rabbits"",""likes"":{},""time"":1714073375139,""round"":5,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 11% rabbits"",""likes"":{},""time"":1714073374938,""round"":5,""recipient"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 4% rabbits"",""likes"":{},""time"":1714073384887,""round"":6,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 32% rabbits"",""likes"":{},""time"":1714073386765,""round"":6,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""name"":""player 3""}},{""text"":""I think the population is 10% rabbits"",""likes"":{},""time"":1714073391931,""round"":6,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 10% rabbits"",""likes"":{},""time"":1714073394120,""round"":6,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 10% rabbits"",""likes"":{},""time"":1714073398467,""round"":6,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 10% rabbits"",""likes"":{},""time"":1714073403728,""round"":6,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 25% rabbits"",""likes"":{},""time"":1714073413757,""round"":7,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBF8CZX669WEE4ERT37DMD"",""name"":""player 4""}},{""text"":""I think the population is 27% rabbits"",""likes"":{},""time"":1714073415316,""round"":7,""recipient"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""sender"":{""id"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""name"":""player 3""}},{""text"":""I think the population is 4% rabbits"",""likes"":{},""time"":1714073415631,""round"":7,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 8% rabbits"",""likes"":{},""time"":1714073418258,""round"":7,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 3% rabbits"",""likes"":{},""time"":1714073427479,""round"":8,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 9% rabbits"",""likes"":{},""time"":1714073430095,""round"":8,""recipient"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 31% rabbits"",""likes"":{},""time"":1714073434205,""round"":8,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBF8CZX669WEE4ERT37DMD"",""name"":""player 4""}},{""text"":""I think the population is 20% rabbits"",""likes"":{},""time"":1714073440447,""round"":8,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""name"":""player 3""}},{""text"":""I think the population is 27% rabbits"",""likes"":{},""time"":1714073445182,""round"":9,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""name"":""player 3""}},{""text"":""I think the population is 5% rabbits"",""likes"":{},""time"":1714073448191,""round"":9,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 43% rabbits"",""likes"":{},""time"":1714073449355,""round"":9,""recipient"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""sender"":{""id"":""01HWBBF8CZX669WEE4ERT37DMD"",""name"":""player 4""}},{""text"":""I think the population is 10% rabbits"",""likes"":{},""time"":1714073454584,""round"":9,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 19% rabbits"",""likes"":{},""time"":1714073461978,""round"":10,""recipient"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""sender"":{""id"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""name"":""player 3""}},{""text"":""I think the population is 4% rabbits"",""likes"":{},""time"":1714073462273,""round"":10,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 11% rabbits"",""likes"":{},""time"":1714073466786,""round"":10,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 4% rabbits"",""likes"":{},""time"":1714073474974,""round"":10,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 33% rabbits"",""likes"":{},""time"":1714073474223,""round"":10,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBF8CZX669WEE4ERT37DMD"",""name"":""player 4""}},{""text"":""I think the population is 21% rabbits"",""likes"":{},""time"":1714073481509,""round"":11,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""name"":""player 3""}},{""text"":""I think the population is 5% rabbits"",""likes"":{},""time"":1714073482935,""round"":11,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 32% rabbits"",""likes"":{},""time"":1714073482404,""round"":11,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBF8CZX669WEE4ERT37DMD"",""name"":""player 4""}},{""text"":""I think the population is 11% rabbits"",""likes"":{},""time"":1714073484653,""round"":11,""recipient"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 23% rabbits"",""likes"":{},""time"":1714073491223,""round"":12,""recipient"":""01HWBBF8CZX669WEE4ERT37DMD"",""sender"":{""id"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""name"":""player 3""}},{""text"":""I think the population is 4% rabbits"",""likes"":{},""time"":1714073494799,""round"":12,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 10% rabbits"",""likes"":{},""time"":1714073498173,""round"":12,""recipient"":""01HWBBEYK5K9SCEWQVXWEZF22H"",""sender"":{""id"":""01HWBBE7X3Q0WJACAXWEBXS224"",""name"":""player 2""}},{""text"":""I think the population is 4% rabbits"",""likes"":{},""time"":1714073498964,""round"":12,""recipient"":""01HWBBE7X3Q0WJACAXWEBXS224"",""sender"":{""id"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""name"":""player 1""}},{""text"":""I think the population is 34% rabbits"",""likes"":{},""time"":1714073498390,""round"":12,""recipient"":""01HWBBD6ATGPDM6H8K3EZEWW6M"",""sender"":{""id"":""01HWBBF8CZX669WEE4ERT37DMD"",""name"":""player 4""}}]",2024-04-25T19:31:38.513542764Z
01HWBAKZG34EDAK3G3QTW1T8K8,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-25T19:09:50.467736123Z,true,2024-04-25T19:18:21.34449863Z,01HWBATKNR85B11BS2JYJTQ396,2024-04-25T19:13:27.743078554Z,terminated,2024-04-25T19:18:21.299346915Z,true,2024-04-25T19:18:13.866139971Z,batch ended,2024-04-25T19:18:21.299346915Z,01HWBAKZFVH8HRRC3K5Q1F6FV2,2024-04-25T19:09:50.467736123Z,01HWBAKZGA5HBYJH431D10NBDH,2024-04-25T19:09:50.477993488Z,11,2024-04-25T19:18:13.934504952Z,rerun-interactive- 0.7,2024-04-25T19:09:50.467736123Z,,2024-04-25T19:18:21.34449863Z,,
