id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,confidence,confidenceLastChangedAt,submit,submitLastChangedAt,guess,guessLastChangedAt
01HWBBN9F51MZPNJ14XYA6831A,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:28:02.021899178Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:28:02.021899178Z,01HWBBHK3JXEMVBXHC9QHD5DSQ,2024-04-25T19:28:02.021899178Z,01HWBBHK984AYMHCTNPN2FSM79,2024-04-25T19:28:02.021899178Z,01HWBBCW10WZ1JNZ5GN5N8K9S6,2024-04-25T19:28:02.021899178Z,,,,,,
01HWBBNNR8YEGTM1643G8K0E7G,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:28:14.600795003Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:28:14.600795003Z,01HWBBAX065CVGQGWK69TAZSD3,2024-04-25T19:28:14.600795003Z,01HWBBAX5X2VSF8HV5XH1T21WA,2024-04-25T19:28:14.600795003Z,01HWBB486NBD382Y1A3S4T5VKH,2024-04-25T19:28:14.600795003Z,,,,,,
01HWBBNNREJZHY4PKEKV9A8RPY,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:28:14.606485572Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:28:14.606485572Z,01HWBBAX065CVGQGWK69TAZSD3,2024-04-25T19:28:14.606485572Z,01HWBBAX5X2VSF8HV5XH1T21WA,2024-04-25T19:28:14.606485572Z,01HWBB4RR7JC615056BQWTD1RH,2024-04-25T19:28:14.606485572Z,,,,,,
01HWBBNNRPWM9EPE53Y10ND872,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:28:14.614879411Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:28:14.614879411Z,01HWBBAX065CVGQGWK69TAZSD3,2024-04-25T19:28:14.614879411Z,01HWBBAX5X2VSF8HV5XH1T21WA,2024-04-25T19:28:14.614879411Z,01HWBB5VECY2BRJCGJ72AKM6MQ,2024-04-25T19:28:14.614879411Z,,,,,,
01HWBBNNRXRBNC092D8CE5DCC8,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:28:14.621111658Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:28:14.621111658Z,01HWBBAX065CVGQGWK69TAZSD3,2024-04-25T19:28:14.621111658Z,01HWBBAX5X2VSF8HV5XH1T21WA,2024-04-25T19:28:14.621111658Z,01HWBB643CA5NSRTWFSMPK4S53,2024-04-25T19:28:14.621111658Z,,,,,,
01HWBBNPAMTG6QYVSTYAPZERCV,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:28:15.188826339Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:28:15.188826339Z,01HWBBMREPE2KBGPJ0JRC8S2G7,2024-04-25T19:28:15.188826339Z,01HWBBMRK88RB79MTJ2HQXVJG3,2024-04-25T19:28:15.188826339Z,01HWBBD6ATGPDM6H8K3EZEWW6M,2024-04-25T19:28:15.188826339Z,100,2024-04-25T19:28:30.925047345Z,true,2024-04-25T19:28:31.077753782Z,5,2024-04-25T19:28:30.922450227Z
01HWBBNPAVJ63D2PAHR6STBK36,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:28:15.195225445Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:28:15.195225445Z,01HWBBMREPE2KBGPJ0JRC8S2G7,2024-04-25T19:28:15.195225445Z,01HWBBMRK88RB79MTJ2HQXVJG3,2024-04-25T19:28:15.195225445Z,01HWBBE7X3Q0WJACAXWEBXS224,2024-04-25T19:28:15.195225445Z,100,2024-04-25T19:28:31.263206324Z,true,2024-04-25T19:28:31.261851551Z,5,2024-04-25T19:28:31.264343605Z
01HWBBNPB2N2BAT784XF8B7KJB,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:28:15.202536615Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:28:15.202536615Z,01HWBBMREPE2KBGPJ0JRC8S2G7,2024-04-25T19:28:15.202536615Z,01HWBBMRK88RB79MTJ2HQXVJG3,2024-04-25T19:28:15.202536615Z,01HWBBEYK5K9SCEWQVXWEZF22H,2024-04-25T19:28:15.202536615Z,61,2024-04-25T19:28:30.964360163Z,true,2024-04-25T19:28:31.003221926Z,61,2024-04-25T19:28:30.963266345Z
01HWBBNPB8WHK5MMJNJMM84Y5M,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:28:15.208853039Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:28:15.208853039Z,01HWBBMREPE2KBGPJ0JRC8S2G7,2024-04-25T19:28:15.208853039Z,01HWBBMRK88RB79MTJ2HQXVJG3,2024-04-25T19:28:15.208853039Z,01HWBBF8CZX669WEE4ERT37DMD,2024-04-25T19:28:15.208853039Z,100,2024-04-25T19:28:31.95245372Z,true,2024-04-25T19:28:31.947424557Z,21,2024-04-25T19:28:31.841463626Z
01HWBBP6RXT8NGQQRCMNE42VXX,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:28:32.029869827Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:28:32.029869827Z,01HWBBMRERVE8PZ1HN5JC4ERFB,2024-04-25T19:28:32.029869827Z,01HWBBMRKJ08SE6NSBQWYS0E06,2024-04-25T19:28:32.029869827Z,01HWBBD6ATGPDM6H8K3EZEWW6M,2024-04-25T19:28:32.029869827Z,100,2024-04-25T19:28:47.704333141Z,true,2024-04-25T19:28:47.708075514Z,4,2024-04-25T19:28:47.705296783Z
01HWBBP6S3G01K51684ESR2YX1,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:28:32.035714314Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:28:32.035714314Z,01HWBBMRERVE8PZ1HN5JC4ERFB,2024-04-25T19:28:32.035714314Z,01HWBBMRKJ08SE6NSBQWYS0E06,2024-04-25T19:28:32.035714314Z,01HWBBE7X3Q0WJACAXWEBXS224,2024-04-25T19:28:32.035714314Z,81,2024-04-25T19:28:54.75414768Z,true,2024-04-25T19:28:54.765907107Z,28,2024-04-25T19:28:54.757894201Z
01HWBBP6S8QEMV29GBSJA6E8A0,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:28:32.040838921Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:28:32.040838921Z,01HWBBMRERVE8PZ1HN5JC4ERFB,2024-04-25T19:28:32.040838921Z,01HWBBMRKJ08SE6NSBQWYS0E06,2024-04-25T19:28:32.040838921Z,01HWBBEYK5K9SCEWQVXWEZF22H,2024-04-25T19:28:32.040838921Z,68,2024-04-25T19:28:52.362930976Z,true,2024-04-25T19:28:52.367504578Z,67,2024-04-25T19:28:52.362022556Z
01HWBBP6SF6X90FSFMF6ZXNXYN,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:28:32.047266669Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:28:32.047266669Z,01HWBBMRERVE8PZ1HN5JC4ERFB,2024-04-25T19:28:32.047266669Z,01HWBBMRKJ08SE6NSBQWYS0E06,2024-04-25T19:28:32.047266669Z,01HWBBF8CZX669WEE4ERT37DMD,2024-04-25T19:28:32.047266669Z,100,2024-04-25T19:28:45.670391587Z,true,2024-04-25T19:28:45.673497038Z,17,2024-04-25T19:28:45.674276498Z
01HWBBP6TPKKM4CVNM1H5EGJSB,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:28:32.086313756Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:28:32.086313756Z,01HWBBHK3JXEMVBXHC9QHD5DSQ,2024-04-25T19:28:32.086313756Z,01HWBBHK99H0SNV3B6PD6XFYAC,2024-04-25T19:28:32.086313756Z,01HWBB6RNVBVZ5FYZ703VJ703B,2024-04-25T19:28:32.086313756Z,81,2024-04-25T19:28:51.742503152Z,true,2024-04-25T19:28:51.740682688Z,61,2024-04-25T19:28:51.743864917Z
01HWBBP6TW5ST0N9073XHAM7XZ,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:28:32.092247056Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:28:32.092247056Z,01HWBBHK3JXEMVBXHC9QHD5DSQ,2024-04-25T19:28:32.092247056Z,01HWBBHK99H0SNV3B6PD6XFYAC,2024-04-25T19:28:32.092247056Z,01HWBB71RK3APRVKY8GC2YRCYY,2024-04-25T19:28:32.092247056Z,,,,,,
01HWBBP6V11Q6K33P7BKYF0G7X,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:28:32.09738424Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:28:32.09738424Z,01HWBBHK3JXEMVBXHC9QHD5DSQ,2024-04-25T19:28:32.09738424Z,01HWBBHK99H0SNV3B6PD6XFYAC,2024-04-25T19:28:32.09738424Z,01HWBB7WR1AY6378C9S40HE1S6,2024-04-25T19:28:32.09738424Z,63,2024-04-25T19:28:50.029426652Z,true,2024-04-25T19:28:50.032812697Z,82,2024-04-25T19:28:50.031734277Z
01HWBBP6V6KQ4D4XK4V2YAJ77E,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:28:32.102944263Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:28:32.102944263Z,01HWBBHK3JXEMVBXHC9QHD5DSQ,2024-04-25T19:28:32.102944263Z,01HWBBHK99H0SNV3B6PD6XFYAC,2024-04-25T19:28:32.102944263Z,01HWBBCW10WZ1JNZ5GN5N8K9S6,2024-04-25T19:28:32.102944263Z,63,2024-04-25T19:28:41.850881464Z,true,2024-04-25T19:28:41.851776825Z,82,2024-04-25T19:28:41.848672535Z
01HWBBPK451TJDMYXVJ7WS9JQ3,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:28:44.677048002Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:28:44.677048002Z,01HWBBAX065CVGQGWK69TAZSD3,2024-04-25T19:28:44.677048002Z,01HWBBAX5X2VSF8HV5Y5D5HFY0,2024-04-25T19:28:44.677048002Z,01HWBB486NBD382Y1A3S4T5VKH,2024-04-25T19:28:44.677048002Z,73,2024-04-25T19:28:54.097990768Z,true,2024-04-25T19:28:54.096778637Z,76,2024-04-25T19:28:54.098855211Z
01HWBBPK4CF35V0RB51DE0NVG5,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:28:44.684683522Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:28:44.684683522Z,01HWBBAX065CVGQGWK69TAZSD3,2024-04-25T19:28:44.684683522Z,01HWBBAX5X2VSF8HV5Y5D5HFY0,2024-04-25T19:28:44.684683522Z,01HWBB4RR7JC615056BQWTD1RH,2024-04-25T19:28:44.684683522Z,84,2024-04-25T19:28:53.139672769Z,true,2024-04-25T19:28:53.138287603Z,86,2024-04-25T19:28:53.137344104Z
01HWBBPK4M4C5ZRV1Y1NFWNBAS,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:28:44.692111173Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:28:44.692111173Z,01HWBBAX065CVGQGWK69TAZSD3,2024-04-25T19:28:44.692111173Z,01HWBBAX5X2VSF8HV5Y5D5HFY0,2024-04-25T19:28:44.692111173Z,01HWBB5VECY2BRJCGJ72AKM6MQ,2024-04-25T19:28:44.692111173Z,73,2024-04-25T19:28:50.935199921Z,true,2024-04-25T19:28:50.936118752Z,82,2024-04-25T19:28:50.929914971Z
01HWBBPK4VJ8G66SVAGBDA9FRJ,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:28:44.699759808Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:28:44.699759808Z,01HWBBAX065CVGQGWK69TAZSD3,2024-04-25T19:28:44.699759808Z,01HWBBAX5X2VSF8HV5Y5D5HFY0,2024-04-25T19:28:44.699759808Z,01HWBB643CA5NSRTWFSMPK4S53,2024-04-25T19:28:44.699759808Z,100,2024-04-25T19:28:51.225305038Z,true,2024-04-25T19:28:51.230772409Z,78,2024-04-25T19:28:51.227891633Z
01HWBBPWD2XH1M7GKXEHPYJSDA,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:28:54.178458604Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:28:54.178458604Z,01HWBBAX065CVGQGWK6XMFGKZQ,2024-04-25T19:28:54.178458604Z,01HWBBAX84YTJVZ971VNYG3D6R,2024-04-25T19:28:54.178458604Z,01HWBB486NBD382Y1A3S4T5VKH,2024-04-25T19:28:54.178458604Z,,,,,,
01HWBBPWD732M31ZC456ZTQP2C,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:28:54.183850097Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:28:54.183850097Z,01HWBBAX065CVGQGWK6XMFGKZQ,2024-04-25T19:28:54.183850097Z,01HWBBAX84YTJVZ971VNYG3D6R,2024-04-25T19:28:54.183850097Z,01HWBB4RR7JC615056BQWTD1RH,2024-04-25T19:28:54.183850097Z,,,,,,
01HWBBPWDC5244DCT2EYSSPWER,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:28:54.188949315Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:28:54.188949315Z,01HWBBAX065CVGQGWK6XMFGKZQ,2024-04-25T19:28:54.188949315Z,01HWBBAX84YTJVZ971VNYG3D6R,2024-04-25T19:28:54.188949315Z,01HWBB5VECY2BRJCGJ72AKM6MQ,2024-04-25T19:28:54.188949315Z,,,,,,
01HWBBPWDHHWG7DK02BFRHFHWY,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:28:54.194007883Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:28:54.194007883Z,01HWBBAX065CVGQGWK6XMFGKZQ,2024-04-25T19:28:54.194007883Z,01HWBBAX84YTJVZ971VNYG3D6R,2024-04-25T19:28:54.194007883Z,01HWBB643CA5NSRTWFSMPK4S53,2024-04-25T19:28:54.194007883Z,,,,,,
01HWBBPX22F196DYVN1TZ277P4,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:28:54.85045803Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:28:54.85045803Z,01HWBBMRERVE8PZ1HN5ZTZNFM3,2024-04-25T19:28:54.85045803Z,01HWBBMRKDQAVVTE14FWNV5VWA,2024-04-25T19:28:54.85045803Z,01HWBBD6ATGPDM6H8K3EZEWW6M,2024-04-25T19:28:54.85045803Z,100,2024-04-25T19:29:09.551986685Z,true,2024-04-25T19:29:09.554218932Z,3,2024-04-25T19:29:09.550643769Z
01HWBBPX27YT6RWE6QM50D4AEE,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:28:54.855571472Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:28:54.855571472Z,01HWBBMRERVE8PZ1HN5ZTZNFM3,2024-04-25T19:28:54.855571472Z,01HWBBMRKDQAVVTE14FWNV5VWA,2024-04-25T19:28:54.855571472Z,01HWBBE7X3Q0WJACAXWEBXS224,2024-04-25T19:28:54.855571472Z,88,2024-04-25T19:29:19.054686726Z,true,2024-04-25T19:29:19.055438923Z,9,2024-04-25T19:29:19.049935891Z
01HWBBPX2CMDJQG09C47VDJNET,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:28:54.86097811Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:28:54.86097811Z,01HWBBMRERVE8PZ1HN5ZTZNFM3,2024-04-25T19:28:54.86097811Z,01HWBBMRKDQAVVTE14FWNV5VWA,2024-04-25T19:28:54.86097811Z,01HWBBEYK5K9SCEWQVXWEZF22H,2024-04-25T19:28:54.86097811Z,60,2024-04-25T19:29:10.316617832Z,true,2024-04-25T19:29:10.321413967Z,63,2024-04-25T19:29:10.315426596Z
01HWBBPX2JSTR35S3PRHMPX9DN,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:28:54.866576357Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:28:54.866576357Z,01HWBBMRERVE8PZ1HN5ZTZNFM3,2024-04-25T19:28:54.866576357Z,01HWBBMRKDQAVVTE14FWNV5VWA,2024-04-25T19:28:54.866576357Z,01HWBBF8CZX669WEE4ERT37DMD,2024-04-25T19:28:54.866576357Z,100,2024-04-25T19:29:21.732519433Z,true,2024-04-25T19:29:21.731446319Z,21,2024-04-25T19:29:21.725224734Z
01HWBBQ488EJR4Z5M2PTMSACQV,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:29:02.216495371Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:29:02.216495371Z,01HWBBHK3W8QVEJKRMTKRW7E5Q,2024-04-25T19:29:02.216495371Z,01HWBBHK9WWMJRC9Q68MX0VQZF,2024-04-25T19:29:02.216495371Z,01HWBB6RNVBVZ5FYZ703VJ703B,2024-04-25T19:29:02.216495371Z,,,,,,
01HWBBQ48DAG9CDHQH69Q1KZ0A,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:29:02.221111361Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:29:02.221111361Z,01HWBBHK3W8QVEJKRMTKRW7E5Q,2024-04-25T19:29:02.221111361Z,01HWBBHK9WWMJRC9Q68MX0VQZF,2024-04-25T19:29:02.221111361Z,01HWBB71RK3APRVKY8GC2YRCYY,2024-04-25T19:29:02.221111361Z,,,,,,
01HWBBQ48J1HS9HQBS65D8TC3R,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:29:02.229287723Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:29:02.229287723Z,01HWBBHK3W8QVEJKRMTKRW7E5Q,2024-04-25T19:29:02.229287723Z,01HWBBHK9WWMJRC9Q68MX0VQZF,2024-04-25T19:29:02.229287723Z,01HWBB7WR1AY6378C9S40HE1S6,2024-04-25T19:29:02.229287723Z,,,,,,
01HWBBQ48TN8D158P5WH62DPWV,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:29:02.234238987Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:29:02.234238987Z,01HWBBHK3W8QVEJKRMTKRW7E5Q,2024-04-25T19:29:02.234238987Z,01HWBBHK9WWMJRC9Q68MX0VQZF,2024-04-25T19:29:02.234238987Z,01HWBBCW10WZ1JNZ5GN5N8K9S6,2024-04-25T19:29:02.234238987Z,,,,,,
01HWBBQQCJM7TH20HHKN9ZR7M1,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:29:21.810199777Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:29:21.810199777Z,01HWBBMREHZXQ5KA7XDMP8P2N0,2024-04-25T19:29:21.810199777Z,01HWBBMRNYK5V9CTJ1V3XKBXM7,2024-04-25T19:29:21.810199777Z,01HWBBD6ATGPDM6H8K3EZEWW6M,2024-04-25T19:29:21.810199777Z,100,2024-04-25T19:29:34.511312046Z,true,2024-04-25T19:29:34.517179148Z,4,2024-04-25T19:29:34.512613809Z
01HWBBQQCQEVRWMA6EAC69S6CY,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:29:21.815212168Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:29:21.815212168Z,01HWBBMREHZXQ5KA7XDMP8P2N0,2024-04-25T19:29:21.815212168Z,01HWBBMRNYK5V9CTJ1V3XKBXM7,2024-04-25T19:29:21.815212168Z,01HWBBE7X3Q0WJACAXWEBXS224,2024-04-25T19:29:21.815212168Z,89,2024-04-25T19:29:34.552415899Z,true,2024-04-25T19:29:34.554056496Z,11,2024-04-25T19:29:34.555860335Z
01HWBBQQCWAGAWN333CVCYMFBM,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:29:21.820165705Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:29:21.820165705Z,01HWBBMREHZXQ5KA7XDMP8P2N0,2024-04-25T19:29:21.820165705Z,01HWBBMRNYK5V9CTJ1V3XKBXM7,2024-04-25T19:29:21.820165705Z,01HWBBEYK5K9SCEWQVXWEZF22H,2024-04-25T19:29:21.820165705Z,72,2024-04-25T19:29:30.718711534Z,true,2024-04-25T19:29:30.723532324Z,36,2024-04-25T19:29:30.715903126Z
01HWBBQQD1G4QYPFS51BYJRC6V,01HWB9X77BHAF0PXNWMS2FET0R,2024-04-25T19:29:21.825083147Z,01HWB9X77MTXQ6W4YH9XZG7Y95,2024-04-25T19:29:21.825083147Z,01HWBBMREHZXQ5KA7XDMP8P2N0,2024-04-25T19:29:21.825083147Z,01HWBBMRNYK5V9CTJ1V3XKBXM7,2024-04-25T19:29:21.825083147Z,01HWBBF8CZX669WEE4ERT37DMD,2024-04-25T19:29:21.825083147Z,100,2024-04-25T19:29:32.251459969Z,true,2024-04-25T19:29:32.253843424Z,15,2024-04-25T19:29:32.250357136Z
01HWBBQSRD7H9RQXHDCVDTEVDT,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:29:24.237451801Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:29:24.237451801Z,01HWBBAX065CVGQGWK6XMFGKZQ,2024-04-25T19:29:24.237451801Z,01HWBBAX8572YDNNNHHBCXFQ7B,2024-04-25T19:29:24.237451801Z,01HWBB486NBD382Y1A3S4T5VKH,2024-04-25T19:29:24.237451801Z,79,2024-04-25T19:29:32.601907631Z,true,2024-04-25T19:29:32.600225909Z,77,2024-04-25T19:29:32.603279Z
01HWBBQSRHFWVX0M7RTPSZSCEC,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:29:24.241624817Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:29:24.241624817Z,01HWBBAX065CVGQGWK6XMFGKZQ,2024-04-25T19:29:24.241624817Z,01HWBBAX8572YDNNNHHBCXFQ7B,2024-04-25T19:29:24.241624817Z,01HWBB4RR7JC615056BQWTD1RH,2024-04-25T19:29:24.241624817Z,84,2024-04-25T19:29:29.948363218Z,true,2024-04-25T19:29:29.949252694Z,82,2024-04-25T19:29:29.947226155Z
01HWBBQSRP1K4T20K0BV884YBE,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:29:24.246924932Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:29:24.246924932Z,01HWBBAX065CVGQGWK6XMFGKZQ,2024-04-25T19:29:24.246924932Z,01HWBBAX8572YDNNNHHBCXFQ7B,2024-04-25T19:29:24.246924932Z,01HWBB5VECY2BRJCGJ72AKM6MQ,2024-04-25T19:29:24.246924932Z,84,2024-04-25T19:29:32.826828647Z,true,2024-04-25T19:29:32.851880221Z,85,2024-04-25T19:29:32.822072788Z
01HWBBQSRVYNNWP0Q643R9WS8X,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:29:24.251487871Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:29:24.251487871Z,01HWBBAX065CVGQGWK6XMFGKZQ,2024-04-25T19:29:24.251487871Z,01HWBBAX8572YDNNNHHBCXFQ7B,2024-04-25T19:29:24.251487871Z,01HWBB643CA5NSRTWFSMPK4S53,2024-04-25T19:29:24.251487871Z,100,2024-04-25T19:29:30.847992329Z,true,2024-04-25T19:29:30.849967432Z,67,2024-04-25T19:29:30.844917597Z
01HWBBR1KZGEJXR8YJA8T7SA6E,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:29:32.28708423Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:29:32.28708423Z,01HWBBHK3W8QVEJKRMTKRW7E5Q,2024-04-25T19:29:32.28708423Z,01HWBBHK9XG82R1Q43BQFW6398,2024-04-25T19:29:32.28708423Z,01HWBB6RNVBVZ5FYZ703VJ703B,2024-04-25T19:29:32.28708423Z,78,2024-04-25T19:29:45.505691302Z,true,2024-04-25T19:29:45.501744886Z,74,2024-04-25T19:29:45.503494916Z
01HWBBR1M3ZJN8PXKRXZJFD287,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:29:32.292651443Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:29:32.292651443Z,01HWBBHK3W8QVEJKRMTKRW7E5Q,2024-04-25T19:29:32.292651443Z,01HWBBHK9XG82R1Q43BQFW6398,2024-04-25T19:29:32.292651443Z,01HWBB71RK3APRVKY8GC2YRCYY,2024-04-25T19:29:32.292651443Z,,,,,,
01HWBBR1M97A9V3Q5XAR18Z3BM,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:29:32.298023538Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:29:32.298023538Z,01HWBBHK3W8QVEJKRMTKRW7E5Q,2024-04-25T19:29:32.298023538Z,01HWBBHK9XG82R1Q43BQFW6398,2024-04-25T19:29:32.298023538Z,01HWBB7WR1AY6378C9S40HE1S6,2024-04-25T19:29:32.298023538Z,69,2024-04-25T19:29:59.403260246Z,true,2024-04-25T19:29:59.40167417Z,78,2024-04-25T19:29:59.404137058Z
01HWBBR1MEYM7SBQVYR29B5TEN,01HWBB57EGDNMN6EC7YYZSSCQC,2024-04-25T19:29:32.302904906Z,01HWBB57EX2MG7FVTY8VN66GR3,2024-04-25T19:29:32.302904906Z,01HWBBHK3W8QVEJKRMTKRW7E5Q,2024-04-25T19:29:32.302904906Z,01HWBBHK9XG82R1Q43BQFW6398,2024-04-25T19:29:32.302904906Z,01HWBBCW10WZ1JNZ5GN5N8K9S6,2024-04-25T19:29:32.302904906Z,79,2024-04-25T19:29:50.289297246Z,true,2024-04-25T19:29:50.288469822Z,79,2024-04-25T19:29:50.287376665Z
01HWBBR2892WT9ABAJJ48FFP7P,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:29:32.937799209Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:29:32.937799209Z,01HWBBAX07VZB0501Y3T2AV7WV,2024-04-25T19:29:32.937799209Z,01HWBBAX8AM55C1BDBTCA6FXKJ,2024-04-25T19:29:32.937799209Z,01HWBB486NBD382Y1A3S4T5VKH,2024-04-25T19:29:32.937799209Z,,,,,,
01HWBBR28FY2DPX71WTGZ4JATD,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:29:32.943700981Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:29:32.943700981Z,01HWBBAX07VZB0501Y3T2AV7WV,2024-04-25T19:29:32.943700981Z,01HWBBAX8AM55C1BDBTCA6FXKJ,2024-04-25T19:29:32.943700981Z,01HWBB4RR7JC615056BQWTD1RH,2024-04-25T19:29:32.943700981Z,,,,,,
01HWBBR28NTPNTC4CMKPG0XNC2,01HWBAVBVDNTD4Y2TYMH8R0C04,2024-04-25T19:29:32.949278137Z,01HWBAVBVSZ2A3HW69KXVP3RF4,2024-04-25T19:29:32.949278137Z,01HWBBAX07VZB0501Y3T2AV7WV,2024-04-25T19:29:32.949278137Z,01HWBBAX8AM55C1BDBTCA6FXKJ,2024-04-25T19:29:32.949278137Z,01HWBB5VECY2BRJCGJ72AKM6MQ,2024-04-25T19:29:32.949278137Z,,,,,,
