id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JGJ8SNTBHV3ZRF0NX1E9XVWJ,01JGJ7Q38M5BAPANAG3C1DAXJB,2025-01-02T01:06:37.515481004Z,30,2025-01-02T01:06:37.515481004Z,true,2025-01-02T01:13:32.609061158Z,01JGJ7Q38SSSW9T0GHA4JNYXNP,2025-01-02T01:06:37.515481004Z,1,2025-01-02T01:06:37.515481004Z,true,2025-01-02T01:13:05.353271634Z,observe,2025-01-02T01:06:37.515481004Z,01JGJ8SNNA51WEBFKCTD33DTZJ,2025-01-02T01:06:37.515481004Z,true,2025-01-02T01:13:05.333163708Z,true,2025-01-02T01:13:05.364576365Z,01JGJ8SNRG518A4AV0CTR5R575,2025-01-02T01:06:37.515481004Z
01JGJ9BGZHZQ9QSW5B92FAT056,01JGJ7Q1TDDCFSCSJJK08YWG8D,2025-01-02T01:16:22.385790848Z,30,2025-01-02T01:16:22.385790848Z,true,2025-01-02T01:19:29.994588237Z,01JGJ7Q1TKQHEXHB6FKQWS62NY,2025-01-02T01:16:22.385790848Z,1,2025-01-02T01:16:22.385790848Z,true,2025-01-02T01:19:02.542698831Z,observe,2025-01-02T01:16:22.385790848Z,01JGJ9BGY4N0Y0DZH7SX36AVQE,2025-01-02T01:16:22.385790848Z,true,2025-01-02T01:19:02.525265541Z,true,2025-01-02T01:19:02.551716239Z,01JGJ9BGZ65Y31J202TJY6XW02,2025-01-02T01:16:22.385790848Z
01JGJ9E67TV0803E9BTSP9S4YT,01JGJ91WNR8EKXWD9252M85KH6,2025-01-02T01:17:49.690539749Z,30,2025-01-02T01:17:49.690539749Z,false,2025-01-02T01:17:49.690539749Z,01JGJ91WNX5F13GKCWNVF2J9RJ,2025-01-02T01:17:49.690539749Z,1,2025-01-02T01:17:49.690539749Z,true,2025-01-02T01:22:35.483871724Z,observe,2025-01-02T01:17:49.690539749Z,01JGJ9E65EJ30RTE5B9Z8YVXZE,2025-01-02T01:17:49.690539749Z,true,2025-01-02T01:22:35.461795488Z,true,2025-01-02T01:22:35.496602016Z,01JGJ9E674BKPZYWT0Q692SC6G,2025-01-02T01:17:49.690539749Z
01JGJ9HSTWQF1F5STZAFD0XGSC,01JGJ91W6V8C9DH2MJ6H5G14S8,2025-01-02T01:19:48.060648643Z,30,2025-01-02T01:19:48.060648643Z,false,2025-01-02T01:19:48.060648643Z,01JGJ91W71P8SZ6D1PAER2PRBZ,2025-01-02T01:19:48.060648643Z,1,2025-01-02T01:19:48.060648643Z,,,observe,2025-01-02T01:19:48.060648643Z,01JGJ9HSS2BP9EP3CB47Q8J061,2025-01-02T01:19:48.060648643Z,false,2025-01-02T01:19:48.060648643Z,,,01JGJ9HST3S7CSBVTMYN8A2MV6,2025-01-02T01:19:48.060648643Z
01JGJ9P1BJH8RM4DP6RQKG9J0N,01JGJ91VJB96BD050J4248JZJ3,2025-01-02T01:22:06.834594364Z,30,2025-01-02T01:22:06.834594364Z,false,2025-01-02T01:22:06.834594364Z,01JGJ91VJH075JR7FCHZ0ZNBRG,2025-01-02T01:22:06.834594364Z,1,2025-01-02T01:22:06.834594364Z,,,observe,2025-01-02T01:22:06.834594364Z,01JGJ9P19RKQAS9AE1D4V8H5X0,2025-01-02T01:22:06.834594364Z,false,2025-01-02T01:22:06.834594364Z,,,01JGJ9P1B4WJHVBC0DQ0V0W3WX,2025-01-02T01:22:06.834594364Z
01JGJ8SNQPDV7JJ4GEM6R62Z34,01JGJ7Q38M5BAPANAG3C1DAXJB,2025-01-02T01:06:37.430042028Z,30,2025-01-02T01:06:37.430042028Z,true,2025-01-02T01:10:18.650246656Z,01JGJ7Q38SSSW9T0GHA4JNYXNP,2025-01-02T01:06:37.430042028Z,0,2025-01-02T01:06:37.430042028Z,true,2025-01-02T01:09:48.638229772Z,send,2025-01-02T01:06:37.430042028Z,01JGJ8SNNCEQRJ9J2XP1AT1M6F,2025-01-02T01:06:37.430042028Z,true,2025-01-02T01:09:48.620411856Z,true,2025-01-02T01:09:48.647802884Z,01JGJ8SNPNASPTVYPZ8NH5ERZQ,2025-01-02T01:06:37.430042028Z
01JGJ8SNQSV8E161BBGTJ23CWM,01JGJ7Q38M5BAPANAG3C1DAXJB,2025-01-02T01:06:37.434002797Z,30,2025-01-02T01:06:37.434002797Z,true,2025-01-02T01:09:32.139178376Z,01JGJ7Q38SSSW9T0GHA4JNYXNP,2025-01-02T01:06:37.434002797Z,0,2025-01-02T01:06:37.434002797Z,true,2025-01-02T01:09:02.129241009Z,send,2025-01-02T01:06:37.434002797Z,01JGJ8SNNA51WEBFKCSSDF2P3Z,2025-01-02T01:06:37.434002797Z,true,2025-01-02T01:09:02.112393318Z,true,2025-01-02T01:09:02.140555076Z,01JGJ8SNPNASPTVYPZ8P88HN4C,2025-01-02T01:06:37.434002797Z
01JGJ8SNQYMASHDJ0YHFPJAZDQ,01JGJ7Q38M5BAPANAG3C1DAXJB,2025-01-02T01:06:37.438220858Z,30,2025-01-02T01:06:37.438220858Z,true,2025-01-02T01:14:02.701380585Z,01JGJ7Q38SSSW9T0GHA4JNYXNP,2025-01-02T01:06:37.438220858Z,0,2025-01-02T01:06:37.438220858Z,true,2025-01-02T01:13:32.691220342Z,send,2025-01-02T01:06:37.438220858Z,01JGJ8SNNCEQRJ9J2XPM3W8A3C,2025-01-02T01:06:37.438220858Z,true,2025-01-02T01:13:32.662463645Z,true,2025-01-02T01:13:32.700646162Z,01JGJ8SNPQSNMVPH5KT73GWE0W,2025-01-02T01:06:37.438220858Z
01JGJ8SNTR1YZP5WC2TPZR6ZBS,01JGJ7Q38M5BAPANAG3C1DAXJB,2025-01-02T01:06:37.528023181Z,30,2025-01-02T01:06:37.528023181Z,true,2025-01-02T01:08:06.015546361Z,01JGJ7Q38SSSW9T0GHA4JNYXNP,2025-01-02T01:06:37.528023181Z,2,2025-01-02T01:06:37.528023181Z,true,2025-01-02T01:07:37.81316853Z,observe,2025-01-02T01:06:37.528023181Z,01JGJ8SNN5KWVQ3EPBJQ0HWT6E,2025-01-02T01:06:37.528023181Z,true,2025-01-02T01:07:37.792994992Z,true,2025-01-02T01:07:37.823894138Z,01JGJ8SNRHFW5WZ1E1V8SEWWJP,2025-01-02T01:06:37.528023181Z
01JGJ9HSYHV1NK5HK163EV9GJS,01JGJ91W6V8C9DH2MJ6H5G14S8,2025-01-02T01:19:48.177385873Z,30,2025-01-02T01:19:48.177385873Z,true,2025-01-02T01:20:18.3789102Z,01JGJ91W71P8SZ6D1PAER2PRBZ,2025-01-02T01:19:48.177385873Z,0,2025-01-02T01:19:48.177385873Z,true,2025-01-02T01:19:48.368213544Z,looking at your yard,2025-01-02T01:19:48.177385873Z,01JGJ9HSRZWCM9VEHER3ZHYFE2,2025-01-02T01:19:48.177385873Z,true,2025-01-02T01:19:48.344424376Z,true,2025-01-02T01:19:48.376185433Z,01JGJ9HST72D118FFX2VFM1E6P,2025-01-02T01:19:48.177385873Z
01JGJ8SNTF7F6RSFSGGBCFP47P,01JGJ7Q38M5BAPANAG3C1DAXJB,2025-01-02T01:06:37.519927588Z,30,2025-01-02T01:06:37.519927588Z,true,2025-01-02T01:08:36.088027467Z,01JGJ7Q38SSSW9T0GHA4JNYXNP,2025-01-02T01:06:37.519927588Z,0,2025-01-02T01:06:37.519927588Z,true,2025-01-02T01:08:06.077238653Z,send,2025-01-02T01:06:37.519927588Z,01JGJ8SNN6YNGVP15AJ4F613NQ,2025-01-02T01:06:37.519927588Z,true,2025-01-02T01:08:06.059957668Z,true,2025-01-02T01:08:06.085987946Z,01JGJ8SNPBF6333JS9QK6V9CY5,2025-01-02T01:06:37.519927588Z
01JGJ9BH2FCP78FVWKE6HXC7D1,01JGJ7Q1TDDCFSCSJJK08YWG8D,2025-01-02T01:16:22.479240343Z,30,2025-01-02T01:16:22.479240343Z,true,2025-01-02T01:16:52.687301952Z,01JGJ7Q1TKQHEXHB6FKQWS62NY,2025-01-02T01:16:22.479240343Z,0,2025-01-02T01:16:22.479240343Z,true,2025-01-02T01:16:22.673022171Z,looking at your yard,2025-01-02T01:16:22.479240343Z,01JGJ9BGY16AQVRZXYNNMYR14E,2025-01-02T01:16:22.479240343Z,true,2025-01-02T01:16:22.649232553Z,true,2025-01-02T01:16:22.685866792Z,01JGJ9BGZ9E9CQWQNFMFQPZGCD,2025-01-02T01:16:22.479240343Z
01JGJ9E6AABCS3X0HV3KJZMX12,01JGJ91WNR8EKXWD9252M85KH6,2025-01-02T01:17:49.771022584Z,30,2025-01-02T01:17:49.771022584Z,false,2025-01-02T01:17:49.771022584Z,01JGJ91WNX5F13GKCWNVF2J9RJ,2025-01-02T01:17:49.771022584Z,0,2025-01-02T01:17:49.771022584Z,,,send,2025-01-02T01:17:49.771022584Z,01JGJ9E65J9G6ZK4JHY1VGSMT0,2025-01-02T01:17:49.771022584Z,false,2025-01-02T01:17:49.771022584Z,,,01JGJ9E66R1BTTBDS5PKJTADTG,2025-01-02T01:17:49.771022584Z
01JGJ9P1E0RM03JCV3N0P088Z7,01JGJ91VJB96BD050J4248JZJ3,2025-01-02T01:22:06.912056718Z,30,2025-01-02T01:22:06.912056718Z,false,2025-01-02T01:22:06.912056718Z,01JGJ91VJH075JR7FCHZ0ZNBRG,2025-01-02T01:22:06.912056718Z,0,2025-01-02T01:22:06.912056718Z,,,send,2025-01-02T01:22:06.912056718Z,01JGJ9P1A02A79AQ3ZD7AANKEK,2025-01-02T01:22:06.912056718Z,false,2025-01-02T01:22:06.912056718Z,,,01JGJ9P1ATR881DBE4HNGJ2WB2,2025-01-02T01:22:06.912056718Z
01JGJ9BH1851S1Y7C43N4SWXD8,01JGJ7Q1TDDCFSCSJJK08YWG8D,2025-01-02T01:16:22.440741944Z,30,2025-01-02T01:16:22.440741944Z,false,2025-01-02T01:16:22.440741944Z,01JGJ7Q1TKQHEXHB6FKQWS62NY,2025-01-02T01:16:22.440741944Z,0,2025-01-02T01:16:22.440741944Z,,,send,2025-01-02T01:16:22.440741944Z,01JGJ9BGY3GSVE7KTASJPASGEP,2025-01-02T01:16:22.440741944Z,false,2025-01-02T01:16:22.440741944Z,,,01JGJ9BGZSW5B299SWMGTMEBZN,2025-01-02T01:16:22.440741944Z
01JGJ9E66KKQG0DX964E2TTCNM,01JGJ91WNR8EKXWD9252M85KH6,2025-01-02T01:17:49.651523276Z,30,2025-01-02T01:17:49.651523276Z,false,2025-01-02T01:17:49.651523276Z,01JGJ91WNX5F13GKCWNVF2J9RJ,2025-01-02T01:17:49.651523276Z,1,2025-01-02T01:17:49.651523276Z,,,observe,2025-01-02T01:17:49.651523276Z,01JGJ9E65GAXVC12TB0VBP7NQ8,2025-01-02T01:17:49.651523276Z,false,2025-01-02T01:17:49.651523276Z,,,01JGJ9E66AHP2SG6PJSPHPGSFD,2025-01-02T01:17:49.651523276Z
01JGJ9E67M0WENA4VHBCNYX2Q5,01JGJ91WNR8EKXWD9252M85KH6,2025-01-02T01:17:49.684664401Z,30,2025-01-02T01:17:49.684664401Z,true,2025-01-02T01:21:11.239251086Z,01JGJ91WNX5F13GKCWNVF2J9RJ,2025-01-02T01:17:49.684664401Z,1,2025-01-02T01:17:49.684664401Z,true,2025-01-02T01:20:50.229283021Z,observe,2025-01-02T01:17:49.684664401Z,01JGJ9E65DBDGAQEGZ5V0PYFA2,2025-01-02T01:17:49.684664401Z,true,2025-01-02T01:20:50.209156809Z,true,2025-01-02T01:20:50.238167487Z,01JGJ9E66TEFXE3S51AWA9WF7E,2025-01-02T01:17:49.684664401Z
