id,config,configLastChangedAt,status,statusLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,initialized,initializedLastChangedAt,endedReason,endedReasonLastChangedAt
01HW6F533EY65ZQS66RTSVWNM1,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T21:52:53.3583623Z,ended,2024-04-23T22:50:23.939753476Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T21:52:53.3583623Z,true,2024-04-23T21:52:53.367342038Z,all games finished,2024-04-23T22:50:23.939753476Z
01HW6F53QPE7XMX65NBKNBX5XA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T21:52:54.006643749Z,ended,2024-04-23T22:48:55.94911516Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T21:52:54.006643749Z,true,2024-04-23T21:52:54.012732395Z,all games finished,2024-04-23T22:48:55.94911516Z
01HW6F54CQ3NJ67A0DFSGE6EGN,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T21:52:54.679343442Z,ended,2024-04-23T22:41:44.235007693Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T21:52:54.679343442Z,true,2024-04-23T21:52:54.687241618Z,all games finished,2024-04-23T22:41:44.235007693Z
01HW6F551QHR2QKMR5EN925PPA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T21:52:55.351856668Z,ended,2024-04-23T22:40:30.229619732Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T21:52:55.351856668Z,true,2024-04-23T21:52:55.358263177Z,all games finished,2024-04-23T22:40:30.229619732Z
01HW6F55Q2MQN1DSFYE0PS68FA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T21:52:56.03456459Z,ended,2024-04-23T22:36:06.37055823Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T21:52:56.03456459Z,true,2024-04-23T21:52:56.041148108Z,all games finished,2024-04-23T22:36:06.37055823Z
01HW6F56BN3Y1B0JKW2NZTG27P,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T21:52:56.693818331Z,ended,2024-04-23T22:34:54.534717626Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T21:52:56.693818331Z,true,2024-04-23T21:52:56.699698456Z,all games finished,2024-04-23T22:34:54.534717626Z
01HW6F572YWGSABS4SQNYM6TX4,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T21:52:57.438226226Z,ended,2024-04-23T22:30:39.143622841Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T21:52:57.438226226Z,true,2024-04-23T21:52:57.448273039Z,all games finished,2024-04-23T22:30:39.143622841Z
01HW6F57QPE2T6T5TAW0D0X5C9,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T21:52:58.102419771Z,ended,2024-04-23T22:29:02.76797288Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T21:52:58.102419771Z,true,2024-04-23T21:52:58.109660986Z,all games finished,2024-04-23T22:29:02.76797288Z
01HW6F58JPAG9RYXCWV7GRKYQB,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T21:52:58.966660831Z,ended,2024-04-23T22:27:46.982981902Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T21:52:58.966660831Z,true,2024-04-23T21:52:58.973111792Z,all games finished,2024-04-23T22:27:46.982981902Z
01HW6F599KGC5NRFXCDVVZX845,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T21:52:59.699698126Z,ended,2024-04-23T22:20:54.641300281Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T21:52:59.699698126Z,true,2024-04-23T21:52:59.706694559Z,all games finished,2024-04-23T22:20:54.641300281Z
01HW6F59ZF307EV6Q8E1CWQJTW,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T21:53:00.399744711Z,ended,2024-04-23T22:15:36.73474617Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T21:53:00.399744711Z,true,2024-04-23T21:53:00.408856484Z,all games finished,2024-04-23T22:15:36.73474617Z
01HW6H9Z2QKVGPEQ6K2E1TXS4Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T22:30:30.232049463Z,ended,2024-04-23T22:44:36.089224573Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:30:30.232049463Z,true,2024-04-23T22:30:30.281155866Z,all games finished,2024-04-23T22:44:36.089224573Z
01HW6HBPR4RQRR7YTQ8EMAPG5W,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T22:31:27.236372107Z,ended,2024-04-23T22:44:27.38969398Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:31:27.236372107Z,true,2024-04-23T22:31:27.258775221Z,all games finished,2024-04-23T22:44:27.38969398Z
01HW6HQNTFJC9E7VZNKAHHTJKJ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T22:37:59.503649871Z,ended,2024-04-23T22:50:43.141204543Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:37:59.503649871Z,true,2024-04-23T22:37:59.523045751Z,all games finished,2024-04-23T22:50:43.141204543Z
01HW6J8B421FRYZFC9GVJHA0Q1,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T22:47:05.603035263Z,ended,2024-04-23T23:01:43.00046875Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:47:05.603035263Z,true,2024-04-23T22:47:05.71186113Z,all games finished,2024-04-23T23:01:43.00046875Z
01HW6J8CY7K3PFP2G1T65172RG,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T22:47:07.463785728Z,ended,2024-04-23T23:01:40.086269821Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:47:07.463785728Z,true,2024-04-23T22:47:07.516575024Z,all games finished,2024-04-23T23:01:40.086269821Z
01HW6JJETTNF7SD7X1R6ESQP8E,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:52:37.082203762Z,ended,2024-04-23T23:09:58.192388593Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:52:37.082203762Z,true,2024-04-23T22:52:37.295042034Z,all games finished,2024-04-23T23:09:58.192388593Z
01HW6JM3JBQAWEH9ETG2QDYWMB,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:31.083236038Z,created,2024-04-23T22:53:31.083236038Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:31.083236038Z,true,2024-04-23T22:53:31.168978098Z,,
01HW6JM58NSQ8QSXD185YDTXQZ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:32.821262943Z,created,2024-04-23T22:53:32.821262943Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:32.821262943Z,true,2024-04-23T22:53:32.87154762Z,,
01HW6JM624HHB903YG81Y1TKKZ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:33.63696413Z,created,2024-04-23T22:53:33.63696413Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:33.63696413Z,true,2024-04-23T22:53:33.772011343Z,,
01HW6JM6XPJ7DX8NG17JH89K0N,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:34.518345802Z,created,2024-04-23T22:53:34.518345802Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:34.518345802Z,true,2024-04-23T22:53:34.630979146Z,,
01HW6JM7P8J1MJQ8S51JAYQX4X,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:35.304893109Z,created,2024-04-23T22:53:35.304893109Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:35.304893109Z,true,2024-04-23T22:53:35.412886604Z,,
01HW6JM8ETM3QD1GHBFJBKWPRM,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:36.090071973Z,created,2024-04-23T22:53:36.090071973Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:36.090071973Z,true,2024-04-23T22:53:36.21957631Z,,
01HW6JM96BKBG471ARHFNYC0XC,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:36.843738215Z,created,2024-04-23T22:53:36.843738215Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:36.843738215Z,true,2024-04-23T22:53:36.947178992Z,,
01HW6JM9XFPBG4E1R3KGD1DR49,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:37.583979104Z,created,2024-04-23T22:53:37.583979104Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:37.583979104Z,true,2024-04-23T22:53:37.830359367Z,,
01HW6JMAP7DHTN2TVD9XV0VFW8,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:38.375319633Z,running,2024-04-23T23:25:24.247617848Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:38.375319633Z,true,2024-04-23T22:53:38.603848988Z,,
01HW6JMBGM8RVA3666S0JT0GES,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:39.220552961Z,running,2024-04-23T23:24:10.718465567Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:39.220552961Z,true,2024-04-23T22:53:39.726885891Z,,
01HW6JMCGN6JK405EBJS2RCW2B,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:40.245346872Z,running,2024-04-23T23:22:51.727660236Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:40.245346872Z,true,2024-04-23T22:53:40.489137675Z,,
01HW6JMD20581RQ3TGG9ZSXG7G,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:40.800721282Z,running,2024-04-23T23:21:44.375052773Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:40.800721282Z,true,2024-04-23T22:53:41.393618244Z,,
01HW6JMEBATVN73XCA8RGXZX6H,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:42.122906825Z,running,2024-04-23T23:18:51.483190183Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:42.122906825Z,true,2024-04-23T22:53:43.104125747Z,,
01HW6JMFNFYWE1S13PR7ZJS6JV,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:43.47194725Z,running,2024-04-23T23:14:14.078614689Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:43.47194725Z,true,2024-04-23T22:53:44.188054669Z,,
01HW6JMFWP7CJ9D07B37DP17VK,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:43.702538286Z,running,2024-04-23T23:13:08.726613598Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:43.702538286Z,true,2024-04-23T22:53:44.844996733Z,,
01HW6JMGKTG6X3MY958TE9F7CE,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:44.442780676Z,running,2024-04-23T23:08:54.633471529Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:44.442780676Z,true,2024-04-23T22:53:45.201053545Z,,
01HW6JMHHFJS67T32XGYY52TPG,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:45.391094575Z,running,2024-04-23T23:06:31.474470845Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:45.391094575Z,true,2024-04-23T22:53:46.246361345Z,,
01HW6JMJGJK3NF01HT3C878NG9,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:46.386818329Z,ended,2024-04-23T23:19:55.495675479Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:46.386818329Z,true,2024-04-23T22:53:47.177678161Z,all games finished,2024-04-23T23:19:55.495675479Z
01HW6JMJXB711V8KAYJQPKDJC7,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:46.795727638Z,ended,2024-04-23T23:19:19.798973913Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:46.795727638Z,true,2024-04-23T22:53:47.701419702Z,all games finished,2024-04-23T23:19:19.798973913Z
01HW6JMKJPFM1JM5FAYXJRRQW0,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.7"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-23T22:53:47.479005569Z,ended,2024-04-23T23:11:08.857482066Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:47.479005569Z,true,2024-04-23T22:53:48.165678333Z,all games finished,2024-04-23T23:11:08.857482066Z
01HW6JMN7K1DPPMKY8CP68QQBM,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-unidirectional- 0.3"",""factors"":{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":1}]}}",2024-04-23T22:53:49.171410365Z,terminated,2024-04-23T22:54:16.563542907Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-23T22:53:49.171410365Z,true,2024-04-23T22:53:49.664264681Z,,
