id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,messages,messagesLastChangedAt,roundIndex,roundIndexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JD3E7JJ890A3ER4YTHP6WDP8,01JD3E7JHPRTB40HWDQ4DKMJ18,2024-11-20T00:05:53.864975257Z,"[{""text"":""there is one rabbit in my view"",""time"":1732061102046,""round"":1,""recipient"":""01JD3EH9AXA1GP58DYVFN509YQ"",""sender"":{""id"":""01JD3E74M8EM8Q31E9M1GCRJZE"",""name"":""player 2"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JD3E74M8EM8Q31E9M1GCRJZE""}},{""text"":""7 rabbit 4 squirrel"",""time"":1732061696404,""round"":1,""recipient"":""01JD3E6S5964NVP74CC3VSSXQ9"",""sender"":{""id"":""01JD3E83DMDTGE82BNAMBYC1AX"",""name"":""player 3"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JD3E83DMDTGE82BNAMBYC1AX""}},{""text"":""Got 1 squirrel and 7 rabbits"",""time"":1732061697091,""round"":1,""recipient"":""01JD3E74M8EM8Q31E9M1GCRJZE"",""sender"":{""id"":""01JD3EH9AXA1GP58DYVFN509YQ"",""name"":""player 4"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JD3EH9AXA1GP58DYVFN509YQ""}}]",2024-11-20T00:14:57.479125812Z,true,2024-11-20T00:15:20.357356476Z,batch ended,2024-11-20T00:15:20.305525006Z,01JD3E7JJGECX095YM4RW3Q8DT,2024-11-20T00:05:53.879129983Z,01JD3EMDDMQRRNNDR4XTTX1DNB,2024-11-20T00:12:54.587126832Z,"[{""text"":""there is one rabbit in my view"",""time"":1732061102046,""round"":1,""recipient"":""01JD3EH9AXA1GP58DYVFN509YQ"",""sender"":{""id"":""01JD3E74M8EM8Q31E9M1GCRJZE"",""name"":""player 2"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JD3E74M8EM8Q31E9M1GCRJZE""}},{""text"":""7 rabbit 4 squirrel"",""time"":1732061696404,""round"":1,""recipient"":""01JD3E6S5964NVP74CC3VSSXQ9"",""sender"":{""id"":""01JD3E83DMDTGE82BNAMBYC1AX"",""name"":""player 3"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JD3E83DMDTGE82BNAMBYC1AX""}},{""text"":""Got 1 squirrel and 7 rabbits"",""time"":1732061697091,""round"":1,""recipient"":""01JD3E74M8EM8Q31E9M1GCRJZE"",""sender"":{""id"":""01JD3EH9AXA1GP58DYVFN509YQ"",""name"":""player 4"",""avatar"":""https://api.dicebear.com/9.x/personas/svg?seed=01JD3EH9AXA1GP58DYVFN509YQ""}}]",2024-11-20T00:14:57.471698826Z,7,2024-11-20T00:14:11.079016014Z,null,2024-11-20T00:15:20.357356476Z,true,2024-11-20T00:14:10.915918925Z,terminated,2024-11-20T00:15:20.305525006Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""sliderDirection"":""RabbitsSquirrels""}",2024-11-20T00:05:53.864975257Z,RS_interactive,2024-11-20T00:05:53.864975257Z
