id,chat,chatLastChangedAt,batchID,batchIDLastChangedAt,endedReason,endedReasonLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,status,statusLastChangedAt,roundIndex,roundIndexLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,stageID,stageIDLastChangedAt,messages,messagesLastChangedAt,ended,endedLastChangedAt,start,startLastChangedAt
01HW6F4SV5T59TVJ0P6P9RJCGM,"{""text"":""2 squirrel 1 rabbit"",""likes"":{},""time"":1713913090857,""round"":5,""recipient"":""01HW6J16M0533C2WRFMSVC2VJT"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}}",2024-04-23T22:58:11.199716086Z,01HW6F4STBT3DTMXVQT70G0M5T,2024-04-23T21:52:43.877576649Z,end of game,2024-04-23T23:06:01.559197342Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T21:52:43.877576649Z,rerun-unidirectional- 0.3,2024-04-23T21:52:43.877576649Z,ended,2024-04-23T23:06:01.559197342Z,11,2024-04-23T22:52:54.738973882Z,01HW6F4SVK52DYTHMNE0DBVXN9,2024-04-23T21:52:43.897189938Z,01HW6JHV1GA70CVQBH5WKAT1NX,2024-04-23T22:52:16.824281972Z,,2024-04-23T23:06:01.096183759Z,"[{""text"":""one rabbit"",""likes"":{},""time"":1713912796862,""round"":1,""recipient"":""01HW6J16M0533C2WRFMSVC2VJT"",""sender"":{""id"":""01HW6J9MGK91AY68KK67GEJAKE"",""name"":""player 3""}},{""text"":""I see 2 squirrel and 1 rabbit"",""likes"":{},""time"":1713912808493,""round"":1,""recipient"":""01HW6JDSQ227WNQN827TY2P4X9"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}},{""text"":""2 squirrels"",""likes"":{},""time"":1713912809848,""round"":1,""recipient"":""01HW6J16M0533C2WRFMSVC2VJT"",""sender"":{""id"":""01HW6J9MGK91AY68KK67GEJAKE"",""name"":""player 3""}},{""text"":""4 squirrels 2 rabbits"",""likes"":{},""time"":1713912821754,""round"":1,""recipient"":""01HW6J9MGK91AY68KK67GEJAKE"",""sender"":{""id"":""01HW6J16M0533C2WRFMSVC2VJT"",""name"":""player 1""}},{""text"":""6 sqirrells 2 rabbits"",""likes"":{},""time"":1713912816276,""round"":1,""recipient"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""sender"":{""id"":""01HW6JDSQ227WNQN827TY2P4X9"",""name"":""player 4""}},{""text"":""2 squirrel, 1 rabbit"",""likes"":{},""time"":1713912869058,""round"":2,""recipient"":""01HW6J16M0533C2WRFMSVC2VJT"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}},{""text"":""4 squirrels 2 rabbits"",""likes"":{},""time"":1713912882096,""round"":2,""recipient"":""01HW6JDSQ227WNQN827TY2P4X9"",""sender"":{""id"":""01HW6J16M0533C2WRFMSVC2VJT"",""name"":""player 1""}},{""text"":""6 sqirrels 2 rabits"",""likes"":{},""time"":1713912878292,""round"":2,""recipient"":""01HW6J9MGK91AY68KK67GEJAKE"",""sender"":{""id"":""01HW6JDSQ227WNQN827TY2P4X9"",""name"":""player 4""}},{""text"":""2 squirrel, 1 rabbit"",""likes"":{},""time"":1713912936490,""round"":3,""recipient"":""01HW6J9MGK91AY68KK67GEJAKE"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}},{""text"":""6 squirells 2 rabbits"",""likes"":{},""time"":1713912945153,""round"":3,""recipient"":""01HW6J16M0533C2WRFMSVC2VJT"",""sender"":{""id"":""01HW6JDSQ227WNQN827TY2P4X9"",""name"":""player 4""}},{""text"":""2 squirrels one rabbit'"",""likes"":{},""time"":1713912948518,""round"":3,""recipient"":""01HW6JDSQ227WNQN827TY2P4X9"",""sender"":{""id"":""01HW6J9MGK91AY68KK67GEJAKE"",""name"":""player 3""}},{""text"":""4 squirrels 2 rabbits"",""likes"":{},""time"":1713912957007,""round"":3,""recipient"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""sender"":{""id"":""01HW6J16M0533C2WRFMSVC2VJT"",""name"":""player 1""}},{""text"":""2 squirrel, 1 rabbit"",""likes"":{},""time"":1713913003124,""round"":4,""recipient"":""01HW6JDSQ227WNQN827TY2P4X9"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}},{""text"":""6 squirrels 2 rabbits"",""likes"":{},""time"":1713913004249,""round"":4,""recipient"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""sender"":{""id"":""01HW6JDSQ227WNQN827TY2P4X9"",""name"":""player 4""}},{""text"":""4 and 2"",""likes"":{},""time"":1713913012844,""round"":4,""recipient"":""01HW6J9MGK91AY68KK67GEJAKE"",""sender"":{""id"":""01HW6J16M0533C2WRFMSVC2VJT"",""name"":""player 1""}},{""text"":""same"",""likes"":{},""time"":1713913069412,""round"":5,""recipient"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""sender"":{""id"":""01HW6J9MGK91AY68KK67GEJAKE"",""name"":""player 3""}},{""text"":""4 and 2"",""likes"":{},""time"":1713913076937,""round"":5,""recipient"":""01HW6JDSQ227WNQN827TY2P4X9"",""sender"":{""id"":""01HW6J16M0533C2WRFMSVC2VJT"",""name"":""player 1""}},{""text"":""6 squirrels 2 rabbits"",""likes"":{},""time"":1713913073399,""round"":5,""recipient"":""01HW6J9MGK91AY68KK67GEJAKE"",""sender"":{""id"":""01HW6JDSQ227WNQN827TY2P4X9"",""name"":""player 4""}},{""text"":""2 squirrel, 1 rabbit"",""likes"":{},""time"":1713913078445,""round"":5,""recipient"":""01HW6J16M0533C2WRFMSVC2VJT"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}},{""text"":""2 squirrel 1 rabbit"",""likes"":{},""time"":1713913090857,""round"":5,""recipient"":""01HW6J16M0533C2WRFMSVC2VJT"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}},{""text"":""2 squirrel, 1 rabbit"",""likes"":{},""time"":1713913143770,""round"":6,""recipient"":""01HW6J9MGK91AY68KK67GEJAKE"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}},{""text"":""6 squirrels 2 rabbits"",""likes"":{},""time"":1713913146546,""round"":6,""recipient"":""01HW6J16M0533C2WRFMSVC2VJT"",""sender"":{""id"":""01HW6JDSQ227WNQN827TY2P4X9"",""name"":""player 4""}},{""text"":""4 squirrels 2 rabbits"",""likes"":{},""time"":1713913160331,""round"":6,""recipient"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""sender"":{""id"":""01HW6J16M0533C2WRFMSVC2VJT"",""name"":""player 1""}},{""text"":""6 squirrels 2 rabbits"",""likes"":{},""time"":1713913228174,""round"":7,""recipient"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""sender"":{""id"":""01HW6JDSQ227WNQN827TY2P4X9"",""name"":""player 4""}},{""text"":""2 squirrel, 1 rabbit"",""likes"":{},""time"":1713913230311,""round"":7,""recipient"":""01HW6JDSQ227WNQN827TY2P4X9"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}},{""text"":""6 and 2"",""likes"":{},""time"":1713913287492,""round"":8,""recipient"":""01HW6J9MGK91AY68KK67GEJAKE"",""sender"":{""id"":""01HW6JDSQ227WNQN827TY2P4X9"",""name"":""player 4""}},{""text"":""2 squirrel, 1 rabbit"",""likes"":{},""time"":1713913294753,""round"":8,""recipient"":""01HW6J16M0533C2WRFMSVC2VJT"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}},{""text"":""4 squirrels 2 rabbits"",""likes"":{},""time"":1713913305236,""round"":8,""recipient"":""01HW6JDSQ227WNQN827TY2P4X9"",""sender"":{""id"":""01HW6J16M0533C2WRFMSVC2VJT"",""name"":""player 1""}},{""text"":""6 and 2"",""likes"":{},""time"":1713913351843,""round"":9,""recipient"":""01HW6J16M0533C2WRFMSVC2VJT"",""sender"":{""id"":""01HW6JDSQ227WNQN827TY2P4X9"",""name"":""player 4""}},{""text"":""4 squirrels 2 rabbits"",""likes"":{},""time"":1713913365816,""round"":9,""recipient"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""sender"":{""id"":""01HW6J16M0533C2WRFMSVC2VJT"",""name"":""player 1""}},{""text"":""6 and 2"",""likes"":{},""time"":1713913402271,""round"":10,""recipient"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""sender"":{""id"":""01HW6JDSQ227WNQN827TY2P4X9"",""name"":""player 4""}},{""text"":""2 squirrel, 1 rabbit"",""likes"":{},""time"":1713913407151,""round"":10,""recipient"":""01HW6JDSQ227WNQN827TY2P4X9"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}},{""text"":""4 squirrels 2 rabbits"",""likes"":{},""time"":1713913416268,""round"":10,""recipient"":""01HW6J9MGK91AY68KK67GEJAKE"",""sender"":{""id"":""01HW6J16M0533C2WRFMSVC2VJT"",""name"":""player 1""}},{""text"":""2 squirrel, 1 rabbit"",""likes"":{},""time"":1713913465655,""round"":11,""recipient"":""01HW6J16M0533C2WRFMSVC2VJT"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}},{""text"":""2 squirrels 2 rabbits 2 squirrels"",""likes"":{},""time"":1713913487920,""round"":11,""recipient"":""01HW6JDSQ227WNQN827TY2P4X9"",""sender"":{""id"":""01HW6J16M0533C2WRFMSVC2VJT"",""name"":""player 1""}},{""text"":""6 and 2"",""likes"":{},""time"":1713913526048,""round"":12,""recipient"":""01HW6J16M0533C2WRFMSVC2VJT"",""sender"":{""id"":""01HW6JDSQ227WNQN827TY2P4X9"",""name"":""player 4""}},{""text"":""4 squirrels 2 rabbits"",""likes"":{},""time"":1713913535204,""round"":12,""recipient"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""sender"":{""id"":""01HW6J16M0533C2WRFMSVC2VJT"",""name"":""player 1""}},{""text"":""2 squirrel, 1 rabbit"",""likes"":{},""time"":1713913534176,""round"":12,""recipient"":""01HW6J9MGK91AY68KK67GEJAKE"",""sender"":{""id"":""01HW6J8DKQS40RZ3SK5CZWFG0S"",""name"":""player 2""}}]",2024-04-23T23:05:34.542124749Z,true,2024-04-23T23:06:01.096183759Z,true,2024-04-23T22:52:54.075829108Z
01HW6F4X5VQ1XBH9RGCHD8FJFF,"{""text"":""five squirrels and one rabbit"",""likes"":{},""time"":1713913193042,""round"":7,""recipient"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}}",2024-04-23T22:59:55.23813952Z,01HW6F4X5GCQE97J0Y0JRET2S5,2024-04-23T21:52:47.29109602Z,end of game,2024-04-23T23:05:14.642903321Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-04-23T21:52:47.29109602Z,rerun-unidirectional- 0.3,2024-04-23T21:52:47.29109602Z,ended,2024-04-23T23:05:14.642903321Z,11,2024-04-23T22:52:17.701878392Z,01HW6F4X68YWSWJ2NXM6GAK0C0,2024-04-23T21:52:47.307644371Z,01HW6JFHGZ2M9EP708SBKFVJYY,2024-04-23T22:51:01.550288236Z,,2024-04-23T23:05:14.349176199Z,"[{""text"":""There are five squirrels and one rabbit"",""likes"":{},""time"":1713912757288,""round"":1,""recipient"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}},{""text"":""theres no rabbits"",""likes"":{},""time"":1713912761777,""round"":1,""recipient"":""01HW6HNSYEMT9Y8QN6E8S8BZBV"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}},{""text"":""j["",""likes"":{},""time"":1713912782045,""round"":1,""recipient"":""01HW6JCGG68QGPD1C24QHESKBZ"",""sender"":{""id"":""01HW6HNSYEMT9Y8QN6E8S8BZBV"",""name"":""player 1""}},{""text"":""I see 5 squirrels and 4 rabbits."",""likes"":{},""time"":1713912780572,""round"":1,""recipient"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""sender"":{""id"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""name"":""player 2""}},{""text"":""there's no rabbits"",""likes"":{},""time"":1713912834906,""round"":2,""recipient"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}},{""text"":""five squirrels and one rabbit"",""likes"":{},""time"":1713912834052,""round"":2,""recipient"":""01HW6JCGG68QGPD1C24QHESKBZ"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}},{""text"":""I see 5 squirrels and 4 rabbits"",""likes"":{},""time"":1713912842315,""round"":2,""recipient"":""01HW6HNSYEMT9Y8QN6E8S8BZBV"",""sender"":{""id"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""name"":""player 2""}},{""text"":""there are no squirrels"",""likes"":{},""time"":1713912897048,""round"":3,""recipient"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}},{""text"":""five squirrels and one rabbit"",""likes"":{},""time"":1713912897886,""round"":3,""recipient"":""01HW6HNSYEMT9Y8QN6E8S8BZBV"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}},{""text"":""I see 5 squirrels and 4 rabbitds"",""likes"":{},""time"":1713912914724,""round"":3,""recipient"":""01HW6JCGG68QGPD1C24QHESKBZ"",""sender"":{""id"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""name"":""player 2""}},{""text"":""there are no rabbits"",""likes"":{},""time"":1713912961673,""round"":4,""recipient"":""01HW6HNSYEMT9Y8QN6E8S8BZBV"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}},{""text"":""five squirrels and one rabbit"",""likes"":{},""time"":1713912968278,""round"":4,""recipient"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}},{""text"":""I see 5 squirrels and 4 rabbits"",""likes"":{},""time"":1713912975991,""round"":4,""recipient"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""sender"":{""id"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""name"":""player 2""}},{""text"":""there are no squirrels"",""likes"":{},""time"":1713913025464,""round"":5,""recipient"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}},{""text"":""five squirrels and one rabbit"",""likes"":{},""time"":1713913024494,""round"":5,""recipient"":""01HW6JCGG68QGPD1C24QHESKBZ"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}},{""text"":""i mean rabbits*** sorry"",""likes"":{},""time"":1713913030464,""round"":5,""recipient"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}},{""text"":""5 squirrels and 4 rabbits"",""likes"":{},""time"":1713913042005,""round"":5,""recipient"":""01HW6HNSYEMT9Y8QN6E8S8BZBV"",""sender"":{""id"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""name"":""player 2""}},{""text"":""five squirrels and one rabbit"",""likes"":{},""time"":1713913100149,""round"":6,""recipient"":""01HW6HNSYEMT9Y8QN6E8S8BZBV"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}},{""text"":""There are no rabbits"",""likes"":{},""time"":1713913102679,""round"":6,""recipient"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}},{""text"":""5 squirrels and 4 rabbits"",""likes"":{},""time"":1713913104780,""round"":6,""recipient"":""01HW6JCGG68QGPD1C24QHESKBZ"",""sender"":{""id"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""name"":""player 2""}},{""text"":""There are no rabbits"",""likes"":{},""time"":1713913193431,""round"":7,""recipient"":""01HW6HNSYEMT9Y8QN6E8S8BZBV"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}},{""text"":""five squirrels and one rabbit"",""likes"":{},""time"":1713913193042,""round"":7,""recipient"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}},{""text"":""5 squirrels and 4 rabbits"",""likes"":{},""time"":1713913196676,""round"":7,""recipient"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""sender"":{""id"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""name"":""player 2""}},{""text"":""five squirrels and one rabbit"",""likes"":{},""time"":1713913243466,""round"":8,""recipient"":""01HW6JCGG68QGPD1C24QHESKBZ"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}},{""text"":""5 squirrels and 4 rabbits"",""likes"":{},""time"":1713913249975,""round"":8,""recipient"":""01HW6HNSYEMT9Y8QN6E8S8BZBV"",""sender"":{""id"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""name"":""player 2""}},{""text"":""There are no squirrels"",""likes"":{},""time"":1713913251256,""round"":8,""recipient"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}},{""text"":""five squirrels and one rabbit"",""likes"":{},""time"":1713913263351,""round"":8,""recipient"":""01HW6JCGG68QGPD1C24QHESKBZ"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}},{""text"":""5 squirrels and 4 rabbits"",""likes"":{},""time"":1713913315725,""round"":9,""recipient"":""01HW6JCGG68QGPD1C24QHESKBZ"",""sender"":{""id"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""name"":""player 2""}},{""text"":""five squirrels and one rabbit"",""likes"":{},""time"":1713913313929,""round"":9,""recipient"":""01HW6HNSYEMT9Y8QN6E8S8BZBV"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}},{""text"":""There are no rabbits"",""likes"":{},""time"":1713913334236,""round"":9,""recipient"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}},{""text"":""There are no rabbits"",""likes"":{},""time"":1713913373124,""round"":10,""recipient"":""01HW6HNSYEMT9Y8QN6E8S8BZBV"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}},{""text"":""five squirrels and one rabbit"",""likes"":{},""time"":1713913375559,""round"":10,""recipient"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}},{""text"":""5 squirrels and 4 rabbits"",""likes"":{},""time"":1713913379478,""round"":10,""recipient"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""sender"":{""id"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""name"":""player 2""}},{""text"":""5 squirrels and 4 rabbits"",""likes"":{},""time"":1713913412469,""round"":11,""recipient"":""01HW6HNSYEMT9Y8QN6E8S8BZBV"",""sender"":{""id"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""name"":""player 2""}},{""text"":""There are no rabbits"",""likes"":{},""time"":1713913420236,""round"":11,""recipient"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}},{""text"":""five squirrels and one rabbit"",""likes"":{},""time"":1713913419237,""round"":11,""recipient"":""01HW6JCGG68QGPD1C24QHESKBZ"",""sender"":{""id"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""name"":""player 4""}},{""text"":""5 squirrels and 4 rabbits"",""likes"":{},""time"":1713913472100,""round"":12,""recipient"":""01HW6JCGG68QGPD1C24QHESKBZ"",""sender"":{""id"":""01HW6J3CTCM3FRZ3ZZ9FYJ426D"",""name"":""player 2""}},{""text"":""There are no rabbits"",""likes"":{},""time"":1713913472685,""round"":12,""recipient"":""01HW6JCVT667WHPY0Y8G2NSPP3"",""sender"":{""id"":""01HW6JCGG68QGPD1C24QHESKBZ"",""name"":""player 3""}}]",2024-04-23T23:04:32.907153724Z,true,2024-04-23T23:05:14.349176199Z,true,2024-04-23T22:52:16.824281972Z
