id,batchID,batchIDLastChangedAt,confidence,confidenceLastChangedAt,gameID,gameIDLastChangedAt,guess,guessLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01JGMDMNRK2MANSDG1MV9153EH,01JGMCP251R2NK4FGNNA7NV30P,2025-01-02T21:09:45.363644965Z,,,01JGMCP25FABHH268K1G7VY6RK,2025-01-02T21:09:45.363644965Z,,,01JGMCQMEDQ83TD7167QBA02ZP,2025-01-02T21:09:45.363644965Z,01JGMDHYYK9D3CT2R116C4BQJG,2025-01-02T21:09:45.363644965Z,01JGMDHZ31WZTGY9FKQGEK3FVZ,2025-01-02T21:09:45.363644965Z,,
01JGMDZC5QGQJQWTXB0HK3EDHR,01JGMCP251R2NK4FGNNA7NV30P,2025-01-02T21:15:35.991250876Z,12,2025-01-02T21:15:44.899219964Z,01JGMCP25FABHH268K1G7VY6RK,2025-01-02T21:15:35.991250876Z,43,2025-01-02T21:15:44.898328112Z,01JGMCQKAEKW0ASXNG65HY40FM,2025-01-02T21:15:35.991250876Z,01JGMDHYYR3BRKVCVF37YPBS7V,2025-01-02T21:15:35.991250876Z,01JGMDHZ2F6CHEF99180Q4SGHV,2025-01-02T21:15:35.991250876Z,true,2025-01-02T21:15:44.900337873Z
01JGMDZC65XDGMWVQWQXJCQ25E,01JGMCP251R2NK4FGNNA7NV30P,2025-01-02T21:15:36.005160425Z,97,2025-01-02T21:15:49.950380551Z,01JGMCP25FABHH268K1G7VY6RK,2025-01-02T21:15:36.005160425Z,0,2025-01-02T21:15:49.949465122Z,01JGMCSTZAFQJM87FF9HXV5JMV,2025-01-02T21:15:36.005160425Z,01JGMDHYYR3BRKVCVF37YPBS7V,2025-01-02T21:15:36.005160425Z,01JGMDHZ2F6CHEF99180Q4SGHV,2025-01-02T21:15:36.005160425Z,true,2025-01-02T21:15:49.951501162Z
01JGME36WJ2D4XS3W3YN9VVHTP,01JGMDQWXSA37WHZTVSQPS8B7Y,2025-01-02T21:17:41.650642005Z,,,01JGMDQWY2SH520CCHK81GF3D2,2025-01-02T21:17:41.650642005Z,,,01JGMDWE6GVMA076C3SJE1M7NS,2025-01-02T21:17:41.650642005Z,01JGME36GZ56F8ZS4CXDVV7XEG,2025-01-02T21:17:41.650642005Z,01JGME36JG1RZY5K8YMDDA1D0A,2025-01-02T21:17:41.650642005Z,,
01JGMEFQCW4EC8DQ4B7AEJVRVV,01JGMDQW4VHCWX5E11777PR25F,2025-01-02T21:24:31.772353508Z,,,01JGMDQW55GG012MEX5FET07WQ,2025-01-02T21:24:31.772353508Z,,,01JGME3VGDRDFX3NZST1H40XRJ,2025-01-02T21:24:31.772353508Z,01JGMED248J32ZJEFDSDH3B9NV,2025-01-02T21:24:31.772353508Z,01JGMED277WWF1YTAKSQ6DV7B4,2025-01-02T21:24:31.772353508Z,,
01JGMC90HPYE1KEXGTHNHNWF5W,01JGMBV1H8WGEK8ZFZBR4TTD32,2025-01-02T20:45:54.614130634Z,83,2025-01-02T20:46:09.770179201Z,01JGMBV1HSPSZHX1PP72VFF7QF,2025-01-02T20:45:54.614130634Z,70,2025-01-02T20:46:09.768854007Z,01JGMBXKFK2E4E5741EPE428VS,2025-01-02T20:45:54.614130634Z,01JGMC3ZV6G411WH8V4XY1GA9S,2025-01-02T20:45:54.614130634Z,01JGMC3ZWTCQB9SE88PNTBNNVC,2025-01-02T20:45:54.614130634Z,true,2025-01-02T20:46:09.769259789Z
01JGMCCGBVT0ABT3SSD4NQ8PPN,01JGMBV1H8WGEK8ZFZBR4TTD32,2025-01-02T20:47:49.115837639Z,,,01JGMBV1HSPSZHX1PP72VFF7QF,2025-01-02T20:47:49.115837639Z,,,01JGMBWN38SV9ZSFJXFC6ZJPKC,2025-01-02T20:47:49.115837639Z,01JGMC3ZV7CRHWQ55XGVGGCTHD,2025-01-02T20:47:49.115837639Z,01JGMC3ZYVRF6J2HNYB8PCWPJ8,2025-01-02T20:47:49.115837639Z,,
01JGME6WAN6F9V7FNFP0EST9ZR,01JGMDQWXSA37WHZTVSQPS8B7Y,2025-01-02T21:19:41.909248207Z,80,2025-01-02T21:20:05.612499366Z,01JGMDQWY2SH520CCHK81GF3D2,2025-01-02T21:19:41.909248207Z,85,2025-01-02T21:20:05.61122026Z,01JGMDR99EVHDP2A5PCBEDANG2,2025-01-02T21:19:41.909248207Z,01JGME36H1FZW8407DXC4AERJN,2025-01-02T21:19:41.909248207Z,01JGME36KCRPSSWWDEPQSGMTQ2,2025-01-02T21:19:41.909248207Z,true,2025-01-02T21:20:05.613600605Z
01JGME78JX44ZAE8MEEP4YZ6QR,01JGMBWXJBV4AB1GR665465SJY,2025-01-02T21:19:54.461535809Z,100,2025-01-02T21:19:59.785572162Z,01JGMBWXJMQNM2M8C9RBH28778,2025-01-02T21:19:54.461535809Z,0,2025-01-02T21:19:59.78429028Z,01JGMDWRYP26YF3T1MSP8RTCGS,2025-01-02T21:19:54.461535809Z,01JGME1QZV3WH8CRVR7Y3H10ZM,2025-01-02T21:19:54.461535809Z,01JGME1R53P8Z3B0WHHMPJ28AJ,2025-01-02T21:19:54.461535809Z,true,2025-01-02T21:19:59.775920338Z
01JGMCB2F0637NNK8Y2QQATMWJ,01JGMBV1H8WGEK8ZFZBR4TTD32,2025-01-02T20:47:02.112704328Z,,,01JGMBV1HSPSZHX1PP72VFF7QF,2025-01-02T20:47:02.112704328Z,,,01JGMBXGKPF8YJN8R1ZZYTX0DP,2025-01-02T20:47:02.112704328Z,01JGMC3ZV7CRHWQ55XGA64K9DK,2025-01-02T20:47:02.112704328Z,01JGMC3ZYYC2X9R43X23R6JPGY,2025-01-02T20:47:02.112704328Z,,
01JGMCGB6SG5ADJ19M7NS2EMKG,01JGMBW3D57CW0ZG3W97KS0GN8,2025-01-02T20:49:54.905757997Z,,,01JGMBW3DGZEM7A3Q9SHXB07W1,2025-01-02T20:49:54.905757997Z,,,01JGMC4GMDN3QJAFSSRGW64H7E,2025-01-02T20:49:54.905757997Z,01JGMC9722TNCETC50W8JPVHP3,2025-01-02T20:49:54.905757997Z,01JGMC9768RZ2V919QMEJYZ93R,2025-01-02T20:49:54.905757997Z,,
01JGMCJ5XP56RHD1W7X7PJVMVZ,01JGMBW3D57CW0ZG3W97KS0GN8,2025-01-02T20:50:55.030669929Z,,,01JGMBW3DGZEM7A3Q9SHXB07W1,2025-01-02T20:50:55.030669929Z,,,01JGMBWAZ8EDVWVZZTDKE892H6,2025-01-02T20:50:55.030669929Z,01JGMC9722TNCETC50WX5Z5JT0,2025-01-02T20:50:55.030669929Z,01JGMC975A96JCT9FFSY4Y52HD,2025-01-02T20:50:55.030669929Z,,
01JGME1RCH5WRW49ZZE9FX2NF9,01JGMBWXJBV4AB1GR665465SJY,2025-01-02T21:16:54.034023519Z,,,01JGMBWXJMQNM2M8C9RBH28778,2025-01-02T21:16:54.034023519Z,,,01JGMDM754J1B30MC01VQ1HQ5H,2025-01-02T21:16:54.034023519Z,01JGME1QZRV62E4YWWA7APYSGE,2025-01-02T21:16:54.034023519Z,01JGME1R4SWSXZ71PBP0RJNCKM,2025-01-02T21:16:54.034023519Z,,
01JGMEF4JTG1HB5ZDTA19PK9T9,01JGMBWXJBV4AB1GR665465SJY,2025-01-02T21:24:12.506853606Z,26,2025-01-02T21:24:15.868252531Z,01JGMBWXJMQNM2M8C9RBH28778,2025-01-02T21:24:12.506853606Z,37,2025-01-02T21:24:15.869878665Z,01JGMDM754J1B30MC01VQ1HQ5H,2025-01-02T21:24:12.506853606Z,01JGME1R02P6S7CFK7J83WPD7D,2025-01-02T21:24:12.506853606Z,01JGME1R5PFV062KCVW0M2C1HF,2025-01-02T21:24:12.506853606Z,true,2025-01-02T21:24:15.865934556Z
01JGME6B7B9QDGNXEHS5C163EE,01JGMBWXJBV4AB1GR665465SJY,2025-01-02T21:19:24.395140499Z,,,01JGMBWXJMQNM2M8C9RBH28778,2025-01-02T21:19:24.395140499Z,,,01JGMDPWFM3NA037Q2AYCSMYV7,2025-01-02T21:19:24.395140499Z,01JGME1QZV3WH8CRVR7Y3H10ZM,2025-01-02T21:19:24.395140499Z,01JGME1R50TZM4JQG07TBC7A6E,2025-01-02T21:19:24.395140499Z,,
01JGMC6PNG6EQM3BN5YNDN1T8M,01JGMBV1H8WGEK8ZFZBR4TTD32,2025-01-02T20:44:38.960771486Z,,,01JGMBV1HSPSZHX1PP72VFF7QF,2025-01-02T20:44:38.960771486Z,,,01JGMBWEB4WYXWVHS0KXTYRAXM,2025-01-02T20:44:38.960771486Z,01JGMC3ZTSKAZ52W36A5JG1M2X,2025-01-02T20:44:38.960771486Z,01JGMC400A74W9HYSHB13SMGSY,2025-01-02T20:44:38.960771486Z,,
01JGMC97E8A6FGJ7YQQDMJ07HM,01JGMBW3D57CW0ZG3W97KS0GN8,2025-01-02T20:46:01.672911961Z,,,01JGMBW3DGZEM7A3Q9SHXB07W1,2025-01-02T20:46:01.672911961Z,,,01JGMC4GMDN3QJAFSSRGW64H7E,2025-01-02T20:46:01.672911961Z,01JGMC9721GC8YBQEW4Z9TBQ64,2025-01-02T20:46:01.672911961Z,01JGMC978MZ72RQWYX0C4N76HD,2025-01-02T20:46:01.672911961Z,,
01JGMCB2484GT6FGY84YVVDS2Y,01JGMBW3D57CW0ZG3W97KS0GN8,2025-01-02T20:47:01.768519464Z,27,2025-01-02T20:47:17.227007472Z,01JGMBW3DGZEM7A3Q9SHXB07W1,2025-01-02T20:47:01.768519464Z,0,2025-01-02T20:47:17.226311389Z,01JGMC4GMDN3QJAFSSRGW64H7E,2025-01-02T20:47:01.768519464Z,01JGMC9721GC8YBQEW4Z9TBQ64,2025-01-02T20:47:01.768519464Z,01JGMC978NX1C02BE9AG8J7NT8,2025-01-02T20:47:01.768519464Z,true,2025-01-02T20:47:17.388320269Z
01JGMCDXXHCHF2F3P80EX6A60B,01JGMBV1H8WGEK8ZFZBR4TTD32,2025-01-02T20:48:35.761729988Z,,,01JGMBV1HSPSZHX1PP72VFF7QF,2025-01-02T20:48:35.761729988Z,,,01JGMBXKFK2E4E5741EPE428VS,2025-01-02T20:48:35.761729988Z,01JGMC3ZV82EWYA9GACZZ4D4QG,2025-01-02T20:48:35.761729988Z,01JGMC3ZYZEKFXHE54VVSYCDEY,2025-01-02T20:48:35.761729988Z,,
01JGMCGB6PHGWRWBZ38EP2V75D,01JGMBW3D57CW0ZG3W97KS0GN8,2025-01-02T20:49:54.902681567Z,100,2025-01-02T20:50:01.75676442Z,01JGMBW3DGZEM7A3Q9SHXB07W1,2025-01-02T20:49:54.902681567Z,1,2025-01-02T20:50:01.755865799Z,01JGMBX3BV4CJ07J5SNF2ZQQV2,2025-01-02T20:49:54.902681567Z,01JGMC9722TNCETC50W8JPVHP3,2025-01-02T20:49:54.902681567Z,01JGMC9768RZ2V919QMEJYZ93R,2025-01-02T20:49:54.902681567Z,true,2025-01-02T20:50:01.758296765Z
01JGMDYETZ6A3S5KQQ1GCQHFD0,01JGMCP251R2NK4FGNNA7NV30P,2025-01-02T21:15:05.951577022Z,,,01JGMCP25FABHH268K1G7VY6RK,2025-01-02T21:15:05.951577022Z,,,01JGMCSTZAFQJM87FF9HXV5JMV,2025-01-02T21:15:05.951577022Z,01JGMDHYYR3BRKVCVF37YPBS7V,2025-01-02T21:15:05.951577022Z,01JGMDHZ2ESF5HE1YZPT8HW79H,2025-01-02T21:15:05.951577022Z,,
01JGME447HQ9RRN7B7ZC42RFWW,01JGMDQWXSA37WHZTVSQPS8B7Y,2025-01-02T21:18:11.697102674Z,,,01JGMDQWY2SH520CCHK81GF3D2,2025-01-02T21:18:11.697102674Z,,,01JGMDR99EVHDP2A5PCBEDANG2,2025-01-02T21:18:11.697102674Z,01JGME36GZ56F8ZS4CXDVV7XEG,2025-01-02T21:18:11.697102674Z,01JGME36JN1RVWG6CT7FC1CPVS,2025-01-02T21:18:11.697102674Z,,
