id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JGME1R50TZM4JQG07TBC7A6E,01JGMBWXJBV4AB1GR665465SJY,2025-01-02T21:16:53.792474045Z,30,2025-01-02T21:16:53.792474045Z,true,2025-01-02T21:19:54.418338482Z,01JGMBWXJMQNM2M8C9RBH28778,2025-01-02T21:16:53.792474045Z,0,2025-01-02T21:16:53.792474045Z,true,2025-01-02T21:19:24.403944772Z,send,2025-01-02T21:16:53.792474045Z,01JGME1QZV3WH8CRVR7Y3H10ZM,2025-01-02T21:16:53.792474045Z,true,2025-01-02T21:19:24.381634735Z,true,2025-01-02T21:19:24.414531528Z,01JGME1R1JSQTHCX826YWVXYK4,2025-01-02T21:16:53.792474045Z
01JGME36KBGAX4EKTM0NF5172T,01JGMDQWXSA37WHZTVSQPS8B7Y,2025-01-02T21:17:41.355042241Z,30,2025-01-02T21:17:41.355042241Z,true,2025-01-02T21:19:41.888860816Z,01JGMDQWY2SH520CCHK81GF3D2,2025-01-02T21:17:41.355042241Z,0,2025-01-02T21:17:41.355042241Z,true,2025-01-02T21:19:11.873633645Z,send,2025-01-02T21:17:41.355042241Z,01JGME36H1FZW8407DXC4AERJN,2025-01-02T21:17:41.355042241Z,true,2025-01-02T21:19:11.84983552Z,true,2025-01-02T21:19:11.882960874Z,01JGME36JCY43QP4J73X27P01J,2025-01-02T21:17:41.355042241Z
01JGMC3ZYYC2X9R43X2Z7HR86S,01JGMBV1H8WGEK8ZFZBR4TTD32,2025-01-02T20:43:10.174788038Z,30,2025-01-02T20:43:10.174788038Z,true,2025-01-02T20:47:49.045323116Z,01JGMBV1HSPSZHX1PP72VFF7QF,2025-01-02T20:43:10.174788038Z,1,2025-01-02T20:43:10.174788038Z,true,2025-01-02T20:47:32.171620224Z,observe,2025-01-02T20:43:10.174788038Z,01JGMC3ZV7CRHWQ55XGA64K9DK,2025-01-02T20:43:10.174788038Z,true,2025-01-02T20:47:32.147449318Z,true,2025-01-02T20:47:32.181351964Z,01JGMC3ZXB6SDNGQTSHXDV98CV,2025-01-02T20:43:10.174788038Z
01JGMC3ZZ9W3KRW52YTK6NMG66,01JGMBV1H8WGEK8ZFZBR4TTD32,2025-01-02T20:43:10.185945908Z,30,2025-01-02T20:43:10.185945908Z,true,2025-01-02T20:49:47.102030446Z,01JGMBV1HSPSZHX1PP72VFF7QF,2025-01-02T20:43:10.185945908Z,0,2025-01-02T20:43:10.185945908Z,true,2025-01-02T20:49:17.0858056Z,send,2025-01-02T20:43:10.185945908Z,01JGMC3ZV9WBDNWDBCB32BTSJF,2025-01-02T20:43:10.185945908Z,true,2025-01-02T20:49:17.059741763Z,true,2025-01-02T20:49:17.099768648Z,01JGMC3ZX2KCCJA2CRZBRE3E22,2025-01-02T20:43:10.185945908Z
01JGMC978NX1C02BE9AG8J7NT8,01JGMBW3D57CW0ZG3W97KS0GN8,2025-01-02T20:46:01.493105391Z,30,2025-01-02T20:46:01.493105391Z,true,2025-01-02T20:47:31.786654286Z,01JGMBW3DGZEM7A3Q9SHXB07W1,2025-01-02T20:46:01.493105391Z,2,2025-01-02T20:46:01.493105391Z,true,2025-01-02T20:47:01.772209964Z,observe,2025-01-02T20:46:01.493105391Z,01JGMC9721GC8YBQEW4Z9TBQ64,2025-01-02T20:46:01.493105391Z,true,2025-01-02T20:47:01.751343385Z,true,2025-01-02T20:47:01.78245554Z,01JGMC975NBWR3D79NE615ZBX3,2025-01-02T20:46:01.493105391Z
01JGMDHZ3ES1E2AQC52QPT4CRQ,01JGMCP251R2NK4FGNNA7NV30P,2025-01-02T21:08:16.622980457Z,30,2025-01-02T21:08:16.622980457Z,true,2025-01-02T21:09:45.30608279Z,01JGMCP25FABHH268K1G7VY6RK,2025-01-02T21:08:16.622980457Z,2,2025-01-02T21:08:16.622980457Z,true,2025-01-02T21:09:17.017325301Z,observe,2025-01-02T21:08:16.622980457Z,01JGMDHYYCMR75M4P1BA2JTZJY,2025-01-02T21:08:16.622980457Z,true,2025-01-02T21:09:16.988888619Z,true,2025-01-02T21:09:17.030110083Z,01JGMDHZ2ACWZEQBPXZBCB6R2T,2025-01-02T21:08:16.622980457Z
01JGME1R2150208HYD4RBJ3NNR,01JGMBWXJBV4AB1GR665465SJY,2025-01-02T21:16:53.697800078Z,30,2025-01-02T21:16:53.697800078Z,true,2025-01-02T21:22:16.852530333Z,01JGMBWXJMQNM2M8C9RBH28778,2025-01-02T21:16:53.697800078Z,1,2025-01-02T21:16:53.697800078Z,true,2025-01-02T21:21:50.738171962Z,observe,2025-01-02T21:16:53.697800078Z,01JGME1R00Z1VE0JYS155QTXB5,2025-01-02T21:16:53.697800078Z,true,2025-01-02T21:21:50.706014365Z,true,2025-01-02T21:21:50.751423612Z,01JGME1R1C9ZYBP2X5DFV47WX8,2025-01-02T21:16:53.697800078Z
01JGME1R4QY8920S649Z57M34A,01JGMBWXJBV4AB1GR665465SJY,2025-01-02T21:16:53.783805639Z,30,2025-01-02T21:16:53.783805639Z,true,2025-01-02T21:20:50.498126151Z,01JGMBWXJMQNM2M8C9RBH28778,2025-01-02T21:16:53.783805639Z,0,2025-01-02T21:16:53.783805639Z,true,2025-01-02T21:20:20.481048596Z,send,2025-01-02T21:16:53.783805639Z,01JGME1QZWVG3AHXVQ08J324TE,2025-01-02T21:16:53.783805639Z,true,2025-01-02T21:20:20.443399449Z,true,2025-01-02T21:20:20.494519414Z,01JGME1R1H8CZW6AT40GCH57BW,2025-01-02T21:16:53.783805639Z
01JGMC400A74W9HYSHBQDHH32E,01JGMBV1H8WGEK8ZFZBR4TTD32,2025-01-02T20:43:10.218445781Z,30,2025-01-02T20:43:10.218445781Z,true,2025-01-02T20:45:24.455722076Z,01JGMBV1HSPSZHX1PP72VFF7QF,2025-01-02T20:43:10.218445781Z,1,2025-01-02T20:43:10.218445781Z,true,2025-01-02T20:45:09.044241463Z,observe,2025-01-02T20:43:10.218445781Z,01JGMC3ZTSKAZ52W36A5JG1M2X,2025-01-02T20:43:10.218445781Z,true,2025-01-02T20:45:09.014486268Z,true,2025-01-02T20:45:09.054530365Z,01JGMC3ZWWRQBR2QWXDHEYXXZ1,2025-01-02T20:43:10.218445781Z
01JGMC978Y4TVK9E8BA19QPSWD,01JGMBW3D57CW0ZG3W97KS0GN8,2025-01-02T20:46:01.502821259Z,30,2025-01-02T20:46:01.502821259Z,true,2025-01-02T20:53:53.916799147Z,01JGMBW3DGZEM7A3Q9SHXB07W1,2025-01-02T20:46:01.502821259Z,0,2025-01-02T20:46:01.502821259Z,true,2025-01-02T20:53:23.901190777Z,send,2025-01-02T20:46:01.502821259Z,01JGMC9724T7EQPG99W962E7QV,2025-01-02T20:46:01.502821259Z,true,2025-01-02T20:53:23.865296381Z,true,2025-01-02T20:53:23.913206521Z,01JGMC9740Y2DX020ZCE6MDT1K,2025-01-02T20:46:01.502821259Z
