id,status,statusLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,initialized,initializedLastChangedAt,endedReason,endedReasonLastChangedAt,config,configLastChangedAt
01HVSTTZDCHPMX7FNY0D8YS9FP,ended,2024-04-19T00:56:55.600805413Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:06:57.19665621Z,true,2024-04-19T00:06:57.219313299Z,all games finished,2024-04-19T00:56:55.600805413Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":2}]}}",2024-04-19T00:06:57.19665621Z
01HVSTV1MV41R49B17JSWCBPH3,ended,2024-04-19T00:53:30.45782588Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:06:59.483691386Z,true,2024-04-19T00:06:59.494146564Z,all games finished,2024-04-19T00:53:30.45782588Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":2}]}}",2024-04-19T00:06:59.483691386Z
01HVSTV2DYPWD1438KHMMVN04H,terminated,2024-04-19T00:30:28.434222481Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:07:00.286874177Z,true,2024-04-19T00:07:00.295934888Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":2}]}}",2024-04-19T00:07:00.286874177Z
01HVSTV34HXYTZQMECRWPQV128,ended,2024-04-19T00:39:13.488575902Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:07:01.009872299Z,true,2024-04-19T00:07:01.017466729Z,all games finished,2024-04-19T00:39:13.488575902Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":2}]}}",2024-04-19T00:07:01.009872299Z
01HVSTV3X5C5XJF4TDAMXERGRQ,terminated,2024-04-19T00:14:23.13427678Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:07:01.797147623Z,true,2024-04-19T00:07:01.806412372Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":2}]}}",2024-04-19T00:07:01.797147623Z
01HVSTWPG7PWMTY14F9JWARK1H,ended,2024-04-19T01:07:09.16789934Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:07:53.60788492Z,true,2024-04-19T00:07:53.621208438Z,all games finished,2024-04-19T01:07:09.16789934Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T00:07:53.60788492Z
01HVSV8QW7XZKM9MB3RQY9MSBZ,ended,2024-04-19T00:44:42.75196247Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:14:28.231220099Z,true,2024-04-19T00:14:28.241446204Z,all games finished,2024-04-19T00:44:42.75196247Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":2}]}}",2024-04-19T00:14:28.231220099Z
01HVSW238GN2QCMEW53WGXJ19R,terminated,2024-04-19T00:50:36.291248039Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:28:19.08898793Z,true,2024-04-19T00:28:19.097465992Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-19T00:28:19.08898793Z
01HVSW64SFRFTC5APFVKVFMHT6,ended,2024-04-19T00:50:08.052295496Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:30:31.727207311Z,true,2024-04-19T00:30:31.735330172Z,all games finished,2024-04-19T00:50:08.052295496Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":2}]}}",2024-04-19T00:30:31.727207311Z
01HVSWW26E0TVH7FMS3YB5TKS1,ended,2024-04-19T01:15:13.599609581Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:42:29.966471075Z,true,2024-04-19T00:42:29.980342561Z,all games finished,2024-04-19T01:15:13.599609581Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T00:42:29.966471075Z
