id,status,statusLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,initialized,initializedLastChangedAt,endedReason,endedReasonLastChangedAt,config,configLastChangedAt
01HVSX5RV950VQY8KKWY46X98V,terminated,2024-04-19T00:49:59.318192786Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:47:48.073435277Z,true,2024-04-19T00:47:48.090971472Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-19T00:47:48.073435277Z
01HVSX9ZEHVJFBTYCP1M28V6Q6,ended,2024-04-19T01:59:18.920695447Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:50:05.905421961Z,true,2024-04-19T00:50:05.921339937Z,all games finished,2024-04-19T01:59:18.920695447Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":1}]}}",2024-04-19T00:50:05.905421961Z
01HVSXJSVB5MZPY11XQDH4V407,terminated,2024-04-19T01:06:24.931736401Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T00:54:55.083961201Z,true,2024-04-19T00:54:55.110080499Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":2}]}}",2024-04-19T00:54:55.083961201Z
01HVSXY3EWQJ2H21FXX2C3VMBK,ended,2024-04-19T01:15:47.200906574Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:01:05.372289429Z,true,2024-04-19T01:01:05.41536005Z,all games finished,2024-04-19T01:15:47.200906574Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:01:05.372289429Z
01HVSY4AQF96XAMBKP8JKMP838,ended,2024-04-19T01:21:17.181602519Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:04:29.423426048Z,true,2024-04-19T01:04:29.458292054Z,all games finished,2024-04-19T01:21:17.181602519Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:04:29.423426048Z
01HVSY7AY2Z66TPKM7C2FM0VYP,ended,2024-04-19T01:44:22.199918955Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:06:07.938781086Z,true,2024-04-19T01:06:07.977687217Z,all games finished,2024-04-19T01:44:22.199918955Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:06:07.938781086Z
01HVSY7C625SZR799N7XG9XVVP,ended,2024-04-19T01:40:22.899921391Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:06:09.218627958Z,true,2024-04-19T01:06:09.247457691Z,all games finished,2024-04-19T01:40:22.899921391Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:06:09.218627958Z
01HVSY7DKHV53YBAXHZJKE5YMS,ended,2024-04-19T01:34:56.768546254Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:06:10.673091645Z,true,2024-04-19T01:06:10.723121739Z,all games finished,2024-04-19T01:34:56.768546254Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:06:10.673091645Z
01HVSY7EHW60Z8N490A8K9P0MF,ended,2024-04-19T01:34:57.809211841Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:06:11.645026655Z,true,2024-04-19T01:06:11.684195059Z,all games finished,2024-04-19T01:34:57.809211841Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:06:11.645026655Z
01HVSY7FN8AH5RQRBERHRJY23J,ended,2024-04-19T01:33:32.607111554Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:06:12.776366298Z,true,2024-04-19T01:06:12.813428846Z,all games finished,2024-04-19T01:33:32.607111554Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:06:12.776366298Z
01HVSY7GNND62YJESK4FRZBRXA,ended,2024-04-19T01:31:36.774017002Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:06:13.813797523Z,true,2024-04-19T01:06:13.837269039Z,all games finished,2024-04-19T01:31:36.774017002Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:06:13.813797523Z
01HVSY7HKQWZWBE5CWFH4E16HH,ended,2024-04-19T01:27:59.941731021Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:06:14.775528452Z,true,2024-04-19T01:06:14.811893873Z,all games finished,2024-04-19T01:27:59.941731021Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:06:14.775528452Z
01HVSY828TYJ8EF63J2HD08XNG,ended,2024-04-19T01:50:06.513492116Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:06:31.8340722Z,true,2024-04-19T01:06:31.875488877Z,all games finished,2024-04-19T01:50:06.513492116Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive- 0.7"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}},""count"":2}]}}",2024-04-19T01:06:31.8340722Z
01HVSZ0EPCF8A95JHF7HWGXKVA,ended,2024-04-19T02:10:51.538110211Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:19:50.988797429Z,true,2024-04-19T01:19:51.053246387Z,all games finished,2024-04-19T02:10:51.538110211Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:19:50.988797429Z
01HVSZ5R0PE0Q4C66AB25MRQW3,ended,2024-04-19T01:47:00.736330329Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:22:44.374355408Z,true,2024-04-19T01:22:44.483616572Z,all games finished,2024-04-19T01:47:00.736330329Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:22:44.374355408Z
01HVSZENNYF10W8SJF81RVCAS7,ended,2024-04-19T01:54:09.160564424Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:27:36.894237014Z,true,2024-04-19T01:27:36.991241712Z,all games finished,2024-04-19T01:54:09.160564424Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:27:36.894237014Z
01HVT00B8XMBR6N4S82KQDVNK1,ended,2024-04-19T02:04:34.277128323Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:37:16.06152192Z,true,2024-04-19T01:37:16.281663653Z,all games finished,2024-04-19T02:04:34.277128323Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:37:16.06152192Z
01HVT0ACZVM1TRC8G19E1FYCRC,ended,2024-04-19T02:13:06.348271186Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:42:45.499258722Z,true,2024-04-19T01:42:45.675485367Z,all games finished,2024-04-19T02:13:06.348271186Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-interactive-0.3"",""factors"":{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:42:45.499258722Z
01HVT134CBBB7FE1W5GVY6WX9H,ended,2024-04-19T02:21:30.414969408Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:56:15.883185294Z,true,2024-04-19T01:56:15.999859846Z,all games finished,2024-04-19T02:21:30.414969408Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:56:15.883185294Z
01HVT19HKP1QCEEM31KRD11EJG,terminated,2024-04-19T02:49:39.942214942Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:59:46.038763581Z,true,2024-04-19T01:59:46.128283186Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:59:46.038763581Z
01HVT19NZK46CA4SHZTXW6Z7B6,terminated,2024-04-19T02:49:39.516916209Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:59:50.515650215Z,true,2024-04-19T01:59:50.778637449Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:59:50.515650215Z
01HVT19T3J26QSGG6BS3WYAE1T,terminated,2024-04-19T02:26:17.556530381Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:59:54.738303245Z,true,2024-04-19T01:59:54.968129465Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:59:54.738303245Z
01HVT19VN51HRY4J9N61VNEJBA,terminated,2024-04-19T02:12:39.246355515Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:59:56.325703374Z,true,2024-04-19T01:59:56.645016816Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:59:56.325703374Z
01HVT19WP4GZRKZ50V93M0Y37J,ended,2024-04-19T02:24:00.002696494Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:59:57.380171106Z,true,2024-04-19T01:59:57.623312807Z,all games finished,2024-04-19T02:24:00.002696494Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:59:57.380171106Z
01HVT19XQ1WB75E8GQBA8HRJEN,ended,2024-04-19T02:22:34.458616083Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:59:58.433281077Z,true,2024-04-19T01:59:58.795907794Z,all games finished,2024-04-19T02:22:34.458616083Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:59:58.433281077Z
01HVT19Z07NQTW16RT5EYVZSXM,ended,2024-04-19T02:21:52.894733256Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T01:59:59.751678007Z,true,2024-04-19T02:00:00.244515464Z,all games finished,2024-04-19T02:21:52.894733256Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T01:59:59.751678007Z
01HVT215P4ZDQ9M3FTDCR79ZD4,terminated,2024-04-19T02:43:47.337151614Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T02:12:40.260563802Z,true,2024-04-19T02:12:44.909495447Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T02:12:40.260563802Z
01HVT24VXJEYKZHJ9JWPB3AMGR,ended,2024-04-19T02:38:05.314192643Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T02:14:41.330407063Z,true,2024-04-19T02:14:51.074841786Z,all games finished,2024-04-19T02:38:05.314192643Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T02:14:41.330407063Z
01HVT2JNZVPT9TFS7MJ36Y7EVR,terminated,2024-04-19T02:43:38.354968253Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T02:22:14.011356756Z,true,2024-04-19T02:22:14.143233624Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T02:22:14.011356756Z
01HVT2N32E05VEXBSMZYTZTMC6,ended,2024-04-19T02:49:49.343256697Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T02:23:32.942600079Z,true,2024-04-19T02:23:33.081436227Z,all games finished,2024-04-19T02:49:49.343256697Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T02:23:32.942600079Z
01HVT2TAWKDYEVR4AAARY0ZNSP,ended,2024-04-19T02:46:45.254780705Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T02:26:24.78737379Z,true,2024-04-19T02:26:25.105444645Z,all games finished,2024-04-19T02:46:45.254780705Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T02:26:24.78737379Z
01HVT34B1GG55BXX5GCPK6S9R9,terminated,2024-04-19T02:45:14.356904398Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T02:31:52.62432867Z,true,2024-04-19T02:31:52.757294123Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T02:31:52.62432867Z
01HVT3QXEGWG2MFPMQMTDTMBWW,terminated,2024-04-19T02:44:55.665730921Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T02:42:34.064996674Z,true,2024-04-19T02:42:37.518560792Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T02:42:34.064996674Z
01HVT3W8VNEE5P7FR7RWP76J7P,terminated,2024-04-19T02:49:39.742070192Z,"{""name"":""Default shared ignore"",""kind"":""shared"",""duration"":300000000000,""strategy"":""ignore""}",2024-04-19T02:44:56.822268768Z,true,2024-04-19T02:45:00.755574594Z,,,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""rerun-slider- 0.3"",""factors"":{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}},""count"":2}]}}",2024-04-19T02:44:56.822268768Z
