id,started,startedLastChangedAt,gameID,gameIDLastChangedAt,roundID,roundIDLastChangedAt,initialized,initializedLastChangedAt,duration,durationLastChangedAt,batchID,batchIDLastChangedAt,start,startLastChangedAt,ended,endedLastChangedAt,timerID,timerIDLastChangedAt,name,nameLastChangedAt,index,indexLastChangedAt,status,statusLastChangedAt,endedReason,endedReasonLastChangedAt
01HVSW0BFPV8TD2YN0SWDHJCFD,true,2024-04-19T00:31:42.053659631Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:21.974316965Z,01HVSW0BD8Z1C7K43MBTKMJRYF,2024-04-19T00:27:21.974316965Z,true,2024-04-19T00:31:42.045910195Z,30,2024-04-19T00:27:21.974316965Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:21.974316965Z,true,2024-04-19T00:31:42.026454891Z,true,2024-04-19T00:32:12.057902336Z,01HVSW0BE7M7QET8KCYC70PKJP,2024-04-19T00:27:21.974316965Z,send,2024-04-19T00:27:21.974316965Z,0,2024-04-19T00:27:21.974316965Z,,,,
01HVSW0BFPV8TD2YN0THBK52M7,true,2024-04-19T00:32:12.10076712Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:21.97459796Z,01HVSW0BD8Z1C7K43MBTKMJRYF,2024-04-19T00:27:21.97459796Z,true,2024-04-19T00:32:12.087493055Z,30,2024-04-19T00:27:21.97459796Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:21.97459796Z,true,2024-04-19T00:32:12.068064358Z,true,2024-04-19T00:32:31.988899161Z,01HVSW0BF3ZFM3C22V5CAWT36M,2024-04-19T00:27:21.97459796Z,observe,2024-04-19T00:27:21.97459796Z,1,2024-04-19T00:27:21.97459796Z,,,,
01HVSW0BFVX2FJFMJV81491VA7,true,2024-04-19T00:32:32.092593198Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:21.979203983Z,01HVSW0BD7ZSJW555MWHEH90YK,2024-04-19T00:27:21.979203983Z,true,2024-04-19T00:32:32.081254472Z,30,2024-04-19T00:27:21.979203983Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:21.979203983Z,true,2024-04-19T00:32:32.056881448Z,true,2024-04-19T00:33:02.098921772Z,01HVSW0BE8A4VB0M6A6PR9PKBF,2024-04-19T00:27:21.979203983Z,send,2024-04-19T00:27:21.979203983Z,0,2024-04-19T00:27:21.979203983Z,,,,
01HVSW0BFVX2FJFMJV8N8G1KMY,true,2024-04-19T00:33:02.155510505Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:21.979514328Z,01HVSW0BD7ZSJW555MWHEH90YK,2024-04-19T00:27:21.979514328Z,true,2024-04-19T00:33:02.144381811Z,30,2024-04-19T00:27:21.979514328Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:21.979514328Z,true,2024-04-19T00:33:02.116361612Z,true,2024-04-19T00:33:23.047979662Z,01HVSW0BF8NHBCYE7TGKH2AFC9,2024-04-19T00:27:21.979514328Z,observe,2024-04-19T00:27:21.979514328Z,1,2024-04-19T00:27:21.979514328Z,,,,
01HVSW0BFYTAVJB4NA8DFKW1FM,true,2024-04-19T00:30:56.946493625Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:21.982165915Z,01HVSW0BD8Z1C7K43MC9C2YE70,2024-04-19T00:27:21.982165915Z,true,2024-04-19T00:30:56.93614686Z,30,2024-04-19T00:27:21.982165915Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:21.982165915Z,true,2024-04-19T00:30:56.914744321Z,true,2024-04-19T00:31:26.947649796Z,01HVSW0BEC83101DFJZ5D7D11M,2024-04-19T00:27:21.982165915Z,send,2024-04-19T00:27:21.982165915Z,0,2024-04-19T00:27:21.982165915Z,,,,
01HVSW0BFYTAVJB4NA91RNQKJG,true,2024-04-19T00:31:27.003509036Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:21.982464182Z,01HVSW0BD8Z1C7K43MC9C2YE70,2024-04-19T00:27:21.982464182Z,true,2024-04-19T00:31:26.990027525Z,30,2024-04-19T00:27:21.982464182Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:21.982464182Z,true,2024-04-19T00:31:26.963003605Z,true,2024-04-19T00:31:41.966292463Z,01HVSW0BFAGQTKPB5YS5PJBSHM,2024-04-19T00:27:21.982464182Z,observe,2024-04-19T00:27:21.982464182Z,1,2024-04-19T00:27:21.982464182Z,,,,
01HVSW0BJXQB41TXRADERXGV65,true,2024-04-19T00:34:17.984750716Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.077838335Z,01HVSW0BD8Z1C7K43MB4W9M0W0,2024-04-19T00:27:22.077838335Z,true,2024-04-19T00:34:17.964692604Z,30,2024-04-19T00:27:22.077838335Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.077838335Z,true,2024-04-19T00:34:17.922688229Z,true,2024-04-19T00:34:47.988753365Z,01HVSW0BFZKFVVZXHR67CTY634,2024-04-19T00:27:22.077838335Z,send,2024-04-19T00:27:22.077838335Z,0,2024-04-19T00:27:22.077838335Z,,,,
01HVSW0BJYGRF156GAR7GFPZFQ,true,2024-04-19T00:34:48.05597237Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.078290542Z,01HVSW0BD8Z1C7K43MB4W9M0W0,2024-04-19T00:27:22.078290542Z,true,2024-04-19T00:34:48.040945084Z,30,2024-04-19T00:27:22.078290542Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.078290542Z,true,2024-04-19T00:34:48.004375722Z,true,2024-04-19T00:35:08.024802103Z,01HVSW0BGC8DNRPFWDD93ETBXD,2024-04-19T00:27:22.078290542Z,observe,2024-04-19T00:27:22.078290542Z,1,2024-04-19T00:27:22.078290542Z,,,,
01HVSW0BK0K059KDN2MP0YMKGR,true,2024-04-19T00:33:23.168502145Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.080781778Z,01HVSW0BD9AWC1K6Z6NEJJD2CN,2024-04-19T00:27:22.080781778Z,true,2024-04-19T00:33:23.152468095Z,30,2024-04-19T00:27:22.080781778Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.080781778Z,true,2024-04-19T00:33:23.118258452Z,true,2024-04-19T00:33:53.173698259Z,01HVSW0BG08CF5A9XQAQ0CM0VJ,2024-04-19T00:27:22.080781778Z,send,2024-04-19T00:27:22.080781778Z,0,2024-04-19T00:27:22.080781778Z,,,,
01HVSW0BK12ABCSVGJBQ2131K4,true,2024-04-19T00:33:53.236635603Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.08123619Z,01HVSW0BD9AWC1K6Z6NEJJD2CN,2024-04-19T00:27:22.08123619Z,true,2024-04-19T00:33:53.221033204Z,30,2024-04-19T00:27:22.08123619Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.08123619Z,true,2024-04-19T00:33:53.185808255Z,true,2024-04-19T00:34:17.831778376Z,01HVSW0BGFH3G5QZ70WRE999ZC,2024-04-19T00:27:22.08123619Z,observe,2024-04-19T00:27:22.08123619Z,1,2024-04-19T00:27:22.08123619Z,,,,
01HVSW0BKD4CYPKF648SQ7JBSW,true,2024-04-19T00:35:08.156261827Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.093787998Z,01HVSW0BD9AWC1K6Z6NXP75FFW,2024-04-19T00:27:22.093787998Z,true,2024-04-19T00:35:08.141006336Z,30,2024-04-19T00:27:22.093787998Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.093787998Z,true,2024-04-19T00:35:08.097886274Z,true,2024-04-19T00:35:38.159676474Z,01HVSW0BG08CF5A9XQAX0CSNEW,2024-04-19T00:27:22.093787998Z,send,2024-04-19T00:27:22.093787998Z,0,2024-04-19T00:27:22.093787998Z,,,,
01HVSW0BKEFWES13G2QTF5PYM1,true,2024-04-19T00:35:38.208258426Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.094057203Z,01HVSW0BD9AWC1K6Z6NXP75FFW,2024-04-19T00:27:22.094057203Z,true,2024-04-19T00:35:38.196033569Z,30,2024-04-19T00:27:22.094057203Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.094057203Z,true,2024-04-19T00:35:38.170164854Z,true,2024-04-19T00:35:51.978314349Z,01HVSW0BGJ2A6JKYXDP7STGZWN,2024-04-19T00:27:22.094057203Z,observe,2024-04-19T00:27:22.094057203Z,1,2024-04-19T00:27:22.094057203Z,,,,
01HVSW0BKPM7QGFBWVHSPDPY1M,true,2024-04-19T00:35:52.069158267Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.102421177Z,01HVSW0BDAEKKNKJQ1YE3HDMXT,2024-04-19T00:27:22.102421177Z,true,2024-04-19T00:35:52.058491775Z,30,2024-04-19T00:27:22.102421177Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.102421177Z,true,2024-04-19T00:35:52.035984395Z,true,2024-04-19T00:36:22.073144955Z,01HVSW0BG08CF5A9XQASZD2VXQ,2024-04-19T00:27:22.102421177Z,send,2024-04-19T00:27:22.102421177Z,0,2024-04-19T00:27:22.102421177Z,,,,
01HVSW0BKPM7QGFBWVJG347A7X,true,2024-04-19T00:36:22.127823024Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.102705707Z,01HVSW0BDAEKKNKJQ1YE3HDMXT,2024-04-19T00:27:22.102705707Z,true,2024-04-19T00:36:22.115275086Z,30,2024-04-19T00:27:22.102705707Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.102705707Z,true,2024-04-19T00:36:22.086043997Z,true,2024-04-19T00:36:44.522732997Z,01HVSW0BGQ1J8CE0FD2Z9ZTZ65,2024-04-19T00:27:22.102705707Z,observe,2024-04-19T00:27:22.102705707Z,1,2024-04-19T00:27:22.102705707Z,,,,
01HVSW0BKZ2DKVC95Q52NHR53B,true,2024-04-19T00:36:44.621665757Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.111486037Z,01HVSW0BDBCW0NTSAV6W42R8HG,2024-04-19T00:27:22.111486037Z,true,2024-04-19T00:36:44.611026254Z,30,2024-04-19T00:27:22.111486037Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.111486037Z,true,2024-04-19T00:36:44.584954667Z,true,2024-04-19T00:37:14.625962467Z,01HVSW0BG08CF5A9XQB3FDPZXC,2024-04-19T00:27:22.111486037Z,send,2024-04-19T00:27:22.111486037Z,0,2024-04-19T00:27:22.111486037Z,,,,
01HVSW0BM0J189FHHB24FV0RV2,true,2024-04-19T00:37:14.674457606Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.112089834Z,01HVSW0BDBCW0NTSAV6W42R8HG,2024-04-19T00:27:22.112089834Z,true,2024-04-19T00:37:14.663617937Z,30,2024-04-19T00:27:22.112089834Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.112089834Z,true,2024-04-19T00:37:14.638283574Z,true,2024-04-19T00:37:30.38694472Z,01HVSW0BJ6F6PW1TEG4ECDB7X3,2024-04-19T00:27:22.112089834Z,observe,2024-04-19T00:27:22.112089834Z,1,2024-04-19T00:27:22.112089834Z,,,,
01HVSW0BNN2CY17E9MXDCS0ZJC,true,2024-04-19T00:28:14.965253896Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.165578263Z,01HVSW0BD626EF60FJEW68PS15,2024-04-19T00:27:22.165578263Z,true,2024-04-19T00:28:14.952547423Z,30,2024-04-19T00:27:22.165578263Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.165578263Z,true,2024-04-19T00:28:14.925571838Z,true,2024-04-19T00:28:44.968803209Z,01HVSW0BFAGQTKPB5YSB5XJBYQ,2024-04-19T00:27:22.165578263Z,send,2024-04-19T00:27:22.165578263Z,0,2024-04-19T00:27:22.165578263Z,,,,
01HVSW0BNN2CY17E9MY2843FW4,true,2024-04-19T00:28:45.014919537Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.165824772Z,01HVSW0BD626EF60FJEW68PS15,2024-04-19T00:27:22.165824772Z,true,2024-04-19T00:28:45.004723335Z,30,2024-04-19T00:27:22.165824772Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.165824772Z,true,2024-04-19T00:28:44.98392486Z,true,2024-04-19T00:29:14.07495565Z,01HVSW0BFFJ481K3W6KTZXEJ6D,2024-04-19T00:27:22.165824772Z,observe,2024-04-19T00:27:22.165824772Z,1,2024-04-19T00:27:22.165824772Z,,,,
01HVSW0BNPEM3EA8J7NKV7H3QW,true,2024-04-19T00:29:14.172859626Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.166839168Z,01HVSW0BD626EF60FJF96T9KCE,2024-04-19T00:27:22.166839168Z,true,2024-04-19T00:29:14.163681261Z,30,2024-04-19T00:27:22.166839168Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.166839168Z,true,2024-04-19T00:29:14.138833613Z,true,2024-04-19T00:29:44.178016032Z,01HVSW0BFB9PE7702C02YD01K0,2024-04-19T00:27:22.166839168Z,send,2024-04-19T00:27:22.166839168Z,0,2024-04-19T00:27:22.166839168Z,,,,
01HVSW0BNQN7QR2P8YT0BER476,true,2024-04-19T00:29:44.228586464Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.167200446Z,01HVSW0BD626EF60FJF96T9KCE,2024-04-19T00:27:22.167200446Z,true,2024-04-19T00:29:44.214016946Z,30,2024-04-19T00:27:22.167200446Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.167200446Z,true,2024-04-19T00:29:44.189634496Z,true,2024-04-19T00:30:10.140901441Z,01HVSW0BFJP4KH7QWCVVWVRQV9,2024-04-19T00:27:22.167200446Z,observe,2024-04-19T00:27:22.167200446Z,1,2024-04-19T00:27:22.167200446Z,,,,
01HVSW0BNWS1VZP2N478E7G8H0,true,2024-04-19T00:27:22.543413991Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.172946174Z,01HVSW0BD55KN2HT103R4VPK9F,2024-04-19T00:27:22.172946174Z,true,2024-04-19T00:27:22.535185842Z,30,2024-04-19T00:27:22.172946174Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.172946174Z,true,2024-04-19T00:27:22.490617491Z,true,2024-04-19T00:27:52.547299433Z,01HVSW0BFB9PE7702C0CRGPRC8,2024-04-19T00:27:22.172946174Z,send,2024-04-19T00:27:22.172946174Z,0,2024-04-19T00:27:22.172946174Z,,,,
01HVSW0BNX4VAG5PY4MDR5YNHH,true,2024-04-19T00:27:52.585489218Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.173238986Z,01HVSW0BD55KN2HT103R4VPK9F,2024-04-19T00:27:22.173238986Z,true,2024-04-19T00:27:52.577094767Z,30,2024-04-19T00:27:22.173238986Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.173238986Z,true,2024-04-19T00:27:52.556437978Z,true,2024-04-19T00:28:14.87141046Z,01HVSW0BNMHJPGC2KCC0GGZ37F,2024-04-19T00:27:22.173238986Z,observe,2024-04-19T00:27:22.173238986Z,1,2024-04-19T00:27:22.173238986Z,,,,
01HVSW0BNY2TEQME15VH2D7MZ9,true,2024-04-19T00:30:10.234105654Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.174836287Z,01HVSW0BD7ZSJW555MX3VXDKG1,2024-04-19T00:27:22.174836287Z,true,2024-04-19T00:30:10.224537407Z,30,2024-04-19T00:27:22.174836287Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.174836287Z,true,2024-04-19T00:30:10.195942326Z,true,2024-04-19T00:30:40.237511843Z,01HVSW0BFB9PE7702C0CJR3NHT,2024-04-19T00:27:22.174836287Z,send,2024-04-19T00:27:22.174836287Z,0,2024-04-19T00:27:22.174836287Z,,,,
01HVSW0BNZR8WKNJJWVJPH2VQT,true,2024-04-19T00:30:40.27655316Z,01HVSTV34SHX848TGQM0ZKCK88,2024-04-19T00:27:22.175130744Z,01HVSW0BD7ZSJW555MX3VXDKG1,2024-04-19T00:27:22.175130744Z,true,2024-04-19T00:30:40.267158817Z,30,2024-04-19T00:27:22.175130744Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:27:22.175130744Z,true,2024-04-19T00:30:40.247532518Z,true,2024-04-19T00:30:56.860385885Z,01HVSW0BNMHJPGC2KCC2QP3426,2024-04-19T00:27:22.175130744Z,observe,2024-04-19T00:27:22.175130744Z,1,2024-04-19T00:27:22.175130744Z,,,,
01HVSW38CAC5Y4XQEF4003GF08,true,2024-04-19T00:36:22.955934287Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.098900726Z,01HVSW38A6W5B6G00N82CDX9VP,2024-04-19T00:28:57.098900726Z,true,2024-04-19T00:36:22.943797659Z,30,2024-04-19T00:28:57.098900726Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.098900726Z,true,2024-04-19T00:36:22.916362557Z,true,2024-04-19T00:36:52.95948136Z,01HVSW38B88BAHNGY0TDEZ7VHG,2024-04-19T00:28:57.098900726Z,send,2024-04-19T00:28:57.098900726Z,0,2024-04-19T00:28:57.098900726Z,,,,
01HVSW38CBWRCAT0SAMRED2ER2,true,2024-04-19T00:36:53.018403672Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.099275648Z,01HVSW38A6W5B6G00N82CDX9VP,2024-04-19T00:28:57.099275648Z,true,2024-04-19T00:36:53.005627651Z,30,2024-04-19T00:28:57.099275648Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.099275648Z,true,2024-04-19T00:36:52.970868641Z,true,2024-04-19T00:37:07.128731207Z,01HVSW38BTP7C90EJXRGNRT44Y,2024-04-19T00:28:57.099275648Z,observe,2024-04-19T00:28:57.099275648Z,1,2024-04-19T00:28:57.099275648Z,,,,
01HVSW38CC221D91YF2NGT5B78,true,2024-04-19T00:35:22.79633722Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.100716744Z,01HVSW38ABX0EWAWZP4M76KNQN,2024-04-19T00:28:57.100716744Z,true,2024-04-19T00:35:22.78487325Z,30,2024-04-19T00:28:57.100716744Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.100716744Z,true,2024-04-19T00:35:22.750685236Z,true,2024-04-19T00:35:52.800036459Z,01HVSW38B88BAHNGY0TARN2JPY,2024-04-19T00:28:57.100716744Z,send,2024-04-19T00:28:57.100716744Z,0,2024-04-19T00:28:57.100716744Z,,,,
01HVSW38CDGXZA055AYJB1A4MC,true,2024-04-19T00:35:52.849573739Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.101057136Z,01HVSW38ABX0EWAWZP4M76KNQN,2024-04-19T00:28:57.101057136Z,true,2024-04-19T00:35:52.839498374Z,30,2024-04-19T00:28:57.101057136Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.101057136Z,true,2024-04-19T00:35:52.811131251Z,true,2024-04-19T00:36:22.855838545Z,01HVSW38BW3VSH8DKCJT0H9HZD,2024-04-19T00:28:57.101057136Z,observe,2024-04-19T00:28:57.101057136Z,1,2024-04-19T00:28:57.101057136Z,,,,
01HVSW38CG6AT86GFKXM7WN8XM,true,2024-04-19T00:37:07.269926406Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.104193172Z,01HVSW38A77A91WTYGTQKJBNMA,2024-04-19T00:28:57.104193172Z,true,2024-04-19T00:37:07.255033523Z,30,2024-04-19T00:28:57.104193172Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.104193172Z,true,2024-04-19T00:37:07.204365926Z,true,2024-04-19T00:37:37.273153394Z,01HVSW38BCGPCDCPC4P0VP10EM,2024-04-19T00:28:57.104193172Z,send,2024-04-19T00:28:57.104193172Z,0,2024-04-19T00:28:57.104193172Z,,,,
01HVSW38CG6AT86GFKY7FXK0JP,true,2024-04-19T00:37:37.328867331Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.104629406Z,01HVSW38A77A91WTYGTQKJBNMA,2024-04-19T00:28:57.104629406Z,true,2024-04-19T00:37:37.315473349Z,30,2024-04-19T00:28:57.104629406Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.104629406Z,true,2024-04-19T00:37:37.288408604Z,true,2024-04-19T00:37:52.466063396Z,01HVSW38BZ8MN9PDA17SAW0M43,2024-04-19T00:28:57.104629406Z,observe,2024-04-19T00:28:57.104629406Z,1,2024-04-19T00:28:57.104629406Z,,,,
01HVSW38FC67GK923VE9MA6NSD,true,2024-04-19T00:30:57.929867403Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.196188457Z,01HVSW38ACT174QK0E7ESESJNP,2024-04-19T00:28:57.196188457Z,true,2024-04-19T00:30:57.91888733Z,30,2024-04-19T00:28:57.196188457Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.196188457Z,true,2024-04-19T00:30:57.897449574Z,true,2024-04-19T00:31:27.933066967Z,01HVSW38BF8X4EKSHJEVWGTDKF,2024-04-19T00:28:57.196188457Z,send,2024-04-19T00:28:57.196188457Z,0,2024-04-19T00:28:57.196188457Z,,,,
01HVSW38FC67GK923VEPCTJMYB,true,2024-04-19T00:31:27.976641368Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.196960288Z,01HVSW38ACT174QK0E7ESESJNP,2024-04-19T00:28:57.196960288Z,true,2024-04-19T00:31:27.962802168Z,30,2024-04-19T00:28:57.196960288Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.196960288Z,true,2024-04-19T00:31:27.941013621Z,true,2024-04-19T00:31:48.184643217Z,01HVSW38C2VBN53PREC828PP5W,2024-04-19T00:28:57.196960288Z,observe,2024-04-19T00:28:57.196960288Z,1,2024-04-19T00:28:57.196960288Z,,,,
01HVSW38GBFPA4TAN1EG7HTDDR,true,2024-04-19T00:28:57.629243303Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.227908003Z,01HVSW38A5AX5QK7C5JBFPMJFD,2024-04-19T00:28:57.227908003Z,true,2024-04-19T00:28:57.621283336Z,30,2024-04-19T00:28:57.227908003Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.227908003Z,true,2024-04-19T00:28:57.564481736Z,true,2024-04-19T00:29:27.633782565Z,01HVSW38C4PXEE78EWC24JVQC8,2024-04-19T00:28:57.227908003Z,send,2024-04-19T00:28:57.227908003Z,0,2024-04-19T00:28:57.227908003Z,,,,
01HVSW38GCWMGKRVKFH46C2VSX,true,2024-04-19T00:29:27.682705891Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.228423051Z,01HVSW38A5AX5QK7C5JBFPMJFD,2024-04-19T00:28:57.228423051Z,true,2024-04-19T00:29:27.671908849Z,30,2024-04-19T00:28:57.228423051Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.228423051Z,true,2024-04-19T00:29:27.643466777Z,true,2024-04-19T00:29:57.685694795Z,01HVSW38C7PD224VB2CP4VG8M9,2024-04-19T00:28:57.228423051Z,observe,2024-04-19T00:28:57.228423051Z,1,2024-04-19T00:28:57.228423051Z,,,,
01HVSW38GDYYCH48PRG4YBEGBE,true,2024-04-19T00:31:48.270237218Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.229413212Z,01HVSW38A77A91WTYGT2WVTB9J,2024-04-19T00:28:57.229413212Z,true,2024-04-19T00:31:48.260979303Z,30,2024-04-19T00:28:57.229413212Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.229413212Z,true,2024-04-19T00:31:48.241648744Z,true,2024-04-19T00:32:18.274580914Z,01HVSW38C4PXEE78EWBY8GF2DH,2024-04-19T00:28:57.229413212Z,send,2024-04-19T00:28:57.229413212Z,0,2024-04-19T00:28:57.229413212Z,,,,
01HVSW38GDYYCH48PRGXVP6CDN,true,2024-04-19T00:32:18.320373042Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.229765943Z,01HVSW38A77A91WTYGT2WVTB9J,2024-04-19T00:28:57.229765943Z,true,2024-04-19T00:32:18.310658625Z,30,2024-04-19T00:28:57.229765943Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.229765943Z,true,2024-04-19T00:32:18.288295844Z,true,2024-04-19T00:32:38.779705846Z,01HVSW38C85459GAVHKSWAAGR9,2024-04-19T00:28:57.229765943Z,observe,2024-04-19T00:28:57.229765943Z,1,2024-04-19T00:28:57.229765943Z,,,,
01HVSW38H72M3A2MFDRHED9V5K,true,2024-04-19T00:38:35.730978135Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.255892038Z,01HVSW38ACT174QK0E6Y76B4K2,2024-04-19T00:28:57.255892038Z,true,2024-04-19T00:38:35.716015795Z,30,2024-04-19T00:28:57.255892038Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.255892038Z,true,2024-04-19T00:38:35.658712871Z,true,2024-04-19T00:39:05.741866041Z,01HVSW38CP51Z216QPSBXYFADN,2024-04-19T00:28:57.255892038Z,send,2024-04-19T00:28:57.255892038Z,0,2024-04-19T00:28:57.255892038Z,,,,
01HVSW38H8VD7SGNJ0FP7C8EHJ,true,2024-04-19T00:39:05.810168538Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.25712299Z,01HVSW38ACT174QK0E6Y76B4K2,2024-04-19T00:28:57.25712299Z,true,2024-04-19T00:39:05.795294963Z,30,2024-04-19T00:28:57.25712299Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.25712299Z,true,2024-04-19T00:39:05.76047612Z,true,2024-04-19T00:39:13.431550842Z,01HVSW38CTTC9ZRER65Y7PQ1M2,2024-04-19T00:28:57.25712299Z,observe,2024-04-19T00:28:57.25712299Z,1,2024-04-19T00:28:57.25712299Z,,,,
01HVSW38HAMC17XSVCK6HCS14V,true,2024-04-19T00:37:52.606677769Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.258866892Z,01HVSW38A80DYP8FBE5KGKP2Q6,2024-04-19T00:28:57.258866892Z,true,2024-04-19T00:37:52.592346254Z,30,2024-04-19T00:28:57.258866892Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.258866892Z,true,2024-04-19T00:37:52.551962783Z,true,2024-04-19T00:38:22.609358069Z,01HVSW38CP51Z216QPSC2DE58M,2024-04-19T00:28:57.258866892Z,send,2024-04-19T00:28:57.258866892Z,0,2024-04-19T00:28:57.258866892Z,,,,
01HVSW38HBMT8YPWNZPZV24A4M,true,2024-04-19T00:32:38.880741263Z,01HVSTV34SHX848TGQMA43MWTA,2024-04-19T00:28:57.25956321Z,01HVSW38A77A91WTYGSJYMPG09,2024-04-19T00:28:57.25956321Z,true,2024-04-19T00:32:38.866313968Z,30,2024-04-19T00:28:57.25956321Z,01HVSTV34HXYTZQMECRWPQV128,2024-04-19T00:28:57.25956321Z,true,2024-04-19T00:32:38.842754435Z,true,2024-04-19T00:33:08.883794118Z,01HVSW38C4PXEE78EWC29FYJVP,2024-04-19T00:28:57.25956321Z,send,2024-04-19T00:28:57.25956321Z,0,2024-04-19T00:28:57.25956321Z,,,,
