id,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,playerID,playerIDLastChangedAt,guess,guessLastChangedAt,confidence,confidenceLastChangedAt,submit,submitLastChangedAt,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt
01HWDZKZ159GWKJEHXVPX5XW3A,01HWDZKY98MZTWKDYBY71E9FNW,2024-04-26T19:55:18.949637299Z,01HWDZKYD3STMH6D7J11EJRP6J,2024-04-26T19:55:18.949637299Z,01HWDZBW01J75DGAGYH6GJ4CPF,2024-04-26T19:55:18.949637299Z,72,2024-04-26T19:55:42.772780581Z,95,2024-04-26T19:55:42.773924193Z,true,2024-04-26T19:55:42.857545183Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:55:18.949637299Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:55:18.949637299Z
01HWDZKZ1C4TJ9N7MFFNHC4FDT,01HWDZKY98MZTWKDYBY71E9FNW,2024-04-26T19:55:18.956732785Z,01HWDZKYD3STMH6D7J11EJRP6J,2024-04-26T19:55:18.956732785Z,01HWDZC5946R9JV817EMBY35NT,2024-04-26T19:55:18.956732785Z,,,,,,,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:55:18.956732785Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:55:18.956732785Z
01HWDZKZ1NPY6KFT2MX1PME8A3,01HWDZKY98MZTWKDYBY71E9FNW,2024-04-26T19:55:18.965557766Z,01HWDZKYD3STMH6D7J11EJRP6J,2024-04-26T19:55:18.965557766Z,01HWDZD5717ANBQ8GTPF071NQ4,2024-04-26T19:55:18.965557766Z,,,,,,,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:55:18.965557766Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:55:18.965557766Z
01HWDZKZ1XM1J1X1A69S6Q5HG7,01HWDZKY98MZTWKDYBY71E9FNW,2024-04-26T19:55:18.973761452Z,01HWDZKYD3STMH6D7J11EJRP6J,2024-04-26T19:55:18.973761452Z,01HWDZGWJ75208CDQJF4S4MG63,2024-04-26T19:55:18.973761452Z,,,,,,,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:55:18.973761452Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:55:18.973761452Z
01HWDZMWGANE32SAZQSFFSFBK6,01HWDZKY9KWDY32NYBVTMX5YMM,2024-04-26T19:55:49.130335564Z,01HWDZKYE58ZTM10NKWWNQ6HJ2,2024-04-26T19:55:49.130335564Z,01HWDZBW01J75DGAGYH6GJ4CPF,2024-04-26T19:55:49.130335564Z,73,2024-04-26T19:56:11.747129504Z,74,2024-04-26T19:56:11.749928606Z,true,2024-04-26T19:56:11.754594199Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:55:49.130335564Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:55:49.130335564Z
01HWDZMWGGN2NSVES04JKG0F6E,01HWDZKY9KWDY32NYBVTMX5YMM,2024-04-26T19:55:49.136629135Z,01HWDZKYE58ZTM10NKWWNQ6HJ2,2024-04-26T19:55:49.136629135Z,01HWDZC5946R9JV817EMBY35NT,2024-04-26T19:55:49.136629135Z,80,2024-04-26T19:55:57.862753335Z,100,2024-04-26T19:55:57.864321006Z,true,2024-04-26T19:55:58.016308176Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:55:49.136629135Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:55:49.136629135Z
01HWDZMWGPMY6ZGRDXZWC53DEZ,01HWDZKY9KWDY32NYBVTMX5YMM,2024-04-26T19:55:49.142644676Z,01HWDZKYE58ZTM10NKWWNQ6HJ2,2024-04-26T19:55:49.142644676Z,01HWDZD5717ANBQ8GTPF071NQ4,2024-04-26T19:55:49.142644676Z,85,2024-04-26T19:56:18.155032553Z,92,2024-04-26T19:56:18.156900568Z,true,2024-04-26T19:56:18.156394012Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:55:49.142644676Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:55:49.142644676Z
01HWDZMWGXD8XVK3VHNRM1JRKM,01HWDZKY9KWDY32NYBVTMX5YMM,2024-04-26T19:55:49.149932736Z,01HWDZKYE58ZTM10NKWWNQ6HJ2,2024-04-26T19:55:49.149932736Z,01HWDZGWJ75208CDQJF4S4MG63,2024-04-26T19:55:49.149932736Z,,,,,,,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:55:49.149932736Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:55:49.149932736Z
01HWDZNSXZZDH501B8F81BGN9D,01HWDZKY9JD6TTZNEFZ6WF7H5K,2024-04-26T19:56:19.263230349Z,01HWDZKYEK7QYSZQVPV0MCFVAF,2024-04-26T19:56:19.263230349Z,01HWDZBW01J75DGAGYH6GJ4CPF,2024-04-26T19:56:19.263230349Z,,,,,,,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:56:19.263230349Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:56:19.263230349Z
01HWDZNSY5ZRKZVMPAK4W42P8J,01HWDZKY9JD6TTZNEFZ6WF7H5K,2024-04-26T19:56:19.27004779Z,01HWDZKYEK7QYSZQVPV0MCFVAF,2024-04-26T19:56:19.27004779Z,01HWDZC5946R9JV817EMBY35NT,2024-04-26T19:56:19.27004779Z,84,2024-04-26T19:56:35.599664841Z,100,2024-04-26T19:56:35.601260707Z,true,2024-04-26T19:56:35.610577386Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:56:19.27004779Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:56:19.27004779Z
01HWDZNSYCTJDGBG9HM2K3W9M1,01HWDZKY9JD6TTZNEFZ6WF7H5K,2024-04-26T19:56:19.276063179Z,01HWDZKYEK7QYSZQVPV0MCFVAF,2024-04-26T19:56:19.276063179Z,01HWDZD5717ANBQ8GTPF071NQ4,2024-04-26T19:56:19.276063179Z,86,2024-04-26T19:56:45.108406865Z,87,2024-04-26T19:56:45.10961437Z,true,2024-04-26T19:56:45.110524937Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:56:19.276063179Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:56:19.276063179Z
01HWDZNSYKBM2RS8QME9EK9YFY,01HWDZKY9JD6TTZNEFZ6WF7H5K,2024-04-26T19:56:19.284013883Z,01HWDZKYEK7QYSZQVPV0MCFVAF,2024-04-26T19:56:19.284013883Z,01HWDZGWJ75208CDQJF4S4MG63,2024-04-26T19:56:19.284013883Z,39,2024-04-26T19:56:44.974261934Z,75,2024-04-26T19:56:44.975660934Z,true,2024-04-26T19:56:45.123798247Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:56:19.284013883Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:56:19.284013883Z
01HWDZPCP0ARBMXV8S7GVQW46M,01HWDZPC32YRA57HB164NFV3VW,2024-04-26T19:56:38.464596874Z,01HWDZPC6BCG0RW3HE5DZ6NX6B,2024-04-26T19:56:38.464596874Z,01HWDZFE63S2B40MQFVM96F61W,2024-04-26T19:56:38.464596874Z,,,,,,,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:56:38.464596874Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:56:38.464596874Z
01HWDZPCP6RB732PWC7XGZNSZN,01HWDZPC32YRA57HB164NFV3VW,2024-04-26T19:56:38.470939658Z,01HWDZPC6BCG0RW3HE5DZ6NX6B,2024-04-26T19:56:38.470939658Z,01HWDZG8MA8Z3VJRX0Q4B2RED9,2024-04-26T19:56:38.470939658Z,51,2024-04-26T19:56:53.14287053Z,100,2024-04-26T19:56:53.144569813Z,true,2024-04-26T19:56:53.154656953Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:56:38.470939658Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:56:38.470939658Z
01HWDZPCPC85KMD1TK5ETQX558,01HWDZPC32YRA57HB164NFV3VW,2024-04-26T19:56:38.476386321Z,01HWDZPC6BCG0RW3HE5DZ6NX6B,2024-04-26T19:56:38.476386321Z,01HWDZHMA73CJ89SAWNYF2TN45,2024-04-26T19:56:38.476386321Z,71,2024-04-26T19:57:03.949036719Z,84,2024-04-26T19:57:03.951131576Z,true,2024-04-26T19:57:04.009965467Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:56:38.476386321Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:56:38.476386321Z
01HWDZPCPHSTC9R29368Y060MG,01HWDZPC32YRA57HB164NFV3VW,2024-04-26T19:56:38.481700032Z,01HWDZPC6BCG0RW3HE5DZ6NX6B,2024-04-26T19:56:38.481700032Z,01HWDZJ0DK6HX04SY1P9J0ZWQN,2024-04-26T19:56:38.481700032Z,,,,,,,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:56:38.481700032Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:56:38.481700032Z
01HWDZPQB6YNQ7BYVYD67HTQXP,01HWDZKY9YP0XBEEQZKFE779FP,2024-04-26T19:56:49.382922655Z,01HWDZKYFKD6A85G026PC3R1E4,2024-04-26T19:56:49.382922655Z,01HWDZBW01J75DGAGYH6GJ4CPF,2024-04-26T19:56:49.382922655Z,,,,,,,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:56:49.382922655Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:56:49.382922655Z
01HWDZPQBB9W3J8NW7KKWVEB06,01HWDZKY9YP0XBEEQZKFE779FP,2024-04-26T19:56:49.387233041Z,01HWDZKYFKD6A85G026PC3R1E4,2024-04-26T19:56:49.387233041Z,01HWDZC5946R9JV817EMBY35NT,2024-04-26T19:56:49.387233041Z,85,2024-04-26T19:57:05.874877282Z,100,2024-04-26T19:57:05.875833156Z,true,2024-04-26T19:57:05.884463915Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:56:49.387233041Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:56:49.387233041Z
01HWDZPQBFJRXZWM0H0HAAF508,01HWDZKY9YP0XBEEQZKFE779FP,2024-04-26T19:56:49.39188548Z,01HWDZKYFKD6A85G026PC3R1E4,2024-04-26T19:56:49.39188548Z,01HWDZD5717ANBQ8GTPF071NQ4,2024-04-26T19:56:49.39188548Z,87,2024-04-26T19:56:58.251377065Z,100,2024-04-26T19:56:58.253013287Z,true,2024-04-26T19:56:58.255974709Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:56:49.39188548Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:56:49.39188548Z
01HWDZPQBMESWKKP247BJP08R9,01HWDZKY9YP0XBEEQZKFE779FP,2024-04-26T19:56:49.396991534Z,01HWDZKYFKD6A85G026PC3R1E4,2024-04-26T19:56:49.396991534Z,01HWDZGWJ75208CDQJF4S4MG63,2024-04-26T19:56:49.396991534Z,45,2024-04-26T19:57:11.682635252Z,78,2024-04-26T19:57:11.684119704Z,true,2024-04-26T19:57:11.690029051Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:56:49.396991534Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:56:49.396991534Z
01HWDZQA3W8G2YDN9JDQ4TMWC9,01HWDZPC34ZZ3Y4NGY7ZW181GJ,2024-04-26T19:57:08.604064782Z,01HWDZPC7W94RRFC5GPQW1M1GA,2024-04-26T19:57:08.604064782Z,01HWDZFE63S2B40MQFVM96F61W,2024-04-26T19:57:08.604064782Z,50,2024-04-26T19:57:27.864667243Z,20,2024-04-26T19:57:27.865310952Z,true,2024-04-26T19:57:27.855266776Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:57:08.604064782Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:57:08.604064782Z
01HWDZQA455VXCSHA4YA7FA58B,01HWDZPC34ZZ3Y4NGY7ZW181GJ,2024-04-26T19:57:08.613301567Z,01HWDZPC7W94RRFC5GPQW1M1GA,2024-04-26T19:57:08.613301567Z,01HWDZG8MA8Z3VJRX0Q4B2RED9,2024-04-26T19:57:08.613301567Z,50,2024-04-26T19:57:27.86390543Z,100,2024-04-26T19:57:27.869953561Z,true,2024-04-26T19:57:27.882818921Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:57:08.613301567Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:57:08.613301567Z
01HWDZQA4CHGJ401F7YRKDK3Z6,01HWDZPC34ZZ3Y4NGY7ZW181GJ,2024-04-26T19:57:08.621012922Z,01HWDZPC7W94RRFC5GPQW1M1GA,2024-04-26T19:57:08.621012922Z,01HWDZHMA73CJ89SAWNYF2TN45,2024-04-26T19:57:08.621012922Z,77,2024-04-26T19:57:31.446761797Z,61,2024-04-26T19:57:31.447241733Z,true,2024-04-26T19:57:31.448369675Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:57:08.621012922Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:57:08.621012922Z
01HWDZQA4M1K1NH5JY9ZBV8541,01HWDZPC34ZZ3Y4NGY7ZW181GJ,2024-04-26T19:57:08.628921243Z,01HWDZPC7W94RRFC5GPQW1M1GA,2024-04-26T19:57:08.628921243Z,01HWDZJ0DK6HX04SY1P9J0ZWQN,2024-04-26T19:57:08.628921243Z,49,2024-04-26T19:57:23.993739318Z,34,2024-04-26T19:57:23.992216592Z,true,2024-04-26T19:57:24.103284698Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:57:08.628921243Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:57:08.628921243Z
01HWDZQMT8DKMF5MQ92XGHM88K,01HWDZKYA1QSWY1YAYN99MHAT6,2024-04-26T19:57:19.56060089Z,01HWDZKYFFNJF7061C3Y617SD4,2024-04-26T19:57:19.56060089Z,01HWDZBW01J75DGAGYH6GJ4CPF,2024-04-26T19:57:19.56060089Z,,,,,,,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:57:19.56060089Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:57:19.56060089Z
01HWDZQMTFZ6MRX3ZV7B5E0VKT,01HWDZKYA1QSWY1YAYN99MHAT6,2024-04-26T19:57:19.567870382Z,01HWDZKYFFNJF7061C3Y617SD4,2024-04-26T19:57:19.567870382Z,01HWDZC5946R9JV817EMBY35NT,2024-04-26T19:57:19.567870382Z,83,2024-04-26T19:57:36.774632356Z,100,2024-04-26T19:57:36.776104275Z,true,2024-04-26T19:57:36.788693377Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:57:19.567870382Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:57:19.567870382Z
01HWDZQMTT94PYQADSEK2AFVDG,01HWDZKYA1QSWY1YAYN99MHAT6,2024-04-26T19:57:19.578669549Z,01HWDZKYFFNJF7061C3Y617SD4,2024-04-26T19:57:19.578669549Z,01HWDZD5717ANBQ8GTPF071NQ4,2024-04-26T19:57:19.578669549Z,84,2024-04-26T19:57:31.232768067Z,92,2024-04-26T19:57:31.23664801Z,true,2024-04-26T19:57:31.234801066Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:57:19.578669549Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:57:19.578669549Z
01HWDZQMV3ZZDC0M0CJ9BF11W7,01HWDZKYA1QSWY1YAYN99MHAT6,2024-04-26T19:57:19.587385361Z,01HWDZKYFFNJF7061C3Y617SD4,2024-04-26T19:57:19.587385361Z,01HWDZGWJ75208CDQJF4S4MG63,2024-04-26T19:57:19.587385361Z,39,2024-04-26T19:57:40.248856258Z,85,2024-04-26T19:57:40.250132053Z,true,2024-04-26T19:57:40.256289041Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:57:19.587385361Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:57:19.587385361Z
01HWDZR0HMYEFRDVA06QYGND8X,01HWDZPC3D7P55K078FK26AP3S,2024-04-26T19:57:31.57287561Z,01HWDZPC5T8K2SWBVKG6ED6PSW,2024-04-26T19:57:31.57287561Z,01HWDZFE63S2B40MQFVM96F61W,2024-04-26T19:57:31.57287561Z,50,2024-04-26T19:57:50.35001498Z,13,2024-04-26T19:57:50.35253628Z,true,2024-04-26T19:57:50.350836046Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:57:31.57287561Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:57:31.57287561Z
01HWDZR0HW2AYJD3ZGZGGFVYVH,01HWDZPC3D7P55K078FK26AP3S,2024-04-26T19:57:31.580190067Z,01HWDZPC5T8K2SWBVKG6ED6PSW,2024-04-26T19:57:31.580190067Z,01HWDZG8MA8Z3VJRX0Q4B2RED9,2024-04-26T19:57:31.580190067Z,64,2024-04-26T19:57:54.335635547Z,100,2024-04-26T19:57:54.334809201Z,true,2024-04-26T19:57:54.351920509Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:57:31.580190067Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:57:31.580190067Z
01HWDZR0J5JSWFFG0BKKQ0WF6A,01HWDZPC3D7P55K078FK26AP3S,2024-04-26T19:57:31.589506545Z,01HWDZPC5T8K2SWBVKG6ED6PSW,2024-04-26T19:57:31.589506545Z,01HWDZHMA73CJ89SAWNYF2TN45,2024-04-26T19:57:31.589506545Z,76,2024-04-26T19:57:53.060242032Z,75,2024-04-26T19:57:53.061755781Z,true,2024-04-26T19:57:53.064555302Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:57:31.589506545Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:57:31.589506545Z
01HWDZR0JC3SAK3SW7EG6MX3YZ,01HWDZPC3D7P55K078FK26AP3S,2024-04-26T19:57:31.596950218Z,01HWDZPC5T8K2SWBVKG6ED6PSW,2024-04-26T19:57:31.596950218Z,01HWDZJ0DK6HX04SY1P9J0ZWQN,2024-04-26T19:57:31.596950218Z,50,2024-04-26T19:57:54.360088184Z,47,2024-04-26T19:57:54.359038742Z,true,2024-04-26T19:57:54.368720525Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:57:31.596950218Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:57:31.596950218Z
01HWDZRJ8P72TPENYRTSQWVWM5,01HWDZKY9KWDY32NYBWGB1V9T4,2024-04-26T19:57:49.718347993Z,01HWDZKYDAHWMSXA1J8WZ4FVX7,2024-04-26T19:57:49.718347993Z,01HWDZBW01J75DGAGYH6GJ4CPF,2024-04-26T19:57:49.718347993Z,57,2024-04-26T19:58:09.2931666Z,67,2024-04-26T19:58:09.294119028Z,true,2024-04-26T19:58:09.296697528Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:57:49.718347993Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:57:49.718347993Z
01HWDZRJ8XBZ7J2QFHF0MHSVG4,01HWDZKY9KWDY32NYBWGB1V9T4,2024-04-26T19:57:49.725354582Z,01HWDZKYDAHWMSXA1J8WZ4FVX7,2024-04-26T19:57:49.725354582Z,01HWDZC5946R9JV817EMBY35NT,2024-04-26T19:57:49.725354582Z,81,2024-04-26T19:58:11.95050438Z,95,2024-04-26T19:58:11.951800754Z,true,2024-04-26T19:58:11.96319332Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:57:49.725354582Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:57:49.725354582Z
01HWDZRJ92MHM6Z3P6HH63ZK9W,01HWDZKY9KWDY32NYBWGB1V9T4,2024-04-26T19:57:49.730456407Z,01HWDZKYDAHWMSXA1J8WZ4FVX7,2024-04-26T19:57:49.730456407Z,01HWDZD5717ANBQ8GTPF071NQ4,2024-04-26T19:57:49.730456407Z,90,2024-04-26T19:58:00.481046504Z,97,2024-04-26T19:58:00.479520281Z,true,2024-04-26T19:58:00.481794951Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:57:49.730456407Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:57:49.730456407Z
01HWDZRJ99V84AGEMKCVZ7K95M,01HWDZKY9KWDY32NYBWGB1V9T4,2024-04-26T19:57:49.73773257Z,01HWDZKYDAHWMSXA1J8WZ4FVX7,2024-04-26T19:57:49.73773257Z,01HWDZGWJ75208CDQJF4S4MG63,2024-04-26T19:57:49.73773257Z,42,2024-04-26T19:58:04.296515048Z,85,2024-04-26T19:58:04.299216803Z,true,2024-04-26T19:58:04.305932797Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:57:49.73773257Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:57:49.73773257Z
01HWDZRPXAPPRRGV0R925V86HS,01HWDZPC38EE0JTT4PE30NCS1K,2024-04-26T19:57:54.474526559Z,01HWDZPC7VESB2XV0WF3XCW5CY,2024-04-26T19:57:54.474526559Z,01HWDZFE63S2B40MQFVM96F61W,2024-04-26T19:57:54.474526559Z,50,2024-04-26T19:58:16.048514753Z,0,2024-04-26T19:58:16.04613936Z,true,2024-04-26T19:58:16.047559019Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:57:54.474526559Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:57:54.474526559Z
01HWDZRPXJTWW2N3VZNFSNQYVR,01HWDZPC38EE0JTT4PE30NCS1K,2024-04-26T19:57:54.48293854Z,01HWDZPC7VESB2XV0WF3XCW5CY,2024-04-26T19:57:54.48293854Z,01HWDZG8MA8Z3VJRX0Q4B2RED9,2024-04-26T19:57:54.48293854Z,50,2024-04-26T19:58:19.128816643Z,100,2024-04-26T19:58:19.129438239Z,true,2024-04-26T19:58:19.152402945Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:57:54.48293854Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:57:54.48293854Z
01HWDZRPXT602VTBVTWQKSSCZE,01HWDZPC38EE0JTT4PE30NCS1K,2024-04-26T19:57:54.490737331Z,01HWDZPC7VESB2XV0WF3XCW5CY,2024-04-26T19:57:54.490737331Z,01HWDZHMA73CJ89SAWNYF2TN45,2024-04-26T19:57:54.490737331Z,79,2024-04-26T19:58:10.190122711Z,74,2024-04-26T19:58:10.194877253Z,true,2024-04-26T19:58:10.194315822Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:57:54.490737331Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:57:54.490737331Z
01HWDZRPY1C693WDDTG6EJVE6H,01HWDZPC38EE0JTT4PE30NCS1K,2024-04-26T19:57:54.497790018Z,01HWDZPC7VESB2XV0WF3XCW5CY,2024-04-26T19:57:54.497790018Z,01HWDZJ0DK6HX04SY1P9J0ZWQN,2024-04-26T19:57:54.497790018Z,38,2024-04-26T19:58:06.037922626Z,36,2024-04-26T19:58:06.04037221Z,true,2024-04-26T19:58:06.045326653Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:57:54.497790018Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:57:54.497790018Z
01HWDZS836FT8Y15FXH0J04ST0,01HWDZKY9MJP8MB1P7Z6GH5EM9,2024-04-26T19:58:12.070381273Z,01HWDZKYEGAN9T7YJDT7K5FDM0,2024-04-26T19:58:12.070381273Z,01HWDZBW01J75DGAGYH6GJ4CPF,2024-04-26T19:58:12.070381273Z,,,,,,,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:58:12.070381273Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:58:12.070381273Z
01HWDZS83CSKJKY8Q7BXTW3311,01HWDZKY9MJP8MB1P7Z6GH5EM9,2024-04-26T19:58:12.07697845Z,01HWDZKYEGAN9T7YJDT7K5FDM0,2024-04-26T19:58:12.07697845Z,01HWDZC5946R9JV817EMBY35NT,2024-04-26T19:58:12.07697845Z,83,2024-04-26T19:58:41.362003213Z,100,2024-04-26T19:58:41.36501022Z,true,2024-04-26T19:58:41.377821313Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:58:12.07697845Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:58:12.07697845Z
01HWDZS83J0HDRQM10BWWA1K0G,01HWDZKY9MJP8MB1P7Z6GH5EM9,2024-04-26T19:58:12.082791462Z,01HWDZKYEGAN9T7YJDT7K5FDM0,2024-04-26T19:58:12.082791462Z,01HWDZD5717ANBQ8GTPF071NQ4,2024-04-26T19:58:12.082791462Z,89,2024-04-26T19:58:19.444579408Z,100,2024-04-26T19:58:19.44281404Z,true,2024-04-26T19:58:19.444773668Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:58:12.082791462Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:58:12.082791462Z
01HWDZS83SJBZJWWKEC06PMZRK,01HWDZKY9MJP8MB1P7Z6GH5EM9,2024-04-26T19:58:12.089360806Z,01HWDZKYEGAN9T7YJDT7K5FDM0,2024-04-26T19:58:12.089360806Z,01HWDZGWJ75208CDQJF4S4MG63,2024-04-26T19:58:12.089360806Z,40,2024-04-26T19:58:36.731278951Z,77,2024-04-26T19:58:36.732291913Z,true,2024-04-26T19:58:36.740189682Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:58:12.089360806Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:58:12.089360806Z
01HWDZSF3DQ5WAD5PTZHB3QTBR,01HWDZPC35ETF1BGSTXY13DQAH,2024-04-26T19:58:19.245791567Z,01HWDZPC86MZXWGW23TEK2TE6F,2024-04-26T19:58:19.245791567Z,01HWDZFE63S2B40MQFVM96F61W,2024-04-26T19:58:19.245791567Z,50,2024-04-26T19:58:31.964276663Z,0,2024-04-26T19:58:31.956740194Z,true,2024-04-26T19:58:31.962814183Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:58:19.245791567Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:58:19.245791567Z
01HWDZSF3N960DJESG6EG1B8D4,01HWDZPC35ETF1BGSTXY13DQAH,2024-04-26T19:58:19.25328847Z,01HWDZPC86MZXWGW23TEK2TE6F,2024-04-26T19:58:19.25328847Z,01HWDZG8MA8Z3VJRX0Q4B2RED9,2024-04-26T19:58:19.25328847Z,42,2024-04-26T19:58:37.00822816Z,76,2024-04-26T19:58:37.009363225Z,true,2024-04-26T19:58:37.028425404Z,01HWDZBVZ099EF56E7PA1463T5,2024-04-26T19:58:19.25328847Z,01HWDZBVZCFRSJZ6GN21W52JD7,2024-04-26T19:58:19.25328847Z
