id,task,taskLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,batchID,batchIDLastChangedAt,name,nameLastChangedAt,start,startLastChangedAt,stageIndex,stageIndexLastChangedAt,idx,idxLastChangedAt,index,indexLastChangedAt
01HWE0BNXKAHQCNVRWY2KYEGBS,Chat,2024-04-26T20:08:16.051925118Z,true,2024-04-26T20:10:14.743613776Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:08:16.051925118Z,01HWDZAS7MCQEA0CKR1E1TJJF3,2024-04-26T20:08:16.051925118Z,Round 2 / 12,2024-04-26T20:08:16.051925118Z,true,2024-04-26T20:09:16.218637559Z,2,2024-04-26T20:08:16.186890961Z,2,2024-04-26T20:08:16.051925118Z,1,2024-04-26T20:08:16.051925118Z
01HWE0BNXN48YZ5W6TNPDVKQ8Y,Chat,2024-04-26T20:08:16.053433274Z,true,2024-04-26T20:12:48.527800913Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:08:16.053433274Z,01HWDZAS7MCQEA0CKR1E1TJJF3,2024-04-26T20:08:16.053433274Z,Round 5 / 12,2024-04-26T20:08:16.053433274Z,true,2024-04-26T20:11:56.705910096Z,2,2024-04-26T20:08:16.290034054Z,5,2024-04-26T20:08:16.053433274Z,4,2024-04-26T20:08:16.053433274Z
01HWE0BNXPA1TF3PENTS4T9PX5,Chat,2024-04-26T20:08:16.054846659Z,true,2024-04-26T20:11:56.673411354Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:08:16.054846659Z,01HWDZAS7MCQEA0CKR1E1TJJF3,2024-04-26T20:08:16.054846659Z,Round 4 / 12,2024-04-26T20:08:16.054846659Z,true,2024-04-26T20:11:06.253918487Z,2,2024-04-26T20:08:16.290034054Z,4,2024-04-26T20:08:16.054846659Z,3,2024-04-26T20:08:16.054846659Z
01HWE0BNXRM7S764TRSTWBR1WH,Chat,2024-04-26T20:08:16.056084669Z,true,2024-04-26T20:13:44.583510757Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:08:16.056084669Z,01HWDZAS7MCQEA0CKR1E1TJJF3,2024-04-26T20:08:16.056084669Z,Round 6 / 12,2024-04-26T20:08:16.056084669Z,true,2024-04-26T20:12:48.557201598Z,2,2024-04-26T20:08:16.287681909Z,6,2024-04-26T20:08:16.056084669Z,5,2024-04-26T20:08:16.056084669Z
01HWE0BNXSHPAFR0BY0HEVPR3M,Chat,2024-04-26T20:08:16.057236636Z,true,2024-04-26T20:15:28.067457843Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:08:16.057236636Z,01HWDZAS7MCQEA0CKR1E1TJJF3,2024-04-26T20:08:16.057236636Z,Round 8 / 12,2024-04-26T20:08:16.057236636Z,true,2024-04-26T20:14:37.943569948Z,2,2024-04-26T20:08:16.306447742Z,8,2024-04-26T20:08:16.057236636Z,7,2024-04-26T20:08:16.057236636Z
01HWE0BNXT0M753N8N0NDWPEMP,Chat,2024-04-26T20:08:16.058487089Z,true,2024-04-26T20:14:37.919638051Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:08:16.058487089Z,01HWDZAS7MCQEA0CKR1E1TJJF3,2024-04-26T20:08:16.058487089Z,Round 7 / 12,2024-04-26T20:08:16.058487089Z,true,2024-04-26T20:13:44.606331906Z,2,2024-04-26T20:08:16.345044288Z,7,2024-04-26T20:08:16.058487089Z,6,2024-04-26T20:08:16.058487089Z
01HWE0BNXV35WMD7HK00BZNV6W,Chat,2024-04-26T20:08:16.059947635Z,true,2024-04-26T20:16:20.639592433Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:08:16.059947635Z,01HWDZAS7MCQEA0CKR1E1TJJF3,2024-04-26T20:08:16.059947635Z,Round 9 / 12,2024-04-26T20:08:16.059947635Z,true,2024-04-26T20:15:28.107892482Z,2,2024-04-26T20:08:16.306447742Z,9,2024-04-26T20:08:16.059947635Z,8,2024-04-26T20:08:16.059947635Z
01HWE0BNXX9MC6NPCEGW1JZ7RX,Chat,2024-04-26T20:08:16.061199983Z,true,2024-04-26T20:17:15.319742143Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:08:16.061199983Z,01HWDZAS7MCQEA0CKR1E1TJJF3,2024-04-26T20:08:16.061199983Z,Round 10 / 12,2024-04-26T20:08:16.061199983Z,true,2024-04-26T20:16:20.667938575Z,2,2024-04-26T20:08:16.557039822Z,10,2024-04-26T20:08:16.061199983Z,9,2024-04-26T20:08:16.061199983Z
01HWE0BNXY6NCRBAEC8WFNFNP4,Chat,2024-04-26T20:08:16.06233654Z,true,2024-04-26T20:18:14.830199695Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:08:16.06233654Z,01HWDZAS7MCQEA0CKR1E1TJJF3,2024-04-26T20:08:16.06233654Z,Round 11 / 12,2024-04-26T20:08:16.06233654Z,true,2024-04-26T20:17:15.345360994Z,2,2024-04-26T20:08:16.55112336Z,11,2024-04-26T20:08:16.06233654Z,10,2024-04-26T20:08:16.06233654Z
01HWE0BNY8NSJ5AREXT8ECB9B2,Chat,2024-04-26T20:08:16.072534696Z,true,2024-04-26T20:19:11.922538975Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:08:16.072534696Z,01HWDZAS7MCQEA0CKR1E1TJJF3,2024-04-26T20:08:16.072534696Z,Round 12 / 12,2024-04-26T20:08:16.072534696Z,true,2024-04-26T20:18:14.885103226Z,2,2024-04-26T20:08:16.215360607Z,12,2024-04-26T20:08:16.072534696Z,11,2024-04-26T20:08:16.072534696Z
01HWE0F3KK1GXEMD058Q0EZSJG,Chat,2024-04-26T20:10:08.371192413Z,true,2024-04-26T20:11:09.325829402Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:10:08.371192413Z,01HWDZAQSPSVCYRGXJWZRG3KGC,2024-04-26T20:10:08.371192413Z,Round 1 / 12,2024-04-26T20:10:08.371192413Z,true,2024-04-26T20:10:08.713518025Z,2,2024-04-26T20:10:08.548637467Z,1,2024-04-26T20:10:08.371192413Z,0,2024-04-26T20:10:08.371192413Z
01HWE0F3KN9QW8650B0ED56XMA,Chat,2024-04-26T20:10:08.374002381Z,true,2024-04-26T20:17:54.507069239Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:10:08.374002381Z,01HWDZAQSPSVCYRGXJWZRG3KGC,2024-04-26T20:10:08.374002381Z,Round 9 / 12,2024-04-26T20:10:08.374002381Z,true,2024-04-26T20:17:10.847564003Z,2,2024-04-26T20:10:08.515258193Z,9,2024-04-26T20:10:08.374002381Z,8,2024-04-26T20:10:08.374002381Z
01HWE0F3KVQ57SN0CJW8H4KWPE,Chat,2024-04-26T20:10:08.37976076Z,true,2024-04-26T20:18:41.175913315Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:10:08.37976076Z,01HWDZAQSPSVCYRGXJWZRG3KGC,2024-04-26T20:10:08.37976076Z,Round 10 / 12,2024-04-26T20:10:08.37976076Z,true,2024-04-26T20:17:54.539916451Z,2,2024-04-26T20:10:08.567678633Z,10,2024-04-26T20:10:08.37976076Z,9,2024-04-26T20:10:08.37976076Z
01HWE0F3M33YGEY49PBCE3D6PY,Chat,2024-04-26T20:10:08.387600819Z,true,2024-04-26T20:12:54.299460345Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:10:08.387600819Z,01HWDZAQSPSVCYRGXJWZRG3KGC,2024-04-26T20:10:08.387600819Z,Round 3 / 12,2024-04-26T20:10:08.387600819Z,true,2024-04-26T20:12:02.905827269Z,2,2024-04-26T20:10:08.567678633Z,3,2024-04-26T20:10:08.387600819Z,2,2024-04-26T20:10:08.387600819Z
01HWE0F3M59JEW0BJXRNMP7JQF,Chat,2024-04-26T20:10:08.389994563Z,true,2024-04-26T20:13:38.697041683Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:10:08.389994563Z,01HWDZAQSPSVCYRGXJWZRG3KGC,2024-04-26T20:10:08.389994563Z,Round 4 / 12,2024-04-26T20:10:08.389994563Z,true,2024-04-26T20:12:54.323655977Z,2,2024-04-26T20:10:08.752922678Z,4,2024-04-26T20:10:08.389994563Z,3,2024-04-26T20:10:08.389994563Z
01HWE0F3MB6S0M2SBC080DJVYP,Chat,2024-04-26T20:10:08.395126839Z,true,2024-04-26T20:14:38.995355594Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:10:08.395126839Z,01HWDZAQSPSVCYRGXJWZRG3KGC,2024-04-26T20:10:08.395126839Z,Round 5 / 12,2024-04-26T20:10:08.395126839Z,true,2024-04-26T20:13:38.719661218Z,2,2024-04-26T20:10:08.548637467Z,5,2024-04-26T20:10:08.395126839Z,4,2024-04-26T20:10:08.395126839Z
01HWE0F3MKC7S5FFF0KFP31YVK,Chat,2024-04-26T20:10:08.403876251Z,true,2024-04-26T20:15:29.447273813Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:10:08.403876251Z,01HWDZAQSPSVCYRGXJWZRG3KGC,2024-04-26T20:10:08.403876251Z,Round 6 / 12,2024-04-26T20:10:08.403876251Z,true,2024-04-26T20:14:39.018901265Z,2,2024-04-26T20:10:08.515258193Z,6,2024-04-26T20:10:08.403876251Z,5,2024-04-26T20:10:08.403876251Z
01HWE0F3MQ8DXKHS4P8N1YHECD,Chat,2024-04-26T20:10:08.407911535Z,true,2024-04-26T20:16:25.292884801Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:10:08.407911535Z,01HWDZAQSPSVCYRGXJWZRG3KGC,2024-04-26T20:10:08.407911535Z,Round 7 / 12,2024-04-26T20:10:08.407911535Z,true,2024-04-26T20:15:29.475885011Z,2,2024-04-26T20:10:08.51323202Z,7,2024-04-26T20:10:08.407911535Z,6,2024-04-26T20:10:08.407911535Z
01HWE0F3MXN5EVYTCME8KFW81P,Chat,2024-04-26T20:10:08.413875497Z,true,2024-04-26T20:20:10.131637472Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:10:08.413875497Z,01HWDZAQSPSVCYRGXJWZRG3KGC,2024-04-26T20:10:08.413875497Z,Round 12 / 12,2024-04-26T20:10:08.413875497Z,true,2024-04-26T20:19:26.067188405Z,2,2024-04-26T20:10:08.637185342Z,12,2024-04-26T20:10:08.413875497Z,11,2024-04-26T20:10:08.413875497Z
01HWE0F3N1FCB10F04Q3165TQ6,Chat,2024-04-26T20:10:08.417496552Z,true,2024-04-26T20:19:26.031373487Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:10:08.417496552Z,01HWDZAQSPSVCYRGXJWZRG3KGC,2024-04-26T20:10:08.417496552Z,Round 11 / 12,2024-04-26T20:10:08.417496552Z,true,2024-04-26T20:18:41.21060451Z,2,2024-04-26T20:10:08.755242531Z,11,2024-04-26T20:10:08.417496552Z,10,2024-04-26T20:10:08.417496552Z
01HWE0F3N54RQPPJF9DA31T3QG,Chat,2024-04-26T20:10:08.421086025Z,true,2024-04-26T20:12:02.888027351Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:10:08.421086025Z,01HWDZAQSPSVCYRGXJWZRG3KGC,2024-04-26T20:10:08.421086025Z,Round 2 / 12,2024-04-26T20:10:08.421086025Z,true,2024-04-26T20:11:09.345277343Z,2,2024-04-26T20:10:08.759064699Z,2,2024-04-26T20:10:08.421086025Z,1,2024-04-26T20:10:08.421086025Z
01HWE0F3NA9R513CHMBMCPFKCT,Chat,2024-04-26T20:10:08.427004731Z,true,2024-04-26T20:17:10.825643051Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:10:08.427004731Z,01HWDZAQSPSVCYRGXJWZRG3KGC,2024-04-26T20:10:08.427004731Z,Round 8 / 12,2024-04-26T20:10:08.427004731Z,true,2024-04-26T20:16:25.315630374Z,2,2024-04-26T20:10:08.766555612Z,8,2024-04-26T20:10:08.427004731Z,7,2024-04-26T20:10:08.427004731Z
01HWE0JDQH2KQ5FZ867NF5NHC6,Chat,2024-04-26T20:11:57.041973349Z,true,2024-04-26T20:12:58.248213948Z,01HWDZANWHCGGCFKDW5YHNPT7W,2024-04-26T20:11:57.041973349Z,01HWDZANW2GG5HC8HFX8JCB2RX,2024-04-26T20:11:57.041973349Z,Round 1 / 12,2024-04-26T20:11:57.041973349Z,true,2024-04-26T20:11:57.506422506Z,2,2024-04-26T20:11:57.346248656Z,1,2024-04-26T20:11:57.041973349Z,0,2024-04-26T20:11:57.041973349Z
01HWE0JDQP9CBNR4JHF02H071S,Chat,2024-04-26T20:11:57.046270703Z,true,2024-04-26T20:13:52.792416445Z,01HWDZANWHCGGCFKDW5YHNPT7W,2024-04-26T20:11:57.046270703Z,01HWDZANW2GG5HC8HFX8JCB2RX,2024-04-26T20:11:57.046270703Z,Round 2 / 12,2024-04-26T20:11:57.046270703Z,true,2024-04-26T20:12:58.267984301Z,2,2024-04-26T20:11:57.430741682Z,2,2024-04-26T20:11:57.046270703Z,1,2024-04-26T20:11:57.046270703Z
01HWE0JDQX7P7QT50C0WB396BA,Chat,2024-04-26T20:11:57.053521237Z,true,2024-04-26T20:22:38.526080922Z,01HWDZANWHCGGCFKDW5YHNPT7W,2024-04-26T20:11:57.053521237Z,01HWDZANW2GG5HC8HFX8JCB2RX,2024-04-26T20:11:57.053521237Z,Round 11 / 12,2024-04-26T20:11:57.053521237Z,true,2024-04-26T20:21:43.754159357Z,2,2024-04-26T20:11:57.475884171Z,11,2024-04-26T20:11:57.053521237Z,10,2024-04-26T20:11:57.053521237Z
01HWE0JDR6BKEDYR010TEKE0TT,Chat,2024-04-26T20:11:57.062259868Z,true,2024-04-26T20:21:43.728160784Z,01HWDZANWHCGGCFKDW5YHNPT7W,2024-04-26T20:11:57.062259868Z,01HWDZANW2GG5HC8HFX8JCB2RX,2024-04-26T20:11:57.062259868Z,Round 10 / 12,2024-04-26T20:11:57.062259868Z,true,2024-04-26T20:20:43.35874558Z,2,2024-04-26T20:11:57.212062174Z,10,2024-04-26T20:11:57.062259868Z,9,2024-04-26T20:11:57.062259868Z
01HWE0JDR9TZD5FYYBB8G15R90,Chat,2024-04-26T20:11:57.065422097Z,true,2024-04-26T20:15:52.068854031Z,01HWDZANWHCGGCFKDW5YHNPT7W,2024-04-26T20:11:57.065422097Z,01HWDZANW2GG5HC8HFX8JCB2RX,2024-04-26T20:11:57.065422097Z,Round 4 / 12,2024-04-26T20:11:57.065422097Z,true,2024-04-26T20:14:53.262693938Z,2,2024-04-26T20:11:57.346248656Z,4,2024-04-26T20:11:57.065422097Z,3,2024-04-26T20:11:57.065422097Z
01HWE0JDRCPSKD797M7DKF6A5P,Chat,2024-04-26T20:11:57.068173032Z,true,2024-04-26T20:23:38.990588932Z,01HWDZANWHCGGCFKDW5YHNPT7W,2024-04-26T20:11:57.068173032Z,01HWDZANW2GG5HC8HFX8JCB2RX,2024-04-26T20:11:57.068173032Z,Round 12 / 12,2024-04-26T20:11:57.068173032Z,true,2024-04-26T20:22:38.563547468Z,2,2024-04-26T20:11:57.269281198Z,12,2024-04-26T20:11:57.068173032Z,11,2024-04-26T20:11:57.068173032Z
01HWE0JDREPA8C7ZRHCVGG2WP9,Chat,2024-04-26T20:11:57.071027564Z,true,2024-04-26T20:20:43.318309152Z,01HWDZANWHCGGCFKDW5YHNPT7W,2024-04-26T20:11:57.071027564Z,01HWDZANW2GG5HC8HFX8JCB2RX,2024-04-26T20:11:57.071027564Z,Round 9 / 12,2024-04-26T20:11:57.071027564Z,true,2024-04-26T20:19:42.931558287Z,2,2024-04-26T20:11:57.458137644Z,9,2024-04-26T20:11:57.071027564Z,8,2024-04-26T20:11:57.071027564Z
01HWE0JDRJRACMXT2K74R1AK8K,Chat,2024-04-26T20:11:57.074383864Z,true,2024-04-26T20:14:53.238969537Z,01HWDZANWHCGGCFKDW5YHNPT7W,2024-04-26T20:11:57.074383864Z,01HWDZANW2GG5HC8HFX8JCB2RX,2024-04-26T20:11:57.074383864Z,Round 3 / 12,2024-04-26T20:11:57.074383864Z,true,2024-04-26T20:13:52.819758534Z,2,2024-04-26T20:11:57.2915724Z,3,2024-04-26T20:11:57.074383864Z,2,2024-04-26T20:11:57.074383864Z
01HWE0JDRPFTRAAWDS15HDD5HQ,Chat,2024-04-26T20:11:57.078531652Z,true,2024-04-26T20:19:42.903601189Z,01HWDZANWHCGGCFKDW5YHNPT7W,2024-04-26T20:11:57.078531652Z,01HWDZANW2GG5HC8HFX8JCB2RX,2024-04-26T20:11:57.078531652Z,Round 8 / 12,2024-04-26T20:11:57.078531652Z,true,2024-04-26T20:18:42.497076679Z,2,2024-04-26T20:11:57.212062174Z,8,2024-04-26T20:11:57.078531652Z,7,2024-04-26T20:11:57.078531652Z
01HWE0JDRZHNG95B6DF09X9SSY,Chat,2024-04-26T20:11:57.087233584Z,true,2024-04-26T20:18:42.450963277Z,01HWDZANWHCGGCFKDW5YHNPT7W,2024-04-26T20:11:57.087233584Z,01HWDZANW2GG5HC8HFX8JCB2RX,2024-04-26T20:11:57.087233584Z,Round 7 / 12,2024-04-26T20:11:57.087233584Z,true,2024-04-26T20:17:42.123542733Z,2,2024-04-26T20:11:57.458137644Z,7,2024-04-26T20:11:57.087233584Z,6,2024-04-26T20:11:57.087233584Z
01HWE0JDS3W8P3WP9YPA17RRW7,Chat,2024-04-26T20:11:57.092040348Z,true,2024-04-26T20:17:42.092249184Z,01HWDZANWHCGGCFKDW5YHNPT7W,2024-04-26T20:11:57.092040348Z,01HWDZANW2GG5HC8HFX8JCB2RX,2024-04-26T20:11:57.092040348Z,Round 6 / 12,2024-04-26T20:11:57.092040348Z,true,2024-04-26T20:16:52.553741875Z,2,2024-04-26T20:11:57.269281198Z,6,2024-04-26T20:11:57.092040348Z,5,2024-04-26T20:11:57.092040348Z
01HWE0JDS83DH2XV3ZA4DA2NMS,Chat,2024-04-26T20:11:57.096849538Z,true,2024-04-26T20:16:52.535951738Z,01HWDZANWHCGGCFKDW5YHNPT7W,2024-04-26T20:11:57.096849538Z,01HWDZANW2GG5HC8HFX8JCB2RX,2024-04-26T20:11:57.096849538Z,Round 5 / 12,2024-04-26T20:11:57.096849538Z,true,2024-04-26T20:15:52.101556627Z,2,2024-04-26T20:11:57.438974719Z,5,2024-04-26T20:11:57.096849538Z,4,2024-04-26T20:11:57.096849538Z
01HWE0MEY6D5NM9KY6HXWSJ3TJ,Chat,2024-04-26T20:13:03.814305368Z,true,2024-04-26T20:15:47.85988588Z,01HWE0BV3PWRSDTHWSV372E9CY,2024-04-26T20:13:03.814305368Z,01HWE0BV2VC50K6H9AN3BHDNMA,2024-04-26T20:13:03.814305368Z,Round 3 / 12,2024-04-26T20:13:03.814305368Z,true,2024-04-26T20:14:56.88950724Z,2,2024-04-26T20:13:04.214811663Z,3,2024-04-26T20:13:03.814305368Z,2,2024-04-26T20:13:03.814305368Z
01HWE0MEYHTF24JA40DE1BHPNG,Chat,2024-04-26T20:13:03.825707808Z,true,2024-04-26T20:16:48.243208106Z,01HWE0BV3PWRSDTHWSV372E9CY,2024-04-26T20:13:03.825707808Z,01HWE0BV2VC50K6H9AN3BHDNMA,2024-04-26T20:13:03.825707808Z,Round 4 / 12,2024-04-26T20:13:03.825707808Z,true,2024-04-26T20:15:47.881797334Z,2,2024-04-26T20:13:04.081509923Z,4,2024-04-26T20:13:03.825707808Z,3,2024-04-26T20:13:03.825707808Z
01HWE0MEYPBXYRQH4KMWE8B59C,Chat,2024-04-26T20:13:03.830550931Z,true,2024-04-26T20:14:56.871066742Z,01HWE0BV3PWRSDTHWSV372E9CY,2024-04-26T20:13:03.830550931Z,01HWE0BV2VC50K6H9AN3BHDNMA,2024-04-26T20:13:03.830550931Z,Round 2 / 12,2024-04-26T20:13:03.830550931Z,true,2024-04-26T20:13:56.55888459Z,2,2024-04-26T20:13:04.176076452Z,2,2024-04-26T20:13:03.830550931Z,1,2024-04-26T20:13:03.830550931Z
01HWE0MEYSDDBD022VGXD7VY22,Chat,2024-04-26T20:13:03.83333016Z,true,2024-04-26T20:13:56.539349426Z,01HWE0BV3PWRSDTHWSV372E9CY,2024-04-26T20:13:03.83333016Z,01HWE0BV2VC50K6H9AN3BHDNMA,2024-04-26T20:13:03.83333016Z,Round 1 / 12,2024-04-26T20:13:03.83333016Z,true,2024-04-26T20:13:04.66362538Z,2,2024-04-26T20:13:04.125067259Z,1,2024-04-26T20:13:03.83333016Z,0,2024-04-26T20:13:03.83333016Z
01HWE0MEYYDK4W6S96TGQAQMDZ,Chat,2024-04-26T20:13:03.838336334Z,true,2024-04-26T20:17:48.585020531Z,01HWE0BV3PWRSDTHWSV372E9CY,2024-04-26T20:13:03.838336334Z,01HWE0BV2VC50K6H9AN3BHDNMA,2024-04-26T20:13:03.838336334Z,Round 5 / 12,2024-04-26T20:13:03.838336334Z,true,2024-04-26T20:16:48.271543756Z,2,2024-04-26T20:13:04.099648606Z,5,2024-04-26T20:13:03.838336334Z,4,2024-04-26T20:13:03.838336334Z
01HWE0MEZ26ME5E28S9WN9HCWZ,Chat,2024-04-26T20:13:03.842839972Z,true,2024-04-26T20:18:39.119929105Z,01HWE0BV3PWRSDTHWSV372E9CY,2024-04-26T20:13:03.842839972Z,01HWE0BV2VC50K6H9AN3BHDNMA,2024-04-26T20:13:03.842839972Z,Round 6 / 12,2024-04-26T20:13:03.842839972Z,true,2024-04-26T20:17:48.615270811Z,2,2024-04-26T20:13:04.214811663Z,6,2024-04-26T20:13:03.842839972Z,5,2024-04-26T20:13:03.842839972Z
01HWE0MEZ9MBQ777V3BJXQ4G37,Chat,2024-04-26T20:13:03.84946851Z,true,2024-04-26T20:20:28.984805281Z,01HWE0BV3PWRSDTHWSV372E9CY,2024-04-26T20:13:03.84946851Z,01HWE0BV2VC50K6H9AN3BHDNMA,2024-04-26T20:13:03.84946851Z,Round 8 / 12,2024-04-26T20:13:03.84946851Z,true,2024-04-26T20:19:28.525630147Z,2,2024-04-26T20:13:04.247375539Z,8,2024-04-26T20:13:03.84946851Z,7,2024-04-26T20:13:03.84946851Z
01HWE0MEZJSWQP9HDVNRPENEV6,Chat,2024-04-26T20:13:03.858472596Z,true,2024-04-26T20:21:12.238777168Z,01HWE0BV3PWRSDTHWSV372E9CY,2024-04-26T20:13:03.858472596Z,01HWE0BV2VC50K6H9AN3BHDNMA,2024-04-26T20:13:03.858472596Z,Round 9 / 12,2024-04-26T20:13:03.858472596Z,true,2024-04-26T20:20:29.015253217Z,2,2024-04-26T20:13:04.073974687Z,9,2024-04-26T20:13:03.858472596Z,8,2024-04-26T20:13:03.858472596Z
01HWE0MEZTK2CXAPD9Q1GJN05P,Chat,2024-04-26T20:13:03.866390933Z,true,2024-04-26T20:22:07.915486662Z,01HWE0BV3PWRSDTHWSV372E9CY,2024-04-26T20:13:03.866390933Z,01HWE0BV2VC50K6H9AN3BHDNMA,2024-04-26T20:13:03.866390933Z,Round 10 / 12,2024-04-26T20:13:03.866390933Z,true,2024-04-26T20:21:12.272186449Z,2,2024-04-26T20:13:04.247375539Z,10,2024-04-26T20:13:03.866390933Z,9,2024-04-26T20:13:03.866390933Z
01HWE0MEZZTSA1H77AHJKTBBQJ,Chat,2024-04-26T20:13:03.871160647Z,true,2024-04-26T20:23:08.427674014Z,01HWE0BV3PWRSDTHWSV372E9CY,2024-04-26T20:13:03.871160647Z,01HWE0BV2VC50K6H9AN3BHDNMA,2024-04-26T20:13:03.871160647Z,Round 11 / 12,2024-04-26T20:13:03.871160647Z,true,2024-04-26T20:22:07.941689064Z,2,2024-04-26T20:13:04.247375539Z,11,2024-04-26T20:13:03.871160647Z,10,2024-04-26T20:13:03.871160647Z
01HWE0MF08FZT0PFDS59BDMVJS,Chat,2024-04-26T20:13:03.880137953Z,true,2024-04-26T20:24:08.849717286Z,01HWE0BV3PWRSDTHWSV372E9CY,2024-04-26T20:13:03.880137953Z,01HWE0BV2VC50K6H9AN3BHDNMA,2024-04-26T20:13:03.880137953Z,Round 12 / 12,2024-04-26T20:13:03.880137953Z,true,2024-04-26T20:23:08.45775048Z,2,2024-04-26T20:13:04.341154205Z,12,2024-04-26T20:13:03.880137953Z,11,2024-04-26T20:13:03.880137953Z
01HWE0MF0CKQQX0576KDMBKQ8J,Chat,2024-04-26T20:13:03.884071602Z,true,2024-04-26T20:19:28.487822009Z,01HWE0BV3PWRSDTHWSV372E9CY,2024-04-26T20:13:03.884071602Z,01HWE0BV2VC50K6H9AN3BHDNMA,2024-04-26T20:13:03.884071602Z,Round 7 / 12,2024-04-26T20:13:03.884071602Z,true,2024-04-26T20:18:39.166771066Z,2,2024-04-26T20:13:04.247375539Z,7,2024-04-26T20:13:03.884071602Z,6,2024-04-26T20:13:03.884071602Z
01HWE0PCEDFXFHPBKM9VGT3F35,Chat,2024-04-26T20:14:06.797504876Z,true,2024-04-26T20:15:08.210534901Z,01HWDZAKR70RW3EAE4M8GPQY4F,2024-04-26T20:14:06.797504876Z,01HWDZAKQRJY6V2VBKWA1ATQB7,2024-04-26T20:14:06.797504876Z,Round 1 / 12,2024-04-26T20:14:06.797504876Z,true,2024-04-26T20:14:07.237231883Z,2,2024-04-26T20:14:07.042010887Z,1,2024-04-26T20:14:06.797504876Z,0,2024-04-26T20:14:06.797504876Z
01HWE0PCEQYB6JWM5RG1F26X4J,Chat,2024-04-26T20:14:06.808999511Z,true,2024-04-26T20:17:05.043647087Z,01HWDZAKR70RW3EAE4M8GPQY4F,2024-04-26T20:14:06.808999511Z,01HWDZAKQRJY6V2VBKWA1ATQB7,2024-04-26T20:14:06.808999511Z,Round 3 / 12,2024-04-26T20:14:06.808999511Z,true,2024-04-26T20:16:08.694628206Z,2,2024-04-26T20:14:07.079664905Z,3,2024-04-26T20:14:06.808999511Z,2,2024-04-26T20:14:06.808999511Z
01HWE0PCEW6ZSE42WHDKG3PCTR,Chat,2024-04-26T20:14:06.81235077Z,true,2024-04-26T20:16:08.668971261Z,01HWDZAKR70RW3EAE4M8GPQY4F,2024-04-26T20:14:06.81235077Z,01HWDZAKQRJY6V2VBKWA1ATQB7,2024-04-26T20:14:06.81235077Z,Round 2 / 12,2024-04-26T20:14:06.81235077Z,true,2024-04-26T20:15:08.246100287Z,2,2024-04-26T20:14:07.04866337Z,2,2024-04-26T20:14:06.81235077Z,1,2024-04-26T20:14:06.81235077Z
01HWE0PCEZH8ED6BQ1GVMW1R75,Chat,2024-04-26T20:14:06.815231823Z,true,2024-04-26T20:18:05.493497606Z,01HWDZAKR70RW3EAE4M8GPQY4F,2024-04-26T20:14:06.815231823Z,01HWDZAKQRJY6V2VBKWA1ATQB7,2024-04-26T20:14:06.815231823Z,Round 4 / 12,2024-04-26T20:14:06.815231823Z,true,2024-04-26T20:17:05.075390494Z,2,2024-04-26T20:14:07.065265251Z,4,2024-04-26T20:14:06.815231823Z,3,2024-04-26T20:14:06.815231823Z
01HWDZKY98MZTWKDYBY71E9FNW,Chat,2024-04-26T19:55:18.184678124Z,true,2024-04-26T19:55:49.031747082Z,01HWDZ9H89PXSVDZ2Z0E7MX51J,2024-04-26T19:55:18.184678124Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:55:18.184678124Z,Round 1 / 12,2024-04-26T19:55:18.184678124Z,true,2024-04-26T19:55:18.342221959Z,1,2024-04-26T19:55:18.313022131Z,1,2024-04-26T19:55:18.184678124Z,0,2024-04-26T19:55:18.184678124Z
