id,chat,chatLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt,treatment,treatmentLastChangedAt,endedReason,endedReasonLastChangedAt,treatmentName,treatmentNameLastChangedAt,ended,endedLastChangedAt,status,statusLastChangedAt,start,startLastChangedAt,groupID,groupIDLastChangedAt,messages,messagesLastChangedAt,batchID,batchIDLastChangedAt,stageID,stageIDLastChangedAt
01HWDZ9H89PXSVDZ2Z0E7MX51J,"{""text"":""I think the population is 83% rabbits"",""likes"":{},""time"":1714161536288,""round"":8,""recipient"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""sender"":{""id"":""01HWDZC5946R9JV817EMBY35NT"",""name"":""player 2""}}",2024-04-26T19:58:56.567037056Z,01HWDZF19FHG5B5BDYYW5RRG2Y,2024-04-26T19:52:37.43506292Z,11,2024-04-26T19:55:18.197924092Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T19:49:37.161303031Z,end of game,2024-04-26T20:00:18.695008112Z,rerun-slider- 0.7,2024-04-26T19:49:37.161303031Z,true,2024-04-26T20:00:18.675543943Z,ended,2024-04-26T20:00:18.695008112Z,true,2024-04-26T19:55:18.110174602Z,01HWDZ9H8T301T0M72A8KRM666,2024-04-26T19:49:37.18375042Z,"[{""text"":""I think the population is 72% rabbits"",""likes"":{},""time"":1714161341447,""round"":1,""recipient"":""01HWDZD5717ANBQ8GTPF071NQ4"",""sender"":{""id"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""name"":""player 1""}},{""text"":""I think the population is 80% rabbits"",""likes"":{},""time"":1714161357587,""round"":2,""recipient"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""sender"":{""id"":""01HWDZC5946R9JV817EMBY35NT"",""name"":""player 2""}},{""text"":""I think the population is 70% rabbits"",""likes"":{},""time"":1714161365032,""round"":2,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 73% rabbits"",""likes"":{},""time"":1714161370419,""round"":2,""recipient"":""01HWDZGWJ75208CDQJF4S4MG63"",""sender"":{""id"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""name"":""player 1""}},{""text"":""I think the population is 70% rabbits"",""likes"":{},""time"":1714161373393,""round"":2,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 85% rabbits"",""likes"":{},""time"":1714161378043,""round"":2,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 86% rabbits"",""likes"":{},""time"":1714161387881,""round"":3,""recipient"":""01HWDZGWJ75208CDQJF4S4MG63"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 84% rabbits"",""likes"":{},""time"":1714161395324,""round"":3,""recipient"":""01HWDZD5717ANBQ8GTPF071NQ4"",""sender"":{""id"":""01HWDZC5946R9JV817EMBY35NT"",""name"":""player 2""}},{""text"":""I think the population is 39% rabbits"",""likes"":{},""time"":1714161404859,""round"":3,""recipient"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""sender"":{""id"":""01HWDZGWJ75208CDQJF4S4MG63"",""name"":""player 4""}},{""text"":""I think the population is 86% rabbits"",""likes"":{},""time"":1714161404995,""round"":3,""recipient"":""01HWDZGWJ75208CDQJF4S4MG63"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 87% rabbits"",""likes"":{},""time"":1714161418139,""round"":4,""recipient"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 85% rabbits"",""likes"":{},""time"":1714161425598,""round"":4,""recipient"":""01HWDZGWJ75208CDQJF4S4MG63"",""sender"":{""id"":""01HWDZC5946R9JV817EMBY35NT"",""name"":""player 2""}},{""text"":""I think the population is 45% rabbits"",""likes"":{},""time"":1714161431581,""round"":4,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZGWJ75208CDQJF4S4MG63"",""name"":""player 4""}},{""text"":""I think the population is 84% rabbits"",""likes"":{},""time"":1714161451120,""round"":5,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 83% rabbits"",""likes"":{},""time"":1714161456499,""round"":5,""recipient"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""sender"":{""id"":""01HWDZC5946R9JV817EMBY35NT"",""name"":""player 2""}},{""text"":""I think the population is 39% rabbits"",""likes"":{},""time"":1714161460137,""round"":5,""recipient"":""01HWDZD5717ANBQ8GTPF071NQ4"",""sender"":{""id"":""01HWDZGWJ75208CDQJF4S4MG63"",""name"":""player 4""}},{""text"":""I think the population is 90% rabbits"",""likes"":{},""time"":1714161480361,""round"":6,""recipient"":""01HWDZGWJ75208CDQJF4S4MG63"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 42% rabbits"",""likes"":{},""time"":1714161484195,""round"":6,""recipient"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""sender"":{""id"":""01HWDZGWJ75208CDQJF4S4MG63"",""name"":""player 4""}},{""text"":""I think the population is 57% rabbits"",""likes"":{},""time"":1714161487967,""round"":6,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""name"":""player 1""}},{""text"":""I think the population is 81% rabbits"",""likes"":{},""time"":1714161491674,""round"":6,""recipient"":""01HWDZD5717ANBQ8GTPF071NQ4"",""sender"":{""id"":""01HWDZC5946R9JV817EMBY35NT"",""name"":""player 2""}},{""text"":""I think the population is 89% rabbits"",""likes"":{},""time"":1714161499330,""round"":7,""recipient"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 40% rabbits"",""likes"":{},""time"":1714161508787,""round"":7,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZGWJ75208CDQJF4S4MG63"",""name"":""player 4""}},{""text"":""I think the population is 40% rabbits"",""likes"":{},""time"":1714161516626,""round"":7,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZGWJ75208CDQJF4S4MG63"",""name"":""player 4""}},{""text"":""I think the population is 83% rabbits"",""likes"":{},""time"":1714161521086,""round"":7,""recipient"":""01HWDZGWJ75208CDQJF4S4MG63"",""sender"":{""id"":""01HWDZC5946R9JV817EMBY35NT"",""name"":""player 2""}},{""text"":""I think the population is 96% rabbits"",""likes"":{},""time"":1714161532723,""round"":8,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 68% rabbits"",""likes"":{},""time"":1714161532055,""round"":8,""recipient"":""01HWDZGWJ75208CDQJF4S4MG63"",""sender"":{""id"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""name"":""player 1""}},{""text"":""I think the population is 39% rabbits"",""likes"":{},""time"":1714161535289,""round"":8,""recipient"":""01HWDZD5717ANBQ8GTPF071NQ4"",""sender"":{""id"":""01HWDZGWJ75208CDQJF4S4MG63"",""name"":""player 4""}},{""text"":""I think the population is 83% rabbits"",""likes"":{},""time"":1714161536288,""round"":8,""recipient"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""sender"":{""id"":""01HWDZC5946R9JV817EMBY35NT"",""name"":""player 2""}},{""text"":""I think the population is 82% rabbits"",""likes"":{},""time"":1714161544502,""round"":9,""recipient"":""01HWDZD5717ANBQ8GTPF071NQ4"",""sender"":{""id"":""01HWDZC5946R9JV817EMBY35NT"",""name"":""player 2""}},{""text"":""I think the population is 76% rabbits"",""likes"":{},""time"":1714161546546,""round"":9,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""name"":""player 1""}},{""text"":""I think the population is 27% rabbits"",""likes"":{},""time"":1714161550368,""round"":9,""recipient"":""01HWDZGWJ75208CDQJF4S4MG63"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 41% rabbits"",""likes"":{},""time"":1714161554276,""round"":9,""recipient"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""sender"":{""id"":""01HWDZGWJ75208CDQJF4S4MG63"",""name"":""player 4""}},{""text"":""I think the population is 86% rabbits"",""likes"":{},""time"":1714161560954,""round"":10,""recipient"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 58% rabbits"",""likes"":{},""time"":1714161563333,""round"":10,""recipient"":""01HWDZD5717ANBQ8GTPF071NQ4"",""sender"":{""id"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""name"":""player 1""}},{""text"":""I think the population is 84% rabbits"",""likes"":{},""time"":1714161566536,""round"":10,""recipient"":""01HWDZGWJ75208CDQJF4S4MG63"",""sender"":{""id"":""01HWDZC5946R9JV817EMBY35NT"",""name"":""player 2""}},{""text"":""I think the population is 58% rabbits"",""likes"":{},""time"":1714161574273,""round"":10,""recipient"":""01HWDZD5717ANBQ8GTPF071NQ4"",""sender"":{""id"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""name"":""player 1""}},{""text"":""I think the population is 39% rabbits"",""likes"":{},""time"":1714161576601,""round"":10,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZGWJ75208CDQJF4S4MG63"",""name"":""player 4""}},{""text"":""I think the population is 56% rabbits"",""likes"":{},""time"":1714161587086,""round"":11,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 80% rabbits"",""likes"":{},""time"":1714161587249,""round"":11,""recipient"":""01HWDZGWJ75208CDQJF4S4MG63"",""sender"":{""id"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""name"":""player 1""}},{""text"":""I think the population is 56% rabbits"",""likes"":{},""time"":1714161594774,""round"":11,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 83% rabbits"",""likes"":{},""time"":1714161598243,""round"":11,""recipient"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""sender"":{""id"":""01HWDZC5946R9JV817EMBY35NT"",""name"":""player 2""}},{""text"":""I think the population is 84% rabbits"",""likes"":{},""time"":1714161613870,""round"":12,""recipient"":""01HWDZGWJ75208CDQJF4S4MG63"",""sender"":{""id"":""01HWDZD5717ANBQ8GTPF071NQ4"",""name"":""player 3""}},{""text"":""I think the population is 40% rabbits"",""likes"":{},""time"":1714161615694,""round"":12,""recipient"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""sender"":{""id"":""01HWDZGWJ75208CDQJF4S4MG63"",""name"":""player 4""}},{""text"":""I think the population is 83% rabbits"",""likes"":{},""time"":1714161616772,""round"":12,""recipient"":""01HWDZD5717ANBQ8GTPF071NQ4"",""sender"":{""id"":""01HWDZC5946R9JV817EMBY35NT"",""name"":""player 2""}},{""text"":""I think the population is 74% rabbits"",""likes"":{},""time"":1714161617298,""round"":12,""recipient"":""01HWDZC5946R9JV817EMBY35NT"",""sender"":{""id"":""01HWDZBW01J75DGAGYH6GJ4CPF"",""name"":""player 1""}}]",2024-04-26T20:00:18.624177866Z,01HWDZ9H7KE19NGFVX9P5YHM2B,2024-04-26T19:49:37.161303031Z,,2024-04-26T20:00:18.675543943Z
01HWDZAKR70RW3EAE4M8GPQY4F,"{""text"":""3 rabbits 1 squirrel"",""likes"":{},""time"":1714162640410,""round"":4,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}}",2024-04-26T20:17:16.780606537Z,01HWE0MRBM05MJZW5AC3TDAH2T,2024-04-26T20:13:13.467388107Z,11,2024-04-26T20:14:06.801336491Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T19:50:12.487739771Z,end of game,2024-04-26T20:24:10.147969034Z,rerun-unidirectional- 0.7,2024-04-26T19:50:12.487739771Z,true,2024-04-26T20:24:10.107143416Z,ended,2024-04-26T20:24:10.147969034Z,true,2024-04-26T20:14:06.701143049Z,01HWDZAKRMSRPZQCTQ64FYVN02,2024-04-26T19:50:12.505289704Z,"[{""text"":""i see 3 rabbits and one squirrel"",""likes"":{},""time"":1714162471151,""round"":1,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}},{""text"":""Three squirrels and four rabbits."",""likes"":{},""time"":1714162468781,""round"":1,""recipient"":""01HWE04YAH83J87T952MNFCZDG"",""sender"":{""id"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""name"":""player 3""}},{""text"":""I see 3 white rabbits"",""likes"":{},""time"":1714162472075,""round"":1,""recipient"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""sender"":{""id"":""01HWE04YAH83J87T952MNFCZDG"",""name"":""player 1""}},{""text"":""3 rabbits 1 squirrel"",""likes"":{},""time"":1714162520653,""round"":2,""recipient"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}},{""text"":""I see three rabbits"",""likes"":{},""time"":1714162518827,""round"":2,""recipient"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""sender"":{""id"":""01HWE04YAH83J87T952MNFCZDG"",""name"":""player 1""}},{""text"":""The four rabbits I see are all white. Three orange squirrels"",""likes"":{},""time"":1714162529848,""round"":2,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""name"":""player 3""}},{""text"":""i see 3 rabbits and 2 squirrels"",""likes"":{},""time"":1714162535393,""round"":2,""recipient"":""01HWE04YAH83J87T952MNFCZDG"",""sender"":{""id"":""01HWE0ETRWKJPKY6P83MN337X3"",""name"":""player 2""}},{""text"":""3 rabbirs 1 squirrel"",""likes"":{},""time"":1714162581655,""round"":3,""recipient"":""01HWE04YAH83J87T952MNFCZDG"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}},{""text"":""3 rabbits"",""likes"":{},""time"":1714162578058,""round"":3,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE04YAH83J87T952MNFCZDG"",""name"":""player 1""}},{""text"":""i see 2 squirrels and 4 rabbits"",""likes"":{},""time"":1714162594811,""round"":3,""recipient"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""sender"":{""id"":""01HWE0ETRWKJPKY6P83MN337X3"",""name"":""player 2""}},{""text"":""I think there are more rabbits.. so far I have heard 3 rabbits only and 3 rabbits 1 squirre'"",""likes"":{},""time"":1714162594848,""round"":3,""recipient"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""sender"":{""id"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""name"":""player 3""}},{""text"":""3 rabbits 1 squirrel"",""likes"":{},""time"":1714162640410,""round"":4,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}},{""text"":""I see 3 rabbits no squirrels"",""likes"":{},""time"":1714162637628,""round"":4,""recipient"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""sender"":{""id"":""01HWE04YAH83J87T952MNFCZDG"",""name"":""player 1""}},{""text"":""i see 4 rabbits and 2 squirrels"",""likes"":{},""time"":1714162647707,""round"":4,""recipient"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""sender"":{""id"":""01HWE0ETRWKJPKY6P83MN337X3"",""name"":""player 2""}},{""text"":""four rabbits three squirrels"",""likes"":{},""time"":1714162647644,""round"":4,""recipient"":""01HWE04YAH83J87T952MNFCZDG"",""sender"":{""id"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""name"":""player 3""}},{""text"":""3 rabbits 1 squirrel"",""likes"":{},""time"":1714162700588,""round"":5,""recipient"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}},{""text"":""3 rabbits and no squirrels"",""likes"":{},""time"":1714162697802,""round"":5,""recipient"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""sender"":{""id"":""01HWE04YAH83J87T952MNFCZDG"",""name"":""player 1""}},{""text"":""there are at least three squirrels and at least four rabbits.."",""likes"":{},""time"":1714162708194,""round"":5,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""name"":""player 3""}},{""text"":""3 rabbits"",""likes"":{},""time"":1714162740233,""round"":6,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE04YAH83J87T952MNFCZDG"",""name"":""player 1""}},{""text"":""three squirrels four rabbits"",""likes"":{},""time"":1714162745905,""round"":6,""recipient"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""sender"":{""id"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""name"":""player 3""}},{""text"":""4 rabbits and 2  squirrels"",""likes"":{},""time"":1714162752836,""round"":6,""recipient"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""sender"":{""id"":""01HWE0ETRWKJPKY6P83MN337X3"",""name"":""player 2""}},{""text"":""3 rabbits and 1 squirrel"",""likes"":{},""time"":1714162765656,""round"":6,""recipient"":""01HWE04YAH83J87T952MNFCZDG"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}},{""text"":""3 rabbits"",""likes"":{},""time"":1714162790683,""round"":7,""recipient"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""sender"":{""id"":""01HWE04YAH83J87T952MNFCZDG"",""name"":""player 1""}},{""text"":""four rabbits three squirrels"",""likes"":{},""time"":1714162789919,""round"":7,""recipient"":""01HWE04YAH83J87T952MNFCZDG"",""sender"":{""id"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""name"":""player 3""}},{""text"":""4 rabbits and 2 squirrels here"",""likes"":{},""time"":1714162798154,""round"":7,""recipient"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""sender"":{""id"":""01HWE0ETRWKJPKY6P83MN337X3"",""name"":""player 2""}},{""text"":""3 rabbits and 1 squirrel"",""likes"":{},""time"":1714162802575,""round"":7,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}},{""text"":""3 rabbits"",""likes"":{},""time"":1714162837999,""round"":8,""recipient"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""sender"":{""id"":""01HWE04YAH83J87T952MNFCZDG"",""name"":""player 1""}},{""text"":""3 rabbits one squrrel"",""likes"":{},""time"":1714162844944,""round"":8,""recipient"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}},{""text"":""three squirrels four rabbits.. lots of people saying more rabbits"",""likes"":{},""time"":1714162845589,""round"":8,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""name"":""player 3""}},{""text"":""4 rabbits and 2 squirrrels"",""likes"":{},""time"":1714162853083,""round"":8,""recipient"":""01HWE04YAH83J87T952MNFCZDG"",""sender"":{""id"":""01HWE0ETRWKJPKY6P83MN337X3"",""name"":""player 2""}},{""text"":""3 rabbits one squirrel"",""likes"":{},""time"":1714162890073,""round"":9,""recipient"":""01HWE04YAH83J87T952MNFCZDG"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}},{""text"":""3 rabbits"",""likes"":{},""time"":1714162887411,""round"":9,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE04YAH83J87T952MNFCZDG"",""name"":""player 1""}},{""text"":""three squirrels four rabbits"",""likes"":{},""time"":1714162886971,""round"":9,""recipient"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""sender"":{""id"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""name"":""player 3""}},{""text"":""4 rabbits and 2 squirrels"",""likes"":{},""time"":1714162902219,""round"":9,""recipient"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""sender"":{""id"":""01HWE0ETRWKJPKY6P83MN337X3"",""name"":""player 2""}},{""text"":""3 rabbits"",""likes"":{},""time"":1714162925856,""round"":10,""recipient"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""sender"":{""id"":""01HWE04YAH83J87T952MNFCZDG"",""name"":""player 1""}},{""text"":""four rabbits three squirrels"",""likes"":{},""time"":1714162929038,""round"":10,""recipient"":""01HWE04YAH83J87T952MNFCZDG"",""sender"":{""id"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""name"":""player 3""}},{""text"":""3 rabbits and 1 squirrel"",""likes"":{},""time"":1714162936625,""round"":10,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}},{""text"":""4 rabbits and 2 squirrels here"",""likes"":{},""time"":1714162942307,""round"":10,""recipient"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""sender"":{""id"":""01HWE0ETRWKJPKY6P83MN337X3"",""name"":""player 2""}},{""text"":""3 rabbits"",""likes"":{},""time"":1714162969819,""round"":11,""recipient"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""sender"":{""id"":""01HWE04YAH83J87T952MNFCZDG"",""name"":""player 1""}},{""text"":""four rabbits three squirrels"",""likes"":{},""time"":1714162972925,""round"":11,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""name"":""player 3""}},{""text"":""4 rabbits and 2 squirrels here"",""likes"":{},""time"":1714162986756,""round"":11,""recipient"":""01HWE04YAH83J87T952MNFCZDG"",""sender"":{""id"":""01HWE0ETRWKJPKY6P83MN337X3"",""name"":""player 2""}},{""text"":""3 rabbits 1 squirrel"",""likes"":{},""time"":1714162991628,""round"":11,""recipient"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}},{""text"":""3 rabbits"",""likes"":{},""time"":1714163014461,""round"":12,""recipient"":""01HWE0ETRWKJPKY6P83MN337X3"",""sender"":{""id"":""01HWE04YAH83J87T952MNFCZDG"",""name"":""player 1""}},{""text"":""3 rabbits 1 squirrel"",""likes"":{},""time"":1714163019920,""round"":12,""recipient"":""01HWE04YAH83J87T952MNFCZDG"",""sender"":{""id"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""name"":""player 4""}},{""text"":""four rabbits three squirrels"",""likes"":{},""time"":1714163015852,""round"":12,""recipient"":""01HWE0G5XSZK35T1BRJ2KKQJHD"",""sender"":{""id"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""name"":""player 3""}},{""text"":""4 rabbits and 2 squirrels here"",""likes"":{},""time"":1714163028316,""round"":12,""recipient"":""01HWE0EXJJJA09SH9FFEK5E0ZR"",""sender"":{""id"":""01HWE0ETRWKJPKY6P83MN337X3"",""name"":""player 2""}}]",2024-04-26T20:23:46.164030517Z,01HWDZAKQRJY6V2VBKWA1ATQB7,2024-04-26T19:50:12.487739771Z,,2024-04-26T20:24:10.107143416Z
