id,roundID,roundIDLastChangedAt,batchID,batchIDLastChangedAt,timerID,timerIDLastChangedAt,ended,endedLastChangedAt,index,indexLastChangedAt,started,startedLastChangedAt,name,nameLastChangedAt,duration,durationLastChangedAt,initialized,initializedLastChangedAt,gameID,gameIDLastChangedAt,start,startLastChangedAt
01HW68DHEB0MV4GKTHN3DCR3MR,01HW68DGWJN727DPDE88HAW37N,2024-04-23T19:55:10.155410533Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:10.155410533Z,01HW68DH41GJA82CQB77SV28HR,2024-04-23T19:55:10.155410533Z,true,2024-04-23T19:59:57.204986802Z,0,2024-04-23T19:55:10.155410533Z,true,2024-04-23T19:59:27.975737672Z,observe,2024-04-23T19:55:10.155410533Z,30,2024-04-23T19:55:10.155410533Z,true,2024-04-23T19:59:27.949678272Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:10.155410533Z,true,2024-04-23T19:59:27.876152424Z
01HW68DHFZZ0DAZEEV447K4MHH,01HW68DGV60K0BYYW0PG10BR71,2024-04-23T19:55:10.207962134Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:10.207962134Z,01HW68DH24VBNRE4M1260R2XFV,2024-04-23T19:55:10.207962134Z,true,2024-04-23T19:58:00.907200618Z,0,2024-04-23T19:55:10.207962134Z,true,2024-04-23T19:57:38.10956741Z,observe,2024-04-23T19:55:10.207962134Z,30,2024-04-23T19:55:10.207962134Z,true,2024-04-23T19:57:38.078541453Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:10.207962134Z,true,2024-04-23T19:57:38.000360217Z
01HW68DHKJ5E7936BD29M0VDS4,01HW68DGXFQXDXHVC2ZGN4J5BE,2024-04-23T19:55:10.322199729Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:10.322199729Z,01HW68DH4FB8TM75A2JG5HY8RH,2024-04-23T19:55:10.322199729Z,true,2024-04-23T20:00:18.798587996Z,0,2024-04-23T19:55:10.322199729Z,true,2024-04-23T19:59:57.472508709Z,observe,2024-04-23T19:55:10.322199729Z,30,2024-04-23T19:55:10.322199729Z,true,2024-04-23T19:59:57.446270927Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:10.322199729Z,true,2024-04-23T19:59:57.373404514Z
01HW68DHM4VCYJG2SDWM65XT44,01HW68DGXT1YABAZ77D917H0QN,2024-04-23T19:55:10.341048045Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:10.341048045Z,01HW68DH59CH2PNXCHFYQJNRD5,2024-04-23T19:55:10.341048045Z,true,2024-04-23T20:00:44.461086372Z,0,2024-04-23T19:55:10.341048045Z,true,2024-04-23T20:00:19.110005443Z,observe,2024-04-23T19:55:10.341048045Z,30,2024-04-23T19:55:10.341048045Z,true,2024-04-23T20:00:19.076457612Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:10.341048045Z,true,2024-04-23T20:00:18.97431326Z
01HW68DHT5X3P880SGHRH1221H,01HW68DH0MP3D5B1JAYXPFNQ6C,2024-04-23T19:55:10.533872757Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:10.533872757Z,01HW68DHATHXHK63XBBMX5XK4Z,2024-04-23T19:55:10.533872757Z,true,2024-04-23T19:58:31.158582147Z,0,2024-04-23T19:55:10.533872757Z,true,2024-04-23T19:58:01.153748135Z,observe,2024-04-23T19:55:10.533872757Z,30,2024-04-23T19:55:10.533872757Z,true,2024-04-23T19:58:01.129296476Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:10.533872757Z,true,2024-04-23T19:58:01.053195155Z
01HW68N0J82FX1EATNABBZZXQ5,01HW68N0E64G6ZWDBSPX6GMDM8,2024-04-23T19:59:15.016313538Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:15.016313538Z,01HW68N0EWR76G5ZD28E17D3A9,2024-04-23T19:59:15.016313538Z,true,2024-04-23T20:02:08.660191338Z,0,2024-04-23T19:59:15.016313538Z,true,2024-04-23T20:01:51.035910994Z,observe,2024-04-23T19:59:15.016313538Z,30,2024-04-23T19:59:15.016313538Z,true,2024-04-23T20:01:51.008942713Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:15.016313538Z,true,2024-04-23T20:01:50.933405325Z
01HW68N0PS9FXAZ6NQTN60R4C4,01HW68N0G4FWCF76WNPVA32X0J,2024-04-23T19:59:15.161634021Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:15.161634021Z,01HW68N0H74317KK9E4Y2ZFHDX,2024-04-23T19:59:15.161634021Z,true,2024-04-23T20:01:20.275058404Z,0,2024-04-23T19:59:15.161634021Z,true,2024-04-23T20:00:55.67542626Z,observe,2024-04-23T19:59:15.161634021Z,30,2024-04-23T19:59:15.161634021Z,true,2024-04-23T20:00:55.629915413Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:15.161634021Z,true,2024-04-23T20:00:55.515490417Z
01HW68N0Q0612GXMXTXHYBESWS,01HW68N0D701B984K02788W3QS,2024-04-23T19:59:15.169007702Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:15.169007702Z,01HW68N0GZA0MH9RAEM0BY1SNM,2024-04-23T19:59:15.169007702Z,true,2024-04-23T19:59:46.00246955Z,0,2024-04-23T19:59:15.169007702Z,true,2024-04-23T19:59:15.984383512Z,observe,2024-04-23T19:59:15.169007702Z,30,2024-04-23T19:59:15.169007702Z,true,2024-04-23T19:59:15.957548915Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:15.169007702Z,true,2024-04-23T19:59:15.886942155Z
01HW68N0Q8DPNTEJ3D5GRC7BP2,01HW68N0DE3XCQQ5F82E129HAA,2024-04-23T19:59:15.17669059Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:15.17669059Z,01HW68N0H74317KK9E50N1WYJC,2024-04-23T19:59:15.17669059Z,true,2024-04-23T20:00:16.419888927Z,0,2024-04-23T19:59:15.17669059Z,true,2024-04-23T19:59:46.418500768Z,observe,2024-04-23T19:59:15.17669059Z,30,2024-04-23T19:59:15.17669059Z,true,2024-04-23T19:59:46.370782778Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:15.17669059Z,true,2024-04-23T19:59:46.244686029Z
01HW68N0R364N2ME5DT4HBECDA,01HW68N0DZAT751Y2AB252TX8N,2024-04-23T19:59:15.20444862Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:15.20444862Z,01HW68N0HPKAFAMMXP5BPX4Z4A,2024-04-23T19:59:15.20444862Z,true,2024-04-23T20:00:55.273360388Z,0,2024-04-23T19:59:15.20444862Z,true,2024-04-23T20:00:39.040142075Z,observe,2024-04-23T19:59:15.20444862Z,30,2024-04-23T19:59:15.20444862Z,true,2024-04-23T20:00:39.000710388Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:15.20444862Z,true,2024-04-23T20:00:38.911639041Z
01HW68N0SEC620VX5M3M5YW70G,01HW68N0ED2NEB4H61E37DC6AZ,2024-04-23T19:59:15.246877885Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:15.246877885Z,01HW68N0J14CW1GJNFX8AGCRZN,2024-04-23T19:59:15.246877885Z,true,2024-04-23T20:01:50.757639891Z,0,2024-04-23T19:59:15.246877885Z,true,2024-04-23T20:01:20.752235205Z,observe,2024-04-23T19:59:15.246877885Z,30,2024-04-23T19:59:15.246877885Z,true,2024-04-23T20:01:20.709460631Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:15.246877885Z,true,2024-04-23T20:01:20.597424742Z
01HW68N0W3GB9PB8D4HV7A0B0A,01HW68N0EMDHPNSHHB19VPCYSF,2024-04-23T19:59:15.331384022Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:15.331384022Z,01HW68N0KSMWVD3YMM6NG2JM0D,2024-04-23T19:59:15.331384022Z,true,2024-04-23T20:02:26.07525476Z,0,2024-04-23T19:59:15.331384022Z,true,2024-04-23T20:02:08.960685934Z,observe,2024-04-23T19:59:15.331384022Z,30,2024-04-23T19:59:15.331384022Z,true,2024-04-23T20:02:08.931857381Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:15.331384022Z,true,2024-04-23T20:02:08.846920988Z
01HW68N0WDKED7AA4PCDP4BPT7,01HW68N0EWR76G5ZD28HFGM0YH,2024-04-23T19:59:15.341389072Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:15.341389072Z,01HW68N0KJ1KEGRMFH15M0Y131,2024-04-23T19:59:15.341389072Z,true,2024-04-23T20:02:48.719005012Z,0,2024-04-23T19:59:15.341389072Z,true,2024-04-23T20:02:37.967615134Z,observe,2024-04-23T19:59:15.341389072Z,30,2024-04-23T19:59:15.341389072Z,true,2024-04-23T20:02:37.935638795Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:15.341389072Z,true,2024-04-23T20:02:37.85057604Z
01HW68N0WWQYMYPKSMCZ0GERNM,01HW68N0FCK16V7TGVR1KS6C3Z,2024-04-23T19:59:15.356303637Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:15.356303637Z,01HW68N0KTD9AHBBS4X85TTMZF,2024-04-23T19:59:15.356303637Z,true,2024-04-23T20:03:01.659715994Z,0,2024-04-23T19:59:15.356303637Z,true,2024-04-23T20:02:48.988963795Z,observe,2024-04-23T19:59:15.356303637Z,30,2024-04-23T19:59:15.356303637Z,true,2024-04-23T20:02:48.958900474Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:15.356303637Z,true,2024-04-23T20:02:48.879089021Z
01HW68N0YQTP07TS8XB7FK4JJE,01HW68N0F350NVBB3MRYS71DFF,2024-04-23T19:59:15.415992083Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:15.415992083Z,01HW68N0MG5RJNMT3AN2VCWTY8,2024-04-23T19:59:15.415992083Z,true,2024-04-23T20:02:37.665016785Z,0,2024-04-23T19:59:15.415992083Z,true,2024-04-23T20:02:26.351843977Z,observe,2024-04-23T19:59:15.415992083Z,30,2024-04-23T19:59:15.415992083Z,true,2024-04-23T20:02:26.323589577Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:15.415992083Z,true,2024-04-23T20:02:26.245690959Z
01HW68N0Z0B2G6QXN69W76ANC5,01HW68N0FNVNF2NT31V6CPXWG3,2024-04-23T19:59:15.424900595Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:15.424900595Z,01HW68N0MG5RJNMT3AN4SFE8G0,2024-04-23T19:59:15.424900595Z,true,2024-04-23T20:03:18.262603966Z,0,2024-04-23T19:59:15.424900595Z,true,2024-04-23T20:03:01.976224631Z,observe,2024-04-23T19:59:15.424900595Z,30,2024-04-23T19:59:15.424900595Z,true,2024-04-23T20:03:01.926198867Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:15.424900595Z,true,2024-04-23T20:03:01.846088685Z
01HW68N11DZKFSG36T0WQ5AWT5,01HW68N0DRXX097ATD65N4B55A,2024-04-23T19:59:15.501921517Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:15.501921517Z,01HW68N0HEAKDJKB718CZJSTSV,2024-04-23T19:59:15.501921517Z,true,2024-04-23T20:00:38.744831902Z,0,2024-04-23T19:59:15.501921517Z,true,2024-04-23T20:00:16.751200233Z,observe,2024-04-23T19:59:15.501921517Z,30,2024-04-23T19:59:15.501921517Z,true,2024-04-23T20:00:16.706266818Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:15.501921517Z,true,2024-04-23T20:00:16.620039094Z
01HW68XT87Q6DT231CXAVQVXMQ,01HW68XSPTY4WGRCTNQYZSPNPR,2024-04-23T20:04:03.463132878Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.463132878Z,01HW68XSYWJNEA3F6VAJZ2WKFA,2024-04-23T20:04:03.463132878Z,true,2024-04-23T20:04:28.764067669Z,0,2024-04-23T20:04:03.463132878Z,true,2024-04-23T20:04:05.146151355Z,observe,2024-04-23T20:04:03.463132878Z,30,2024-04-23T20:04:03.463132878Z,true,2024-04-23T20:04:05.108412284Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.463132878Z,true,2024-04-23T20:04:05.013527712Z
01HW68XTDC84K7NV5BTMJXF619,01HW68XSREBC7A56C4TBQNWCEM,2024-04-23T20:04:03.628730752Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.628730752Z,01HW68XT0NR638FA8Y3461WAHH,2024-04-23T20:04:03.628730752Z,true,2024-04-23T20:05:42.204374239Z,0,2024-04-23T20:04:03.628730752Z,true,2024-04-23T20:05:31.400073535Z,observe,2024-04-23T20:04:03.628730752Z,30,2024-04-23T20:04:03.628730752Z,true,2024-04-23T20:05:31.370438763Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.628730752Z,true,2024-04-23T20:05:31.286133321Z
01HW68XTE2YYKKVMV5VQ7Y47AF,01HW68XSSNAK68D6QKV3F34BNF,2024-04-23T20:04:03.650688236Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.650688236Z,01HW68XT1691ACEMKHG5G6JN8R,2024-04-23T20:04:03.650688236Z,true,2024-04-23T20:06:03.071486741Z,0,2024-04-23T20:04:03.650688236Z,true,2024-04-23T20:05:55.395865558Z,observe,2024-04-23T20:04:03.650688236Z,30,2024-04-23T20:04:03.650688236Z,true,2024-04-23T20:05:55.365951047Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.650688236Z,true,2024-04-23T20:05:55.284584144Z
01HW68XTEZGZS80QJDCCR99T8H,01HW68XSQG32V2T9QQ91KZTNT1,2024-04-23T20:04:03.682190404Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.682190404Z,01HW68XSZK1KV15MT1B99Q60HE,2024-04-23T20:04:03.682190404Z,true,2024-04-23T20:04:42.601153112Z,0,2024-04-23T20:04:03.682190404Z,true,2024-04-23T20:04:29.138298684Z,observe,2024-04-23T20:04:03.682190404Z,30,2024-04-23T20:04:03.682190404Z,true,2024-04-23T20:04:29.098057645Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.682190404Z,true,2024-04-23T20:04:28.985273298Z
01HW68XTFTWWYFS0QSQ6XKS8B4,01HW68XST53X8QCZ20F9MMXV2C,2024-04-23T20:04:03.706752689Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.706752689Z,01HW68XT1R18JT4DAKQE58KR9C,2024-04-23T20:04:03.706752689Z,true,2024-04-23T20:05:55.106451677Z,0,2024-04-23T20:04:03.706752689Z,true,2024-04-23T20:05:42.527748692Z,observe,2024-04-23T20:04:03.706752689Z,30,2024-04-23T20:04:03.706752689Z,true,2024-04-23T20:05:42.500014601Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.706752689Z,true,2024-04-23T20:05:42.412568094Z
01HW68XTGCS5GF5CMT3Q6T5754,01HW68XSTQ2DC43SAC8VAGQSS1,2024-04-23T20:04:03.724844143Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.724844143Z,01HW68XT1SJSNKZB47M7R1VEY5,2024-04-23T20:04:03.724844143Z,true,2024-04-23T20:06:33.575654945Z,0,2024-04-23T20:04:03.724844143Z,true,2024-04-23T20:06:03.571199234Z,observe,2024-04-23T20:04:03.724844143Z,30,2024-04-23T20:04:03.724844143Z,true,2024-04-23T20:06:03.520182143Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.724844143Z,true,2024-04-23T20:06:03.387779998Z
01HW68XTJW4WBWFWEWD6M748ED,01HW68XSQXAZKDK8G4HC0C7PW0,2024-04-23T20:04:03.804327655Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.804327655Z,01HW68XSZK1KV15MT1BA1JQNZ6,2024-04-23T20:04:03.804327655Z,true,2024-04-23T20:05:08.569257611Z,0,2024-04-23T20:04:03.804327655Z,true,2024-04-23T20:04:42.909143227Z,observe,2024-04-23T20:04:03.804327655Z,30,2024-04-23T20:04:03.804327655Z,true,2024-04-23T20:04:42.880772043Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.804327655Z,true,2024-04-23T20:04:42.791494434Z
01HW68XTNGXWHN2N6T0QFT8MJ9,01HW68XSS36ASDX64GSXBBTF25,2024-04-23T20:04:03.888254692Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.888254692Z,01HW68XT0NR638FA8Y3490N9XS,2024-04-23T20:04:03.888254692Z,true,2024-04-23T20:05:31.069706577Z,0,2024-04-23T20:04:03.888254692Z,true,2024-04-23T20:05:08.868935838Z,observe,2024-04-23T20:04:03.888254692Z,30,2024-04-23T20:04:03.888254692Z,true,2024-04-23T20:05:08.839075521Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.888254692Z,true,2024-04-23T20:05:08.750745386Z
01HW68XTPQ90VMKHMGZ41WFFKQ,01HW68XSWB494KW4A66Z0K8H1Q,2024-04-23T20:04:03.92762817Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.92762817Z,01HW68XT3GJRWT15M69QAS30BP,2024-04-23T20:04:03.92762817Z,true,2024-04-23T20:07:17.591805906Z,0,2024-04-23T20:04:03.92762817Z,true,2024-04-23T20:07:02.266007961Z,observe,2024-04-23T20:04:03.92762817Z,30,2024-04-23T20:04:03.92762817Z,true,2024-04-23T20:07:02.217329962Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.92762817Z,true,2024-04-23T20:07:02.108966967Z
01HW68XTQ6A3EX9KTKC0X9X89Q,01HW68XSVQAFKY2KWJNZ24WNFZ,2024-04-23T20:04:03.942290653Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.942290653Z,01HW68XT3GJRWT15M69R0B7MWK,2024-04-23T20:04:03.942290653Z,true,2024-04-23T20:07:01.854977165Z,0,2024-04-23T20:04:03.942290653Z,true,2024-04-23T20:06:49.627434756Z,observe,2024-04-23T20:04:03.942290653Z,30,2024-04-23T20:04:03.942290653Z,true,2024-04-23T20:06:49.577683683Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.942290653Z,true,2024-04-23T20:06:49.450468589Z
01HW68XTTFS8QHDHSWBXT569J4,01HW68XSV6PJ28VNQWT99GM88S,2024-04-23T20:04:04.047779749Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:04.047779749Z,01HW68XT51663X3PM076Y8TDSK,2024-04-23T20:04:04.047779749Z,true,2024-04-23T20:06:49.169862931Z,0,2024-04-23T20:04:04.047779749Z,true,2024-04-23T20:06:33.896251275Z,observe,2024-04-23T20:04:04.047779749Z,30,2024-04-23T20:04:04.047779749Z,true,2024-04-23T20:06:33.86303002Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:04.047779749Z,true,2024-04-23T20:06:33.770351548Z
01HW68XTYG7HT36G0F90Y03GZ6,01HW68XSWVAZZAVZ0M950PPC85,2024-04-23T20:04:04.176302536Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:04.176302536Z,01HW68XT77CPXN6GH9EN37664R,2024-04-23T20:04:04.176302536Z,true,2024-04-23T20:07:30.469481544Z,0,2024-04-23T20:04:04.176302536Z,true,2024-04-23T20:07:17.9324198Z,observe,2024-04-23T20:04:04.176302536Z,30,2024-04-23T20:04:04.176302536Z,true,2024-04-23T20:07:17.900701196Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:04.176302536Z,true,2024-04-23T20:07:17.804850217Z
01HW6935HZ5S06M8BMQSF42DQ3,01HW693563N5ZRD94HQV5199S8,2024-04-23T20:06:58.880087197Z,01HW68QECRJ5MSES78W5TB51EV,2024-04-23T20:06:58.880087197Z,01HW6935BDSXVB3KDJBDW0JYX7,2024-04-23T20:06:58.880087197Z,true,2024-04-23T20:07:29.950913411Z,0,2024-04-23T20:06:58.880087197Z,true,2024-04-23T20:06:59.946859433Z,observe,2024-04-23T20:06:58.880087197Z,30,2024-04-23T20:06:58.880087197Z,true,2024-04-23T20:06:59.906598724Z,01HW68QEE9VAQA6V0X1JTBE62C,2024-04-23T20:06:58.880087197Z,true,2024-04-23T20:06:59.810801208Z
01HW6935K105KWK2MN043G61V4,01HW69356KB3PBAKEP731AZJ1A,2024-04-23T20:06:58.913778624Z,01HW68QECRJ5MSES78W5TB51EV,2024-04-23T20:06:58.913778624Z,01HW6935BND2NHCD9BH092N9EG,2024-04-23T20:06:58.913778624Z,true,2024-04-23T20:07:50.517645403Z,0,2024-04-23T20:06:58.913778624Z,true,2024-04-23T20:07:30.319851395Z,observe,2024-04-23T20:06:58.913778624Z,30,2024-04-23T20:06:58.913778624Z,true,2024-04-23T20:07:30.285705046Z,01HW68QEE9VAQA6V0X1JTBE62C,2024-04-23T20:06:58.913778624Z,true,2024-04-23T20:07:30.173027155Z
