id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt
01HW66S25WJEW6AED4JEH4JYVM,01HW65NTPRBDWA01CY3WJM1NSS,2024-04-23T19:26:30.588606544Z,01HW65NTQAEFPDQM85F3KF8DKE,2024-04-23T19:26:30.588606544Z,01HW66EKJSHK1TDTA8J6QYSN48,2024-04-23T19:26:30.588606544Z
01HW66S2655MT8SVRXSF3EMH47,01HW65NTPRBDWA01CY3WJM1NSS,2024-04-23T19:26:30.598018263Z,01HW65NTQAEFPDQM85F3KF8DKE,2024-04-23T19:26:30.598018263Z,01HW66HB1DF9Q7QSWX9ZTK3TKP,2024-04-23T19:26:30.598018263Z
01HW66S26D0M5E75RXZX9VZB2Z,01HW65NTPRBDWA01CY3WJM1NSS,2024-04-23T19:26:30.605401204Z,01HW65NTQAEFPDQM85F3KF8DKE,2024-04-23T19:26:30.605401204Z,01HW66KZZ28TB65M259NA81579,2024-04-23T19:26:30.605401204Z
01HW66S26J0NKHNACR0TW0SY5Z,01HW65NTPRBDWA01CY3WJM1NSS,2024-04-23T19:26:30.610049658Z,01HW65NTQAEFPDQM85F3KF8DKE,2024-04-23T19:26:30.610049658Z,01HW66P01JA1T3HXTJWM1G4W06,2024-04-23T19:26:30.610049658Z
01HW66XWGD0PXDZGC5SZJDN9AT,01HW65RNPY0F0AJDEWETBECD0E,2024-04-23T19:29:08.621597277Z,01HW65RNQ8NAEZTESS2X144C48,2024-04-23T19:29:08.621597277Z,01HW66MYWNA3YYR374RDDD12QN,2024-04-23T19:29:08.621597277Z
01HW66XWGKFPGC3FH0YWV4R6X1,01HW65RNPY0F0AJDEWETBECD0E,2024-04-23T19:29:08.627125793Z,01HW65RNQ8NAEZTESS2X144C48,2024-04-23T19:29:08.627125793Z,01HW66NFR9V6MYCXFK43FS6CD8,2024-04-23T19:29:08.627125793Z
01HW66XWGQRZTRPJ89WMD7SCR4,01HW65RNPY0F0AJDEWETBECD0E,2024-04-23T19:29:08.63174638Z,01HW65RNQ8NAEZTESS2X144C48,2024-04-23T19:29:08.63174638Z,01HW66R64537DHDTFX2QARBASA,2024-04-23T19:29:08.63174638Z
01HW66XWGW7RT7V9AY080Q5ASM,01HW65RNPY0F0AJDEWETBECD0E,2024-04-23T19:29:08.636511779Z,01HW65RNQ8NAEZTESS2X144C48,2024-04-23T19:29:08.636511779Z,01HW66R7XQ2J7FBKA7HNWDTAWK,2024-04-23T19:29:08.636511779Z
01HW670BC8W2R12441C5KBN5SB,01HW65RN1MVRN07M5V41Z5KQ87,2024-04-23T19:30:29.384669969Z,01HW65RN1TN2DR2QY83A7GX8YK,2024-04-23T19:30:29.384669969Z,01HW66N3D9DED1MZMJR6M5TYEX,2024-04-23T19:30:29.384669969Z
01HW670BCD9VD1HVHP19SEH0XM,01HW65RN1MVRN07M5V41Z5KQ87,2024-04-23T19:30:29.389497803Z,01HW65RN1TN2DR2QY83A7GX8YK,2024-04-23T19:30:29.389497803Z,01HW66R15S9XBRZNE4BDN2404D,2024-04-23T19:30:29.389497803Z
01HW670BCJP4SC63X3B0WGA9JG,01HW65RN1MVRN07M5V41Z5KQ87,2024-04-23T19:30:29.394077286Z,01HW65RN1TN2DR2QY83A7GX8YK,2024-04-23T19:30:29.394077286Z,01HW66T73N0NY4C2D8V6KWXHZT,2024-04-23T19:30:29.394077286Z
