id,index,indexLastChangedAt,batchID,batchIDLastChangedAt,name,nameLastChangedAt,task,taskLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,start,startLastChangedAt,idx,idxLastChangedAt,stageIndex,stageIndexLastChangedAt
01HW672QBD81G2NN3SZATAFGQJ,4,2024-04-23T19:31:47.181029333Z,01HW66X1WQ63ZYBPASSX8CX6RE,2024-04-23T19:31:47.181029333Z,Round 5 / 12,2024-04-23T19:31:47.181029333Z,Chat,2024-04-23T19:31:47.181029333Z,true,2024-04-23T19:34:13.38841217Z,01HW66X1X0WRHZ2Q4JVN1M93SC,2024-04-23T19:31:47.181029333Z,true,2024-04-23T19:33:43.29081752Z,5,2024-04-23T19:31:47.181029333Z,1,2024-04-23T19:31:47.404920606Z
01HW672QBD81G2NN3SZWACCE59,0,2024-04-23T19:31:47.181846915Z,01HW66X1WQ63ZYBPASSX8CX6RE,2024-04-23T19:31:47.181846915Z,Round 1 / 12,2024-04-23T19:31:47.181846915Z,Chat,2024-04-23T19:31:47.181846915Z,true,2024-04-23T19:32:17.672344316Z,01HW66X1X0WRHZ2Q4JVN1M93SC,2024-04-23T19:31:47.181846915Z,true,2024-04-23T19:31:47.416561546Z,1,2024-04-23T19:31:47.181846915Z,1,2024-04-23T19:31:47.293954738Z
01HW672QBEVBTPCJE5BCTEYCK7,3,2024-04-23T19:31:47.182479441Z,01HW66X1WQ63ZYBPASSX8CX6RE,2024-04-23T19:31:47.182479441Z,Round 4 / 12,2024-04-23T19:31:47.182479441Z,Chat,2024-04-23T19:31:47.182479441Z,true,2024-04-23T19:33:43.276811991Z,01HW66X1X0WRHZ2Q4JVN1M93SC,2024-04-23T19:31:47.182479441Z,true,2024-04-23T19:33:18.06435198Z,4,2024-04-23T19:31:47.182479441Z,1,2024-04-23T19:31:47.406167498Z
01HW672QBF5G6JZVWDTDY15HVR,5,2024-04-23T19:31:47.183233934Z,01HW66X1WQ63ZYBPASSX8CX6RE,2024-04-23T19:31:47.183233934Z,Round 6 / 12,2024-04-23T19:31:47.183233934Z,Chat,2024-04-23T19:31:47.183233934Z,true,2024-04-23T19:34:43.513403021Z,01HW66X1X0WRHZ2Q4JVN1M93SC,2024-04-23T19:31:47.183233934Z,true,2024-04-23T19:34:13.404836915Z,6,2024-04-23T19:31:47.183233934Z,1,2024-04-23T19:31:47.293954738Z
01HW672QBGP28HY400H8GK0TKA,6,2024-04-23T19:31:47.184164753Z,01HW66X1WQ63ZYBPASSX8CX6RE,2024-04-23T19:31:47.184164753Z,Round 7 / 12,2024-04-23T19:31:47.184164753Z,Chat,2024-04-23T19:31:47.184164753Z,true,2024-04-23T19:34:58.717238248Z,01HW66X1X0WRHZ2Q4JVN1M93SC,2024-04-23T19:31:47.184164753Z,true,2024-04-23T19:34:43.539365526Z,7,2024-04-23T19:31:47.184164753Z,1,2024-04-23T19:31:47.293954738Z
01HW672QBH1XY41G7A5D30VXPQ,7,2024-04-23T19:31:47.185151142Z,01HW66X1WQ63ZYBPASSX8CX6RE,2024-04-23T19:31:47.185151142Z,Round 8 / 12,2024-04-23T19:31:47.185151142Z,Chat,2024-04-23T19:31:47.185151142Z,true,2024-04-23T19:35:20.783814215Z,01HW66X1X0WRHZ2Q4JVN1M93SC,2024-04-23T19:31:47.185151142Z,true,2024-04-23T19:34:58.729746341Z,8,2024-04-23T19:31:47.185151142Z,1,2024-04-23T19:31:47.284456652Z
01HW672QBH1XY41G7A60G1E4Y6,8,2024-04-23T19:31:47.185876794Z,01HW66X1WQ63ZYBPASSX8CX6RE,2024-04-23T19:31:47.185876794Z,Round 9 / 12,2024-04-23T19:31:47.185876794Z,Chat,2024-04-23T19:31:47.185876794Z,true,2024-04-23T19:35:50.887580837Z,01HW66X1X0WRHZ2Q4JVN1M93SC,2024-04-23T19:31:47.185876794Z,true,2024-04-23T19:35:20.800571005Z,9,2024-04-23T19:31:47.185876794Z,1,2024-04-23T19:31:47.284456652Z
01HW672QBJABJ9JEJTXGANFKQF,9,2024-04-23T19:31:47.186681579Z,01HW66X1WQ63ZYBPASSX8CX6RE,2024-04-23T19:31:47.186681579Z,Round 10 / 12,2024-04-23T19:31:47.186681579Z,Chat,2024-04-23T19:31:47.186681579Z,true,2024-04-23T19:36:11.524520291Z,01HW66X1X0WRHZ2Q4JVN1M93SC,2024-04-23T19:31:47.186681579Z,true,2024-04-23T19:35:50.903711969Z,10,2024-04-23T19:31:47.186681579Z,1,2024-04-23T19:31:47.273941796Z
01HW672QBM2G7SHBTTTMMWMFJ6,10,2024-04-23T19:31:47.188888295Z,01HW66X1WQ63ZYBPASSX8CX6RE,2024-04-23T19:31:47.188888295Z,Round 11 / 12,2024-04-23T19:31:47.188888295Z,Chat,2024-04-23T19:31:47.188888295Z,true,2024-04-23T19:36:41.657816566Z,01HW66X1X0WRHZ2Q4JVN1M93SC,2024-04-23T19:31:47.188888295Z,true,2024-04-23T19:36:11.538367514Z,11,2024-04-23T19:31:47.188888295Z,1,2024-04-23T19:31:47.277265363Z
01HW672QBNBZH9D7FRBWNBHJKB,11,2024-04-23T19:31:47.189599822Z,01HW66X1WQ63ZYBPASSX8CX6RE,2024-04-23T19:31:47.189599822Z,Round 12 / 12,2024-04-23T19:31:47.189599822Z,Chat,2024-04-23T19:31:47.189599822Z,true,2024-04-23T19:37:11.837354886Z,01HW66X1X0WRHZ2Q4JVN1M93SC,2024-04-23T19:31:47.189599822Z,true,2024-04-23T19:36:41.673779721Z,12,2024-04-23T19:31:47.189599822Z,1,2024-04-23T19:31:47.277265363Z
01HW67CEGM5MYTQ81MB3E8YFN3,0,2024-04-23T19:37:05.812813214Z,01HW66Y45JE7CNV95X2KKEE9X3,2024-04-23T19:37:05.812813214Z,Round 1 / 12,2024-04-23T19:37:05.812813214Z,Chat,2024-04-23T19:37:05.812813214Z,true,2024-04-23T19:37:36.726145359Z,01HW66Y45WZ348W6Z0Q32845SX,2024-04-23T19:37:05.812813214Z,true,2024-04-23T19:37:06.128227052Z,1,2024-04-23T19:37:05.812813214Z,1,2024-04-23T19:37:06.013795055Z
01HW67CEH46B833RA2XYP7D3YM,2,2024-04-23T19:37:05.828897071Z,01HW66Y45JE7CNV95X2KKEE9X3,2024-04-23T19:37:05.828897071Z,Round 3 / 12,2024-04-23T19:37:05.828897071Z,Chat,2024-04-23T19:37:05.828897071Z,true,2024-04-23T19:38:37.019418227Z,01HW66Y45WZ348W6Z0Q32845SX,2024-04-23T19:37:05.828897071Z,true,2024-04-23T19:38:06.90343567Z,3,2024-04-23T19:37:05.828897071Z,1,2024-04-23T19:37:06.027030237Z
