id,index,indexLastChangedAt,batchID,batchIDLastChangedAt,name,nameLastChangedAt,task,taskLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,start,startLastChangedAt,idx,idxLastChangedAt,stageIndex,stageIndexLastChangedAt
01HW686YK9EHN0NDRJJHW54NDK,4,2024-04-23T19:51:34.249068884Z,01HW65RJ73NF2ZDW6YKMSN47JG,2024-04-23T19:51:34.249068884Z,Round 5 / 12,2024-04-23T19:51:34.249068884Z,Chat,2024-04-23T19:51:34.249068884Z,true,2024-04-23T19:53:43.828858915Z,01HW65RJ7B8GKJQDPNDVG81NH5,2024-04-23T19:51:34.249068884Z,true,2024-04-23T19:53:25.499017086Z,5,2024-04-23T19:51:34.249068884Z,1,2024-04-23T19:51:34.482513982Z
01HW686YKEB3J7ESSBM3Y5VAJ2,8,2024-04-23T19:51:34.254956554Z,01HW65RJ73NF2ZDW6YKMSN47JG,2024-04-23T19:51:34.254956554Z,Round 9 / 12,2024-04-23T19:51:34.254956554Z,Chat,2024-04-23T19:51:34.254956554Z,true,2024-04-23T19:55:04.185844869Z,01HW65RJ7B8GKJQDPNDVG81NH5,2024-04-23T19:51:34.254956554Z,true,2024-04-23T19:54:50.24327344Z,9,2024-04-23T19:51:34.254956554Z,1,2024-04-23T19:51:34.482513982Z
01HW686YKM35DFF2Z8SBNS7KBE,11,2024-04-23T19:51:34.260845439Z,01HW65RJ73NF2ZDW6YKMSN47JG,2024-04-23T19:51:34.260845439Z,Round 12 / 12,2024-04-23T19:51:34.260845439Z,Chat,2024-04-23T19:51:34.260845439Z,true,2024-04-23T19:55:44.648467643Z,01HW65RJ7B8GKJQDPNDVG81NH5,2024-04-23T19:51:34.260845439Z,true,2024-04-23T19:55:33.586319495Z,12,2024-04-23T19:51:34.260845439Z,1,2024-04-23T19:51:34.575565154Z
01HW686YKTN2XE11N17A6ZZTTH,10,2024-04-23T19:51:34.266180387Z,01HW65RJ73NF2ZDW6YKMSN47JG,2024-04-23T19:51:34.266180387Z,Round 11 / 12,2024-04-23T19:51:34.266180387Z,Chat,2024-04-23T19:51:34.266180387Z,true,2024-04-23T19:55:33.555492938Z,01HW65RJ7B8GKJQDPNDVG81NH5,2024-04-23T19:51:34.266180387Z,true,2024-04-23T19:55:22.379595867Z,11,2024-04-23T19:51:34.266180387Z,1,2024-04-23T19:51:34.596754287Z
01HW686YMB9NEZQ7HASY9RTAQK,7,2024-04-23T19:51:34.283060214Z,01HW65RJ73NF2ZDW6YKMSN47JG,2024-04-23T19:51:34.283060214Z,Round 8 / 12,2024-04-23T19:51:34.283060214Z,Chat,2024-04-23T19:51:34.283060214Z,true,2024-04-23T19:54:50.215397131Z,01HW65RJ7B8GKJQDPNDVG81NH5,2024-04-23T19:51:34.283060214Z,true,2024-04-23T19:54:33.799036392Z,8,2024-04-23T19:51:34.283060214Z,1,2024-04-23T19:51:34.612139713Z
01HW686YMQDRZAVBT75Z3HBVFS,9,2024-04-23T19:51:34.295735868Z,01HW65RJ73NF2ZDW6YKMSN47JG,2024-04-23T19:51:34.295735868Z,Round 10 / 12,2024-04-23T19:51:34.295735868Z,Chat,2024-04-23T19:51:34.295735868Z,true,2024-04-23T19:55:22.355402751Z,01HW65RJ7B8GKJQDPNDVG81NH5,2024-04-23T19:51:34.295735868Z,true,2024-04-23T19:55:04.211819064Z,10,2024-04-23T19:51:34.295735868Z,1,2024-04-23T19:51:34.762153527Z
01HW68DGS2RFNDN2DMAMY83CTZ,0,2024-04-23T19:55:09.474711775Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:09.474711775Z,Round 1 / 12,2024-04-23T19:55:09.474711775Z,Chat,2024-04-23T19:55:09.474711775Z,true,2024-04-23T19:55:41.086858847Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:09.474711775Z,true,2024-04-23T19:55:10.447143716Z,1,2024-04-23T19:55:09.474711775Z,1,2024-04-23T19:55:09.936060378Z
01HW68DGSGQGEHHDWJ6HAK5785,2,2024-04-23T19:55:09.488181335Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:09.488181335Z,Round 3 / 12,2024-04-23T19:55:09.488181335Z,Chat,2024-04-23T19:55:09.488181335Z,true,2024-04-23T19:56:40.799987584Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:09.488181335Z,true,2024-04-23T19:56:11.360205357Z,3,2024-04-23T19:55:09.488181335Z,1,2024-04-23T19:55:09.992416854Z
01HW68DGSYV9Y47VBV4MBYJS6A,1,2024-04-23T19:55:09.502414377Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:09.502414377Z,Round 2 / 12,2024-04-23T19:55:09.502414377Z,Chat,2024-04-23T19:55:09.502414377Z,true,2024-04-23T19:56:11.332324866Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:09.502414377Z,true,2024-04-23T19:55:41.117238158Z,2,2024-04-23T19:55:09.502414377Z,1,2024-04-23T19:55:09.959352006Z
01HW68DGTAB7B805QC1QE88ABK,3,2024-04-23T19:55:09.514780702Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:09.514780702Z,Round 4 / 12,2024-04-23T19:55:09.514780702Z,Chat,2024-04-23T19:55:09.514780702Z,true,2024-04-23T19:57:07.495505549Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:09.514780702Z,true,2024-04-23T19:56:40.828334369Z,4,2024-04-23T19:55:09.514780702Z,1,2024-04-23T19:55:09.765539793Z
01HW68DGTP8M5DA6TQ76HDJ8TM,4,2024-04-23T19:55:09.526810491Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:09.526810491Z,Round 5 / 12,2024-04-23T19:55:09.526810491Z,Chat,2024-04-23T19:55:09.526810491Z,true,2024-04-23T19:57:37.863577192Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:09.526810491Z,true,2024-04-23T19:57:07.540341853Z,5,2024-04-23T19:55:09.526810491Z,1,2024-04-23T19:55:10.018806817Z
01HW68DGV60K0BYYW0PG10BR71,5,2024-04-23T19:55:09.542411339Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:09.542411339Z,Round 6 / 12,2024-04-23T19:55:09.542411339Z,Chat,2024-04-23T19:55:09.542411339Z,true,2024-04-23T19:58:00.937286625Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:09.542411339Z,true,2024-04-23T19:57:37.894189079Z,6,2024-04-23T19:55:09.542411339Z,1,2024-04-23T19:55:10.219374434Z
01HW68DGVVBFPXE4NEG4W3ER65,7,2024-04-23T19:55:09.563916651Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:09.563916651Z,Round 8 / 12,2024-04-23T19:55:09.563916651Z,Chat,2024-04-23T19:55:09.563916651Z,true,2024-04-23T19:58:57.42019559Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:09.563916651Z,true,2024-04-23T19:58:31.213525839Z,8,2024-04-23T19:55:09.563916651Z,1,2024-04-23T19:55:09.799854288Z
01HW68DGW6ZYQEZX04739T4N8B,8,2024-04-23T19:55:09.57452807Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:09.57452807Z,Round 9 / 12,2024-04-23T19:55:09.57452807Z,Chat,2024-04-23T19:55:09.57452807Z,true,2024-04-23T19:59:27.737413825Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:09.57452807Z,true,2024-04-23T19:58:57.457176278Z,9,2024-04-23T19:55:09.57452807Z,1,2024-04-23T19:55:10.090883439Z
01HW68DGWJN727DPDE88HAW37N,9,2024-04-23T19:55:09.586347983Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:09.586347983Z,Round 10 / 12,2024-04-23T19:55:09.586347983Z,Chat,2024-04-23T19:55:09.586347983Z,true,2024-04-23T19:59:57.235417677Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:09.586347983Z,true,2024-04-23T19:59:27.770370082Z,10,2024-04-23T19:55:09.586347983Z,1,2024-04-23T19:55:10.168897784Z
01HW68DGXFQXDXHVC2ZGN4J5BE,10,2024-04-23T19:55:09.615342704Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:09.615342704Z,Round 11 / 12,2024-04-23T19:55:09.615342704Z,Chat,2024-04-23T19:55:09.615342704Z,true,2024-04-23T20:00:18.828244314Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:09.615342704Z,true,2024-04-23T19:59:57.267669074Z,11,2024-04-23T19:55:09.615342704Z,1,2024-04-23T19:55:10.274929385Z
01HW68DGXT1YABAZ77D917H0QN,11,2024-04-23T19:55:09.626925549Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:09.626925549Z,Round 12 / 12,2024-04-23T19:55:09.626925549Z,Chat,2024-04-23T19:55:09.626925549Z,true,2024-04-23T20:00:44.492810717Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:09.626925549Z,true,2024-04-23T20:00:18.85774779Z,12,2024-04-23T19:55:09.626925549Z,1,2024-04-23T19:55:10.332143844Z
01HW68DH0MP3D5B1JAYXPFNQ6C,6,2024-04-23T19:55:09.716399933Z,01HW65RGTG2Q3NVWHW3KMQE5J4,2024-04-23T19:55:09.716399933Z,Round 7 / 12,2024-04-23T19:55:09.716399933Z,Chat,2024-04-23T19:55:09.716399933Z,true,2024-04-23T19:58:31.185866162Z,01HW65RGTRBY22SCBVJTCBVMGV,2024-04-23T19:55:09.716399933Z,true,2024-04-23T19:58:00.962175257Z,7,2024-04-23T19:55:09.716399933Z,1,2024-04-23T19:55:10.546764021Z
01HW68N0D701B984K02788W3QS,0,2024-04-23T19:59:14.855340497Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:14.855340497Z,Round 1 / 12,2024-04-23T19:59:14.855340497Z,Chat,2024-04-23T19:59:14.855340497Z,true,2024-04-23T19:59:46.052091795Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:14.855340497Z,true,2024-04-23T19:59:15.493931361Z,1,2024-04-23T19:59:14.855340497Z,1,2024-04-23T19:59:15.183506328Z
01HW68N0DE3XCQQ5F82E129HAA,1,2024-04-23T19:59:14.862756719Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:14.862756719Z,Round 2 / 12,2024-04-23T19:59:14.862756719Z,Chat,2024-04-23T19:59:14.862756719Z,true,2024-04-23T20:00:16.45681516Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:14.862756719Z,true,2024-04-23T19:59:46.093837139Z,2,2024-04-23T19:59:14.862756719Z,1,2024-04-23T19:59:15.183506328Z
01HW68N0DRXX097ATD65N4B55A,2,2024-04-23T19:59:14.872200095Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:14.872200095Z,Round 3 / 12,2024-04-23T19:59:14.872200095Z,Chat,2024-04-23T19:59:14.872200095Z,true,2024-04-23T20:00:38.776011541Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:14.872200095Z,true,2024-04-23T20:00:16.490895545Z,3,2024-04-23T19:59:14.872200095Z,1,2024-04-23T19:59:15.21414803Z
01HW68N0DZAT751Y2AB252TX8N,3,2024-04-23T19:59:14.879465031Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:14.879465031Z,Round 4 / 12,2024-04-23T19:59:14.879465031Z,Chat,2024-04-23T19:59:14.879465031Z,true,2024-04-23T20:00:55.319771282Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:14.879465031Z,true,2024-04-23T20:00:38.808567847Z,4,2024-04-23T19:59:14.879465031Z,1,2024-04-23T19:59:15.21414803Z
01HW68N0E64G6ZWDBSPX6GMDM8,6,2024-04-23T19:59:14.886288887Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:14.886288887Z,Round 7 / 12,2024-04-23T19:59:14.886288887Z,Chat,2024-04-23T19:59:14.886288887Z,true,2024-04-23T20:02:08.697630849Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:14.886288887Z,true,2024-04-23T20:01:50.821623928Z,7,2024-04-23T19:59:14.886288887Z,1,2024-04-23T19:59:15.024558693Z
01HW68N0ED2NEB4H61E37DC6AZ,5,2024-04-23T19:59:14.893324149Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:14.893324149Z,Round 6 / 12,2024-04-23T19:59:14.893324149Z,Chat,2024-04-23T19:59:14.893324149Z,true,2024-04-23T20:01:50.790552435Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:14.893324149Z,true,2024-04-23T20:01:20.413404302Z,6,2024-04-23T19:59:14.893324149Z,1,2024-04-23T19:59:15.256737357Z
01HW68N0EMDHPNSHHB19VPCYSF,7,2024-04-23T19:59:14.900661273Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:14.900661273Z,Round 8 / 12,2024-04-23T19:59:14.900661273Z,Chat,2024-04-23T19:59:14.900661273Z,true,2024-04-23T20:02:26.107473236Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:14.900661273Z,true,2024-04-23T20:02:08.737527292Z,8,2024-04-23T19:59:14.900661273Z,1,2024-04-23T19:59:15.324289761Z
01HW68N0EWR76G5ZD28HFGM0YH,9,2024-04-23T19:59:14.908284211Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:14.908284211Z,Round 10 / 12,2024-04-23T19:59:14.908284211Z,Chat,2024-04-23T19:59:14.908284211Z,true,2024-04-23T20:02:48.750290962Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:14.908284211Z,true,2024-04-23T20:02:37.743331037Z,10,2024-04-23T19:59:14.908284211Z,1,2024-04-23T19:59:15.348363058Z
01HW68N0F350NVBB3MRYS71DFF,8,2024-04-23T19:59:14.915921544Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:14.915921544Z,Round 9 / 12,2024-04-23T19:59:14.915921544Z,Chat,2024-04-23T19:59:14.915921544Z,true,2024-04-23T20:02:37.702081888Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:14.915921544Z,true,2024-04-23T20:02:26.138738947Z,9,2024-04-23T19:59:14.915921544Z,1,2024-04-23T19:59:15.402012082Z
01HW68N0FCK16V7TGVR1KS6C3Z,10,2024-04-23T19:59:14.924979467Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:14.924979467Z,Round 11 / 12,2024-04-23T19:59:14.924979467Z,Chat,2024-04-23T19:59:14.924979467Z,true,2024-04-23T20:03:01.691377594Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:14.924979467Z,true,2024-04-23T20:02:48.776667037Z,11,2024-04-23T19:59:14.924979467Z,1,2024-04-23T19:59:15.363732048Z
01HW68N0FNVNF2NT31V6CPXWG3,11,2024-04-23T19:59:14.933339288Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:14.933339288Z,Round 12 / 12,2024-04-23T19:59:14.933339288Z,Chat,2024-04-23T19:59:14.933339288Z,true,2024-04-23T20:03:18.313395013Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:14.933339288Z,true,2024-04-23T20:03:01.729209499Z,12,2024-04-23T19:59:14.933339288Z,1,2024-04-23T19:59:15.402012082Z
01HW68N0G4FWCF76WNPVA32X0J,4,2024-04-23T19:59:14.948658339Z,01HW65RG34XAN2X81CGMMGV3HP,2024-04-23T19:59:14.948658339Z,Round 5 / 12,2024-04-23T19:59:14.948658339Z,Chat,2024-04-23T19:59:14.948658339Z,true,2024-04-23T20:01:20.330084898Z,01HW65RG3DMD8FH11D8CEF8E21,2024-04-23T19:59:14.948658339Z,true,2024-04-23T20:00:55.367830653Z,5,2024-04-23T19:59:14.948658339Z,1,2024-04-23T19:59:15.183506328Z
01HW68XSPTY4WGRCTNQYZSPNPR,0,2024-04-23T20:04:02.906357963Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:02.906357963Z,Round 1 / 12,2024-04-23T20:04:02.906357963Z,Chat,2024-04-23T20:04:02.906357963Z,true,2024-04-23T20:04:28.806694268Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:02.906357963Z,true,2024-04-23T20:04:04.216603286Z,1,2024-04-23T20:04:02.906357963Z,1,2024-04-23T20:04:03.510809282Z
01HW68XSQG32V2T9QQ91KZTNT1,1,2024-04-23T20:04:02.928337396Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:02.928337396Z,Round 2 / 12,2024-04-23T20:04:02.928337396Z,Chat,2024-04-23T20:04:02.928337396Z,true,2024-04-23T20:04:42.637170883Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:02.928337396Z,true,2024-04-23T20:04:28.846266219Z,2,2024-04-23T20:04:02.928337396Z,1,2024-04-23T20:04:03.874235508Z
01HW68XSQXAZKDK8G4HC0C7PW0,2,2024-04-23T20:04:02.941265109Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:02.941265109Z,Round 3 / 12,2024-04-23T20:04:02.941265109Z,Chat,2024-04-23T20:04:02.941265109Z,true,2024-04-23T20:05:08.601269645Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:02.941265109Z,true,2024-04-23T20:04:42.669805518Z,3,2024-04-23T20:04:02.941265109Z,1,2024-04-23T20:04:03.779820977Z
01HW68XSREBC7A56C4TBQNWCEM,4,2024-04-23T20:04:02.958396715Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:02.958396715Z,Round 5 / 12,2024-04-23T20:04:02.958396715Z,Chat,2024-04-23T20:04:02.958396715Z,true,2024-04-23T20:05:42.246394733Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:02.958396715Z,true,2024-04-23T20:05:31.141842077Z,5,2024-04-23T20:04:02.958396715Z,1,2024-04-23T20:04:03.845669765Z
01HW68XSS36ASDX64GSXBBTF25,3,2024-04-23T20:04:02.979877885Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:02.979877885Z,Round 4 / 12,2024-04-23T20:04:02.979877885Z,Chat,2024-04-23T20:04:02.979877885Z,true,2024-04-23T20:05:31.10640788Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:02.979877885Z,true,2024-04-23T20:05:08.636177251Z,4,2024-04-23T20:04:02.979877885Z,1,2024-04-23T20:04:03.665338327Z
01HW68XSSNAK68D6QKV3F34BNF,6,2024-04-23T20:04:02.997788321Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:02.997788321Z,Round 7 / 12,2024-04-23T20:04:02.997788321Z,Chat,2024-04-23T20:04:02.997788321Z,true,2024-04-23T20:06:03.122546811Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:02.997788321Z,true,2024-04-23T20:05:55.171094375Z,7,2024-04-23T20:04:02.997788321Z,1,2024-04-23T20:04:03.665338327Z
01HW68XST53X8QCZ20F9MMXV2C,5,2024-04-23T20:04:03.013969335Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.013969335Z,Round 6 / 12,2024-04-23T20:04:03.013969335Z,Chat,2024-04-23T20:04:03.013969335Z,true,2024-04-23T20:05:55.139204715Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.013969335Z,true,2024-04-23T20:05:42.286891301Z,6,2024-04-23T20:04:03.013969335Z,1,2024-04-23T20:04:03.746270602Z
01HW68XSTQ2DC43SAC8VAGQSS1,7,2024-04-23T20:04:03.03189978Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.03189978Z,Round 8 / 12,2024-04-23T20:04:03.03189978Z,Chat,2024-04-23T20:04:03.03189978Z,true,2024-04-23T20:06:33.620771902Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.03189978Z,true,2024-04-23T20:06:03.177434878Z,8,2024-04-23T20:04:03.03189978Z,1,2024-04-23T20:04:03.746270602Z
01HW68XSV6PJ28VNQWT99GM88S,8,2024-04-23T20:04:03.046767786Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.046767786Z,Round 9 / 12,2024-04-23T20:04:03.046767786Z,Chat,2024-04-23T20:04:03.046767786Z,true,2024-04-23T20:06:49.224176227Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.046767786Z,true,2024-04-23T20:06:33.65410625Z,9,2024-04-23T20:04:03.046767786Z,1,2024-04-23T20:04:04.062607916Z
01HW68XSVQAFKY2KWJNZ24WNFZ,9,2024-04-23T20:04:03.063700387Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.063700387Z,Round 10 / 12,2024-04-23T20:04:03.063700387Z,Chat,2024-04-23T20:04:03.063700387Z,true,2024-04-23T20:07:01.899808199Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.063700387Z,true,2024-04-23T20:06:49.287721919Z,10,2024-04-23T20:04:03.063700387Z,1,2024-04-23T20:04:03.959048961Z
01HW68XSWB494KW4A66Z0K8H1Q,10,2024-04-23T20:04:03.083167285Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.083167285Z,Round 11 / 12,2024-04-23T20:04:03.083167285Z,Chat,2024-04-23T20:04:03.083167285Z,true,2024-04-23T20:07:17.627648493Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.083167285Z,true,2024-04-23T20:07:01.945944101Z,11,2024-04-23T20:04:03.083167285Z,1,2024-04-23T20:04:03.959048961Z
01HW68XSWVAZZAVZ0M950PPC85,11,2024-04-23T20:04:03.100023817Z,01HW68HH5XC8V2EG0C6BRZEJ13,2024-04-23T20:04:03.100023817Z,Round 12 / 12,2024-04-23T20:04:03.100023817Z,Chat,2024-04-23T20:04:03.100023817Z,true,2024-04-23T20:07:30.50538042Z,01HW68HH6SBW3MFSFTFK9Y26EH,2024-04-23T20:04:03.100023817Z,true,2024-04-23T20:07:17.663448294Z,12,2024-04-23T20:04:03.100023817Z,1,2024-04-23T20:04:04.160871816Z
01HW693563N5ZRD94HQV5199S8,0,2024-04-23T20:06:58.499737472Z,01HW68QECRJ5MSES78W5TB51EV,2024-04-23T20:06:58.499737472Z,Round 1 / 12,2024-04-23T20:06:58.499737472Z,Chat,2024-04-23T20:06:58.499737472Z,true,2024-04-23T20:07:29.993362782Z,01HW68QEE9VAQA6V0X1JTBE62C,2024-04-23T20:06:58.499737472Z,true,2024-04-23T20:06:59.33014959Z,1,2024-04-23T20:06:58.499737472Z,1,2024-04-23T20:06:58.902343023Z
01HW69356KB3PBAKEP731AZJ1A,1,2024-04-23T20:06:58.51603182Z,01HW68QECRJ5MSES78W5TB51EV,2024-04-23T20:06:58.51603182Z,Round 2 / 12,2024-04-23T20:06:58.51603182Z,Chat,2024-04-23T20:06:58.51603182Z,true,2024-04-23T20:07:50.559309942Z,01HW68QEE9VAQA6V0X1JTBE62C,2024-04-23T20:06:58.51603182Z,true,2024-04-23T20:07:30.031972298Z,2,2024-04-23T20:06:58.51603182Z,1,2024-04-23T20:06:58.924589874Z
01HW69356YJ6QBWBXJ8BD9ENFC,4,2024-04-23T20:06:58.526909666Z,01HW68QECRJ5MSES78W5TB51EV,2024-04-23T20:06:58.526909666Z,Round 5 / 12,2024-04-23T20:06:58.526909666Z,Chat,2024-04-23T20:06:58.526909666Z,true,2024-04-23T20:08:48.173547536Z,01HW68QEE9VAQA6V0X1JTBE62C,2024-04-23T20:06:58.526909666Z,true,2024-04-23T20:08:28.022917978Z,5,2024-04-23T20:06:58.526909666Z,1,2024-04-23T20:06:58.949326832Z
01HW69357J860QCW89GZ34E5FW,5,2024-04-23T20:06:58.547190504Z,01HW68QECRJ5MSES78W5TB51EV,2024-04-23T20:06:58.547190504Z,Round 6 / 12,2024-04-23T20:06:58.547190504Z,Chat,2024-04-23T20:06:58.547190504Z,true,2024-04-23T20:09:15.292992656Z,01HW68QEE9VAQA6V0X1JTBE62C,2024-04-23T20:06:58.547190504Z,true,2024-04-23T20:08:48.237137224Z,6,2024-04-23T20:06:58.547190504Z,1,2024-04-23T20:06:59.004998407Z
01HW69357YQNEH1DNSR7Y2D954,2,2024-04-23T20:06:58.55864298Z,01HW68QECRJ5MSES78W5TB51EV,2024-04-23T20:06:58.55864298Z,Round 3 / 12,2024-04-23T20:06:58.55864298Z,Chat,2024-04-23T20:06:58.55864298Z,true,2024-04-23T20:08:09.188360076Z,01HW68QEE9VAQA6V0X1JTBE62C,2024-04-23T20:06:58.55864298Z,true,2024-04-23T20:07:50.593302044Z,3,2024-04-23T20:06:58.55864298Z,1,2024-04-23T20:06:59.059039334Z
01HW69358NB92MP7PMQFDAXJ2N,11,2024-04-23T20:06:58.581904377Z,01HW68QECRJ5MSES78W5TB51EV,2024-04-23T20:06:58.581904377Z,Round 12 / 12,2024-04-23T20:06:58.581904377Z,Chat,2024-04-23T20:06:58.581904377Z,true,2024-04-23T20:11:13.362291211Z,01HW68QEE9VAQA6V0X1JTBE62C,2024-04-23T20:06:58.581904377Z,true,2024-04-23T20:10:48.373308564Z,12,2024-04-23T20:06:58.581904377Z,1,2024-04-23T20:06:59.059039334Z
01HW69358ZN8HA6MAZ1RRNA1EN,9,2024-04-23T20:06:58.591712226Z,01HW68QECRJ5MSES78W5TB51EV,2024-04-23T20:06:58.591712226Z,Round 10 / 12,2024-04-23T20:06:58.591712226Z,Chat,2024-04-23T20:06:58.591712226Z,true,2024-04-23T20:10:31.078495452Z,01HW68QEE9VAQA6V0X1JTBE62C,2024-04-23T20:06:58.591712226Z,true,2024-04-23T20:10:03.226176204Z,10,2024-04-23T20:06:58.591712226Z,1,2024-04-23T20:06:59.146042522Z
01HW69359ABFS876SQY76G1988,10,2024-04-23T20:06:58.602806154Z,01HW68QECRJ5MSES78W5TB51EV,2024-04-23T20:06:58.602806154Z,Round 11 / 12,2024-04-23T20:06:58.602806154Z,Chat,2024-04-23T20:06:58.602806154Z,true,2024-04-23T20:10:48.331370773Z,01HW68QEE9VAQA6V0X1JTBE62C,2024-04-23T20:06:58.602806154Z,true,2024-04-23T20:10:31.118882345Z,11,2024-04-23T20:06:58.602806154Z,1,2024-04-23T20:06:59.195201639Z
01HW69359NXS4DTQFCBYFXBG7T,6,2024-04-23T20:06:58.613602203Z,01HW68QECRJ5MSES78W5TB51EV,2024-04-23T20:06:58.613602203Z,Round 7 / 12,2024-04-23T20:06:58.613602203Z,Chat,2024-04-23T20:06:58.613602203Z,true,2024-04-23T20:09:29.723415961Z,01HW68QEE9VAQA6V0X1JTBE62C,2024-04-23T20:06:58.613602203Z,true,2024-04-23T20:09:15.33385679Z,7,2024-04-23T20:06:58.613602203Z,1,2024-04-23T20:06:59.244955395Z
01HW6935A2WS0KZ7S8DYD95A5J,7,2024-04-23T20:06:58.626575276Z,01HW68QECRJ5MSES78W5TB51EV,2024-04-23T20:06:58.626575276Z,Round 8 / 12,2024-04-23T20:06:58.626575276Z,Chat,2024-04-23T20:06:58.626575276Z,true,2024-04-23T20:09:46.567774093Z,01HW68QEE9VAQA6V0X1JTBE62C,2024-04-23T20:06:58.626575276Z,true,2024-04-23T20:09:29.762338379Z,8,2024-04-23T20:06:58.626575276Z,1,2024-04-23T20:06:59.244955395Z
