id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,status,statusLastChangedAt,timerID,timerIDLastChangedAt
01JH76BNJ5TC7BDXQQV7XMQ91V,01JH75BWCAYVGAQ2CBEW6G7ZC8,2025-01-10T04:08:04.421820221Z,30,2025-01-10T04:08:04.421820221Z,true,2025-01-10T04:09:55.185714067Z,,,01JH75BWCKNAQ7HTNSDVBFT7HM,2025-01-10T04:08:04.421820221Z,0,2025-01-10T04:08:04.421820221Z,true,2025-01-10T04:09:25.170868188Z,observe,2025-01-10T04:08:04.421820221Z,01JH76BNH7YS0NFMV7XV09AS5A,2025-01-10T04:08:04.421820221Z,true,2025-01-10T04:09:25.152943925Z,true,2025-01-10T04:09:25.18178377Z,,,01JH76BNJ4ZS8PF9Z8KWS89T47,2025-01-10T04:08:04.421820221Z
01JH76G8X80DR2GFVFN5EZBVDB,01JH75BRBTV9ZDCJ2ZNVAV51Y7,2025-01-10T04:10:35.304741329Z,30,2025-01-10T04:10:35.304741329Z,true,2025-01-10T04:12:30.56149701Z,,,01JH75BRC5R3PWVJ5JM81G72R4,2025-01-10T04:10:35.304741329Z,0,2025-01-10T04:10:35.304741329Z,true,2025-01-10T04:12:04.08906092Z,observe,2025-01-10T04:10:35.304741329Z,01JH76G8W1AGTTQVCFSZFSNGTC,2025-01-10T04:10:35.304741329Z,true,2025-01-10T04:12:04.068457258Z,true,2025-01-10T04:12:04.097577111Z,,,01JH76G8X6PPTP4TCDFA9CWH4Z,2025-01-10T04:10:35.304741329Z
01JH76G8XRX025E5VNH5XXARNY,01JH75BRBTV9ZDCJ2ZNVAV51Y7,2025-01-10T04:10:35.320472318Z,30,2025-01-10T04:10:35.320472318Z,true,2025-01-10T04:13:14.147300129Z,,,01JH75BRC5R3PWVJ5JM81G72R4,2025-01-10T04:10:35.320472318Z,0,2025-01-10T04:10:35.320472318Z,true,2025-01-10T04:13:00.720564764Z,observe,2025-01-10T04:10:35.320472318Z,01JH76G8W5M77R0CYCJ2R13VCG,2025-01-10T04:10:35.320472318Z,true,2025-01-10T04:13:00.70503386Z,true,2025-01-10T04:13:00.727885333Z,,,01JH76G8XPWW133WK6138XBYRT,2025-01-10T04:10:35.320472318Z
01JH76BNHKP4CB00QCE1GF7BSK,01JH75BWCAYVGAQ2CBEW6G7ZC8,2025-01-10T04:08:04.403408776Z,30,2025-01-10T04:08:04.403408776Z,true,2025-01-10T04:08:34.723605204Z,,,01JH75BWCKNAQ7HTNSDVBFT7HM,2025-01-10T04:08:04.403408776Z,0,2025-01-10T04:08:04.403408776Z,true,2025-01-10T04:08:04.708185545Z,looking at your yard,2025-01-10T04:08:04.403408776Z,01JH76BNH1YKP0TD4P0T3DTJD2,2025-01-10T04:08:04.403408776Z,true,2025-01-10T04:08:04.64405247Z,true,2025-01-10T04:08:04.718987658Z,,,01JH76BNHBHE1R98FWJSF4NAGR,2025-01-10T04:08:04.403408776Z
01JH76G8Y14FRQ7T9BPWD1V4AD,01JH75BRBTV9ZDCJ2ZNVAV51Y7,2025-01-10T04:10:35.329219312Z,30,2025-01-10T04:10:35.329219312Z,true,2025-01-10T04:13:40.318952431Z,,,01JH75BRC5R3PWVJ5JM81G72R4,2025-01-10T04:10:35.329219312Z,0,2025-01-10T04:10:35.329219312Z,true,2025-01-10T04:13:14.211255233Z,observe,2025-01-10T04:10:35.329219312Z,01JH76G8W7YJSM7X4GBAVYGXDC,2025-01-10T04:10:35.329219312Z,true,2025-01-10T04:13:14.192803863Z,true,2025-01-10T04:13:14.221296331Z,,,01JH76G8XYZW5TECX8GWZKMYEG,2025-01-10T04:10:35.329219312Z
01JH76WX8WYTAZDENE5HW8EE86,01JH76C04AESX1H6Z3ZAAJSG9H,2025-01-10T04:17:29.37236239Z,30,2025-01-10T04:17:29.37236239Z,true,2025-01-10T04:19:14.862395499Z,,,01JH76C04MG6K5TW7WF4DF378H,2025-01-10T04:17:29.37236239Z,0,2025-01-10T04:17:29.37236239Z,true,2025-01-10T04:18:46.715645006Z,observe,2025-01-10T04:17:29.37236239Z,01JH76WX7GE93WDQNMVV1FJGKA,2025-01-10T04:17:29.37236239Z,true,2025-01-10T04:18:46.697215196Z,true,2025-01-10T04:18:46.726920277Z,,,01JH76WX8DEXBK2V3J6PBAYV2Y,2025-01-10T04:17:29.37236239Z
01JH75PEMTQZHZYAHG0R140H4F,01JH75A3NFHZPPR1KZW23PMRW4,2025-01-10T03:56:29.210178395Z,30,2025-01-10T03:56:29.210178395Z,true,2025-01-10T03:56:59.679142448Z,,,01JH75A3P0SBG6XHS5GZ1JSBAC,2025-01-10T03:56:29.210178395Z,0,2025-01-10T03:56:29.210178395Z,true,2025-01-10T03:56:29.664043668Z,looking at your yard,2025-01-10T03:56:29.210178395Z,01JH75PEKYTGG4XA0ZHY480S7V,2025-01-10T03:56:29.210178395Z,true,2025-01-10T03:56:29.634222499Z,true,2025-01-10T03:56:29.674263857Z,,,01JH75PEMK2GGNN2WYGRTP2D9N,2025-01-10T03:56:29.210178395Z
01JH75PEPN8X9F5DXVJA2GH253,01JH75A3NFHZPPR1KZW23PMRW4,2025-01-10T03:56:29.269029757Z,30,2025-01-10T03:56:29.269029757Z,true,2025-01-10T04:02:27.830244921Z,,,01JH75A3P0SBG6XHS5GZ1JSBAC,2025-01-10T03:56:29.269029757Z,1,2025-01-10T03:56:29.269029757Z,true,2025-01-10T04:02:15.794354334Z,observe,2025-01-10T03:56:29.269029757Z,01JH75PEM4YXZGJSRK6J2N32TQ,2025-01-10T03:56:29.269029757Z,true,2025-01-10T04:02:15.774027907Z,true,2025-01-10T04:02:15.804937072Z,,,01JH75PEPHVY1SQ062DGS86HJY,2025-01-10T03:56:29.269029757Z
01JH768GQ1QAQW8NXKZ8EE18D3,01JH75BXGKCHVBPK51FSFMF40F,2025-01-10T04:06:21.153725749Z,30,2025-01-10T04:06:21.153725749Z,true,2025-01-10T04:08:51.731229616Z,,,01JH75BXGW3M8E8TARDVNEGQGH,2025-01-10T04:06:21.153725749Z,0,2025-01-10T04:06:21.153725749Z,true,2025-01-10T04:08:21.717793088Z,observe,2025-01-10T04:06:21.153725749Z,01JH768GNVFZ50R7HYF739GZ64,2025-01-10T04:06:21.153725749Z,true,2025-01-10T04:08:21.700048818Z,true,2025-01-10T04:08:21.726306644Z,,,01JH768GPYYRSES0770MSM7TGT,2025-01-10T04:06:21.153725749Z
01JH768GR4EZYABHKCXWMBC6GN,01JH75BXGKCHVBPK51FSFMF40F,2025-01-10T04:06:21.188471243Z,30,2025-01-10T04:06:21.188471243Z,true,2025-01-10T04:10:41.059531341Z,,,01JH75BXGW3M8E8TARDVNEGQGH,2025-01-10T04:06:21.188471243Z,0,2025-01-10T04:06:21.188471243Z,true,2025-01-10T04:10:20.319384797Z,observe,2025-01-10T04:06:21.188471243Z,01JH768GNJ2YWNVJNWA1GN803G,2025-01-10T04:06:21.188471243Z,true,2025-01-10T04:10:20.298679495Z,true,2025-01-10T04:10:20.331459211Z,,,01JH768GR25V2TRXF01QXSBC40,2025-01-10T04:06:21.188471243Z
